ID;Services;Countries;Periods;ImportsOfServices_1;ExportsOfServices_2;NetServices_3
4746;SA Manufacturing services;Hong Kong;2018 2nd quarter;0.0;0.0;0.0
4747;SA Manufacturing services;Hong Kong;2018 3rd quarter;0.0;0.0;0.0
4748;SA Manufacturing services;Hong Kong;2018 4th quarter;0.0;0.0;0.0
4749;SA Manufacturing services;Hong Kong;2018;2.0;0.0;-2.0
4750;SA Manufacturing services;Hong Kong;2019 1st quarter;1.0;0.0;-1.0
4751;SA Manufacturing services;Hong Kong;2019 2nd quarter;1.0;0.0;-1.0
4752;SA Manufacturing services;Hong Kong;2019 3rd quarter;1.0;0.0;-1.0
4753;SA Manufacturing services;Hong Kong;2019 4th quarter;1.0;0.0;-1.0
4754;SA Manufacturing services;Hong Kong;2019;4.0;0.0;-4.0
4755;SA Manufacturing services;Hong Kong;2020 1st quarter;1.0;0.0;-1.0
4756;SA Manufacturing services;Hong Kong;2020 2nd quarter;1.0;0.0;-1.0
4757;SA Manufacturing services;Hong Kong;2020 3rd quarter;1.0;0.0;-1.0
4758;SA Manufacturing services;Hong Kong;2020 4th quarter;1.0;0.0;-1.0
4759;SA Manufacturing services;Hong Kong;2020;3.0;0.0;-3.0
4760;SA Manufacturing services;Ireland;2014 1st quarter;9.0;6.0;-3.0
4761;SA Manufacturing services;Ireland;2014 2nd quarter;10.0;6.0;-4.0
4762;SA Manufacturing services;Ireland;2014 3rd quarter;12.0;6.0;-6.0
4763;SA Manufacturing services;Ireland;2014 4th quarter;14.0;7.0;-7.0
4764;SA Manufacturing services;Ireland;2014;45.0;26.0;-19.0
4765;SA Manufacturing services;Ireland;2015 1st quarter;16.0;11.0;-5.0
4766;SA Manufacturing services;Ireland;2015 2nd quarter;20.0;12.0;-8.0
4767;SA Manufacturing services;Ireland;2015 3rd quarter;18.0;10.0;-8.0
4768;SA Manufacturing services;Ireland;2015 4th quarter;14.0;15.0;1.0
4769;SA Manufacturing services;Ireland;2015;67.0;48.0;-19.0
4770;SA Manufacturing services;Ireland;2016 1st quarter;;;-3.0
4771;SA Manufacturing services;Ireland;2016 2nd quarter;23.0;23.0;-1.0
4772;SA Manufacturing services;Ireland;2016 3rd quarter;17.0;16.0;-1.0
4773;SA Manufacturing services;Ireland;2016 4th quarter;;;3.0
4774;SA Manufacturing services;Ireland;2016;74.0;74.0;-1.0
4775;SA Manufacturing services;Ireland;2017 1st quarter;12.0;23.0;11.0
4776;SA Manufacturing services;Ireland;2017 2nd quarter;9.0;24.0;15.0
4777;SA Manufacturing services;Ireland;2017 3rd quarter;10.0;26.0;16.0
4778;SA Manufacturing services;Ireland;2017 4th quarter;9.0;26.0;17.0
4779;SA Manufacturing services;Ireland;2017;40.0;99.0;59.0
4780;SA Manufacturing services;Ireland;2018 1st quarter;15.0;68.0;53.0
4781;SA Manufacturing services;Ireland;2018 2nd quarter;19.0;87.0;68.0
4782;SA Manufacturing services;Ireland;2018 3rd quarter;17.0;76.0;58.0
4783;SA Manufacturing services;Ireland;2018 4th quarter;20.0;121.0;101.0
4784;SA Manufacturing services;Ireland;2018;72.0;352.0;280.0
4785;SA Manufacturing services;Ireland;2019 1st quarter;15.0;70.0;54.0
4786;SA Manufacturing services;Ireland;2019 2nd quarter;17.0;57.0;40.0
4787;SA Manufacturing services;Ireland;2019 3rd quarter;18.0;62.0;44.0
4788;SA Manufacturing services;Ireland;2019 4th quarter;20.0;85.0;64.0
4789;SA Manufacturing services;Ireland;2019;71.0;273.0;202.0
4790;SA Manufacturing services;Ireland;2020 1st quarter;16.0;62.0;46.0
4791;SA Manufacturing services;Ireland;2020 2nd quarter;15.0;54.0;39.0
4792;SA Manufacturing services;Ireland;2020 3rd quarter;13.0;57.0;44.0
4793;SA Manufacturing services;Ireland;2020 4th quarter;18.0;80.0;62.0
4794;SA Manufacturing services;Ireland;2020;62.0;254.0;191.0
4795;SA Manufacturing services;Iceland;2014 1st quarter;0.0;0.0;0.0
4796;SA Manufacturing services;Iceland;2014 2nd quarter;0.0;0.0;0.0
4797;SA Manufacturing services;Iceland;2014 3rd quarter;0.0;0.0;0.0
4798;SA Manufacturing services;Iceland;2014 4th quarter;0.0;0.0;0.0
4799;SA Manufacturing services;Iceland;2014;0.0;0.0;0.0
4800;SA Manufacturing services;Iceland;2015 1st quarter;0.0;0.0;0.0
4801;SA Manufacturing services;Iceland;2015 2nd quarter;0.0;0.0;0.0
4802;SA Manufacturing services;Iceland;2015 3rd quarter;0.0;0.0;0.0
4803;SA Manufacturing services;Iceland;2015 4th quarter;0.0;0.0;0.0
4804;SA Manufacturing services;Iceland;2015;0.0;0.0;0.0
4805;SA Manufacturing services;Iceland;2016 1st quarter;0.0;0.0;0.0
4806;SA Manufacturing services;Iceland;2016 2nd quarter;0.0;0.0;0.0
4807;SA Manufacturing services;Iceland;2016 3rd quarter;0.0;0.0;0.0
4808;SA Manufacturing services;Iceland;2016 4th quarter;0.0;0.0;0.0
4809;SA Manufacturing services;Iceland;2016;0.0;0.0;0.0
4810;SA Manufacturing services;Iceland;2017 1st quarter;0.0;0.0;0.0
4811;SA Manufacturing services;Iceland;2017 2nd quarter;0.0;0.0;0.0
4812;SA Manufacturing services;Iceland;2017 3rd quarter;0.0;0.0;0.0
4813;SA Manufacturing services;Iceland;2017 4th quarter;0.0;0.0;0.0
4814;SA Manufacturing services;Iceland;2017;0.0;0.0;0.0
4815;SA Manufacturing services;Iceland;2018 1st quarter;0.0;0.0;0.0
4816;SA Manufacturing services;Iceland;2018 2nd quarter;0.0;0.0;0.0
4817;SA Manufacturing services;Iceland;2018 3rd quarter;0.0;0.0;0.0
4818;SA Manufacturing services;Iceland;2018 4th quarter;0.0;0.0;0.0
4819;SA Manufacturing services;Iceland;2018;0.0;0.0;0.0
4820;SA Manufacturing services;Iceland;2019 1st quarter;0.0;0.0;0.0
4821;SA Manufacturing services;Iceland;2019 2nd quarter;0.0;0.0;0.0
4822;SA Manufacturing services;Iceland;2019 3rd quarter;0.0;0.0;0.0
4823;SA Manufacturing services;Iceland;2019 4th quarter;0.0;0.0;0.0
4824;SA Manufacturing services;Iceland;2019;0.0;0.0;0.0
4825;SA Manufacturing services;Iceland;2020 1st quarter;0.0;0.0;0.0
4826;SA Manufacturing services;Iceland;2020 2nd quarter;0.0;0.0;0.0
4827;SA Manufacturing services;Iceland;2020 3rd quarter;0.0;0.0;0.0
4828;SA Manufacturing services;Iceland;2020 4th quarter;0.0;0.0;0.0
4829;SA Manufacturing services;Iceland;2020;0.0;0.0;0.0
4830;SA Manufacturing services;India;2014 1st quarter;0.0;0.0;0.0
4831;SA Manufacturing services;India;2014 2nd quarter;0.0;0.0;0.0
4832;SA Manufacturing services;India;2014 3rd quarter;0.0;0.0;0.0
4833;SA Manufacturing services;India;2014 4th quarter;0.0;0.0;0.0
4834;SA Manufacturing services;India;2014;1.0;0.0;-1.0
4835;SA Manufacturing services;India;2015 1st quarter;0.0;0.0;0.0
4836;SA Manufacturing services;India;2015 2nd quarter;;;0.0
4837;SA Manufacturing services;India;2015 3rd quarter;0.0;0.0;0.0
4838;SA Manufacturing services;India;2015 4th quarter;0.0;0.0;0.0
4839;SA Manufacturing services;India;2015;;;-1.0
4840;SA Manufacturing services;India;2016 1st quarter;0.0;0.0;0.0
4841;SA Manufacturing services;India;2016 2nd quarter;;;0.0
4842;SA Manufacturing services;India;2016 3rd quarter;0.0;0.0;0.0
4843;SA Manufacturing services;India;2016 4th quarter;;;0.0
4844;SA Manufacturing services;India;2016;1.0;0.0;-1.0
4845;SA Manufacturing services;India;2017 1st quarter;0.0;0.0;0.0
4846;SA Manufacturing services;India;2017 2nd quarter;0.0;0.0;0.0
4847;SA Manufacturing services;India;2017 3rd quarter;0.0;0.0;0.0
4848;SA Manufacturing services;India;2017 4th quarter;1.0;0.0;-1.0
4849;SA Manufacturing services;India;2017;1.0;0.0;-1.0
4850;SA Manufacturing services;India;2018 1st quarter;1.0;0.0;-1.0
4851;SA Manufacturing services;India;2018 2nd quarter;1.0;0.0;-1.0
4852;SA Manufacturing services;India;2018 3rd quarter;0.0;0.0;0.0
4853;SA Manufacturing services;India;2018 4th quarter;1.0;0.0;-1.0
4854;SA Manufacturing services;India;2018;2.0;0.0;-2.0
4855;SA Manufacturing services;India;2019 1st quarter;0.0;0.0;0.0
4856;SA Manufacturing services;India;2019 2nd quarter;1.0;0.0;-1.0
4857;SA Manufacturing services;India;2019 3rd quarter;1.0;0.0;-1.0
4858;SA Manufacturing services;India;2019 4th quarter;1.0;0.0;-1.0
4859;SA Manufacturing services;India;2019;3.0;0.0;-3.0
4860;SA Manufacturing services;India;2020 1st quarter;1.0;0.0;-1.0
4861;SA Manufacturing services;India;2020 2nd quarter;2.0;0.0;-2.0
4862;SA Manufacturing services;India;2020 3rd quarter;2.0;0.0;-2.0
4863;SA Manufacturing services;India;2020 4th quarter;2.0;0.0;-2.0
4864;SA Manufacturing services;India;2020;6.0;0.0;-6.0
4865;SA Manufacturing services;Indonesia;2014 1st quarter;0.0;0.0;0.0
4866;SA Manufacturing services;Indonesia;2014 2nd quarter;0.0;0.0;0.0
4867;SA Manufacturing services;Indonesia;2014 3rd quarter;0.0;0.0;0.0
4868;SA Manufacturing services;Indonesia;2014 4th quarter;0.0;0.0;0.0
4869;SA Manufacturing services;Indonesia;2014;0.0;0.0;0.0
4870;SA Manufacturing services;Indonesia;2015 1st quarter;0.0;0.0;0.0
4871;SA Manufacturing services;Indonesia;2015 2nd quarter;0.0;0.0;0.0
4872;SA Manufacturing services;Indonesia;2015 3rd quarter;0.0;0.0;0.0
4873;SA Manufacturing services;Indonesia;2015 4th quarter;0.0;0.0;0.0
4874;SA Manufacturing services;Indonesia;2015;0.0;0.0;0.0
4875;SA Manufacturing services;Indonesia;2016 1st quarter;0.0;0.0;0.0
4876;SA Manufacturing services;Indonesia;2016 2nd quarter;0.0;0.0;0.0
4877;SA Manufacturing services;Indonesia;2016 3rd quarter;0.0;0.0;0.0
4878;SA Manufacturing services;Indonesia;2016 4th quarter;0.0;0.0;0.0
4879;SA Manufacturing services;Indonesia;2016;0.0;0.0;0.0
4880;SA Manufacturing services;Indonesia;2017 1st quarter;0.0;0.0;0.0
4881;SA Manufacturing services;Indonesia;2017 2nd quarter;0.0;0.0;0.0
4882;SA Manufacturing services;Indonesia;2017 3rd quarter;0.0;0.0;0.0
4883;SA Manufacturing services;Indonesia;2017 4th quarter;0.0;0.0;0.0
4884;SA Manufacturing services;Indonesia;2017;0.0;0.0;0.0
4885;SA Manufacturing services;Indonesia;2018 1st quarter;0.0;0.0;0.0
4886;SA Manufacturing services;Indonesia;2018 2nd quarter;0.0;0.0;0.0
4887;SA Manufacturing services;Indonesia;2018 3rd quarter;0.0;0.0;0.0
4888;SA Manufacturing services;Indonesia;2018 4th quarter;0.0;0.0;0.0
4889;SA Manufacturing services;Indonesia;2018;0.0;0.0;0.0
4890;SA Manufacturing services;Indonesia;2019 1st quarter;0.0;0.0;0.0
4891;SA Manufacturing services;Indonesia;2019 2nd quarter;0.0;0.0;0.0
4892;SA Manufacturing services;Indonesia;2019 3rd quarter;0.0;0.0;0.0
4893;SA Manufacturing services;Indonesia;2019 4th quarter;0.0;0.0;0.0
4894;SA Manufacturing services;Indonesia;2019;0.0;0.0;0.0
4895;SA Manufacturing services;Indonesia;2020 1st quarter;0.0;0.0;0.0
4896;SA Manufacturing services;Indonesia;2020 2nd quarter;0.0;0.0;0.0
4897;SA Manufacturing services;Indonesia;2020 3rd quarter;0.0;0.0;0.0
4898;SA Manufacturing services;Indonesia;2020 4th quarter;0.0;0.0;0.0
4899;SA Manufacturing services;Indonesia;2020;0.0;0.0;0.0
4900;SA Manufacturing services;Israel;2014 1st quarter;0.0;0.0;0.0
4901;SA Manufacturing services;Israel;2014 2nd quarter;0.0;0.0;0.0
4902;SA Manufacturing services;Israel;2014 3rd quarter;0.0;0.0;0.0
4903;SA Manufacturing services;Israel;2014 4th quarter;0.0;0.0;0.0
4904;SA Manufacturing services;Israel;2014;0.0;0.0;0.0
4905;SA Manufacturing services;Israel;2015 1st quarter;0.0;0.0;0.0
4906;SA Manufacturing services;Israel;2015 2nd quarter;0.0;0.0;0.0
4907;SA Manufacturing services;Israel;2015 3rd quarter;0.0;0.0;0.0
4908;SA Manufacturing services;Israel;2015 4th quarter;0.0;0.0;0.0
4909;SA Manufacturing services;Israel;2015;0.0;0.0;0.0
4910;SA Manufacturing services;Israel;2016 1st quarter;0.0;0.0;0.0
4911;SA Manufacturing services;Israel;2016 2nd quarter;0.0;0.0;0.0
4912;SA Manufacturing services;Israel;2016 3rd quarter;;0.0;
4913;SA Manufacturing services;Israel;2016 4th quarter;0.0;;
4914;SA Manufacturing services;Israel;2016;;;
4915;SA Manufacturing services;Israel;2017 1st quarter;0.0;0.0;0.0
4916;SA Manufacturing services;Israel;2017 2nd quarter;0.0;0.0;0.0
4917;SA Manufacturing services;Israel;2017 3rd quarter;0.0;0.0;0.0
4918;SA Manufacturing services;Israel;2017 4th quarter;0.0;0.0;0.0
4919;SA Manufacturing services;Israel;2017;0.0;0.0;0.0
4920;SA Manufacturing services;Israel;2018 1st quarter;0.0;0.0;0.0
4921;SA Manufacturing services;Israel;2018 2nd quarter;0.0;0.0;0.0
4922;SA Manufacturing services;Israel;2018 3rd quarter;;;0.0
4923;SA Manufacturing services;Israel;2018 4th quarter;0.0;0.0;0.0
4924;SA Manufacturing services;Israel;2018;;;0.0
4925;SA Manufacturing services;Israel;2019 1st quarter;0.0;;
4926;SA Manufacturing services;Israel;2019 2nd quarter;0.0;;
4927;SA Manufacturing services;Israel;2019 3rd quarter;0.0;0.0;0.0
4928;SA Manufacturing services;Israel;2019 4th quarter;0.0;;
4929;SA Manufacturing services;Israel;2019;0.0;;
4930;SA Manufacturing services;Israel;2020 1st quarter;0.0;;
4931;SA Manufacturing services;Israel;2020 2nd quarter;0.0;;
4932;SA Manufacturing services;Israel;2020 3rd quarter;0.0;0.0;0.0
4933;SA Manufacturing services;Israel;2020 4th quarter;0.0;;
4934;SA Manufacturing services;Israel;2020;0.0;;
4935;SA Manufacturing services;Italy;2014 1st quarter;16.0;10.0;-6.0
4936;SA Manufacturing services;Italy;2014 2nd quarter;16.0;11.0;-6.0
4937;SA Manufacturing services;Italy;2014 3rd quarter;18.0;11.0;-6.0
4938;SA Manufacturing services;Italy;2014 4th quarter;19.0;11.0;-8.0
4939;SA Manufacturing services;Italy;2014;69.0;44.0;-26.0
4940;SA Manufacturing services;Italy;2015 1st quarter;19.0;11.0;-7.0
4941;SA Manufacturing services;Italy;2015 2nd quarter;16.0;11.0;-6.0
4942;SA Manufacturing services;Italy;2015 3rd quarter;20.0;11.0;-8.0
4943;SA Manufacturing services;Italy;2015 4th quarter;21.0;11.0;-10.0
4944;SA Manufacturing services;Italy;2015;76.0;45.0;-31.0
4945;SA Manufacturing services;Italy;2016 1st quarter;18.0;10.0;-7.0
4946;SA Manufacturing services;Italy;2016 2nd quarter;22.0;15.0;-7.0
4947;SA Manufacturing services;Italy;2016 3rd quarter;19.0;10.0;-9.0
4948;SA Manufacturing services;Italy;2016 4th quarter;29.0;13.0;-17.0
4949;SA Manufacturing services;Italy;2016;88.0;48.0;-39.0
4950;SA Manufacturing services;Italy;2017 1st quarter;37.0;8.0;-29.0
4951;SA Manufacturing services;Italy;2017 2nd quarter;116.0;9.0;-108.0
4952;SA Manufacturing services;Italy;2017 3rd quarter;57.0;8.0;-50.0
4953;SA Manufacturing services;Italy;2017 4th quarter;45.0;8.0;-37.0
4954;SA Manufacturing services;Italy;2017;256.0;33.0;-223.0
4955;SA Manufacturing services;Italy;2018 1st quarter;32.0;9.0;-23.0
4956;SA Manufacturing services;Italy;2018 2nd quarter;113.0;11.0;-101.0
4957;SA Manufacturing services;Italy;2018 3rd quarter;37.0;11.0;-26.0
4958;SA Manufacturing services;Italy;2018 4th quarter;49.0;14.0;-35.0
4959;SA Manufacturing services;Italy;2018;232.0;46.0;-186.0
4960;SA Manufacturing services;Italy;2019 1st quarter;41.0;13.0;-28.0
4961;SA Manufacturing services;Italy;2019 2nd quarter;47.0;16.0;-30.0
4962;SA Manufacturing services;Italy;2019 3rd quarter;39.0;15.0;-24.0
4963;SA Manufacturing services;Italy;2019 4th quarter;49.0;16.0;-33.0
4964;SA Manufacturing services;Italy;2019;175.0;60.0;-115.0
4965;SA Manufacturing services;Italy;2020 1st quarter;50.0;12.0;-38.0
4966;SA Manufacturing services;Italy;2020 2nd quarter;38.0;15.0;-23.0
4967;SA Manufacturing services;Italy;2020 3rd quarter;40.0;14.0;-27.0
4968;SA Manufacturing services;Italy;2020 4th quarter;50.0;15.0;-35.0
4969;SA Manufacturing services;Italy;2020;179.0;56.0;-122.0
4970;SA Manufacturing services;Jamaica;2014 1st quarter;0.0;0.0;0.0
4971;SA Manufacturing services;Jamaica;2014 2nd quarter;0.0;0.0;0.0
4972;SA Manufacturing services;Jamaica;2014 3rd quarter;0.0;0.0;0.0
4973;SA Manufacturing services;Jamaica;2014 4th quarter;0.0;0.0;0.0
4974;SA Manufacturing services;Jamaica;2014;0.0;0.0;0.0
4975;SA Manufacturing services;Jamaica;2015 1st quarter;0.0;0.0;0.0
4976;SA Manufacturing services;Jamaica;2015 2nd quarter;0.0;0.0;0.0
4977;SA Manufacturing services;Jamaica;2015 3rd quarter;0.0;0.0;0.0
4978;SA Manufacturing services;Jamaica;2015 4th quarter;0.0;0.0;0.0
4979;SA Manufacturing services;Jamaica;2015;0.0;0.0;0.0
4980;SA Manufacturing services;Jamaica;2016 1st quarter;0.0;0.0;0.0
4981;SA Manufacturing services;Jamaica;2016 2nd quarter;0.0;0.0;0.0
4982;SA Manufacturing services;Jamaica;2016 3rd quarter;0.0;0.0;0.0
4983;SA Manufacturing services;Jamaica;2016 4th quarter;0.0;0.0;0.0
4984;SA Manufacturing services;Jamaica;2016;0.0;0.0;0.0
4985;SA Manufacturing services;Jamaica;2017 1st quarter;0.0;0.0;0.0
4986;SA Manufacturing services;Jamaica;2017 2nd quarter;0.0;0.0;0.0
4987;SA Manufacturing services;Jamaica;2017 3rd quarter;0.0;0.0;0.0
4988;SA Manufacturing services;Jamaica;2017 4th quarter;0.0;0.0;0.0
4989;SA Manufacturing services;Jamaica;2017;0.0;0.0;0.0
4990;SA Manufacturing services;Jamaica;2018 1st quarter;0.0;0.0;0.0
4991;SA Manufacturing services;Jamaica;2018 2nd quarter;0.0;0.0;0.0
4992;SA Manufacturing services;Jamaica;2018 3rd quarter;;;
4993;SA Manufacturing services;Jamaica;2018 4th quarter;;;
4994;SA Manufacturing services;Jamaica;2018;;;
4995;SA Manufacturing services;Jamaica;2019 1st quarter;;;
4996;SA Manufacturing services;Jamaica;2019 2nd quarter;;;
4997;SA Manufacturing services;Jamaica;2019 3rd quarter;;;
4998;SA Manufacturing services;Jamaica;2019 4th quarter;;;
4999;SA Manufacturing services;Jamaica;2019;;;
5000;SA Manufacturing services;Jamaica;2020 1st quarter;;;
5001;SA Manufacturing services;Jamaica;2020 2nd quarter;;;
5002;SA Manufacturing services;Jamaica;2020 3rd quarter;;;
5003;SA Manufacturing services;Jamaica;2020 4th quarter;;;
5004;SA Manufacturing services;Jamaica;2020;;;
5005;SA Manufacturing services;Japan;2014 1st quarter;0.0;1.0;1.0
5006;SA Manufacturing services;Japan;2014 2nd quarter;0.0;1.0;0.0
5007;SA Manufacturing services;Japan;2014 3rd quarter;0.0;0.0;0.0
5008;SA Manufacturing services;Japan;2014 4th quarter;;;6.0
5009;SA Manufacturing services;Japan;2014;;;7.0
5010;SA Manufacturing services;Japan;2015 1st quarter;0.0;0.0;0.0
5011;SA Manufacturing services;Japan;2015 2nd quarter;;;0.0
5012;SA Manufacturing services;Japan;2015 3rd quarter;0.0;0.0;0.0
5013;SA Manufacturing services;Japan;2015 4th quarter;;;0.0
5014;SA Manufacturing services;Japan;2015;1.0;1.0;0.0
5015;SA Manufacturing services;Japan;2016 1st quarter;0.0;0.0;0.0
5016;SA Manufacturing services;Japan;2016 2nd quarter;0.0;0.0;0.0
5017;SA Manufacturing services;Japan;2016 3rd quarter;3.0;0.0;-3.0
5018;SA Manufacturing services;Japan;2016 4th quarter;2.0;0.0;-2.0
5019;SA Manufacturing services;Japan;2016;6.0;0.0;-5.0
5020;SA Manufacturing services;Japan;2017 1st quarter;0.0;0.0;0.0
5021;SA Manufacturing services;Japan;2017 2nd quarter;;;7.0
5022;SA Manufacturing services;Japan;2017 3rd quarter;1.0;0.0;-1.0
5023;SA Manufacturing services;Japan;2017 4th quarter;;;2.0
5024;SA Manufacturing services;Japan;2017;;;8.0
5025;SA Manufacturing services;Japan;2018 1st quarter;;;3.0
5026;SA Manufacturing services;Japan;2018 2nd quarter;1.0;0.0;0.0
5027;SA Manufacturing services;Japan;2018 3rd quarter;2.0;0.0;-2.0
5028;SA Manufacturing services;Japan;2018 4th quarter;3.0;0.0;-3.0
5029;SA Manufacturing services;Japan;2018;;;-2.0
5030;SA Manufacturing services;Japan;2019 1st quarter;2.0;0.0;-2.0
5031;SA Manufacturing services;Japan;2019 2nd quarter;1.0;1.0;0.0
5032;SA Manufacturing services;Japan;2019 3rd quarter;1.0;0.0;-1.0
5033;SA Manufacturing services;Japan;2019 4th quarter;1.0;0.0;-1.0
5034;SA Manufacturing services;Japan;2019;4.0;1.0;-3.0
5035;SA Manufacturing services;Japan;2020 1st quarter;1.0;0.0;-1.0
5036;SA Manufacturing services;Japan;2020 2nd quarter;1.0;0.0;0.0
