ID;ExpenditureCategories;Periods;HICP_1;HICPCT_2;MonthOnMonthChangeHICP_3;MonthOnMonthChangeHICPCT_4;YearOnYearChangeHICP_5;YearOnYearChangeHICPCT_6;WeightingCoefficient_7
4349;011180 Other cereal products;2009 January;;;;;;;0
4350;011180 Other cereal products;2009 February;;;;;;;0
4351;011180 Other cereal products;2009 March;;;;;;;0
4352;011180 Other cereal products;2009 April;;;;;;;0
4353;011180 Other cereal products;2009 May;;;;;;;0
4354;011180 Other cereal products;2009 June;;;;;;;0
4355;011180 Other cereal products;2009 July;;;;;;;0
4356;011180 Other cereal products;2009 August;;;;;;;0
4357;011180 Other cereal products;2009 September;;;;;;;0
4358;011180 Other cereal products;2009 October;;;;;;;0
4359;011180 Other cereal products;2009 November;;;;;;;0
4360;011180 Other cereal products;2009 December;111.22;111.22;;;;;0
4361;011180 Other cereal products;2009;;;;;;;0
4362;011180 Other cereal products;2010 January;110.82;110.82;-0.4;-0.4;;;47
4363;011180 Other cereal products;2010 February;110.72;110.72;-0.1;-0.1;;;47
4364;011180 Other cereal products;2010 March;110.31;110.31;-0.4;-0.4;;;47
4365;011180 Other cereal products;2010 April;110.4;110.4;0.1;0.1;;;47
4366;011180 Other cereal products;2010 May;110.35;110.35;0.0;0.0;;;47
4367;011180 Other cereal products;2010 June;110.27;110.27;-0.1;-0.1;;;47
4368;011180 Other cereal products;2010 July;109.16;109.16;-1.0;-1.0;;;47
4369;011180 Other cereal products;2010 August;109.76;109.76;0.5;0.5;;;47
4370;011180 Other cereal products;2010 September;110.64;110.64;0.8;0.8;;;47
4371;011180 Other cereal products;2010 October;110.97;110.97;0.3;0.3;;;47
4372;011180 Other cereal products;2010 November;109.75;109.75;-1.1;-1.1;;;47
4373;011180 Other cereal products;2010 December;108.95;108.95;-0.7;-0.7;-2.0;-2.0;47
4374;011180 Other cereal products;2010;110.18;110.18;;;;;47
4375;011180 Other cereal products;2011 January;107.43;107.43;-1.4;-1.4;-3.1;-3.1;39
4376;011180 Other cereal products;2011 February;107.8;107.8;0.3;0.3;-2.6;-2.6;39
4377;011180 Other cereal products;2011 March;108.38;108.38;0.5;0.5;-1.7;-1.7;39
4378;011180 Other cereal products;2011 April;108.28;108.28;-0.1;-0.1;-1.9;-1.9;39
4379;011180 Other cereal products;2011 May;105.88;105.88;-2.2;-2.2;-4.1;-4.1;39
4380;011180 Other cereal products;2011 June;108.22;108.22;2.2;2.2;-1.9;-1.9;39
4381;011180 Other cereal products;2011 July;109.36;109.36;1.1;1.1;0.2;0.2;39
4382;011180 Other cereal products;2011 August;109.52;109.52;0.1;0.1;-0.2;-0.2;39
4383;011180 Other cereal products;2011 September;109.24;109.24;-0.3;-0.3;-1.3;-1.3;39
4384;011180 Other cereal products;2011 October;109.04;109.04;-0.2;-0.2;-1.7;-1.7;39
4385;011180 Other cereal products;2011 November;108.35;108.35;-0.6;-0.6;-1.3;-1.3;39
4386;011180 Other cereal products;2011 December;108.59;108.59;0.2;0.2;-0.3;-0.3;39
4387;011180 Other cereal products;2011;108.34;108.34;;;-1.7;-1.7;39
4388;011180 Other cereal products;2012 January;109.17;109.17;0.5;0.5;1.6;1.6;49
4389;011180 Other cereal products;2012 February;109.05;109.05;-0.1;-0.1;1.2;1.2;49
4390;011180 Other cereal products;2012 March;107.74;107.74;-1.2;-1.2;-0.6;-0.6;49
4391;011180 Other cereal products;2012 April;108.11;108.11;0.3;0.3;-0.2;-0.2;49
4392;011180 Other cereal products;2012 May;108.6;108.6;0.5;0.5;2.6;2.6;49
4393;011180 Other cereal products;2012 June;110.1;110.1;1.4;1.4;1.7;1.7;49
4394;011180 Other cereal products;2012 July;110.16;110.16;0.1;0.1;0.7;0.7;49
4395;011180 Other cereal products;2012 August;109.88;109.88;-0.3;-0.3;0.3;0.3;49
4396;011180 Other cereal products;2012 September;108.14;108.14;-1.6;-1.6;-1.0;-1.0;49
4397;011180 Other cereal products;2012 October;107.96;107.96;-0.2;-0.2;-1.0;-1.0;49
4398;011180 Other cereal products;2012 November;110.44;110.44;2.3;2.3;1.9;1.9;49
4399;011180 Other cereal products;2012 December;110.98;110.98;0.5;0.5;2.2;2.2;49
4400;011180 Other cereal products;2012;109.19;109.19;;;0.8;0.8;49
4401;011180 Other cereal products;2013 January;109.8;109.8;-1.1;-1.1;0.6;0.6;60
4402;011180 Other cereal products;2013 February;109.42;109.42;-0.3;-0.3;0.3;0.3;60
4403;011180 Other cereal products;2013 March;110.62;110.62;1.1;1.1;2.7;2.7;60
4404;011180 Other cereal products;2013 April;109.45;109.45;-1.1;-1.1;1.2;1.2;60
4405;011180 Other cereal products;2013 May;110.03;110.03;0.5;0.5;1.3;1.3;60
4406;011180 Other cereal products;2013 June;109.46;109.46;-0.5;-0.5;-0.6;-0.6;60
4407;011180 Other cereal products;2013 July;107.7;107.7;-1.6;-1.6;-2.2;-2.2;60
4408;011180 Other cereal products;2013 August;106.63;106.63;-1.0;-1.0;-3.0;-3.0;60
4409;011180 Other cereal products;2013 September;106.97;106.97;0.3;0.3;-1.1;-1.1;60
4410;011180 Other cereal products;2013 October;106.14;106.14;-0.8;-0.8;-1.7;-1.7;60
4411;011180 Other cereal products;2013 November;105.45;105.45;-0.7;-0.7;-4.5;-4.5;60
4412;011180 Other cereal products;2013 December;107.16;107.16;1.6;1.6;-3.4;-3.4;60
4413;011180 Other cereal products;2013;108.24;108.24;;;-0.9;-0.9;60
4414;011180 Other cereal products;2014 January;105.96;105.96;-1.1;-1.1;-3.5;-3.5;69
4415;011180 Other cereal products;2014 February;106.05;106.05;0.1;0.1;-3.1;-3.1;69
4416;011180 Other cereal products;2014 March;105.8;105.8;-0.2;-0.2;-4.4;-4.4;69
4417;011180 Other cereal products;2014 April;105.26;105.26;-0.5;-0.5;-3.8;-3.8;69
4418;011180 Other cereal products;2014 May;105.7;105.7;0.4;0.4;-3.9;-3.9;69
4419;011180 Other cereal products;2014 June;105.51;105.51;-0.2;-0.2;-3.6;-3.6;69
4420;011180 Other cereal products;2014 July;105.9;105.9;0.4;0.4;-1.7;-1.7;69
4421;011180 Other cereal products;2014 August;105.95;105.95;0.0;0.0;-0.6;-0.6;69
4422;011180 Other cereal products;2014 September;105.55;105.55;-0.4;-0.4;-1.3;-1.3;69
4423;011180 Other cereal products;2014 October;104.78;104.78;-0.7;-0.7;-1.3;-1.3;69
4424;011180 Other cereal products;2014 November;104.9;104.9;0.1;0.1;-0.5;-0.5;69
4425;011180 Other cereal products;2014 December;103.78;103.78;-1.1;-1.1;-3.2;-3.2;69
4426;011180 Other cereal products;2014;105.43;105.43;;;-2.6;-2.6;69
4427;011180 Other cereal products;2015 January;101.57;101.57;-2.1;-2.1;-4.1;-4.1;28
4428;011180 Other cereal products;2015 February;101.28;101.28;-0.3;-0.3;-4.5;-4.5;28
4429;011180 Other cereal products;2015 March;101.08;101.08;-0.2;-0.2;-4.5;-4.5;28
4430;011180 Other cereal products;2015 April;100.14;100.14;-0.9;-0.9;-4.9;-4.9;28
4431;011180 Other cereal products;2015 May;99.22;99.22;-0.9;-0.9;-6.1;-6.1;28
4432;011180 Other cereal products;2015 June;100.37;100.37;1.2;1.2;-4.9;-4.9;28
4433;011180 Other cereal products;2015 July;99.9;99.9;-0.5;-0.5;-5.7;-5.7;28
4434;011180 Other cereal products;2015 August;99.28;99.28;-0.6;-0.6;-6.3;-6.3;28
4435;011180 Other cereal products;2015 September;99.98;99.98;0.7;0.7;-5.3;-5.3;28
4436;011180 Other cereal products;2015 October;99.08;99.08;-0.9;-0.9;-5.4;-5.4;28
4437;011180 Other cereal products;2015 November;98.91;98.91;-0.2;-0.2;-5.7;-5.7;28
4438;011180 Other cereal products;2015 December;99.17;99.17;0.3;0.3;-4.4;-4.4;28
4439;011180 Other cereal products;2015;100.0;100.0;;;-5.2;-5.2;28
4440;011180 Other cereal products;2016 January;100.57;100.57;1.4;1.4;-1.0;-1.0;76
4441;011180 Other cereal products;2016 February;100.21;100.21;-0.4;-0.4;-1.1;-1.1;76
4442;011180 Other cereal products;2016 March;99.68;99.68;-0.5;-0.5;-1.4;-1.4;76
4443;011180 Other cereal products;2016 April;99.71;99.71;0.0;0.0;-0.4;-0.4;76
4444;011180 Other cereal products;2016 May;98.78;98.78;-0.9;-0.9;-0.4;-0.4;76
4445;011180 Other cereal products;2016 June;100.05;100.05;1.3;1.3;-0.3;-0.3;76
4446;011180 Other cereal products;2016 July;99.46;99.46;-0.6;-0.6;-0.4;-0.4;76
4447;011180 Other cereal products;2016 August;99.4;99.4;-0.1;-0.1;0.1;0.1;76
4448;011180 Other cereal products;2016 September;97.63;97.63;-1.8;-1.8;-2.4;-2.4;76
4449;011180 Other cereal products;2016 October;95.68;95.68;-2.0;-2.0;-3.4;-3.4;76
4450;011180 Other cereal products;2016 November;96.99;96.99;1.4;1.4;-1.9;-1.9;76
4451;011180 Other cereal products;2016 December;98.74;98.74;1.8;1.8;-0.4;-0.4;76
4452;011180 Other cereal products;2016;98.91;98.91;;;-1.1;-1.1;76
4453;011180 Other cereal products;2017 January;99.15;99.15;0.4;0.4;-1.4;-1.4;82
4454;011180 Other cereal products;2017 February;96.47;96.47;-2.7;-2.7;-3.7;-3.7;82
4455;011180 Other cereal products;2017 March;95.41;95.41;-1.1;-1.1;-4.3;-4.3;82
4456;011180 Other cereal products;2017 April;96.01;96.01;0.6;0.6;-3.7;-3.7;82
4457;011180 Other cereal products;2017 May;95.07;95.07;-1.0;-1.0;-3.8;-3.8;82
4458;011180 Other cereal products;2017 June;96.79;96.79;1.8;1.8;-3.3;-3.3;82
4459;011180 Other cereal products;2017 July;97.9;97.9;1.1;1.1;-1.6;-1.6;82
4460;011180 Other cereal products;2017 August;96.44;96.44;-1.5;-1.5;-3.0;-3.0;82
4461;011180 Other cereal products;2017 September;93.91;93.91;-2.6;-2.6;-3.8;-3.8;82
4462;011180 Other cereal products;2017 October;92.63;92.63;-1.4;-1.4;-3.2;-3.2;82
4463;011180 Other cereal products;2017 November;94.5;94.5;2.0;2.0;-2.6;-2.6;82
4464;011180 Other cereal products;2017 December;96.54;96.54;2.2;2.2;-2.2;-2.2;82
4465;011180 Other cereal products;2017;95.9;95.9;;;-3.0;-3.0;82
4466;011180 Other cereal products;2018 January;94.12;94.12;-2.5;-2.5;-5.1;-5.1;70
4467;011180 Other cereal products;2018 February;93.27;93.27;-0.9;-0.9;-3.3;-3.3;70
4468;011180 Other cereal products;2018 March;95.09;95.09;2.0;2.0;-0.3;-0.3;70
4469;011180 Other cereal products;2018 April;94.12;94.12;-1.0;-1.0;-2.0;-2.0;70
4470;011180 Other cereal products;2018 May;91.07;91.07;-3.2;-3.2;-4.2;-4.2;70
4471;011180 Other cereal products;2018 June;94.3;94.3;3.5;3.5;-2.6;-2.6;70
4472;011180 Other cereal products;2018 July;96.57;96.57;2.4;2.4;-1.4;-1.4;70
4473;011180 Other cereal products;2018 August;96.69;96.69;0.1;0.1;0.3;0.3;70
4474;011180 Other cereal products;2018 September;95.37;95.37;-1.4;-1.4;1.6;1.6;70
4475;011180 Other cereal products;2018 October;89.62;89.62;-6.0;-6.0;-3.2;-3.2;70
4476;011180 Other cereal products;2018 November;94.69;94.69;5.7;5.7;0.2;0.2;70
4477;011180 Other cereal products;2018 December;92.57;92.57;-2.2;-2.2;-4.1;-4.1;70
4478;011180 Other cereal products;2018;93.96;93.96;;;-2.0;-2.0;70
4479;011180 Other cereal products;2019 January;97.45;94.77;5.3;2.4;3.5;0.7;94
4480;011180 Other cereal products;2019 February;92.58;90.03;-5.0;-5.0;-0.7;-3.5;94
4481;011180 Other cereal products;2019 March;97.43;94.75;5.2;5.2;2.5;-0.4;94
4482;011180 Other cereal products;2019 April;97.08;94.41;-0.4;-0.4;3.1;0.3;94
4483;011180 Other cereal products;2019 May;97.17;94.5;0.1;0.1;6.7;3.8;94
4484;011180 Other cereal products;2019 June;97.71;95.02;0.6;0.6;3.6;0.8;94
4485;011180 Other cereal products;2019 July;98.62;95.91;0.9;0.9;2.1;-0.7;94
4486;011180 Other cereal products;2019 August;98.12;95.42;-0.5;-0.5;1.5;-1.3;94
4487;011180 Other cereal products;2019 September;96.94;94.27;-1.2;-1.2;1.6;-1.2;94
4488;011180 Other cereal products;2019 October;96.0;93.36;-1.0;-1.0;7.1;4.2;94
4489;011180 Other cereal products;2019 November;92.09;89.56;-4.1;-4.1;-2.7;-5.4;94
4490;011180 Other cereal products;2019 December;93.88;91.29;1.9;1.9;1.4;-1.4;94
4491;011180 Other cereal products;2019;96.26;93.61;;;2.4;-0.4;94
4492;011180 Other cereal products;2020 January;95.98;93.34;2.2;2.2;-1.5;-1.5;85
4493;011180 Other cereal products;2020 February;94.72;92.12;-1.3;-1.3;2.3;2.3;85
4494;011180 Other cereal products;2020 March;98.63;95.91;4.1;4.1;1.2;1.2;85
4495;011180 Other cereal products;2020 April;99.82;97.07;1.2;1.2;2.8;2.8;85
4496;011180 Other cereal products;2020 May;99.34;96.61;-0.5;-0.5;2.2;2.2;85
4497;011180 Other cereal products;2020 June;98.93;96.2;-0.4;-0.4;1.2;1.2;85
4498;011180 Other cereal products;2020 July;99.75;97.0;0.8;0.8;1.1;1.1;85
4499;011180 Other cereal products;2020 August;99.66;96.92;-0.1;-0.1;1.6;1.6;85
4500;011180 Other cereal products;2020 September;96.4;93.75;-3.3;-3.3;-0.6;-0.6;85
4501;011180 Other cereal products;2020 October;94.44;91.84;-2.0;-2.0;-1.6;-1.6;85
4502;011180 Other cereal products;2020 November;101.73;98.93;7.7;7.7;10.5;10.5;85
4503;011180 Other cereal products;2020 December;97.04;94.37;-4.6;-4.6;3.4;3.4;85
4504;011180 Other cereal products;2020;98.04;95.34;;;1.8;1.8;85
4505;011180 Other cereal products;2021 January;98.96;96.23;2.0;2.0;3.1;3.1;99
4506;011180 Other cereal products;2021 February;98.94;96.22;0.0;0.0;4.5;4.5;99
4507;011180 Other cereal products;2021 March;97.36;94.68;-1.6;-1.6;-1.3;-1.3;99
4508;011180 Other cereal products;2021 April;98.14;95.43;0.8;0.8;-1.7;-1.7;99
4509;011180 Other cereal products;2021 May;92.32;89.78;-5.9;-5.9;-7.1;-7.1;99
4510;011180 Other cereal products;2021 June;97.11;94.44;5.2;5.2;-1.8;-1.8;99
4511;011180 Other cereal products;2021 July;98.22;95.52;1.1;1.1;-1.5;-1.5;99
4512;011180 Other cereal products;2021 August;97.11;94.44;-1.1;-1.1;-2.6;-2.6;99
4513;011180 Other cereal products;2021 September;95.36;92.74;-1.8;-1.8;-1.1;-1.1;99
4514;011180 Other cereal products;2021 October;88.79;86.35;-6.9;-6.9;-6.0;-6.0;99
4515;011180 Other cereal products;2021 November;93.5;90.93;5.3;5.3;-8.1;-8.1;99
4516;011180 Other cereal products;2021 December;95.49;92.86;2.1;2.1;-1.6;-1.6;99
4517;011180 Other cereal products;2021;95.94;93.3;;;-2.1;-2.1;99
4518;011180 Other cereal products;2022 January;94.93;92.32;-0.6;-0.6;-4.1;-4.1;90
4519;011180 Other cereal products;2022 February;96.76;94.09;1.9;1.9;-2.2;-2.2;90
4520;011180 Other cereal products;2022 March;96.87;94.2;0.1;0.1;-0.5;-0.5;90
4521;011180 Other cereal products;2022 April;97.15;94.48;0.3;0.3;-1.0;-1.0;90
4522;011180 Other cereal products;2022 May;96.41;93.75;-0.8;-0.8;4.4;4.4;90
4523;011180 Other cereal products;2022 June;104.05;101.19;7.9;7.9;7.1;7.1;90
4524;011180 Other cereal products;2022 July;103.08;100.25;-0.9;-0.9;4.9;5.0;90
4525;011180 Other cereal products;2022 August;105.91;103.0;2.7;2.7;9.1;9.1;90
4526;011180 Other cereal products;2022 September;101.58;98.78;-4.1;-4.1;6.5;6.5;90
4527;011180 Other cereal products;2022 October;99.99;97.24;-1.6;-1.6;12.6;12.6;90
4528;011180 Other cereal products;2022 November;104.83;101.94;4.8;4.8;12.1;12.1;90
4529;011180 Other cereal products;2022 December;105.51;102.61;0.6;0.7;10.5;10.5;90
4530;011180 Other cereal products;2022;100.59;97.82;;;4.8;4.8;90
4531;011180 Other cereal products;2023 January;106.17;103.24;0.6;0.6;11.8;11.8;72
4532;011180 Other cereal products;2023 February;108.43;105.44;2.1;2.1;12.1;12.1;72
4533;011180 Other cereal products;2023 March;106.92;103.98;-1.4;-1.4;10.4;10.4;72
4534;011180 Other cereal products;2023 April;111.66;108.59;4.4;4.4;14.9;14.9;72
4535;011180 Other cereal products;2023 May;112.14;109.06;0.4;0.4;16.3;16.3;72
4536;011180 Other cereal products;2023 June;112.42;109.33;0.2;0.2;8.0;8.0;72
4537;011180 Other cereal products;2023 July;113.51;110.39;1.0;1.0;10.1;10.1;72
4538;011180 Other cereal products;2023 August;113.12;110.01;-0.3;-0.3;6.8;6.8;72
4539;011180 Other cereal products;2023 September;110.59;107.55;-2.2;-2.2;8.9;8.9;72
4540;011180 Other cereal products;2023 October;110.37;107.33;-0.2;-0.2;10.4;10.4;72
4541;011180 Other cereal products;2023 November;112.9;109.79;2.3;2.3;7.7;7.7;72
4542;011180 Other cereal products;2023 December;113.08;109.97;0.2;0.2;7.2;7.2;72
4543;011180 Other cereal products;2023;110.94;107.89;;;10.3;10.3;72
4544;011180 Other cereal products;2024 January;112.37;109.27;-0.6;-0.6;5.8;5.8;82
4545;011180 Other cereal products;2024 February;110.39;107.35;-1.8;-1.8;1.8;1.8;82
4546;011180 Other cereal products;2024 March;111.97;108.89;1.4;1.4;4.7;4.7;82
4547;011180 Other cereal products;2024 April;114.75;111.59;2.5;2.5;2.8;2.8;82
4548;011180 Other cereal products;2024 May;116.21;113.01;1.3;1.3;3.6;3.6;82
4549;011180 Other cereal products;2024 June;116.13;112.94;-0.1;-0.1;3.3;3.3;82
4550;011180 Other cereal products;2024 July;111.92;108.84;-3.6;-3.6;-1.4;-1.4;82
4551;011180 Other cereal products;2024 August;115.9;112.71;3.6;3.6;2.5;2.5;82
4552;011180 Other cereal products;2024 September;114.34;111.2;-1.3;-1.3;3.4;3.4;82
4553;011180 Other cereal products;2024 October;112.79;109.69;-1.4;-1.4;2.2;2.2;82
4554;011180 Other cereal products;2024 November;115.94;112.75;2.8;2.8;2.7;2.7;82
4555;011180 Other cereal products;2024 December;116.6;113.39;0.6;0.6;3.1;3.1;82
4556;011180 Other cereal products;2024;114.11;110.97;;;2.9;2.9;82
4557;011180 Other cereal products;2025 January;116.9;113.69;0.3;0.3;4.0;4.0;69
4558;011180 Other cereal products;2025 February;118.32;115.06;1.2;1.2;7.2;7.2;69
4559;011180 Other cereal products;2025 March;118.92;115.65;0.5;0.5;6.2;6.2;69
4560;011200 Meat;1996 January;75.32;;;;;;3603
4561;011200 Meat;1996 February;75.25;;-0.1;;;;3603
4562;011200 Meat;1996 March;75.78;;0.7;;;;3603
4563;011200 Meat;1996 April;75.63;;-0.2;;;;3603
4564;011200 Meat;1996 May;75.86;;0.3;;;;3603
4565;011200 Meat;1996 June;76.24;;0.5;;;;3603
4566;011200 Meat;1996 July;76.31;;0.1;;;;3603
4567;011200 Meat;1996 August;76.24;;-0.1;;;;3603
4568;011200 Meat;1996 September;76.08;;-0.2;;;;3603
4569;011200 Meat;1996 October;76.31;;0.3;;;;3603
4570;011200 Meat;1996 November;76.08;;-0.3;;;;3603
4571;011200 Meat;1996 December;76.08;;0.0;;;;3603
4572;011200 Meat;1996;75.93;;;;;;3603
4573;011200 Meat;1997 January;76.16;;0.1;;1.1;;3595
4574;011200 Meat;1997 February;75.63;;-0.7;;0.5;;3595
4575;011200 Meat;1997 March;75.48;;-0.2;;-0.4;;3595
4576;011200 Meat;1997 April;76.08;;0.8;;0.6;;3595
4577;011200 Meat;1997 May;78.36;;3.0;;3.3;;3595
4578;011200 Meat;1997 June;78.66;;0.4;;3.2;;3595
4579;011200 Meat;1997 July;78.44;;-0.3;;2.8;;3595
4580;011200 Meat;1997 August;78.51;;0.1;;3.0;;3595
4581;011200 Meat;1997 September;78.13;;-0.5;;2.7;;3595
4582;011200 Meat;1997 October;78.06;;-0.1;;2.3;;3595
4583;011200 Meat;1997 November;78.97;;1.2;;3.8;;3595
4584;011200 Meat;1997 December;79.04;;0.1;;3.9;;3595
4585;011200 Meat;1997;77.63;;;;2.2;;3595
4586;011200 Meat;1998 January;78.51;;-0.7;;3.1;;3654
4587;011200 Meat;1998 February;78.89;;0.5;;4.3;;3654
4588;011200 Meat;1998 March;79.12;;0.3;;4.8;;3654
4589;011200 Meat;1998 April;79.35;;0.3;;4.3;;3654
4590;011200 Meat;1998 May;79.04;;-0.4;;0.9;;3654
4591;011200 Meat;1998 June;78.89;;-0.2;;0.3;;3654
4592;011200 Meat;1998 July;79.27;;0.5;;1.1;;3654
4593;011200 Meat;1998 August;79.04;;-0.3;;0.7;;3654
4594;011200 Meat;1998 September;78.97;;-0.1;;1.1;;3654
4595;011200 Meat;1998 October;78.82;;-0.2;;1.0;;3654
4596;011200 Meat;1998 November;78.36;;-0.6;;-0.8;;3654
4597;011200 Meat;1998 December;78.44;;0.1;;-0.8;;3654
4598;011200 Meat;1998;78.89;;;;1.6;;3654
4599;011200 Meat;1999 January;78.59;;0.2;;0.1;;3573
4600;011200 Meat;1999 February;78.51;;-0.1;;-0.5;;3573
4601;011200 Meat;1999 March;78.59;;0.1;;-0.7;;3573
4602;011200 Meat;1999 April;78.36;;-0.3;;-1.2;;3573
4603;011200 Meat;1999 May;78.51;;0.2;;-0.7;;3573
4604;011200 Meat;1999 June;78.74;;0.3;;-0.2;;3573
4605;011200 Meat;1999 July;78.97;;0.3;;-0.4;;3573
4606;011200 Meat;1999 August;79.27;;0.4;;0.3;;3573
4607;011200 Meat;1999 September;78.89;;-0.5;;-0.1;;3573
4608;011200 Meat;1999 October;79.35;;0.6;;0.7;;3573
4609;011200 Meat;1999 November;79.5;;0.2;;1.5;;3573
4610;011200 Meat;1999 December;79.58;;0.1;;1.5;;3573
4611;011200 Meat;1999;78.91;;;;0.0;;3573
4612;011200 Meat;2000 January;79.42;;-0.2;;1.1;;3403
4613;011200 Meat;2000 February;78.89;;-0.7;;0.5;;3403
4614;011200 Meat;2000 March;78.82;;-0.1;;0.3;;3403
4615;011200 Meat;2000 April;78.59;;-0.3;;0.3;;3403
4616;011200 Meat;2000 May;79.04;;0.6;;0.7;;3403
4617;011200 Meat;2000 June;79.27;;0.3;;0.7;;3403
4618;011200 Meat;2000 July;79.42;;0.2;;0.6;;3403
4619;011200 Meat;2000 August;79.73;;0.4;;0.6;;3403
4620;011200 Meat;2000 September;80.34;;0.8;;1.8;;3403
4621;011200 Meat;2000 October;80.87;;0.7;;1.9;;3403
4622;011200 Meat;2000 November;81.85;;1.2;;3.0;;3403
4623;011200 Meat;2000 December;82.31;;0.6;;3.4;;3403
4624;011200 Meat;2000;79.88;;;;1.2;;3403
4625;011200 Meat;2001 January;83.24;;1.1;;4.8;;3323
4626;011200 Meat;2001 February;83.81;;0.7;;6.2;;3323
4627;011200 Meat;2001 March;85.77;;2.3;;8.8;;3323
4628;011200 Meat;2001 April;88.77;;3.5;;13.0;;3323
4629;011200 Meat;2001 May;89.04;;0.3;;12.7;;3323
4630;011200 Meat;2001 June;89.02;;0.0;;12.3;;3323
4631;011200 Meat;2001 July;88.77;;-0.3;;11.8;;3323
4632;011200 Meat;2001 August;88.69;;-0.1;;11.2;;3323
4633;011200 Meat;2001 September;88.91;;0.2;;10.7;;3323
4634;011200 Meat;2001 October;88.62;;-0.3;;9.6;;3323
4635;011200 Meat;2001 November;88.49;;-0.1;;8.1;;3323
4636;011200 Meat;2001 December;88.28;;-0.2;;7.3;;3323
4637;011200 Meat;2001;87.62;;;;9.7;;3323
4638;011200 Meat;2002 January;88.49;88.47;0.2;;6.3;;3389
4639;011200 Meat;2002 February;88.75;88.73;0.3;0.3;5.9;;3389
4640;011200 Meat;2002 March;88.38;88.36;-0.4;-0.4;3.0;;3389
4641;011200 Meat;2002 April;88.75;88.73;0.4;0.4;0.0;;3389
4642;011200 Meat;2002 May;88.91;88.89;0.2;0.2;-0.1;;3389
4643;011200 Meat;2002 June;88.67;88.65;-0.3;-0.3;-0.4;;3389
