ID;EnergySourcesTechniques;EnergyApplication;Periods;AvoidedEnergy_1;AvoidedEnergyRelative_2;AvoidedEmission_3;AvoidedEmissionRelative_4
4216;Biogas, co-digestion of manure;Total energy applications;1990;;;;
4217;Biogas, co-digestion of manure;Total energy applications;1991;;;;
4218;Biogas, co-digestion of manure;Total energy applications;1992;;;;
4219;Biogas, co-digestion of manure;Total energy applications;1993;;;;
4220;Biogas, co-digestion of manure;Total energy applications;1994;;;;
4221;Biogas, co-digestion of manure;Total energy applications;1995;;;;
4222;Biogas, co-digestion of manure;Total energy applications;1996;;;;
4223;Biogas, co-digestion of manure;Total energy applications;1997;;;;
4224;Biogas, co-digestion of manure;Total energy applications;1998;;;;
4225;Biogas, co-digestion of manure;Total energy applications;1999;;;;
4226;Biogas, co-digestion of manure;Total energy applications;2000;;;;
4227;Biogas, co-digestion of manure;Total energy applications;2001;;;;
4228;Biogas, co-digestion of manure;Total energy applications;2002;;;;
4229;Biogas, co-digestion of manure;Total energy applications;2003;;;;
4230;Biogas, co-digestion of manure;Total energy applications;2004;;;;
4231;Biogas, co-digestion of manure;Total energy applications;2005;80.0;0.0;5.0;0.0
4232;Biogas, co-digestion of manure;Total energy applications;2006;484.0;0.01;34.0;0.02
4233;Biogas, co-digestion of manure;Total energy applications;2007;1525.0;0.05;105.0;0.06
4234;Biogas, co-digestion of manure;Total energy applications;2008;3135.0;0.1;215.0;0.12
4235;Biogas, co-digestion of manure;Total energy applications;2009;4508.0;0.14;305.0;0.18
4236;Biogas, co-digestion of manure;Total energy applications;2010;4990.0;0.14;331.0;0.18
4237;Biogas, co-digestion of manure;Total energy applications;2011;4775.0;0.15;316.0;0.19
4238;Biogas, co-digestion of manure;Total energy applications;2012;5154.0;0.16;355.0;0.21
4239;Biogas, co-digestion of manure;Total energy applications;2013;5059.0;0.16;356.0;0.21
4240;Biogas, co-digestion of manure;Total energy applications;2014;5385.0;0.18;375.0;0.24
4241;Biogas, co-digestion of manure;Total energy applications;2015;5910.0;0.19;428.0;0.26
4242;Biogas, co-digestion of manure;Total energy applications;2016;5642.0;0.18;392.0;0.23
4243;Biogas, co-digestion of manure;Total energy applications;2017;5338.0;0.17;364.0;0.22
4244;Biogas, co-digestion of manure;Total energy applications;2018;5604.0;0.18;371.0;0.23
4245;Biogas, co-digestion of manure;Total energy applications;2019;5995.0;0.2;371.0;0.24
4246;Biogas, co-digestion of manure;Total energy applications;2020;7070.0;0.24;412.0;0.3
4247;Biogas, co-digestion of manure;Total energy applications;2021;5832.0;0.19;361.0;0.25
4248;Biogas, co-digestion of manure;Total energy applications;2022;3971.0;0.13;248.0;0.18
4249;Biogas, co-digestion of manure;Total energy applications;2023;4749.0;0.16;286.0;0.22
4250;Biogas, co-digestion of manure;Electricity;1990;;;;
4251;Biogas, co-digestion of manure;Electricity;1991;;;;
4252;Biogas, co-digestion of manure;Electricity;1992;;;;
4253;Biogas, co-digestion of manure;Electricity;1993;;;;
4254;Biogas, co-digestion of manure;Electricity;1994;;;;
4255;Biogas, co-digestion of manure;Electricity;1995;;;;
4256;Biogas, co-digestion of manure;Electricity;1996;;;;
4257;Biogas, co-digestion of manure;Electricity;1997;;;;
4258;Biogas, co-digestion of manure;Electricity;1998;;;;
4259;Biogas, co-digestion of manure;Electricity;1999;;;;
4260;Biogas, co-digestion of manure;Electricity;2000;;;;
4261;Biogas, co-digestion of manure;Electricity;2001;;;;
4262;Biogas, co-digestion of manure;Electricity;2002;;;;
4263;Biogas, co-digestion of manure;Electricity;2003;;;;
4264;Biogas, co-digestion of manure;Electricity;2004;;;;
4265;Biogas, co-digestion of manure;Electricity;2005;74.0;0.0;5.0;0.0
4266;Biogas, co-digestion of manure;Electricity;2006;479.0;0.01;34.0;0.02
4267;Biogas, co-digestion of manure;Electricity;2007;1503.0;0.05;104.0;0.06
4268;Biogas, co-digestion of manure;Electricity;2008;3017.0;0.09;208.0;0.12
4269;Biogas, co-digestion of manure;Electricity;2009;4222.0;0.13;288.0;0.17
4270;Biogas, co-digestion of manure;Electricity;2010;4487.0;0.13;302.0;0.17
4271;Biogas, co-digestion of manure;Electricity;2011;4278.0;0.13;288.0;0.17
4272;Biogas, co-digestion of manure;Electricity;2012;4338.0;0.13;308.0;0.19
4273;Biogas, co-digestion of manure;Electricity;2013;4092.0;0.13;301.0;0.18
4274;Biogas, co-digestion of manure;Electricity;2014;4177.0;0.14;307.0;0.19
4275;Biogas, co-digestion of manure;Electricity;2015;4413.0;0.14;344.0;0.21
4276;Biogas, co-digestion of manure;Electricity;2016;4045.0;0.13;302.0;0.18
4277;Biogas, co-digestion of manure;Electricity;2017;3768.0;0.12;275.0;0.17
4278;Biogas, co-digestion of manure;Electricity;2018;3704.0;0.12;262.0;0.16
4279;Biogas, co-digestion of manure;Electricity;2019;3625.0;0.12;232.0;0.15
4280;Biogas, co-digestion of manure;Electricity;2020;3577.0;0.12;203.0;0.15
4281;Biogas, co-digestion of manure;Electricity;2021;2397.0;0.08;151.0;0.1
4282;Biogas, co-digestion of manure;Electricity;2022;1170.0;0.04;74.0;0.05
4283;Biogas, co-digestion of manure;Electricity;2023;1361.0;0.05;79.0;0.06
4284;Biogas, co-digestion of manure;Heat;1990;;;;
4285;Biogas, co-digestion of manure;Heat;1991;;;;
4286;Biogas, co-digestion of manure;Heat;1992;;;;
4287;Biogas, co-digestion of manure;Heat;1993;;;;
4288;Biogas, co-digestion of manure;Heat;1994;;;;
4289;Biogas, co-digestion of manure;Heat;1995;;;;
4290;Biogas, co-digestion of manure;Heat;1996;;;;
4291;Biogas, co-digestion of manure;Heat;1997;;;;
4292;Biogas, co-digestion of manure;Heat;1998;;;;
4293;Biogas, co-digestion of manure;Heat;1999;;;;
4294;Biogas, co-digestion of manure;Heat;2000;;;;
4295;Biogas, co-digestion of manure;Heat;2001;;;;
4296;Biogas, co-digestion of manure;Heat;2002;;;;
4297;Biogas, co-digestion of manure;Heat;2003;;;;
4298;Biogas, co-digestion of manure;Heat;2004;;;;
4299;Biogas, co-digestion of manure;Heat;2005;6.0;0.0;0.0;0.0
4300;Biogas, co-digestion of manure;Heat;2006;4.0;0.0;0.0;0.0
4301;Biogas, co-digestion of manure;Heat;2007;22.0;0.0;1.0;0.0
4302;Biogas, co-digestion of manure;Heat;2008;118.0;0.0;7.0;0.0
4303;Biogas, co-digestion of manure;Heat;2009;286.0;0.01;16.0;0.01
4304;Biogas, co-digestion of manure;Heat;2010;503.0;0.01;28.0;0.02
4305;Biogas, co-digestion of manure;Heat;2011;497.0;0.02;28.0;0.02
4306;Biogas, co-digestion of manure;Heat;2012;816.0;0.03;46.0;0.03
4307;Biogas, co-digestion of manure;Heat;2013;967.0;0.03;55.0;0.03
4308;Biogas, co-digestion of manure;Heat;2014;1208.0;0.04;68.0;0.04
4309;Biogas, co-digestion of manure;Heat;2015;1497.0;0.05;85.0;0.05
4310;Biogas, co-digestion of manure;Heat;2016;1597.0;0.05;90.0;0.05
4311;Biogas, co-digestion of manure;Heat;2017;1570.0;0.05;89.0;0.05
4312;Biogas, co-digestion of manure;Heat;2018;1838.0;0.06;104.0;0.06
4313;Biogas, co-digestion of manure;Heat;2019;2075.0;0.07;117.0;0.08
4314;Biogas, co-digestion of manure;Heat;2020;2830.0;0.1;160.0;0.12
4315;Biogas, co-digestion of manure;Heat;2021;2542.0;0.08;143.0;0.1
4316;Biogas, co-digestion of manure;Heat;2022;1917.0;0.06;108.0;0.08
4317;Biogas, co-digestion of manure;Heat;2023;2484.0;0.09;140.0;0.11
4318;Biogas, co-digestion of manure;Transport;1990;;;;
4319;Biogas, co-digestion of manure;Transport;1991;;;;
4320;Biogas, co-digestion of manure;Transport;1992;;;;
4321;Biogas, co-digestion of manure;Transport;1993;;;;
4322;Biogas, co-digestion of manure;Transport;1994;;;;
4323;Biogas, co-digestion of manure;Transport;1995;;;;
4324;Biogas, co-digestion of manure;Transport;1996;;;;
4325;Biogas, co-digestion of manure;Transport;1997;;;;
4326;Biogas, co-digestion of manure;Transport;1998;;;;
4327;Biogas, co-digestion of manure;Transport;1999;;;;
4328;Biogas, co-digestion of manure;Transport;2000;;;;
4329;Biogas, co-digestion of manure;Transport;2001;;;;
4330;Biogas, co-digestion of manure;Transport;2002;;;;
4331;Biogas, co-digestion of manure;Transport;2003;;;;
4332;Biogas, co-digestion of manure;Transport;2004;;;;
4333;Biogas, co-digestion of manure;Transport;2005;;;;
4334;Biogas, co-digestion of manure;Transport;2006;;;;
4335;Biogas, co-digestion of manure;Transport;2007;;;;
4336;Biogas, co-digestion of manure;Transport;2008;;;;
4337;Biogas, co-digestion of manure;Transport;2009;;;;
4338;Biogas, co-digestion of manure;Transport;2010;;;;
4339;Biogas, co-digestion of manure;Transport;2011;;;;
4340;Biogas, co-digestion of manure;Transport;2012;;;;
4341;Biogas, co-digestion of manure;Transport;2013;;;;
4342;Biogas, co-digestion of manure;Transport;2014;;;;
4343;Biogas, co-digestion of manure;Transport;2015;;;;
4344;Biogas, co-digestion of manure;Transport;2016;;;;
4345;Biogas, co-digestion of manure;Transport;2017;;;;
4346;Biogas, co-digestion of manure;Transport;2018;62.0;0.0;5.0;0.0
4347;Biogas, co-digestion of manure;Transport;2019;295.0;0.01;22.0;0.01
4348;Biogas, co-digestion of manure;Transport;2020;663.0;0.02;49.0;0.04
4349;Biogas, co-digestion of manure;Transport;2021;893.0;0.03;66.0;0.05
4350;Biogas, co-digestion of manure;Transport;2022;884.0;0.03;66.0;0.05
4351;Biogas, co-digestion of manure;Transport;2023;904.0;0.03;67.0;0.05
4352;Other biogas;Total energy applications;1990;432.0;0.02;25.0;0.02
4353;Other biogas;Total energy applications;1991;512.0;0.02;29.0;0.02
4354;Other biogas;Total energy applications;1992;569.0;0.02;33.0;0.02
4355;Other biogas;Total energy applications;1993;593.0;0.02;34.0;0.02
4356;Other biogas;Total energy applications;1994;670.0;0.02;38.0;0.02
4357;Other biogas;Total energy applications;1995;756.0;0.02;43.0;0.02
4358;Other biogas;Total energy applications;1996;825.0;0.03;47.0;0.03
4359;Other biogas;Total energy applications;1997;885.0;0.03;51.0;0.03
4360;Other biogas;Total energy applications;1998;845.0;0.03;49.0;0.03
4361;Other biogas;Total energy applications;1999;891.0;0.03;52.0;0.03
4362;Other biogas;Total energy applications;2000;928.0;0.03;54.0;0.03
4363;Other biogas;Total energy applications;2001;939.0;0.03;55.0;0.03
4364;Other biogas;Total energy applications;2002;956.0;0.03;56.0;0.03
4365;Other biogas;Total energy applications;2003;1047.0;0.03;62.0;0.03
4366;Other biogas;Total energy applications;2004;1100.0;0.03;64.0;0.04
4367;Other biogas;Total energy applications;2005;1046.0;0.03;62.0;0.03
4368;Other biogas;Total energy applications;2006;1243.0;0.04;75.0;0.04
4369;Other biogas;Total energy applications;2007;1286.0;0.04;79.0;0.05
4370;Other biogas;Total energy applications;2008;1517.0;0.05;96.0;0.05
4371;Other biogas;Total energy applications;2009;1976.0;0.06;124.0;0.07
4372;Other biogas;Total energy applications;2010;2593.0;0.07;163.0;0.09
4373;Other biogas;Total energy applications;2011;2709.0;0.08;173.0;0.1
4374;Other biogas;Total energy applications;2012;3033.0;0.09;199.0;0.12
4375;Other biogas;Total energy applications;2013;3693.0;0.12;243.0;0.15
4376;Other biogas;Total energy applications;2014;4227.0;0.14;278.0;0.18
4377;Other biogas;Total energy applications;2015;4615.0;0.15;310.0;0.19
4378;Other biogas;Total energy applications;2016;4526.0;0.14;298.0;0.18
4379;Other biogas;Total energy applications;2017;4526.0;0.14;292.0;0.18
4380;Other biogas;Total energy applications;2018;4710.0;0.15;295.0;0.18
4381;Other biogas;Total energy applications;2019;5241.0;0.17;319.0;0.21
4382;Other biogas;Total energy applications;2020;5774.0;0.19;340.0;0.25
4383;Other biogas;Total energy applications;2021;4614.0;0.15;283.0;0.2
4384;Other biogas;Total energy applications;2022;3841.0;0.13;238.0;0.17
4385;Other biogas;Total energy applications;2023;3960.0;0.14;236.0;0.18
4386;Other biogas;Electricity;1990;13.0;0.0;1.0;0.0
4387;Other biogas;Electricity;1991;8.0;0.0;1.0;0.0
4388;Other biogas;Electricity;1992;15.0;0.0;1.0;0.0
4389;Other biogas;Electricity;1993;34.0;0.0;2.0;0.0
4390;Other biogas;Electricity;1994;-11.0;0.0;-1.0;0.0
4391;Other biogas;Electricity;1995;19.0;0.0;1.0;0.0
4392;Other biogas;Electricity;1996;42.0;0.0;3.0;0.0
4393;Other biogas;Electricity;1997;26.0;0.0;2.0;0.0
4394;Other biogas;Electricity;1998;41.0;0.0;3.0;0.0
4395;Other biogas;Electricity;1999;74.0;0.0;5.0;0.0
4396;Other biogas;Electricity;2000;99.0;0.0;7.0;0.0
4397;Other biogas;Electricity;2001;97.0;0.0;7.0;0.0
4398;Other biogas;Electricity;2002;142.0;0.0;10.0;0.01
4399;Other biogas;Electricity;2003;188.0;0.01;13.0;0.01
4400;Other biogas;Electricity;2004;133.0;0.0;9.0;0.01
4401;Other biogas;Electricity;2005;219.0;0.01;15.0;0.01
4402;Other biogas;Electricity;2006;307.0;0.01;21.0;0.01
4403;Other biogas;Electricity;2007;495.0;0.02;34.0;0.02
4404;Other biogas;Electricity;2008;807.0;0.02;56.0;0.03
4405;Other biogas;Electricity;2009;1053.0;0.03;72.0;0.04
4406;Other biogas;Electricity;2010;1483.0;0.04;100.0;0.05
4407;Other biogas;Electricity;2011;1625.0;0.05;110.0;0.06
4408;Other biogas;Electricity;2012;1611.0;0.05;115.0;0.07
4409;Other biogas;Electricity;2013;1698.0;0.05;125.0;0.08
4410;Other biogas;Electricity;2014;2065.0;0.07;152.0;0.1
4411;Other biogas;Electricity;2015;2183.0;0.07;170.0;0.1
4412;Other biogas;Electricity;2016;2138.0;0.07;159.0;0.1
4413;Other biogas;Electricity;2017;1914.0;0.06;140.0;0.08
4414;Other biogas;Electricity;2018;1681.0;0.05;119.0;0.07
4415;Other biogas;Electricity;2019;1873.0;0.06;120.0;0.08
4416;Other biogas;Electricity;2020;1896.0;0.06;107.0;0.08
4417;Other biogas;Electricity;2021;1467.0;0.05;93.0;0.06
4418;Other biogas;Electricity;2022;1258.0;0.04;80.0;0.06
4419;Other biogas;Electricity;2023;1353.0;0.05;79.0;0.06
4420;Other biogas;Heat;1990;419.0;0.01;24.0;0.01
4421;Other biogas;Heat;1991;504.0;0.02;29.0;0.02
4422;Other biogas;Heat;1992;554.0;0.02;31.0;0.02
4423;Other biogas;Heat;1993;560.0;0.02;32.0;0.02
4424;Other biogas;Heat;1994;681.0;0.02;39.0;0.02
4425;Other biogas;Heat;1995;737.0;0.02;42.0;0.02
4426;Other biogas;Heat;1996;783.0;0.02;44.0;0.02
4427;Other biogas;Heat;1997;859.0;0.03;49.0;0.03
4428;Other biogas;Heat;1998;804.0;0.03;46.0;0.03
4429;Other biogas;Heat;1999;817.0;0.03;46.0;0.03
4430;Other biogas;Heat;2000;829.0;0.03;47.0;0.03
4431;Other biogas;Heat;2001;842.0;0.03;48.0;0.03
4432;Other biogas;Heat;2002;814.0;0.03;46.0;0.03
4433;Other biogas;Heat;2003;860.0;0.03;49.0;0.03
4434;Other biogas;Heat;2004;967.0;0.03;55.0;0.03
4435;Other biogas;Heat;2005;827.0;0.02;47.0;0.03
4436;Other biogas;Heat;2006;936.0;0.03;53.0;0.03
4437;Other biogas;Heat;2007;791.0;0.02;45.0;0.03
4438;Other biogas;Heat;2008;710.0;0.02;40.0;0.02
4439;Other biogas;Heat;2009;923.0;0.03;52.0;0.03
4440;Other biogas;Heat;2010;1110.0;0.03;63.0;0.03
4441;Other biogas;Heat;2011;937.0;0.03;53.0;0.03
4442;Other biogas;Heat;2012;1170.0;0.04;66.0;0.04
4443;Other biogas;Heat;2013;1720.0;0.05;97.0;0.06
4444;Other biogas;Heat;2014;1907.0;0.06;108.0;0.07
4445;Other biogas;Heat;2015;2262.0;0.07;128.0;0.08
4446;Other biogas;Heat;2016;2209.0;0.07;125.0;0.07
4447;Other biogas;Heat;2017;2381.0;0.08;135.0;0.08
4448;Other biogas;Heat;2018;2782.0;0.09;157.0;0.1
4449;Other biogas;Heat;2019;2881.0;0.09;163.0;0.11
4450;Other biogas;Heat;2020;3109.0;0.1;175.0;0.13
4451;Other biogas;Heat;2021;2433.0;0.08;137.0;0.1
4452;Other biogas;Heat;2022;1888.0;0.06;107.0;0.08
4453;Other biogas;Heat;2023;2044.0;0.07;115.0;0.09
4454;Other biogas;Transport;1990;0.0;0.0;0.0;0.0
4455;Other biogas;Transport;1991;0.0;0.0;0.0;0.0
4456;Other biogas;Transport;1992;0.0;0.0;0.0;0.0
4457;Other biogas;Transport;1993;0.0;0.0;0.0;0.0
4458;Other biogas;Transport;1994;0.0;0.0;0.0;0.0
4459;Other biogas;Transport;1995;0.0;0.0;0.0;0.0
4460;Other biogas;Transport;1996;0.0;0.0;0.0;0.0
4461;Other biogas;Transport;1997;0.0;0.0;0.0;0.0
4462;Other biogas;Transport;1998;0.0;0.0;0.0;0.0
4463;Other biogas;Transport;1999;0.0;0.0;0.0;0.0
4464;Other biogas;Transport;2000;0.0;0.0;0.0;0.0
4465;Other biogas;Transport;2001;0.0;0.0;0.0;0.0
4466;Other biogas;Transport;2002;0.0;0.0;0.0;0.0
4467;Other biogas;Transport;2003;0.0;0.0;0.0;0.0
4468;Other biogas;Transport;2004;0.0;0.0;0.0;0.0
4469;Other biogas;Transport;2005;0.0;0.0;0.0;0.0
4470;Other biogas;Transport;2006;0.0;0.0;0.0;0.0
4471;Other biogas;Transport;2007;0.0;0.0;0.0;0.0
4472;Other biogas;Transport;2008;0.0;0.0;0.0;0.0
4473;Other biogas;Transport;2009;0.0;0.0;0.0;0.0
4474;Other biogas;Transport;2010;0.0;0.0;0.0;0.0
4475;Other biogas;Transport;2011;148.0;0.0;11.0;0.01
4476;Other biogas;Transport;2012;252.0;0.01;19.0;0.01
4477;Other biogas;Transport;2013;275.0;0.01;20.0;0.01
4478;Other biogas;Transport;2014;255.0;0.01;19.0;0.01
4479;Other biogas;Transport;2015;170.0;0.01;13.0;0.01
4480;Other biogas;Transport;2016;178.0;0.01;13.0;0.01
4481;Other biogas;Transport;2017;230.0;0.01;17.0;0.01
4482;Other biogas;Transport;2018;246.0;0.01;18.0;0.01
4483;Other biogas;Transport;2019;488.0;0.02;36.0;0.02
4484;Other biogas;Transport;2020;769.0;0.03;57.0;0.04
4485;Other biogas;Transport;2021;714.0;0.02;53.0;0.04
4486;Other biogas;Transport;2022;695.0;0.02;52.0;0.04
4487;Other biogas;Transport;2023;563.0;0.02;42.0;0.03
4488;Liquid biofuels for transport, total;Total energy applications;1990;;;;
4489;Liquid biofuels for transport, total;Total energy applications;1991;;;;
4490;Liquid biofuels for transport, total;Total energy applications;1992;;;;
4491;Liquid biofuels for transport, total;Total energy applications;1993;;;;
4492;Liquid biofuels for transport, total;Total energy applications;1994;;;;
4493;Liquid biofuels for transport, total;Total energy applications;1995;;;;
4494;Liquid biofuels for transport, total;Total energy applications;1996;;;;
4495;Liquid biofuels for transport, total;Total energy applications;1997;;;;
4496;Liquid biofuels for transport, total;Total energy applications;1998;;;;
4497;Liquid biofuels for transport, total;Total energy applications;1999;;;;
4498;Liquid biofuels for transport, total;Total energy applications;2000;;;;
4499;Liquid biofuels for transport, total;Total energy applications;2001;;;;
4500;Liquid biofuels for transport, total;Total energy applications;2002;;;;
4501;Liquid biofuels for transport, total;Total energy applications;2003;134.0;0.0;;
4502;Liquid biofuels for transport, total;Total energy applications;2004;134.0;0.0;;
4503;Liquid biofuels for transport, total;Total energy applications;2005;101.0;0.0;;
4504;Liquid biofuels for transport, total;Total energy applications;2006;1766.0;0.05;;
4505;Liquid biofuels for transport, total;Total energy applications;2007;13031.0;0.4;;
4506;Liquid biofuels for transport, total;Total energy applications;2008;12048.0;0.37;;
4507;Liquid biofuels for transport, total;Total energy applications;2009;15606.0;0.48;730.0;0.43
4508;Liquid biofuels for transport, total;Total energy applications;2010;9577.0;0.28;518.0;0.28
4509;Liquid biofuels for transport, total;Total energy applications;2011;13438.0;0.42;786.0;0.46
4510;Liquid biofuels for transport, total;Total energy applications;2012;13353.0;0.41;839.0;0.5
4511;Liquid biofuels for transport, total;Total energy applications;2013;12924.0;0.41;850.0;0.51
4512;Liquid biofuels for transport, total;Total energy applications;2014;15102.0;0.5;997.0;0.63
