ID;BedrijfstakkenBranchesSBI93;Perioden;Totaal_1;GrondEnTerreinen_2;Bedrijfsruimten_3;GrondWaterEnWegenbouwkundigeWerken_4;Vervoermiddelen_5;ComputersEnRandapparatuur_6;MachinesEnInstallaties_7;OverigeMaterieleVasteActiva_8;NieuweVasteActiva_9;TweedehandseVasteActiva_10;FinancialLease_11;InvesteringenViaOperationalLeaseHuur_12;OpbrengstenVerkoopVasteActiva_13
2038;6330 Reis-/informatiebureaus v. toerisme;2004;45.8;0.2;5.9;0.0;8.9;18.0;1.7;11.2;44.1;1.7;6.8;20.4;2.6
2039;6330 Reis-/informatiebureaus v. toerisme;2005;36.1;0.0;4.8;0.0;8.6;13.6;2.3;6.7;35.2;0.9;0.3;6.0;10.9
2040;6330 Reis-/informatiebureaus v. toerisme;2006;47.7;0.0;11.2;0.0;4.3;13.4;2.1;16.8;46.9;0.8;0.1;35.5;6.2
2041;6330 Reis-/informatiebureaus v. toerisme;2007;49.4;0.0;5.9;0.0;2.9;21.4;3.8;15.4;49.0;0.4;0.0;6.7;3.5
2042;6330 Reis-/informatiebureaus v. toerisme;2008;51.1;0.1;2.1;0.0;2.8;26.1;2.5;17.5;50.4;0.7;;;2.7
2043;64 Post en telecommunicatie;2000;;;;;;;;;;;;;
2044;64 Post en telecommunicatie;2001;;;;;;;;;;;;;
2045;64 Post en telecommunicatie;2002;;;;;;;;;;;;;
2046;64 Post en telecommunicatie;2003;;;;;;;;;;;;;
2047;64 Post en telecommunicatie;2004;1745.1;2.8;112.3;319.6;36.8;209.7;1013.0;50.9;1731.7;13.4;35.7;57.9;40.2
2048;64 Post en telecommunicatie;2005;2109.1;4.4;119.3;434.7;13.3;185.0;1066.7;285.7;2102.0;7.0;4.9;308.4;77.3
2049;64 Post en telecommunicatie;2006;2129.7;0.4;103.0;455.4;20.3;193.0;1163.8;193.8;2127.1;2.6;8.4;207.9;48.6
2050;64 Post en telecommunicatie;2007;1632.2;0.2;118.3;295.6;19.0;289.2;807.7;102.3;1630.6;1.6;4.7;144.4;143.1
2051;64 Post en telecommunicatie;2008;2057.5;0.0;233.8;350.3;13.5;161.2;1135.2;163.4;1998.8;58.6;;;201.0
2052;641 Post- en koeriersdiensten;2000;83.1;1.2;13.9;0.1;16.7;5.9;23.9;21.3;80.4;2.7;2.6;11.8;10.8
2053;641 Post- en koeriersdiensten;2001;144.4;1.3;70.0;0.1;13.8;1.9;23.7;33.6;141.7;2.7;1.8;20.3;1.9
2054;641 Post- en koeriersdiensten;2002;130.9;1.4;65.4;0.2;23.6;1.1;12.2;27.1;127.3;3.6;2.5;22.8;7.5
2055;641 Post- en koeriersdiensten;2003;118.6;0.0;65.8;0.0;13.5;4.3;13.2;21.9;115.9;2.8;23.0;22.8;13.6
2056;641 Post- en koeriersdiensten;2004;153.1;2.2;30.7;0.1;35.3;13.1;49.1;22.6;140.4;12.8;11.3;33.1;16.4
2057;641 Post- en koeriersdiensten;2005;128.9;4.1;26.8;0.0;11.9;11.0;55.1;20.0;123.0;5.9;2.3;205.9;43.7
2058;641 Post- en koeriersdiensten;2006;95.1;0.0;14.5;1.41;8.6;14.6;38.0;8.0;94.0;1.1;6.2;186.5;14.6
2059;641 Post- en koeriersdiensten;2007;;;;;;;;;;;;;
2060;641 Post- en koeriersdiensten;2008;81.7;0.0;25.1;0.1;12.8;7.6;12.1;24.0;79.7;2.0;;;8.2
2061;6411 Nationale postdiensten;2000;;;;;;;;;;;;;
2062;6411 Nationale postdiensten;2001;;;;;;;;;;;;;
2063;6411 Nationale postdiensten;2002;;;;;;;;;;;;;
2064;6411 Nationale postdiensten;2003;;;;;;;;;;;;;
2065;6411 Nationale postdiensten;2004;;;;;;;;;;;;;
2066;6411 Nationale postdiensten;2005;;;;;;;;;;;;;
2067;6411 Nationale postdiensten;2006;;;;;;;;;;;;;
2068;6411 Nationale postdiensten;2007;;;;;;;;;;;;;
2069;6411 Nationale postdiensten;2008;;;;;;;;;;;;;
2070;642 Telecommunicatiebedrijven;2000;;;;;;;;;;;;;
2071;642 Telecommunicatiebedrijven;2001;;;;;;;;;;;;;
2072;642 Telecommunicatiebedrijven;2002;;;;;;;;;;;;;
2073;642 Telecommunicatiebedrijven;2003;;;;;;;;;;;;;
2074;642 Telecommunicatiebedrijven;2004;1592.0;0.5;81.6;319.5;1.5;196.6;964.0;28.3;1591.3;0.7;24.3;24.8;23.9
2075;642 Telecommunicatiebedrijven;2005;;;;;;;;;;;;;
2076;642 Telecommunicatiebedrijven;2006;;;;;;;;;;;;;
2077;642 Telecommunicatiebedrijven;2007;;;;;;;;;;;;;
2078;642 Telecommunicatiebedrijven;2008;1975.8;0.0;208.8;350.2;0.7;153.6;1123.1;139.3;1919.1;56.6;;;192.8
2079;6420 Telecommunicatiebedrijven;2000;;;;;;;;;;;;;
2080;6420 Telecommunicatiebedrijven;2001;;;;;;;;;;;;;
2081;6420 Telecommunicatiebedrijven;2002;;;;;;;;;;;;;
2082;6420 Telecommunicatiebedrijven;2003;;;;;;;;;;;;;
2083;6420 Telecommunicatiebedrijven;2004;1592.0;0.5;81.6;319.5;1.5;196.6;964.0;28.3;1591.3;0.7;24.3;24.8;23.9
2084;6420 Telecommunicatiebedrijven;2005;1980.1;0.3;92.5;434.7;1.3;174.0;1011.6;265.8;1979.0;1.1;2.6;102.5;33.6
2085;6420 Telecommunicatiebedrijven;2006;2034.6;0.4;88.5;454.0;1.7;178.4;1125.8;185.9;2033.1;1.5;2.2;21.5;34.0
2086;6420 Telecommunicatiebedrijven;2007;1549.7;0.0;95.3;295.2;2.7;282.3;787.7;86.4;1548.9;0.8;1.3;125.6;132.3
2087;6420 Telecommunicatiebedrijven;2008;1975.8;0.0;208.8;350.2;0.7;153.6;1123.1;139.3;1919.1;56.6;;;192.8
2088;K Verhuur en zakelijke dienstverlening;2000;;;;;;;;;;;;;
2089;K Verhuur en zakelijke dienstverlening;2001;;;;;;;;;;;;;
2090;K Verhuur en zakelijke dienstverlening;2002;;;;;;;;;;;;;
2091;K Verhuur en zakelijke dienstverlening;2003;;;;;;;;;;;;;
2092;K Verhuur en zakelijke dienstverlening;2004;10470.0;177.3;814.9;12.2;3361.9;686.0;487.7;4929.4;9811.1;659.0;100.6;1327.4;4445.4
2093;K Verhuur en zakelijke dienstverlening;2005;11429.5;196.3;705.2;14.1;3668.3;719.2;529.7;5595.8;10314.0;1115.4;201.7;1477.6;4665.9
2094;K Verhuur en zakelijke dienstverlening;2006;12733.3;247.3;690.5;64.5;3808.2;658.2;670.5;6594.3;11210.3;1522.6;187.4;1490.0;4528.2
2095;K Verhuur en zakelijke dienstverlening;2007;12285.4;206.5;1245.7;117.0;4348.7;879.0;874.4;4613.5;11520.2;765.2;333.7;1720.2;3996.3
2096;K Verhuur en zakelijke dienstverlening;2008;12611.9;353.8;2580.6;48.5;3525.3;945.1;1005.7;4153.8;11038.9;1573.1;;;3409.1
2097;70 Verhuur v./handel in onroerend goed;2000;;;;;;;;;;;;;
2098;70 Verhuur v./handel in onroerend goed;2001;;;;;;;;;;;;;
2099;70 Verhuur v./handel in onroerend goed;2002;3268.7;94.5;499.0;12.0;43.7;81.0;31.8;2506.8;2935.7;333.1;0.4;95.9;1267.1
2100;70 Verhuur v./handel in onroerend goed;2003;4585.2;106.8;487.7;3.4;33.2;64.4;45.2;3844.6;4157.9;427.3;1.0;60.0;2333.9
2101;70 Verhuur v./handel in onroerend goed;2004;5240.9;147.4;466.3;3.2;37.0;78.8;18.2;4489.9;4767.5;473.4;2.0;233.0;3095.3
2102;70 Verhuur v./handel in onroerend goed;2005;5749.0;175.0;388.1;5.2;40.7;71.9;20.7;5047.4;4779.3;969.7;0.6;60.1;3270.5
2103;70 Verhuur v./handel in onroerend goed;2006;6735.7;229.2;238.5;46.8;50.9;79.4;63.8;6027.1;5968.7;767.0;2.9;57.7;3040.8
2104;70 Verhuur v./handel in onroerend goed;2007;5058.1;181.9;697.4;98.6;59.4;88.0;46.8;3886.1;4534.8;523.3;111.0;84.1;2263.9
2105;70 Verhuur v./handel in onroerend goed;2008;6557.6;329.5;1964.6;30.7;;118.8;121.0;;5333.0;1224.7;;;1889.1
2106;702 Verhuur van onroerend goed;2000;;;;;;;;;;;;;
2107;702 Verhuur van onroerend goed;2001;;;;;;;;;;;;;
2108;702 Verhuur van onroerend goed;2002;2962.6;75.8;331.1;11.4;19.8;49.9;26.5;2448.1;2656.6;306.1;0.1;7.5;1100.6
2109;702 Verhuur van onroerend goed;2003;4166.9;84.7;190.1;3.3;15.4;47.4;33.0;3793.0;3772.5;394.4;0.1;17.8;2278.5
2110;702 Verhuur van onroerend goed;2004;4638.5;119.4;110.2;3.2;16.8;52.9;12.5;4323.5;4227.4;411.1;1.7;191.5;2635.4
2111;702 Verhuur van onroerend goed;2005;5308.1;86.7;304.5;5.0;16.9;52.9;10.7;4831.4;4443.5;864.6;0.3;18.1;2889.5
2112;702 Verhuur van onroerend goed;2006;5889.4;129.7;92.9;46.3;23.3;58.2;51.9;5487.3;5353.5;535.9;0.1;13.9;2481.0
2113;702 Verhuur van onroerend goed;2007;4468.4;161.7;554.3;98.0;27.4;64.7;34.7;3527.6;4079.8;388.6;108.1;23.1;1549.4
2114;702 Verhuur van onroerend goed;2008;5670.0;314.1;1327.9;30.3;;76.6;103.7;;4814.1;855.9;;;1665.5
2115;7020 Verhuur van onroerend goed;2000;;;;;;;;;;;;;
2116;7020 Verhuur van onroerend goed;2001;;;;;;;;;;;;;
2117;7020 Verhuur van onroerend goed;2002;2962.6;75.8;331.1;11.4;19.8;49.9;26.5;2448.1;2656.6;306.1;0.1;7.5;1100.6
2118;7020 Verhuur van onroerend goed;2003;4166.9;84.7;190.1;3.3;15.4;47.4;33.0;3793.0;3772.5;394.4;0.1;17.8;2278.5
2119;7020 Verhuur van onroerend goed;2004;4638.5;119.4;110.2;3.2;16.8;52.9;12.5;4323.5;4227.4;411.1;1.7;191.5;2635.4
2120;7020 Verhuur van onroerend goed;2005;5308.1;86.7;304.5;5.0;16.9;52.9;10.7;4831.4;4443.5;864.6;0.3;18.1;2889.5
2121;7020 Verhuur van onroerend goed;2006;5889.4;129.7;92.9;46.3;23.3;58.2;51.9;5487.3;5353.5;535.9;0.1;13.9;2481.0
2122;7020 Verhuur van onroerend goed;2007;4468.4;161.7;554.3;98.0;27.4;64.7;34.7;3527.6;4079.8;388.6;108.1;23.1;1549.4
2123;7020 Verhuur van onroerend goed;2008;5670.0;314.1;1327.9;30.3;;76.6;103.7;;4814.1;855.9;;;1665.5
2124;71 Verhuur van roerende goederen;2000;3348.0;7.6;29.6;1.2;2988.3;19.2;208.2;93.9;3305.2;42.8;6.1;168.2;487.5
2125;71 Verhuur van roerende goederen;2001;3793.3;5.1;37.6;1.5;3467.6;19.3;180.5;81.8;3755.7;37.6;25.7;113.6;602.3
2126;71 Verhuur van roerende goederen;2002;3218.8;2.4;31.3;1.8;2943.9;19.3;156.7;63.4;3141.9;76.9;8.9;78.0;1245.1
2127;71 Verhuur van roerende goederen;2003;3409.7;5.5;34.1;2.0;3093.3;20.2;149.7;104.9;3348.9;60.8;7.3;97.6;1442.8
2128;71 Verhuur van roerende goederen;2004;3469.2;7.1;24.8;2.7;3153.6;15.1;155.4;110.5;3383.5;85.7;54.4;145.6;1215.2
2129;71 Verhuur van roerende goederen;2005;3852.7;5.5;25.1;1.9;3414.8;19.7;220.7;164.9;3790.6;62.1;107.5;124.0;1246.6
2130;71 Verhuur van roerende goederen;2006;4006.4;3.9;31.2;6.5;3554.8;8.8;263.0;138.2;3346.6;659.8;136.4;145.1;1276.8
2131;71 Verhuur van roerende goederen;2007;4600.3;5.1;29.5;4.2;4022.6;16.8;319.4;202.7;4485.1;115.2;165.1;106.7;1500.2
2132;71 Verhuur van roerende goederen;2008;3316.5;4.1;58.3;5.4;2612.1;35.8;370.2;230.6;3104.9;211.6;;;1225.2
2133;711 Verhuur van personenauto's;2000;2707.0;0.1;3.8;0.6;2678.8;9.3;3.5;10.9;2694.7;12.3;0.0;35.0;421.5
2134;711 Verhuur van personenauto's;2001;3229.0;0.0;12.8;0.0;3188.5;10.1;7.3;10.3;3216.9;12.1;9.4;45.6;498.0
2135;711 Verhuur van personenauto's;2002;2700.5;0.0;9.6;0.1;2671.6;10.4;3.4;5.4;2657.6;42.9;0.0;33.2;1108.2
2136;711 Verhuur van personenauto's;2003;2753.6;0.4;8.6;0.0;2723.9;10.9;2.5;7.3;2744.5;9.1;0.4;70.3;1326.7
2137;711 Verhuur van personenauto's;2004;2742.6;0.0;6.5;0.3;2718.6;5.8;1.8;9.6;2700.3;42.3;39.6;73.0;1081.6
2138;711 Verhuur van personenauto's;2005;3091.4;1.1;3.4;0.0;3032.4;9.6;1.2;43.7;3080.7;10.7;17.1;77.7;1063.5
2139;711 Verhuur van personenauto's;2006;3056.3;1.8;4.8;0.8;3036.6;2.8;3.3;6.2;2701.5;354.9;97.3;84.7;1137.0
2140;711 Verhuur van personenauto's;2007;3614.3;0.1;6.0;0.1;3587.8;5.8;2.8;11.7;3575.2;39.1;113.8;32.2;1324.5
2141;711 Verhuur van personenauto's;2008;2350.7;1.6;2.4;0.0;2278.4;29.0;28.6;10.6;2287.6;63.1;;;991.4
2142;7110 Verhuur van personenauto's;2000;2707.0;0.1;3.8;0.6;2678.8;9.3;3.5;10.9;2694.7;12.3;0.0;35.0;421.5
2143;7110 Verhuur van personenauto's;2001;3229.0;0.0;12.8;0.0;3188.5;10.1;7.3;10.3;3216.9;12.1;9.4;45.6;498.0
2144;7110 Verhuur van personenauto's;2002;2700.5;0.0;9.6;0.1;2671.6;10.4;3.4;5.4;2657.6;42.9;0.0;33.2;1108.2
2145;7110 Verhuur van personenauto's;2003;2753.6;0.4;8.6;0.0;2723.9;10.9;2.5;7.3;2744.5;9.1;0.4;70.3;1326.7
2146;7110 Verhuur van personenauto's;2004;2742.6;0.0;6.5;0.3;2718.6;5.8;1.8;9.6;2700.3;42.3;39.6;73.0;1081.6
2147;7110 Verhuur van personenauto's;2005;3091.4;1.1;3.4;0.0;3032.4;9.6;1.2;43.7;3080.7;10.7;17.1;77.7;1063.5
2148;7110 Verhuur van personenauto's;2006;3056.3;1.8;4.8;0.8;3036.6;2.8;3.3;6.2;2701.5;354.9;97.3;84.7;1137.0
2149;7110 Verhuur van personenauto's;2007;3614.3;0.1;6.0;0.1;3587.8;5.8;2.8;11.7;3575.2;39.1;113.8;32.2;1324.5
2150;7110 Verhuur van personenauto's;2008;2350.7;1.6;2.4;0.0;2278.4;29.0;28.6;10.6;2287.6;63.1;;;991.4
2151;712 Verhuur v transp.midd ex pers auto's;2000;331.7;3.6;3.6;0.1;282.2;2.0;34.0;6.2;323.0;8.7;3.1;103.2;25.7
2152;712 Verhuur v transp.midd ex pers auto's;2001;270.6;1.3;5.2;0.5;252.2;0.7;6.7;4.1;263.2;7.4;7.4;49.6;77.6
2153;712 Verhuur v transp.midd ex pers auto's;2002;258.7;2.2;2.0;0.3;247.3;1.0;4.5;1.4;254.3;4.4;6.2;13.8;78.7
2154;712 Verhuur v transp.midd ex pers auto's;2003;351.9;2.5;0.3;0.0;338.7;1.0;6.2;3.3;316.4;35.5;4.1;9.2;61.1
2155;712 Verhuur v transp.midd ex pers auto's;2004;413.5;2.3;2.2;0.4;401.5;0.7;4.8;1.6;400.9;12.6;7.4;59.4;79.1
2156;712 Verhuur v transp.midd ex pers auto's;2005;361.2;1.7;4.3;1.0;344.9;1.2;5.6;2.5;338.0;23.1;70.9;33.0;140.9
2157;712 Verhuur v transp.midd ex pers auto's;2006;506.2;1.1;3.3;4.1;473.5;0.7;15.4;8.1;218.9;287.4;13.1;45.3;92.9
2158;712 Verhuur v transp.midd ex pers auto's;2007;432.2;0.0;4.8;0.2;393.6;0.8;14.1;18.7;378.9;53.3;16.3;44.8;109.3
2159;712 Verhuur v transp.midd ex pers auto's;2008;318.5;0.1;2.8;1.2;270.9;0.4;19.4;23.6;213.3;105.2;;;176.1
2160;7123 Verhuur van vliegtuigen;2000;;;;;;;;;;;;;
2161;7123 Verhuur van vliegtuigen;2001;;;;;;;;;;;;;
2162;7123 Verhuur van vliegtuigen;2002;;;;;;;;;;;;;
2163;7123 Verhuur van vliegtuigen;2003;;;;;;;;;;;;;
2164;7123 Verhuur van vliegtuigen;2004;;;;;;;;;;;;;
2165;7123 Verhuur van vliegtuigen;2005;;;;;;;;;;;;;
2166;7123 Verhuur van vliegtuigen;2006;;;;;;;;;;;;;
2167;7123 Verhuur van vliegtuigen;2007;;;;;;;;;;;;;
2168;7123 Verhuur van vliegtuigen;2008;;;;;;;;;;;;;
2169;713 Verhuur van machines en werktuigen;2000;147.4;1.3;6.9;0.2;11.0;4.5;111.3;12.1;135.8;11.6;1.4;19.7;21.7
2170;713 Verhuur van machines en werktuigen;2001;164.7;1.8;7.0;0.4;11.2;4.3;121.5;18.4;152.3;12.5;8.5;13.5;16.6
2171;713 Verhuur van machines en werktuigen;2002;143.7;0.2;6.6;0.3;9.6;4.0;116.4;6.6;119.9;23.7;0.0;21.4;48.7
2172;713 Verhuur van machines en werktuigen;2003;158.0;2.4;7.7;0.7;9.8;3.5;125.2;8.8;148.9;9.2;1.9;10.1;32.9
2173;713 Verhuur van machines en werktuigen;2004;171.3;4.2;4.7;1.3;12.3;5.3;118.6;24.9;153.3;18.0;6.4;8.8;31.2
2174;713 Verhuur van machines en werktuigen;2005;245.2;0.7;7.7;0.3;19.6;4.1;178.7;34.0;229.1;16.0;18.6;10.1;24.5
2175;713 Verhuur van machines en werktuigen;2006;238.5;0.3;11.3;0.8;21.8;1.7;190.6;12.1;230.2;8.3;19.1;6.5;33.0
2176;713 Verhuur van machines en werktuigen;2007;314.0;0.5;7.4;2.9;24.4;5.8;255.8;17.3;302.4;11.7;22.6;23.3;45.6
2177;713 Verhuur van machines en werktuigen;2008;350.1;1.2;15.5;3.3;22.5;2.8;271.2;33.7;336.0;14.1;;;37.2
2178;7133 Verhuur v computers/kantoormachines;2000;5.7;0.0;0.4;0.0;0.4;1.4;2.7;0.6;5.4;0.3;0.1;4.4;0.7
2179;7133 Verhuur v computers/kantoormachines;2001;14.4;0.0;0.3;0.0;0.7;1.4;10.8;1.2;13.7;0.7;7.9;0.7;0.8
2180;7133 Verhuur v computers/kantoormachines;2002;14.9;0.0;0.2;0.0;0.2;2.3;11.7;0.5;13.7;1.3;0.0;0.4;0.4
2181;7133 Verhuur v computers/kantoormachines;2003;28.8;0.0;0.3;0.0;0.6;1.4;24.5;1.9;27.7;1.1;0.1;1.9;4.7
2182;7133 Verhuur v computers/kantoormachines;2004;;;;;;;;;;;;;
2183;7133 Verhuur v computers/kantoormachines;2005;27.6;0.0;0.1;0.0;0.2;2.3;22.2;2.8;25.9;1.7;0.1;0.2;1.2
2184;7133 Verhuur v computers/kantoormachines;2006;;;;;;;;;;;;;
2185;7133 Verhuur v computers/kantoormachines;2007;;;;;;;;;;;;;
2186;7133 Verhuur v computers/kantoormachines;2008;19.8;0.0;0.2;0.0;0.2;0.9;16.9;1.5;17.9;1.9;;;0.2
2187;72 Computerservice,informatietechnologie;2000;373.0;0.1;22.4;0.2;19.1;193.9;21.9;115.4;369.4;3.6;15.3;310.6;14.5
2188;72 Computerservice,informatietechnologie;2001;401.1;0.0;26.9;0.0;17.0;232.2;17.8;107.1;394.6;6.5;24.3;328.1;162.3
2189;72 Computerservice,informatietechnologie;2002;265.0;0.1;28.9;0.1;12.3;148.4;24.0;51.0;252.7;12.3;25.7;370.7;81.5
2190;72 Computerservice,informatietechnologie;2003;290.4;1.5;23.5;0.4;13.2;156.2;55.7;39.8;276.5;13.9;23.7;289.2;163.2
2191;72 Computerservice,informatietechnologie;2004;337.8;0.0;15.1;0.1;20.4;229.4;27.6;45.2;327.7;10.1;7.6;365.3;42.6
2192;72 Computerservice,informatietechnologie;2005;370.4;1.1;24.8;0.0;17.7;226.2;45.1;55.3;361.6;8.7;15.4;501.7;17.0
2193;72 Computerservice,informatietechnologie;2006;388.8;0.1;39.1;0.0;17.4;199.1;67.4;65.8;382.7;6.1;10.9;472.6;59.3
2194;72 Computerservice,informatietechnologie;2007;612.9;1.4;56.9;2.1;32.3;316.6;124.5;79.2;594.0;18.8;10.0;494.0;65.8
2195;72 Computerservice,informatietechnologie;2008;652.9;0.9;62.7;5.1;33.2;360.7;94.8;95.7;639.3;13.4;;;186.3
2196;722 Systeemontwikkel-,programmeerdienst.;2000;224.2;0.1;11.5;0.2;9.0;116.3;12.4;74.8;222.6;1.6;10.4;223.8;8.4
2197;722 Systeemontwikkel-,programmeerdienst.;2001;235.4;0.0;11.6;0.0;7.5;134.0;6.3;76.0;231.0;4.4;20.5;213.4;137.2
2198;722 Systeemontwikkel-,programmeerdienst.;2002;151.9;0.1;14.5;0.0;5.6;88.6;11.2;31.6;148.3;3.5;19.3;270.7;52.7
2199;722 Systeemontwikkel-,programmeerdienst.;2003;153.6;1.1;9.8;0.0;6.2;82.2;30.5;23.6;142.2;11.4;21.0;192.8;146.4
2200;722 Systeemontwikkel-,programmeerdienst.;2004;238.9;0.0;12.5;0.1;18.7;143.9;22.6;41.2;233.9;5.0;6.1;348.6;29.0
2201;722 Systeemontwikkel-,programmeerdienst.;2005;;;;;;;;;;;;;
2202;722 Systeemontwikkel-,programmeerdienst.;2006;;;;;;;;;;;;;
2203;722 Systeemontwikkel-,programmeerdienst.;2007;;;;;;;;;;;;;
2204;722 Systeemontwikkel-,programmeerdienst.;2008;;;;;;;;;;;;;
2205;724 Databanken;2000;9.1;0.0;0.0;0.0;0.2;6.6;0.4;1.9;9.1;0.0;0.1;3.1;0.0
2206;724 Databanken;2001;10.9;0.0;0.1;0.0;0.3;5.8;0.7;4.1;10.9;0.0;0.0;0.6;0.2
2207;724 Databanken;2002;7.2;0.0;0.2;0.0;0.1;3.8;0.5;2.6;7.0;0.2;0.3;3.3;0.4
2208;724 Databanken;2003;7.9;0.0;1.2;0.0;0.0;3.8;1.5;1.4;7.6;0.4;0.0;0.2;0.0
2209;724 Databanken;2004;10.3;0.0;0.3;0.0;0.2;7.4;1.1;1.2;9.4;0.9;1.2;0.8;0.3
2210;724 Databanken;2005;10.8;0.0;0.0;0.0;0.1;5.6;1.3;3.8;10.7;0.1;0.4;2.7;0.4
2211;724 Databanken;2006;18.8;0.0;0.8;0.0;0.1;6.4;10.0;1.5;18.7;0.1;0.8;1.9;1.4
2212;724 Databanken;2007;45.9;0.0;0.6;1.8;0.4;4.7;36.4;2.0;45.7;0.2;0.7;3.8;13.9
2213;724 Databanken;2008;11.3;0.0;0.4;0.0;1.7;5.2;2.2;1.8;11.1;0.2;;;1.0
2214;7240 Databanken;2000;9.1;0.0;0.0;0.0;0.2;6.6;0.4;1.9;9.1;0.0;0.1;3.1;0.0
2215;7240 Databanken;2001;10.9;0.0;0.1;0.0;0.3;5.8;0.7;4.1;10.9;0.0;0.0;0.6;0.2
2216;7240 Databanken;2002;7.2;0.0;0.2;0.0;0.1;3.8;0.5;2.6;7.0;0.2;0.3;3.3;0.4
2217;7240 Databanken;2003;7.9;0.0;1.2;0.0;0.0;3.8;1.5;1.4;7.6;0.4;0.0;0.2;0.0
2218;7240 Databanken;2004;10.3;0.0;0.3;0.0;0.2;7.4;1.1;1.2;9.4;0.9;1.2;0.8;0.3
2219;7240 Databanken;2005;10.8;0.0;0.0;0.0;0.1;5.6;1.3;3.8;10.7;0.1;0.4;2.7;0.4
2220;7240 Databanken;2006;18.8;0.0;0.8;0.0;0.1;6.4;10.0;1.5;18.7;0.1;0.8;1.9;1.4
2221;7240 Databanken;2007;45.9;0.0;0.6;1.8;0.4;4.7;36.4;2.0;45.7;0.2;0.7;3.8;13.9
2222;7240 Databanken;2008;11.3;0.0;0.4;0.0;1.7;5.2;2.2;1.8;11.1;0.2;;;1.0
2223;73 Research;2000;210.2;29.9;70.2;0.4;2.5;29.0;51.6;26.7;151.1;59.2;2.5;8.0;13.5
2224;73 Research;2001;209.2;1.3;89.7;1.0;1.9;26.8;73.6;15.1;202.5;6.7;1.8;10.3;24.8
2225;73 Research;2002;160.6;0.2;48.1;0.0;1.5;29.6;66.7;14.5;160.0;0.6;3.6;19.2;4.5
2226;73 Research;2003;138.6;0.1;24.8;0.3;1.5;20.4;71.8;19.8;136.7;1.9;2.9;22.1;27.7
2227;73 Research;2004;119.7;0.0;29.4;0.4;2.1;22.0;56.3;9.6;119.2;0.5;2.2;7.4;4.9
2228;73 Research;2005;120.3;6.0;29.6;3.5;1.9;20.3;49.7;9.3;114.0;6.3;0.3;10.0;4.9
2229;73 Research;2006;142.9;3.9;27.6;0.2;2.2;24.0;66.3;18.8;132.7;10.2;0.7;12.7;2.3
2230;73 Research;2007;183.0;3.7;38.0;1.0;2.4;25.8;83.5;28.8;173.4;9.7;2.7;18.8;3.5
2231;73 Research;2008;204.1;1.3;89.4;0.6;2.4;17.2;84.6;8.6;200.3;3.8;;;6.5
2232;731 Natuurwetenschappelijk research;2000;202.6;29.9;66.7;0.4;2.5;26.4;51.2;25.6;143.6;59.0;2.3;7.6;13.3
2233;731 Natuurwetenschappelijk research;2001;205.9;1.3;89.3;1.0;1.8;24.9;73.5;14.3;199.3;6.6;1.8;8.8;23.1
2234;731 Natuurwetenschappelijk research;2002;157.6;0.2;48.0;0.0;1.4;28.1;66.4;13.4;157.1;0.5;3.6;18.6;4.2
2235;731 Natuurwetenschappelijk research;2003;135.5;0.1;24.5;0.3;1.4;19.3;71.3;18.7;133.7;1.9;2.9;21.7;27.7
2236;731 Natuurwetenschappelijk research;2004;117.4;0.0;29.2;0.4;1.9;20.6;56.0;9.4;117.0;0.5;2.2;7.1;4.8
2237;731 Natuurwetenschappelijk research;2005;113.5;6.0;26.7;3.5;1.7;17.5;49.5;8.5;107.2;6.2;0.3;9.8;4.8
2238;731 Natuurwetenschappelijk research;2006;;;;;;;;;;;;;
2239;731 Natuurwetenschappelijk research;2007;178.8;3.6;36.9;1.0;2.2;24.4;82.8;27.9;169.2;9.6;2.7;14.7;3.5
2240;731 Natuurwetenschappelijk research;2008;198.2;1.3;87.4;0.6;2.0;16.1;83.7;7.1;195.8;2.3;;;5.8
2241;7310 Natuurwetenschappelijk research;2000;202.6;29.9;66.7;0.4;2.5;26.4;51.2;25.6;143.6;59.0;2.3;7.6;13.3
2242;7310 Natuurwetenschappelijk research;2001;205.9;1.3;89.3;1.0;1.8;24.9;73.5;14.3;199.3;6.6;1.8;8.8;23.1
2243;7310 Natuurwetenschappelijk research;2002;157.6;0.2;48.0;0.0;1.4;28.1;66.4;13.4;157.1;0.5;3.6;18.6;4.2
2244;7310 Natuurwetenschappelijk research;2003;135.5;0.1;24.5;0.3;1.4;19.3;71.3;18.7;133.7;1.9;2.9;21.7;27.7
2245;7310 Natuurwetenschappelijk research;2004;117.4;0.0;29.2;0.4;1.9;20.6;56.0;9.4;117.0;0.5;2.2;7.1;4.8
2246;7310 Natuurwetenschappelijk research;2005;113.5;6.0;26.7;3.5;1.7;17.5;49.5;8.5;107.2;6.2;0.3;9.8;4.8
2247;7310 Natuurwetenschappelijk research;2006;;;;;;;;;;;;;
2248;7310 Natuurwetenschappelijk research;2007;178.8;3.6;36.9;1.0;2.2;24.4;82.8;27.9;169.2;9.6;2.7;14.7;3.5
2249;7310 Natuurwetenschappelijk research;2008;198.2;1.3;87.4;0.6;2.0;16.1;83.7;7.1;195.8;2.3;;;5.8
2250;74 Overige zakelijke dienstverlening;2000;;;;;;;;;;;;;
2251;74 Overige zakelijke dienstverlening;2001;;;;;;;;;;;;;
2252;74 Overige zakelijke dienstverlening;2002;;;;;;;;;;;;;
2253;74 Overige zakelijke dienstverlening;2003;;;;;;;;;;;;;
