ID;EnergySourcesTechniques;EnergyApplication;Periods;FinalConsumptionInTerajoule_1;InTotalEnergeticFinalConsumption_2;AvoidedPrimaryEnergyInTJ_3;AvoidedPrimaryEnergyInTotalUse_4;AvoidedCarbonDioxideEmissionInKton_5;AvoidedCO2EmissionInOfTotEmiss_6
2723;Co-firing of biomass in electr. plants;Electricity;2001;2128.0;0.1;5338.0;0.17;506.0;0.29
2724;Co-firing of biomass in electr. plants;Electricity;2002;4084.0;0.19;9616.0;0.31;883.0;0.5
2725;Co-firing of biomass in electr. plants;Electricity;2003;2861.0;0.13;7031.0;0.22;666.0;0.37
2726;Co-firing of biomass in electr. plants;Electricity;2004;5791.0;0.26;13747.0;0.42;1170.0;0.65
2727;Co-firing of biomass in electr. plants;Electricity;2005;12416.0;0.56;29714.0;0.9;2331.0;1.33
2728;Co-firing of biomass in electr. plants;Electricity;2006;11678.0;0.54;28765.0;0.89;2176.0;1.26
2729;Co-firing of biomass in electr. plants;Electricity;2007;6538.0;0.29;14754.0;0.44;1374.0;0.8
2730;Co-firing of biomass in electr. plants;Electricity;2008;8094.0;0.36;18772.0;0.57;1661.0;0.95
2731;Co-firing of biomass in electr. plants;Electricity;2009;9414.0;0.44;21684.0;0.67;2054.0;1.21
2732;Co-firing of biomass in electr. plants;Electricity;2010;11653.0;0.51;27005.0;0.78;2557.0;1.41
2733;Co-firing of biomass in electr. plants;Electricity;2011;11457.0;0.53;26700.0;0.83;2528.0;1.51
2734;Co-firing of biomass in electr. plants;Electricity;2012;10632.0;0.49;25486.0;0.78;2414.0;1.46
2735;Co-firing of biomass in electr. plants;Electricity;2013;6531.0;0.3;15182.0;0.47;1438.0;0.86
2736;Co-firing of biomass in electr. plants;Heat;1990;0.0;0.0;0.0;0.0;0.0;0.0
2737;Co-firing of biomass in electr. plants;Heat;1991;0.0;0.0;0.0;0.0;0.0;0.0
2738;Co-firing of biomass in electr. plants;Heat;1992;0.0;0.0;0.0;0.0;0.0;0.0
2739;Co-firing of biomass in electr. plants;Heat;1993;0.0;0.0;0.0;0.0;0.0;0.0
2740;Co-firing of biomass in electr. plants;Heat;1994;0.0;0.0;0.0;0.0;0.0;0.0
2741;Co-firing of biomass in electr. plants;Heat;1995;1.0;0.0;1.0;0.0;0.0;0.0
2742;Co-firing of biomass in electr. plants;Heat;1996;6.0;0.0;7.0;0.0;1.0;0.0
2743;Co-firing of biomass in electr. plants;Heat;1997;6.0;0.0;7.0;0.0;1.0;0.0
2744;Co-firing of biomass in electr. plants;Heat;1998;31.0;0.0;37.0;0.0;3.0;0.0
2745;Co-firing of biomass in electr. plants;Heat;1999;15.0;0.0;17.0;0.0;2.0;0.0
2746;Co-firing of biomass in electr. plants;Heat;2000;15.0;0.0;17.0;0.0;2.0;0.0
2747;Co-firing of biomass in electr. plants;Heat;2001;58.0;0.0;70.0;0.0;7.0;0.0
2748;Co-firing of biomass in electr. plants;Heat;2002;222.0;0.01;250.0;0.01;23.0;0.01
2749;Co-firing of biomass in electr. plants;Heat;2003;81.0;0.0;96.0;0.0;9.0;0.01
2750;Co-firing of biomass in electr. plants;Heat;2004;325.0;0.01;375.0;0.01;32.0;0.02
2751;Co-firing of biomass in electr. plants;Heat;2005;693.0;0.03;808.0;0.02;63.0;0.04
2752;Co-firing of biomass in electr. plants;Heat;2006;552.0;0.03;679.0;0.02;51.0;0.03
2753;Co-firing of biomass in electr. plants;Heat;2007;821.0;0.04;948.0;0.03;88.0;0.05
2754;Co-firing of biomass in electr. plants;Heat;2008;789.0;0.03;920.0;0.03;81.0;0.05
2755;Co-firing of biomass in electr. plants;Heat;2009;939.0;0.04;1104.0;0.03;105.0;0.06
2756;Co-firing of biomass in electr. plants;Heat;2010;1267.0;0.05;1541.0;0.04;146.0;0.08
2757;Co-firing of biomass in electr. plants;Heat;2011;920.0;0.04;1156.0;0.04;109.0;0.07
2758;Co-firing of biomass in electr. plants;Heat;2012;658.0;0.03;809.0;0.02;77.0;0.05
2759;Co-firing of biomass in electr. plants;Heat;2013;417.0;0.02;509.0;0.02;48.0;0.03
2760;Co-firing of biomass in electr. plants;Transport;1990;;;;;;
2761;Co-firing of biomass in electr. plants;Transport;1991;;;;;;
2762;Co-firing of biomass in electr. plants;Transport;1992;;;;;;
2763;Co-firing of biomass in electr. plants;Transport;1993;;;;;;
2764;Co-firing of biomass in electr. plants;Transport;1994;;;;;;
2765;Co-firing of biomass in electr. plants;Transport;1995;;;;;;
2766;Co-firing of biomass in electr. plants;Transport;1996;;;;;;
2767;Co-firing of biomass in electr. plants;Transport;1997;;;;;;
2768;Co-firing of biomass in electr. plants;Transport;1998;;;;;;
2769;Co-firing of biomass in electr. plants;Transport;1999;;;;;;
2770;Co-firing of biomass in electr. plants;Transport;2000;;;;;;
2771;Co-firing of biomass in electr. plants;Transport;2001;;;;;;
2772;Co-firing of biomass in electr. plants;Transport;2002;;;;;;
2773;Co-firing of biomass in electr. plants;Transport;2003;;;;;;
2774;Co-firing of biomass in electr. plants;Transport;2004;;;;;;
2775;Co-firing of biomass in electr. plants;Transport;2005;;;;;;
2776;Co-firing of biomass in electr. plants;Transport;2006;;;;;;
2777;Co-firing of biomass in electr. plants;Transport;2007;;;;;;
2778;Co-firing of biomass in electr. plants;Transport;2008;;;;;;
2779;Co-firing of biomass in electr. plants;Transport;2009;;;;;;
2780;Co-firing of biomass in electr. plants;Transport;2010;;;;;;
2781;Co-firing of biomass in electr. plants;Transport;2011;;;;;;
2782;Co-firing of biomass in electr. plants;Transport;2012;;;;;;
2783;Co-firing of biomass in electr. plants;Transport;2013;;;;;;
2784;Wood boilers for heat in companies;Total energy applications;1990;1682.0;0.09;1308.0;0.05;74.0;0.05
2785;Wood boilers for heat in companies;Total energy applications;1991;1682.0;0.09;1308.0;0.05;74.0;0.05
2786;Wood boilers for heat in companies;Total energy applications;1992;1787.0;0.09;1390.0;0.05;79.0;0.05
2787;Wood boilers for heat in companies;Total energy applications;1993;1893.0;0.1;1472.0;0.05;84.0;0.05
2788;Wood boilers for heat in companies;Total energy applications;1994;1998.0;0.1;1554.0;0.05;88.0;0.05
2789;Wood boilers for heat in companies;Total energy applications;1995;2103.0;0.1;1636.0;0.06;93.0;0.05
2790;Wood boilers for heat in companies;Total energy applications;1996;2209.0;0.1;1718.0;0.06;98.0;0.05
2791;Wood boilers for heat in companies;Total energy applications;1997;2314.0;0.11;1800.0;0.06;102.0;0.06
2792;Wood boilers for heat in companies;Total energy applications;1998;2255.0;0.11;1802.0;0.06;102.0;0.06
2793;Wood boilers for heat in companies;Total energy applications;1999;2203.0;0.11;1804.0;0.06;102.0;0.06
2794;Wood boilers for heat in companies;Total energy applications;2000;2150.0;0.1;1806.0;0.06;103.0;0.06
2795;Wood boilers for heat in companies;Total energy applications;2001;2102.0;0.1;1808.0;0.06;103.0;0.06
2796;Wood boilers for heat in companies;Total energy applications;2002;2054.0;0.09;1809.0;0.06;103.0;0.06
2797;Wood boilers for heat in companies;Total energy applications;2003;2010.0;0.09;1811.0;0.06;103.0;0.06
2798;Wood boilers for heat in companies;Total energy applications;2004;1966.0;0.09;1813.0;0.05;103.0;0.06
2799;Wood boilers for heat in companies;Total energy applications;2005;2068.0;0.09;1914.0;0.06;109.0;0.06
2800;Wood boilers for heat in companies;Total energy applications;2006;2306.0;0.11;2145.0;0.07;122.0;0.07
2801;Wood boilers for heat in companies;Total energy applications;2007;2552.0;0.11;2382.0;0.07;135.0;0.08
2802;Wood boilers for heat in companies;Total energy applications;2008;2686.0;0.12;2516.0;0.08;143.0;0.08
2803;Wood boilers for heat in companies;Total energy applications;2009;2792.0;0.13;2627.0;0.08;149.0;0.09
2804;Wood boilers for heat in companies;Total energy applications;2010;2766.0;0.12;2613.0;0.08;148.0;0.08
2805;Wood boilers for heat in companies;Total energy applications;2011;2778.0;0.13;2624.0;0.08;148.0;0.09
2806;Wood boilers for heat in companies;Total energy applications;2012;2912.0;0.13;2750.0;0.08;155.0;0.09
2807;Wood boilers for heat in companies;Total energy applications;2013;3074.0;0.14;2903.0;0.09;164.0;0.1
2808;Wood boilers for heat in companies;Electricity;1990;;;;;;
2809;Wood boilers for heat in companies;Electricity;1991;;;;;;
2810;Wood boilers for heat in companies;Electricity;1992;;;;;;
2811;Wood boilers for heat in companies;Electricity;1993;;;;;;
2812;Wood boilers for heat in companies;Electricity;1994;;;;;;
2813;Wood boilers for heat in companies;Electricity;1995;;;;;;
2814;Wood boilers for heat in companies;Electricity;1996;;;;;;
2815;Wood boilers for heat in companies;Electricity;1997;;;;;;
2816;Wood boilers for heat in companies;Electricity;1998;;;;;;
2817;Wood boilers for heat in companies;Electricity;1999;;;;;;
2818;Wood boilers for heat in companies;Electricity;2000;;;;;;
2819;Wood boilers for heat in companies;Electricity;2001;;;;;;
2820;Wood boilers for heat in companies;Electricity;2002;;;;;;
2821;Wood boilers for heat in companies;Electricity;2003;;;;;;
2822;Wood boilers for heat in companies;Electricity;2004;;;;;;
2823;Wood boilers for heat in companies;Electricity;2005;;;;;;
2824;Wood boilers for heat in companies;Electricity;2006;;;;;;
2825;Wood boilers for heat in companies;Electricity;2007;;;;;;
2826;Wood boilers for heat in companies;Electricity;2008;;;;;;
2827;Wood boilers for heat in companies;Electricity;2009;;;;;;
2828;Wood boilers for heat in companies;Electricity;2010;;;;;;
2829;Wood boilers for heat in companies;Electricity;2011;;;;;;
2830;Wood boilers for heat in companies;Electricity;2012;;;;;;
2831;Wood boilers for heat in companies;Electricity;2013;;;;;;
2832;Wood boilers for heat in companies;Heat;1990;1682.0;0.09;1308.0;0.05;74.0;0.05
2833;Wood boilers for heat in companies;Heat;1991;1682.0;0.09;1308.0;0.05;74.0;0.05
2834;Wood boilers for heat in companies;Heat;1992;1787.0;0.09;1390.0;0.05;79.0;0.05
2835;Wood boilers for heat in companies;Heat;1993;1893.0;0.1;1472.0;0.05;84.0;0.05
2836;Wood boilers for heat in companies;Heat;1994;1998.0;0.1;1554.0;0.05;88.0;0.05
2837;Wood boilers for heat in companies;Heat;1995;2103.0;0.1;1636.0;0.06;93.0;0.05
2838;Wood boilers for heat in companies;Heat;1996;2209.0;0.1;1718.0;0.06;98.0;0.05
2839;Wood boilers for heat in companies;Heat;1997;2314.0;0.11;1800.0;0.06;102.0;0.06
2840;Wood boilers for heat in companies;Heat;1998;2255.0;0.11;1802.0;0.06;102.0;0.06
2841;Wood boilers for heat in companies;Heat;1999;2203.0;0.11;1804.0;0.06;102.0;0.06
2842;Wood boilers for heat in companies;Heat;2000;2150.0;0.1;1806.0;0.06;103.0;0.06
2843;Wood boilers for heat in companies;Heat;2001;2102.0;0.1;1808.0;0.06;103.0;0.06
2844;Wood boilers for heat in companies;Heat;2002;2054.0;0.09;1809.0;0.06;103.0;0.06
2845;Wood boilers for heat in companies;Heat;2003;2010.0;0.09;1811.0;0.06;103.0;0.06
2846;Wood boilers for heat in companies;Heat;2004;1966.0;0.09;1813.0;0.05;103.0;0.06
2847;Wood boilers for heat in companies;Heat;2005;2068.0;0.09;1914.0;0.06;109.0;0.06
2848;Wood boilers for heat in companies;Heat;2006;2306.0;0.11;2145.0;0.07;122.0;0.07
2849;Wood boilers for heat in companies;Heat;2007;2552.0;0.11;2382.0;0.07;135.0;0.08
2850;Wood boilers for heat in companies;Heat;2008;2686.0;0.12;2516.0;0.08;143.0;0.08
2851;Wood boilers for heat in companies;Heat;2009;2792.0;0.13;2627.0;0.08;149.0;0.09
2852;Wood boilers for heat in companies;Heat;2010;2766.0;0.12;2613.0;0.08;148.0;0.08
2853;Wood boilers for heat in companies;Heat;2011;2778.0;0.13;2624.0;0.08;148.0;0.09
2854;Wood boilers for heat in companies;Heat;2012;2912.0;0.13;2750.0;0.08;155.0;0.09
2855;Wood boilers for heat in companies;Heat;2013;3074.0;0.14;2903.0;0.09;164.0;0.1
2856;Wood boilers for heat in companies;Transport;1990;;;;;;
2857;Wood boilers for heat in companies;Transport;1991;;;;;;
2858;Wood boilers for heat in companies;Transport;1992;;;;;;
2859;Wood boilers for heat in companies;Transport;1993;;;;;;
2860;Wood boilers for heat in companies;Transport;1994;;;;;;
2861;Wood boilers for heat in companies;Transport;1995;;;;;;
2862;Wood boilers for heat in companies;Transport;1996;;;;;;
2863;Wood boilers for heat in companies;Transport;1997;;;;;;
2864;Wood boilers for heat in companies;Transport;1998;;;;;;
2865;Wood boilers for heat in companies;Transport;1999;;;;;;
2866;Wood boilers for heat in companies;Transport;2000;;;;;;
2867;Wood boilers for heat in companies;Transport;2001;;;;;;
2868;Wood boilers for heat in companies;Transport;2002;;;;;;
2869;Wood boilers for heat in companies;Transport;2003;;;;;;
2870;Wood boilers for heat in companies;Transport;2004;;;;;;
2871;Wood boilers for heat in companies;Transport;2005;;;;;;
2872;Wood boilers for heat in companies;Transport;2006;;;;;;
2873;Wood boilers for heat in companies;Transport;2007;;;;;;
2874;Wood boilers for heat in companies;Transport;2008;;;;;;
2875;Wood boilers for heat in companies;Transport;2009;;;;;;
2876;Wood boilers for heat in companies;Transport;2010;;;;;;
2877;Wood boilers for heat in companies;Transport;2011;;;;;;
2878;Wood boilers for heat in companies;Transport;2012;;;;;;
2879;Wood boilers for heat in companies;Transport;2013;;;;;;
2880;Wood stoves in houses, total;Total energy applications;1990;12167.0;0.67;4643.0;0.17;264.0;0.17
2881;Wood stoves in houses, total;Total energy applications;1991;12272.0;0.63;4735.0;0.17;269.0;0.16
2882;Wood stoves in houses, total;Total energy applications;1992;12387.0;0.65;4834.0;0.17;275.0;0.17
2883;Wood stoves in houses, total;Total energy applications;1993;11659.0;0.59;4540.0;0.16;258.0;0.15
2884;Wood stoves in houses, total;Total energy applications;1994;11773.0;0.6;4643.0;0.16;264.0;0.16
2885;Wood stoves in houses, total;Total energy applications;1995;11891.0;0.58;4751.0;0.16;270.0;0.16
2886;Wood stoves in houses, total;Total energy applications;1996;10054.0;0.46;4037.0;0.13;229.0;0.13
2887;Wood stoves in houses, total;Total energy applications;1997;10303.0;0.49;4343.0;0.15;247.0;0.14
2888;Wood stoves in houses, total;Total energy applications;1998;10557.0;0.5;4656.0;0.15;264.0;0.15
2889;Wood stoves in houses, total;Total energy applications;1999;9295.0;0.45;4159.0;0.14;236.0;0.14
2890;Wood stoves in houses, total;Total energy applications;2000;9508.0;0.44;4429.0;0.15;252.0;0.15
2891;Wood stoves in houses, total;Total energy applications;2001;9646.0;0.44;4636.0;0.15;263.0;0.15
2892;Wood stoves in houses, total;Total energy applications;2002;9787.0;0.45;4845.0;0.15;275.0;0.16
2893;Wood stoves in houses, total;Total energy applications;2003;9929.0;0.45;5056.0;0.16;287.0;0.16
2894;Wood stoves in houses, total;Total energy applications;2004;10536.0;0.47;5521.0;0.17;314.0;0.17
2895;Wood stoves in houses, total;Total energy applications;2005;11103.0;0.5;6025.0;0.18;342.0;0.19
2896;Wood stoves in houses, total;Total energy applications;2006;11561.0;0.53;6452.0;0.2;366.0;0.21
2897;Wood stoves in houses, total;Total energy applications;2007;12056.0;0.54;6905.0;0.21;392.0;0.23
2898;Wood stoves in houses, total;Total energy applications;2008;12174.0;0.53;7096.0;0.21;402.0;0.23
2899;Wood stoves in houses, total;Total energy applications;2009;12232.0;0.57;7211.0;0.22;408.0;0.24
2900;Wood stoves in houses, total;Total energy applications;2010;12347.0;0.54;7395.0;0.21;419.0;0.23
2901;Wood stoves in houses, total;Total energy applications;2011;12503.0;0.58;7644.0;0.24;432.0;0.26
2902;Wood stoves in houses, total;Total energy applications;2012;12663.0;0.58;7889.0;0.24;446.0;0.27
2903;Wood stoves in houses, total;Total energy applications;2013;12823.0;0.59;8136.0;0.25;460.0;0.28
2904;Wood stoves in houses, total;Electricity;1990;;;;;;
2905;Wood stoves in houses, total;Electricity;1991;;;;;;
2906;Wood stoves in houses, total;Electricity;1992;;;;;;
2907;Wood stoves in houses, total;Electricity;1993;;;;;;
2908;Wood stoves in houses, total;Electricity;1994;;;;;;
2909;Wood stoves in houses, total;Electricity;1995;;;;;;
2910;Wood stoves in houses, total;Electricity;1996;;;;;;
2911;Wood stoves in houses, total;Electricity;1997;;;;;;
2912;Wood stoves in houses, total;Electricity;1998;;;;;;
2913;Wood stoves in houses, total;Electricity;1999;;;;;;
2914;Wood stoves in houses, total;Electricity;2000;;;;;;
2915;Wood stoves in houses, total;Electricity;2001;;;;;;
2916;Wood stoves in houses, total;Electricity;2002;;;;;;
2917;Wood stoves in houses, total;Electricity;2003;;;;;;
2918;Wood stoves in houses, total;Electricity;2004;;;;;;
2919;Wood stoves in houses, total;Electricity;2005;;;;;;
2920;Wood stoves in houses, total;Electricity;2006;;;;;;
2921;Wood stoves in houses, total;Electricity;2007;;;;;;
2922;Wood stoves in houses, total;Electricity;2008;;;;;;
2923;Wood stoves in houses, total;Electricity;2009;;;;;;
2924;Wood stoves in houses, total;Electricity;2010;;;;;;
2925;Wood stoves in houses, total;Electricity;2011;;;;;;
2926;Wood stoves in houses, total;Electricity;2012;;;;;;
2927;Wood stoves in houses, total;Electricity;2013;;;;;;
2928;Wood stoves in houses, total;Heat;1990;12167.0;0.67;4643.0;0.17;264.0;0.17
2929;Wood stoves in houses, total;Heat;1991;12272.0;0.63;4735.0;0.17;269.0;0.16
2930;Wood stoves in houses, total;Heat;1992;12387.0;0.65;4834.0;0.17;275.0;0.17
2931;Wood stoves in houses, total;Heat;1993;11659.0;0.59;4540.0;0.16;258.0;0.15
2932;Wood stoves in houses, total;Heat;1994;11773.0;0.6;4643.0;0.16;264.0;0.16
2933;Wood stoves in houses, total;Heat;1995;11891.0;0.58;4751.0;0.16;270.0;0.16
2934;Wood stoves in houses, total;Heat;1996;10054.0;0.46;4037.0;0.13;229.0;0.13
2935;Wood stoves in houses, total;Heat;1997;10303.0;0.49;4343.0;0.15;247.0;0.14
2936;Wood stoves in houses, total;Heat;1998;10557.0;0.5;4656.0;0.15;264.0;0.15
2937;Wood stoves in houses, total;Heat;1999;9295.0;0.45;4159.0;0.14;236.0;0.14
2938;Wood stoves in houses, total;Heat;2000;9508.0;0.44;4429.0;0.15;252.0;0.15
2939;Wood stoves in houses, total;Heat;2001;9646.0;0.44;4636.0;0.15;263.0;0.15
2940;Wood stoves in houses, total;Heat;2002;9787.0;0.45;4845.0;0.15;275.0;0.16
2941;Wood stoves in houses, total;Heat;2003;9929.0;0.45;5056.0;0.16;287.0;0.16
2942;Wood stoves in houses, total;Heat;2004;10536.0;0.47;5521.0;0.17;314.0;0.17
2943;Wood stoves in houses, total;Heat;2005;11103.0;0.5;6025.0;0.18;342.0;0.19
2944;Wood stoves in houses, total;Heat;2006;11561.0;0.53;6452.0;0.2;366.0;0.21
2945;Wood stoves in houses, total;Heat;2007;12056.0;0.54;6905.0;0.21;392.0;0.23
2946;Wood stoves in houses, total;Heat;2008;12174.0;0.53;7096.0;0.21;402.0;0.23
2947;Wood stoves in houses, total;Heat;2009;12232.0;0.57;7211.0;0.22;408.0;0.24
2948;Wood stoves in houses, total;Heat;2010;12347.0;0.54;7395.0;0.21;419.0;0.23
2949;Wood stoves in houses, total;Heat;2011;12503.0;0.58;7644.0;0.24;432.0;0.26
2950;Wood stoves in houses, total;Heat;2012;12663.0;0.58;7889.0;0.24;446.0;0.27
2951;Wood stoves in houses, total;Heat;2013;12823.0;0.59;8136.0;0.25;460.0;0.28
2952;Wood stoves in houses, total;Transport;1990;;;;;;
2953;Wood stoves in houses, total;Transport;1991;;;;;;
2954;Wood stoves in houses, total;Transport;1992;;;;;;
2955;Wood stoves in houses, total;Transport;1993;;;;;;
2956;Wood stoves in houses, total;Transport;1994;;;;;;
2957;Wood stoves in houses, total;Transport;1995;;;;;;
2958;Wood stoves in houses, total;Transport;1996;;;;;;
2959;Wood stoves in houses, total;Transport;1997;;;;;;
2960;Wood stoves in houses, total;Transport;1998;;;;;;
2961;Wood stoves in houses, total;Transport;1999;;;;;;
2962;Wood stoves in houses, total;Transport;2000;;;;;;
2963;Wood stoves in houses, total;Transport;2001;;;;;;
2964;Wood stoves in houses, total;Transport;2002;;;;;;
2965;Wood stoves in houses, total;Transport;2003;;;;;;
2966;Wood stoves in houses, total;Transport;2004;;;;;;
2967;Wood stoves in houses, total;Transport;2005;;;;;;
2968;Wood stoves in houses, total;Transport;2006;;;;;;
2969;Wood stoves in houses, total;Transport;2007;;;;;;
2970;Wood stoves in houses, total;Transport;2008;;;;;;
2971;Wood stoves in houses, total;Transport;2009;;;;;;
2972;Wood stoves in houses, total;Transport;2010;;;;;;
2973;Wood stoves in houses, total;Transport;2011;;;;;;
2974;Wood stoves in houses, total;Transport;2012;;;;;;
2975;Wood stoves in houses, total;Transport;2013;;;;;;
2976;Wood stoves, houses, open fireplaces;Total energy applications;1990;4361.0;0.24;459.0;0.02;26.0;0.02
2977;Wood stoves, houses, open fireplaces;Total energy applications;1991;4282.0;0.22;451.0;0.02;26.0;0.02
