ID;Sales;SBI08SectionsAndDivisions;AllPeriods;PriceIndexNumbersExcludingExcise_1;MonthOnMonthDevelopment_2;YearOnYearDevelopment_3;WeightFactor_4
6137;Total sales;1395 Manufacture of non-wovens;2025 February;114.7;0.6;2.5;457
6138;Total sales;1396 Manufacture of technical textiles;2018 January;96.1;;;394
6139;Total sales;1396 Manufacture of technical textiles;2018 February;96.4;0.3;;394
6140;Total sales;1396 Manufacture of technical textiles;2018 March;96.5;0.0;;394
6141;Total sales;1396 Manufacture of technical textiles;2018 April;96.3;-0.1;;394
6142;Total sales;1396 Manufacture of technical textiles;2018 May;96.4;0.0;;394
6143;Total sales;1396 Manufacture of technical textiles;2018 June;96.3;-0.1;;394
6144;Total sales;1396 Manufacture of technical textiles;2018 July;96.5;0.2;;394
6145;Total sales;1396 Manufacture of technical textiles;2018 August;96.4;-0.1;;394
6146;Total sales;1396 Manufacture of technical textiles;2018 September;96.3;0.0;;394
6147;Total sales;1396 Manufacture of technical textiles;2018 October;97.4;1.1;;394
6148;Total sales;1396 Manufacture of technical textiles;2018 November;97.4;-0.1;;394
6149;Total sales;1396 Manufacture of technical textiles;2018 December;97.6;0.2;;394
6150;Total sales;1396 Manufacture of technical textiles;2018;96.6;;;394
6151;Total sales;1396 Manufacture of technical textiles;2019 January;98.5;1.0;2.5;394
6152;Total sales;1396 Manufacture of technical textiles;2019 February;98.5;0.0;2.2;394
6153;Total sales;1396 Manufacture of technical textiles;2019 March;98.6;0.1;2.2;394
6154;Total sales;1396 Manufacture of technical textiles;2019 April;98.6;0.0;2.4;394
6155;Total sales;1396 Manufacture of technical textiles;2019 May;98.6;0.0;2.3;394
6156;Total sales;1396 Manufacture of technical textiles;2019 June;98.6;0.0;2.4;394
6157;Total sales;1396 Manufacture of technical textiles;2019 July;98.3;-0.3;1.9;394
6158;Total sales;1396 Manufacture of technical textiles;2019 August;98.2;-0.1;1.9;394
6159;Total sales;1396 Manufacture of technical textiles;2019 September;98.3;0.1;2.0;394
6160;Total sales;1396 Manufacture of technical textiles;2019 October;99.3;1.0;2.0;394
6161;Total sales;1396 Manufacture of technical textiles;2019 November;99.3;0.0;2.0;394
6162;Total sales;1396 Manufacture of technical textiles;2019 December;99.4;0.1;1.9;394
6163;Total sales;1396 Manufacture of technical textiles;2019;98.7;;2.1;394
6164;Total sales;1396 Manufacture of technical textiles;2020 January;99.4;0.0;1.0;394
6165;Total sales;1396 Manufacture of technical textiles;2020 February;99.2;-0.2;0.7;394
6166;Total sales;1396 Manufacture of technical textiles;2020 March;99.0;-0.2;0.4;394
6167;Total sales;1396 Manufacture of technical textiles;2020 April;99.0;0.1;0.4;394
6168;Total sales;1396 Manufacture of technical textiles;2020 May;99.0;0.0;0.5;394
6169;Total sales;1396 Manufacture of technical textiles;2020 June;98.9;-0.1;0.3;394
6170;Total sales;1396 Manufacture of technical textiles;2020 July;96.8;-2.1;-1.5;394
6171;Total sales;1396 Manufacture of technical textiles;2020 August;96.8;0.0;-1.4;394
6172;Total sales;1396 Manufacture of technical textiles;2020 September;96.7;-0.2;-1.7;394
6173;Total sales;1396 Manufacture of technical textiles;2020 October;98.7;2.1;-0.7;394
6174;Total sales;1396 Manufacture of technical textiles;2020 November;98.6;-0.1;-0.8;394
6175;Total sales;1396 Manufacture of technical textiles;2020 December;98.7;0.1;-0.7;394
6176;Total sales;1396 Manufacture of technical textiles;2020;98.4;;-0.3;394
6177;Total sales;1396 Manufacture of technical textiles;2021 January;97.7;-1.0;-1.7;394
6178;Total sales;1396 Manufacture of technical textiles;2021 February;97.8;0.1;-1.4;394
6179;Total sales;1396 Manufacture of technical textiles;2021 March;98.0;0.2;-1.0;394
6180;Total sales;1396 Manufacture of technical textiles;2021 April;98.4;0.4;-0.7;394
6181;Total sales;1396 Manufacture of technical textiles;2021 May;98.2;-0.2;-0.8;394
6182;Total sales;1396 Manufacture of technical textiles;2021 June;98.3;0.1;-0.6;394
6183;Total sales;1396 Manufacture of technical textiles;2021 July;100.2;1.9;3.6;394
6184;Total sales;1396 Manufacture of technical textiles;2021 August;100.4;0.1;3.7;394
6185;Total sales;1396 Manufacture of technical textiles;2021 September;100.3;0.0;3.8;394
6186;Total sales;1396 Manufacture of technical textiles;2021 October;103.5;3.1;4.9;394
6187;Total sales;1396 Manufacture of technical textiles;2021 November;103.6;0.2;5.1;394
6188;Total sales;1396 Manufacture of technical textiles;2021 December;103.5;-0.1;4.9;394
6189;Total sales;1396 Manufacture of technical textiles;2021;100.0;;1.6;394
6190;Total sales;1396 Manufacture of technical textiles;2022 January;108.3;4.6;10.8;394
6191;Total sales;1396 Manufacture of technical textiles;2022 February;108.6;0.2;11.0;394
6192;Total sales;1396 Manufacture of technical textiles;2022 March;108.3;-0.3;10.5;394
6193;Total sales;1396 Manufacture of technical textiles;2022 April;104.1;-3.8;5.8;394
6194;Total sales;1396 Manufacture of technical textiles;2022 May;104.7;0.6;6.6;394
6195;Total sales;1396 Manufacture of technical textiles;2022 June;104.7;0.0;6.5;394
6196;Total sales;1396 Manufacture of technical textiles;2022 July;108.6;3.7;8.4;394
6197;Total sales;1396 Manufacture of technical textiles;2022 August;108.5;-0.2;8.1;394
6198;Total sales;1396 Manufacture of technical textiles;2022 September;108.5;0.1;8.1;394
6199;Total sales;1396 Manufacture of technical textiles;2022 October;108.5;0.0;4.8;394
6200;Total sales;1396 Manufacture of technical textiles;2022 November;108.4;0.0;4.6;394
6201;Total sales;1396 Manufacture of technical textiles;2022 December;108.4;0.0;4.7;394
6202;Total sales;1396 Manufacture of technical textiles;2022;107.5;;7.5;394
6203;Total sales;1396 Manufacture of technical textiles;2023 January;118.3;9.1;9.2;394
6204;Total sales;1396 Manufacture of technical textiles;2023 February;118.5;0.2;9.2;394
6205;Total sales;1396 Manufacture of technical textiles;2023 March;118.2;-0.3;9.2;394
6206;Total sales;1396 Manufacture of technical textiles;2023 April;122.1;3.3;17.3;394
6207;Total sales;1396 Manufacture of technical textiles;2023 May;122.1;0.0;16.7;394
6208;Total sales;1396 Manufacture of technical textiles;2023 June;122.3;0.1;16.8;394
6209;Total sales;1396 Manufacture of technical textiles;2023 July;114.5;-6.4;5.4;394
6210;Total sales;1396 Manufacture of technical textiles;2023 August;114.6;0.1;5.7;394
6211;Total sales;1396 Manufacture of technical textiles;2023 September;114.7;0.0;5.7;394
6212;Total sales;1396 Manufacture of technical textiles;2023 October;113.2;-1.2;4.4;394
6213;Total sales;1396 Manufacture of technical textiles;2023 November;113.4;0.1;4.6;394
6214;Total sales;1396 Manufacture of technical textiles;2023 December;113.2;-0.2;4.4;394
6215;Total sales;1396 Manufacture of technical textiles;2023;117.1;;9.0;394
6216;Total sales;1396 Manufacture of technical textiles;2024 January;114.2;0.9;-3.5;394
6217;Total sales;1396 Manufacture of technical textiles;2024 February;114.3;0.1;-3.6;394
6218;Total sales;1396 Manufacture of technical textiles;2024 March;114.2;-0.1;-3.4;394
6219;Total sales;1396 Manufacture of technical textiles;2024 April;117.5;2.9;-3.8;394
6220;Total sales;1396 Manufacture of technical textiles;2024 May;117.4;-0.1;-3.9;394
6221;Total sales;1396 Manufacture of technical textiles;2024 June;117.2;-0.2;-4.1;394
6222;Total sales;1396 Manufacture of technical textiles;2024 July;117.7;0.4;2.8;394
6223;Total sales;1396 Manufacture of technical textiles;2024 August;118.1;0.4;3.1;394
6224;Total sales;1396 Manufacture of technical textiles;2024 September;117.4;-0.6;2.4;394
6225;Total sales;1396 Manufacture of technical textiles;2024 October;117.8;0.3;4.0;394
6226;Total sales;1396 Manufacture of technical textiles;2024 November;117.9;0.1;3.9;394
6227;Total sales;1396 Manufacture of technical textiles;2024 December;117.7;-0.2;4.0;394
6228;Total sales;1396 Manufacture of technical textiles;2024;116.8;;-0.3;394
6229;Total sales;1396 Manufacture of technical textiles;2025 January;117.6;0.0;3.1;394
6230;Total sales;1396 Manufacture of technical textiles;2025 February;117.8;0.1;3.1;394
6231;Total sales;1399 Manufacture of other textiles n.e.c;2018 January;;;;283
6232;Total sales;1399 Manufacture of other textiles n.e.c;2018 February;;;;283
6233;Total sales;1399 Manufacture of other textiles n.e.c;2018 March;;;;283
6234;Total sales;1399 Manufacture of other textiles n.e.c;2018 April;;;;283
6235;Total sales;1399 Manufacture of other textiles n.e.c;2018 May;;;;283
6236;Total sales;1399 Manufacture of other textiles n.e.c;2018 June;;;;283
6237;Total sales;1399 Manufacture of other textiles n.e.c;2018 July;;;;283
6238;Total sales;1399 Manufacture of other textiles n.e.c;2018 August;;;;283
6239;Total sales;1399 Manufacture of other textiles n.e.c;2018 September;;;;283
6240;Total sales;1399 Manufacture of other textiles n.e.c;2018 October;;;;283
6241;Total sales;1399 Manufacture of other textiles n.e.c;2018 November;;;;283
6242;Total sales;1399 Manufacture of other textiles n.e.c;2018 December;;;;283
6243;Total sales;1399 Manufacture of other textiles n.e.c;2018;103.5;;;283
6244;Total sales;1399 Manufacture of other textiles n.e.c;2019 January;;;;283
6245;Total sales;1399 Manufacture of other textiles n.e.c;2019 February;;;;283
6246;Total sales;1399 Manufacture of other textiles n.e.c;2019 March;;;;283
6247;Total sales;1399 Manufacture of other textiles n.e.c;2019 April;;;;283
6248;Total sales;1399 Manufacture of other textiles n.e.c;2019 May;;;;283
6249;Total sales;1399 Manufacture of other textiles n.e.c;2019 June;;;;283
6250;Total sales;1399 Manufacture of other textiles n.e.c;2019 July;;;;283
6251;Total sales;1399 Manufacture of other textiles n.e.c;2019 August;;;;283
6252;Total sales;1399 Manufacture of other textiles n.e.c;2019 September;;;;283
6253;Total sales;1399 Manufacture of other textiles n.e.c;2019 October;;;;283
6254;Total sales;1399 Manufacture of other textiles n.e.c;2019 November;;;;283
6255;Total sales;1399 Manufacture of other textiles n.e.c;2019 December;;;;283
6256;Total sales;1399 Manufacture of other textiles n.e.c;2019;104.5;;0.9;283
6257;Total sales;1399 Manufacture of other textiles n.e.c;2020 January;;;;283
6258;Total sales;1399 Manufacture of other textiles n.e.c;2020 February;;;;283
6259;Total sales;1399 Manufacture of other textiles n.e.c;2020 March;;;;283
6260;Total sales;1399 Manufacture of other textiles n.e.c;2020 April;;;;283
6261;Total sales;1399 Manufacture of other textiles n.e.c;2020 May;;;;283
6262;Total sales;1399 Manufacture of other textiles n.e.c;2020 June;;;;283
6263;Total sales;1399 Manufacture of other textiles n.e.c;2020 July;;;;283
6264;Total sales;1399 Manufacture of other textiles n.e.c;2020 August;;;;283
6265;Total sales;1399 Manufacture of other textiles n.e.c;2020 September;;;;283
6266;Total sales;1399 Manufacture of other textiles n.e.c;2020 October;;;;283
6267;Total sales;1399 Manufacture of other textiles n.e.c;2020 November;;;;283
6268;Total sales;1399 Manufacture of other textiles n.e.c;2020 December;;;;283
6269;Total sales;1399 Manufacture of other textiles n.e.c;2020;100.2;;-4.1;283
6270;Total sales;1399 Manufacture of other textiles n.e.c;2021 January;;;;283
6271;Total sales;1399 Manufacture of other textiles n.e.c;2021 February;;;;283
6272;Total sales;1399 Manufacture of other textiles n.e.c;2021 March;;;;283
6273;Total sales;1399 Manufacture of other textiles n.e.c;2021 April;;;;283
6274;Total sales;1399 Manufacture of other textiles n.e.c;2021 May;;;;283
6275;Total sales;1399 Manufacture of other textiles n.e.c;2021 June;;;;283
6276;Total sales;1399 Manufacture of other textiles n.e.c;2021 July;;;;283
6277;Total sales;1399 Manufacture of other textiles n.e.c;2021 August;;;;283
6278;Total sales;1399 Manufacture of other textiles n.e.c;2021 September;;;;283
6279;Total sales;1399 Manufacture of other textiles n.e.c;2021 October;;;;283
6280;Total sales;1399 Manufacture of other textiles n.e.c;2021 November;;;;283
6281;Total sales;1399 Manufacture of other textiles n.e.c;2021 December;;;;283
6282;Total sales;1399 Manufacture of other textiles n.e.c;2021;100.0;;-0.2;283
6283;Total sales;1399 Manufacture of other textiles n.e.c;2022 January;;;;283
6284;Total sales;1399 Manufacture of other textiles n.e.c;2022 February;;;;283
6285;Total sales;1399 Manufacture of other textiles n.e.c;2022 March;;;;283
6286;Total sales;1399 Manufacture of other textiles n.e.c;2022 April;;;;283
6287;Total sales;1399 Manufacture of other textiles n.e.c;2022 May;;;;283
6288;Total sales;1399 Manufacture of other textiles n.e.c;2022 June;;;;283
6289;Total sales;1399 Manufacture of other textiles n.e.c;2022 July;;;;283
6290;Total sales;1399 Manufacture of other textiles n.e.c;2022 August;;;;283
6291;Total sales;1399 Manufacture of other textiles n.e.c;2022 September;;;;283
6292;Total sales;1399 Manufacture of other textiles n.e.c;2022 October;;;;283
6293;Total sales;1399 Manufacture of other textiles n.e.c;2022 November;;;;283
6294;Total sales;1399 Manufacture of other textiles n.e.c;2022 December;;;;283
6295;Total sales;1399 Manufacture of other textiles n.e.c;2022;103.7;;3.7;283
6296;Total sales;1399 Manufacture of other textiles n.e.c;2023 January;;;;283
6297;Total sales;1399 Manufacture of other textiles n.e.c;2023 February;;;;283
6298;Total sales;1399 Manufacture of other textiles n.e.c;2023 March;;;;283
6299;Total sales;1399 Manufacture of other textiles n.e.c;2023 April;;;;283
6300;Total sales;1399 Manufacture of other textiles n.e.c;2023 May;;;;283
6301;Total sales;1399 Manufacture of other textiles n.e.c;2023 June;;;;283
6302;Total sales;1399 Manufacture of other textiles n.e.c;2023 July;;;;283
6303;Total sales;1399 Manufacture of other textiles n.e.c;2023 August;;;;283
6304;Total sales;1399 Manufacture of other textiles n.e.c;2023 September;;;;283
6305;Total sales;1399 Manufacture of other textiles n.e.c;2023 October;;;;283
6306;Total sales;1399 Manufacture of other textiles n.e.c;2023 November;;;;283
6307;Total sales;1399 Manufacture of other textiles n.e.c;2023 December;;;;283
6308;Total sales;1399 Manufacture of other textiles n.e.c;2023;111.8;;7.7;283
6309;Total sales;1399 Manufacture of other textiles n.e.c;2024 January;;;;283
6310;Total sales;1399 Manufacture of other textiles n.e.c;2024 February;;;;283
6311;Total sales;1399 Manufacture of other textiles n.e.c;2024 March;;;;283
6312;Total sales;1399 Manufacture of other textiles n.e.c;2024 April;112.6;;;283
6313;Total sales;1399 Manufacture of other textiles n.e.c;2024 May;112.5;-0.1;;283
6314;Total sales;1399 Manufacture of other textiles n.e.c;2024 June;112.4;-0.1;;283
6315;Total sales;1399 Manufacture of other textiles n.e.c;2024 July;113.1;0.6;;283
6316;Total sales;1399 Manufacture of other textiles n.e.c;2024 August;113.5;0.4;;283
6317;Total sales;1399 Manufacture of other textiles n.e.c;2024 September;112.7;-0.7;;283
6318;Total sales;1399 Manufacture of other textiles n.e.c;2024 October;112.9;0.2;;283
6319;Total sales;1399 Manufacture of other textiles n.e.c;2024 November;113.1;0.2;;283
6320;Total sales;1399 Manufacture of other textiles n.e.c;2024 December;112.9;-0.3;;283
6321;Total sales;1399 Manufacture of other textiles n.e.c;2024;112.7;;0.8;283
6322;Total sales;1399 Manufacture of other textiles n.e.c;2025 January;113.1;0.2;;283
6323;Total sales;1399 Manufacture of other textiles n.e.c;2025 February;113.3;0.2;;283
6324;Total sales;14 Manufacture of wearing apparel;2018 January;96.3;;;493
6325;Total sales;14 Manufacture of wearing apparel;2018 February;96.2;-0.1;;493
6326;Total sales;14 Manufacture of wearing apparel;2018 March;96.3;0.1;;493
6327;Total sales;14 Manufacture of wearing apparel;2018 April;96.1;-0.2;;493
6328;Total sales;14 Manufacture of wearing apparel;2018 May;96.2;0.0;;493
6329;Total sales;14 Manufacture of wearing apparel;2018 June;96.2;0.0;;493
6330;Total sales;14 Manufacture of wearing apparel;2018 July;96.0;-0.2;;493
6331;Total sales;14 Manufacture of wearing apparel;2018 August;95.7;-0.4;;493
6332;Total sales;14 Manufacture of wearing apparel;2018 September;95.7;0.1;;493
6333;Total sales;14 Manufacture of wearing apparel;2018 October;96.2;0.4;;493
6334;Total sales;14 Manufacture of wearing apparel;2018 November;96.1;0.0;;493
6335;Total sales;14 Manufacture of wearing apparel;2018 December;96.2;0.1;;493
6336;Total sales;14 Manufacture of wearing apparel;2018;96.1;;;493
6337;Total sales;14 Manufacture of wearing apparel;2019 January;97.0;0.8;0.8;493
6338;Total sales;14 Manufacture of wearing apparel;2019 February;97.0;0.0;0.8;493
6339;Total sales;14 Manufacture of wearing apparel;2019 March;97.0;0.1;0.7;493
6340;Total sales;14 Manufacture of wearing apparel;2019 April;97.2;0.2;1.1;493
6341;Total sales;14 Manufacture of wearing apparel;2019 May;97.2;0.0;1.1;493
6342;Total sales;14 Manufacture of wearing apparel;2019 June;97.1;-0.1;1.0;493
6343;Total sales;14 Manufacture of wearing apparel;2019 July;97.2;0.1;1.2;493
6344;Total sales;14 Manufacture of wearing apparel;2019 August;97.2;0.0;1.6;493
6345;Total sales;14 Manufacture of wearing apparel;2019 September;97.2;0.1;1.6;493
6346;Total sales;14 Manufacture of wearing apparel;2019 October;97.1;-0.1;1.0;493
6347;Total sales;14 Manufacture of wearing apparel;2019 November;97.0;-0.2;0.9;493
6348;Total sales;14 Manufacture of wearing apparel;2019 December;97.1;0.1;0.9;493
6349;Total sales;14 Manufacture of wearing apparel;2019;97.1;;1.1;493
6350;Total sales;14 Manufacture of wearing apparel;2020 January;;;;493
6351;Total sales;14 Manufacture of wearing apparel;2020 February;98.9;;1.9;493
6352;Total sales;14 Manufacture of wearing apparel;2020 March;98.9;0.0;1.9;493
6353;Total sales;14 Manufacture of wearing apparel;2020 April;98.4;-0.5;1.2;493
6354;Total sales;14 Manufacture of wearing apparel;2020 May;98.4;0.0;1.2;493
6355;Total sales;14 Manufacture of wearing apparel;2020 June;98.4;0.0;1.3;493
6356;Total sales;14 Manufacture of wearing apparel;2020 July;;;;493
6357;Total sales;14 Manufacture of wearing apparel;2020 August;;;;493
6358;Total sales;14 Manufacture of wearing apparel;2020 September;;;;493
6359;Total sales;14 Manufacture of wearing apparel;2020 October;98.5;;1.4;493
6360;Total sales;14 Manufacture of wearing apparel;2020 November;98.4;-0.1;1.5;493
6361;Total sales;14 Manufacture of wearing apparel;2020 December;98.3;-0.2;1.2;493
6362;Total sales;14 Manufacture of wearing apparel;2020;;;;493
6363;Total sales;14 Manufacture of wearing apparel;2021 January;99.1;0.8;;493
6364;Total sales;14 Manufacture of wearing apparel;2021 February;99.2;0.1;0.3;493
