ID;AfzetMotorbrandstoffen;Perioden;TotaalAfzet_1;TotaalWegverkeerEnOverigeAfnemers_2;AutogasLpg_3;TotaalMotorbenzine_4;Euro95_5;SuperOngelood98_6;NormaalGelood_7;SuperGelood_8;TotaalDiesel_9;Laagzwavelig_10;Hoogzwavelig_11;Aardgas_12;Elektriciteit_13;TotaalScheepvaart_14;TotaalGasolieEnLichteStookolie_15;AfzetAanBinnenvaart_16;AfzetAanZeevaart_17;AfzetAanHandelarenScheepvaart_18;TotaalStookolie_19;Laagzwavelig_20;Hoogzwavelig_21;TotaalLuchtvaart_22;Vliegtuigkerosine_23;Vliegtuigbenzine_24;JetfuelOpBenzinebasis_25;TotaalRailverkeer_26;Diesel_27;Elektriciteit_28;AutogasLpg_29;TotaalMotorbenzine_30;Euro95_31;SuperOngelood98_32;NormaalGelood_33;SuperGelood_34;TotaalDiesel_35;Laagzwavelig_36;Hoogzwavelig_37;Aardgas_38;Elektriciteit_39;TotaalGasolieEnLichteStookolie_40;AfzetAanBinnenvaart_41;AfzetAanZeevaart_42;AfzetAanHandelarenScheepvaart_43;TotaalStookolie_44;Laagzwavelig_45;Hoogzwavelig_46;Vliegtuigkerosine_47;Vliegtuigbenzine_48;JetfuelOpBenzinebasis_49;Diesel_50;Elektriciteit_51;AutogasLpg_52;TotaalMotorbenzine_53;Euro95_54;SuperOngelood98_55;NormaalGelood_56;SuperGelood_57;TotaalDiesel_58;Laagzwavelig_59;Hoogzwavelig_60
518;Afzet voor bunkers;2014 juli;58.5;;;;;;;;;;;;;44.1;4.4;2.6;1.8;;39.6;9.3;30.4;14.5;14.5;;;;;;;;;;;;;;;;;102.0;60.0;42.0;;967.0;226.0;741.0;333.0;;;;;;;;;;;;;
519;Afzet voor bunkers;2014 augustus;58.8;;;;;;;;;;;;;44.5;4.5;2.7;1.8;;40.0;8.7;31.3;14.3;14.3;;;;;;;;;;;;;;;;;104.0;62.0;42.0;;976.0;212.0;764.0;329.0;;;;;;;;;;;;;
520;Afzet voor bunkers;2014 september;59.8;;;;;;;;;;;;;46.1;4.5;2.4;2.0;;41.7;9.6;32.1;13.7;13.7;;;;;;;;;;;;;;;;;104.0;57.0;47.0;;1016.0;233.0;783.0;315.0;;;;;;;;;;;;;
521;Afzet voor bunkers;2014 3e kwartaal;177.2;;;;;;;;;;;;;134.7;13.4;7.7;5.7;;121.3;27.5;93.8;42.5;42.5;;;;;;;;;;;;;;;;;310.0;179.0;131.0;;2959.0;671.0;2287.0;977.0;;;;;;;;;;;;;
522;Afzet voor bunkers;2014 oktober;55.1;;;;;;;;;;;;;41.5;5.4;2.7;2.7;;36.1;7.5;28.7;13.5;13.5;;;;;;;;;;;;;;;;;125.0;63.0;62.0;;881.0;183.0;699.0;311.0;;;;;;;;;;;;;
523;Afzet voor bunkers;2014 november;53.6;;;;;;;;;;;;;41.9;5.5;2.5;3.0;;36.4;5.8;30.6;11.7;11.7;;;;;;;;;;;;;;;;;127.0;57.0;69.0;;888.0;142.0;747.0;269.0;;;;;;;;;;;;;
524;Afzet voor bunkers;2014 december;56.6;;;;;;;;;;;;;45.0;7.5;2.6;4.9;;37.5;7.4;30.1;11.6;11.6;;;;;;;;;;;;;;;;;174.0;60.0;114.0;;914.0;180.0;735.0;266.0;;;;;;;;;;;;;
525;Afzet voor bunkers;2014 4e kwartaal;165.3;;;;;;;;;;;;;128.4;18.4;7.8;10.6;;110.0;20.7;89.4;36.8;36.8;;;;;;;;;;;;;;;;;426.0;180.0;246.0;;2684.0;504.0;2180.0;847.0;;;;;;;;;;;;;
526;Afzet voor bunkers;2015 januari;53.1;;;;;;;;;;;;;41.6;7.0;2.8;4.1;;34.6;6.3;28.3;11.5;11.5;;;;;;;;;;;;;;;;;161.0;65.0;96.0;;845.0;154.0;691.0;263.0;;;;;;;;;;;;;
527;Afzet voor bunkers;2015 februari;47.4;;;;;;;;;;;;;36.8;5.6;2.6;3.0;;31.2;5.2;26.0;10.6;10.6;;;;;;;;;;;;;;;;;130.0;61.0;69.0;;760.0;126.0;634.0;243.0;;;;;;;;;;;;;
528;Afzet voor bunkers;2015 maart;55.3;;;;;;;;;;;;;43.2;8.6;3.0;5.6;;34.6;6.2;28.3;12.2;12.2;;;;;;;;;;;;;;;;;199.0;70.0;129.0;;843.0;152.0;691.0;279.0;;;;;;;;;;;;;
529;Afzet voor bunkers;2015 1e kwartaal;155.8;;;;;;;;;;;;;121.6;21.2;8.5;12.7;;100.4;17.7;82.7;34.2;34.2;;;;;;;;;;;;;;;;;490.0;196.0;294.0;;2449.0;432.0;2016.0;786.0;;;;;;;;;;;;;
530;Afzet voor bunkers;2015 april;54.2;;;;;;;;;;;;;41.5;7.8;3.0;4.8;;33.7;7.7;26.0;12.7;12.7;;;;;;;;;;;;;;;;;181.0;70.0;111.0;;821.0;187.0;634.0;292.0;;;;;;;;;;;;;
531;Afzet voor bunkers;2015 mei;55.2;;;;;;;;;;;;;41.1;7.4;2.8;4.6;;33.7;6.9;26.8;14.2;14.2;;;;;;;;;;;;;;;;;171.0;65.0;107.0;;821.0;168.0;653.0;327.0;;;;;;;;;;;;;
532;Afzet voor bunkers;2015 juni;53.6;;;;;;;;;;;;;39.3;7.5;2.8;4.7;;31.8;4.8;27.0;14.3;14.3;;;;;;;;;;;;;;;;;175.0;66.0;109.0;;775.0;117.0;658.0;328.0;;;;;;;;;;;;;
533;Afzet voor bunkers;2015 2e kwartaal;163.0;;;;;;;;;;;;;121.9;22.8;8.7;14.1;;99.1;19.4;79.8;41.1;41.2;;;;;;;;;;;;;;;;;527.0;200.0;327.0;;2417.0;472.0;1945.0;947.0;;;;;;;;;;;;;
534;Afzet voor bunkers;2015 juli;54.3;;;;;;;;;;;;;39.2;6.2;2.7;3.5;;33.0;6.8;26.2;15.1;15.1;;;;;;;;;;;;;;;;;143.0;61.0;82.0;;805.0;166.0;638.0;348.0;;;;;;;;;;;;;
535;Afzet voor bunkers;2015 augustus;56.1;;;;;;;;;;;;;40.7;7.6;2.7;4.9;;33.1;6.2;27.0;15.4;15.4;;;;;;;;;;;;;;;;;176.0;63.0;113.0;;808.0;151.0;658.0;354.0;;;;;;;;;;;;;
536;Afzet voor bunkers;2015 september;59.1;;;;;;;;;;;;;44.8;6.9;2.8;4.2;;37.9;7.1;30.8;14.3;14.3;;;;;;;;;;;;;;;;;160.0;64.0;96.0;;924.0;173.0;751.0;330.0;;;;;;;;;;;;;
537;Afzet voor bunkers;2015 3e kwartaal;169.6;;;;;;;;;;;;;124.7;20.7;8.1;12.6;;104.0;20.1;83.9;44.9;44.9;;;;;;;;;;;;;;;;;480.0;188.0;292.0;;2536.0;490.0;2047.0;1031.0;;;;;;;;;;;;;
538;Afzet voor bunkers;2015 oktober;57.3;;;;;;;;;;;;;42.9;6.7;2.9;3.8;;36.2;8.0;28.2;14.3;14.3;;;;;;;;;;;;;;;;;156.0;68.0;88.0;;883.0;195.0;689.0;329.0;;;;;;;;;;;;;
539;Afzet voor bunkers;2015 november;54.4;;;;;;;;;;;;;42.3;6.2;2.8;3.4;;36.1;7.6;28.4;12.1;12.1;;;;;;;;;;;;;;;;;144.0;66.0;79.0;;880.0;186.0;694.0;278.0;;;;;;;;;;;;;
540;Afzet voor bunkers;2015 december;56.0;;;;;;;;;;;;;43.6;8.5;2.9;5.6;;35.0;6.2;28.9;12.4;12.4;;;;;;;;;;;;;;;;;198.0;68.0;130.0;;854.0;151.0;704.0;285.0;;;;;;;;;;;;;
541;Afzet voor bunkers;2015 4e kwartaal;167.7;;;;;;;;;;;;;128.8;21.5;8.7;12.8;;107.3;21.8;85.5;38.8;38.8;;;;;;;;;;;;;;;;;498.0;202.0;296.0;;2618.0;532.0;2086.0;893.0;;;;;;;;;;;;;
542;Afzet voor bunkers;2016 januari;54.3;;;;;;;;;;;;;42.2;8.4;2.9;5.4;;33.8;5.6;28.3;12.1;12.1;;;;;;;;;;;;;;;;;194.0;68.0;126.0;;826.0;136.0;689.0;278.0;;;;;;;;;;;;;
543;Afzet voor bunkers;2016 februari;51.2;;;;;;;;;;;;;39.8;6.6;2.8;3.7;;33.3;4.4;28.8;11.4;11.4;;;;;;;;;;;;;;;;;152.0;66.0;87.0;;811.0;108.0;703.0;261.0;;;;;;;;;;;;;
544;Afzet voor bunkers;2016 maart;54.8;;;;;;;;;;;;;42.3;7.4;2.9;4.5;;34.9;3.6;31.3;12.5;12.5;;;;;;;;;;;;;;;;;170.0;66.0;104.0;;851.0;88.0;764.0;288.0;;;;;;;;;;;;;
545;Afzet voor bunkers;2016 1e kwartaal;160.3;;;;;;;;;;;;;124.3;22.3;8.6;13.7;;102.0;13.6;88.4;36.0;36.0;;;;;;;;;;;;;;;;;516.0;200.0;316.0;;2488.0;332.0;2156.0;828.0;;;;;;;;;;;;;
546;Afzet voor bunkers;2016 april;53.0;;;;;;;;;;;;;39.6;6.8;3.0;3.8;;32.8;5.9;26.9;13.4;13.4;;;;;;;;;;;;;;;;;157.0;68.0;89.0;;800.0;144.0;655.0;308.0;;;;;;;;;;;;;
547;Afzet voor bunkers;2016 mei;57.8;;;;;;;;;;;;;43.6;7.6;2.7;4.9;;36.0;6.1;29.9;14.2;14.2;;;;;;;;;;;;;;;;;176.0;62.0;114.0;;879.0;148.0;730.0;326.0;;;;;;;;;;;;;
548;Afzet voor bunkers;2016 juni;57.1;;;;;;;;;;;;;43.1;6.7;2.7;4.0;;36.4;4.5;31.9;14.0;14.0;;;;;;;;;;;;;;;;;156.0;62.0;93.0;;887.0;109.0;779.0;321.0;;;;;;;;;;;;;
549;Afzet voor bunkers;2016 2e kwartaal;167.9;;;;;;;;;;;;;126.3;21.1;8.4;12.8;;105.2;16.4;88.7;41.6;41.6;;;;;;;;;;;;;;;;;489.0;193.0;296.0;;2565.0;401.0;2164.0;955.0;;;;;;;;;;;;;
550;Afzet voor bunkers;2016 juli;58.3;;;;;;;;;;;;;42.5;6.4;2.9;3.6;;36.1;4.8;31.2;15.8;15.8;;;;;;;;;;;;;;;;;149.0;66.0;83.0;;880.0;118.0;762.0;363.0;;;;;;;;;;;;;
551;Afzet voor bunkers;2016 augustus;58.0;;;;;;;;;;;;;42.2;8.1;2.7;5.3;;34.1;5.2;28.9;15.8;15.8;;;;;;;;;;;;;;;;;186.0;63.0;123.0;;833.0;127.0;706.0;362.0;;;;;;;;;;;;;
552;Afzet voor bunkers;2016 september;54.9;;;;;;;;;;;;;40.1;7.1;2.8;4.3;;33.0;5.2;27.8;14.8;14.8;;;;;;;;;;;;;;;;;164.0;64.0;100.0;;806.0;127.0;679.0;339.0;;;;;;;;;;;;;
553;Afzet voor bunkers;2016 3e kwartaal;171.1;;;;;;;;;;;;;124.8;21.6;8.4;13.2;;103.2;15.2;88.0;46.3;46.3;;;;;;;;;;;;;;;;;499.0;194.0;306.0;;2518.0;371.0;2147.0;1065.0;;;;;;;;;;;;;
554;Afzet voor bunkers;2016 oktober;56.3;;;;;;;;;;;;;41.9;7.9;2.9;5.0;;33.9;11.1;22.9;14.4;14.4;;;;;;;;;;;;;;;;;184.0;67.0;117.0;;828.0;270.0;558.0;331.0;;;;;;;;;;;;;
555;Afzet voor bunkers;2016 november;50.5;;;;;;;;;;;;;38.1;7.4;3.0;4.3;;30.7;7.2;23.5;12.4;12.4;;;;;;;;;;;;;;;;;171.0;70.0;100.0;;749.0;175.0;574.0;285.0;;;;;;;;;;;;;
556;Afzet voor bunkers;2016 december;50.6;;;;;;;;;;;;;38.0;7.2;2.8;4.4;;30.9;6.0;24.9;12.6;12.6;;;;;;;;;;;;;;;;;166.0;64.0;102.0;;753.0;145.0;608.0;289.0;;;;;;;;;;;;;
557;Afzet voor bunkers;2016 4e kwartaal;157.4;;;;;;;;;;;;;118.0;22.5;8.7;13.8;;95.5;24.2;71.3;39.4;39.4;;;;;;;;;;;;;;;;;521.0;202.0;319.0;;2329.0;590.0;1739.0;905.0;;;;;;;;;;;;;
558;Afzet voor bunkers;2017 januari;53.3;;;;;;;;;;;;;41.0;8.3;2.8;5.4;;32.8;8.1;24.6;12.3;12.3;;;;;;;;;;;;;;;;;191.0;66.0;126.0;;799.0;198.0;601.0;283.0;;;;;;;;;;;;;
559;Afzet voor bunkers;2017 februari;46.8;;;;;;;;;;;;;35.5;6.8;2.9;3.9;;28.7;7.4;21.3;11.4;11.4;;;;;;;;;;;;;;;;;157.0;67.0;90.0;;700.0;180.0;520.0;261.0;;;;;;;;;;;;;
560;Afzet voor bunkers;2017 maart;55.2;;;;;;;;;;;;;41.8;7.6;3.2;4.4;;34.2;7.9;26.3;13.4;13.4;;;;;;;;;;;;;;;;;176.0;74.0;103.0;;834.0;192.0;642.0;308.0;;;;;;;;;;;;;
561;Afzet voor bunkers;2017 1e kwartaal;155.4;;;;;;;;;;;;;118.3;22.7;8.9;13.8;;95.7;23.4;72.3;37.1;37.1;;;;;;;;;;;;;;;;;524.0;206.0;319.0;;2334.0;570.0;1764.0;852.0;;;;;;;;;;;;;
562;Afzet voor bunkers;2017 april;56.1;;;;;;;;;;;;;41.9;7.5;2.9;4.6;;34.4;6.3;28.1;14.2;14.2;;;;;;;;;;;;;;;;;174.0;68.0;106.0;;839.0;154.0;685.0;327.0;;;;;;;;;;;;;
563;Afzet voor bunkers;2017 mei;56.6;;;;;;;;;;;;;41.3;7.5;3.1;4.5;;33.7;7.6;26.2;15.3;15.3;;;;;;;;;;;;;;;;;175.0;71.0;104.0;;823.0;185.0;639.0;353.0;;;;;;;;;;;;;
564;Afzet voor bunkers;2017 juni;54.8;;;;;;;;;;;;;39.7;7.3;2.9;4.5;;32.4;5.7;26.7;15.1;15.1;;;;;;;;;;;;;;;;;170.0;67.0;103.0;;789.0;139.0;650.0;346.0;;;;;;;;;;;;;
565;Afzet voor bunkers;2017 2e kwartaal;167.5;;;;;;;;;;;;;122.9;22.4;8.9;13.5;;100.5;19.6;80.9;44.6;44.6;;;;;;;;;;;;;;;;;519.0;205.0;313.0;;2451.0;478.0;1973.0;1026.0;;;;;;;;;;;;;
566;Afzet voor bunkers;2017 juli;56.1;;;;;;;;;;;;;40.3;7.5;3.1;4.4;;32.9;6.2;26.6;15.8;15.8;;;;;;;;;;;;;;;;;173.0;71.0;102.0;;802.0;152.0;650.0;363.0;;;;;;;;;;;;;
567;Afzet voor bunkers;2017 augustus;55.5;;;;;;;;;;;;;39.8;7.3;2.9;4.5;;32.5;8.6;23.9;15.7;15.7;;;;;;;;;;;;;;;;;170.0;67.0;103.0;;793.0;210.0;583.0;361.0;;;;;;;;;;;;;
568;Afzet voor bunkers;2017 september;55.9;;;;;;;;;;;;;41.2;7.6;2.9;4.7;;33.5;5.8;27.8;14.7;14.7;;;;;;;;;;;;;;;;;176.0;67.0;109.0;;818.0;141.0;677.0;338.0;;;;;;;;;;;;;
569;Afzet voor bunkers;2017 3e kwartaal;167.5;;;;;;;;;;;;;121.3;22.4;8.8;13.6;;98.9;20.6;78.3;46.2;46.2;;;;;;;;;;;;;;;;;519.0;205.0;314.0;;2412.0;503.0;1909.0;1062.0;;;;;;;;;;;;;
570;Afzet voor bunkers;2017 oktober;54.9;;;;;;;;;;;;;39.9;7.6;2.8;4.8;;32.3;6.5;25.8;15.0;15.0;;;;;;;;;;;;;;;;;176.0;66.0;111.0;;788.0;159.0;629.0;345.0;;;;;;;;;;;;;
571;Afzet voor bunkers;2017 november;51.7;;;;;;;;;;;;;39.2;7.4;3.1;4.3;;31.8;4.3;27.5;12.5;12.5;;;;;;;;;;;;;;;;;172.0;71.0;101.0;;775.0;105.0;670.0;288.0;;;;;;;;;;;;;
572;Afzet voor bunkers;2017 december;54.0;;;;;;;;;;;;;41.3;7.5;3.0;4.5;;33.8;6.2;27.7;12.6;12.6;;;;;;;;;;;;;;;;;174.0;70.0;104.0;;825.0;151.0;675.0;291.0;;;;;;;;;;;;;
573;Afzet voor bunkers;2017 4e kwartaal;160.6;;;;;;;;;;;;;120.4;22.5;8.9;13.6;;97.9;17.0;80.9;40.2;40.2;;;;;;;;;;;;;;;;;522.0;207.0;315.0;;2388.0;415.0;1973.0;923.0;;;;;;;;;;;;;
574;Afzet voor bunkers;2018 januari;52.8;;;;;;;;;;;;;40.1;6.6;2.7;3.9;;33.6;9.2;24.4;12.7;12.7;;;;;;;;;;;;;;;;;152.0;63.0;89.0;;818.0;224.0;595.0;292.0;;;;;;;;;;;;;
575;Afzet voor bunkers;2018 februari;47.9;;;;;;;;;;;;;36.0;6.9;2.8;4.0;;29.1;7.9;21.2;11.9;11.9;;;;;;;;;;;;;;;;;159.0;66.0;93.0;;710.0;193.0;517.0;274.0;;;;;;;;;;;;;
576;Afzet voor bunkers;2018 maart;52.1;;;;;;;;;;;;;38.8;8.0;3.3;4.7;;30.8;4.7;26.1;13.3;13.3;;;;;;;;;;;;;;;;;186.0;78.0;108.0;;750.0;115.0;636.0;306.0;;;;;;;;;;;;;
577;Afzet voor bunkers;2018 1e kwartaal;152.8;;;;;;;;;;;;;114.9;21.5;8.9;12.6;;93.4;21.8;71.6;38.0;38.0;;;;;;;;;;;;;;;;;497.0;206.0;291.0;;2278.0;531.0;1748.0;873.0;;;;;;;;;;;;;
578;Afzet voor bunkers;2018 april;50.5;;;;;;;;;;;;;36.5;7.0;3.0;4.0;;29.5;6.7;22.9;14.0;14.0;;;;;;;;;;;;;;;;;162.0;68.0;93.0;;720.0;162.0;558.0;321.0;;;;;;;;;;;;;
579;Afzet voor bunkers;2018 mei;55.6;;;;;;;;;;;;;40.5;8.0;2.9;5.1;;32.5;6.6;25.9;15.1;15.1;;;;;;;;;;;;;;;;;185.0;67.0;118.0;;793.0;162.0;631.0;347.0;;;;;;;;;;;;;
580;Afzet voor bunkers;2018 juni;53.8;;;;;;;;;;;;;38.8;7.9;2.9;5.0;;30.9;8.5;22.4;15.0;15.0;;;;;;;;;;;;;;;;;183.0;68.0;116.0;;753.0;207.0;546.0;344.0;;;;;;;;;;;;;
581;Afzet voor bunkers;2018 2e kwartaal;159.9;;;;;;;;;;;;;115.8;22.9;8.8;14.1;;92.9;21.8;71.2;44.0;44.0;;;;;;;;;;;;;;;;;530.0;203.0;327.0;;2266.0;531.0;1736.0;1012.0;;;;;;;;;;;;;
582;Afzet voor bunkers;2018 juli;61.9;;;;;;;;;;;;;45.9;6.9;2.9;4.1;;39.0;10.7;28.4;16.0;16.0;;;;;;;;;;;;;;;;;160.0;66.0;94.0;;952.0;260.0;692.0;368.0;;;;;;;;;;;;;
583;Afzet voor bunkers;2018 augustus;56.9;;;;;;;;;;;;;41.0;8.0;2.7;5.3;;33.0;10.2;22.8;15.9;15.9;;;;;;;;;;;;;;;;;186.0;63.0;124.0;;804.0;248.0;556.0;366.0;;;;;;;;;;;;;
584;Afzet voor bunkers;2018 september;53.3;;;;;;;;;;;;;38.2;6.1;2.9;3.3;;32.1;9.5;22.6;15.1;15.1;;;;;;;;;;;;;;;;;142.0;66.0;76.0;;783.0;232.0;550.0;347.0;;;;;;;;;;;;;
585;Afzet voor bunkers;2018 3e kwartaal;172.2;;;;;;;;;;;;;125.2;21.1;8.4;12.7;;104.1;30.4;73.7;47.0;47.0;;;;;;;;;;;;;;;;;488.0;195.0;293.0;;2539.0;741.0;1798.0;1081.0;;;;;;;;;;;;;
586;Afzet voor bunkers;2018 oktober;51.9;;;;;;;;;;;;;36.7;6.7;2.8;3.9;;30.0;8.7;21.3;15.1;15.1;;;;;;;;;;;;;;;;;156.0;65.0;91.0;;732.0;211.0;521.0;348.0;;;;;;;;;;;;;
587;Afzet voor bunkers;2018 november;48.8;;;;;;;;;;;;;35.9;7.4;2.9;4.5;;28.5;7.6;20.9;12.9;12.9;;;;;;;;;;;;;;;;;170.0;67.0;104.0;;696.0;186.0;510.0;296.0;;;;;;;;;;;;;
588;Afzet voor bunkers;2018 december;48.7;;;;;;;;;;;;;35.6;6.9;3.1;3.9;;28.7;8.0;20.7;13.0;13.0;;;;;;;;;;;;;;;;;160.0;71.0;89.0;;701.0;195.0;506.0;299.0;;;;;;;;;;;;;
589;Afzet voor bunkers;2018 4e kwartaal;149.3;;;;;;;;;;;;;108.3;21.0;8.7;12.3;;87.3;24.3;63.0;41.0;41.0;;;;;;;;;;;;;;;;;486.0;202.0;284.0;;2129.0;592.0;1536.0;943.0;;;;;;;;;;;;;
590;Afzet voor bunkers;2019 januari;51.3;;;;;;;;;;;;;38.7;6.9;2.8;4.1;;31.8;8.2;23.6;12.6;12.6;;;;;;;;;;;;;;;;;160.0;66.0;94.0;;776.0;201.0;575.0;289.0;;;;;;;;;;;;;
591;Afzet voor bunkers;2019 februari;50.6;;;;;;;;;;;;;39.0;7.2;2.8;4.4;;31.8;8.1;23.7;11.7;11.7;;;;;;;;;;;;;;;;;166.0;64.0;102.0;;776.0;197.0;579.0;268.0;;;;;;;;;;;;;
592;Afzet voor bunkers;2019 maart;55.0;;;;;;;;;;;;;41.8;8.1;3.0;5.1;;33.7;8.3;25.3;13.3;13.3;;;;;;;;;;;;;;;;;188.0;70.0;117.0;;821.0;204.0;617.0;305.0;;;;;;;;;;;;;
593;Afzet voor bunkers;2019 1e kwartaal;157.0;;;;;;;;;;;;;119.5;22.2;8.6;13.6;;97.3;24.6;72.6;37.5;37.5;;;;;;;;;;;;;;;;;514.0;200.0;314.0;;2373.0;601.0;1772.0;862.0;;;;;;;;;;;;;
594;Afzet voor bunkers;2019 april;52.8;;;;;;;;;;;;;38.7;6.9;3.2;3.8;;31.8;7.3;24.5;14.1;14.1;;;;;;;;;;;;;;;;;160.0;73.0;87.0;;776.0;177.0;599.0;323.0;;;;;;;;;;;;;
595;Afzet voor bunkers;2019 mei;53.8;;;;;;;;;;;;;38.8;7.0;3.3;3.7;;31.8;10.6;21.2;15.0;15.0;;;;;;;;;;;;;;;;;162.0;76.0;86.0;;776.0;259.0;517.0;345.0;;;;;;;;;;;;;
596;Afzet voor bunkers;2019 juni;53.2;;;;;;;;;;;;;38.6;6.8;2.9;3.8;;31.8;7.9;23.9;14.6;14.6;;;;;;;;;;;;;;;;;156.0;68.0;89.0;;776.0;192.0;584.0;336.0;;;;;;;;;;;;;
597;Afzet voor bunkers;2019 2e kwartaal;159.8;;;;;;;;;;;;;116.1;20.7;9.3;11.3;;95.4;25.8;69.7;43.7;43.7;;;;;;;;;;;;;;;;;478.0;216.0;262.0;;2328.0;629.0;1699.0;1004.0;;;;;;;;;;;;;
598;Afzet voor bunkers;2019 juli;53.9;;;;;;;;;;;;;38.6;6.8;3.1;3.6;;31.8;7.4;24.5;15.4;15.4;;;;;;;;;;;;;;;;;156.0;72.0;84.0;;776.0;179.0;597.0;353.0;;;;;;;;;;;;;
599;Afzet voor bunkers;2019 augustus;54.0;;;;;;;;;;;;;38.5;6.7;2.9;3.8;;31.8;9.1;22.8;15.5;15.5;;;;;;;;;;;;;;;;;156.0;68.0;88.0;;776.0;221.0;555.0;356.0;;;;;;;;;;;;;
600;Afzet voor bunkers;2019 september;54.4;;;;;;;;;;;;;39.6;7.8;2.8;4.9;;31.8;9.0;22.9;14.9;14.9;;;;;;;;;;;;;;;;;180.0;66.0;114.0;;776.0;218.0;558.0;341.0;;;;;;;;;;;;;
601;Afzet voor bunkers;2019 3e kwartaal;162.4;;;;;;;;;;;;;116.7;21.2;8.9;12.3;;95.4;25.4;70.1;45.7;45.7;;;;;;;;;;;;;;;;;492.0;206.0;286.0;;2328.0;619.0;1709.0;1051.0;;;;;;;;;;;;;
602;Afzet voor bunkers;2019 oktober;54.1;;;;;;;;;;;;;39.5;7.7;3.2;4.5;;31.8;8.9;22.9;14.6;14.6;;;;;;;;;;;;;;;;;178.0;74.0;104.0;;776.0;218.0;558.0;335.0;;;;;;;;;;;;;
603;Afzet voor bunkers;2019 november;53.1;;;;;;;;;;;;;40.8;7.5;3.1;4.4;;33.4;11.8;21.6;12.3;12.3;;;;;;;;;;;;;;;;;173.0;71.0;102.0;;814.0;287.0;527.0;282.0;;;;;;;;;;;;;
604;Afzet voor bunkers;2019 december;52.2;;;;;;;;;;;;;39.6;7.8;3.1;4.7;;31.8;8.2;23.6;12.6;12.6;;;;;;;;;;;;;;;;;181.0;72.0;109.0;;776.0;201.0;575.0;289.0;;;;;;;;;;;;;
605;Afzet voor bunkers;2019 4e kwartaal;159.4;;;;;;;;;;;;;120.0;23.0;9.3;13.6;;97.0;28.9;68.1;39.4;39.4;;;;;;;;;;;;;;;;;532.0;216.0;316.0;;2366.0;706.0;1660.0;906.0;;;;;;;;;;;;;
606;Afzet voor bunkers;2020 januari;56.0;;;;;;;;;;;;;44.0;7.0;2.9;4.1;;37.0;32.7;4.2;12.0;12.0;;;;;;;;;;;;;;;;;162.0;68.0;94.0;;902.0;799.0;103.0;276.0;;;;;;;;;;;;;
607;Afzet voor bunkers;2020 februari;46.3;;;;;;;;;;;;;35.1;7.2;3.0;4.2;;27.9;26.5;1.4;11.2;11.2;;;;;;;;;;;;;;;;;166.0;68.0;97.0;;681.0;646.0;35.0;258.0;;;;;;;;;;;;;
608;Afzet voor bunkers;2020 maart;51.2;;;;;;;;;;;;;42.1;7.5;2.9;4.7;;34.5;31.7;2.8;9.2;9.2;;;;;;;;;;;;;;;;;174.0;66.0;108.0;;842.0;773.0;69.0;211.0;;;;;;;;;;;;;
609;Afzet voor bunkers;2020 1e kwartaal;153.9;;;;;;;;;;;;;121.5;22.1;9.2;12.9;;99.4;90.9;8.5;32.4;32.4;;;;;;;;;;;;;;;;;511.0;212.0;299.0;;2425.0;2218.0;207.0;745.0;;;;;;;;;;;;;
610;Afzet voor bunkers;2020 april;43.7;;;;;;;;;;;;;40.1;7.2;2.9;4.3;;32.9;26.5;6.4;3.6;3.6;;;;;;;;;;;;;;;;;166.0;66.0;100.0;;803.0;646.0;157.0;82.0;;;;;;;;;;;;;
611;Afzet voor bunkers;2020 mei;45.5;;;;;;;;;;;;;40.9;7.0;3.0;4.0;;33.9;28.7;5.2;4.7;4.7;;;;;;;;;;;;;;;;;162.0;69.0;92.0;;826.0;700.0;126.0;108.0;;;;;;;;;;;;;
612;Afzet voor bunkers;2020 juni;45.6;;;;;;;;;;;;;40.2;7.2;2.8;4.4;;33.0;27.4;5.6;5.4;5.4;;;;;;;;;;;;;;;;;166.0;64.0;102.0;;806.0;668.0;137.0;124.0;;;;;;;;;;;;;
613;Afzet voor bunkers;2020 2e kwartaal;134.8;;;;;;;;;;;;;121.2;21.3;8.6;12.7;;99.8;82.6;17.2;13.6;13.6;;;;;;;;;;;;;;;;;494.0;200.0;294.0;;2434.0;2014.0;420.0;314.0;;;;;;;;;;;;;
614;Afzet voor bunkers;2020 juli;49.7;;;;;;;;;;;;;42.3;8.2;3.3;5.0;;34.1;27.3;6.8;7.4;7.4;;;;;;;;;;;;;;;;;191.0;75.0;115.0;;831.0;665.0;165.0;170.0;;;;;;;;;;;;;
615;Afzet voor bunkers;2020 augustus;50.0;;;;;;;;;;;;;41.6;7.6;2.8;4.9;;33.9;27.4;6.5;8.4;8.4;;;;;;;;;;;;;;;;;177.0;64.0;113.0;;828.0;669.0;159.0;194.0;;;;;;;;;;;;;
616;Afzet voor bunkers;2020 september;51.3;;;;;;;;;;;;;43.3;7.3;3.0;4.3;;36.0;27.6;8.4;8.1;8.1;;;;;;;;;;;;;;;;;169.0;70.0;99.0;;878.0;674.0;204.0;185.0;;;;;;;;;;;;;
617;Afzet voor bunkers;2020 3e kwartaal;151.0;;;;;;;;;;;;;127.1;23.2;9.0;14.1;;104.0;82.3;21.7;23.9;23.9;;;;;;;;;;;;;;;;;536.0;209.0;327.0;;2536.0;2008.0;528.0;550.0;;;;;;;;;;;;;
