ID;Periods;Euro95_1;Diesel_2;LPG_3
6418;2023 Saturday 29 July;2.049;1.737;0.726
6419;2023 Sunday 30 July;2.049;1.737;0.726
6420;2023 Monday 31 July;2.052;1.743;0.727
6421;2023 Tuesday 1 August;2.06;1.755;0.724
6422;2023 Wednesday 2 August;2.065;1.77;0.725
6423;2023 Thursday 3 August;2.071;1.79;0.726
6424;2023 Friday 4 August;2.07;1.794;0.73
6425;2023 Saturday 5 August;2.067;1.793;0.729
6426;2023 Sunday 6 August;2.069;1.797;0.73
6427;2023 Monday 7 August;2.07;1.8;0.731
6428;2023 Tuesday 8 August;2.073;1.799;0.724
6429;2023 Wednesday 9 August;2.068;1.796;0.733
6430;2023 Thursday 10 August;2.073;1.809;0.725
6431;2023 Friday 11 August;2.076;1.815;0.73
6432;2023 Saturday 12 August;2.077;1.815;0.728
6433;2023 Sunday 13 August;2.08;1.817;0.726
6434;2023 Monday 14 August;2.08;1.821;0.729
6435;2023 Tuesday 15 August;2.081;1.821;0.726
6436;2023 Wednesday 16 August;2.078;1.817;0.733
6437;2023 Thursday 17 August;2.079;1.817;0.732
6438;2023 Friday 18 August;2.078;1.816;0.736
6439;2023 Saturday 19 August;2.077;1.813;0.738
6440;2023 Sunday 20 August;2.076;1.812;0.733
6441;2023 Monday 21 August;2.079;1.818;0.733
6442;2023 Tuesday 22 August;2.079;1.824;0.727
6443;2023 Wednesday 23 August;2.078;1.824;0.74
6444;2023 Thursday 24 August;2.079;1.827;0.733
6445;2023 Friday 25 August;2.085;1.827;0.739
6446;2023 Saturday 26 August;2.088;1.835;0.743
6447;2023 Sunday 27 August;2.088;1.836;0.742
6448;2023 Monday 28 August;2.091;1.841;0.749
6449;2023 Tuesday 29 August;2.097;1.85;0.743
6450;2023 Wednesday 30 August;2.1;1.853;0.748
6451;2023 Thursday 31 August;2.105;1.857;0.752
6452;2023 Friday 1 september;2.105;1.854;0.751
6453;2023 Saturday 2 september;2.103;1.854;0.751
6454;2023 Sunday 3 september;2.103;1.852;0.751
6455;2023 Monday 4 september;2.107;1.858;0.749
6456;2023 Tuesday 5 september;2.106;1.856;0.752
6457;2023 Wednesday 6 september;2.101;1.856;0.754
6458;2023 Thursday 7 september;2.097;1.861;0.751
6459;2023 Friday 8 september;2.096;1.864;0.761
6460;2023 Saturday 9 september;2.101;1.875;0.761
6461;2023 Sunday 10 september;2.104;1.877;0.756
6462;2023 Monday 11 september;2.105;1.885;0.753
6463;2023 Tuesday 12 september;2.113;1.905;0.762
6464;2023 Wednesday 13 september;2.119;1.918;0.765
6465;2023 Thursday 14 september;2.126;1.931;0.777
6466;2023 Friday 15 september;2.131;1.942;0.783
6467;2023 Saturday 16 september;2.135;1.948;0.787
6468;2023 Sunday 17 september;2.136;1.951;0.783
6469;2023 Monday 18 september;2.139;1.957;0.787
6470;2023 Tuesday 19 september;2.141;1.958;0.794
6471;2023 Wednesday 20 september;2.14;1.953;0.799
6472;2023 Thursday 21 september;2.137;1.954;0.79
6473;2023 Friday 22 september;2.132;1.951;0.796
6474;2023 Saturday 23 september;2.127;1.947;0.803
6475;2023 Sunday 24 september;2.126;1.947;0.798
6476;2023 Monday 25 september;2.129;1.951;0.793
6477;2023 Tuesday 26 september;2.124;1.945;0.801
6478;2023 Wednesday 27 september;2.115;1.94;0.797
6479;2023 Thursday 28 september;2.114;1.938;0.797
6480;2023 Friday 29 september;2.112;1.936;0.799
6481;2023 Saturday 30 september;2.102;1.932;0.798
6482;2023 Sunday 1 October;2.104;1.933;0.794
6483;2023 Monday 2 October;2.104;1.936;0.809
6484;2023 Tuesday 3 October;2.096;1.937;0.802
6485;2023 Wednesday 4 October;2.084;1.932;0.798
6486;2023 Thursday 5 October;2.077;1.926;0.802
6487;2023 Friday 6 October;2.067;1.914;0.806
6488;2023 Saturday 7 October;2.056;1.902;0.806
6489;2023 Sunday 8 October;2.056;1.9;0.801
6490;2023 Monday 9 October;2.058;1.903;0.803
6491;2023 Tuesday 10 October;2.053;1.9;0.804
6492;2023 Wednesday 11 October;2.049;1.893;0.799
6493;2023 Thursday 12 October;2.043;1.885;0.803
6494;2023 Friday 13 October;2.034;1.881;0.8
6495;2023 Saturday 14 October;2.03;1.883;0.81
6496;2023 Sunday 15 October;2.031;1.884;0.795
6497;2023 Monday 16 October;2.031;1.888;0.807
6498;2023 Tuesday 17 October;2.027;1.89;0.804
6499;2023 Wednesday 18 October;2.023;1.887;0.798
6500;2023 Thursday 19 October;2.029;1.891;0.8
6501;2023 Friday 20 October;2.028;1.89;0.803
6502;2023 Saturday 21 October;2.024;1.887;0.795
6503;2023 Sunday 22 October;2.024;1.885;0.803
6504;2023 Monday 23 October;2.028;1.891;0.8
6505;2023 Tuesday 24 October;2.024;1.888;0.802
6506;2023 Wednesday 25 October;2.018;1.879;0.797
6507;2023 Thursday 26 October;2.013;1.872;0.802
6508;2023 Friday 27 October;2.009;1.869;0.805
6509;2023 Saturday 28 October;2.007;1.865;0.805
6510;2023 Sunday 29 October;2.006;1.863;0.802
6511;2023 Monday 30 October;2.009;1.869;0.796
6512;2023 Tuesday 31 October;2.009;1.863;0.795
6513;2023 Wednesday 1 november;2.008;1.859;0.801
6514;2023 Thursday 2 november;2.009;1.858;0.796
6515;2023 Friday 3 november;2.008;1.857;0.798
6516;2023 Saturday 4 november;2.006;1.852;0.805
6517;2023 Sunday 5 november;2.005;1.853;0.795
6518;2023 Monday 6 november;2.009;1.86;0.797
6519;2023 Tuesday 7 november;2.009;1.857;0.801
6520;2023 Wednesday 8 november;2.006;1.852;0.796
6521;2023 Thursday 9 november;2.001;1.843;0.797
6522;2023 Friday 10 november;1.998;1.836;0.804
6523;2023 Saturday 11 november;1.993;1.827;0.798
6524;2023 Sunday 12 november;1.996;1.825;0.79
6525;2023 Monday 13 november;1.997;1.831;0.805
6526;2023 Tuesday 14 november;1.991;1.824;0.799
6527;2023 Wednesday 15 november;1.988;1.816;0.799
6528;2023 Thursday 16 november;1.982;1.809;0.799
6529;2023 Friday 17 november;1.976;1.8;0.798
6530;2023 Saturday 18 november;1.967;1.792;0.803
6531;2023 Sunday 19 november;1.966;1.791;0.797
6532;2023 Monday 20 november;1.969;1.796;0.8
6533;2023 Tuesday 21 november;1.963;1.791;0.803
6534;2023 Wednesday 22 november;1.958;1.786;0.797
6535;2023 Thursday 23 november;1.956;1.785;0.791
6536;2023 Friday 24 november;1.953;1.783;0.803
6537;2023 Saturday 25 november;1.95;1.776;0.795
6538;2023 Sunday 26 november;1.949;1.774;0.802
6539;2023 Monday 27 november;1.951;1.781;0.801
6540;2023 Tuesday 28 november;1.947;1.777;0.799
6541;2023 Wednesday 29 november;1.942;1.773;0.802
6542;2023 Thursday 30 november;1.94;1.769;0.798
6543;2023 Friday 1 december;1.937;1.768;0.797
6544;2023 Saturday 2 december;1.933;1.759;0.797
6545;2023 Sunday 3 december;1.934;1.761;0.799
6546;2023 Monday 4 december;1.935;1.763;0.802
6547;2023 Tuesday 5 december;1.926;1.756;0.789
6548;2023 Wednesday 6 december;1.922;1.748;0.801
6549;2023 Thursday 7 december;1.919;1.745;0.795
6550;2023 Friday 8 december;1.913;1.74;0.798
6551;2023 Saturday 9 december;1.905;1.731;0.796
6552;2023 Sunday 10 december;1.907;1.731;0.797
6553;2023 Monday 11 december;1.909;1.738;0.798
6554;2023 Tuesday 12 december;1.908;1.732;0.795
6555;2023 Wednesday 13 december;1.903;1.726;0.801
6556;2023 Thursday 14 december;1.896;1.719;0.803
6557;2023 Friday 15 december;1.888;1.714;0.804
6558;2023 Saturday 16 december;1.885;1.709;0.8
6559;2023 Sunday 17 december;1.887;1.709;0.806
6560;2023 Monday 18 december;1.887;1.714;0.803
6561;2023 Tuesday 19 december;1.887;1.713;0.808
6562;2023 Wednesday 20 december;1.885;1.706;0.805
6563;2023 Thursday 21 december;1.887;1.712;0.804
6564;2023 Friday 22 december;1.886;1.713;0.806
6565;2023 Saturday 23 december;1.886;1.71;0.81
6566;2023 Sunday 24 december;1.885;1.709;0.805
6567;2023 Monday 25 december;1.888;1.711;0.819
6568;2023 Tuesday 26 december;1.888;1.71;0.81
6569;2023 Wednesday 27 december;1.887;1.712;0.812
6570;2023 Thursday 28 december;1.888;1.713;0.797
6571;2023 Friday 29 december;1.887;1.712;0.804
6572;2023 Saturday 30 december;1.888;1.711;0.812
6573;2023 Sunday 31 december;1.89;1.711;0.803
6574;2024 Monday 1 January;1.895;1.715;0.804
6575;2024 Tuesday 2 January;1.885;1.71;0.8
6576;2024 Wednesday 3 January;1.889;1.714;0.805
6577;2024 Thursday 4 January;1.893;1.718;0.805
6578;2024 Friday 5 January;1.9;1.722;0.817
6579;2024 Saturday 6 January;1.901;1.719;0.812
6580;2024 Sunday 7 January;1.902;1.721;0.814
6581;2024 Monday 8 January;1.904;1.727;0.804
6582;2024 Tuesday 9 January;1.902;1.72;0.812
6583;2024 Wednesday 10 January;1.901;1.719;0.811
6584;2024 Thursday 11 January;1.902;1.723;0.81
6585;2024 Friday 12 January;1.901;1.722;0.815
6586;2024 Saturday 13 January;1.906;1.731;0.818
6587;2024 Sunday 14 January;1.91;1.735;0.816
6588;2024 Monday 15 January;1.911;1.739;0.815
6589;2024 Tuesday 16 January;1.913;1.738;0.812
6590;2024 Wednesday 17 January;1.915;1.738;0.819
6591;2024 Thursday 18 January;1.916;1.74;0.812
6592;2024 Friday 19 January;1.916;1.74;0.818
6593;2024 Saturday 20 January;1.918;1.739;0.815
6594;2024 Sunday 21 January;1.92;1.74;0.816
6595;2024 Monday 22 January;1.919;1.743;0.818
6596;2024 Tuesday 23 January;1.92;1.741;0.815
6597;2024 Wednesday 24 January;1.925;1.743;0.819
6598;2024 Thursday 25 January;1.925;1.745;0.819
6599;2024 Friday 26 January;1.928;1.749;0.817
6600;2024 Saturday 27 January;1.931;1.755;0.815
6601;2024 Sunday 28 January;1.931;1.756;0.816
6602;2024 Monday 29 January;1.935;1.763;0.817
6603;2024 Tuesday 30 January;1.94;1.774;0.822
6604;2024 Wednesday 31 January;1.939;1.773;0.818
6605;2024 Thursday 1 February;1.944;1.777;0.821
6606;2024 Friday 2 February;1.947;1.782;0.818
6607;2024 Saturday 3 February;1.942;1.776;0.821
6608;2024 Sunday 4 February;1.944;1.776;0.812
6609;2024 Monday 5 February;1.946;1.782;0.817
6610;2024 Tuesday 6 February;1.944;1.778;0.821
6611;2024 Wednesday 7 February;1.943;1.78;0.822
6612;2024 Thursday 8 February;1.95;1.787;0.822
6613;2024 Friday 9 February;1.957;1.801;0.823
6614;2024 Saturday 10 February;1.967;1.811;0.818
6615;2024 Sunday 11 February;1.969;1.814;0.82
6616;2024 Monday 12 February;1.97;1.82;0.826
6617;2024 Tuesday 13 February;1.976;1.822;0.821
6618;2024 Wednesday 14 February;1.978;1.832;0.822
6619;2024 Thursday 15 February;1.989;1.836;0.822
6620;2024 Friday 16 February;1.99;1.836;0.831
6621;2024 Saturday 17 February;1.987;1.828;0.829
6622;2024 Sunday 18 February;1.988;1.829;0.821
6623;2024 Monday 19 February;1.989;1.834;0.828
6624;2024 Tuesday 20 February;1.989;1.832;0.832
6625;2024 Wednesday 21 February;1.987;1.825;0.833
6626;2024 Thursday 22 February;1.984;1.823;0.829
6627;2024 Friday 23 February;1.981;1.819;0.832
6628;2024 Saturday 24 February;1.979;1.812;0.832
6629;2024 Sunday 25 February;1.977;1.809;0.836
6630;2024 Monday 26 February;1.98;1.817;0.83
6631;2024 Tuesday 27 February;1.98;1.811;0.833
6632;2024 Wednesday 28 February;1.982;1.808;0.83
6633;2024 Thursday 29 February;1.986;1.808;0.836
6634;2024 Friday 1 March;1.988;1.807;0.834
6635;2024 Saturday 2 March;1.989;1.802;0.836
6636;2024 Sunday 3 March;1.986;1.801;0.83
6637;2024 Monday 4 March;1.992;1.807;0.837
6638;2024 Tuesday 5 March;1.996;1.804;0.831
6639;2024 Wednesday 6 March;1.994;1.802;0.834
6640;2024 Thursday 7 March;1.991;1.797;0.833
6641;2024 Friday 8 March;1.989;1.796;0.836
6642;2024 Saturday 9 March;1.985;1.791;0.83
6643;2024 Sunday 10 March;1.983;1.789;0.836
6644;2024 Monday 11 March;1.988;1.797;0.835
6645;2024 Tuesday 12 March;1.982;1.788;0.834
6646;2024 Wednesday 13 March;1.98;1.786;0.832
6647;2024 Thursday 14 March;1.987;1.787;0.83
6648;2024 Friday 15 March;1.994;1.787;0.83
6649;2024 Saturday 16 March;2.001;1.785;0.834
6650;2024 Sunday 17 March;2.003;1.785;0.833
6651;2024 Monday 18 March;2.005;1.79;0.832
6652;2024 Tuesday 19 March;2.01;1.792;0.825
6653;2024 Wednesday 20 March;2.016;1.799;0.835
6654;2024 Thursday 21 March;2.02;1.801;0.828
6655;2024 Friday 22 March;2.024;1.8;0.835
6656;2024 Saturday 23 March;2.025;1.796;0.827
6657;2024 Sunday 24 March;2.024;1.796;0.828
6658;2024 Monday 25 March;2.031;1.802;0.828
6659;2024 Tuesday 26 March;2.037;1.801;0.827
6660;2024 Wednesday 27 March;2.044;1.8;0.829
6661;2024 Thursday 28 March;2.045;1.8;0.827
6662;2024 Friday 29 March;2.051;1.8;0.826
6663;2024 Saturday 30 March;2.051;1.798;0.822
6664;2024 Sunday 31 March;2.054;1.798;0.827
6665;2024 Monday 1 april;2.053;1.798;0.827
6666;2024 Tuesday 2 april;2.055;1.802;0.827
6667;2024 Wednesday 3 april;2.061;1.806;0.82
6668;2024 Thursday 4 april;2.071;1.817;0.816
6669;2024 Friday 5 april;2.076;1.817;0.818
6670;2024 Saturday 6 april;2.08;1.816;0.813
6671;2024 Sunday 7 april;2.078;1.816;0.815
6672;2024 Monday 8 april;2.084;1.823;0.818
6673;2024 Tuesday 9 april;2.084;1.824;0.816
6674;2024 Wednesday 10 april;2.085;1.821;0.816
6675;2024 Thursday 11 april;2.084;1.821;0.808
6676;2024 Friday 12 april;2.086;1.819;0.811
6677;2024 Saturday 13 april;2.091;1.816;0.812
6678;2024 Sunday 14 april;2.093;1.817;0.806
6679;2024 Monday 15 april;2.094;1.822;0.81
6680;2024 Tuesday 16 april;2.095;1.821;0.81
6681;2024 Wednesday 17 april;2.094;1.817;0.81
6682;2024 Thursday 18 april;2.095;1.814;0.806
6683;2024 Friday 19 april;2.092;1.805;0.812
6684;2024 Saturday 20 april;2.084;1.794;0.799
6685;2024 Sunday 21 april;2.081;1.791;0.804
6686;2024 Monday 22 april;2.088;1.8;0.803
6687;2024 Tuesday 23 april;2.081;1.792;0.801
6688;2024 Wednesday 24 april;2.076;1.784;0.8
6689;2024 Thursday 25 april;2.076;1.783;0.803
6690;2024 Friday 26 april;2.074;1.782;0.797
6691;2024 Saturday 27 april;2.076;1.776;0.805
6692;2024 Sunday 28 april;2.079;1.779;0.798
6693;2024 Monday 29 april;2.081;1.783;0.799
6694;2024 Tuesday 30 april;2.083;1.781;0.796
6695;2024 Wednesday 1 May;2.082;1.778;0.797
6696;2024 Thursday 2 May;2.08;1.774;0.798
6697;2024 Friday 3 May;2.075;1.769;0.79
6698;2024 Saturday 4 May;2.066;1.759;0.795
6699;2024 Sunday 5 May;2.064;1.757;0.789
6700;2024 Monday 6 May;2.068;1.762;0.79
6701;2024 Tuesday 7 May;2.063;1.758;0.788
6702;2024 Wednesday 8 May;2.055;1.748;0.795
6703;2024 Thursday 9 May;2.05;1.742;0.783
6704;2024 Friday 10 May;2.048;1.741;0.79
6705;2024 Saturday 11 May;2.043;1.735;0.783
6706;2024 Sunday 12 May;2.045;1.734;0.784
6707;2024 Monday 13 May;2.046;1.739;0.788
6708;2024 Tuesday 14 May;2.041;1.733;0.791
6709;2024 Wednesday 15 May;2.033;1.725;0.78
6710;2024 Thursday 16 May;2.026;1.722;0.783
6711;2024 Friday 17 May;2.018;1.713;0.779
6712;2024 Saturday 18 May;2.016;1.707;0.775
6713;2024 Sunday 19 May;2.016;1.707;0.77
6714;2024 Monday 20 May;2.018;1.709;0.778
6715;2024 Tuesday 21 May;2.016;1.711;0.77
6716;2024 Wednesday 22 May;2.012;1.707;0.776
6717;2024 Thursday 23 May;2.005;1.704;0.765
6718;2024 Friday 24 May;2.003;1.699;0.765
6719;2024 Saturday 25 May;1.998;1.693;0.758
6720;2024 Sunday 26 May;1.996;1.691;0.766
6721;2024 Monday 27 May;2.0;1.696;0.763
6722;2024 Tuesday 28 May;1.997;1.694;0.761
6723;2024 Wednesday 29 May;1.997;1.691;0.761
6724;2024 Thursday 30 May;2.001;1.698;0.761
6725;2024 Friday 31 May;1.998;1.698;0.759
6726;2024 Saturday 1 June;1.99;1.688;0.75
6727;2024 Sunday 2 June;1.992;1.688;0.755
6728;2024 Monday 3 June;1.994;1.694;0.752
6729;2024 Tuesday 4 June;1.992;1.691;0.758
6730;2024 Wednesday 5 June;1.984;1.682;0.754
6731;2024 Thursday 6 June;1.981;1.681;0.751
6732;2024 Friday 7 June;1.98;1.679;0.75
6733;2024 Saturday 8 June;1.979;1.676;0.751
6734;2024 Sunday 9 June;1.978;1.675;0.749
6735;2024 Monday 10 June;1.981;1.682;0.749
6736;2024 Tuesday 11 June;1.984;1.684;0.75
6737;2024 Wednesday 12 June;1.986;1.687;0.753
6738;2024 Thursday 13 June;1.988;1.695;0.746
6739;2024 Friday 14 June;1.988;1.698;0.748
6740;2024 Saturday 15 June;1.986;1.702;0.75
6741;2024 Sunday 16 June;1.987;1.704;0.747
6742;2024 Monday 17 June;1.99;1.71;0.746
6743;2024 Tuesday 18 June;1.989;1.711;0.754
6744;2024 Wednesday 19 June;1.989;1.709;0.753
6745;2024 Thursday 20 June;1.997;1.719;0.75
6746;2024 Friday 21 June;2.002;1.723;0.75
6747;2024 Saturday 22 June;2.002;1.726;0.748
6748;2024 Sunday 23 June;2.0;1.726;0.751
6749;2024 Monday 24 June;2.004;1.731;0.747
6750;2024 Tuesday 25 June;2.004;1.731;0.752
6751;2024 Wednesday 26 June;2.002;1.735;0.744
6752;2024 Thursday 27 June;2.004;1.74;0.75
6753;2024 Friday 28 June;2.008;1.743;0.748
6754;2024 Saturday 29 June;2.01;1.742;0.746
6755;2024 Sunday 30 June;2.009;1.743;0.745
6756;2024 Monday 1 July;2.013;1.749;0.75
6757;2024 Tuesday 2 July;2.01;1.749;0.749
6758;2024 Wednesday 3 July;2.014;1.752;0.75
6759;2024 Thursday 4 July;2.018;1.753;0.747
6760;2024 Friday 5 July;2.017;1.753;0.747
6761;2024 Saturday 6 July;2.015;1.749;0.74
6762;2024 Sunday 7 July;2.015;1.747;0.741
6763;2024 Monday 8 July;2.02;1.755;0.747
6764;2024 Tuesday 9 July;2.014;1.748;0.752
6765;2024 Wednesday 10 July;2.008;1.744;0.748
6766;2024 Thursday 11 July;2.007;1.74;0.757
6767;2024 Friday 12 July;2.001;1.736;0.748
6768;2024 Saturday 13 July;1.998;1.73;0.743
6769;2024 Sunday 14 July;2.001;1.733;0.746
6770;2024 Monday 15 July;2.003;1.738;0.754
6771;2024 Tuesday 16 July;2.002;1.736;0.747
6772;2024 Wednesday 17 July;1.998;1.733;0.751
6773;2024 Thursday 18 July;1.998;1.732;0.744
6774;2024 Friday 19 July;1.998;1.729;0.749
6775;2024 Saturday 20 July;1.994;1.723;0.741
6776;2024 Sunday 21 July;1.993;1.722;0.743
6777;2024 Monday 22 July;1.998;1.727;0.749
6778;2024 Tuesday 23 July;1.993;1.725;0.75
6779;2024 Wednesday 24 July;1.989;1.718;0.745
6780;2024 Thursday 25 July;1.989;1.72;0.74
6781;2024 Friday 26 July;1.988;1.716;0.749
6782;2024 Saturday 27 July;1.982;1.709;0.749
6783;2024 Sunday 28 July;1.982;1.708;0.745
6784;2024 Monday 29 July;1.986;1.714;0.746
6785;2024 Tuesday 30 July;1.982;1.712;0.752
6786;2024 Wednesday 31 July;1.978;1.705;0.748
6787;2024 Thursday 1 August;1.979;1.708;0.752
6788;2024 Friday 2 August;1.981;1.707;0.746
6789;2024 Saturday 3 August;1.976;1.699;0.752
6790;2024 Sunday 4 August;1.98;1.701;0.742
6791;2024 Monday 5 August;1.981;1.705;0.739
6792;2024 Tuesday 6 August;1.973;1.695;0.749
6793;2024 Wednesday 7 August;1.964;1.687;0.741
6794;2024 Thursday 8 August;1.964;1.686;0.742
6795;2024 Friday 9 August;1.963;1.685;0.749
6796;2024 Saturday 10 August;1.964;1.682;0.741
6797;2024 Sunday 11 August;1.964;1.678;0.75
6798;2024 Monday 12 August;1.968;1.688;0.738
6799;2024 Tuesday 13 August;1.967;1.685;0.75
6800;2024 Wednesday 14 August;1.964;1.682;0.742
6801;2024 Thursday 15 August;1.965;1.685;0.746
6802;2024 Friday 16 August;1.96;1.684;0.743
6803;2024 Saturday 17 August;1.954;1.672;0.74
6804;2024 Sunday 18 August;1.955;1.674;0.748
6805;2024 Monday 19 August;1.956;1.677;0.745
6806;2024 Tuesday 20 August;1.95;1.668;0.741
6807;2024 Wednesday 21 August;1.943;1.663;0.746
6808;2024 Thursday 22 August;1.939;1.657;0.739
6809;2024 Friday 23 August;1.933;1.653;0.741
6810;2024 Saturday 24 August;1.927;1.645;0.746
6811;2024 Sunday 25 August;1.925;1.643;0.746
6812;2024 Monday 26 August;1.93;1.649;0.745
6813;2024 Tuesday 27 August;1.931;1.649;0.749
6814;2024 Wednesday 28 August;1.927;1.648;0.745
6815;2024 Thursday 29 August;1.924;1.644;0.74
6816;2024 Friday 30 August;1.92;1.64;0.746
6817;2024 Saturday 31 August;1.915;1.639;0.734
6818;2024 Sunday 1 september;1.912;1.635;0.738
6819;2024 Monday 2 september;1.916;1.64;0.737
6820;2024 Tuesday 3 september;1.913;1.638;0.742
6821;2024 Wednesday 4 september;1.906;1.632;0.74
6822;2024 Thursday 5 september;1.904;1.63;0.741
6823;2024 Friday 6 september;1.897;1.624;0.748
6824;2024 Saturday 7 september;1.89;1.618;0.748
6825;2024 Sunday 8 september;1.892;1.62;0.744
6826;2024 Monday 9 september;1.893;1.624;0.742
6827;2024 Tuesday 10 september;1.885;1.617;0.733
6828;2024 Wednesday 11 september;1.876;1.611;0.735
6829;2024 Thursday 12 september;1.873;1.607;0.742
6830;2024 Friday 13 september;1.87;1.604;0.738
6831;2024 Saturday 14 september;1.868;1.599;0.737
6832;2024 Sunday 15 september;1.869;1.597;0.739
6833;2024 Monday 16 september;1.872;1.606;0.739
6834;2024 Tuesday 17 september;1.87;1.601;0.741
6835;2024 Wednesday 18 september;1.866;1.598;0.738
6836;2024 Thursday 19 september;1.868;1.596;0.739
6837;2024 Friday 20 september;1.874;1.601;0.745
6838;2024 Saturday 21 september;1.874;1.596;0.742
6839;2024 Sunday 22 september;1.873;1.596;0.748
6840;2024 Monday 23 september;1.875;1.6;0.747
6841;2024 Tuesday 24 september;1.871;1.597;0.746
6842;2024 Wednesday 25 september;1.869;1.595;0.752
6843;2024 Thursday 26 september;1.87;1.598;0.749
6844;2024 Friday 27 september;1.864;1.593;0.749
6845;2024 Saturday 28 september;1.859;1.584;0.744
6846;2024 Sunday 29 september;1.859;1.584;0.749
6847;2024 Monday 30 september;1.861;1.589;0.746
6848;2024 Tuesday 1 October;1.86;1.588;0.749
6849;2024 Wednesday 2 October;1.859;1.587;0.753
6850;2024 Thursday 3 October;1.864;1.597;0.756
6851;2024 Friday 4 October;1.869;1.604;0.765
6852;2024 Saturday 5 October;1.877;1.616;0.767
6853;2024 Sunday 6 October;1.877;1.613;0.769
6854;2024 Monday 7 October;1.886;1.626;0.765
6855;2024 Tuesday 8 October;1.897;1.638;0.783
6856;2024 Wednesday 9 October;1.9;1.645;0.791
6857;2024 Thursday 10 October;1.901;1.647;0.792
6858;2024 Friday 11 October;1.903;1.648;0.794
6859;2024 Saturday 12 October;1.907;1.649;0.794
6860;2024 Sunday 13 October;1.911;1.65;0.794
6861;2024 Monday 14 October;1.911;1.656;0.799
6862;2024 Tuesday 15 October;1.914;1.658;0.807
6863;2024 Wednesday 16 October;1.91;1.655;0.816
6864;2024 Thursday 17 October;1.912;1.654;0.806
6865;2024 Friday 18 October;1.911;1.652;0.813
6866;2024 Saturday 19 October;1.909;1.645;0.819
6867;2024 Sunday 20 October;1.908;1.642;0.815
6868;2024 Monday 21 October;1.912;1.651;0.82
6869;2024 Tuesday 22 October;1.915;1.652;0.821
6870;2024 Wednesday 23 October;1.915;1.652;0.823
6871;2024 Thursday 24 October;1.919;1.654;0.826
6872;2024 Friday 25 October;1.922;1.656;0.832
6873;2024 Saturday 26 October;1.921;1.653;0.825
6874;2024 Sunday 27 October;1.921;1.651;0.828
6875;2024 Monday 28 October;1.926;1.66;0.826
6876;2024 Tuesday 29 October;1.921;1.656;0.822
6877;2024 Wednesday 30 October;1.915;1.649;0.826
6878;2024 Thursday 31 October;1.914;1.649;0.827
6879;2024 Friday 1 november;1.914;1.652;0.828
6880;2024 Saturday 2 november;1.913;1.648;0.832
6881;2024 Sunday 3 november;1.912;1.648;0.833
6882;2024 Monday 4 november;1.915;1.655;0.826
6883;2024 Tuesday 5 november;1.918;1.66;0.835
6884;2024 Wednesday 6 november;1.918;1.668;0.833
6885;2024 Thursday 7 november;1.919;1.673;0.831
6886;2024 Friday 8 november;1.921;1.676;0.837
6887;2024 Saturday 9 november;1.923;1.677;0.839
6888;2024 Sunday 10 november;1.925;1.678;0.833
6889;2024 Monday 11 november;1.929;1.685;0.84
6890;2024 Tuesday 12 november;1.93;1.686;0.844
