ID;OriginDestination;ResidualsProducts;HazardousNonHazardous;Periods;TotalWaste_1;ChemicalWaste_2;MetallicWaste_3;NonMetallicWaste_4;DiscardedMaterials_5;AnimalAndVegetableWaste_6;MixedWaste_7;Sludge_8;MineralWaste_9
1233;10-12 Manufacture of food and beverages;1;1;2005;4.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0
1234;10-12 Manufacture of food and beverages;1;1;2006;3.0;3.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1235;10-12 Manufacture of food and beverages;1;1;2007;3.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1236;10-12 Manufacture of food and beverages;1;1;2008;3.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1237;10-12 Manufacture of food and beverages;1;1;2009;;;;;;;;;
1238;10-12 Manufacture of food and beverages;1;1;2010;;;;;;;;;
1239;10-12 Manufacture of food and beverages;1;2;1990;;;;;;;;;
1240;10-12 Manufacture of food and beverages;1;2;1991;;;;;;;;;
1241;10-12 Manufacture of food and beverages;1;2;1992;;;;;;;;;
1242;10-12 Manufacture of food and beverages;1;2;1993;;;;;;;;;
1243;10-12 Manufacture of food and beverages;1;2;1994;;;;;;;;;
1244;10-12 Manufacture of food and beverages;1;2;1995;;;;;;;;;
1245;10-12 Manufacture of food and beverages;1;2;1996;;;;;;;;;
1246;10-12 Manufacture of food and beverages;1;2;1997;;;;;;;;;
1247;10-12 Manufacture of food and beverages;1;2;1998;;;;;;;;;
1248;10-12 Manufacture of food and beverages;1;2;1999;;;;;;;;;
1249;10-12 Manufacture of food and beverages;1;2;2000;;;;;;;;;
1250;10-12 Manufacture of food and beverages;1;2;2001;;;;;;;;;
1251;10-12 Manufacture of food and beverages;1;2;2002;3613.0;48.0;9.0;77.0;0.0;1510.0;687.0;131.0;1152.0
1252;10-12 Manufacture of food and beverages;1;2;2003;3201.0;47.0;4.0;86.0;0.0;1403.0;686.0;53.0;923.0
1253;10-12 Manufacture of food and beverages;1;2;2004;2415.0;30.0;2.0;103.0;4.0;929.0;304.0;89.0;953.0
1254;10-12 Manufacture of food and beverages;1;2;2005;2199.0;29.0;2.0;106.0;4.0;922.0;284.0;86.0;766.0
1255;10-12 Manufacture of food and beverages;1;2;2006;2352.0;17.0;4.0;94.0;0.0;1253.0;234.0;86.0;663.0
1256;10-12 Manufacture of food and beverages;1;2;2007;3586.0;17.0;5.0;105.0;0.0;2447.0;233.0;86.0;692.0
1257;10-12 Manufacture of food and beverages;1;2;2008;3620.0;23.0;4.0;128.0;2.0;2472.0;231.0;102.0;658.0
1258;10-12 Manufacture of food and beverages;1;2;2009;;;;;;;;;
1259;10-12 Manufacture of food and beverages;1;2;2010;;;;;;;;;
1260;10-12 Manufacture of food and beverages;2;3;1990;;;;;;;;;
1261;10-12 Manufacture of food and beverages;2;3;1991;;;;;;;;;
1262;10-12 Manufacture of food and beverages;2;3;1992;;;;;;;;;
1263;10-12 Manufacture of food and beverages;2;3;1993;;;;;;;;;
1264;10-12 Manufacture of food and beverages;2;3;1994;;;;;;;;;
1265;10-12 Manufacture of food and beverages;2;3;1995;;;;;;;;;
1266;10-12 Manufacture of food and beverages;2;3;1996;;;;;;;;;
1267;10-12 Manufacture of food and beverages;2;3;1997;;;;;;;;;
1268;10-12 Manufacture of food and beverages;2;3;1998;;;;;;;;;
1269;10-12 Manufacture of food and beverages;2;3;1999;;;;;;;;;
1270;10-12 Manufacture of food and beverages;2;3;2000;;;;;;;;;
1271;10-12 Manufacture of food and beverages;2;3;2001;;;;;;;;;
1272;10-12 Manufacture of food and beverages;2;3;2002;5535.0;1.0;14.0;35.0;0.0;5484.0;0.0;0.0;0.0
1273;10-12 Manufacture of food and beverages;2;3;2003;5799.0;1.0;19.0;24.0;0.0;5754.0;0.0;0.0;0.0
1274;10-12 Manufacture of food and beverages;2;3;2004;5546.0;0.0;12.0;33.0;0.0;5500.0;0.0;0.0;0.0
1275;10-12 Manufacture of food and beverages;2;3;2005;5397.0;0.0;12.0;32.0;0.0;5353.0;0.0;0.0;0.0
1276;10-12 Manufacture of food and beverages;2;3;2006;5257.0;0.0;19.0;46.0;0.0;5192.0;0.0;0.0;0.0
1277;10-12 Manufacture of food and beverages;2;3;2007;4040.0;0.0;19.0;34.0;0.0;3987.0;0.0;0.0;0.0
1278;10-12 Manufacture of food and beverages;2;3;2008;3861.0;0.0;21.0;46.0;0.0;3794.0;0.0;0.0;0.0
1279;10-12 Manufacture of food and beverages;2;3;2009;;;;;;;;;
1280;10-12 Manufacture of food and beverages;2;3;2010;;;;;;;;;
1281;10-12 Manufacture of food and beverages;2;1;1990;;;;;;;;;
1282;10-12 Manufacture of food and beverages;2;1;1991;;;;;;;;;
1283;10-12 Manufacture of food and beverages;2;1;1992;;;;;;;;;
1284;10-12 Manufacture of food and beverages;2;1;1993;;;;;;;;;
1285;10-12 Manufacture of food and beverages;2;1;1994;;;;;;;;;
1286;10-12 Manufacture of food and beverages;2;1;1995;;;;;;;;;
1287;10-12 Manufacture of food and beverages;2;1;1996;;;;;;;;;
1288;10-12 Manufacture of food and beverages;2;1;1997;;;;;;;;;
1289;10-12 Manufacture of food and beverages;2;1;1998;;;;;;;;;
1290;10-12 Manufacture of food and beverages;2;1;1999;;;;;;;;;
1291;10-12 Manufacture of food and beverages;2;1;2000;;;;;;;;;
1292;10-12 Manufacture of food and beverages;2;1;2001;;;;;;;;;
1293;10-12 Manufacture of food and beverages;2;1;2002;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1294;10-12 Manufacture of food and beverages;2;1;2003;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1295;10-12 Manufacture of food and beverages;2;1;2004;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1296;10-12 Manufacture of food and beverages;2;1;2005;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1297;10-12 Manufacture of food and beverages;2;1;2006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1298;10-12 Manufacture of food and beverages;2;1;2007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1299;10-12 Manufacture of food and beverages;2;1;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1300;10-12 Manufacture of food and beverages;2;1;2009;;;;;;;;;
1301;10-12 Manufacture of food and beverages;2;1;2010;;;;;;;;;
1302;10-12 Manufacture of food and beverages;2;2;1990;;;;;;;;;
1303;10-12 Manufacture of food and beverages;2;2;1991;;;;;;;;;
1304;10-12 Manufacture of food and beverages;2;2;1992;;;;;;;;;
1305;10-12 Manufacture of food and beverages;2;2;1993;;;;;;;;;
1306;10-12 Manufacture of food and beverages;2;2;1994;;;;;;;;;
1307;10-12 Manufacture of food and beverages;2;2;1995;;;;;;;;;
1308;10-12 Manufacture of food and beverages;2;2;1996;;;;;;;;;
1309;10-12 Manufacture of food and beverages;2;2;1997;;;;;;;;;
1310;10-12 Manufacture of food and beverages;2;2;1998;;;;;;;;;
1311;10-12 Manufacture of food and beverages;2;2;1999;;;;;;;;;
1312;10-12 Manufacture of food and beverages;2;2;2000;;;;;;;;;
1313;10-12 Manufacture of food and beverages;2;2;2001;;;;;;;;;
1314;10-12 Manufacture of food and beverages;2;2;2002;5534.0;0.0;14.0;35.0;0.0;5484.0;0.0;0.0;0.0
1315;10-12 Manufacture of food and beverages;2;2;2003;5798.0;0.0;19.0;24.0;0.0;5754.0;0.0;0.0;0.0
1316;10-12 Manufacture of food and beverages;2;2;2004;5545.0;0.0;12.0;33.0;0.0;5500.0;0.0;0.0;0.0
1317;10-12 Manufacture of food and beverages;2;2;2005;5397.0;0.0;12.0;32.0;0.0;5353.0;0.0;0.0;0.0
1318;10-12 Manufacture of food and beverages;2;2;2006;5257.0;0.0;19.0;46.0;0.0;5192.0;0.0;0.0;0.0
1319;10-12 Manufacture of food and beverages;2;2;2007;4040.0;0.0;19.0;34.0;0.0;3987.0;0.0;0.0;0.0
1320;10-12 Manufacture of food and beverages;2;2;2008;3861.0;0.0;21.0;46.0;0.0;3794.0;0.0;0.0;0.0
1321;10-12 Manufacture of food and beverages;2;2;2009;;;;;;;;;
1322;10-12 Manufacture of food and beverages;2;2;2010;;;;;;;;;
1323;13-15 Man. of textile-, leatherproducts;3;3;1990;;;;;;;;;
1324;13-15 Man. of textile-, leatherproducts;3;3;1991;;;;;;;;;
1325;13-15 Man. of textile-, leatherproducts;3;3;1992;;;;;;;;;
1326;13-15 Man. of textile-, leatherproducts;3;3;1993;;;;;;;;;
1327;13-15 Man. of textile-, leatherproducts;3;3;1994;;;;;;;;;
1328;13-15 Man. of textile-, leatherproducts;3;3;1995;;;;;;;;;
1329;13-15 Man. of textile-, leatherproducts;3;3;1996;;;;;;;;;
1330;13-15 Man. of textile-, leatherproducts;3;3;1997;;;;;;;;;
1331;13-15 Man. of textile-, leatherproducts;3;3;1998;;;;;;;;;
1332;13-15 Man. of textile-, leatherproducts;3;3;1999;;;;;;;;;
1333;13-15 Man. of textile-, leatherproducts;3;3;2000;;;;;;;;;
1334;13-15 Man. of textile-, leatherproducts;3;3;2001;;;;;;;;;
1335;13-15 Man. of textile-, leatherproducts;3;3;2002;102.0;17.0;0.0;48.0;0.0;0.0;37.0;0.0;0.0
1336;13-15 Man. of textile-, leatherproducts;3;3;2003;100.0;14.0;0.0;51.0;0.0;0.0;35.0;0.0;0.0
1337;13-15 Man. of textile-, leatherproducts;3;3;2004;80.0;10.0;1.0;56.0;0.0;0.0;12.0;0.0;0.0
1338;13-15 Man. of textile-, leatherproducts;3;3;2005;78.0;12.0;1.0;53.0;0.0;0.0;12.0;0.0;0.0
1339;13-15 Man. of textile-, leatherproducts;3;3;2006;79.0;7.0;1.0;58.0;0.0;0.0;12.0;0.0;0.0
1340;13-15 Man. of textile-, leatherproducts;3;3;2007;75.0;3.0;1.0;58.0;0.0;0.0;12.0;0.0;0.0
1341;13-15 Man. of textile-, leatherproducts;3;3;2008;86.0;5.0;1.0;56.0;0.0;0.0;24.0;0.0;0.0
1342;13-15 Man. of textile-, leatherproducts;3;3;2009;76.0;4.0;1.0;50.0;0.0;0.0;22.0;0.0;0.0
1343;13-15 Man. of textile-, leatherproducts;3;3;2010;72.0;6.0;0.0;39.0;0.0;0.0;26.0;0.0;0.0
1344;13-15 Man. of textile-, leatherproducts;3;1;1990;;;;;;;;;
1345;13-15 Man. of textile-, leatherproducts;3;1;1991;;;;;;;;;
1346;13-15 Man. of textile-, leatherproducts;3;1;1992;;;;;;;;;
1347;13-15 Man. of textile-, leatherproducts;3;1;1993;;;;;;;;;
1348;13-15 Man. of textile-, leatherproducts;3;1;1994;;;;;;;;;
1349;13-15 Man. of textile-, leatherproducts;3;1;1995;;;;;;;;;
1350;13-15 Man. of textile-, leatherproducts;3;1;1996;;;;;;;;;
1351;13-15 Man. of textile-, leatherproducts;3;1;1997;;;;;;;;;
1352;13-15 Man. of textile-, leatherproducts;3;1;1998;;;;;;;;;
1353;13-15 Man. of textile-, leatherproducts;3;1;1999;;;;;;;;;
1354;13-15 Man. of textile-, leatherproducts;3;1;2000;;;;;;;;;
1355;13-15 Man. of textile-, leatherproducts;3;1;2001;;;;;;;;;
1356;13-15 Man. of textile-, leatherproducts;3;1;2002;10.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1357;13-15 Man. of textile-, leatherproducts;3;1;2003;8.0;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1358;13-15 Man. of textile-, leatherproducts;3;1;2004;8.0;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1359;13-15 Man. of textile-, leatherproducts;3;1;2005;9.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1360;13-15 Man. of textile-, leatherproducts;3;1;2006;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1361;13-15 Man. of textile-, leatherproducts;3;1;2007;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1362;13-15 Man. of textile-, leatherproducts;3;1;2008;3.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1363;13-15 Man. of textile-, leatherproducts;3;1;2009;;;;;;;;;
1364;13-15 Man. of textile-, leatherproducts;3;1;2010;;;;;;;;;
1365;13-15 Man. of textile-, leatherproducts;3;2;1990;;;;;;;;;
1366;13-15 Man. of textile-, leatherproducts;3;2;1991;;;;;;;;;
1367;13-15 Man. of textile-, leatherproducts;3;2;1992;;;;;;;;;
1368;13-15 Man. of textile-, leatherproducts;3;2;1993;;;;;;;;;
1369;13-15 Man. of textile-, leatherproducts;3;2;1994;;;;;;;;;
1370;13-15 Man. of textile-, leatherproducts;3;2;1995;;;;;;;;;
1371;13-15 Man. of textile-, leatherproducts;3;2;1996;;;;;;;;;
1372;13-15 Man. of textile-, leatherproducts;3;2;1997;;;;;;;;;
1373;13-15 Man. of textile-, leatherproducts;3;2;1998;;;;;;;;;
1374;13-15 Man. of textile-, leatherproducts;3;2;1999;;;;;;;;;
1375;13-15 Man. of textile-, leatherproducts;3;2;2000;;;;;;;;;
1376;13-15 Man. of textile-, leatherproducts;3;2;2001;;;;;;;;;
1377;13-15 Man. of textile-, leatherproducts;3;2;2002;93.0;8.0;0.0;48.0;0.0;0.0;37.0;0.0;0.0
1378;13-15 Man. of textile-, leatherproducts;3;2;2003;91.0;5.0;0.0;51.0;0.0;0.0;35.0;0.0;0.0
1379;13-15 Man. of textile-, leatherproducts;3;2;2004;72.0;2.0;1.0;56.0;0.0;0.0;12.0;0.0;0.0
1380;13-15 Man. of textile-, leatherproducts;3;2;2005;69.0;3.0;1.0;53.0;0.0;0.0;12.0;0.0;0.0
1381;13-15 Man. of textile-, leatherproducts;3;2;2006;73.0;2.0;1.0;58.0;0.0;0.0;12.0;0.0;0.0
1382;13-15 Man. of textile-, leatherproducts;3;2;2007;73.0;2.0;1.0;58.0;0.0;0.0;12.0;0.0;0.0
1383;13-15 Man. of textile-, leatherproducts;3;2;2008;84.0;2.0;1.0;56.0;0.0;0.0;24.0;0.0;0.0
1384;13-15 Man. of textile-, leatherproducts;3;2;2009;;;;;;;;;
1385;13-15 Man. of textile-, leatherproducts;3;2;2010;;;;;;;;;
1386;13-15 Man. of textile-, leatherproducts;1;3;1990;;;;;;;;;
1387;13-15 Man. of textile-, leatherproducts;1;3;1991;;;;;;;;;
1388;13-15 Man. of textile-, leatherproducts;1;3;1992;;;;;;;;;
1389;13-15 Man. of textile-, leatherproducts;1;3;1993;;;;;;;;;
1390;13-15 Man. of textile-, leatherproducts;1;3;1994;;;;;;;;;
1391;13-15 Man. of textile-, leatherproducts;1;3;1995;;;;;;;;;
1392;13-15 Man. of textile-, leatherproducts;1;3;1996;;;;;;;;;
1393;13-15 Man. of textile-, leatherproducts;1;3;1997;;;;;;;;;
1394;13-15 Man. of textile-, leatherproducts;1;3;1998;;;;;;;;;
1395;13-15 Man. of textile-, leatherproducts;1;3;1999;;;;;;;;;
1396;13-15 Man. of textile-, leatherproducts;1;3;2000;;;;;;;;;
1397;13-15 Man. of textile-, leatherproducts;1;3;2001;;;;;;;;;
1398;13-15 Man. of textile-, leatherproducts;1;3;2002;85.0;17.0;0.0;31.0;0.0;0.0;37.0;0.0;0.0
1399;13-15 Man. of textile-, leatherproducts;1;3;2003;75.0;13.0;0.0;27.0;0.0;0.0;35.0;0.0;0.0
1400;13-15 Man. of textile-, leatherproducts;1;3;2004;63.0;9.0;0.0;41.0;0.0;0.0;12.0;0.0;0.0
1401;13-15 Man. of textile-, leatherproducts;1;3;2005;62.0;11.0;0.0;38.0;0.0;0.0;12.0;0.0;0.0
1402;13-15 Man. of textile-, leatherproducts;1;3;2006;59.0;7.0;0.0;39.0;0.0;0.0;12.0;0.0;0.0
1403;13-15 Man. of textile-, leatherproducts;1;3;2007;60.0;3.0;0.0;44.0;0.0;0.0;12.0;0.0;0.0
1404;13-15 Man. of textile-, leatherproducts;1;3;2008;76.0;5.0;0.0;46.0;0.0;0.0;24.0;0.0;0.0
1405;13-15 Man. of textile-, leatherproducts;1;3;2009;;;;;;;;;
1406;13-15 Man. of textile-, leatherproducts;1;3;2010;;;;;;;;;
1407;13-15 Man. of textile-, leatherproducts;1;1;1990;;;;;;;;;
1408;13-15 Man. of textile-, leatherproducts;1;1;1991;;;;;;;;;
1409;13-15 Man. of textile-, leatherproducts;1;1;1992;;;;;;;;;
1410;13-15 Man. of textile-, leatherproducts;1;1;1993;;;;;;;;;
1411;13-15 Man. of textile-, leatherproducts;1;1;1994;;;;;;;;;
1412;13-15 Man. of textile-, leatherproducts;1;1;1995;;;;;;;;;
1413;13-15 Man. of textile-, leatherproducts;1;1;1996;;;;;;;;;
1414;13-15 Man. of textile-, leatherproducts;1;1;1997;;;;;;;;;
1415;13-15 Man. of textile-, leatherproducts;1;1;1998;;;;;;;;;
1416;13-15 Man. of textile-, leatherproducts;1;1;1999;;;;;;;;;
1417;13-15 Man. of textile-, leatherproducts;1;1;2000;;;;;;;;;
1418;13-15 Man. of textile-, leatherproducts;1;1;2001;;;;;;;;;
1419;13-15 Man. of textile-, leatherproducts;1;1;2002;9.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1420;13-15 Man. of textile-, leatherproducts;1;1;2003;8.0;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1421;13-15 Man. of textile-, leatherproducts;1;1;2004;8.0;8.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1422;13-15 Man. of textile-, leatherproducts;1;1;2005;9.0;9.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1423;13-15 Man. of textile-, leatherproducts;1;1;2006;5.0;5.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1424;13-15 Man. of textile-, leatherproducts;1;1;2007;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1425;13-15 Man. of textile-, leatherproducts;1;1;2008;3.0;2.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1426;13-15 Man. of textile-, leatherproducts;1;1;2009;;;;;;;;;
1427;13-15 Man. of textile-, leatherproducts;1;1;2010;;;;;;;;;
1428;13-15 Man. of textile-, leatherproducts;1;2;1990;;;;;;;;;
1429;13-15 Man. of textile-, leatherproducts;1;2;1991;;;;;;;;;
1430;13-15 Man. of textile-, leatherproducts;1;2;1992;;;;;;;;;
1431;13-15 Man. of textile-, leatherproducts;1;2;1993;;;;;;;;;
1432;13-15 Man. of textile-, leatherproducts;1;2;1994;;;;;;;;;
1433;13-15 Man. of textile-, leatherproducts;1;2;1995;;;;;;;;;
1434;13-15 Man. of textile-, leatherproducts;1;2;1996;;;;;;;;;
1435;13-15 Man. of textile-, leatherproducts;1;2;1997;;;;;;;;;
1436;13-15 Man. of textile-, leatherproducts;1;2;1998;;;;;;;;;
1437;13-15 Man. of textile-, leatherproducts;1;2;1999;;;;;;;;;
1438;13-15 Man. of textile-, leatherproducts;1;2;2000;;;;;;;;;
1439;13-15 Man. of textile-, leatherproducts;1;2;2001;;;;;;;;;
1440;13-15 Man. of textile-, leatherproducts;1;2;2002;76.0;8.0;0.0;31.0;0.0;0.0;37.0;0.0;0.0
1441;13-15 Man. of textile-, leatherproducts;1;2;2003;68.0;5.0;0.0;27.0;0.0;0.0;35.0;0.0;0.0
1442;13-15 Man. of textile-, leatherproducts;1;2;2004;56.0;2.0;0.0;41.0;0.0;0.0;12.0;0.0;0.0
1443;13-15 Man. of textile-, leatherproducts;1;2;2005;53.0;3.0;0.0;38.0;0.0;0.0;12.0;0.0;0.0
1444;13-15 Man. of textile-, leatherproducts;1;2;2006;53.0;2.0;0.0;39.0;0.0;0.0;12.0;0.0;0.0
1445;13-15 Man. of textile-, leatherproducts;1;2;2007;58.0;2.0;0.0;44.0;0.0;0.0;12.0;0.0;0.0
1446;13-15 Man. of textile-, leatherproducts;1;2;2008;73.0;2.0;0.0;46.0;0.0;0.0;24.0;0.0;0.0
1447;13-15 Man. of textile-, leatherproducts;1;2;2009;;;;;;;;;
1448;13-15 Man. of textile-, leatherproducts;1;2;2010;;;;;;;;;
1449;13-15 Man. of textile-, leatherproducts;2;3;1990;;;;;;;;;
1450;13-15 Man. of textile-, leatherproducts;2;3;1991;;;;;;;;;
1451;13-15 Man. of textile-, leatherproducts;2;3;1992;;;;;;;;;
1452;13-15 Man. of textile-, leatherproducts;2;3;1993;;;;;;;;;
1453;13-15 Man. of textile-, leatherproducts;2;3;1994;;;;;;;;;
1454;13-15 Man. of textile-, leatherproducts;2;3;1995;;;;;;;;;
1455;13-15 Man. of textile-, leatherproducts;2;3;1996;;;;;;;;;
1456;13-15 Man. of textile-, leatherproducts;2;3;1997;;;;;;;;;
1457;13-15 Man. of textile-, leatherproducts;2;3;1998;;;;;;;;;
1458;13-15 Man. of textile-, leatherproducts;2;3;1999;;;;;;;;;
1459;13-15 Man. of textile-, leatherproducts;2;3;2000;;;;;;;;;
1460;13-15 Man. of textile-, leatherproducts;2;3;2001;;;;;;;;;
1461;13-15 Man. of textile-, leatherproducts;2;3;2002;18.0;0.0;0.0;17.0;0.0;0.0;0.0;0.0;0.0
1462;13-15 Man. of textile-, leatherproducts;2;3;2003;24.0;1.0;0.0;23.0;0.0;0.0;0.0;0.0;0.0
1463;13-15 Man. of textile-, leatherproducts;2;3;2004;16.0;0.0;1.0;15.0;0.0;0.0;0.0;0.0;0.0
1464;13-15 Man. of textile-, leatherproducts;2;3;2005;16.0;0.0;1.0;15.0;0.0;0.0;0.0;0.0;0.0
1465;13-15 Man. of textile-, leatherproducts;2;3;2006;20.0;0.0;1.0;19.0;0.0;0.0;0.0;0.0;0.0
1466;13-15 Man. of textile-, leatherproducts;2;3;2007;15.0;0.0;1.0;14.0;0.0;0.0;0.0;0.0;0.0
1467;13-15 Man. of textile-, leatherproducts;2;3;2008;11.0;0.0;1.0;10.0;0.0;0.0;0.0;0.0;0.0
1468;13-15 Man. of textile-, leatherproducts;2;3;2009;;;;;;;;;
1469;13-15 Man. of textile-, leatherproducts;2;3;2010;;;;;;;;;
1470;13-15 Man. of textile-, leatherproducts;2;1;1990;;;;;;;;;
1471;13-15 Man. of textile-, leatherproducts;2;1;1991;;;;;;;;;
1472;13-15 Man. of textile-, leatherproducts;2;1;1992;;;;;;;;;
1473;13-15 Man. of textile-, leatherproducts;2;1;1993;;;;;;;;;
1474;13-15 Man. of textile-, leatherproducts;2;1;1994;;;;;;;;;
1475;13-15 Man. of textile-, leatherproducts;2;1;1995;;;;;;;;;
1476;13-15 Man. of textile-, leatherproducts;2;1;1996;;;;;;;;;
1477;13-15 Man. of textile-, leatherproducts;2;1;1997;;;;;;;;;
1478;13-15 Man. of textile-, leatherproducts;2;1;1998;;;;;;;;;
1479;13-15 Man. of textile-, leatherproducts;2;1;1999;;;;;;;;;
1480;13-15 Man. of textile-, leatherproducts;2;1;2000;;;;;;;;;
1481;13-15 Man. of textile-, leatherproducts;2;1;2001;;;;;;;;;
1482;13-15 Man. of textile-, leatherproducts;2;1;2002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1483;13-15 Man. of textile-, leatherproducts;2;1;2003;1.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1484;13-15 Man. of textile-, leatherproducts;2;1;2004;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1485;13-15 Man. of textile-, leatherproducts;2;1;2005;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1486;13-15 Man. of textile-, leatherproducts;2;1;2006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1487;13-15 Man. of textile-, leatherproducts;2;1;2007;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1488;13-15 Man. of textile-, leatherproducts;2;1;2008;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
1489;13-15 Man. of textile-, leatherproducts;2;1;2009;;;;;;;;;
1490;13-15 Man. of textile-, leatherproducts;2;1;2010;;;;;;;;;
1491;13-15 Man. of textile-, leatherproducts;2;2;1990;;;;;;;;;
1492;13-15 Man. of textile-, leatherproducts;2;2;1991;;;;;;;;;
1493;13-15 Man. of textile-, leatherproducts;2;2;1992;;;;;;;;;
1494;13-15 Man. of textile-, leatherproducts;2;2;1993;;;;;;;;;
1495;13-15 Man. of textile-, leatherproducts;2;2;1994;;;;;;;;;
1496;13-15 Man. of textile-, leatherproducts;2;2;1995;;;;;;;;;
1497;13-15 Man. of textile-, leatherproducts;2;2;1996;;;;;;;;;
1498;13-15 Man. of textile-, leatherproducts;2;2;1997;;;;;;;;;
1499;13-15 Man. of textile-, leatherproducts;2;2;1998;;;;;;;;;
1500;13-15 Man. of textile-, leatherproducts;2;2;1999;;;;;;;;;
1501;13-15 Man. of textile-, leatherproducts;2;2;2000;;;;;;;;;
1502;13-15 Man. of textile-, leatherproducts;2;2;2001;;;;;;;;;
1503;13-15 Man. of textile-, leatherproducts;2;2;2002;17.0;0.0;0.0;17.0;0.0;0.0;0.0;0.0;0.0
1504;13-15 Man. of textile-, leatherproducts;2;2;2003;24.0;0.0;0.0;23.0;0.0;0.0;0.0;0.0;0.0
1505;13-15 Man. of textile-, leatherproducts;2;2;2004;16.0;0.0;1.0;15.0;0.0;0.0;0.0;0.0;0.0
1506;13-15 Man. of textile-, leatherproducts;2;2;2005;16.0;0.0;1.0;15.0;0.0;0.0;0.0;0.0;0.0
1507;13-15 Man. of textile-, leatherproducts;2;2;2006;20.0;0.0;1.0;19.0;0.0;0.0;0.0;0.0;0.0
1508;13-15 Man. of textile-, leatherproducts;2;2;2007;15.0;0.0;1.0;14.0;0.0;0.0;0.0;0.0;0.0
1509;13-15 Man. of textile-, leatherproducts;2;2;2008;11.0;0.0;1.0;10.0;0.0;0.0;0.0;0.0;0.0
1510;13-15 Man. of textile-, leatherproducts;2;2;2009;;;;;;;;;
1511;13-15 Man. of textile-, leatherproducts;2;2;2010;;;;;;;;;
1512;16-18 Man. wood en paperprod., printing;3;3;1990;;;;;;;;;
1513;16-18 Man. wood en paperprod., printing;3;3;1991;;;;;;;;;
1514;16-18 Man. wood en paperprod., printing;3;3;1992;;;;;;;;;
1515;16-18 Man. wood en paperprod., printing;3;3;1993;;;;;;;;;
1516;16-18 Man. wood en paperprod., printing;3;3;1994;;;;;;;;;
1517;16-18 Man. wood en paperprod., printing;3;3;1995;;;;;;;;;
1518;16-18 Man. wood en paperprod., printing;3;3;1996;;;;;;;;;
1519;16-18 Man. wood en paperprod., printing;3;3;1997;;;;;;;;;
1520;16-18 Man. wood en paperprod., printing;3;3;1998;;;;;;;;;
1521;16-18 Man. wood en paperprod., printing;3;3;1999;;;;;;;;;
1522;16-18 Man. wood en paperprod., printing;3;3;2000;;;;;;;;;
1523;16-18 Man. wood en paperprod., printing;3;3;2001;;;;;;;;;
1524;16-18 Man. wood en paperprod., printing;3;3;2002;1265.0;47.0;13.0;958.0;0.0;21.0;208.0;17.0;1.0
1525;16-18 Man. wood en paperprod., printing;3;3;2003;1259.0;53.0;13.0;947.0;0.0;20.0;208.0;17.0;1.0
1526;16-18 Man. wood en paperprod., printing;3;3;2004;1119.0;56.0;12.0;820.0;0.0;1.0;203.0;25.0;2.0
1527;16-18 Man. wood en paperprod., printing;3;3;2005;1086.0;53.0;12.0;827.0;0.0;1.0;165.0;20.0;7.0
1528;16-18 Man. wood en paperprod., printing;3;3;2006;1145.0;52.0;10.0;850.0;0.0;2.0;208.0;15.0;7.0
1529;16-18 Man. wood en paperprod., printing;3;3;2007;1120.0;51.0;9.0;845.0;0.0;2.0;191.0;15.0;7.0
