ID;PersonalCharacteristics;Periods;OnceAWeekOrMore_1;TwiceAMonth_2;OnceAMonth_3;LessThanOnceAMonth_4;HardlyEver_5;EveningsAtHomePerWeek1529Yrs_6;OnceAWeekOrMore_7;OnceInAFortnight_8;LessThanOnceInAFortnight_9;Never_10;OnceAWeekOrMore_11;TwiceAMonth_12;OnceAMonth_13;LessThanOnceAMonth_14;HardlyEver_15;Yes_16;Sometimes_17;No_18;Yes_19;Sometimes_20;No_21;Yes_22;Sometimes_23;No_24;Yes_25;Sometimes_26;No_27;Yes_28;Sometimes_29;No_30;Yes_31;Sometimes_32;No_33;HaveEnoughGirlFriends1217Yrs_34;SometimesBulliedAtSchoolTheStreet_35;OftenBullied_36;NotOften_37;OftenFeelsLonely1217Yrs_38;ExtremelyPleased_39;VeryPleased_40;Pleased_41;RatherPleased_42;NotSoPleased_43;VeryHappy_44;Happy_45;NotHappyNotUnhappy_46;NotVeryHappy_47;Unhappy_48;ExtremelyPleased_49;VeryPleased_50;Pleased_51;RatherPleased_52;NotSoPleased_53;PleasedWithPartner_54;PleasedWithFamily_55;PleasedWithFinancialSituation_56;PleasedWithEducation_57;PleasedWithSociety_58;TotalParticipantsVolunteerWork_59;OrganisedVolunteerWork_60;YouthWork_61;School_62;CareNursing_63;SportsClub_64;HobbyClub_65;CulturalSociety_66;ReligiousPhilosophicalOrganisation_67;LabourOrganisation_68;PoliticalOrganisation_69;OtherOrganisations_70;VolunteerAid_71;Always_72;Usually_73;Sometimes_74;HardlyEver_75;Never_76;More_77;AlrightAsItIs_78;Less_79;Not_80;NotApplicable_81;More_82;AlrightAsItIs_83;Less_84;Not_85;NotApplicable_86;More_87;AlrightAsItIs_88;Less_89;Not_90;NotApplicable_91;NoDenomination_92;RomanCatholic_93;ProtestantChurchOfTheNetherlands_94;DutchReformed_95;Calvinist_96;OtherDenominations_97;OnceAWeekOrMore_98;TwiceOrThreeTimesAMonth_99;OnceAMonth_100;LessThanOnceAMonth_101;HardlyEver_102
678;Member of a couple without children;2000;88.0;6.0;3.0;1.0;1.0;;66.0;12.0;14.0;8.0;74.0;13.0;7.0;3.0;3.0;94.0;5.0;1.0;3.0;8.0;89.0;93.0;4.0;3.0;88.0;9.0;3.0;68.0;5.0;27.0;22.0;17.0;61.0;;;;;;10.0;35.0;44.0;8.0;2.0;24.0;69.0;6.0;1.0;0.0;11.0;36.0;44.0;6.0;2.0;9.0;;8.0;7.0;7.0;58.0;41.0;3.0;1.0;8.0;13.0;6.0;5.0;11.0;4.0;1.0;8.0;34.0;63.0;29.0;7.0;1.0;1.0;15.0;47.0;3.0;34.0;;25.0;46.0;6.0;22.0;;7.0;67.0;19.0;7.0;;39.0;34.0;;15.0;6.0;5.0;13.0;5.0;5.0;10.0;67.0
679;Member of a couple without children;2001;89.0;6.0;3.0;2.0;1.0;4.0;69.0;10.0;15.0;7.0;73.0;14.0;8.0;3.0;2.0;92.0;6.0;2.0;2.0;7.0;91.0;94.0;4.0;2.0;89.0;9.0;2.0;67.0;7.0;26.0;20.0;17.0;63.0;;;;;;10.0;37.0;47.0;5.0;2.0;22.0;71.0;5.0;1.0;0.0;10.0;37.0;45.0;6.0;2.0;9.0;;8.0;7.0;7.0;57.0;39.0;3.0;1.0;9.0;12.0;5.0;5.0;9.0;3.0;2.0;7.0;35.0;62.0;34.0;3.0;1.0;0.0;15.0;49.0;3.0;33.0;;7.0;49.0;15.0;30.0;;8.0;65.0;20.0;7.0;;39.0;32.0;;16.0;7.0;6.0;13.0;5.0;5.0;10.0;67.0
680;Member of a couple without children;2002;90.0;5.0;3.0;1.0;1.0;;71.0;11.0;13.0;6.0;74.0;13.0;8.0;3.0;3.0;93.0;5.0;2.0;2.0;7.0;91.0;95.0;3.0;2.0;88.0;10.0;3.0;68.0;6.0;25.0;20.0;15.0;65.0;;;;;;10.0;35.0;47.0;6.0;2.0;24.0;68.0;6.0;1.0;0.0;10.0;37.0;44.0;7.0;3.0;9.0;;8.0;7.0;6.0;58.0;37.0;3.0;1.0;9.0;9.0;5.0;5.0;9.0;3.0;1.0;8.0;37.0;65.0;29.0;4.0;2.0;1.0;12.0;45.0;3.0;12.0;29.0;6.0;43.0;13.0;6.0;32.0;10.0;65.0;18.0;4.0;4.0;38.0;34.0;;16.0;7.0;5.0;13.0;5.0;5.0;11.0;67.0
681;Member of a couple without children;2003;90.0;5.0;3.0;1.0;1.0;4.0;72.0;11.0;13.0;5.0;73.0;14.0;7.0;3.0;3.0;91.0;6.0;2.0;2.0;6.0;92.0;94.0;4.0;2.0;88.0;9.0;2.0;68.0;6.0;26.0;21.0;20.0;59.0;;;;;;9.0;36.0;47.0;7.0;2.0;23.0;70.0;6.0;2.0;0.0;10.0;36.0;45.0;7.0;3.0;9.0;;8.0;7.0;6.0;59.0;38.0;2.0;1.0;7.0;12.0;7.0;5.0;7.0;3.0;1.0;7.0;37.0;62.0;31.0;5.0;1.0;1.0;12.0;42.0;3.0;11.0;32.0;8.0;40.0;13.0;7.0;32.0;8.0;67.0;17.0;4.0;4.0;40.0;33.0;;15.0;6.0;5.0;12.0;5.0;4.0;9.0;70.0
682;Member of a couple without children;2004;90.0;5.0;3.0;1.0;1.0;;73.0;10.0;13.0;5.0;74.0;13.0;8.0;3.0;2.0;93.0;6.0;2.0;1.0;7.0;92.0;94.0;4.0;2.0;88.0;9.0;2.0;69.0;5.0;26.0;21.0;18.0;61.0;;;;;;11.0;36.0;46.0;6.0;1.0;22.0;69.0;6.0;2.0;0.0;9.0;36.0;45.0;7.0;3.0;9.0;;8.0;7.0;6.0;57.0;38.0;3.0;1.0;9.0;11.0;6.0;5.0;9.0;2.0;1.0;7.0;37.0;61.0;32.0;5.0;1.0;1.0;13.0;39.0;4.0;9.0;36.0;9.0;38.0;12.0;5.0;35.0;8.0;70.0;15.0;3.0;4.0;39.0;34.0;3.0;13.0;6.0;5.0;12.0;5.0;5.0;9.0;69.0
683;Member of a couple without children;2005;90.0;6.0;2.0;2.0;1.0;;;;;;74.0;12.0;8.0;3.0;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22.0;69.0;6.0;2.0;0.0;9.0;35.0;46.0;7.0;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;39.0;33.0;6.0;13.0;4.0;5.0;12.0;5.0;5.0;10.0;68.0
684;Member of a couple without children;2006;90.0;5.0;3.0;1.0;1.0;;;;;;75.0;12.0;7.0;4.0;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23.0;70.0;6.0;1.0;0.0;9.0;35.0;46.0;8.0;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40.0;33.0;6.0;11.0;4.0;6.0;11.0;5.0;4.0;9.0;71.0
685;Member of a couple without children;2007;91.0;5.0;2.0;1.0;1.0;;;;;;74.0;12.0;8.0;3.0;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22.0;70.0;6.0;2.0;0.0;9.0;37.0;44.0;7.0;3.0;;;;;;58.0;42.0;3.0;1.0;8.0;12.0;6.0;6.0;9.0;2.0;1.0;14.0;32.0;68.0;27.0;3.0;1.0;0.0;;;;;;;;;;;;;;;;42.0;33.0;7.0;11.0;3.0;5.0;11.0;5.0;3.0;8.0;72.0
686;Member of a couple without children;2008;90.0;5.0;3.0;1.0;1.0;;;;;;73.0;12.0;9.0;4.0;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24.0;68.0;6.0;2.0;0.0;9.0;39.0;44.0;6.0;2.0;;;;;;56.0;39.0;3.0;1.0;8.0;11.0;5.0;5.0;9.0;2.0;1.0;12.0;32.0;73.0;24.0;2.0;1.0;0.0;;;;;;;;;;;;;;;;40.0;32.0;7.0;11.0;3.0;6.0;11.0;4.0;4.0;9.0;71.0
687;Member of a couple without children;2009;89.0;5.0;3.0;2.0;1.0;;;;;;74.0;13.0;7.0;4.0;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26.0;66.0;5.0;2.0;0.0;12.0;36.0;43.0;6.0;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;42.0;30.0;8.0;11.0;3.0;6.0;10.0;5.0;3.0;9.0;72.0
688;Member of a couple without children;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
689;Member of a couple without children;2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
690;Member of a couple with children;1997;79.0;11.0;6.0;3.0;2.0;5.0;69.0;12.0;14.0;6.0;80.0;10.0;6.0;2.0;1.0;93.0;5.0;1.0;2.0;7.0;91.0;95.0;4.0;1.0;88.0;10.0;2.0;75.0;5.0;20.0;17.0;17.0;67.0;;;;;;11.0;37.0;44.0;7.0;1.0;23.0;70.0;5.0;1.0;0.0;9.0;36.0;46.0;7.0;2.0;;;;;;64.0;53.0;6.0;17.0;8.0;15.0;5.0;5.0;10.0;5.0;1.0;7.0;31.0;;;;;;;;;;;;;;;;;;;;;39.0;32.0;;13.0;8.0;9.0;12.0;6.0;6.0;12.0;64.0
691;Member of a couple with children;1998;80.0;11.0;6.0;2.0;2.0;;68.0;10.0;14.0;7.0;80.0;10.0;6.0;2.0;1.0;94.0;5.0;1.0;1.0;7.0;92.0;96.0;3.0;1.0;91.0;8.0;2.0;73.0;5.0;21.0;17.0;14.0;69.0;;;;;;12.0;37.0;44.0;6.0;1.0;24.0;70.0;5.0;1.0;0.0;10.0;36.0;45.0;6.0;2.0;;8.0;8.0;7.0;7.0;64.0;51.0;6.0;17.0;4.0;17.0;5.0;5.0;9.0;4.0;1.0;6.0;31.0;;;;;;;;;;;;;;;;;;;;;39.0;32.0;;13.0;8.0;9.0;13.0;5.0;6.0;11.0;65.0
692;Member of a couple with children;1999;80.0;10.0;6.0;3.0;1.0;;70.0;11.0;13.0;6.0;80.0;10.0;6.0;2.0;1.0;93.0;6.0;1.0;1.0;9.0;90.0;95.0;3.0;2.0;88.0;10.0;2.0;75.0;5.0;20.0;16.0;18.0;67.0;;;;;;13.0;39.0;41.0;7.0;1.0;23.0;70.0;6.0;1.0;0.0;9.0;36.0;46.0;7.0;2.0;;8.0;8.0;7.0;7.0;66.0;53.0;7.0;19.0;7.0;19.0;4.0;6.0;9.0;5.0;2.0;6.0;32.0;58.0;35.0;4.0;1.0;2.0;17.0;48.0;4.0;32.0;;20.0;56.0;13.0;12.0;;10.0;58.0;23.0;8.0;;40.0;31.0;;12.0;8.0;9.0;12.0;5.0;6.0;11.0;66.0
693;Member of a couple with children;2000;80.0;10.0;6.0;3.0;1.0;;68.0;12.0;14.0;7.0;80.0;11.0;6.0;2.0;1.0;95.0;4.0;0.0;2.0;8.0;90.0;95.0;3.0;2.0;91.0;7.0;2.0;77.0;6.0;17.0;15.0;18.0;66.0;;;;;;12.0;40.0;40.0;6.0;2.0;24.0;70.0;5.0;1.0;0.0;10.0;37.0;45.0;6.0;2.0;;8.0;8.0;7.0;7.0;66.0;53.0;6.0;18.0;7.0;18.0;5.0;4.0;9.0;4.0;1.0;7.0;36.0;58.0;35.0;5.0;1.0;1.0;17.0;51.0;4.0;28.0;;32.0;45.0;7.0;15.0;;11.0;59.0;23.0;7.0;;40.0;31.0;;12.0;8.0;9.0;11.0;5.0;6.0;11.0;66.0
694;Member of a couple with children;2001;82.0;9.0;5.0;2.0;1.0;4.0;69.0;11.0;14.0;6.0;81.0;10.0;6.0;2.0;1.0;93.0;6.0;1.0;2.0;8.0;89.0;95.0;4.0;1.0;90.0;8.0;2.0;76.0;7.0;17.0;16.0;19.0;65.0;95.0;17.0;2.0;15.0;4.0;14.0;38.0;40.0;6.0;2.0;24.0;69.0;5.0;1.0;0.0;9.0;37.0;45.0;6.0;2.0;;8.0;8.0;7.0;7.0;63.0;50.0;6.0;18.0;7.0;16.0;4.0;4.0;9.0;3.0;1.0;6.0;31.0;59.0;33.0;6.0;1.0;1.0;17.0;48.0;5.0;30.0;;19.0;58.0;13.0;10.0;;12.0;60.0;22.0;6.0;;40.0;30.0;;12.0;7.0;10.0;12.0;5.0;6.0;11.0;66.0
695;Member of a couple with children;2002;82.0;9.0;5.0;2.0;1.0;;71.0;11.0;12.0;6.0;81.0;10.0;6.0;2.0;1.0;94.0;5.0;1.0;2.0;8.0;90.0;95.0;3.0;1.0;91.0;8.0;2.0;77.0;7.0;16.0;15.0;19.0;66.0;;;;;;12.0;41.0;39.0;7.0;1.0;24.0;69.0;6.0;1.0;0.0;9.0;39.0;43.0;6.0;2.0;;8.0;8.0;7.0;7.0;64.0;49.0;6.0;16.0;6.0;17.0;4.0;5.0;9.0;3.0;1.0;7.0;35.0;60.0;34.0;4.0;1.0;1.0;13.0;47.0;5.0;12.0;23.0;17.0;57.0;13.0;3.0;10.0;11.0;63.0;20.0;4.0;2.0;40.0;30.0;;12.0;8.0;10.0;11.0;5.0;5.0;11.0;68.0
696;Member of a couple with children;2003;82.0;9.0;5.0;2.0;1.0;4.0;72.0;10.0;12.0;6.0;82.0;9.0;6.0;2.0;1.0;93.0;5.0;1.0;2.0;9.0;89.0;96.0;3.0;1.0;89.0;9.0;2.0;78.0;5.0;17.0;13.0;20.0;67.0;96.0;15.0;2.0;14.0;6.0;13.0;40.0;40.0;6.0;2.0;25.0;68.0;5.0;1.0;0.0;10.0;38.0;44.0;6.0;2.0;;8.0;8.0;7.0;6.0;64.0;49.0;6.0;16.0;8.0;17.0;4.0;5.0;9.0;2.0;2.0;6.0;34.0;58.0;35.0;5.0;1.0;1.0;13.0;45.0;3.0;11.0;28.0;18.0;52.0;14.0;4.0;12.0;11.0;61.0;21.0;5.0;2.0;42.0;29.0;;12.0;7.0;10.0;11.0;4.0;5.0;10.0;70.0
697;Member of a couple with children;2004;83.0;9.0;5.0;2.0;1.0;;72.0;10.0;12.0;6.0;82.0;9.0;5.0;2.0;1.0;94.0;5.0;2.0;2.0;8.0;90.0;95.0;3.0;2.0;89.0;9.0;2.0;78.0;5.0;17.0;16.0;18.0;67.0;;;;;;12.0;40.0;41.0;5.0;2.0;24.0;70.0;5.0;1.0;0.0;8.0;37.0;46.0;7.0;3.0;;8.0;8.0;7.0;6.0;64.0;51.0;6.0;18.0;7.0;17.0;4.0;5.0;9.0;2.0;1.0;6.0;35.0;61.0;33.0;5.0;0.0;1.0;13.0;45.0;4.0;9.0;29.0;18.0;55.0;13.0;2.0;12.0;12.0;65.0;18.0;3.0;2.0;43.0;29.0;2.0;10.0;6.0;10.0;10.0;4.0;4.0;10.0;72.0
698;Member of a couple with children;2005;84.0;8.0;5.0;2.0;1.0;;;;;;83.0;9.0;5.0;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24.0;69.0;6.0;1.0;0.0;9.0;35.0;47.0;7.0;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;42.0;28.0;4.0;9.0;6.0;11.0;11.0;4.0;4.0;10.0;71.0
699;Member of a couple with children;2006;85.0;8.0;4.0;2.0;1.0;;;;;;82.0;9.0;6.0;1.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25.0;69.0;5.0;1.0;0.0;9.0;38.0;44.0;6.0;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;42.0;28.0;5.0;8.0;5.0;12.0;12.0;4.0;4.0;10.0;70.0
700;Member of a couple with children;2007;85.0;7.0;4.0;2.0;2.0;;;;;;84.0;8.0;5.0;2.0;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25.0;68.0;5.0;1.0;0.0;9.0;39.0;45.0;6.0;2.0;;;;;;61.0;51.0;5.0;18.0;8.0;16.0;3.0;4.0;11.0;3.0;1.0;13.0;26.0;70.0;26.0;3.0;0.0;0.0;;;;;;;;;;;;;;;;43.0;26.0;5.0;7.0;5.0;14.0;11.0;4.0;4.0;9.0;72.0
701;Member of a couple with children;2008;84.0;8.0;5.0;1.0;1.0;;;;;;82.0;9.0;6.0;2.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26.0;68.0;5.0;1.0;0.0;10.0;39.0;44.0;5.0;2.0;;;;;;62.0;50.0;5.0;16.0;6.0;16.0;3.0;4.0;10.0;2.0;1.0;12.0;29.0;71.0;25.0;3.0;1.0;0.0;;;;;;;;;;;;;;;;43.0;27.0;6.0;7.0;5.0;12.0;11.0;4.0;4.0;9.0;72.0
702;Member of a couple with children;2009;85.0;8.0;5.0;2.0;1.0;;;;;;83.0;9.0;5.0;2.0;1.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;26.0;67.0;5.0;1.0;0.0;11.0;39.0;41.0;7.0;2.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;46.0;25.0;6.0;6.0;4.0;13.0;9.0;3.0;4.0;10.0;74.0
703;Member of a couple with children;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
704;Member of a couple with children;2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
705;Very high urbanisation rate;1997;78.0;10.0;5.0;4.0;3.0;5.0;60.0;13.0;15.0;12.0;77.0;10.0;6.0;3.0;5.0;92.0;6.0;3.0;4.0;9.0;87.0;92.0;4.0;4.0;84.0;11.0;5.0;68.0;5.0;28.0;22.0;15.0;63.0;;;;;;13.0;32.0;43.0;9.0;3.0;20.0;64.0;11.0;4.0;1.0;7.0;29.0;46.0;12.0;6.0;;;;;;55.0;38.0;3.0;6.0;7.0;10.0;4.0;3.0;7.0;3.0;2.0;6.0;28.0;;;;;;;;;;;;;;;;;;;;;55.0;17.0;;9.0;4.0;15.0;10.0;3.0;3.0;7.0;77.0
706;Very high urbanisation rate;1998;77.0;11.0;6.0;3.0;3.0;;58.0;10.0;19.0;12.0;78.0;9.0;6.0;3.0;4.0;89.0;9.0;3.0;5.0;10.0;85.0;91.0;5.0;3.0;83.0;12.0;5.0;63.0;5.0;31.0;23.0;14.0;62.0;;;;;;11.0;36.0;39.0;10.0;4.0;21.0;64.0;11.0;3.0;1.0;10.0;30.0;44.0;10.0;5.0;9.0;8.0;7.0;7.0;7.0;54.0;34.0;6.0;6.0;6.0;8.0;5.0;3.0;6.0;2.0;1.0;7.0;34.0;;;;;;;;;;;;;;;;;;;;;58.0;15.0;;9.0;4.0;14.0;10.0;3.0;3.0;6.0;78.0
707;Very high urbanisation rate;1999;81.0;9.0;4.0;3.0;3.0;;60.0;10.0;19.0;11.0;79.0;9.0;5.0;2.0;5.0;89.0;8.0;3.0;4.0;11.0;85.0;90.0;5.0;4.0;84.0;11.0;4.0;69.0;5.0;26.0;21.0;17.0;62.0;;;;;;12.0;37.0;39.0;9.0;3.0;19.0;65.0;12.0;3.0;1.0;8.0;29.0;46.0;12.0;5.0;9.0;8.0;7.0;7.0;7.0;59.0;39.0;4.0;9.0;6.0;8.0;4.0;4.0;7.0;3.0;2.0;7.0;34.0;57.0;34.0;6.0;1.0;1.0;15.0;44.0;3.0;39.0;;22.0;45.0;14.0;19.0;;11.0;54.0;25.0;11.0;;56.0;16.0;;9.0;4.0;16.0;10.0;3.0;3.0;6.0;77.0
708;Very high urbanisation rate;2000;81.0;9.0;5.0;2.0;3.0;;59.0;11.0;19.0;11.0;79.0;9.0;5.0;2.0;4.0;94.0;5.0;1.0;3.0;9.0;88.0;95.0;3.0;2.0;86.0;12.0;2.0;71.0;5.0;24.0;17.0;19.0;64.0;;;;;;13.0;38.0;36.0;9.0;4.0;21.0;65.0;11.0;3.0;1.0;9.0;31.0;45.0;11.0;4.0;9.0;8.0;8.0;7.0;7.0;56.0;38.0;2.0;7.0;5.0;10.0;4.0;6.0;6.0;3.0;1.0;8.0;35.0;57.0;35.0;7.0;1.0;1.0;16.0;44.0;3.0;37.0;;32.0;48.0;7.0;14.0;;10.0;61.0;21.0;8.0;;56.0;15.0;;9.0;4.0;15.0;9.0;4.0;3.0;7.0;77.0
709;Very high urbanisation rate;2001;80.0;10.0;5.0;3.0;3.0;4.0;62.0;10.0;15.0;13.0;79.0;9.0;6.0;3.0;3.0;91.0;7.0;2.0;4.0;8.0;88.0;91.0;6.0;3.0;84.0;12.0;5.0;70.0;7.0;23.0;19.0;18.0;63.0;97.0;19.0;0.0;19.0;3.0;14.0;36.0;40.0;7.0;4.0;20.0;66.0;11.0;3.0;1.0;7.0;33.0;47.0;9.0;5.0;9.0;8.0;7.0;7.0;7.0;52.0;33.0;4.0;5.0;4.0;9.0;4.0;3.0;8.0;2.0;1.0;4.0;32.0;56.0;32.0;10.0;0.0;1.0;17.0;40.0;4.0;40.0;;17.0;50.0;13.0;20.0;;12.0;59.0;20.0;8.0;;53.0;16.0;;9.0;5.0;17.0;10.0;3.0;3.0;8.0;77.0
710;Very high urbanisation rate;2002;82.0;8.0;5.0;2.0;3.0;;65.0;10.0;15.0;10.0;79.0;10.0;5.0;2.0;3.0;91.0;6.0;3.0;6.0;10.0;85.0;91.0;5.0;4.0;83.0;12.0;5.0;66.0;6.0;27.0;22.0;17.0;61.0;;;;;;11.0;35.0;42.0;9.0;3.0;20.0;63.0;13.0;4.0;1.0;7.0;32.0;44.0;11.0;6.0;9.0;8.0;7.0;7.0;7.0;54.0;32.0;3.0;3.0;5.0;8.0;2.0;5.0;6.0;2.0;2.0;6.0;36.0;60.0;33.0;3.0;2.0;2.0;13.0;41.0;3.0;15.0;28.0;16.0;44.0;14.0;4.0;21.0;11.0;61.0;19.0;4.0;5.0;54.0;17.0;;9.0;3.0;16.0;9.0;3.0;3.0;6.0;79.0
711;Very high urbanisation rate;2003;81.0;10.0;4.0;3.0;2.0;4.0;67.0;11.0;15.0;8.0;80.0;10.0;4.0;2.0;3.0;91.0;7.0;2.0;3.0;12.0;85.0;90.0;8.0;2.0;84.0;13.0;2.0;68.0;7.0;25.0;16.0;23.0;61.0;96.0;17.0;2.0;16.0;8.0;14.0;35.0;40.0;8.0;4.0;18.0;65.0;12.0;4.0;1.0;7.0;32.0;45.0;11.0;5.0;9.0;9.0;7.0;7.0;7.0;50.0;32.0;3.0;6.0;5.0;8.0;4.0;4.0;5.0;2.0;1.0;8.0;28.0;59.0;30.0;8.0;2.0;0.0;15.0;34.0;3.0;15.0;34.0;16.0;42.0;11.0;9.0;23.0;11.0;58.0;20.0;7.0;5.0;55.0;16.0;;10.0;3.0;16.0;9.0;3.0;3.0;6.0;78.0
712;Very high urbanisation rate;2004;83.0;8.0;4.0;2.0;2.0;;67.0;10.0;12.0;10.0;82.0;9.0;4.0;2.0;4.0;89.0;8.0;3.0;5.0;11.0;84.0;91.0;6.0;4.0;85.0;10.0;5.0;70.0;8.0;23.0;19.0;19.0;62.0;;;;;;14.0;37.0;39.0;7.0;4.0;20.0;64.0;12.0;3.0;1.0;7.0;31.0;45.0;11.0;6.0;9.0;8.0;7.0;7.0;6.0;57.0;38.0;2.0;8.0;7.0;11.0;3.0;5.0;4.0;2.0;1.0;7.0;35.0;61.0;32.0;5.0;1.0;1.0;16.0;32.0;4.0;13.0;34.0;18.0;39.0;13.0;5.0;24.0;10.0;60.0;20.0;6.0;4.0;53.0;17.0;2.0;7.0;4.0;17.0;9.0;3.0;3.0;7.0;79.0
713;Very high urbanisation rate;2005;84.0;8.0;4.0;2.0;2.0;;;;;;82.0;8.0;5.0;1.0;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19.0;65.0;12.0;4.0;1.0;8.0;28.0;47.0;12.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;54.0;16.0;3.0;7.0;2.0;18.0;10.0;2.0;3.0;6.0;78.0
714;Very high urbanisation rate;2006;84.0;8.0;4.0;2.0;2.0;;;;;;82.0;7.0;5.0;2.0;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18.0;68.0;10.0;4.0;0.0;7.0;31.0;44.0;12.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;52.0;17.0;4.0;6.0;2.0;19.0;9.0;3.0;3.0;6.0;79.0
715;Very high urbanisation rate;2007;84.0;7.0;4.0;3.0;3.0;;;;;;82.0;7.0;5.0;2.0;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22.0;61.0;13.0;4.0;0.0;7.0;33.0;44.0;11.0;5.0;;;;;;50.0;39.0;5.0;8.0;5.0;9.0;4.0;4.0;5.0;2.0;1.0;15.0;24.0;60.0;32.0;7.0;1.0;0.0;;;;;;;;;;;;;;;;53.0;15.0;4.0;6.0;2.0;21.0;9.0;3.0;2.0;5.0;81.0
716;Very high urbanisation rate;2008;82.0;8.0;5.0;2.0;3.0;;;;;;81.0;8.0;6.0;1.0;4.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24.0;64.0;8.0;4.0;1.0;9.0;34.0;43.0;9.0;5.0;;;;;;53.0;37.0;3.0;7.0;4.0;9.0;3.0;4.0;7.0;2.0;1.0;12.0;28.0;62.0;33.0;4.0;0.0;1.0;;;;;;;;;;;;;;;;49.0;19.0;4.0;5.0;3.0;20.0;10.0;4.0;3.0;8.0;75.0
717;Very high urbanisation rate;2009;82.0;9.0;3.0;3.0;3.0;;;;;;82.0;8.0;4.0;3.0;3.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25.0;62.0;9.0;3.0;1.0;9.0;34.0;42.0;10.0;5.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;52.0;16.0;5.0;5.0;2.0;20.0;8.0;5.0;2.0;6.0;78.0
718;Very high urbanisation rate;2010;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
719;Very high urbanisation rate;2011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
720;High urbanisation rate;1997;82.0;9.0;5.0;3.0;2.0;4.0;65.0;11.0;15.0;8.0;78.0;10.0;6.0;3.0;3.0;91.0;7.0;2.0;3.0;9.0;87.0;93.0;4.0;4.0;87.0;9.0;4.0;72.0;5.0;23.0;18.0;16.0;66.0;;;;;;13.0;36.0;42.0;7.0;2.0;21.0;67.0;9.0;3.0;1.0;8.0;31.0;47.0;10.0;4.0;;;;;;57.0;44.0;4.0;8.0;9.0;12.0;4.0;4.0;8.0;4.0;1.0;9.0;29.0;;;;;;;;;;;;;;;;;;;;;44.0;31.0;;11.0;6.0;8.0;12.0;4.0;4.0;9.0;71.0
