ID;Sex;Age;Nationality;Periods;UnaccompaniedForeignMinor_1
3948;Female;80017;Stateless;2020;0
3949;Female;80017;Stateless;2021;0
3950;Female;80017;Stateless;2022;0
3951;Female;80017;Stateless;2023;0
3952;Female;53070;Total;2008;80
3953;Female;53070;Total;2009;90
3954;Female;53070;Total;2010;90
3955;Female;53070;Total;2011;40
3956;Female;53070;Total;2012;50
3957;Female;53070;Total;2013;45
3958;Female;53070;Total;2014;90
3959;Female;53070;Total;2015;370
3960;Female;53070;Total;2016;225
3961;Female;53070;Total;2017;100
3962;Female;53070;Total;2018;115
3963;Female;53070;Total;2019;60
3964;Female;53070;Total;2020;40
3965;Female;53070;Total;2021;125
3966;Female;53070;Total;2022;155
3967;Female;53070;Total;2023;325
3968;Female;53070;Afghan;2008;0
3969;Female;53070;Afghan;2009;0
3970;Female;53070;Afghan;2010;0
3971;Female;53070;Afghan;2011;10
3972;Female;53070;Afghan;2012;5
3973;Female;53070;Afghan;2013;5
3974;Female;53070;Afghan;2014;0
3975;Female;53070;Afghan;2015;10
3976;Female;53070;Afghan;2016;10
3977;Female;53070;Afghan;2017;5
3978;Female;53070;Afghan;2018;0
3979;Female;53070;Afghan;2019;0
3980;Female;53070;Afghan;2020;0
3981;Female;53070;Afghan;2021;5
3982;Female;53070;Afghan;2022;0
3983;Female;53070;Afghan;2023;0
3984;Female;53070;Albanian;2008;0
3985;Female;53070;Albanian;2009;0
3986;Female;53070;Albanian;2010;0
3987;Female;53070;Albanian;2011;0
3988;Female;53070;Albanian;2012;0
3989;Female;53070;Albanian;2013;0
3990;Female;53070;Albanian;2014;0
3991;Female;53070;Albanian;2015;0
3992;Female;53070;Albanian;2016;0
3993;Female;53070;Albanian;2017;0
3994;Female;53070;Albanian;2018;0
3995;Female;53070;Albanian;2019;0
3996;Female;53070;Albanian;2020;0
3997;Female;53070;Albanian;2021;0
3998;Female;53070;Albanian;2022;0
3999;Female;53070;Albanian;2023;0
4000;Female;53070;Algerian;2008;0
4001;Female;53070;Algerian;2009;0
4002;Female;53070;Algerian;2010;0
4003;Female;53070;Algerian;2011;0
4004;Female;53070;Algerian;2012;0
4005;Female;53070;Algerian;2013;0
4006;Female;53070;Algerian;2014;0
4007;Female;53070;Algerian;2015;0
4008;Female;53070;Algerian;2016;0
4009;Female;53070;Algerian;2017;0
4010;Female;53070;Algerian;2018;0
4011;Female;53070;Algerian;2019;0
4012;Female;53070;Algerian;2020;0
4013;Female;53070;Algerian;2021;0
4014;Female;53070;Algerian;2022;0
4015;Female;53070;Algerian;2023;0
4016;Female;53070;Chinese;2008;10
4017;Female;53070;Chinese;2009;0
4018;Female;53070;Chinese;2010;5
4019;Female;53070;Chinese;2011;5
4020;Female;53070;Chinese;2012;0
4021;Female;53070;Chinese;2013;0
4022;Female;53070;Chinese;2014;0
4023;Female;53070;Chinese;2015;0
4024;Female;53070;Chinese;2016;0
4025;Female;53070;Chinese;2017;0
4026;Female;53070;Chinese;2018;0
4027;Female;53070;Chinese;2019;0
4028;Female;53070;Chinese;2020;0
4029;Female;53070;Chinese;2021;0
4030;Female;53070;Chinese;2022;0
4031;Female;53070;Chinese;2023;0
4032;Female;53070;Eritrean;2008;0
4033;Female;53070;Eritrean;2009;5
4034;Female;53070;Eritrean;2010;5
4035;Female;53070;Eritrean;2011;5
4036;Female;53070;Eritrean;2012;5
4037;Female;53070;Eritrean;2013;5
4038;Female;53070;Eritrean;2014;60
4039;Female;53070;Eritrean;2015;260
4040;Female;53070;Eritrean;2016;170
4041;Female;53070;Eritrean;2017;55
4042;Female;53070;Eritrean;2018;55
4043;Female;53070;Eritrean;2019;20
4044;Female;53070;Eritrean;2020;10
4045;Female;53070;Eritrean;2021;20
4046;Female;53070;Eritrean;2022;45
4047;Female;53070;Eritrean;2023;110
4048;Female;53070;Ethiopian;2008;0
4049;Female;53070;Ethiopian;2009;0
4050;Female;53070;Ethiopian;2010;0
4051;Female;53070;Ethiopian;2011;0
4052;Female;53070;Ethiopian;2012;0
4053;Female;53070;Ethiopian;2013;0
4054;Female;53070;Ethiopian;2014;0
4055;Female;53070;Ethiopian;2015;0
4056;Female;53070;Ethiopian;2016;0
4057;Female;53070;Ethiopian;2017;0
4058;Female;53070;Ethiopian;2018;0
4059;Female;53070;Ethiopian;2019;0
4060;Female;53070;Ethiopian;2020;0
4061;Female;53070;Ethiopian;2021;5
4062;Female;53070;Ethiopian;2022;10
4063;Female;53070;Ethiopian;2023;5
4064;Female;53070;Gambian;2008;0
4065;Female;53070;Gambian;2009;0
4066;Female;53070;Gambian;2010;0
4067;Female;53070;Gambian;2011;0
4068;Female;53070;Gambian;2012;0
4069;Female;53070;Gambian;2013;0
4070;Female;53070;Gambian;2014;0
4071;Female;53070;Gambian;2015;0
4072;Female;53070;Gambian;2016;0
4073;Female;53070;Gambian;2017;0
4074;Female;53070;Gambian;2018;0
4075;Female;53070;Gambian;2019;0
4076;Female;53070;Gambian;2020;0
4077;Female;53070;Gambian;2021;0
4078;Female;53070;Gambian;2022;0
4079;Female;53070;Gambian;2023;0
4080;Female;53070;Guinean;2008;15
4081;Female;53070;Guinean;2009;10
4082;Female;53070;Guinean;2010;15
4083;Female;53070;Guinean;2011;0
4084;Female;53070;Guinean;2012;15
4085;Female;53070;Guinean;2013;10
4086;Female;53070;Guinean;2014;5
4087;Female;53070;Guinean;2015;0
4088;Female;53070;Guinean;2016;0
4089;Female;53070;Guinean;2017;5
4090;Female;53070;Guinean;2018;5
4091;Female;53070;Guinean;2019;0
4092;Female;53070;Guinean;2020;0
4093;Female;53070;Guinean;2021;0
4094;Female;53070;Guinean;2022;0
4095;Female;53070;Guinean;2023;0
4096;Female;53070;Iraqi;2008;0
4097;Female;53070;Iraqi;2009;0
4098;Female;53070;Iraqi;2010;5
4099;Female;53070;Iraqi;2011;5
4100;Female;53070;Iraqi;2012;0
4101;Female;53070;Iraqi;2013;0
4102;Female;53070;Iraqi;2014;5
4103;Female;53070;Iraqi;2015;5
4104;Female;53070;Iraqi;2016;0
4105;Female;53070;Iraqi;2017;5
4106;Female;53070;Iraqi;2018;5
4107;Female;53070;Iraqi;2019;5
4108;Female;53070;Iraqi;2020;0
4109;Female;53070;Iraqi;2021;5
4110;Female;53070;Iraqi;2022;5
4111;Female;53070;Iraqi;2023;20
4112;Female;53070;Iranian;2008;0
4113;Female;53070;Iranian;2009;0
4114;Female;53070;Iranian;2010;0
4115;Female;53070;Iranian;2011;0
4116;Female;53070;Iranian;2012;0
4117;Female;53070;Iranian;2013;0
4118;Female;53070;Iranian;2014;0
4119;Female;53070;Iranian;2015;0
4120;Female;53070;Iranian;2016;0
4121;Female;53070;Iranian;2017;0
4122;Female;53070;Iranian;2018;5
4123;Female;53070;Iranian;2019;5
4124;Female;53070;Iranian;2020;0
4125;Female;53070;Iranian;2021;0
4126;Female;53070;Iranian;2022;0
4127;Female;53070;Iranian;2023;0
4128;Female;53070;Yemeni;2008;0
4129;Female;53070;Yemeni;2009;0
4130;Female;53070;Yemeni;2010;0
4131;Female;53070;Yemeni;2011;0
4132;Female;53070;Yemeni;2012;0
4133;Female;53070;Yemeni;2013;0
4134;Female;53070;Yemeni;2014;0
4135;Female;53070;Yemeni;2015;0
4136;Female;53070;Yemeni;2016;0
4137;Female;53070;Yemeni;2017;0
4138;Female;53070;Yemeni;2018;0
4139;Female;53070;Yemeni;2019;0
4140;Female;53070;Yemeni;2020;0
4141;Female;53070;Yemeni;2021;5
4142;Female;53070;Yemeni;2022;5
4143;Female;53070;Yemeni;2023;5
4144;Female;53070;Moroccan;2008;0
4145;Female;53070;Moroccan;2009;0
4146;Female;53070;Moroccan;2010;0
4147;Female;53070;Moroccan;2011;0
4148;Female;53070;Moroccan;2012;0
4149;Female;53070;Moroccan;2013;0
4150;Female;53070;Moroccan;2014;0
4151;Female;53070;Moroccan;2015;0
4152;Female;53070;Moroccan;2016;0
4153;Female;53070;Moroccan;2017;0
4154;Female;53070;Moroccan;2018;5
4155;Female;53070;Moroccan;2019;5
4156;Female;53070;Moroccan;2020;5
4157;Female;53070;Moroccan;2021;0
4158;Female;53070;Moroccan;2022;0
4159;Female;53070;Moroccan;2023;0
4160;Female;53070;Turkish;2008;0
4161;Female;53070;Turkish;2009;0
4162;Female;53070;Turkish;2010;0
4163;Female;53070;Turkish;2011;0
4164;Female;53070;Turkish;2012;0
4165;Female;53070;Turkish;2013;0
4166;Female;53070;Turkish;2014;0
4167;Female;53070;Turkish;2015;0
4168;Female;53070;Turkish;2016;0
4169;Female;53070;Turkish;2017;0
4170;Female;53070;Turkish;2018;0
4171;Female;53070;Turkish;2019;0
4172;Female;53070;Turkish;2020;0
4173;Female;53070;Turkish;2021;0
4174;Female;53070;Turkish;2022;5
4175;Female;53070;Turkish;2023;5
4176;Female;53070;Sudanese;2008;0
4177;Female;53070;Sudanese;2009;0
4178;Female;53070;Sudanese;2010;0
4179;Female;53070;Sudanese;2011;0
4180;Female;53070;Sudanese;2012;0
4181;Female;53070;Sudanese;2013;0
4182;Female;53070;Sudanese;2014;0
4183;Female;53070;Sudanese;2015;0
4184;Female;53070;Sudanese;2016;0
4185;Female;53070;Sudanese;2017;0
4186;Female;53070;Sudanese;2018;0
4187;Female;53070;Sudanese;2019;0
4188;Female;53070;Sudanese;2020;0
4189;Female;53070;Sudanese;2021;0
4190;Female;53070;Sudanese;2022;0
4191;Female;53070;Sudanese;2023;0
4192;Female;53070;Somali;2008;30
4193;Female;53070;Somali;2009;40
4194;Female;53070;Somali;2010;20
4195;Female;53070;Somali;2011;5
4196;Female;53070;Somali;2012;10
4197;Female;53070;Somali;2013;0
4198;Female;53070;Somali;2014;10
4199;Female;53070;Somali;2015;5
4200;Female;53070;Somali;2016;10
4201;Female;53070;Somali;2017;0
4202;Female;53070;Somali;2018;0
4203;Female;53070;Somali;2019;5
4204;Female;53070;Somali;2020;5
4205;Female;53070;Somali;2021;45
4206;Female;53070;Somali;2022;40
4207;Female;53070;Somali;2023;105
4208;Female;53070;Syrian;2008;0
4209;Female;53070;Syrian;2009;0
4210;Female;53070;Syrian;2010;0
4211;Female;53070;Syrian;2011;0
4212;Female;53070;Syrian;2012;0
4213;Female;53070;Syrian;2013;0
4214;Female;53070;Syrian;2014;5
4215;Female;53070;Syrian;2015;55
4216;Female;53070;Syrian;2016;10
4217;Female;53070;Syrian;2017;20
4218;Female;53070;Syrian;2018;20
4219;Female;53070;Syrian;2019;10
4220;Female;53070;Syrian;2020;10
4221;Female;53070;Syrian;2021;30
4222;Female;53070;Syrian;2022;30
4223;Female;53070;Syrian;2023;45
4224;Female;53070;Unknown;2008;0
4225;Female;53070;Unknown;2009;5
4226;Female;53070;Unknown;2010;0
4227;Female;53070;Unknown;2011;0
4228;Female;53070;Unknown;2012;0
4229;Female;53070;Unknown;2013;0
4230;Female;53070;Unknown;2014;0
4231;Female;53070;Unknown;2015;0
4232;Female;53070;Unknown;2016;5
4233;Female;53070;Unknown;2017;0
4234;Female;53070;Unknown;2018;5
4235;Female;53070;Unknown;2019;0
4236;Female;53070;Unknown;2020;0
4237;Female;53070;Unknown;2021;5
4238;Female;53070;Unknown;2022;0
4239;Female;53070;Unknown;2023;5
4240;Female;53070;Stateless;2008;0
4241;Female;53070;Stateless;2009;0
4242;Female;53070;Stateless;2010;0
4243;Female;53070;Stateless;2011;0
4244;Female;53070;Stateless;2012;0
4245;Female;53070;Stateless;2013;0
4246;Female;53070;Stateless;2014;0
4247;Female;53070;Stateless;2015;20
4248;Female;53070;Stateless;2016;0
4249;Female;53070;Stateless;2017;0
4250;Female;53070;Stateless;2018;0
4251;Female;53070;Stateless;2019;0
4252;Female;53070;Stateless;2020;0
4253;Female;53070;Stateless;2021;0
4254;Female;53070;Stateless;2022;0
4255;Female;53070;Stateless;2023;0
4256;Female;99999;Total;2008;25
4257;Female;99999;Total;2009;20
4258;Female;99999;Total;2010;25
4259;Female;99999;Total;2011;10
4260;Female;99999;Total;2012;20
4261;Female;99999;Total;2013;5
4262;Female;99999;Total;2014;15
4263;Female;99999;Total;2015;10
4264;Female;99999;Total;2016;5
4265;Female;99999;Total;2017;10
4266;Female;99999;Total;2018;5
4267;Female;99999;Total;2019;0
4268;Female;99999;Total;2020;0
4269;Female;99999;Total;2021;0
4270;Female;99999;Total;2022;5
4271;Female;99999;Total;2023;0
4272;Female;99999;Afghan;2008;0
4273;Female;99999;Afghan;2009;0
4274;Female;99999;Afghan;2010;0
4275;Female;99999;Afghan;2011;0
4276;Female;99999;Afghan;2012;5
4277;Female;99999;Afghan;2013;0
4278;Female;99999;Afghan;2014;0
4279;Female;99999;Afghan;2015;0
4280;Female;99999;Afghan;2016;0
4281;Female;99999;Afghan;2017;0
4282;Female;99999;Afghan;2018;0
4283;Female;99999;Afghan;2019;0
4284;Female;99999;Afghan;2020;0
4285;Female;99999;Afghan;2021;0
4286;Female;99999;Afghan;2022;0
4287;Female;99999;Afghan;2023;0
4288;Female;99999;Albanian;2008;0
4289;Female;99999;Albanian;2009;0
4290;Female;99999;Albanian;2010;0
4291;Female;99999;Albanian;2011;0
4292;Female;99999;Albanian;2012;0
4293;Female;99999;Albanian;2013;0
4294;Female;99999;Albanian;2014;0
4295;Female;99999;Albanian;2015;0
4296;Female;99999;Albanian;2016;0
4297;Female;99999;Albanian;2017;0
4298;Female;99999;Albanian;2018;0
4299;Female;99999;Albanian;2019;0
4300;Female;99999;Albanian;2020;0
4301;Female;99999;Albanian;2021;0
4302;Female;99999;Albanian;2022;0
4303;Female;99999;Albanian;2023;0
4304;Female;99999;Algerian;2008;0
4305;Female;99999;Algerian;2009;0
4306;Female;99999;Algerian;2010;0
4307;Female;99999;Algerian;2011;0
4308;Female;99999;Algerian;2012;0
4309;Female;99999;Algerian;2013;0
4310;Female;99999;Algerian;2014;0
4311;Female;99999;Algerian;2015;0
4312;Female;99999;Algerian;2016;0
4313;Female;99999;Algerian;2017;0
4314;Female;99999;Algerian;2018;0
4315;Female;99999;Algerian;2019;0
4316;Female;99999;Algerian;2020;0
4317;Female;99999;Algerian;2021;0
4318;Female;99999;Algerian;2022;0
4319;Female;99999;Algerian;2023;0
4320;Female;99999;Chinese;2008;0
4321;Female;99999;Chinese;2009;0
4322;Female;99999;Chinese;2010;0
4323;Female;99999;Chinese;2011;0
4324;Female;99999;Chinese;2012;0
4325;Female;99999;Chinese;2013;0
4326;Female;99999;Chinese;2014;0
4327;Female;99999;Chinese;2015;0
4328;Female;99999;Chinese;2016;0
4329;Female;99999;Chinese;2017;0
4330;Female;99999;Chinese;2018;0
4331;Female;99999;Chinese;2019;0
4332;Female;99999;Chinese;2020;0
4333;Female;99999;Chinese;2021;0
4334;Female;99999;Chinese;2022;0
4335;Female;99999;Chinese;2023;0
4336;Female;99999;Eritrean;2008;0
4337;Female;99999;Eritrean;2009;0
4338;Female;99999;Eritrean;2010;5
4339;Female;99999;Eritrean;2011;0
4340;Female;99999;Eritrean;2012;0
4341;Female;99999;Eritrean;2013;0
4342;Female;99999;Eritrean;2014;10
4343;Female;99999;Eritrean;2015;5
4344;Female;99999;Eritrean;2016;5
4345;Female;99999;Eritrean;2017;10
4346;Female;99999;Eritrean;2018;5
4347;Female;99999;Eritrean;2019;0
4348;Female;99999;Eritrean;2020;0
4349;Female;99999;Eritrean;2021;0
4350;Female;99999;Eritrean;2022;0
4351;Female;99999;Eritrean;2023;0
4352;Female;99999;Ethiopian;2008;0
4353;Female;99999;Ethiopian;2009;0
4354;Female;99999;Ethiopian;2010;0
4355;Female;99999;Ethiopian;2011;0
4356;Female;99999;Ethiopian;2012;0
4357;Female;99999;Ethiopian;2013;0
4358;Female;99999;Ethiopian;2014;0
4359;Female;99999;Ethiopian;2015;0
4360;Female;99999;Ethiopian;2016;0
4361;Female;99999;Ethiopian;2017;0
4362;Female;99999;Ethiopian;2018;0
4363;Female;99999;Ethiopian;2019;0
4364;Female;99999;Ethiopian;2020;0
4365;Female;99999;Ethiopian;2021;0
4366;Female;99999;Ethiopian;2022;0
4367;Female;99999;Ethiopian;2023;0
4368;Female;99999;Gambian;2008;0
4369;Female;99999;Gambian;2009;0
4370;Female;99999;Gambian;2010;0
4371;Female;99999;Gambian;2011;0
4372;Female;99999;Gambian;2012;0
4373;Female;99999;Gambian;2013;0
4374;Female;99999;Gambian;2014;0
4375;Female;99999;Gambian;2015;0
4376;Female;99999;Gambian;2016;0
4377;Female;99999;Gambian;2017;0
4378;Female;99999;Gambian;2018;0
4379;Female;99999;Gambian;2019;0
4380;Female;99999;Gambian;2020;0
4381;Female;99999;Gambian;2021;0
4382;Female;99999;Gambian;2022;0
4383;Female;99999;Gambian;2023;0
4384;Female;99999;Guinean;2008;0
4385;Female;99999;Guinean;2009;0
4386;Female;99999;Guinean;2010;0
4387;Female;99999;Guinean;2011;0
4388;Female;99999;Guinean;2012;5
4389;Female;99999;Guinean;2013;5
4390;Female;99999;Guinean;2014;5
4391;Female;99999;Guinean;2015;0
4392;Female;99999;Guinean;2016;0
4393;Female;99999;Guinean;2017;0
4394;Female;99999;Guinean;2018;0
4395;Female;99999;Guinean;2019;0
4396;Female;99999;Guinean;2020;0
4397;Female;99999;Guinean;2021;0
4398;Female;99999;Guinean;2022;0
4399;Female;99999;Guinean;2023;0
4400;Female;99999;Iraqi;2008;10
4401;Female;99999;Iraqi;2009;0
4402;Female;99999;Iraqi;2010;0
4403;Female;99999;Iraqi;2011;5
4404;Female;99999;Iraqi;2012;0
4405;Female;99999;Iraqi;2013;0
4406;Female;99999;Iraqi;2014;0
4407;Female;99999;Iraqi;2015;0
4408;Female;99999;Iraqi;2016;0
4409;Female;99999;Iraqi;2017;0
4410;Female;99999;Iraqi;2018;0
4411;Female;99999;Iraqi;2019;0
4412;Female;99999;Iraqi;2020;0
4413;Female;99999;Iraqi;2021;0
4414;Female;99999;Iraqi;2022;0
4415;Female;99999;Iraqi;2023;0
4416;Female;99999;Iranian;2008;0
4417;Female;99999;Iranian;2009;0
4418;Female;99999;Iranian;2010;0
4419;Female;99999;Iranian;2011;0
4420;Female;99999;Iranian;2012;0
4421;Female;99999;Iranian;2013;0
4422;Female;99999;Iranian;2014;0
4423;Female;99999;Iranian;2015;0
4424;Female;99999;Iranian;2016;0
4425;Female;99999;Iranian;2017;0
4426;Female;99999;Iranian;2018;0
4427;Female;99999;Iranian;2019;0
4428;Female;99999;Iranian;2020;0
4429;Female;99999;Iranian;2021;0
4430;Female;99999;Iranian;2022;0
4431;Female;99999;Iranian;2023;0
4432;Female;99999;Yemeni;2008;0
4433;Female;99999;Yemeni;2009;0
4434;Female;99999;Yemeni;2010;0
4435;Female;99999;Yemeni;2011;0
4436;Female;99999;Yemeni;2012;0
4437;Female;99999;Yemeni;2013;0
4438;Female;99999;Yemeni;2014;0
4439;Female;99999;Yemeni;2015;0
4440;Female;99999;Yemeni;2016;0
4441;Female;99999;Yemeni;2017;0
4442;Female;99999;Yemeni;2018;0
4443;Female;99999;Yemeni;2019;0
4444;Female;99999;Yemeni;2020;0
4445;Female;99999;Yemeni;2021;0
4446;Female;99999;Yemeni;2022;0
4447;Female;99999;Yemeni;2023;0
4448;Female;99999;Moroccan;2008;0
4449;Female;99999;Moroccan;2009;0
4450;Female;99999;Moroccan;2010;0
4451;Female;99999;Moroccan;2011;0
4452;Female;99999;Moroccan;2012;0
4453;Female;99999;Moroccan;2013;0
4454;Female;99999;Moroccan;2014;0
4455;Female;99999;Moroccan;2015;0
4456;Female;99999;Moroccan;2016;0
4457;Female;99999;Moroccan;2017;0
4458;Female;99999;Moroccan;2018;0
4459;Female;99999;Moroccan;2019;0
4460;Female;99999;Moroccan;2020;0
4461;Female;99999;Moroccan;2021;0
4462;Female;99999;Moroccan;2022;0
4463;Female;99999;Moroccan;2023;0
4464;Female;99999;Turkish;2008;0
4465;Female;99999;Turkish;2009;0
4466;Female;99999;Turkish;2010;0
4467;Female;99999;Turkish;2011;0
4468;Female;99999;Turkish;2012;0
4469;Female;99999;Turkish;2013;0
4470;Female;99999;Turkish;2014;0
4471;Female;99999;Turkish;2015;0
4472;Female;99999;Turkish;2016;0
4473;Female;99999;Turkish;2017;0
4474;Female;99999;Turkish;2018;0
4475;Female;99999;Turkish;2019;0
4476;Female;99999;Turkish;2020;0
4477;Female;99999;Turkish;2021;0
4478;Female;99999;Turkish;2022;0
4479;Female;99999;Turkish;2023;0
4480;Female;99999;Sudanese;2008;0
4481;Female;99999;Sudanese;2009;0
4482;Female;99999;Sudanese;2010;0
4483;Female;99999;Sudanese;2011;0
4484;Female;99999;Sudanese;2012;0
4485;Female;99999;Sudanese;2013;0
4486;Female;99999;Sudanese;2014;0
4487;Female;99999;Sudanese;2015;0
4488;Female;99999;Sudanese;2016;0
4489;Female;99999;Sudanese;2017;0
4490;Female;99999;Sudanese;2018;0
4491;Female;99999;Sudanese;2019;0
4492;Female;99999;Sudanese;2020;0
4493;Female;99999;Sudanese;2021;0
4494;Female;99999;Sudanese;2022;0
4495;Female;99999;Sudanese;2023;0
4496;Female;99999;Somali;2008;5
4497;Female;99999;Somali;2009;10
4498;Female;99999;Somali;2010;5
4499;Female;99999;Somali;2011;0
4500;Female;99999;Somali;2012;5
4501;Female;99999;Somali;2013;0
4502;Female;99999;Somali;2014;0
4503;Female;99999;Somali;2015;0
4504;Female;99999;Somali;2016;0
4505;Female;99999;Somali;2017;0
4506;Female;99999;Somali;2018;0
4507;Female;99999;Somali;2019;0
4508;Female;99999;Somali;2020;0
4509;Female;99999;Somali;2021;0
4510;Female;99999;Somali;2022;0
4511;Female;99999;Somali;2023;0
4512;Female;99999;Syrian;2008;0
4513;Female;99999;Syrian;2009;0
4514;Female;99999;Syrian;2010;0
4515;Female;99999;Syrian;2011;0
4516;Female;99999;Syrian;2012;0
4517;Female;99999;Syrian;2013;0
4518;Female;99999;Syrian;2014;0
4519;Female;99999;Syrian;2015;0
4520;Female;99999;Syrian;2016;0
4521;Female;99999;Syrian;2017;0
4522;Female;99999;Syrian;2018;0
4523;Female;99999;Syrian;2019;0
4524;Female;99999;Syrian;2020;0
4525;Female;99999;Syrian;2021;0
