ID;EducationLevel;FieldsOfEducation;CaribbeanNetherlands;Periods;MBOstudents_1
4140;MBO level 4;Total fields of education;St Eustatius;2021/'22;
4141;MBO level 4;Total fields of education;St Eustatius;2022/'23;
4142;MBO level 4;Total fields of education;St Eustatius;2023/'24;
4143;MBO level 4;Total fields of education;St Eustatius;2024/'25;
4144;MBO level 4;Total fields of education;Saba;2009/'10;
4145;MBO level 4;Total fields of education;Saba;2010/'11;
4146;MBO level 4;Total fields of education;Saba;2011/'12;
4147;MBO level 4;Total fields of education;Saba;2012/'13;
4148;MBO level 4;Total fields of education;Saba;2013/'14;
4149;MBO level 4;Total fields of education;Saba;2014/'15;
4150;MBO level 4;Total fields of education;Saba;2015/'16;
4151;MBO level 4;Total fields of education;Saba;2016/'17;
4152;MBO level 4;Total fields of education;Saba;2017/'18;
4153;MBO level 4;Total fields of education;Saba;2018/'19;
4154;MBO level 4;Total fields of education;Saba;2019/'20;
4155;MBO level 4;Total fields of education;Saba;2020/'21;
4156;MBO level 4;Total fields of education;Saba;2021/'22;
4157;MBO level 4;Total fields of education;Saba;2022/'23;
4158;MBO level 4;Total fields of education;Saba;2023/'24;
4159;MBO level 4;Total fields of education;Saba;2024/'25;
4160;MBO level 4;Sector Economics;Caribbean Netherlands;2009/'10;0.0
4161;MBO level 4;Sector Economics;Caribbean Netherlands;2010/'11;16.0
4162;MBO level 4;Sector Economics;Caribbean Netherlands;2011/'12;13.0
4163;MBO level 4;Sector Economics;Caribbean Netherlands;2012/'13;
4164;MBO level 4;Sector Economics;Caribbean Netherlands;2013/'14;32.0
4165;MBO level 4;Sector Economics;Caribbean Netherlands;2014/'15;44.0
4166;MBO level 4;Sector Economics;Caribbean Netherlands;2015/'16;60.0
4167;MBO level 4;Sector Economics;Caribbean Netherlands;2016/'17;26.0
4168;MBO level 4;Sector Economics;Caribbean Netherlands;2017/'18;21.0
4169;MBO level 4;Sector Economics;Caribbean Netherlands;2018/'19;16.0
4170;MBO level 4;Sector Economics;Caribbean Netherlands;2019/'20;18.0
4171;MBO level 4;Sector Economics;Caribbean Netherlands;2020/'21;48.0
4172;MBO level 4;Sector Economics;Caribbean Netherlands;2021/'22;80.0
4173;MBO level 4;Sector Economics;Caribbean Netherlands;2022/'23;84.0
4174;MBO level 4;Sector Economics;Caribbean Netherlands;2023/'24;103.0
4175;MBO level 4;Sector Economics;Caribbean Netherlands;2024/'25;106.0
4176;MBO level 4;Sector Economics;Bonaire;2009/'10;0.0
4177;MBO level 4;Sector Economics;Bonaire;2010/'11;16.0
4178;MBO level 4;Sector Economics;Bonaire;2011/'12;13.0
4179;MBO level 4;Sector Economics;Bonaire;2012/'13;
4180;MBO level 4;Sector Economics;Bonaire;2013/'14;32.0
4181;MBO level 4;Sector Economics;Bonaire;2014/'15;44.0
4182;MBO level 4;Sector Economics;Bonaire;2015/'16;60.0
4183;MBO level 4;Sector Economics;Bonaire;2016/'17;26.0
4184;MBO level 4;Sector Economics;Bonaire;2017/'18;21.0
4185;MBO level 4;Sector Economics;Bonaire;2018/'19;16.0
4186;MBO level 4;Sector Economics;Bonaire;2019/'20;18.0
4187;MBO level 4;Sector Economics;Bonaire;2020/'21;48.0
4188;MBO level 4;Sector Economics;Bonaire;2021/'22;80.0
4189;MBO level 4;Sector Economics;Bonaire;2022/'23;84.0
4190;MBO level 4;Sector Economics;Bonaire;2023/'24;103.0
4191;MBO level 4;Sector Economics;Bonaire;2024/'25;106.0
4192;MBO level 4;Sector Economics;St Eustatius;2009/'10;
4193;MBO level 4;Sector Economics;St Eustatius;2010/'11;
4194;MBO level 4;Sector Economics;St Eustatius;2011/'12;
4195;MBO level 4;Sector Economics;St Eustatius;2012/'13;
4196;MBO level 4;Sector Economics;St Eustatius;2013/'14;
4197;MBO level 4;Sector Economics;St Eustatius;2014/'15;
4198;MBO level 4;Sector Economics;St Eustatius;2015/'16;
4199;MBO level 4;Sector Economics;St Eustatius;2016/'17;
4200;MBO level 4;Sector Economics;St Eustatius;2017/'18;
4201;MBO level 4;Sector Economics;St Eustatius;2018/'19;
4202;MBO level 4;Sector Economics;St Eustatius;2019/'20;
4203;MBO level 4;Sector Economics;St Eustatius;2020/'21;
4204;MBO level 4;Sector Economics;St Eustatius;2021/'22;
4205;MBO level 4;Sector Economics;St Eustatius;2022/'23;
4206;MBO level 4;Sector Economics;St Eustatius;2023/'24;
4207;MBO level 4;Sector Economics;St Eustatius;2024/'25;
4208;MBO level 4;Sector Economics;Saba;2009/'10;
4209;MBO level 4;Sector Economics;Saba;2010/'11;
4210;MBO level 4;Sector Economics;Saba;2011/'12;
4211;MBO level 4;Sector Economics;Saba;2012/'13;
4212;MBO level 4;Sector Economics;Saba;2013/'14;
4213;MBO level 4;Sector Economics;Saba;2014/'15;
4214;MBO level 4;Sector Economics;Saba;2015/'16;
4215;MBO level 4;Sector Economics;Saba;2016/'17;
4216;MBO level 4;Sector Economics;Saba;2017/'18;
4217;MBO level 4;Sector Economics;Saba;2018/'19;
4218;MBO level 4;Sector Economics;Saba;2019/'20;
4219;MBO level 4;Sector Economics;Saba;2020/'21;
4220;MBO level 4;Sector Economics;Saba;2021/'22;
4221;MBO level 4;Sector Economics;Saba;2022/'23;
4222;MBO level 4;Sector Economics;Saba;2023/'24;
4223;MBO level 4;Sector Economics;Saba;2024/'25;
4224;MBO level 4;Sector Technology;Caribbean Netherlands;2009/'10;0.0
4225;MBO level 4;Sector Technology;Caribbean Netherlands;2010/'11;0.0
4226;MBO level 4;Sector Technology;Caribbean Netherlands;2011/'12;0.0
4227;MBO level 4;Sector Technology;Caribbean Netherlands;2012/'13;
4228;MBO level 4;Sector Technology;Caribbean Netherlands;2013/'14;34.0
4229;MBO level 4;Sector Technology;Caribbean Netherlands;2014/'15;89.0
4230;MBO level 4;Sector Technology;Caribbean Netherlands;2015/'16;92.0
4231;MBO level 4;Sector Technology;Caribbean Netherlands;2016/'17;26.0
4232;MBO level 4;Sector Technology;Caribbean Netherlands;2017/'18;24.0
4233;MBO level 4;Sector Technology;Caribbean Netherlands;2018/'19;19.0
4234;MBO level 4;Sector Technology;Caribbean Netherlands;2019/'20;15.0
4235;MBO level 4;Sector Technology;Caribbean Netherlands;2020/'21;15.0
4236;MBO level 4;Sector Technology;Caribbean Netherlands;2021/'22;29.0
4237;MBO level 4;Sector Technology;Caribbean Netherlands;2022/'23;23.0
4238;MBO level 4;Sector Technology;Caribbean Netherlands;2023/'24;9.0
4239;MBO level 4;Sector Technology;Caribbean Netherlands;2024/'25;0.0
4240;MBO level 4;Sector Technology;Bonaire;2009/'10;0.0
4241;MBO level 4;Sector Technology;Bonaire;2010/'11;0.0
4242;MBO level 4;Sector Technology;Bonaire;2011/'12;0.0
4243;MBO level 4;Sector Technology;Bonaire;2012/'13;
4244;MBO level 4;Sector Technology;Bonaire;2013/'14;34.0
4245;MBO level 4;Sector Technology;Bonaire;2014/'15;89.0
4246;MBO level 4;Sector Technology;Bonaire;2015/'16;92.0
4247;MBO level 4;Sector Technology;Bonaire;2016/'17;26.0
4248;MBO level 4;Sector Technology;Bonaire;2017/'18;24.0
4249;MBO level 4;Sector Technology;Bonaire;2018/'19;19.0
4250;MBO level 4;Sector Technology;Bonaire;2019/'20;15.0
4251;MBO level 4;Sector Technology;Bonaire;2020/'21;15.0
4252;MBO level 4;Sector Technology;Bonaire;2021/'22;29.0
4253;MBO level 4;Sector Technology;Bonaire;2022/'23;23.0
4254;MBO level 4;Sector Technology;Bonaire;2023/'24;9.0
4255;MBO level 4;Sector Technology;Bonaire;2024/'25;0.0
4256;MBO level 4;Sector Technology;St Eustatius;2009/'10;
4257;MBO level 4;Sector Technology;St Eustatius;2010/'11;
4258;MBO level 4;Sector Technology;St Eustatius;2011/'12;
4259;MBO level 4;Sector Technology;St Eustatius;2012/'13;
4260;MBO level 4;Sector Technology;St Eustatius;2013/'14;
4261;MBO level 4;Sector Technology;St Eustatius;2014/'15;
4262;MBO level 4;Sector Technology;St Eustatius;2015/'16;
4263;MBO level 4;Sector Technology;St Eustatius;2016/'17;
4264;MBO level 4;Sector Technology;St Eustatius;2017/'18;
4265;MBO level 4;Sector Technology;St Eustatius;2018/'19;
4266;MBO level 4;Sector Technology;St Eustatius;2019/'20;
4267;MBO level 4;Sector Technology;St Eustatius;2020/'21;
4268;MBO level 4;Sector Technology;St Eustatius;2021/'22;
4269;MBO level 4;Sector Technology;St Eustatius;2022/'23;
4270;MBO level 4;Sector Technology;St Eustatius;2023/'24;
4271;MBO level 4;Sector Technology;St Eustatius;2024/'25;
4272;MBO level 4;Sector Technology;Saba;2009/'10;
4273;MBO level 4;Sector Technology;Saba;2010/'11;
4274;MBO level 4;Sector Technology;Saba;2011/'12;
4275;MBO level 4;Sector Technology;Saba;2012/'13;
4276;MBO level 4;Sector Technology;Saba;2013/'14;
4277;MBO level 4;Sector Technology;Saba;2014/'15;
4278;MBO level 4;Sector Technology;Saba;2015/'16;
4279;MBO level 4;Sector Technology;Saba;2016/'17;
4280;MBO level 4;Sector Technology;Saba;2017/'18;
4281;MBO level 4;Sector Technology;Saba;2018/'19;
4282;MBO level 4;Sector Technology;Saba;2019/'20;
4283;MBO level 4;Sector Technology;Saba;2020/'21;
4284;MBO level 4;Sector Technology;Saba;2021/'22;
4285;MBO level 4;Sector Technology;Saba;2022/'23;
4286;MBO level 4;Sector Technology;Saba;2023/'24;
4287;MBO level 4;Sector Technology;Saba;2024/'25;
4288;MBO level 4;Sector Health and welfare;Caribbean Netherlands;2009/'10;0.0
4289;MBO level 4;Sector Health and welfare;Caribbean Netherlands;2010/'11;8.0
4290;MBO level 4;Sector Health and welfare;Caribbean Netherlands;2011/'12;7.0
4291;MBO level 4;Sector Health and welfare;Caribbean Netherlands;2012/'13;
4292;MBO level 4;Sector Health and welfare;Caribbean Netherlands;2013/'14;14.0
4293;MBO level 4;Sector Health and welfare;Caribbean Netherlands;2014/'15;42.0
4294;MBO level 4;Sector Health and welfare;Caribbean Netherlands;2015/'16;90.0
4295;MBO level 4;Sector Health and welfare;Caribbean Netherlands;2016/'17;39.0
4296;MBO level 4;Sector Health and welfare;Caribbean Netherlands;2017/'18;53.0
4297;MBO level 4;Sector Health and welfare;Caribbean Netherlands;2018/'19;49.0
4298;MBO level 4;Sector Health and welfare;Caribbean Netherlands;2019/'20;41.0
4299;MBO level 4;Sector Health and welfare;Caribbean Netherlands;2020/'21;63.0
4300;MBO level 4;Sector Health and welfare;Caribbean Netherlands;2021/'22;63.0
4301;MBO level 4;Sector Health and welfare;Caribbean Netherlands;2022/'23;59.0
4302;MBO level 4;Sector Health and welfare;Caribbean Netherlands;2023/'24;88.0
4303;MBO level 4;Sector Health and welfare;Caribbean Netherlands;2024/'25;102.0
4304;MBO level 4;Sector Health and welfare;Bonaire;2009/'10;0.0
4305;MBO level 4;Sector Health and welfare;Bonaire;2010/'11;8.0
4306;MBO level 4;Sector Health and welfare;Bonaire;2011/'12;7.0
4307;MBO level 4;Sector Health and welfare;Bonaire;2012/'13;
4308;MBO level 4;Sector Health and welfare;Bonaire;2013/'14;14.0
4309;MBO level 4;Sector Health and welfare;Bonaire;2014/'15;42.0
4310;MBO level 4;Sector Health and welfare;Bonaire;2015/'16;90.0
4311;MBO level 4;Sector Health and welfare;Bonaire;2016/'17;39.0
4312;MBO level 4;Sector Health and welfare;Bonaire;2017/'18;53.0
4313;MBO level 4;Sector Health and welfare;Bonaire;2018/'19;49.0
4314;MBO level 4;Sector Health and welfare;Bonaire;2019/'20;41.0
4315;MBO level 4;Sector Health and welfare;Bonaire;2020/'21;63.0
4316;MBO level 4;Sector Health and welfare;Bonaire;2021/'22;63.0
4317;MBO level 4;Sector Health and welfare;Bonaire;2022/'23;59.0
4318;MBO level 4;Sector Health and welfare;Bonaire;2023/'24;88.0
4319;MBO level 4;Sector Health and welfare;Bonaire;2024/'25;102.0
4320;MBO level 4;Sector Health and welfare;St Eustatius;2009/'10;
4321;MBO level 4;Sector Health and welfare;St Eustatius;2010/'11;
4322;MBO level 4;Sector Health and welfare;St Eustatius;2011/'12;
4323;MBO level 4;Sector Health and welfare;St Eustatius;2012/'13;
4324;MBO level 4;Sector Health and welfare;St Eustatius;2013/'14;
4325;MBO level 4;Sector Health and welfare;St Eustatius;2014/'15;
4326;MBO level 4;Sector Health and welfare;St Eustatius;2015/'16;
4327;MBO level 4;Sector Health and welfare;St Eustatius;2016/'17;
4328;MBO level 4;Sector Health and welfare;St Eustatius;2017/'18;
4329;MBO level 4;Sector Health and welfare;St Eustatius;2018/'19;
4330;MBO level 4;Sector Health and welfare;St Eustatius;2019/'20;
4331;MBO level 4;Sector Health and welfare;St Eustatius;2020/'21;
4332;MBO level 4;Sector Health and welfare;St Eustatius;2021/'22;
4333;MBO level 4;Sector Health and welfare;St Eustatius;2022/'23;
4334;MBO level 4;Sector Health and welfare;St Eustatius;2023/'24;
4335;MBO level 4;Sector Health and welfare;St Eustatius;2024/'25;
4336;MBO level 4;Sector Health and welfare;Saba;2009/'10;
4337;MBO level 4;Sector Health and welfare;Saba;2010/'11;
4338;MBO level 4;Sector Health and welfare;Saba;2011/'12;
4339;MBO level 4;Sector Health and welfare;Saba;2012/'13;
4340;MBO level 4;Sector Health and welfare;Saba;2013/'14;
4341;MBO level 4;Sector Health and welfare;Saba;2014/'15;
4342;MBO level 4;Sector Health and welfare;Saba;2015/'16;
4343;MBO level 4;Sector Health and welfare;Saba;2016/'17;
4344;MBO level 4;Sector Health and welfare;Saba;2017/'18;
4345;MBO level 4;Sector Health and welfare;Saba;2018/'19;
4346;MBO level 4;Sector Health and welfare;Saba;2019/'20;
4347;MBO level 4;Sector Health and welfare;Saba;2020/'21;
4348;MBO level 4;Sector Health and welfare;Saba;2021/'22;
4349;MBO level 4;Sector Health and welfare;Saba;2022/'23;
4350;MBO level 4;Sector Health and welfare;Saba;2023/'24;
4351;MBO level 4;Sector Health and welfare;Saba;2024/'25;
4352;MBO level 4;Combination of sectors;Caribbean Netherlands;2009/'10;0.0
4353;MBO level 4;Combination of sectors;Caribbean Netherlands;2010/'11;0.0
4354;MBO level 4;Combination of sectors;Caribbean Netherlands;2011/'12;0.0
4355;MBO level 4;Combination of sectors;Caribbean Netherlands;2012/'13;
4356;MBO level 4;Combination of sectors;Caribbean Netherlands;2013/'14;0.0
4357;MBO level 4;Combination of sectors;Caribbean Netherlands;2014/'15;0.0
4358;MBO level 4;Combination of sectors;Caribbean Netherlands;2015/'16;0.0
4359;MBO level 4;Combination of sectors;Caribbean Netherlands;2016/'17;0.0
4360;MBO level 4;Combination of sectors;Caribbean Netherlands;2017/'18;0.0
4361;MBO level 4;Combination of sectors;Caribbean Netherlands;2018/'19;0.0
4362;MBO level 4;Combination of sectors;Caribbean Netherlands;2019/'20;0.0
4363;MBO level 4;Combination of sectors;Caribbean Netherlands;2020/'21;0.0
4364;MBO level 4;Combination of sectors;Caribbean Netherlands;2021/'22;0.0
4365;MBO level 4;Combination of sectors;Caribbean Netherlands;2022/'23;0.0
4366;MBO level 4;Combination of sectors;Caribbean Netherlands;2023/'24;0.0
4367;MBO level 4;Combination of sectors;Caribbean Netherlands;2024/'25;0.0
4368;MBO level 4;Combination of sectors;Bonaire;2009/'10;0.0
4369;MBO level 4;Combination of sectors;Bonaire;2010/'11;0.0
4370;MBO level 4;Combination of sectors;Bonaire;2011/'12;0.0
4371;MBO level 4;Combination of sectors;Bonaire;2012/'13;
4372;MBO level 4;Combination of sectors;Bonaire;2013/'14;0.0
4373;MBO level 4;Combination of sectors;Bonaire;2014/'15;0.0
4374;MBO level 4;Combination of sectors;Bonaire;2015/'16;0.0
4375;MBO level 4;Combination of sectors;Bonaire;2016/'17;0.0
4376;MBO level 4;Combination of sectors;Bonaire;2017/'18;0.0
4377;MBO level 4;Combination of sectors;Bonaire;2018/'19;0.0
4378;MBO level 4;Combination of sectors;Bonaire;2019/'20;0.0
4379;MBO level 4;Combination of sectors;Bonaire;2020/'21;0.0
4380;MBO level 4;Combination of sectors;Bonaire;2021/'22;0.0
4381;MBO level 4;Combination of sectors;Bonaire;2022/'23;0.0
4382;MBO level 4;Combination of sectors;Bonaire;2023/'24;0.0
4383;MBO level 4;Combination of sectors;Bonaire;2024/'25;0.0
4384;MBO level 4;Combination of sectors;St Eustatius;2009/'10;
4385;MBO level 4;Combination of sectors;St Eustatius;2010/'11;
4386;MBO level 4;Combination of sectors;St Eustatius;2011/'12;
4387;MBO level 4;Combination of sectors;St Eustatius;2012/'13;
4388;MBO level 4;Combination of sectors;St Eustatius;2013/'14;
4389;MBO level 4;Combination of sectors;St Eustatius;2014/'15;
4390;MBO level 4;Combination of sectors;St Eustatius;2015/'16;
4391;MBO level 4;Combination of sectors;St Eustatius;2016/'17;
4392;MBO level 4;Combination of sectors;St Eustatius;2017/'18;
4393;MBO level 4;Combination of sectors;St Eustatius;2018/'19;
4394;MBO level 4;Combination of sectors;St Eustatius;2019/'20;
4395;MBO level 4;Combination of sectors;St Eustatius;2020/'21;
4396;MBO level 4;Combination of sectors;St Eustatius;2021/'22;
4397;MBO level 4;Combination of sectors;St Eustatius;2022/'23;
4398;MBO level 4;Combination of sectors;St Eustatius;2023/'24;
4399;MBO level 4;Combination of sectors;St Eustatius;2024/'25;
4400;MBO level 4;Combination of sectors;Saba;2009/'10;
4401;MBO level 4;Combination of sectors;Saba;2010/'11;
4402;MBO level 4;Combination of sectors;Saba;2011/'12;
4403;MBO level 4;Combination of sectors;Saba;2012/'13;
4404;MBO level 4;Combination of sectors;Saba;2013/'14;
4405;MBO level 4;Combination of sectors;Saba;2014/'15;
4406;MBO level 4;Combination of sectors;Saba;2015/'16;
4407;MBO level 4;Combination of sectors;Saba;2016/'17;
4408;MBO level 4;Combination of sectors;Saba;2017/'18;
4409;MBO level 4;Combination of sectors;Saba;2018/'19;
4410;MBO level 4;Combination of sectors;Saba;2019/'20;
4411;MBO level 4;Combination of sectors;Saba;2020/'21;
4412;MBO level 4;Combination of sectors;Saba;2021/'22;
4413;MBO level 4;Combination of sectors;Saba;2022/'23;
4414;MBO level 4;Combination of sectors;Saba;2023/'24;
4415;MBO level 4;Combination of sectors;Saba;2024/'25;
4416;MBO level 4;Domain Construction and infrastructure;Caribbean Netherlands;2009/'10;0.0
4417;MBO level 4;Domain Construction and infrastructure;Caribbean Netherlands;2010/'11;0.0
4418;MBO level 4;Domain Construction and infrastructure;Caribbean Netherlands;2011/'12;0.0
4419;MBO level 4;Domain Construction and infrastructure;Caribbean Netherlands;2012/'13;
4420;MBO level 4;Domain Construction and infrastructure;Caribbean Netherlands;2013/'14;0.0
4421;MBO level 4;Domain Construction and infrastructure;Caribbean Netherlands;2014/'15;4.0
4422;MBO level 4;Domain Construction and infrastructure;Caribbean Netherlands;2015/'16;5.0
4423;MBO level 4;Domain Construction and infrastructure;Caribbean Netherlands;2016/'17;4.0
4424;MBO level 4;Domain Construction and infrastructure;Caribbean Netherlands;2017/'18;4.0
4425;MBO level 4;Domain Construction and infrastructure;Caribbean Netherlands;2018/'19;0.0
4426;MBO level 4;Domain Construction and infrastructure;Caribbean Netherlands;2019/'20;0.0
4427;MBO level 4;Domain Construction and infrastructure;Caribbean Netherlands;2020/'21;0.0
