ID;OutputPrices;SIC2008;Periods;IndexNumbers_1;YearOnYearDevelopment_2;MonthOnMonthDevelopment_3;WeightFactor_4
9636;Total output prices;1061 Manufacture of grain mill products;1982 April;;;;0
9637;Total output prices;1061 Manufacture of grain mill products;1982 May;;;;0
9638;Total output prices;1061 Manufacture of grain mill products;1982 June;;;;0
9639;Total output prices;1061 Manufacture of grain mill products;1982 July;;;;0
9640;Total output prices;1061 Manufacture of grain mill products;1982 August;;;;0
9641;Total output prices;1061 Manufacture of grain mill products;1982 September;;;;0
9642;Total output prices;1061 Manufacture of grain mill products;1982 October;;;;0
9643;Total output prices;1061 Manufacture of grain mill products;1982 November;;;;0
9644;Total output prices;1061 Manufacture of grain mill products;1982 December;;;;0
9645;Total output prices;1061 Manufacture of grain mill products;1982;;;;0
9646;Total output prices;1061 Manufacture of grain mill products;1983 January;;;;0
9647;Total output prices;1061 Manufacture of grain mill products;1983 February;;;;0
9648;Total output prices;1061 Manufacture of grain mill products;1983 March ;;;;0
9649;Total output prices;1061 Manufacture of grain mill products;1983 April;;;;0
9650;Total output prices;1061 Manufacture of grain mill products;1983 May;;;;0
9651;Total output prices;1061 Manufacture of grain mill products;1983 June;;;;0
9652;Total output prices;1061 Manufacture of grain mill products;1983 July;;;;0
9653;Total output prices;1061 Manufacture of grain mill products;1983 August;;;;0
9654;Total output prices;1061 Manufacture of grain mill products;1983 September;;;;0
9655;Total output prices;1061 Manufacture of grain mill products;1983 October;;;;0
9656;Total output prices;1061 Manufacture of grain mill products;1983 November;;;;0
9657;Total output prices;1061 Manufacture of grain mill products;1983 December;;;;0
9658;Total output prices;1061 Manufacture of grain mill products;1983;;;;0
9659;Total output prices;1061 Manufacture of grain mill products;1984 January;;;;0
9660;Total output prices;1061 Manufacture of grain mill products;1984 February;;;;0
9661;Total output prices;1061 Manufacture of grain mill products;1984 March ;;;;0
9662;Total output prices;1061 Manufacture of grain mill products;1984 April;;;;0
9663;Total output prices;1061 Manufacture of grain mill products;1984 May;;;;0
9664;Total output prices;1061 Manufacture of grain mill products;1984 June;;;;0
9665;Total output prices;1061 Manufacture of grain mill products;1984 July;;;;0
9666;Total output prices;1061 Manufacture of grain mill products;1984 August;;;;0
9667;Total output prices;1061 Manufacture of grain mill products;1984 September;;;;0
9668;Total output prices;1061 Manufacture of grain mill products;1984 October;;;;0
9669;Total output prices;1061 Manufacture of grain mill products;1984 November;;;;0
9670;Total output prices;1061 Manufacture of grain mill products;1984 December;;;;0
9671;Total output prices;1061 Manufacture of grain mill products;1984;;;;0
9672;Total output prices;1061 Manufacture of grain mill products;1985 January;;;;0
9673;Total output prices;1061 Manufacture of grain mill products;1985 February;;;;0
9674;Total output prices;1061 Manufacture of grain mill products;1985 March ;;;;0
9675;Total output prices;1061 Manufacture of grain mill products;1985 April;;;;0
9676;Total output prices;1061 Manufacture of grain mill products;1985 May;;;;0
9677;Total output prices;1061 Manufacture of grain mill products;1985 June;;;;0
9678;Total output prices;1061 Manufacture of grain mill products;1985 July;;;;0
9679;Total output prices;1061 Manufacture of grain mill products;1985 August;;;;0
9680;Total output prices;1061 Manufacture of grain mill products;1985 September;;;;0
9681;Total output prices;1061 Manufacture of grain mill products;1985 October;;;;0
9682;Total output prices;1061 Manufacture of grain mill products;1985 November;;;;0
9683;Total output prices;1061 Manufacture of grain mill products;1985 December;;;;0
9684;Total output prices;1061 Manufacture of grain mill products;1985;;;;0
9685;Total output prices;1061 Manufacture of grain mill products;1986 January;;;;0
9686;Total output prices;1061 Manufacture of grain mill products;1986 February;;;;0
9687;Total output prices;1061 Manufacture of grain mill products;1986 March ;;;;0
9688;Total output prices;1061 Manufacture of grain mill products;1986 April;;;;0
9689;Total output prices;1061 Manufacture of grain mill products;1986 May;;;;0
9690;Total output prices;1061 Manufacture of grain mill products;1986 June;;;;0
9691;Total output prices;1061 Manufacture of grain mill products;1986 July;;;;0
9692;Total output prices;1061 Manufacture of grain mill products;1986 August;;;;0
9693;Total output prices;1061 Manufacture of grain mill products;1986 September;;;;0
9694;Total output prices;1061 Manufacture of grain mill products;1986 October;;;;0
9695;Total output prices;1061 Manufacture of grain mill products;1986 November;;;;0
9696;Total output prices;1061 Manufacture of grain mill products;1986 December;;;;0
9697;Total output prices;1061 Manufacture of grain mill products;1986;;;;0
9698;Total output prices;1061 Manufacture of grain mill products;1987 January;;;;0
9699;Total output prices;1061 Manufacture of grain mill products;1987 February;;;;0
9700;Total output prices;1061 Manufacture of grain mill products;1987 March ;;;;0
9701;Total output prices;1061 Manufacture of grain mill products;1987 April;;;;0
9702;Total output prices;1061 Manufacture of grain mill products;1987 May;;;;0
9703;Total output prices;1061 Manufacture of grain mill products;1987 June;;;;0
9704;Total output prices;1061 Manufacture of grain mill products;1987 July;;;;0
9705;Total output prices;1061 Manufacture of grain mill products;1987 August;;;;0
9706;Total output prices;1061 Manufacture of grain mill products;1987 September;;;;0
9707;Total output prices;1061 Manufacture of grain mill products;1987 October;;;;0
9708;Total output prices;1061 Manufacture of grain mill products;1987 November;;;;0
9709;Total output prices;1061 Manufacture of grain mill products;1987 December;;;;0
9710;Total output prices;1061 Manufacture of grain mill products;1987;;;;0
9711;Total output prices;1061 Manufacture of grain mill products;1988 January;;;;0
9712;Total output prices;1061 Manufacture of grain mill products;1988 February;;;;0
9713;Total output prices;1061 Manufacture of grain mill products;1988 March ;;;;0
9714;Total output prices;1061 Manufacture of grain mill products;1988 April;;;;0
9715;Total output prices;1061 Manufacture of grain mill products;1988 May;;;;0
9716;Total output prices;1061 Manufacture of grain mill products;1988 June;;;;0
9717;Total output prices;1061 Manufacture of grain mill products;1988 July;;;;0
9718;Total output prices;1061 Manufacture of grain mill products;1988 August;;;;0
9719;Total output prices;1061 Manufacture of grain mill products;1988 September;;;;0
9720;Total output prices;1061 Manufacture of grain mill products;1988 October;;;;0
9721;Total output prices;1061 Manufacture of grain mill products;1988 November;;;;0
9722;Total output prices;1061 Manufacture of grain mill products;1988 December;;;;0
9723;Total output prices;1061 Manufacture of grain mill products;1988;;;;0
9724;Total output prices;1061 Manufacture of grain mill products;1989 January;;;;0
9725;Total output prices;1061 Manufacture of grain mill products;1989 February;;;;0
9726;Total output prices;1061 Manufacture of grain mill products;1989 March ;;;;0
9727;Total output prices;1061 Manufacture of grain mill products;1989 April;;;;0
9728;Total output prices;1061 Manufacture of grain mill products;1989 May;;;;0
9729;Total output prices;1061 Manufacture of grain mill products;1989 June;;;;0
9730;Total output prices;1061 Manufacture of grain mill products;1989 July;;;;0
9731;Total output prices;1061 Manufacture of grain mill products;1989 August;;;;0
9732;Total output prices;1061 Manufacture of grain mill products;1989 September;;;;0
9733;Total output prices;1061 Manufacture of grain mill products;1989 October;;;;0
9734;Total output prices;1061 Manufacture of grain mill products;1989 November;;;;0
9735;Total output prices;1061 Manufacture of grain mill products;1989 December;;;;0
9736;Total output prices;1061 Manufacture of grain mill products;1989;;;;0
9737;Total output prices;1061 Manufacture of grain mill products;1990 January;;;;0
9738;Total output prices;1061 Manufacture of grain mill products;1990 February;;;;0
9739;Total output prices;1061 Manufacture of grain mill products;1990 March ;;;;0
9740;Total output prices;1061 Manufacture of grain mill products;1990 April;;;;0
9741;Total output prices;1061 Manufacture of grain mill products;1990 May;;;;0
9742;Total output prices;1061 Manufacture of grain mill products;1990 June;;;;0
9743;Total output prices;1061 Manufacture of grain mill products;1990 July;;;;0
9744;Total output prices;1061 Manufacture of grain mill products;1990 August;;;;0
9745;Total output prices;1061 Manufacture of grain mill products;1990 September;;;;0
9746;Total output prices;1061 Manufacture of grain mill products;1990 October;;;;0
9747;Total output prices;1061 Manufacture of grain mill products;1990 November;;;;0
9748;Total output prices;1061 Manufacture of grain mill products;1990 December;;;;0
9749;Total output prices;1061 Manufacture of grain mill products;1990;;;;0
9750;Total output prices;1061 Manufacture of grain mill products;1991 January;;;;0
9751;Total output prices;1061 Manufacture of grain mill products;1991 February;;;;0
9752;Total output prices;1061 Manufacture of grain mill products;1991 March ;;;;0
9753;Total output prices;1061 Manufacture of grain mill products;1991 April;;;;0
9754;Total output prices;1061 Manufacture of grain mill products;1991 May;;;;0
9755;Total output prices;1061 Manufacture of grain mill products;1991 June;;;;0
9756;Total output prices;1061 Manufacture of grain mill products;1991 July;;;;0
9757;Total output prices;1061 Manufacture of grain mill products;1991 August;;;;0
9758;Total output prices;1061 Manufacture of grain mill products;1991 September;;;;0
9759;Total output prices;1061 Manufacture of grain mill products;1991 October;;;;0
9760;Total output prices;1061 Manufacture of grain mill products;1991 November;;;;0
9761;Total output prices;1061 Manufacture of grain mill products;1991 December;;;;0
9762;Total output prices;1061 Manufacture of grain mill products;1991;;;;0
9763;Total output prices;1061 Manufacture of grain mill products;1992 January;;;;0
9764;Total output prices;1061 Manufacture of grain mill products;1992 February;;;;0
9765;Total output prices;1061 Manufacture of grain mill products;1992 March ;;;;0
9766;Total output prices;1061 Manufacture of grain mill products;1992 April;;;;0
9767;Total output prices;1061 Manufacture of grain mill products;1992 May;;;;0
9768;Total output prices;1061 Manufacture of grain mill products;1992 June;;;;0
9769;Total output prices;1061 Manufacture of grain mill products;1992 July;;;;0
9770;Total output prices;1061 Manufacture of grain mill products;1992 August;;;;0
9771;Total output prices;1061 Manufacture of grain mill products;1992 September;;;;0
9772;Total output prices;1061 Manufacture of grain mill products;1992 October;;;;0
9773;Total output prices;1061 Manufacture of grain mill products;1992 November;;;;0
9774;Total output prices;1061 Manufacture of grain mill products;1992 December;;;;0
