ID;BuildingPhases;Aspects;Periods;TotalBuildingCosts_1;BuildingCostsAlteration_2;BuildingCostsNewBuildings_3;Dwelling_4;Agriculture_5;ManufacturingAndConstructionIndustry_6;TradeHotelsAndRestaurants_7;TransportStorageAndCommunication_8;ProvisionOfBusinessServices_9;GovernmentAndPublicAdministration_10;Education_11;HealthAndSocialWork_12;OtherServiceActivities_13
8860;Orders received by contractors;Noord-Brabant;2010 1st quarter;539.0;168.0;372.0;196.0;27.0;8.0;6.0;12.0;8.0;8.0;4.0;77.0;25.0
8861;Orders received by contractors;Noord-Brabant;2010 April;193.0;47.0;146.0;78.0;15.0;9.0;3.0;0.0;1.0;0.0;6.0;32.0;1.0
8862;Orders received by contractors;Noord-Brabant;2010 May;195.0;39.0;156.0;117.0;27.0;4.0;3.0;4.0;0.0;0.0;0.0;1.0;0.0
8863;Orders received by contractors;Noord-Brabant;2010 June;225.0;44.0;181.0;118.0;13.0;6.0;8.0;1.0;4.0;2.0;4.0;20.0;5.0
8864;Orders received by contractors;Noord-Brabant;2010 2nd quarter;612.0;129.0;483.0;313.0;55.0;19.0;13.0;5.0;5.0;2.0;11.0;54.0;6.0
8865;Orders received by contractors;Noord-Brabant;2010 July;289.0;52.0;237.0;140.0;19.0;8.0;2.0;6.0;8.0;0.0;25.0;25.0;5.0
8866;Orders received by contractors;Noord-Brabant;2010 August;140.0;32.0;107.0;64.0;5.0;1.0;7.0;0.0;10.0;1.0;18.0;0.0;1.0
8867;Orders received by contractors;Noord-Brabant;2010 September;256.0;49.0;207.0;137.0;11.0;3.0;4.0;0.0;22.0;5.0;7.0;3.0;15.0
8868;Orders received by contractors;Noord-Brabant;2010 3rd quarter;685.0;134.0;551.0;342.0;35.0;11.0;13.0;6.0;40.0;5.0;50.0;28.0;21.0
8869;Orders received by contractors;Noord-Brabant;2010 October;236.0;38.0;198.0;107.0;12.0;4.0;3.0;1.0;15.0;0.0;2.0;48.0;6.0
8870;Orders received by contractors;Noord-Brabant;2010 November;390.0;106.0;284.0;214.0;26.0;10.0;8.0;6.0;6.0;1.0;5.0;9.0;0.0
8871;Orders received by contractors;Noord-Brabant;2010 December;230.0;44.0;186.0;103.0;19.0;3.0;2.0;0.0;8.0;28.0;6.0;15.0;2.0
8872;Orders received by contractors;Noord-Brabant;2010 4th quarter;856.0;187.0;668.0;424.0;57.0;16.0;13.0;8.0;29.0;29.0;13.0;72.0;9.0
8873;Orders received by contractors;Noord-Brabant;2010;2692.0;618.0;2074.0;1275.0;175.0;53.0;45.0;32.0;82.0;43.0;77.0;231.0;62.0
8874;Orders received by contractors;Noord-Brabant;2011 January;176.0;31.0;145.0;74.0;9.0;3.0;5.0;6.0;23.0;9.0;1.0;3.0;11.0
8875;Orders received by contractors;Noord-Brabant;2011 February;234.0;34.0;200.0;127.0;8.0;8.0;1.0;2.0;3.0;11.0;5.0;30.0;5.0
8876;Orders received by contractors;Noord-Brabant;2011 March;218.0;30.0;188.0;137.0;14.0;5.0;12.0;1.0;1.0;0.0;12.0;3.0;2.0
8877;Orders received by contractors;Noord-Brabant;2011 1st quarter;627.0;95.0;533.0;338.0;31.0;17.0;19.0;9.0;27.0;19.0;18.0;36.0;19.0
8878;Orders received by contractors;Noord-Brabant;2011 April;286.0;81.0;204.0;134.0;17.0;4.0;25.0;4.0;1.0;2.0;8.0;8.0;3.0
8879;Orders received by contractors;Noord-Brabant;2011 May;169.0;35.0;134.0;101.0;14.0;7.0;2.0;4.0;2.0;0.0;0.0;2.0;1.0
8880;Orders received by contractors;Noord-Brabant;2011 June;114.0;27.0;87.0;64.0;14.0;1.0;2.0;0.0;1.0;0.0;1.0;2.0;2.0
8881;Orders received by contractors;Noord-Brabant;2011 2nd quarter;568.0;143.0;425.0;299.0;45.0;11.0;29.0;8.0;4.0;2.0;10.0;12.0;6.0
8882;Orders received by contractors;Noord-Brabant;2011 July;174.0;45.0;129.0;74.0;15.0;3.0;24.0;0.0;2.0;0.0;2.0;3.0;4.0
8883;Orders received by contractors;Noord-Brabant;2011 August;128.0;24.0;104.0;50.0;11.0;16.0;8.0;11.0;1.0;0.0;3.0;5.0;1.0
8884;Orders received by contractors;Noord-Brabant;2011 September;318.0;71.0;247.0;145.0;26.0;13.0;16.0;18.0;9.0;0.0;9.0;2.0;9.0
8885;Orders received by contractors;Noord-Brabant;2011 3rd quarter;620.0;139.0;481.0;269.0;52.0;32.0;49.0;29.0;12.0;0.0;14.0;10.0;14.0
8886;Orders received by contractors;Noord-Brabant;2011 October;429.0;90.0;339.0;211.0;31.0;12.0;16.0;7.0;8.0;0.0;33.0;16.0;6.0
8887;Orders received by contractors;Noord-Brabant;2011 November;199.0;54.0;145.0;90.0;7.0;6.0;2.0;0.0;4.0;3.0;12.0;19.0;2.0
8888;Orders received by contractors;Noord-Brabant;2011 December;238.0;42.0;196.0;104.0;10.0;14.0;4.0;5.0;22.0;0.0;10.0;20.0;7.0
8889;Orders received by contractors;Noord-Brabant;2011 4th quarter;866.0;186.0;680.0;405.0;49.0;31.0;22.0;12.0;34.0;3.0;55.0;55.0;15.0
8890;Orders received by contractors;Noord-Brabant;2011;2682.0;563.0;2118.0;1310.0;177.0;92.0;119.0;58.0;77.0;25.0;96.0;112.0;54.0
8891;Orders received by contractors;Noord-Brabant;2012 January;112.0;21.0;91.0;69.0;7.0;2.0;1.0;1.0;2.0;0.0;5.0;3.0;2.0
8892;Orders received by contractors;Noord-Brabant;2012 February;175.0;31.0;144.0;74.0;11.0;18.0;5.0;0.0;14.0;0.0;12.0;6.0;4.0
8893;Orders received by contractors;Noord-Brabant;2012 March;176.0;45.0;131.0;62.0;9.0;5.0;4.0;13.0;6.0;0.0;9.0;18.0;4.0
8894;Orders received by contractors;Noord-Brabant;2012 1st quarter;463.0;97.0;366.0;205.0;27.0;25.0;10.0;14.0;22.0;0.0;26.0;26.0;10.0
8895;Orders received by contractors;Noord-Brabant;2012 April;145.0;45.0;100.0;61.0;12.0;3.0;10.0;0.0;0.0;0.0;2.0;10.0;1.0
8896;Orders received by contractors;Noord-Brabant;2012 May;170.0;29.0;141.0;54.0;10.0;6.0;6.0;0.0;18.0;0.0;12.0;34.0;1.0
8897;Orders received by contractors;Noord-Brabant;2012 June;213.0;29.0;184.0;114.0;22.0;8.0;5.0;2.0;5.0;0.0;7.0;16.0;5.0
8898;Orders received by contractors;Noord-Brabant;2012 2nd quarter;528.0;103.0;424.0;229.0;44.0;18.0;21.0;2.0;23.0;0.0;21.0;60.0;6.0
8899;Orders received by contractors;Noord-Brabant;2012 July;139.0;25.0;114.0;80.0;9.0;3.0;3.0;0.0;0.0;0.0;1.0;3.0;14.0
8900;Orders received by contractors;Noord-Brabant;2012 August;126.0;56.0;70.0;38.0;12.0;7.0;2.0;0.0;2.0;0.0;0.0;5.0;4.0
8901;Orders received by contractors;Noord-Brabant;2012 September;203.0;38.0;165.0;81.0;14.0;36.0;2.0;5.0;5.0;4.0;15.0;3.0;1.0
8902;Orders received by contractors;Noord-Brabant;2012 3rd quarter;468.0;119.0;349.0;198.0;35.0;46.0;7.0;5.0;7.0;4.0;16.0;12.0;19.0
8903;Orders received by contractors;Noord-Brabant;2012 October;163.0;27.0;135.0;73.0;20.0;4.0;3.0;8.0;4.0;6.0;0.0;15.0;3.0
8904;Orders received by contractors;Noord-Brabant;2012 November;291.0;60.0;231.0;177.0;18.0;9.0;5.0;3.0;5.0;1.0;8.0;1.0;3.0
8905;Orders received by contractors;Noord-Brabant;2012 December;137.0;21.0;116.0;62.0;8.0;7.0;20.0;5.0;1.0;0.0;3.0;10.0;0.0
8906;Orders received by contractors;Noord-Brabant;2012 4th quarter;591.0;108.0;482.0;312.0;45.0;20.0;29.0;16.0;10.0;7.0;11.0;26.0;6.0
8907;Orders received by contractors;Noord-Brabant;2012;2049.0;428.0;1621.0;944.0;152.0;108.0;67.0;37.0;62.0;11.0;75.0;123.0;41.0
8908;Orders received by contractors;Noord-Brabant;2013 January;116.0;27.0;90.0;22.0;17.0;2.0;12.0;3.0;11.0;0.0;5.0;15.0;3.0
8909;Orders received by contractors;Noord-Brabant;2013 February;122.0;28.0;94.0;40.0;8.0;1.0;3.0;14.0;26.0;0.0;0.0;0.0;0.0
8910;Orders received by contractors;Noord-Brabant;2013 March;113.0;30.0;84.0;40.0;9.0;5.0;14.0;5.0;5.0;0.0;0.0;1.0;5.0
8911;Orders received by contractors;Noord-Brabant;2013 1st quarter;352.0;85.0;267.0;102.0;34.0;8.0;29.0;22.0;42.0;0.0;5.0;17.0;8.0
8912;Orders received by contractors;Noord-Brabant;2013 April;196.0;47.0;150.0;61.0;22.0;15.0;8.0;28.0;0.0;0.0;4.0;7.0;4.0
8913;Orders received by contractors;Noord-Brabant;2013 May;147.0;51.0;96.0;50.0;16.0;5.0;3.0;1.0;1.0;0.0;10.0;2.0;9.0
8914;Orders received by contractors;Noord-Brabant;2013 June;126.0;38.0;88.0;20.0;11.0;8.0;3.0;23.0;6.0;2.0;3.0;12.0;0.0
8915;Orders received by contractors;Noord-Brabant;2013 2nd quarter;469.0;136.0;334.0;131.0;49.0;27.0;14.0;52.0;7.0;2.0;16.0;21.0;14.0
8916;Orders received by contractors;Noord-Brabant;2013 July;149.0;56.0;93.0;39.0;23.0;9.0;7.0;0.0;0.0;0.0;1.0;9.0;5.0
8917;Orders received by contractors;Noord-Brabant;2013 August;101.0;25.0;76.0;33.0;19.0;3.0;9.0;0.0;9.0;0.0;3.0;0.0;1.0
8918;Orders received by contractors;Noord-Brabant;2013 September;256.0;102.0;154.0;92.0;15.0;5.0;10.0;1.0;5.0;0.0;12.0;9.0;7.0
8919;Orders received by contractors;Noord-Brabant;2013 3rd quarter;507.0;183.0;324.0;164.0;57.0;17.0;25.0;1.0;14.0;0.0;16.0;18.0;12.0
8920;Orders received by contractors;Noord-Brabant;2013 October;117.0;27.0;90.0;41.0;8.0;9.0;9.0;4.0;2.0;0.0;2.0;4.0;11.0
8921;Orders received by contractors;Noord-Brabant;2013 November;146.0;47.0;99.0;58.0;11.0;4.0;10.0;3.0;0.0;0.0;11.0;1.0;1.0
8922;Orders received by contractors;Noord-Brabant;2013 December;114.0;32.0;82.0;57.0;5.0;5.0;3.0;4.0;0.0;0.0;4.0;0.0;5.0
8923;Orders received by contractors;Noord-Brabant;2013 4th quarter;376.0;105.0;271.0;156.0;25.0;17.0;21.0;10.0;2.0;0.0;17.0;5.0;18.0
8924;Orders received by contractors;Noord-Brabant;2013;1704.0;509.0;1195.0;553.0;165.0;68.0;89.0;86.0;65.0;2.0;53.0;60.0;52.0
8925;Orders received by contractors;Noord-Brabant;2014 January;124.0;21.0;103.0;47.0;11.0;8.0;13.0;0.0;20.0;0.0;1.0;1.0;4.0
8926;Orders received by contractors;Noord-Brabant;2014 February;126.0;38.0;89.0;39.0;17.0;2.0;29.0;0.0;0.0;0.0;0.0;2.0;0.0
8927;Orders received by contractors;Noord-Brabant;2014 March;159.0;18.0;141.0;72.0;15.0;8.0;0.0;20.0;2.0;0.0;11.0;10.0;3.0
8928;Orders received by contractors;Noord-Brabant;2014 1st quarter;409.0;77.0;333.0;157.0;43.0;18.0;41.0;20.0;22.0;0.0;11.0;12.0;8.0
8929;Orders received by contractors;Noord-Brabant;2014 April;102.0;27.0;75.0;36.0;11.0;13.0;1.0;0.0;3.0;0.0;9.0;2.0;1.0
8930;Orders received by contractors;Noord-Brabant;2014 May;153.0;28.0;125.0;38.0;7.0;6.0;3.0;0.0;42.0;0.0;8.0;14.0;8.0
8931;Orders received by contractors;Noord-Brabant;2014 June;153.0;35.0;119.0;66.0;5.0;2.0;5.0;27.0;6.0;0.0;1.0;5.0;2.0
8932;Orders received by contractors;Noord-Brabant;2014 2nd quarter;409.0;90.0;319.0;140.0;22.0;21.0;9.0;27.0;51.0;0.0;17.0;22.0;11.0
8933;Orders received by contractors;Noord-Brabant;2014 July;191.0;28.0;163.0;141.0;6.0;2.0;2.0;6.0;3.0;0.0;0.0;2.0;1.0
8934;Orders received by contractors;Noord-Brabant;2014 August;131.0;28.0;103.0;38.0;8.0;3.0;4.0;1.0;38.0;0.0;0.0;9.0;2.0
8935;Orders received by contractors;Noord-Brabant;2014 September;170.0;49.0;121.0;60.0;3.0;17.0;8.0;6.0;3.0;0.0;8.0;11.0;4.0
8936;Orders received by contractors;Noord-Brabant;2014 3rd quarter;492.0;105.0;387.0;239.0;17.0;22.0;14.0;13.0;44.0;0.0;8.0;23.0;7.0
8937;Orders received by contractors;Noord-Brabant;2014 October;131.0;50.0;81.0;53.0;9.0;4.0;1.0;0.0;0.0;0.0;0.0;12.0;2.0
8938;Orders received by contractors;Noord-Brabant;2014 November;139.0;42.0;97.0;52.0;13.0;1.0;8.0;7.0;14.0;0.0;0.0;0.0;3.0
8939;Orders received by contractors;Noord-Brabant;2014 December;221.0;50.0;171.0;99.0;8.0;11.0;23.0;5.0;0.0;0.0;3.0;16.0;7.0
8940;Orders received by contractors;Noord-Brabant;2014 4th quarter;491.0;141.0;350.0;203.0;29.0;15.0;32.0;12.0;14.0;0.0;3.0;28.0;13.0
8941;Orders received by contractors;Noord-Brabant;2014;1801.0;413.0;1388.0;739.0;111.0;76.0;96.0;72.0;131.0;0.0;40.0;85.0;38.0
8942;Orders received by contractors;Noord-Brabant;2015 January;164.0;29.0;134.0;104.0;9.0;6.0;2.0;12.0;3.0;0.0;0.0;0.0;0.0
8943;Orders received by contractors;Noord-Brabant;2015 February;147.0;24.0;123.0;87.0;3.0;2.0;24.0;0.0;0.0;0.0;0.0;6.0;1.0
8944;Orders received by contractors;Noord-Brabant;2015 March;211.0;43.0;168.0;125.0;5.0;3.0;6.0;20.0;0.0;0.0;1.0;4.0;3.0
8945;Orders received by contractors;Noord-Brabant;2015 1st quarter;521.0;96.0;425.0;317.0;17.0;11.0;31.0;31.0;3.0;0.0;1.0;10.0;4.0
8946;Orders received by contractors;Noord-Brabant;2015 April;239.0;45.0;194.0;169.0;9.0;4.0;2.0;1.0;0.0;0.0;0.0;5.0;5.0
8947;Orders received by contractors;Noord-Brabant;2015 May;118.0;39.0;79.0;64.0;2.0;3.0;1.0;0.0;0.0;0.0;7.0;0.0;0.0
8948;Orders received by contractors;Noord-Brabant;2015 June;158.0;29.0;130.0;94.0;6.0;1.0;2.0;0.0;13.0;0.0;7.0;4.0;3.0
8949;Orders received by contractors;Noord-Brabant;2015 2nd quarter;516.0;113.0;403.0;327.0;17.0;8.0;5.0;1.0;14.0;0.0;14.0;9.0;8.0
8950;Orders received by contractors;Noord-Brabant;2015 July;162.0;43.0;119.0;62.0;9.0;5.0;5.0;24.0;2.0;0.0;7.0;1.0;5.0
8951;Orders received by contractors;Noord-Brabant;2015 August;118.0;25.0;93.0;44.0;9.0;1.0;11.0;15.0;1.0;0.0;6.0;3.0;3.0
8952;Orders received by contractors;Noord-Brabant;2015 September;183.0;37.0;146.0;72.0;8.0;3.0;29.0;15.0;7.0;0.0;8.0;1.0;2.0
8953;Orders received by contractors;Noord-Brabant;2015 3rd quarter;463.0;105.0;357.0;178.0;26.0;9.0;44.0;55.0;10.0;0.0;21.0;4.0;10.0
8954;Orders received by contractors;Noord-Brabant;2015 October;154.0;28.0;126.0;53.0;2.0;2.0;0.0;1.0;1.0;60.0;1.0;6.0;1.0
8955;Orders received by contractors;Noord-Brabant;2015 November;161.0;35.0;126.0;75.0;2.0;3.0;33.0;3.0;4.0;0.0;0.0;4.0;2.0
8956;Orders received by contractors;Noord-Brabant;2015 December;174.0;24.0;150.0;92.0;3.0;6.0;21.0;6.0;9.0;0.0;12.0;0.0;1.0
8957;Orders received by contractors;Noord-Brabant;2015 4th quarter;489.0;88.0;402.0;219.0;7.0;11.0;54.0;9.0;14.0;60.0;13.0;10.0;5.0
8958;Orders received by contractors;Noord-Brabant;2015;1989.0;402.0;1587.0;1041.0;68.0;39.0;136.0;96.0;41.0;60.0;49.0;33.0;27.0
8959;Orders received by contractors;Noord-Brabant;2016 January;95.0;24.0;71.0;58.0;3.0;1.0;1.0;0.0;6.0;0.0;3.0;0.0;0.0
8960;Orders received by contractors;Noord-Brabant;2016 February;125.0;34.0;91.0;74.0;5.0;4.0;5.0;0.0;1.0;0.0;1.0;0.0;1.0
8961;Orders received by contractors;Noord-Brabant;2016 March;138.0;25.0;113.0;69.0;3.0;9.0;7.0;14.0;1.0;0.0;5.0;5.0;0.0
8962;Orders received by contractors;Noord-Brabant;2016 1st quarter;358.0;83.0;275.0;201.0;11.0;14.0;13.0;14.0;7.0;0.0;10.0;5.0;1.0
8963;Orders received by contractors;Noord-Brabant;2016 April;225.0;37.0;188.0;61.0;4.0;7.0;4.0;0.0;0.0;0.0;4.0;104.0;3.0
8964;Orders received by contractors;Noord-Brabant;2016 May;145.0;27.0;118.0;65.0;9.0;4.0;3.0;1.0;17.0;0.0;19.0;1.0;0.0
8965;Orders received by contractors;Noord-Brabant;2016 June;185.0;52.0;133.0;87.0;4.0;12.0;5.0;13.0;2.0;0.0;5.0;2.0;2.0
8966;Orders received by contractors;Noord-Brabant;2016 2nd quarter;554.0;115.0;439.0;214.0;17.0;23.0;12.0;14.0;19.0;0.0;28.0;106.0;5.0
8967;Orders received by contractors;Noord-Brabant;2016 July;205.0;38.0;167.0;100.0;3.0;3.0;6.0;24.0;2.0;3.0;13.0;2.0;11.0
8968;Orders received by contractors;Noord-Brabant;2016 August;208.0;29.0;179.0;104.0;3.0;5.0;5.0;1.0;30.0;0.0;6.0;20.0;6.0
8969;Orders received by contractors;Noord-Brabant;2016 September;179.0;52.0;127.0;88.0;6.0;14.0;1.0;3.0;2.0;0.0;0.0;4.0;9.0
8970;Orders received by contractors;Noord-Brabant;2016 3rd quarter;591.0;118.0;474.0;293.0;13.0;21.0;11.0;27.0;34.0;3.0;19.0;26.0;26.0
8971;Orders received by contractors;Noord-Brabant;2016 October;168.0;31.0;137.0;93.0;3.0;15.0;10.0;1.0;7.0;0.0;1.0;0.0;8.0
8972;Orders received by contractors;Noord-Brabant;2016 November;268.0;43.0;226.0;97.0;4.0;42.0;3.0;70.0;3.0;0.0;4.0;2.0;0.0
8973;Orders received by contractors;Noord-Brabant;2016 December;294.0;35.0;258.0;110.0;3.0;29.0;15.0;32.0;52.0;0.0;12.0;6.0;0.0
8974;Orders received by contractors;Noord-Brabant;2016 4th quarter;730.0;109.0;621.0;300.0;10.0;86.0;28.0;103.0;63.0;0.0;16.0;8.0;8.0
8975;Orders received by contractors;Noord-Brabant;2016;2234.0;425.0;1809.0;1007.0;51.0;143.0;65.0;158.0;123.0;3.0;73.0;145.0;41.0
8976;Orders received by contractors;Limburg;1995 January;54.0;12.0;42.0;25.0;8.0;5.0;1.0;0.0;0.0;0.0;0.0;0.0;2.0
8977;Orders received by contractors;Limburg;1995 February;46.0;9.0;37.0;29.0;2.0;2.0;3.0;0.0;0.0;0.0;0.0;1.0;0.0
8978;Orders received by contractors;Limburg;1995 March;76.0;16.0;60.0;45.0;1.0;4.0;2.0;1.0;0.0;0.0;0.0;4.0;2.0
8979;Orders received by contractors;Limburg;1995 1st quarter;177.0;37.0;140.0;99.0;11.0;11.0;6.0;1.0;0.0;0.0;1.0;5.0;5.0
8980;Orders received by contractors;Limburg;1995 April;84.0;20.0;64.0;44.0;0.0;4.0;2.0;0.0;0.0;7.0;5.0;0.0;0.0
8981;Orders received by contractors;Limburg;1995 May;54.0;8.0;46.0;27.0;2.0;7.0;3.0;0.0;3.0;0.0;0.0;2.0;0.0
8982;Orders received by contractors;Limburg;1995 June;79.0;16.0;63.0;46.0;3.0;5.0;6.0;0.0;1.0;1.0;0.0;1.0;0.0
8983;Orders received by contractors;Limburg;1995 2nd quarter;218.0;44.0;174.0;118.0;6.0;15.0;12.0;0.0;5.0;8.0;5.0;3.0;1.0
8984;Orders received by contractors;Limburg;1995 July;74.0;26.0;48.0;34.0;1.0;2.0;3.0;0.0;0.0;0.0;0.0;5.0;2.0
8985;Orders received by contractors;Limburg;1995 August;88.0;19.0;69.0;48.0;2.0;2.0;5.0;0.0;6.0;3.0;0.0;1.0;0.0
8986;Orders received by contractors;Limburg;1995 September;54.0;10.0;44.0;32.0;2.0;3.0;4.0;2.0;0.0;0.0;0.0;0.0;0.0
8987;Orders received by contractors;Limburg;1995 3rd quarter;216.0;55.0;161.0;113.0;5.0;7.0;12.0;3.0;7.0;4.0;0.0;7.0;2.0
8988;Orders received by contractors;Limburg;1995 October;71.0;10.0;61.0;40.0;1.0;5.0;4.0;1.0;2.0;0.0;0.0;7.0;0.0
8989;Orders received by contractors;Limburg;1995 November;64.0;15.0;49.0;34.0;1.0;10.0;1.0;0.0;0.0;0.0;0.0;0.0;0.0
8990;Orders received by contractors;Limburg;1995 December;54.0;9.0;45.0;39.0;1.0;2.0;0.0;0.0;1.0;0.0;0.0;0.0;1.0
8991;Orders received by contractors;Limburg;1995 4th quarter;190.0;35.0;155.0;113.0;3.0;17.0;6.0;1.0;4.0;0.0;0.0;8.0;2.0
8992;Orders received by contractors;Limburg;1995;801.0;172.0;629.0;444.0;26.0;50.0;37.0;6.0;15.0;12.0;7.0;22.0;10.0
8993;Orders received by contractors;Limburg;1996 January;74.0;16.0;58.0;26.0;2.0;8.0;4.0;2.0;3.0;4.0;0.0;0.0;8.0
8994;Orders received by contractors;Limburg;1996 February;75.0;12.0;63.0;45.0;1.0;5.0;2.0;1.0;5.0;0.0;0.0;0.0;4.0
8995;Orders received by contractors;Limburg;1996 March;87.0;8.0;79.0;44.0;2.0;3.0;10.0;0.0;10.0;6.0;0.0;4.0;0.0
8996;Orders received by contractors;Limburg;1996 1st quarter;236.0;35.0;201.0;115.0;5.0;16.0;16.0;4.0;18.0;10.0;1.0;4.0;11.0
8997;Orders received by contractors;Limburg;1996 April;68.0;11.0;57.0;39.0;1.0;5.0;8.0;0.0;1.0;0.0;0.0;1.0;0.0
8998;Orders received by contractors;Limburg;1996 May;95.0;11.0;84.0;42.0;2.0;9.0;1.0;3.0;2.0;1.0;20.0;0.0;5.0
8999;Orders received by contractors;Limburg;1996 June;78.0;20.0;58.0;34.0;3.0;6.0;12.0;0.0;0.0;1.0;0.0;0.0;1.0
9000;Orders received by contractors;Limburg;1996 2nd quarter;241.0;41.0;200.0;115.0;6.0;20.0;21.0;4.0;4.0;2.0;20.0;1.0;6.0
9001;Orders received by contractors;Limburg;1996 July;64.0;18.0;46.0;27.0;2.0;7.0;3.0;3.0;3.0;0.0;0.0;1.0;1.0
9002;Orders received by contractors;Limburg;1996 August;39.0;9.0;30.0;17.0;0.0;2.0;4.0;0.0;5.0;0.0;0.0;1.0;1.0
9003;Orders received by contractors;Limburg;1996 September;69.0;17.0;52.0;33.0;3.0;5.0;1.0;1.0;1.0;2.0;0.0;0.0;4.0
9004;Orders received by contractors;Limburg;1996 3rd quarter;172.0;44.0;128.0;78.0;5.0;14.0;8.0;4.0;9.0;2.0;0.0;2.0;5.0
9005;Orders received by contractors;Limburg;1996 October;79.0;23.0;56.0;29.0;3.0;10.0;10.0;1.0;0.0;0.0;3.0;0.0;0.0
9006;Orders received by contractors;Limburg;1996 November;47.0;13.0;34.0;17.0;2.0;1.0;9.0;0.0;4.0;0.0;0.0;0.0;1.0
9007;Orders received by contractors;Limburg;1996 December;72.0;16.0;56.0;27.0;0.0;18.0;2.0;1.0;0.0;0.0;0.0;4.0;2.0
9008;Orders received by contractors;Limburg;1996 4th quarter;198.0;52.0;146.0;73.0;6.0;29.0;21.0;3.0;5.0;0.0;3.0;4.0;3.0
9009;Orders received by contractors;Limburg;1996;848.0;172.0;676.0;381.0;22.0;80.0;66.0;14.0;36.0;14.0;25.0;11.0;26.0
9010;Orders received by contractors;Limburg;1997 January;51.0;12.0;39.0;20.0;1.0;3.0;3.0;0.0;0.0;0.0;0.0;2.0;9.0
9011;Orders received by contractors;Limburg;1997 February;46.0;11.0;35.0;24.0;2.0;2.0;3.0;0.0;1.0;0.0;0.0;3.0;0.0
9012;Orders received by contractors;Limburg;1997 March;62.0;17.0;45.0;22.0;2.0;3.0;4.0;2.0;9.0;0.0;0.0;0.0;3.0
9013;Orders received by contractors;Limburg;1997 1st quarter;159.0;40.0;119.0;66.0;5.0;8.0;9.0;2.0;11.0;0.0;0.0;5.0;12.0
9014;Orders received by contractors;Limburg;1997 April;98.0;15.0;83.0;47.0;3.0;15.0;2.0;1.0;5.0;7.0;0.0;1.0;0.0
9015;Orders received by contractors;Limburg;1997 May;78.0;9.0;69.0;33.0;1.0;16.0;2.0;8.0;3.0;0.0;2.0;3.0;0.0
9016;Orders received by contractors;Limburg;1997 June;78.0;19.0;59.0;37.0;6.0;2.0;1.0;0.0;1.0;1.0;0.0;0.0;11.0
9017;Orders received by contractors;Limburg;1997 2nd quarter;253.0;42.0;211.0;117.0;11.0;33.0;5.0;10.0;10.0;7.0;2.0;4.0;12.0
9018;Orders received by contractors;Limburg;1997 July;64.0;13.0;51.0;36.0;5.0;3.0;2.0;0.0;3.0;0.0;0.0;1.0;0.0
9019;Orders received by contractors;Limburg;1997 August;74.0;13.0;61.0;37.0;4.0;4.0;2.0;4.0;6.0;0.0;0.0;0.0;5.0
9020;Orders received by contractors;Limburg;1997 September;113.0;22.0;91.0;53.0;8.0;12.0;4.0;10.0;3.0;0.0;0.0;0.0;0.0
9021;Orders received by contractors;Limburg;1997 3rd quarter;250.0;47.0;203.0;126.0;18.0;19.0;8.0;14.0;12.0;0.0;0.0;1.0;5.0
9022;Orders received by contractors;Limburg;1997 October;81.0;15.0;66.0;38.0;4.0;9.0;10.0;0.0;4.0;0.0;1.0;0.0;1.0
9023;Orders received by contractors;Limburg;1997 November;69.0;12.0;57.0;28.0;3.0;6.0;6.0;4.0;10.0;0.0;0.0;0.0;1.0
9024;Orders received by contractors;Limburg;1997 December;65.0;20.0;45.0;32.0;4.0;2.0;2.0;0.0;1.0;2.0;0.0;2.0;0.0
9025;Orders received by contractors;Limburg;1997 4th quarter;215.0;46.0;169.0;97.0;10.0;17.0;18.0;4.0;15.0;2.0;1.0;3.0;2.0
9026;Orders received by contractors;Limburg;1997;878.0;175.0;703.0;406.0;44.0;77.0;39.0;30.0;48.0;10.0;4.0;13.0;32.0
9027;Orders received by contractors;Limburg;1998 January;86.0;14.0;72.0;32.0;3.0;6.0;4.0;1.0;3.0;0.0;0.0;1.0;21.0
9028;Orders received by contractors;Limburg;1998 February;55.0;19.0;36.0;22.0;4.0;3.0;1.0;2.0;1.0;3.0;0.0;0.0;0.0
9029;Orders received by contractors;Limburg;1998 March;94.0;25.0;69.0;48.0;5.0;3.0;4.0;2.0;1.0;0.0;6.0;0.0;0.0
9030;Orders received by contractors;Limburg;1998 1st quarter;236.0;58.0;178.0;102.0;11.0;12.0;9.0;5.0;5.0;3.0;6.0;2.0;21.0
9031;Orders received by contractors;Limburg;1998 April;75.0;16.0;59.0;32.0;4.0;2.0;12.0;6.0;0.0;0.0;0.0;2.0;0.0
9032;Orders received by contractors;Limburg;1998 May;76.0;15.0;61.0;20.0;5.0;5.0;4.0;1.0;4.0;0.0;21.0;1.0;0.0
9033;Orders received by contractors;Limburg;1998 June;93.0;15.0;78.0;37.0;4.0;19.0;9.0;7.0;1.0;0.0;1.0;0.0;0.0
9034;Orders received by contractors;Limburg;1998 2nd quarter;245.0;46.0;199.0;90.0;12.0;25.0;25.0;15.0;5.0;0.0;22.0;3.0;1.0
9035;Orders received by contractors;Limburg;1998 July;92.0;14.0;78.0;50.0;3.0;15.0;0.0;3.0;5.0;0.0;0.0;1.0;0.0
9036;Orders received by contractors;Limburg;1998 August;103.0;10.0;93.0;18.0;7.0;2.0;18.0;7.0;9.0;0.0;2.0;17.0;13.0
