ID;EmissionSources;EmissionToAir;Periods;EmissionToAir_1
2529;16 Manufacture of wood products;PM10 (Particulate matter);2005;0.3
2530;16 Manufacture of wood products;PM10 (Particulate matter);2006;0.3
2531;16 Manufacture of wood products;PM10 (Particulate matter);2007;0.3
2532;16 Manufacture of wood products;PM10 (Particulate matter);2008;0.2
2533;16 Manufacture of wood products;PM10 (Particulate matter);2009;0.2
2534;16 Manufacture of wood products;PM10 (Particulate matter);2010;0.2
2535;16 Manufacture of wood products;PM10 (Particulate matter);2011;0.2
2536;16 Manufacture of wood products;PM10 (Particulate matter);2012;0.2
2537;16 Manufacture of wood products;PM10 (Particulate matter);2013;0.2
2538;16 Manufacture of wood products;PM10 (Particulate matter);2014;0.2
2539;16 Manufacture of wood products;PM10 (Particulate matter);2015;0.2
2540;16 Manufacture of wood products;PM10 (Particulate matter);2016;0.2
2541;16 Manufacture of wood products;PM10 (Particulate matter);2017;0.2
2542;16 Manufacture of wood products;PM10 (Particulate matter);2018;0.2
2543;16 Manufacture of wood products;PM10 (Particulate matter);2019;0.2
2544;16 Manufacture of wood products;PM10 (Particulate matter);2020;0.2
2545;16 Manufacture of wood products;PM10 (Particulate matter);2021;0.2
2546;16 Manufacture of wood products;PM10 (Particulate matter);2022;0.2
2547;16 Manufacture of wood products;PM10 (Particulate matter);2023;0.2
2548;16 Manufacture of wood products;PM2.5 (Particulate matter);1990;0.2
2549;16 Manufacture of wood products;PM2.5 (Particulate matter);1995;0.1
2550;16 Manufacture of wood products;PM2.5 (Particulate matter);2000;0.1
2551;16 Manufacture of wood products;PM2.5 (Particulate matter);2001;0.1
2552;16 Manufacture of wood products;PM2.5 (Particulate matter);2002;0.1
2553;16 Manufacture of wood products;PM2.5 (Particulate matter);2003;0.1
2554;16 Manufacture of wood products;PM2.5 (Particulate matter);2004;0.1
2555;16 Manufacture of wood products;PM2.5 (Particulate matter);2005;0.1
2556;16 Manufacture of wood products;PM2.5 (Particulate matter);2006;0.1
2557;16 Manufacture of wood products;PM2.5 (Particulate matter);2007;0.1
2558;16 Manufacture of wood products;PM2.5 (Particulate matter);2008;0.1
2559;16 Manufacture of wood products;PM2.5 (Particulate matter);2009;0.1
2560;16 Manufacture of wood products;PM2.5 (Particulate matter);2010;0.1
2561;16 Manufacture of wood products;PM2.5 (Particulate matter);2011;0.1
2562;16 Manufacture of wood products;PM2.5 (Particulate matter);2012;0.1
2563;16 Manufacture of wood products;PM2.5 (Particulate matter);2013;0.1
2564;16 Manufacture of wood products;PM2.5 (Particulate matter);2014;0.1
2565;16 Manufacture of wood products;PM2.5 (Particulate matter);2015;0.1
2566;16 Manufacture of wood products;PM2.5 (Particulate matter);2016;0.1
2567;16 Manufacture of wood products;PM2.5 (Particulate matter);2017;0.1
2568;16 Manufacture of wood products;PM2.5 (Particulate matter);2018;0.1
2569;16 Manufacture of wood products;PM2.5 (Particulate matter);2019;0.1
2570;16 Manufacture of wood products;PM2.5 (Particulate matter);2020;0.1
2571;16 Manufacture of wood products;PM2.5 (Particulate matter);2021;0.1
2572;16 Manufacture of wood products;PM2.5 (Particulate matter);2022;0.1
2573;16 Manufacture of wood products;PM2.5 (Particulate matter);2023;0.1
2574;16 Manufacture of wood products;Carbon monoxide (CO);1990;0.0
2575;16 Manufacture of wood products;Carbon monoxide (CO);1995;0.1
2576;16 Manufacture of wood products;Carbon monoxide (CO);2000;0.2
2577;16 Manufacture of wood products;Carbon monoxide (CO);2001;0.1
2578;16 Manufacture of wood products;Carbon monoxide (CO);2002;0.0
2579;16 Manufacture of wood products;Carbon monoxide (CO);2003;0.0
2580;16 Manufacture of wood products;Carbon monoxide (CO);2004;0.8
2581;16 Manufacture of wood products;Carbon monoxide (CO);2005;0.8
2582;16 Manufacture of wood products;Carbon monoxide (CO);2006;0.8
2583;16 Manufacture of wood products;Carbon monoxide (CO);2007;0.8
2584;16 Manufacture of wood products;Carbon monoxide (CO);2008;0.8
2585;16 Manufacture of wood products;Carbon monoxide (CO);2009;0.7
2586;16 Manufacture of wood products;Carbon monoxide (CO);2010;0.7
2587;16 Manufacture of wood products;Carbon monoxide (CO);2011;0.7
2588;16 Manufacture of wood products;Carbon monoxide (CO);2012;0.7
2589;16 Manufacture of wood products;Carbon monoxide (CO);2013;0.7
2590;16 Manufacture of wood products;Carbon monoxide (CO);2014;0.8
2591;16 Manufacture of wood products;Carbon monoxide (CO);2015;0.7
2592;16 Manufacture of wood products;Carbon monoxide (CO);2016;0.8
2593;16 Manufacture of wood products;Carbon monoxide (CO);2017;0.5
2594;16 Manufacture of wood products;Carbon monoxide (CO);2018;0.4
2595;16 Manufacture of wood products;Carbon monoxide (CO);2019;0.4
2596;16 Manufacture of wood products;Carbon monoxide (CO);2020;0.4
2597;16 Manufacture of wood products;Carbon monoxide (CO);2021;0.4
2598;16 Manufacture of wood products;Carbon monoxide (CO);2022;0.3
2599;16 Manufacture of wood products;Carbon monoxide (CO);2023;0.3
2600;17 Manufacture of paper;Carbon dioxide (CO2);1990;1700.0
2601;17 Manufacture of paper;Carbon dioxide (CO2);1995;1200.0
2602;17 Manufacture of paper;Carbon dioxide (CO2);2000;1400.0
2603;17 Manufacture of paper;Carbon dioxide (CO2);2001;1300.0
2604;17 Manufacture of paper;Carbon dioxide (CO2);2002;1300.0
2605;17 Manufacture of paper;Carbon dioxide (CO2);2003;1300.0
2606;17 Manufacture of paper;Carbon dioxide (CO2);2004;1300.0
2607;17 Manufacture of paper;Carbon dioxide (CO2);2005;1500.0
2608;17 Manufacture of paper;Carbon dioxide (CO2);2006;1500.0
2609;17 Manufacture of paper;Carbon dioxide (CO2);2007;1200.0
2610;17 Manufacture of paper;Carbon dioxide (CO2);2008;1000.0
2611;17 Manufacture of paper;Carbon dioxide (CO2);2009;1000.0
2612;17 Manufacture of paper;Carbon dioxide (CO2);2010;1100.0
2613;17 Manufacture of paper;Carbon dioxide (CO2);2011;1000.0
2614;17 Manufacture of paper;Carbon dioxide (CO2);2012;1000.0
2615;17 Manufacture of paper;Carbon dioxide (CO2);2013;1000.0
2616;17 Manufacture of paper;Carbon dioxide (CO2);2014;1000.0
2617;17 Manufacture of paper;Carbon dioxide (CO2);2015;1000.0
2618;17 Manufacture of paper;Carbon dioxide (CO2);2016;1000.0
2619;17 Manufacture of paper;Carbon dioxide (CO2);2017;1000.0
2620;17 Manufacture of paper;Carbon dioxide (CO2);2018;1000.0
2621;17 Manufacture of paper;Carbon dioxide (CO2);2019;1000.0
2622;17 Manufacture of paper;Carbon dioxide (CO2);2020;900.0
2623;17 Manufacture of paper;Carbon dioxide (CO2);2021;1000.0
2624;17 Manufacture of paper;Carbon dioxide (CO2);2022;900.0
2625;17 Manufacture of paper;Carbon dioxide (CO2);2023;700.0
2626;17 Manufacture of paper;Methane (CH4);1990;0.2
2627;17 Manufacture of paper;Methane (CH4);1995;0.2
2628;17 Manufacture of paper;Methane (CH4);2000;0.2
2629;17 Manufacture of paper;Methane (CH4);2001;0.2
2630;17 Manufacture of paper;Methane (CH4);2002;0.2
2631;17 Manufacture of paper;Methane (CH4);2003;0.2
2632;17 Manufacture of paper;Methane (CH4);2004;0.1
2633;17 Manufacture of paper;Methane (CH4);2005;0.2
2634;17 Manufacture of paper;Methane (CH4);2006;0.2
2635;17 Manufacture of paper;Methane (CH4);2007;0.2
2636;17 Manufacture of paper;Methane (CH4);2008;0.1
2637;17 Manufacture of paper;Methane (CH4);2009;0.1
2638;17 Manufacture of paper;Methane (CH4);2010;0.1
2639;17 Manufacture of paper;Methane (CH4);2011;0.2
2640;17 Manufacture of paper;Methane (CH4);2012;0.2
2641;17 Manufacture of paper;Methane (CH4);2013;0.1
2642;17 Manufacture of paper;Methane (CH4);2014;0.1
2643;17 Manufacture of paper;Methane (CH4);2015;0.1
2644;17 Manufacture of paper;Methane (CH4);2016;0.1
2645;17 Manufacture of paper;Methane (CH4);2017;0.1
2646;17 Manufacture of paper;Methane (CH4);2018;0.1
2647;17 Manufacture of paper;Methane (CH4);2019;0.1
2648;17 Manufacture of paper;Methane (CH4);2020;0.1
2649;17 Manufacture of paper;Methane (CH4);2021;0.1
2650;17 Manufacture of paper;Methane (CH4);2022;0.1
2651;17 Manufacture of paper;Methane (CH4);2023;0.1
2652;17 Manufacture of paper;Dinitrogen oxide (N2O);1990;0.0
2653;17 Manufacture of paper;Dinitrogen oxide (N2O);1995;0.0
2654;17 Manufacture of paper;Dinitrogen oxide (N2O);2000;0.0
2655;17 Manufacture of paper;Dinitrogen oxide (N2O);2001;0.0
2656;17 Manufacture of paper;Dinitrogen oxide (N2O);2002;0.0
2657;17 Manufacture of paper;Dinitrogen oxide (N2O);2003;0.0
2658;17 Manufacture of paper;Dinitrogen oxide (N2O);2004;0.0
2659;17 Manufacture of paper;Dinitrogen oxide (N2O);2005;0.0
2660;17 Manufacture of paper;Dinitrogen oxide (N2O);2006;0.0
2661;17 Manufacture of paper;Dinitrogen oxide (N2O);2007;0.0
2662;17 Manufacture of paper;Dinitrogen oxide (N2O);2008;0.0
2663;17 Manufacture of paper;Dinitrogen oxide (N2O);2009;0.0
2664;17 Manufacture of paper;Dinitrogen oxide (N2O);2010;0.0
2665;17 Manufacture of paper;Dinitrogen oxide (N2O);2011;0.0
2666;17 Manufacture of paper;Dinitrogen oxide (N2O);2012;0.0
2667;17 Manufacture of paper;Dinitrogen oxide (N2O);2013;0.0
2668;17 Manufacture of paper;Dinitrogen oxide (N2O);2014;0.0
2669;17 Manufacture of paper;Dinitrogen oxide (N2O);2015;0.0
2670;17 Manufacture of paper;Dinitrogen oxide (N2O);2016;0.0
2671;17 Manufacture of paper;Dinitrogen oxide (N2O);2017;0.0
2672;17 Manufacture of paper;Dinitrogen oxide (N2O);2018;0.0
2673;17 Manufacture of paper;Dinitrogen oxide (N2O);2019;0.0
2674;17 Manufacture of paper;Dinitrogen oxide (N2O);2020;0.0
2675;17 Manufacture of paper;Dinitrogen oxide (N2O);2021;0.0
2676;17 Manufacture of paper;Dinitrogen oxide (N2O);2022;0.0
2677;17 Manufacture of paper;Dinitrogen oxide (N2O);2023;0.0
2678;17 Manufacture of paper;Ammonia (NH3);1990;0.1
2679;17 Manufacture of paper;Ammonia (NH3);1995;0.1
2680;17 Manufacture of paper;Ammonia (NH3);2000;0.1
2681;17 Manufacture of paper;Ammonia (NH3);2001;0.1
2682;17 Manufacture of paper;Ammonia (NH3);2002;0.0
2683;17 Manufacture of paper;Ammonia (NH3);2003;0.0
2684;17 Manufacture of paper;Ammonia (NH3);2004;0.0
2685;17 Manufacture of paper;Ammonia (NH3);2005;0.0
2686;17 Manufacture of paper;Ammonia (NH3);2006;0.0
2687;17 Manufacture of paper;Ammonia (NH3);2007;0.0
2688;17 Manufacture of paper;Ammonia (NH3);2008;0.0
2689;17 Manufacture of paper;Ammonia (NH3);2009;0.0
2690;17 Manufacture of paper;Ammonia (NH3);2010;0.0
2691;17 Manufacture of paper;Ammonia (NH3);2011;0.0
2692;17 Manufacture of paper;Ammonia (NH3);2012;0.0
2693;17 Manufacture of paper;Ammonia (NH3);2013;0.0
2694;17 Manufacture of paper;Ammonia (NH3);2014;0.0
2695;17 Manufacture of paper;Ammonia (NH3);2015;0.0
2696;17 Manufacture of paper;Ammonia (NH3);2016;0.0
2697;17 Manufacture of paper;Ammonia (NH3);2017;0.0
2698;17 Manufacture of paper;Ammonia (NH3);2018;0.0
2699;17 Manufacture of paper;Ammonia (NH3);2019;0.0
2700;17 Manufacture of paper;Ammonia (NH3);2020;0.0
2701;17 Manufacture of paper;Ammonia (NH3);2021;0.0
2702;17 Manufacture of paper;Ammonia (NH3);2022;0.0
2703;17 Manufacture of paper;Ammonia (NH3);2023;0.0
2704;17 Manufacture of paper;Nitrogen oxides (NOx);1990;2.9
2705;17 Manufacture of paper;Nitrogen oxides (NOx);1995;2.4
2706;17 Manufacture of paper;Nitrogen oxides (NOx);2000;2.0
2707;17 Manufacture of paper;Nitrogen oxides (NOx);2001;1.8
2708;17 Manufacture of paper;Nitrogen oxides (NOx);2002;1.9
2709;17 Manufacture of paper;Nitrogen oxides (NOx);2003;2.0
2710;17 Manufacture of paper;Nitrogen oxides (NOx);2004;1.8
2711;17 Manufacture of paper;Nitrogen oxides (NOx);2005;1.7
2712;17 Manufacture of paper;Nitrogen oxides (NOx);2006;1.6
2713;17 Manufacture of paper;Nitrogen oxides (NOx);2007;1.5
2714;17 Manufacture of paper;Nitrogen oxides (NOx);2008;1.4
2715;17 Manufacture of paper;Nitrogen oxides (NOx);2009;1.2
2716;17 Manufacture of paper;Nitrogen oxides (NOx);2010;1.3
2717;17 Manufacture of paper;Nitrogen oxides (NOx);2011;1.2
2718;17 Manufacture of paper;Nitrogen oxides (NOx);2012;1.2
2719;17 Manufacture of paper;Nitrogen oxides (NOx);2013;1.2
2720;17 Manufacture of paper;Nitrogen oxides (NOx);2014;1.1
2721;17 Manufacture of paper;Nitrogen oxides (NOx);2015;1.0
2722;17 Manufacture of paper;Nitrogen oxides (NOx);2016;1.0
2723;17 Manufacture of paper;Nitrogen oxides (NOx);2017;0.9
2724;17 Manufacture of paper;Nitrogen oxides (NOx);2018;1.0
2725;17 Manufacture of paper;Nitrogen oxides (NOx);2019;0.9
2726;17 Manufacture of paper;Nitrogen oxides (NOx);2020;0.9
2727;17 Manufacture of paper;Nitrogen oxides (NOx);2021;0.8
2728;17 Manufacture of paper;Nitrogen oxides (NOx);2022;0.8
2729;17 Manufacture of paper;Nitrogen oxides (NOx);2023;0.5
2730;17 Manufacture of paper;Sulphur dioxide (SO2);1990;0.2
2731;17 Manufacture of paper;Sulphur dioxide (SO2);1995;0.1
2732;17 Manufacture of paper;Sulphur dioxide (SO2);2000;0.1
2733;17 Manufacture of paper;Sulphur dioxide (SO2);2001;0.0
2734;17 Manufacture of paper;Sulphur dioxide (SO2);2002;0.1
2735;17 Manufacture of paper;Sulphur dioxide (SO2);2003;0.1
2736;17 Manufacture of paper;Sulphur dioxide (SO2);2004;0.1
2737;17 Manufacture of paper;Sulphur dioxide (SO2);2005;0.0
2738;17 Manufacture of paper;Sulphur dioxide (SO2);2006;0.0
2739;17 Manufacture of paper;Sulphur dioxide (SO2);2007;0.0
2740;17 Manufacture of paper;Sulphur dioxide (SO2);2008;0.0
2741;17 Manufacture of paper;Sulphur dioxide (SO2);2009;0.0
2742;17 Manufacture of paper;Sulphur dioxide (SO2);2010;0.0
2743;17 Manufacture of paper;Sulphur dioxide (SO2);2011;0.0
2744;17 Manufacture of paper;Sulphur dioxide (SO2);2012;0.0
2745;17 Manufacture of paper;Sulphur dioxide (SO2);2013;0.0
2746;17 Manufacture of paper;Sulphur dioxide (SO2);2014;0.0
2747;17 Manufacture of paper;Sulphur dioxide (SO2);2015;0.0
2748;17 Manufacture of paper;Sulphur dioxide (SO2);2016;0.0
2749;17 Manufacture of paper;Sulphur dioxide (SO2);2017;0.0
2750;17 Manufacture of paper;Sulphur dioxide (SO2);2018;0.0
2751;17 Manufacture of paper;Sulphur dioxide (SO2);2019;0.0
2752;17 Manufacture of paper;Sulphur dioxide (SO2);2020;0.0
2753;17 Manufacture of paper;Sulphur dioxide (SO2);2021;0.0
2754;17 Manufacture of paper;Sulphur dioxide (SO2);2022;0.0
2755;17 Manufacture of paper;Sulphur dioxide (SO2);2023;0.0
2756;17 Manufacture of paper;NMVOC;1990;3.7
2757;17 Manufacture of paper;NMVOC;1995;0.9
2758;17 Manufacture of paper;NMVOC;2000;0.3
2759;17 Manufacture of paper;NMVOC;2001;0.1
2760;17 Manufacture of paper;NMVOC;2002;0.4
2761;17 Manufacture of paper;NMVOC;2003;0.2
2762;17 Manufacture of paper;NMVOC;2004;0.1
2763;17 Manufacture of paper;NMVOC;2005;0.3
2764;17 Manufacture of paper;NMVOC;2006;0.4
2765;17 Manufacture of paper;NMVOC;2007;0.6
2766;17 Manufacture of paper;NMVOC;2008;0.4
2767;17 Manufacture of paper;NMVOC;2009;0.3
2768;17 Manufacture of paper;NMVOC;2010;0.4
2769;17 Manufacture of paper;NMVOC;2011;0.4
2770;17 Manufacture of paper;NMVOC;2012;0.3
2771;17 Manufacture of paper;NMVOC;2013;0.3
2772;17 Manufacture of paper;NMVOC;2014;0.4
2773;17 Manufacture of paper;NMVOC;2015;0.5
2774;17 Manufacture of paper;NMVOC;2016;0.8
2775;17 Manufacture of paper;NMVOC;2017;0.3
2776;17 Manufacture of paper;NMVOC;2018;0.4
2777;17 Manufacture of paper;NMVOC;2019;0.3
2778;17 Manufacture of paper;NMVOC;2020;0.3
2779;17 Manufacture of paper;NMVOC;2021;0.2
2780;17 Manufacture of paper;NMVOC;2022;0.2
2781;17 Manufacture of paper;NMVOC;2023;0.2
2782;17 Manufacture of paper;PM10 (Particulate matter);1990;0.4
2783;17 Manufacture of paper;PM10 (Particulate matter);1995;0.4
2784;17 Manufacture of paper;PM10 (Particulate matter);2000;0.4
2785;17 Manufacture of paper;PM10 (Particulate matter);2001;0.4
2786;17 Manufacture of paper;PM10 (Particulate matter);2002;0.4
2787;17 Manufacture of paper;PM10 (Particulate matter);2003;0.4
2788;17 Manufacture of paper;PM10 (Particulate matter);2004;0.4
2789;17 Manufacture of paper;PM10 (Particulate matter);2005;0.3
2790;17 Manufacture of paper;PM10 (Particulate matter);2006;0.3
2791;17 Manufacture of paper;PM10 (Particulate matter);2007;0.3
2792;17 Manufacture of paper;PM10 (Particulate matter);2008;0.3
2793;17 Manufacture of paper;PM10 (Particulate matter);2009;0.3
2794;17 Manufacture of paper;PM10 (Particulate matter);2010;0.3
2795;17 Manufacture of paper;PM10 (Particulate matter);2011;0.3
2796;17 Manufacture of paper;PM10 (Particulate matter);2012;0.3
2797;17 Manufacture of paper;PM10 (Particulate matter);2013;0.3
2798;17 Manufacture of paper;PM10 (Particulate matter);2014;0.3
2799;17 Manufacture of paper;PM10 (Particulate matter);2015;0.3
2800;17 Manufacture of paper;PM10 (Particulate matter);2016;0.3
2801;17 Manufacture of paper;PM10 (Particulate matter);2017;0.3
2802;17 Manufacture of paper;PM10 (Particulate matter);2018;0.4
2803;17 Manufacture of paper;PM10 (Particulate matter);2019;0.4
2804;17 Manufacture of paper;PM10 (Particulate matter);2020;0.4
2805;17 Manufacture of paper;PM10 (Particulate matter);2021;0.4
2806;17 Manufacture of paper;PM10 (Particulate matter);2022;0.4
2807;17 Manufacture of paper;PM10 (Particulate matter);2023;0.3
2808;17 Manufacture of paper;PM2.5 (Particulate matter);1990;0.2
2809;17 Manufacture of paper;PM2.5 (Particulate matter);1995;0.1
2810;17 Manufacture of paper;PM2.5 (Particulate matter);2000;0.1
2811;17 Manufacture of paper;PM2.5 (Particulate matter);2001;0.1
2812;17 Manufacture of paper;PM2.5 (Particulate matter);2002;0.1
2813;17 Manufacture of paper;PM2.5 (Particulate matter);2003;0.1
2814;17 Manufacture of paper;PM2.5 (Particulate matter);2004;0.1
2815;17 Manufacture of paper;PM2.5 (Particulate matter);2005;0.1
2816;17 Manufacture of paper;PM2.5 (Particulate matter);2006;0.1
2817;17 Manufacture of paper;PM2.5 (Particulate matter);2007;0.1
2818;17 Manufacture of paper;PM2.5 (Particulate matter);2008;0.1
2819;17 Manufacture of paper;PM2.5 (Particulate matter);2009;0.1
2820;17 Manufacture of paper;PM2.5 (Particulate matter);2010;0.1
2821;17 Manufacture of paper;PM2.5 (Particulate matter);2011;0.1
2822;17 Manufacture of paper;PM2.5 (Particulate matter);2012;0.1
2823;17 Manufacture of paper;PM2.5 (Particulate matter);2013;0.1
2824;17 Manufacture of paper;PM2.5 (Particulate matter);2014;0.1
2825;17 Manufacture of paper;PM2.5 (Particulate matter);2015;0.1
2826;17 Manufacture of paper;PM2.5 (Particulate matter);2016;0.1
2827;17 Manufacture of paper;PM2.5 (Particulate matter);2017;0.1
2828;17 Manufacture of paper;PM2.5 (Particulate matter);2018;0.1
2829;17 Manufacture of paper;PM2.5 (Particulate matter);2019;0.1
2830;17 Manufacture of paper;PM2.5 (Particulate matter);2020;0.1
2831;17 Manufacture of paper;PM2.5 (Particulate matter);2021;0.1
2832;17 Manufacture of paper;PM2.5 (Particulate matter);2022;0.1
2833;17 Manufacture of paper;PM2.5 (Particulate matter);2023;0.1
2834;17 Manufacture of paper;Carbon monoxide (CO);1990;1.0
2835;17 Manufacture of paper;Carbon monoxide (CO);1995;1.5
2836;17 Manufacture of paper;Carbon monoxide (CO);2000;1.4
2837;17 Manufacture of paper;Carbon monoxide (CO);2001;1.4
2838;17 Manufacture of paper;Carbon monoxide (CO);2002;2.2
2839;17 Manufacture of paper;Carbon monoxide (CO);2003;2.2
2840;17 Manufacture of paper;Carbon monoxide (CO);2004;2.2
2841;17 Manufacture of paper;Carbon monoxide (CO);2005;2.3
2842;17 Manufacture of paper;Carbon monoxide (CO);2006;1.7
2843;17 Manufacture of paper;Carbon monoxide (CO);2007;1.7
