ID;CPA;Period;PriceIndex_1;QuarterlyChanges_2;YearlyChanges_3
1341;6110D Outgoing containerlines;2004 2nd quarter;;;
1342;6110D Outgoing containerlines;2004 3rd quarter;;;
1343;6110D Outgoing containerlines;2004 4th quarter;;;
1344;6110D Outgoing containerlines;2004 year average;;;
1345;6110D Outgoing containerlines;2005 1st quarter;;;
1346;6110D Outgoing containerlines;2005 2nd quarter;;;
1347;6110D Outgoing containerlines;2005 3rd quarter;;;
1348;6110D Outgoing containerlines;2005 4th quarter;;;
1349;6110D Outgoing containerlines;2005 year average;;;
1350;6110D Outgoing containerlines;2006 1st quarter;111.3;;
1351;6110D Outgoing containerlines;2006 2nd quarter;101.6;-8.7;
1352;6110D Outgoing containerlines;2006 3rd quarter;99.1;-2.5;
1353;6110D Outgoing containerlines;2006 4th quarter;88.0;-11.2;
1354;6110D Outgoing containerlines;2006 year average;100.0;;
1355;6110D Outgoing containerlines;2007 1st quarter;78.1;-11.2;-29.9
1356;6110D Outgoing containerlines;2007 2nd quarter;78.3;0.3;-23.0
1357;6110D Outgoing containerlines;2007 3rd quarter;78.4;0.1;-20.9
1358;6110D Outgoing containerlines;2007 4th quarter;80.2;2.4;-8.8
1359;6110D Outgoing containerlines;2007 year average;78.7;;-21.3
1360;6110D Outgoing containerlines;2008 1st quarter;81.4;1.5;4.3
1361;6110D Outgoing containerlines;2008 2nd quarter;84.8;4.1;8.3
1362;6110D Outgoing containerlines;2008 3rd quarter;92.0;8.5;17.4
1363;6110D Outgoing containerlines;2008 4th quarter;86.6;-5.9;7.9
1364;6110D Outgoing containerlines;2008 year average;86.2;;9.5
1365;6110D Outgoing containerlines;2009 1st quarter;62.4;-27.9;-23.4
1366;6110D Outgoing containerlines;2009 2nd quarter;56.7;-9.0;-33.1
1367;6110D Outgoing containerlines;2009 3rd quarter;59.8;5.3;-35.1
1368;6110D Outgoing containerlines;2009 4th quarter;69.5;16.2;-19.8
1369;6110D Outgoing containerlines;2009 year average;62.1;;-28.0
1370;6110D Outgoing containerlines;2010 1st quarter;79.3;14.1;27.1
1371;6110D Outgoing containerlines;2010 2nd quarter;99.7;25.7;75.7
1372;6110D Outgoing containerlines;2010 3rd quarter;96.2;-3.5;60.9
1373;6110D Outgoing containerlines;2010 4th quarter;97.2;1.1;40.0
1374;6110D Outgoing containerlines;2010 year average;93.1;;50.0
1375;6110D Outgoing containerlines;2011 1st quarter;98.1;0.9;23.7
1376;6110D Outgoing containerlines;2011 2nd quarter;97.4;-0.7;-2.2
1377;6110D Outgoing containerlines;2011 3rd quarter;96.4;-1.1;0.2
1378;6110D Outgoing containerlines;2011 4th quarter;98.1;1.8;0.9
1379;6110D Outgoing containerlines;2011 year average;97.5;;4.8
1380;62 Air transport services;2002 4th quarter;;;
1381;62 Air transport services;2003 1st quarter;;;
1382;62 Air transport services;2003 2nd quarter;;;
1383;62 Air transport services;2003 3rd quarter;;;
1384;62 Air transport services;2003 4th quarter;;;
1385;62 Air transport services;2003 year average;;;
1386;62 Air transport services;2004 1st quarter;;;
1387;62 Air transport services;2004 2nd quarter;;;
1388;62 Air transport services;2004 3rd quarter;;;
1389;62 Air transport services;2004 4th quarter;;;
1390;62 Air transport services;2004 year average;;;
1391;62 Air transport services;2005 1st quarter;;;
1392;62 Air transport services;2005 2nd quarter;;;
1393;62 Air transport services;2005 3rd quarter;;;
1394;62 Air transport services;2005 4th quarter;;;
1395;62 Air transport services;2005 year average;;;
1396;62 Air transport services;2006 1st quarter;;;
1397;62 Air transport services;2006 2nd quarter;;;
1398;62 Air transport services;2006 3rd quarter;;;
1399;62 Air transport services;2006 4th quarter;;;
1400;62 Air transport services;2006 year average;;;
1401;62 Air transport services;2007 1st quarter;;;
1402;62 Air transport services;2007 2nd quarter;;;
1403;62 Air transport services;2007 3rd quarter;;;
1404;62 Air transport services;2007 4th quarter;;;
1405;62 Air transport services;2007 year average;;;
1406;62 Air transport services;2008 1st quarter;;;
1407;62 Air transport services;2008 2nd quarter;;;
1408;62 Air transport services;2008 3rd quarter;;;
1409;62 Air transport services;2008 4th quarter;;;
1410;62 Air transport services;2008 year average;;;
1411;62 Air transport services;2009 1st quarter;;;
1412;62 Air transport services;2009 2nd quarter;;;
1413;62 Air transport services;2009 3rd quarter;;;
1414;62 Air transport services;2009 4th quarter;;;
1415;62 Air transport services;2009 year average;;;
1416;62 Air transport services;2010 1st quarter;;;
1417;62 Air transport services;2010 2nd quarter;;;
1418;62 Air transport services;2010 3rd quarter;;;
1419;62 Air transport services;2010 4th quarter;;;
1420;62 Air transport services;2010 year average;;;
1421;62 Air transport services;2011 1st quarter;;;
1422;62 Air transport services;2011 2nd quarter;;;
1423;62 Air transport services;2011 3rd quarter;;;
1424;62 Air transport services;2011 4th quarter;;;
1425;62 Air transport services;2011 year average;;;
1426;6200 Total transportation by air;2002 4th quarter;;;
1427;6200 Total transportation by air;2003 1st quarter;;;
1428;6200 Total transportation by air;2003 2nd quarter;;;
1429;6200 Total transportation by air;2003 3rd quarter;;;
1430;6200 Total transportation by air;2003 4th quarter;;;
1431;6200 Total transportation by air;2003 year average;;;
1432;6200 Total transportation by air;2004 1st quarter;;;
1433;6200 Total transportation by air;2004 2nd quarter;;;
1434;6200 Total transportation by air;2004 3rd quarter;;;
1435;6200 Total transportation by air;2004 4th quarter;;;
1436;6200 Total transportation by air;2004 year average;;;
1437;6200 Total transportation by air;2005 1st quarter;;;
1438;6200 Total transportation by air;2005 2nd quarter;;;
1439;6200 Total transportation by air;2005 3rd quarter;;;
1440;6200 Total transportation by air;2005 4th quarter;;;
1441;6200 Total transportation by air;2005 year average;;;
1442;6200 Total transportation by air;2006 1st quarter;;;
1443;6200 Total transportation by air;2006 2nd quarter;;;
1444;6200 Total transportation by air;2006 3rd quarter;;;
1445;6200 Total transportation by air;2006 4th quarter;;;
1446;6200 Total transportation by air;2006 year average;;;
1447;6200 Total transportation by air;2007 1st quarter;;;
1448;6200 Total transportation by air;2007 2nd quarter;;;
1449;6200 Total transportation by air;2007 3rd quarter;;;
1450;6200 Total transportation by air;2007 4th quarter;;;
1451;6200 Total transportation by air;2007 year average;;;
1452;6200 Total transportation by air;2008 1st quarter;;;
1453;6200 Total transportation by air;2008 2nd quarter;;;
1454;6200 Total transportation by air;2008 3rd quarter;;;
1455;6200 Total transportation by air;2008 4th quarter;;;
1456;6200 Total transportation by air;2008 year average;;;
1457;6200 Total transportation by air;2009 1st quarter;;;
1458;6200 Total transportation by air;2009 2nd quarter;;;
1459;6200 Total transportation by air;2009 3rd quarter;;;
1460;6200 Total transportation by air;2009 4th quarter;;;
1461;6200 Total transportation by air;2009 year average;;;
1462;6200 Total transportation by air;2010 1st quarter;;;
1463;6200 Total transportation by air;2010 2nd quarter;;;
1464;6200 Total transportation by air;2010 3rd quarter;;;
1465;6200 Total transportation by air;2010 4th quarter;;;
1466;6200 Total transportation by air;2010 year average;;;
1467;6200 Total transportation by air;2011 1st quarter;;;
1468;6200 Total transportation by air;2011 2nd quarter;;;
1469;6200 Total transportation by air;2011 3rd quarter;;;
1470;6200 Total transportation by air;2011 4th quarter;;;
1471;6200 Total transportation by air;2011 year average;;;
1472;63 Supporting and auxiliary transport..;2002 4th quarter;;;
1473;63 Supporting and auxiliary transport..;2003 1st quarter;;;
1474;63 Supporting and auxiliary transport..;2003 2nd quarter;;;
1475;63 Supporting and auxiliary transport..;2003 3rd quarter;;;
1476;63 Supporting and auxiliary transport..;2003 4th quarter;;;
1477;63 Supporting and auxiliary transport..;2003 year average;;;
1478;63 Supporting and auxiliary transport..;2004 1st quarter;;;
1479;63 Supporting and auxiliary transport..;2004 2nd quarter;;;
1480;63 Supporting and auxiliary transport..;2004 3rd quarter;;;
1481;63 Supporting and auxiliary transport..;2004 4th quarter;;;
1482;63 Supporting and auxiliary transport..;2004 year average;;;
1483;63 Supporting and auxiliary transport..;2005 1st quarter;;;
1484;63 Supporting and auxiliary transport..;2005 2nd quarter;;;
1485;63 Supporting and auxiliary transport..;2005 3rd quarter;;;
1486;63 Supporting and auxiliary transport..;2005 4th quarter;;;
1487;63 Supporting and auxiliary transport..;2005 year average;;;
1488;63 Supporting and auxiliary transport..;2006 1st quarter;98.7;;
1489;63 Supporting and auxiliary transport..;2006 2nd quarter;100.2;1.5;
1490;63 Supporting and auxiliary transport..;2006 3rd quarter;100.0;-0.1;
1491;63 Supporting and auxiliary transport..;2006 4th quarter;101.1;1.1;
1492;63 Supporting and auxiliary transport..;2006 year average;100.0;;
1493;63 Supporting and auxiliary transport..;2007 1st quarter;101.8;0.7;3.1
1494;63 Supporting and auxiliary transport..;2007 2nd quarter;102.4;0.6;2.2
1495;63 Supporting and auxiliary transport..;2007 3rd quarter;102.7;0.4;2.7
1496;63 Supporting and auxiliary transport..;2007 4th quarter;102.9;0.1;1.7
1497;63 Supporting and auxiliary transport..;2007 year average;102.4;;2.4
1498;63 Supporting and auxiliary transport..;2008 1st quarter;106.4;3.4;4.5
1499;63 Supporting and auxiliary transport..;2008 2nd quarter;108.5;2.0;6.0
1500;63 Supporting and auxiliary transport..;2008 3rd quarter;107.9;-0.5;5.1
1501;63 Supporting and auxiliary transport..;2008 4th quarter;108.8;0.8;5.7
1502;63 Supporting and auxiliary transport..;2008 year average;107.9;;5.3
1503;63 Supporting and auxiliary transport..;2009 1st quarter;110.5;1.6;3.9
1504;63 Supporting and auxiliary transport..;2009 2nd quarter;109.0;-1.3;0.5
1505;63 Supporting and auxiliary transport..;2009 3rd quarter;108.1;-0.8;0.1
1506;63 Supporting and auxiliary transport..;2009 4th quarter;109.1;0.9;0.3
1507;63 Supporting and auxiliary transport..;2009 year average;109.1;;1.2
1508;63 Supporting and auxiliary transport..;2010 1st quarter;106.8;-2.1;-3.3
1509;63 Supporting and auxiliary transport..;2010 2nd quarter;107.7;0.9;-1.2
1510;63 Supporting and auxiliary transport..;2010 3rd quarter;107.3;-0.4;-0.8
1511;63 Supporting and auxiliary transport..;2010 4th quarter;107.9;0.6;-1.1
1512;63 Supporting and auxiliary transport..;2010 year average;107.4;;-1.6
1513;63 Supporting and auxiliary transport..;2011 1st quarter;109.6;1.6;2.6
1514;63 Supporting and auxiliary transport..;2011 2nd quarter;110.4;0.7;2.5
1515;63 Supporting and auxiliary transport..;2011 3rd quarter;110.2;-0.1;2.8
1516;63 Supporting and auxiliary transport..;2011 4th quarter;110.1;-0.2;2.0
1517;63 Supporting and auxiliary transport..;2011 year average;110.1;;2.5
1518;6311 Cargo handling;2002 4th quarter;;;
1519;6311 Cargo handling;2003 1st quarter;;;
1520;6311 Cargo handling;2003 2nd quarter;;;
1521;6311 Cargo handling;2003 3rd quarter;;;
1522;6311 Cargo handling;2003 4th quarter;;;
1523;6311 Cargo handling;2003 year average;;;
1524;6311 Cargo handling;2004 1st quarter;;;
1525;6311 Cargo handling;2004 2nd quarter;;;
1526;6311 Cargo handling;2004 3rd quarter;;;
1527;6311 Cargo handling;2004 4th quarter;;;
1528;6311 Cargo handling;2004 year average;;;
1529;6311 Cargo handling;2005 1st quarter;;;
1530;6311 Cargo handling;2005 2nd quarter;;;
1531;6311 Cargo handling;2005 3rd quarter;;;
1532;6311 Cargo handling;2005 4th quarter;;;
1533;6311 Cargo handling;2005 year average;;;
1534;6311 Cargo handling;2006 1st quarter;99.1;;
1535;6311 Cargo handling;2006 2nd quarter;100.2;1.1;
1536;6311 Cargo handling;2006 3rd quarter;99.7;-0.5;
1537;6311 Cargo handling;2006 4th quarter;101.0;1.2;
1538;6311 Cargo handling;2006 year average;100.0;;
1539;6311 Cargo handling;2007 1st quarter;101.1;0.2;2.1
1540;6311 Cargo handling;2007 2nd quarter;101.9;0.7;1.6
1541;6311 Cargo handling;2007 3rd quarter;101.8;0.0;2.1
1542;6311 Cargo handling;2007 4th quarter;101.3;-0.5;0.3
1543;6311 Cargo handling;2007 year average;101.5;;1.5
1544;6311 Cargo handling;2008 1st quarter;105.1;3.8;3.9
1545;6311 Cargo handling;2008 2nd quarter;106.1;1.0;4.2
1546;6311 Cargo handling;2008 3rd quarter;104.9;-1.2;3.0
1547;6311 Cargo handling;2008 4th quarter;106.5;1.5;5.2
1548;6311 Cargo handling;2008 year average;105.7;;4.1
1549;6311 Cargo handling;2009 1st quarter;108.2;1.6;2.9
1550;6311 Cargo handling;2009 2nd quarter;105.7;-2.3;-0.4
1551;6311 Cargo handling;2009 3rd quarter;103.5;-2.1;-1.3
1552;6311 Cargo handling;2009 4th quarter;104.5;0.9;-1.9
1553;6311 Cargo handling;2009 year average;105.5;;-0.2
1554;6311 Cargo handling;2010 1st quarter;100.0;-4.3;-7.5
1555;6311 Cargo handling;2010 2nd quarter;102.1;2.1;-3.4
1556;6311 Cargo handling;2010 3rd quarter;100.8;-1.3;-2.6
1557;6311 Cargo handling;2010 4th quarter;102.2;1.4;-2.2
1558;6311 Cargo handling;2010 year average;101.3;;-4.0
1559;6311 Cargo handling;2011 1st quarter;104.4;2.2;4.4
1560;6311 Cargo handling;2011 2nd quarter;105.6;1.1;3.4
1561;6311 Cargo handling;2011 3rd quarter;104.8;-0.7;4.0
1562;6311 Cargo handling;2011 4th quarter;104.4;-0.3;2.2
1563;6311 Cargo handling;2011 year average;104.8;;3.5
1564;6312 Total storage and warehousing;2002 4th quarter;;;
1565;6312 Total storage and warehousing;2003 1st quarter;;;
1566;6312 Total storage and warehousing;2003 2nd quarter;;;
1567;6312 Total storage and warehousing;2003 3rd quarter;;;
1568;6312 Total storage and warehousing;2003 4th quarter;;;
1569;6312 Total storage and warehousing;2003 year average;;;
1570;6312 Total storage and warehousing;2004 1st quarter;;;
1571;6312 Total storage and warehousing;2004 2nd quarter;;;
1572;6312 Total storage and warehousing;2004 3rd quarter;;;
1573;6312 Total storage and warehousing;2004 4th quarter;;;
1574;6312 Total storage and warehousing;2004 year average;;;
1575;6312 Total storage and warehousing;2005 1st quarter;;;
1576;6312 Total storage and warehousing;2005 2nd quarter;;;
1577;6312 Total storage and warehousing;2005 3rd quarter;;;
1578;6312 Total storage and warehousing;2005 4th quarter;;;
1579;6312 Total storage and warehousing;2005 year average;;;
1580;6312 Total storage and warehousing;2006 1st quarter;98.2;;
1581;6312 Total storage and warehousing;2006 2nd quarter;100.1;1.9;
1582;6312 Total storage and warehousing;2006 3rd quarter;100.4;0.3;
1583;6312 Total storage and warehousing;2006 4th quarter;101.3;0.9;
1584;6312 Total storage and warehousing;2006 year average;100.0;;
1585;6312 Total storage and warehousing;2007 1st quarter;102.6;1.3;4.5
1586;6312 Total storage and warehousing;2007 2nd quarter;103.1;0.4;3.0
1587;6312 Total storage and warehousing;2007 3rd quarter;103.9;0.8;3.5
1588;6312 Total storage and warehousing;2007 4th quarter;104.9;0.9;3.6
1589;6312 Total storage and warehousing;2007 year average;103.6;;3.6
1590;6312 Total storage and warehousing;2008 1st quarter;108.0;3.0;5.3
1591;6312 Total storage and warehousing;2008 2nd quarter;111.5;3.3;8.2
1592;6312 Total storage and warehousing;2008 3rd quarter;111.9;0.3;7.7
1593;6312 Total storage and warehousing;2008 4th quarter;111.7;-0.2;6.5
1594;6312 Total storage and warehousing;2008 year average;110.8;;6.9
1595;6312 Total storage and warehousing;2009 1st quarter;113.4;1.5;5.0
1596;6312 Total storage and warehousing;2009 2nd quarter;113.2;-0.2;1.5
1597;6312 Total storage and warehousing;2009 3rd quarter;114.0;0.7;1.9
1598;6312 Total storage and warehousing;2009 4th quarter;115.0;0.9;2.9
1599;6312 Total storage and warehousing;2009 year average;113.9;;2.8
1600;6312 Total storage and warehousing;2010 1st quarter;115.6;0.5;1.9
1601;6312 Total storage and warehousing;2010 2nd quarter;115.0;-0.5;1.6
1602;6312 Total storage and warehousing;2010 3rd quarter;115.6;0.5;1.5
1603;6312 Total storage and warehousing;2010 4th quarter;115.4;-0.2;0.3
1604;6312 Total storage and warehousing;2010 year average;115.4;;1.3
1605;6312 Total storage and warehousing;2011 1st quarter;116.4;0.9;0.7
1606;6312 Total storage and warehousing;2011 2nd quarter;116.7;0.3;1.4
1607;6312 Total storage and warehousing;2011 3rd quarter;117.3;0.6;1.5
1608;6312 Total storage and warehousing;2011 4th quarter;117.4;0.0;1.7
1609;6312 Total storage and warehousing;2011 year average;116.9;;1.3
1610;6312A Tankstorage;2002 4th quarter;;;
1611;6312A Tankstorage;2003 1st quarter;;;
1612;6312A Tankstorage;2003 2nd quarter;;;
1613;6312A Tankstorage;2003 3rd quarter;;;
1614;6312A Tankstorage;2003 4th quarter;;;
1615;6312A Tankstorage;2003 year average;;;
1616;6312A Tankstorage;2004 1st quarter;;;
1617;6312A Tankstorage;2004 2nd quarter;;;
1618;6312A Tankstorage;2004 3rd quarter;;;
1619;6312A Tankstorage;2004 4th quarter;;;
1620;6312A Tankstorage;2004 year average;;;
1621;6312A Tankstorage;2005 1st quarter;;;
1622;6312A Tankstorage;2005 2nd quarter;;;
1623;6312A Tankstorage;2005 3rd quarter;;;
1624;6312A Tankstorage;2005 4th quarter;;;
1625;6312A Tankstorage;2005 year average;;;
1626;6312A Tankstorage;2006 1st quarter;91.9;;
1627;6312A Tankstorage;2006 2nd quarter;102.0;11.0;
1628;6312A Tankstorage;2006 3rd quarter;101.8;-0.2;
1629;6312A Tankstorage;2006 4th quarter;104.3;2.5;
1630;6312A Tankstorage;2006 year average;100.0;;
1631;6312A Tankstorage;2007 1st quarter;106.4;2.0;15.8
