ID;RegioS;Kiesgerechtigden_1;Opkomstpercentage_2;TotaalStemmen_3;GeldigeStemmen_4;OngeldigeStemmen_5;AmsterdamAnders_6;CDA_7;CU_8;CUSGP_9;D66_10;DeGroenen_11;DeGroenenNoordHollandAnders_12;DemocratischPlatformNederland_13;DrenthsBelangDOP_14;FNP_15;GemeentebelangenFrieslandGF_16;GL_17;LeefbaarBrabantBOF_18;LeefbaarFlevoland_19;LeefbaarGelderlandDeGroenen_20;LeefbaarNoordHolland_21;LeefbaarProvincialePartijLPP_22;LeefbaarProvincieUtrecht_23;LeefbaarZuidHolland_24;LijstHolsteijn_25;LijstNieuwePolitiekLNP_26;LijstVeldhoen_27;LPF_28;MOOIZUIDHOLLANDDeGroenen_29;NederlandseVolksUnieNVU_30;NieuweCommunistischePartijNCPN_31;NieuweToekomstPartijNTP_32;NSap_33;OnafhankelijkePartijDrenthe_34;OuderenpartijNHVSP_35;PartijNieuwLimburgPNL_36;PartijVoorHetNoorden_37;PARTIJVOORZEELANDPVZ_38;PolitiekePartijAlianza_39;PvdA_40;SGP_41;SP_42;VERENIGDESENIORENPARTIJ_43;VIPVooruitstrevendeIntegratiePartij_44;VVD_45;AmsterdamAnders_46;CDA_47;CU_48;CUSGP_49;D66_50;DeGroenen_51;DeGroenenNoordHollandAnders_52;DemocratischPlatformNederland_53;DrenthsBelangDOP_54;FNP_55;GemeentebelangenFrieslandGF_56;GL_57;LeefbaarBrabantBOF_58;LeefbaarFlevoland_59;LeefbaarGelderlandDeGroenen_60;LeefbaarNoordHolland_61;LeefbaarProvincialePartijLPP_62;LeefbaarProvincieUtrecht_63;LeefbaarZuidHolland_64;LijstHolsteijn_65;LijstNieuwePolitiekLNP_66;LijstVeldhoen_67;LPF_68;MOOIZUIDHOLLANDDeGroenen_69;NederlandseVolksUnieNVU_70;NieuweCommunistischePartijNCPN_71;NieuweToekomstPartijNTP_72;NSap_73;OnafhankelijkePartijDrenthe_74;OuderenpartijNHVSP_75;PartijNieuwLimburgPNL_76;PartijVoorHetNoorden_77;PARTIJVOORZEELANDPVZ_78;PolitiekePartijAlianza_79;PvdA_80;SGP_81;SP_82;VERENIGDESENIORENPARTIJ_83;VIPVooruitstrevendeIntegratiePartij_84;VVD_85;Gemeente_86;Landsdeel_87;Provincie_88;COROPGebied_89;Kamerkieskring_90;Stadsgewest_91;GrootstedelijkeAgglomeratie_92
473;Zederik;9947;66.9;6657;6653;4;;2680;563.0;;105;;;1.0;;;;116;;;;;;;64.0;0.0;1.0;3.0;78;10.0;;;4.0;0.0;;;;;;3.0;984;1034.0;111.0;12.0;0.0;884;;40.3;8.5;;1.6;;;0.0;;;;1.7;;;;;;;1.0;0.0;0.0;0.0;1.2;0.2;;;0.1;0.0;;;;;;0.0;14.8;15.5;1.7;0.2;0.0;13.3;0707;3;28;30;14;00;00
474;Zeevang;4722;56.5;2667;2663;4;1.0;380;;19.0;170;;17.0;;;;;240;;;;27.0;26.0;;;;;;70;;;5.0;6.0;;;29.0;;;;;629;;115.0;;;929;0.0;14.3;;0.7;6.4;;0.6;;;;;9.0;;;;1.0;1.0;;;;;;2.6;;;0.2;0.2;;;1.1;;;;;23.6;;4.3;;;34.9;0478;3;27;23;11;10;00
475;Zeewolde;12351;55.0;6799;6797;2;;1724;838.0;;274;;;;;;;515;;81.0;;;;;;;7.0;;273;;;;;;;;;;;;977;105.0;152.0;27.0;;1824;;25.4;12.3;;4.0;;;;;;;7.6;;1.2;;;;;;;0.1;;4.0;;;;;;;;;;;;14.4;1.5;2.2;0.4;;26.8;0050;2;24;40;05;00;00
476;Zeist;45408;52.8;23986;23962;24;;5277;942.0;;1553;102.0;;;;;;2231;;;;;;191.0;;;;;543;;;;;;;;;;;;4909;778.0;1417.0;;;6019;;22.0;3.9;;6.5;0.4;;;;;;9.3;;;;;;0.8;;;;;2.3;;;;;;;;;;;;20.5;3.2;5.9;;;25.1;0355;3;26;17;08;09;00
477;Zelhem;8711;54.9;4784;4778;6;;2180;93.0;;102;;;;;;;161;;;28.0;;;;;;;;104;;5.0;;;;;;;;;;1151;112.0;136.0;;;706;;45.6;1.9;;2.1;;;;;;;3.4;;;0.6;;;;;;;;2.2;;0.1;;;;;;;;;;24.1;2.3;2.8;;;14.8;0298;2;25;14;07;00;00
478;Zevenaar;20243;45.5;9213;9210;3;;3348;63.0;;404;;;;;;;357;;;131.0;;;;;;;;192;;14.0;;;;;;;;;;2309;17.0;861.0;;;1514;;36.4;0.7;;4.4;;;;;;;3.9;;;1.4;;;;;;;;2.1;;0.2;;;;;;;;;;25.1;0.2;9.3;;;16.4;0299;2;25;15;07;00;00
479;Zevenhuizen-Moerkapelle;7351;59.4;4365;4362;3;;1014;343.0;;137;;;;;;;139;;;;;;;34.0;0.0;0.0;1.0;133;20.0;;;0.0;0.0;;;;;;1.0;713;788.0;66.0;6.0;1.0;966;;23.2;7.9;;3.1;;;;;;;3.2;;;;;;;0.8;0.0;0.0;0.0;3.0;0.5;;;0.0;0.0;;;;;;0.0;16.3;18.1;1.5;0.1;0.0;22.1;1666;3;28;28;15;00;00
480;Zijpe;8606;50.2;4318;4316;2;2.0;1055;;37.0;163;;17.0;;;;;209;;;;30.0;32.0;;;;;;103;;;6.0;9.0;;;52.0;;;;;1235;;175.0;;;1191;0.0;24.4;;0.9;3.8;;0.4;;;;;4.8;;;;0.7;0.7;;;;;;2.4;;;0.1;0.2;;;1.2;;;;;28.6;;4.1;;;27.6;0476;3;27;18;11;00;00
481;Zoetermeer;83426;44.5;37163;37117;46;;7282;1175.0;;2233;;;;;;;2066;;;;;;;279.0;16.0;17.0;6.0;1654;172.0;;;17.0;36.0;;;;;;35.0;9472;626.0;3040.0;143.0;22.0;8826;;19.6;3.2;;6.0;;;;;;;5.6;;;;;;;0.8;0.0;0.0;0.0;4.5;0.5;;;0.0;0.1;;;;;;0.1;25.5;1.7;8.2;0.4;0.1;23.8;0637;3;28;26;15;13;00
482;Zoeterwoude;6303;52.7;3324;3319;5;;1249;31.0;;138;;;;;;;281;;;;;;;39.0;0.0;0.0;0.0;88;36.0;;;1.0;0.0;;;;;;1.0;512;31.0;251.0;11.0;1.0;649;;37.6;0.9;;4.2;;;;;;;8.5;;;;;;;1.2;0.0;0.0;0.0;2.7;1.1;;;0.0;0.0;;;;;;0.0;15.4;0.9;7.6;0.3;0.0;19.6;0638;3;28;25;15;12;00
483;Zuidhorn;13085;71.1;9307;9292;15;;2904;1755.0;;284;;;;;;;734;;;;;;;;;;;109;;;16.0;;;;;;222.0;;;1936;;259.0;;;1073;;31.3;18.9;;3.1;;;;;;;7.9;;;;;;;;;;;1.2;;;0.2;;;;;;2.4;;;20.8;;2.8;;;11.5;0056;1;20;03;01;01;00
484;Zundert;15204;40.2;6113;6107;6;;3113;;21.0;184;;;;;;;221;44.0;;;;;;;;3.0;;152;;;;;;;;;;;;932;;247.0;22.0;;1168;;51.0;;0.3;3.0;;;;;;;3.6;0.7;;;;;;;;0.0;;2.5;;;;;;;;;;;;15.3;;4.0;0.4;;19.1;0879;4;30;33;17;16;00
485;Zutphen;27585;50.1;13833;13816;17;;2455;378.0;;760;;;;;;;1510;;;263.0;;;;;;;;272;;16.0;;;;;;;;;;4630;44.0;1423.0;;;2065;;17.8;2.7;;5.5;;;;;;;10.9;;;1.9;;;;;;;;2.0;;0.1;;;;;;;;;;33.5;0.3;10.3;;;14.9;0301;2;25;14;07;00;00
486;Zwartewaterland;15307;62.8;9620;9618;2;;2915;1868.0;;99;;;;;;;158;;;;;;;;;;;128;;;;;;;;;;;;1563;1918.0;171.0;;;798;;30.3;19.4;;1.0;;;;;;;1.6;;;;;;;;;;;1.3;;;;;;;;;;;;16.3;19.9;1.8;;;8.3;1896;2;23;10;04;00;00
487;Zwijndrecht;34420;44.5;15312;15296;16;;4113;1106.0;;543;;;10.0;;;;631;;;;;;;81.0;4.0;6.0;5.0;789;35.0;;;1.0;1.0;;;;;;14.0;3541;975.0;510.0;59.0;3.0;2869;;26.9;7.2;;3.5;;;0.1;;;;4.1;;;;;;;0.5;0.0;0.0;0.0;5.2;0.2;;;0.0;0.0;;;;;;0.1;23.1;6.4;3.3;0.4;0.0;18.8;0642;3;28;30;14;15;15
488;Zwolle;83980;51.0;42815;42772;43;;10308;4827.0;;1874;;;;;;;3934;;;;;;;;;;;902;;;;;;;;;;;;12042;368.0;2752.0;;;5765;;24.1;11.3;;4.4;;;;;;;9.2;;;;;;;;;;;2.1;;;;;;;;;;;;28.2;0.9;6.4;;;13.5;0193;2;23;10;04;03;03
489;Totaal Nederland;12054954;47.6;5741154;5734496;6658;2328.0;1603579;178792.0;43969.0;263453;1226.0;4825.0;302.0;4127.0;36871.0;5270.0;396902;10642.0;1468.0;8353.0;4833.0;3663.0;4035.0;13139.0;434.0;2029.0;348.0;165581;4639.0;1120.0;4179.0;1563.0;215.0;4340.0;9831.0;14701.0;8870.0;7979.0;2396.0;1380429;144053.0;319757.0;11191.0;339.0;1062725;0.0;28.0;3.1;0.8;4.6;0.0;0.1;0.0;0.1;0.6;0.1;6.9;0.2;0.0;0.1;0.1;0.1;0.1;0.2;0.0;0.0;0.0;2.9;0.1;0.0;0.1;0.0;0.0;0.1;0.2;0.3;0.2;0.1;0.0;24.1;2.5;5.6;0.2;0.0;18.5;    ; ;  ;  ;  ;  ;  
490;Noord-Nederland;1293077;56.5;731069;730435;634;;177016;27864.0;15646.0;24643;;;;4127.0;36871.0;5270.0;49313;;;;;;;;;;;13076;;;2877.0;;;4340.0;;;8870.0;;;231131;700.0;28123.0;;;100568;;24.2;3.8;2.1;3.4;;;;0.6;5.0;0.7;6.8;;;;;;;;;;;1.8;;;0.4;;;0.6;;;1.2;;;31.6;0.1;3.9;;;13.8;    ;1;  ;  ;  ;  ;  
491;Oost-Nederland;2531740;50.8;1285853;1284701;1152;;414641;74671.0;;48901;;;;;;;78601;;1468.0;8353.0;;;;;;317.0;;29542;;1120.0;;;;;;;;;;294220;56268.0;65115.0;1015.0;;210469;;32.3;5.8;;3.8;;;;;;;6.1;;0.1;0.7;;;;;;0.0;;2.3;;0.1;;;;;;;;;;22.9;4.4;5.1;0.1;;16.4;    ;2;  ;  ;  ;  ;  
492;West-Nederland;5562773;46.5;2585393;2581720;3673;2328.0;570733;76257.0;16383.0;142247;1226.0;4825.0;302.0;;;;208560;;;;4833.0;3663.0;4035.0;13139.0;434.0;964.0;348.0;94940;4639.0;;1302.0;1563.0;215.0;;9831.0;;;7979.0;2396.0;619059;87085.0;144585.0;4535.0;339.0;552975;0.1;22.1;3.0;0.6;5.5;0.0;0.2;0.0;;;;8.1;;;;0.2;0.1;0.2;0.5;0.0;0.0;0.0;3.7;0.2;;0.1;0.1;0.0;;0.4;;;0.3;0.1;24.0;3.4;5.6;0.2;0.0;21.4;    ;3;  ;  ;  ;  ;  
493;Zuid-Nederland;2667364;42.7;1138839;1137640;1199;;441189;;11940.0;47662;;;;;;;60428;10642.0;;;;;;;;748.0;;28023;;;;;;;;14701.0;;;;236019;;81934.0;5641.0;;198713;;38.8;;1.0;4.2;;;;;;;5.3;0.9;;;;;;;;0.1;;2.5;;;;;;;;1.3;;;;20.7;;7.2;0.5;;17.5;    ;4;  ;  ;  ;  ;  
494;Groningen (PV);443993;55.5;246276;246031;245;;51355;18498.0;;9872;;;;;;;20603;;;;;;;;;;;3964;;;2057.0;;;;;;8870.0;;;83033;;14719.0;;;33060;;20.9;7.5;;4.0;;;;;;;8.4;;;;;;;;;;;1.6;;;0.8;;;;;;3.6;;;33.7;;6.0;;;13.4;    ;1;20;  ;  ;  ;  
495;Friesland (PV);482773;57.8;279153;278911;242;;76471;;15646.0;7074;;;;;36871.0;5270.0;14997;;;;;;;;;;;4823;;;820.0;;;;;;;;;73036;;13404.0;;;30499;;27.4;;5.6;2.5;;;;;13.2;1.9;5.4;;;;;;;;;;;1.7;;;0.3;;;;;;;;;26.2;;4.8;;;10.9;    ;1;21;  ;  ;  ;  
496;Drenthe (PV);366311;56.1;205640;205493;147;;49190;9366.0;;7697;;;;4127.0;;;13713;;;;;;;;;;;4289;;;;;;4340.0;;;;;;75062;700.0;;;;37009;;23.9;4.6;;3.7;;;;2.0;;;6.7;;;;;;;;;;;2.1;;;;;;2.1;;;;;;36.5;0.3;;;;18.0;    ;1;22;  ;  ;  ;  
497;Overijssel (PV);818946;51.7;423047;422647;400;;157956;31603.0;;13829;;;;;;;22192;;;;;;;;;;;8584;;;;;;;;;;;;97235;14901.0;18319.0;;;58028;;37.4;7.5;;3.3;;;;;;;5.3;;;;;;;;;;;2.0;;;;;;;;;;;;23.0;3.5;4.3;;;13.7;    ;2;23;  ;  ;  ;  
498;Flevoland (PV);243366;45.4;110486;110393;93;;22974;8801.0;;5506;;;;;;;7090;;1468.0;;;;;;;317.0;;4342;;;;;;;;;;;;25157;3598.0;5058.0;1015.0;;25067;;20.8;8.0;;5.0;;;;;;;6.4;;1.3;;;;;;;0.3;;3.9;;;;;;;;;;;;22.8;3.3;4.6;0.9;;22.7;    ;2;24;  ;  ;  ;  
499;Gelderland (PV);1469428;51.2;752320;751661;659;;233711;34267.0;;29566;;;;;;;49319;;;8353.0;;;;;;;;16616;;1120.0;;;;;;;;;;171828;37769.0;41738.0;;;127374;;31.1;4.6;;3.9;;;;;;;6.6;;;1.1;;;;;;;;2.2;;0.1;;;;;;;;;;22.9;5.0;5.6;;;16.9;    ;2;25;  ;  ;  ;  
500;Utrecht (PV);853348;50.9;433982;433564;418;;104238;24325.0;;25711;1226.0;;;;;;42955;;;;;;4035.0;;;;;10147;;;;;;;;;;;;91429;15516.0;24098.0;;;89884;;24.0;5.6;;5.9;0.3;;;;;;9.9;;;;;;0.9;;;;;2.3;;;;;;;;;;;;21.1;3.6;5.6;;;20.7;    ;3;26;  ;  ;  ;  
501;Noord-Holland (PV);1898931;45.5;864863;863387;1476;2328.0;163762;;16383.0;56306;;4825.0;;;;;86199;;;;4833.0;3663.0;;;;;;26416;;;1302.0;1175.0;;;9831.0;;;;;230389;;57454.0;;;198521;0.3;19.0;;1.9;6.5;;0.6;;;;;10.0;;;;0.6;0.4;;;;;;3.1;;;0.2;0.1;;;1.1;;;;;26.7;;6.7;;;23.0;    ;3;27;  ;  ;  ;  
502;Zuid-Holland (PV);2528865;45.2;1142456;1140803;1653;;263804;44889.0;;56400;;;302.0;;;;71499;;;;;;;13139.0;434.0;964.0;348.0;53974;4639.0;;;388.0;215.0;;;;;;2396.0;267977;53318.0;57564.0;4535.0;339.0;243679;;23.1;3.9;;4.9;;;0.0;;;;6.3;;;;;;;1.2;0.0;0.1;0.0;4.7;0.4;;;0.0;0.0;;;;;;0.2;23.5;4.7;5.0;0.4;0.0;21.4;    ;3;28;  ;  ;  ;  
503;Zeeland (PV);281629;51.2;144092;143966;126;;38929;7043.0;;3830;;;;;;;7907;;;;;;;;;;;4403;;;;;;;;;;7979.0;;29264;18251.0;5469.0;;;20891;;27.0;4.9;;2.7;;;;;;;5.5;;;;;;;;;;;3.1;;;;;;;;;;5.5;;20.3;12.7;3.8;;;14.5;    ;3;29;  ;  ;  ;  
504;Noord-Brabant (PV);1802611;41.8;752889;752065;824;;276813;;11940.0;33259;;;;;;;38840;10642.0;;;;;;;;748.0;;19345;;;;;;;;;;;;152337;;59645.0;5641.0;;142855;;36.8;;1.6;4.4;;;;;;;5.2;1.4;;;;;;;;0.1;;2.6;;;;;;;;;;;;20.3;;7.9;0.8;;19.0;    ;4;30;  ;  ;  ;  
505;Limburg (PV);864753;44.6;385950;385575;375;;164376;;;14403;;;;;;;21588;;;;;;;;;;;8678;;;;;;;;14701.0;;;;83682;;22289.0;;;55858;;42.6;;;3.7;;;;;;;5.6;;;;;;;;;;;2.3;;;;;;;;3.8;;;;21.7;;5.8;;;14.5;    ;4;31;  ;  ;  ;  
506;Oost-Groningen (CR);119778;52.0;62251;62205;46;;13996;3246.0;;1451;;;;;;;2880;;;;;;;;;;;1103;;;1179.0;;;;;;2463.0;;;25198;;3083.0;;;7606;;22.5;5.2;;2.3;;;;;;;4.6;;;;;;;;;;;1.8;;;1.9;;;;;;4.0;;;40.5;;5.0;;;12.2;    ;1;20;01;  ;  ;  
507;Delfzijl en omgeving (CR);40311;54.1;21800;21792;8;;5799;1343.0;;714;;;;;;;955;;;;;;;;;;;378;;;114.0;;;;;;881.0;;;7986;;831.0;;;2791;;26.6;6.2;;3.3;;;;;;;4.4;;;;;;;;;;;1.7;;;0.5;;;;;;4.0;;;36.6;;3.8;;;12.8;    ;1;20;02;  ;  ;  
508;Overig Groningen (CR);283904;57.1;162225;162034;191;;31560;13909.0;;7707;;;;;;;16768;;;;;;;;;;;2483;;;764.0;;;;;;5526.0;;;49849;;10805.0;;;22663;;19.5;8.6;;4.8;;;;;;;10.3;;;;;;;;;;;1.5;;;0.5;;;;;;3.4;;;30.8;;6.7;;;14.0;    ;1;20;03;  ;  ;  
509;Noord-Friesland (CR);250060;57.9;144789;144680;109;;39950;;8574.0;3581;;;;;21346.0;3585.0;7803;;;;;;;;;;;2502;;;154.0;;;;;;;;;36186;;7034.0;;;13965;;27.6;;5.9;2.5;;;;;14.8;2.5;5.4;;;;;;;;;;;1.7;;;0.1;;;;;;;;;25.0;;4.9;;;9.7;    ;1;21;04;  ;  ;  
510;Zuidwest-Friesland (CR);78200;57.9;45246;45208;38;;14548;;1681.0;1104;;;;;6793.0;819.0;2066;;;;;;;;;;;819;;;466.0;;;;;;;;;9507;;2095.0;;;5310;;32.2;;3.7;2.4;;;;;15.0;1.8;4.6;;;;;;;;;;;1.8;;;1.0;;;;;;;;;21.0;;4.6;;;11.7;    ;1;21;05;  ;  ;  
511;Zuidoost-Friesland (CR);154513;57.7;89118;89023;95;;21973;;5391.0;2389;;;;;8732.0;866.0;5128;;;;;;;;;;;1502;;;200.0;;;;;;;;;27343;;4275.0;;;11224;;24.7;;6.1;2.7;;;;;9.8;1.0;5.8;;;;;;;;;;;1.7;;;0.2;;;;;;;;;30.7;;4.8;;;12.6;    ;1;21;06;  ;  ;  
512;Noord-Drenthe (CR);138660;59.9;83067;83007;60;;15857;4270.0;;3691;;;;1998.0;;;6916;;;;;;;;;;;1665;;;;;;2246.0;;;;;;29722;185.0;;;;16457;;19.1;5.1;;4.4;;;;2.4;;;8.3;;;;;;;;;;;2.0;;;;;;2.7;;;;;;35.8;0.2;;;;19.8;    ;1;22;07;  ;  ;  
513;Zuidoost-Drenthe (CR);130887;51.8;67809;67763;46;;17327;2036.0;;2278;;;;1220.0;;;3675;;;;;;;;;;;1424;;;;;;913.0;;;;;;28257;122.0;;;;10511;;25.6;3.0;;3.4;;;;1.8;;;5.4;;;;;;;;;;;2.1;;;;;;1.3;;;;;;41.7;0.2;;;;15.5;    ;1;22;08;  ;  ;  
514;Zuidwest-Drenthe (CR);96764;56.6;54764;54723;41;;16006;3060.0;;1728;;;;909.0;;;3122;;;;;;;;;;;1200;;;;;;1181.0;;;;;;17083;393.0;;;;10041;;29.2;5.6;;3.2;;;;1.7;;;5.7;;;;;;;;;;;2.2;;;;;;2.2;;;;;;31.2;0.7;;;;18.3;    ;1;22;09;  ;  ;  
515;Noord-Overijssel (CR);252226;56.6;142679;142575;104;;48438;19778.0;;4180;;;;;;;6965;;;;;;;;;;;2830;;;;;;;;;;;;29708;8334.0;5523.0;;;16819;;34.0;13.9;;2.9;;;;;;;4.9;;;;;;;;;;;2.0;;;;;;;;;;;;20.8;5.8;3.9;;;11.8;    ;2;23;10;  ;  ;  
516;Zuidwest-Overijssel (CR);108782;50.5;54976;54909;67;;18919;1228.0;;2273;;;;;;;4174;;;;;;;;;;;1030;;;;;;;;;;;;15525;126.0;3009.0;;;8625;;34.5;2.2;;4.1;;;;;;;7.6;;;;;;;;;;;1.9;;;;;;;;;;;;28.3;0.2;5.5;;;15.7;    ;2;23;11;  ;  ;  
517;Twente (CR);457938;49.2;225392;225163;229;;90599;10597.0;;7376;;;;;;;11053;;;;;;;;;;;4724;;;;;;;;;;;;52002;6441.0;9787.0;;;32584;;40.2;4.7;;3.3;;;;;;;4.9;;;;;;;;;;;2.1;;;;;;;;;;;;23.1;2.9;4.3;;;14.5;    ;2;23;12;  ;  ;  
518;Veluwe (CR);474603;56.2;266610;266418;192;;84421;25730.0;;8200;;;;;;;13678;;;2583.0;;;;;;;;6188;;398.0;;;;;;;;;;45921;27768.0;8834.0;;;42697;;31.7;9.7;;3.1;;;;;;;5.1;;;1.0;;;;;;;;2.3;;0.1;;;;;;;;;;17.2;10.4;3.3;;;16.0;    ;2;25;13;  ;  ;  
519;Achterhoek (CR);291500;53.0;154602;154484;118;;57582;2360.0;;4970;;;;;;;7720;;;1698.0;;;;;;;;2835;;162.0;;;;;;;;;;40248;653.0;7677.0;;;28579;;37.3;1.5;;3.2;;;;;;;5.0;;;1.1;;;;;;;;1.8;;0.1;;;;;;;;;;26.1;0.4;5.0;;;18.5;    ;2;25;14;  ;  ;  
520;Arnhem/Nijmegen (CR);534651;45.9;245510;245217;293;;67333;3472.0;;13438;;;;;;;24054;;;3364.0;;;;;;;;5311;;440.0;;;;;;;;;;65779;988.0;21842.0;;;39196;;27.5;1.4;;5.5;;;;;;;9.8;;;1.4;;;;;;;;2.2;;0.2;;;;;;;;;;26.8;0.4;8.9;;;16.0;    ;2;25;15;  ;  ;  
521;Zuidwest-Gelderland (CR);168674;50.7;85598;85542;56;;24375;2705.0;;2958;;;;;;;3867;;;708.0;;;;;;;;2282;;120.0;;;;;;;;;;19880;8360.0;3385.0;;;16902;;28.5;3.2;;3.5;;;;;;;4.5;;;0.8;;;;;;;;2.7;;0.1;;;;;;;;;;23.2;9.8;4.0;;;19.8;    ;2;25;16;  ;  ;  
522;Utrecht (CR);853348;50.9;433982;433564;418;;104238;24325.0;;25711;1226.0;;;;;;42955;;;;;;4035.0;;;;;10147;;;;;;;;;;;;91429;15516.0;24098.0;;;89884;;24.0;5.6;;5.9;0.3;;;;;;9.9;;;;;;0.9;;;;;2.3;;;;;;;;;;;;21.1;3.6;5.6;;;20.7;    ;3;26;17;  ;  ;  
523;Kop van Noord-Holland (CR);270796;46.1;124742;124607;135;94.0;32284;;2718.0;6566;;477.0;;;;;7017;;;;982.0;742.0;;;;;;3590;;;130.0;177.0;;;2520.0;;;;;30641;;6084.0;;;30585;0.1;25.9;;2.2;5.3;;0.4;;;;;5.6;;;;0.8;0.6;;;;;;2.9;;;0.1;0.1;;;2.0;;;;;24.6;;4.9;;;24.5;    ;3;27;18;  ;  ;  
524;Alkmaar en omgeving (CR);167351;48.3;80760;80675;85;62.0;18046;;1369.0;4802;;394.0;;;;;7109;;;;491.0;466.0;;;;;;2087;;;306.0;112.0;;;865.0;;;;;21838;;4841.0;;;17887;0.1;22.4;;1.7;6.0;;0.5;;;;;8.8;;;;0.6;0.6;;;;;;2.6;;;0.4;0.1;;;1.1;;;;;27.1;;6.0;;;22.2;    ;3;27;19;  ;  ;  
525;IJmond (CR);140221;46.7;65465;65397;68;66.0;15420;;1070.0;3410;;297.0;;;;;6045;;;;466.0;312.0;;;;;;2163;;;56.0;58.0;;;638.0;;;;;18074;;3442.0;;;13880;0.1;23.6;;1.6;5.2;;0.5;;;;;9.2;;;;0.7;0.5;;;;;;3.3;;;0.1;0.1;;;1.0;;;;;27.6;;5.3;;;21.2;    ;3;27;20;  ;  ;  
526;Agglomeratie Haarlem (CR);165698;49.8;82514;82429;85;77.0;14865;;1305.0;5968;;427.0;;;;;8260;;;;387.0;261.0;;;;;;1962;;;77.0;62.0;;;971.0;;;;;21075;;5483.0;;;21249;0.1;18.0;;1.6;7.2;;0.5;;;;;10.0;;;;0.5;0.3;;;;;;2.4;;;0.1;0.1;;;1.2;;;;;25.6;;6.7;;;25.8;    ;3;27;21;  ;  ;  
527;Zaanstreek (CR);115144;43.8;50449;50387;62;266.0;8386;;1126.0;2422;;285.0;;;;;4992;;;;342.0;301.0;;;;;;2090;;;101.0;81.0;;;484.0;;;;;15765;;4375.0;;;9371;0.5;16.6;;2.2;4.8;;0.6;;;;;9.9;;;;0.7;0.6;;;;;;4.1;;;0.2;0.2;;;1.0;;;;;31.3;;8.7;;;18.6;    ;3;27;22;  ;  ;  
528;Groot Amsterdam (CR);857120;42.6;365355;364406;949;1679.0;53974;;5218.0;26515;;2630.0;;;;;44479;;;;1636.0;1269.0;;;;;;12463;;;579.0;626.0;;;3335.0;;;;;103173;;28998.0;;;77832;0.5;14.8;;1.4;7.3;;0.7;;;;;12.2;;;;0.4;0.3;;;;;;3.4;;;0.2;0.2;;;0.9;;;;;28.3;;8.0;;;21.4;    ;3;27;23;  ;  ;  
529;Het Gooi en Vechtstreek (CR);182601;52.3;95578;95486;92;84.0;20787;;3577.0;6623;;315.0;;;;;8297;;;;529.0;312.0;;;;;;2061;;;53.0;59.0;;;1018.0;;;;;19823;;4231.0;;;27717;0.1;21.8;;3.7;6.9;;0.3;;;;;8.7;;;;0.6;0.3;;;;;;2.2;;;0.1;0.1;;;1.1;;;;;20.8;;4.4;;;29.0;    ;3;27;24;  ;  ;  
530;Aggl. Leiden en Bollenstreek (CR);287092;52.0;149266;149036;230;;39262;4288.0;;8979;;;;;;;13211;;;;;;;1125.0;22.0;504.0;22.0;3819;839.0;;;37.0;5.0;;;;;;34.0;28971;4332.0;7460.0;553.0;15.0;35558;;26.3;2.9;;6.0;;;;;;;8.9;;;;;;;0.8;0.0;0.3;0.0;2.6;0.6;;;0.0;0.0;;;;;;0.0;19.4;2.9;5.0;0.4;0.0;23.9;    ;3;28;25;  ;  ;  
531;Agglomeratie 's-Gravenhage (CR);553487;41.9;231788;231437;351;;48013;4359.0;;14588;;;2.0;;;;16095;;;;;;;3146.0;21.0;133.0;49.0;10518;1008.0;;;127.0;96.0;;;;;;642.0;55641;2149.0;13477.0;948.0;177.0;60248;;20.7;1.9;;6.3;;;0.0;;;;7.0;;;;;;;1.4;0.0;0.1;0.0;4.5;0.4;;;0.1;0.0;;;;;;0.3;24.0;0.9;5.8;0.4;0.1;26.0;    ;3;28;26;  ;  ;  
532;Delft en Westland (CR);156466;50.1;78380;78234;146;;25896;2293.0;;3820;;;11.0;;;;5827;;;;;;;845.0;7.0;22.0;17.0;3124;250.0;;;15.0;15.0;;;;;;51.0;14707;1266.0;3371.0;191.0;6.0;16500;;33.1;2.9;;4.9;;;0.0;;;;7.4;;;;;;;1.1;0.0;0.0;0.0;4.0;0.3;;;0.0;0.0;;;;;;0.1;18.8;1.6;4.3;0.2;0.0;21.1;    ;3;28;27;  ;  ;  
533;Oost-Zuid-Holland (CR);236946;51.0;120798;120664;134;;33903;6820.0;;5338;;;;;;;7430;;;;;;;788.0;60.0;36.0;20.0;3797;509.0;;;31.0;14.0;;;;;;42.0;22372;8104.0;5268.0;320.0;12.0;25800;;28.1;5.7;;4.4;;;;;;;6.2;;;;;;;0.7;0.0;0.0;0.0;3.1;0.4;;;0.0;0.0;;;;;;0.0;18.5;6.7;4.4;0.3;0.0;21.4;    ;3;28;28;  ;  ;  
534;Groot Rijnmond (CR);1001088;41.6;416356;415718;638;;80633;15187.0;;19288;;;182.0;;;;22867;;;;;;;6102.0;309.0;217.0;201.0;27965;1526.0;;;146.0;66.0;;;;;;1253.0;113170;21567.0;22219.0;1938.0;113.0;80769;;19.4;3.7;;4.6;;;0.0;;;;5.5;;;;;;;1.5;0.1;0.1;0.0;6.7;0.4;;;0.0;0.0;;;;;;0.3;27.2;5.2;5.3;0.5;0.0;19.4;    ;3;28;29;  ;  ;  
