ID;InstitutionalSectors;AssetsAndLiabilities;FinancialInstruments;StocksAndFlows;Periods;FinancialTransactionsAndBalanceSheet_1
8362;General government;Assets;AF519 Other equity;Other changes;2009 1st quarter;558
8363;General government;Assets;AF519 Other equity;Other changes;2009 2nd quarter;-373
8364;General government;Assets;AF519 Other equity;Other changes;2009 3rd quarter;845
8365;General government;Assets;AF519 Other equity;Other changes;2009 4th quarter;1247
8366;General government;Assets;AF519 Other equity;Other changes;2009;2277
8367;General government;Assets;AF519 Other equity;Other changes;2010 1st quarter;613
8368;General government;Assets;AF519 Other equity;Other changes;2010 2nd quarter;4917
8369;General government;Assets;AF519 Other equity;Other changes;2010 3rd quarter;-585
8370;General government;Assets;AF519 Other equity;Other changes;2010 4th quarter;1060
8371;General government;Assets;AF519 Other equity;Other changes;2010;6005
8372;General government;Assets;AF519 Other equity;Other changes;2011 1st quarter;-958
8373;General government;Assets;AF519 Other equity;Other changes;2011 2nd quarter;752
8374;General government;Assets;AF519 Other equity;Other changes;2011 3rd quarter;3236
8375;General government;Assets;AF519 Other equity;Other changes;2011 4th quarter;654
8376;General government;Assets;AF519 Other equity;Other changes;2011;3684
8377;General government;Assets;AF519 Other equity;Other changes;2012 1st quarter;626
8378;General government;Assets;AF519 Other equity;Other changes;2012 2nd quarter;624
8379;General government;Assets;AF519 Other equity;Other changes;2012 3rd quarter;3283
8380;General government;Assets;AF519 Other equity;Other changes;2012 4th quarter;-1744
8381;General government;Assets;AF519 Other equity;Other changes;2012;2789
8382;General government;Assets;AF519 Other equity;Other changes;2013 1st quarter;-2220
8383;General government;Assets;AF519 Other equity;Other changes;2013 2nd quarter;-6437
8384;General government;Assets;AF519 Other equity;Other changes;2013 3rd quarter;2017
8385;General government;Assets;AF519 Other equity;Other changes;2013 4th quarter;-1506
8386;General government;Assets;AF519 Other equity;Other changes;2013;-8146
8387;General government;Assets;AF519 Other equity;Other changes;2014 1st quarter;-44
8388;General government;Assets;AF519 Other equity;Other changes;2014 2nd quarter;569
8389;General government;Assets;AF519 Other equity;Other changes;2014 3rd quarter;511
8390;General government;Assets;AF519 Other equity;Other changes;2014 4th quarter;1716
8391;General government;Assets;AF519 Other equity;Other changes;2014;2752
8392;General government;Assets;AF519 Other equity;Other changes;2015 1st quarter;2109
8393;General government;Assets;AF519 Other equity;Other changes;2015 2nd quarter;-1111
8394;General government;Assets;AF519 Other equity;Other changes;2015 3rd quarter;-279
8395;General government;Assets;AF519 Other equity;Other changes;2015 4th quarter;-239
8396;General government;Assets;AF519 Other equity;Other changes;2015;480
8397;General government;Assets;AF519 Other equity;Other changes;2016 1st quarter;3270
8398;General government;Assets;AF519 Other equity;Other changes;2016 2nd quarter;3225
8399;General government;Assets;AF519 Other equity;Other changes;2016 3rd quarter;178
8400;General government;Assets;AF519 Other equity;Other changes;2016 4th quarter;-2835
8401;General government;Assets;AF519 Other equity;Other changes;2016;3838
8402;General government;Assets;AF519 Other equity;Other changes;2017 1st quarter;362
8403;General government;Assets;AF519 Other equity;Other changes;2017 2nd quarter;-2432
8404;General government;Assets;AF519 Other equity;Other changes;2017 3rd quarter;1233
8405;General government;Assets;AF519 Other equity;Other changes;2017 4th quarter;137
8406;General government;Assets;AF519 Other equity;Other changes;2017;-700
8407;General government;Assets;AF519 Other equity;Other changes;2018 1st quarter;-579
8408;General government;Assets;AF519 Other equity;Other changes;2018 2nd quarter;1222
8409;General government;Assets;AF519 Other equity;Other changes;2018 3rd quarter;-1791
8410;General government;Assets;AF519 Other equity;Other changes;2018 4th quarter;3105
8411;General government;Assets;AF519 Other equity;Other changes;2018;1957
8412;General government;Assets;AF519 Other equity;Other changes;2019 1st quarter;2506
8413;General government;Assets;AF519 Other equity;Other changes;2019 2nd quarter;4607
8414;General government;Assets;AF519 Other equity;Other changes;2019 3rd quarter;5149
8415;General government;Assets;AF519 Other equity;Other changes;2019 4th quarter;-3582
8416;General government;Assets;AF519 Other equity;Other changes;2019;8680
8417;General government;Assets;AF519 Other equity;Other changes;2020 1st quarter;3155
8418;General government;Assets;AF519 Other equity;Other changes;2020 2nd quarter;3903
8419;General government;Assets;AF519 Other equity;Other changes;2020 3rd quarter;1534
8420;General government;Assets;AF519 Other equity;Other changes;2020 4th quarter;-782
8421;General government;Assets;AF519 Other equity;Other changes;2020;7810
8422;General government;Assets;AF519 Other equity;Other changes;2021 1st quarter;-5275
8423;General government;Assets;AF519 Other equity;Other changes;2021 2nd quarter;487
8424;General government;Assets;AF519 Other equity;Other changes;2021 3rd quarter;229
8425;General government;Assets;AF519 Other equity;Other changes;2021 4th quarter;2612
8426;General government;Assets;AF519 Other equity;Other changes;2021;-1947
8427;General government;Assets;AF519 Other equity;Other changes;2022 1st quarter;-9963
8428;General government;Assets;AF519 Other equity;Other changes;2022 2nd quarter;-13279
8429;General government;Assets;AF519 Other equity;Other changes;2022 3rd quarter;-8495
8430;General government;Assets;AF519 Other equity;Other changes;2022 4th quarter;-3104
8431;General government;Assets;AF519 Other equity;Other changes;2022;-34841
8432;General government;Assets;AF519 Other equity;Other changes;2023 1st quarter;3454
8433;General government;Assets;AF519 Other equity;Other changes;2023 2nd quarter;-1762
8434;General government;Assets;AF519 Other equity;Other changes;2023 3rd quarter;-3271
8435;General government;Assets;AF519 Other equity;Other changes;2023 4th quarter;12468
8436;General government;Assets;AF519 Other equity;Other changes;2023;10889
8437;General government;Assets;AF519 Other equity;Other changes;2024 1st quarter;-712
8438;General government;Assets;AF519 Other equity;Other changes;2024 2nd quarter;954
8439;General government;Assets;AF519 Other equity;Other changes;2024 3rd quarter;8148
8440;General government;Assets;AF519 Other equity;Other changes;2024 4th quarter;3062
8441;General government;Assets;AF519 Other equity;Other changes;2024;11452
8442;General government;Assets;AF519 Other equity;Closing balance sheet;1995;17277
8443;General government;Assets;AF519 Other equity;Closing balance sheet;1996;18774
8444;General government;Assets;AF519 Other equity;Closing balance sheet;1997;19853
8445;General government;Assets;AF519 Other equity;Closing balance sheet;1998;16026
8446;General government;Assets;AF519 Other equity;Closing balance sheet;1999 1st quarter;18767
8447;General government;Assets;AF519 Other equity;Closing balance sheet;1999 2nd quarter;17998
8448;General government;Assets;AF519 Other equity;Closing balance sheet;1999 3rd quarter;17776
8449;General government;Assets;AF519 Other equity;Closing balance sheet;1999 4th quarter;18299
8450;General government;Assets;AF519 Other equity;Closing balance sheet;1999;18299
8451;General government;Assets;AF519 Other equity;Closing balance sheet;2000 1st quarter;18263
8452;General government;Assets;AF519 Other equity;Closing balance sheet;2000 2nd quarter;19122
8453;General government;Assets;AF519 Other equity;Closing balance sheet;2000 3rd quarter;20559
8454;General government;Assets;AF519 Other equity;Closing balance sheet;2000 4th quarter;20270
8455;General government;Assets;AF519 Other equity;Closing balance sheet;2000;20270
8456;General government;Assets;AF519 Other equity;Closing balance sheet;2001 1st quarter;19735
8457;General government;Assets;AF519 Other equity;Closing balance sheet;2001 2nd quarter;19446
8458;General government;Assets;AF519 Other equity;Closing balance sheet;2001 3rd quarter;17705
8459;General government;Assets;AF519 Other equity;Closing balance sheet;2001 4th quarter;16659
8460;General government;Assets;AF519 Other equity;Closing balance sheet;2001;16659
8461;General government;Assets;AF519 Other equity;Closing balance sheet;2002 1st quarter;16304
8462;General government;Assets;AF519 Other equity;Closing balance sheet;2002 2nd quarter;15386
8463;General government;Assets;AF519 Other equity;Closing balance sheet;2002 3rd quarter;15887
8464;General government;Assets;AF519 Other equity;Closing balance sheet;2002 4th quarter;15381
8465;General government;Assets;AF519 Other equity;Closing balance sheet;2002;15381
8466;General government;Assets;AF519 Other equity;Closing balance sheet;2003 1st quarter;14325
8467;General government;Assets;AF519 Other equity;Closing balance sheet;2003 2nd quarter;14759
8468;General government;Assets;AF519 Other equity;Closing balance sheet;2003 3rd quarter;15639
8469;General government;Assets;AF519 Other equity;Closing balance sheet;2003 4th quarter;14696
8470;General government;Assets;AF519 Other equity;Closing balance sheet;2003;14696
8471;General government;Assets;AF519 Other equity;Closing balance sheet;2004 1st quarter;14978
8472;General government;Assets;AF519 Other equity;Closing balance sheet;2004 2nd quarter;13785
8473;General government;Assets;AF519 Other equity;Closing balance sheet;2004 3rd quarter;13221
8474;General government;Assets;AF519 Other equity;Closing balance sheet;2004 4th quarter;14783
8475;General government;Assets;AF519 Other equity;Closing balance sheet;2004;14783
8476;General government;Assets;AF519 Other equity;Closing balance sheet;2005 1st quarter;14784
8477;General government;Assets;AF519 Other equity;Closing balance sheet;2005 2nd quarter;16085
8478;General government;Assets;AF519 Other equity;Closing balance sheet;2005 3rd quarter;17037
8479;General government;Assets;AF519 Other equity;Closing balance sheet;2005 4th quarter;17428
8480;General government;Assets;AF519 Other equity;Closing balance sheet;2005;17428
8481;General government;Assets;AF519 Other equity;Closing balance sheet;2006 1st quarter;18481
8482;General government;Assets;AF519 Other equity;Closing balance sheet;2006 2nd quarter;18306
8483;General government;Assets;AF519 Other equity;Closing balance sheet;2006 3rd quarter;18797
8484;General government;Assets;AF519 Other equity;Closing balance sheet;2006 4th quarter;18416
8485;General government;Assets;AF519 Other equity;Closing balance sheet;2006;18416
8486;General government;Assets;AF519 Other equity;Closing balance sheet;2007 1st quarter;18221
8487;General government;Assets;AF519 Other equity;Closing balance sheet;2007 2nd quarter;17339
8488;General government;Assets;AF519 Other equity;Closing balance sheet;2007 3rd quarter;18909
8489;General government;Assets;AF519 Other equity;Closing balance sheet;2007 4th quarter;20340
8490;General government;Assets;AF519 Other equity;Closing balance sheet;2007;20340
8491;General government;Assets;AF519 Other equity;Closing balance sheet;2008 1st quarter;20776
8492;General government;Assets;AF519 Other equity;Closing balance sheet;2008 2nd quarter;19931
8493;General government;Assets;AF519 Other equity;Closing balance sheet;2008 3rd quarter;21283
8494;General government;Assets;AF519 Other equity;Closing balance sheet;2008 4th quarter;21642
8495;General government;Assets;AF519 Other equity;Closing balance sheet;2008;21642
8496;General government;Assets;AF519 Other equity;Closing balance sheet;2009 1st quarter;22200
