ID;SectorBranchesSIC2008;Periods;CompensationOfEmployees_1;CompensationSeasonalAdjusted_2;WagesAndSalaries_3;WagesSeasonalAdjusted_4;EmployersSocialContributions_5;SocialContributionsSeasonalAdjusted_6;WageCosts_7;CompensationOfEmployees_8;WagesAndSalaries_9;WageCosts_10;CompensationPerFte_11;WagesPerFte_12;WageCostsPerFte_13;CompensationPerHourWorked_14;WagesPerHourWorked_15;WageCostsPerHourWorked_16;CompensationPerFte_17;WagesPerFte_18;WageCostsPerFte_19;CompensationPerHourWorked_20;WagesPerHourWorked_21;WageCostsPerHourWorked_22;FullTimeEquivalentFte_23;HoursWorked_24;FullTimeEquivalentFte_25;HoursWorked_26;Total_27;Male_28;Female_29;Total_30;Male_31;Female_32
354;B-E Industry (no construction), energy;2005;35315;;27954;;7361;;34983;-1.2;-0.6;-1.1;50.7;40.1;50.2;28.5;22.6;28.3;1.3;2.0;1.5;1.9;2.6;2.1;697;1238;-2.5;-3.1;766;617;149;-2.3;-2.1;-3.4
355;B-E Industry (no construction), energy;2006 1st quarter;8497;8868.0;6731;7073.0;1766;;8442;1.0;1.8;1.0;12.3;9.7;12.2;25.7;20.4;25.6;2.1;3.0;2.2;-0.3;0.6;-0.2;692;330;-1.1;1.3;763;610;153;-1.0;-1.7;1.7
356;B-E Industry (no construction), energy;2006 2nd quarter;10199;8926.0;8332;7123.0;1867;;10106;1.2;2.1;1.3;14.7;12.1;14.6;35.2;28.8;34.9;2.5;3.3;2.5;4.3;5.2;4.3;691;289;-1.2;-2.9;762;609;153;-1.1;-1.8;1.6
357;B-E Industry (no construction), energy;2006 3rd quarter;8161;8918.0;6408;7126.0;1753;;8083;-0.1;0.7;-0.1;11.9;9.3;11.8;29.5;23.1;29.2;0.8;1.6;0.8;1.8;2.6;1.9;688;277;-0.9;-1.9;759;607;153;-0.6;-1.4;2.7
358;B-E Industry (no construction), energy;2006 4th quarter;8881;9045.0;7045;7198.0;1836;;8773;2.6;3.4;2.6;12.9;10.2;12.7;27.4;21.7;27.0;3.0;3.8;3.0;4.6;5.4;4.5;689;325;-0.4;-1.9;760;608;152;0.0;-0.9;3.7
359;B-E Industry (no construction), energy;2006;35738;;28516;;7222;;35404;1.2;2.0;1.2;51.8;41.3;51.3;29.3;23.3;29.0;2.1;2.9;2.1;2.6;3.4;2.6;690;1222;-0.9;-1.3;761;608;153;-0.7;-1.4;2.4
360;B-E Industry (no construction), energy;2007 1st quarter;8746;9095.0;6945;7290.0;1801;;8680;3.0;3.2;2.9;12.7;10.1;12.6;26.8;21.2;26.6;3.4;3.6;3.3;4.0;4.2;3.9;689;327;-0.4;-0.9;761;609;152;-0.2;-0.1;-0.7
361;B-E Industry (no construction), energy;2007 2nd quarter;10537;9209.0;8617;7354.0;1920;;10435;3.3;3.4;3.2;15.1;12.4;15.0;36.2;29.7;35.9;2.8;2.9;2.7;2.9;3.0;2.9;695;290;0.5;0.3;767;613;154;0.6;0.6;0.7
362;B-E Industry (no construction), energy;2007 3rd quarter;8467;9299.0;6650;7432.0;1817;;8382;3.7;3.8;3.6;12.2;9.6;12.1;30.0;23.6;29.7;2.8;2.9;2.8;2.0;2.0;1.9;694;282;0.9;1.7;768;614;154;1.2;1.2;1.1
363;B-E Industry (no construction), energy;2007 4th quarter;9424;9601.0;7488;7635.0;1936;;9313;6.2;6.3;6.2;13.5;10.8;13.4;28.4;22.5;28.0;5.1;5.3;5.2;3.8;3.9;3.8;696;332;1.0;2.3;769;614;155;1.2;1.1;1.7
364;B-E Industry (no construction), energy;2007;37174;;29700;;7474;;36810;4.0;4.2;4.0;53.6;42.8;53.1;30.2;24.1;29.9;3.5;3.7;3.5;3.2;3.3;3.1;694;1232;0.5;0.8;766;613;154;0.7;0.7;0.7
365;B-E Industry (no construction), energy;2008 1st quarter;9476;9814.0;7350;7715.0;2126;;9408;8.3;5.8;8.3;13.5;10.5;13.4;29.1;22.5;28.9;6.6;4.2;6.7;8.7;6.2;8.7;700;326;1.6;-0.4;776;618;158;1.9;1.4;4.1
366;B-E Industry (no construction), energy;2008 2nd quarter;11261;9846.0;9034;7703.0;2227;;11150;6.9;4.9;6.9;16.0;12.9;15.9;38.3;30.8;37.9;5.8;3.8;5.8;5.7;3.7;5.7;702;294;1.0;1.1;777;617;160;1.3;0.7;3.6
367;B-E Industry (no construction), energy;2008 3rd quarter;8947;9854.0;6866;7687.0;2081;;8853;5.7;3.3;5.7;12.8;9.8;12.7;31.1;23.9;30.8;5.3;2.8;5.2;3.7;1.3;3.6;698;287;0.5;2.0;773;615;159;0.6;0.1;2.9
368;B-E Industry (no construction), energy;2008 4th quarter;9742;9921.0;7565;7706.0;2177;;9615;3.3;1.0;3.2;14.0;10.8;13.8;29.5;22.9;29.1;3.2;0.8;3.0;4.0;1.6;3.8;697;330;0.2;-0.6;771;613;158;0.3;-0.2;2.1
369;B-E Industry (no construction), energy;2008;39426;;30815;;8611;;39026;6.0;3.7;6.0;56.4;44.1;55.8;31.9;24.9;31.5;5.2;2.9;5.2;5.6;3.3;5.5;699;1237;0.8;0.5;774;615;159;1.0;0.5;3.1
370;B-E Industry (no construction), energy;2009 1st quarter;9717;10042.0;7262;7628.0;2455;;9537;2.5;-1.2;1.4;14.1;10.5;13.8;31.1;23.2;30.5;3.9;0.1;2.7;6.9;3.0;5.6;691;313;-1.3;-4.0;765;608;157;-1.4;-1.6;-0.7
371;B-E Industry (no construction), energy;2009 2nd quarter;11494;10065.0;8976;7654.0;2518;;11156;2.1;-0.6;0.1;16.8;13.2;16.3;41.8;32.7;40.6;5.1;2.2;3.0;9.2;6.3;7.1;682;275;-2.8;-6.5;753;598;156;-3.0;-3.1;-2.6
372;B-E Industry (no construction), energy;2009 3rd quarter;9086;10003.0;6755;7556.0;2331;;8885;1.5;-1.7;0.3;13.6;10.1;13.3;33.5;24.9;32.7;6.1;2.8;4.8;7.4;4.1;6.1;667;272;-4.3;-5.5;739;588;152;-4.4;-4.3;-4.5
373;B-E Industry (no construction), energy;2009 4th quarter;9698;9872.0;7329;7466.0;2369;;9495;-0.4;-3.1;-1.2;14.7;11.1;14.4;31.1;23.5;30.4;5.0;2.2;4.1;5.4;2.6;4.6;661;312;-5.1;-5.5;733;583;150;-5.0;-5.0;-5.1
374;B-E Industry (no construction), energy;2009;39995;;30322;;9673;;39073;1.5;-1.6;0.1;59.2;44.9;57.9;34.2;25.9;33.4;5.0;1.9;3.7;7.2;4.0;5.8;675;1171;-3.4;-5.4;747;594;154;-3.5;-3.5;-3.2
375;B-E Industry (no construction), energy;2010 1st quarter;9044;9343.0;7124;7481.0;1920;;8893;-6.9;-1.9;-6.7;13.7;10.8;13.5;30.3;23.9;29.8;-2.3;2.9;-2.1;-2.4;2.9;-2.2;658;298;-4.7;-4.7;727;579;148;-4.9;-4.8;-5.4
376;B-E Industry (no construction), energy;2010 2nd quarter;10912;9569.0;8840;7552.0;2072;;10706;-5.1;-1.5;-4.1;16.6;13.4;16.3;41.0;33.2;40.2;-1.5;2.2;-0.5;-2.1;1.6;-1.0;657;266;-3.6;-3.1;728;579;149;-3.4;-3.2;-4.3
377;B-E Industry (no construction), energy;2010 3rd quarter;8688;9554.0;6793;7583.0;1895;;8525;-4.4;0.6;-4.0;13.3;10.4;13.0;31.4;24.5;30.8;-2.5;2.6;-2.1;-6.2;-1.4;-5.9;654;277;-1.9;2.0;723;575;148;-2.2;-2.2;-2.2
378;B-E Industry (no construction), energy;2010 4th quarter;9441;9604.0;7477;7614.0;1964;;9284;-2.6;2.0;-2.2;14.5;11.4;14.2;29.9;23.6;29.4;-1.4;3.2;-1.0;-4.0;0.6;-3.6;653;316;-1.2;1.4;722;574;148;-1.4;-1.4;-1.7
379;B-E Industry (no construction), energy;2010;38085;;30234;;7851;;37408;-4.8;-0.3;-4.3;58.1;46.1;57.0;32.9;26.1;32.3;-2.0;2.7;-1.4;-3.7;0.8;-3.2;656;1158;-2.9;-1.1;725;577;148;-3.0;-2.9;-3.4
380;B-E Industry (no construction), energy;2011 1st quarter;9360;9680.0;7340;7699.0;2020;;9253;3.5;3.0;4.0;14.4;11.3;14.3;31.0;24.3;30.6;5.0;4.5;5.5;2.1;1.7;2.7;649;302;-1.4;1.3;721;574;147;-0.9;-0.8;-1.1
381;B-E Industry (no construction), energy;2011 2nd quarter;11110;9746.0;8950;7671.0;2160;;10951;1.8;1.2;2.3;17.1;13.8;16.8;40.9;32.9;40.3;2.9;2.3;3.4;-0.2;-0.8;0.3;650;272;-1.0;2.1;724;576;148;-0.5;-0.5;-0.5
382;B-E Industry (no construction), energy;2011 3rd quarter;8946;9825.0;6948;7744.0;1998;;8818;3.1;2.4;3.5;13.8;10.7;13.6;32.1;24.9;31.6;3.7;3.0;4.2;2.3;1.6;2.8;650;279;-0.7;0.7;721;574;147;-0.3;-0.2;-0.5
383;B-E Industry (no construction), energy;2011 4th quarter;9725;9893.0;7661;7787.0;2064;;9588;2.9;2.4;3.2;14.9;11.8;14.7;31.7;25.0;31.2;3.3;2.8;3.6;6.1;5.6;6.4;651;307;-0.4;-3.0;722;575;147;0.0;0.1;-0.5
384;B-E Industry (no construction), energy;2011;39141;;30899;;8242;;38610;2.8;2.2;3.2;60.2;47.5;59.4;33.8;26.6;33.3;3.7;3.1;4.1;2.6;2.1;3.1;650;1159;-0.9;0.2;722;575;147;-0.4;-0.4;-0.7
385;B-E Industry (no construction), energy;2012 1st quarter;9461;9793.0;7366;7726.0;2095;;9403;1.1;0.3;1.6;14.7;11.4;14.6;31.0;24.1;30.8;1.7;1.0;2.3;0.1;-0.7;0.6;645;305;-0.7;1.0;715;569;146;-0.7;-0.8;-0.7
386;B-E Industry (no construction), energy;2012 2nd quarter;11325;9932.0;9029;7756.0;2296;;11181;1.9;0.9;2.1;17.6;14.0;17.3;41.8;33.3;41.2;2.9;1.8;3.0;2.2;1.2;2.3;644;271;-0.9;-0.2;717;570;147;-1.0;-1.0;-0.9
387;B-E Industry (no construction), energy;2012 3rd quarter;9094;9985.0;7019;7818.0;2075;;9010;1.6;1.0;2.2;14.2;10.9;14.0;33.9;26.1;33.6;2.9;2.3;3.5;5.5;4.9;6.1;642;269;-1.3;-3.7;711;565;146;-1.4;-1.5;-1.2
388;B-E Industry (no construction), energy;2012 4th quarter;9854;10026.0;7694;7810.0;2160;;9715;1.4;0.5;1.4;15.4;12.0;15.2;33.3;26.0;32.8;3.2;2.2;3.2;5.0;4.1;5.0;640;296;-1.7;-3.4;711;565;146;-1.6;-1.7;-0.9
389;B-E Industry (no construction), energy;2012;39734;;31108;;8626;;39309;1.5;0.7;1.8;61.8;48.4;61.2;34.8;27.3;34.5;2.7;1.8;3.0;3.2;2.3;3.5;643;1141;-1.1;-1.6;713;567;146;-1.2;-1.2;-0.9
390;B-E Industry (no construction), energy;2013 1st quarter;9673;10012.0;7530;7897.0;2143;;9633;2.2;2.2;2.4;15.1;11.7;15.0;32.6;25.4;32.4;2.7;2.8;2.9;5.0;5.1;5.3;641;297;-0.5;-2.7;709;563;145;-0.9;-1.1;-0.3
391;B-E Industry (no construction), energy;2013 2nd quarter;11495;10076.0;9217;7920.0;2278;;11378;1.5;2.1;1.8;18.0;14.4;17.8;41.9;33.6;41.5;2.4;2.9;2.6;0.4;1.0;0.7;639;274;-0.8;1.1;707;562;146;-1.3;-1.4;-0.9
392;B-E Industry (no construction), energy;2013 3rd quarter;9163;10071.0;7102;7920.0;2061;;9070;0.7;1.2;0.6;14.4;11.2;14.3;33.7;26.1;33.3;1.9;2.3;1.8;-0.7;-0.2;-0.8;634;272;-1.1;1.4;701;557;144;-1.4;-1.5;-0.9
393;B-E Industry (no construction), energy;2013 4th quarter;9909;10086.0;7933;8045.0;1976;;9799;0.6;3.1;0.9;15.6;12.5;15.4;33.0;26.4;32.6;1.3;3.8;1.6;-0.9;1.6;-0.6;635;301;-0.7;1.5;702;557;144;-1.2;-1.3;-0.8
394;B-E Industry (no construction), energy;2013;40240;;31782;;8458;;39880;1.3;2.2;1.5;63.1;49.8;62.5;35.2;27.8;34.9;2.1;3.0;2.3;1.0;1.9;1.2;638;1144;-0.8;0.3;705;560;145;-1.2;-1.3;-0.7
395;B-E Industry (no construction), energy;2014 1st quarter;9868;10200.0;7541;7912.0;2327;;9848;2.1;0.2;2.3;15.7;12.0;15.6;33.3;25.4;33.2;3.9;1.9;4.1;2.1;0.2;2.3;630;297;-1.7;0.0;697;554;143;-1.7;-1.6;-2.0
396;B-E Industry (no construction), energy;2014 2nd quarter;11739;10290.0;9224;7918.0;2515;;11652;2.1;0.0;2.4;18.6;14.6;18.4;43.3;34.1;43.0;3.4;1.3;3.7;3.3;1.3;3.6;631;271;-1.3;-1.2;699;555;143;-1.2;-1.2;-1.5
397;B-E Industry (no construction), energy;2014 3rd quarter;9491;10446.0;7185;8021.0;2306;;9426;3.6;1.2;4.0;15.1;11.4;15.0;34.5;26.1;34.3;4.3;1.9;4.7;2.6;0.1;2.9;630;275;-0.7;1.0;697;554;143;-0.6;-0.6;-0.8
398;B-E Industry (no construction), energy;2014 4th quarter;10436;10617.0;8016;8137.0;2420;;10354;5.3;1.1;5.6;16.5;12.7;16.4;34.9;26.8;34.6;5.7;1.5;6.1;5.8;1.6;6.1;632;299;-0.5;-0.5;699;556;144;-0.4;-0.3;-0.6
399;B-E Industry (no construction), energy;2014;41534;;31966;;9568;;41280;3.2;0.6;3.5;65.8;50.7;65.4;36.4;28.0;36.2;4.3;1.6;4.6;3.4;0.8;3.7;631;1142;-1.0;-0.2;698;555;143;-1.0;-0.9;-1.2
400;B-E Industry (no construction), energy;2015 1st quarter;9923;10251.0;7771;8147.0;2152;2104.0;9877;0.4;3.0;0.2;15.7;12.3;15.6;33.8;26.4;33.6;0.2;2.8;0.0;1.5;4.1;1.2;632;294;0.2;-1.0;698;554;143;0.1;0.0;0.4
401;B-E Industry (no construction), energy;2015 2nd quarter;11847;10379.0;9559;8192.0;2288;2187.0;11754;1.0;3.7;1.0;18.7;15.1;18.5;44.1;35.6;43.7;0.4;3.1;0.4;1.7;4.4;1.7;635;269;0.6;-0.7;703;558;145;0.5;0.4;1.0
402;B-E Industry (no construction), energy;2015 3rd quarter;9392;10355.0;7314;8175.0;2078;2180.0;9324;-1.1;1.8;-1.1;14.8;11.5;14.7;34.7;27.0;34.5;-1.6;1.2;-1.6;0.6;3.5;0.6;633;271;0.5;-1.7;700;555;145;0.4;0.3;1.0
403;B-E Industry (no construction), energy;2015 4th quarter;10280;10453.0;8098;8235.0;2182;2218.0;10189;-1.5;1.1;-1.6;16.2;12.7;16.0;33.8;26.7;33.5;-2.1;0.5;-2.1;-2.9;-0.4;-3.0;636;304;0.6;1.5;703;558;145;0.5;0.4;1.0
404;B-E Industry (no construction), energy;2015;41442;;32742;;8700;;41144;-0.2;2.4;-0.3;65.4;51.6;64.9;36.5;28.8;36.2;-0.7;2.0;-0.8;0.2;2.9;0.1;634;1137;0.5;-0.4;701;556;144;0.4;0.3;0.9
405;B-E Industry (no construction), energy;2016 1st quarter;10262;10604.0;7968;8344.0;2294;2260.0;10201;3.5;2.6;3.4;16.1;12.5;16.0;34.8;27.0;34.6;2.3;1.4;2.1;3.0;2.1;2.8;639;295;1.2;0.5;705;559;146;1.0;0.9;1.8
406;B-E Industry (no construction), energy;2016 2nd quarter;12304;10772.0;9834;8421.0;2470;2351.0;12158;3.7;2.8;3.3;19.1;15.3;18.9;43.7;34.9;43.1;2.5;1.5;2.0;-1.0;-1.9;-1.4;643;282;1.2;4.7;710;563;148;1.1;0.9;1.9
407;B-E Industry (no construction), energy;2016 3rd quarter;9753;10759.0;7572;8462.0;2181;2297.0;9618;3.9;3.6;3.2;15.2;11.8;15.0;35.9;27.9;35.5;2.6;2.3;2.0;3.5;3.2;2.8;641;272;1.2;0.4;708;560;147;1.1;0.9;1.7
408;B-E Industry (no construction), energy;2016 4th quarter;10600;10777.0;8310;8471.0;2290;2306.0;10381;3.1;2.6;1.9;16.5;12.9;16.1;35.2;27.6;34.5;1.8;1.3;0.6;4.0;3.5;2.8;644;301;1.3;-0.8;711;563;148;1.2;1.0;2.0
409;B-E Industry (no construction), energy;2016;42919;;33684;;9235;;42358;3.6;2.9;3.0;66.9;52.5;66.0;37.3;29.3;36.9;2.3;1.6;1.7;2.4;1.7;1.8;642;1149;1.2;1.1;709;561;147;1.1;0.9;1.8
410;B-E Industry (no construction), energy;2017 1st quarter;10426;10778.0;8151;8520.0;2275;2258.0;10365;1.6;2.3;1.6;16.1;12.6;16.0;34.1;26.7;33.9;0.5;1.2;0.5;-1.8;-1.1;-1.8;646;305;1.1;3.5;713;564;148;1.1;0.9;1.9
411;B-E Industry (no construction), energy;2017 2nd quarter;12487;10927.0;10036;8593.0;2451;2334.0;12371;1.6;2.1;1.8;19.2;15.4;19.0;44.6;35.8;44.1;0.3;0.9;0.6;2.1;2.6;2.3;651;280;1.2;-0.5;719;568;150;1.2;1.0;1.9
412;B-E Industry (no construction), energy;2017 3rd quarter;10016;11052.0;7774;8690.0;2242;2362.0;9878;2.6;2.5;2.6;15.3;11.9;15.1;36.6;28.4;36.1;0.8;0.8;0.8;1.7;1.7;1.7;652;274;1.8;0.8;720;569;151;1.7;1.5;2.5
413;B-E Industry (no construction), energy;2017 4th quarter;11058;11249.0;8693;8874.0;2365;2375.0;10831;4.3;4.6;4.3;16.8;13.2;16.5;36.7;28.8;35.9;2.1;2.4;2.2;4.1;4.4;4.1;658;302;2.1;0.2;726;574;152;2.1;1.9;3.0
414;B-E Industry (no construction), energy;2017;43987;;34654;;9333;;43445;2.5;2.9;2.6;67.5;53.2;66.7;37.9;29.8;37.4;0.9;1.3;1.0;1.4;1.8;1.5;652;1161;1.6;1.0;719;569;151;1.5;1.3;2.3
415;B-E Industry (no construction), energy;2018 1st quarter;10988;11342.0;8520;8881.0;2468;2461.0;10927;5.4;4.5;5.4;16.6;12.8;16.5;35.6;27.6;35.4;2.6;1.8;2.6;4.3;3.5;4.4;664;309;2.7;1.0;732;578;153;2.7;2.6;3.2
416;B-E Industry (no construction), energy;2018 2nd quarter;13108;11483.0;10470;8979.0;2638;2504.0;13023;5.0;4.3;5.3;19.6;15.6;19.4;45.7;36.5;45.4;1.9;1.3;2.2;2.6;1.9;2.9;670;287;3.0;2.3;740;584;156;2.9;2.8;3.7
417;B-E Industry (no construction), energy;2018 3rd quarter;10532;11614.0;8107;9059.0;2425;2555.0;10427;5.2;4.3;5.6;15.7;12.1;15.5;37.6;28.9;37.2;2.2;1.3;2.6;2.8;2.0;3.2;672;280;3.0;2.3;741;584;157;2.9;2.7;3.7
418;B-E Industry (no construction), energy;2018 4th quarter;11489;11705.0;8939;9136.0;2550;2569.0;11294;3.9;2.8;4.2;16.9;13.2;16.7;36.5;28.4;35.8;0.8;-0.2;1.2;-0.6;-1.6;-0.2;678;315;3.0;4.4;748;590;158;3.0;2.7;3.7
419;B-E Industry (no construction), energy;2018;46117;;36036;;10081;;45671;4.9;4.0;5.1;68.7;53.7;68.1;38.7;30.3;38.4;1.9;1.0;2.1;2.3;1.4;2.5;671;1191;2.9;2.5;740;584;156;2.9;2.7;3.6
420;B-E Industry (no construction), energy;2019 1st quarter;11548;11874.0;8907;9250.0;2641;2624.0;11442;5.1;4.5;4.7;16.9;13.0;16.7;36.8;28.4;36.4;1.9;1.4;1.6;3.2;2.7;2.8;684;314;3.1;1.8;754;595;159;3.0;2.8;3.9
421;B-E Industry (no construction), energy;2019 2nd quarter;13795;12113.0;10947;9411.0;2848;2702.0;13661;5.2;4.6;4.9;20.0;15.9;19.8;46.6;37.0;46.1;2.3;1.7;2.0;1.9;1.2;1.6;689;296;2.8;3.3;761;599;162;2.8;2.5;3.8
422;B-E Industry (no construction), energy;2019 3rd quarter;11049;12188.0;8480;9480.0;2569;2708.0;10950;5.0;4.6;5.1;16.1;12.3;15.9;37.8;29.0;37.5;2.5;2.2;2.6;0.5;0.2;0.6;688;293;2.4;4.4;758;596;162;2.3;2.1;3.3
423;B-E Industry (no construction), energy;2019 4th quarter;12075;12316.0;9341;9553.0;2734;2763.0;11924;5.1;4.5;5.6;17.4;13.5;17.2;37.9;29.4;37.5;2.8;2.2;3.3;4.1;3.5;4.5;693;318;2.2;1.0;764;601;163;2.1;1.9;3.2
424;B-E Industry (no construction), energy;2019;48467;;37675;;10792;;47977;5.1;4.5;5.0;70.4;54.7;69.7;39.7;30.9;39.3;2.4;1.9;2.4;2.5;1.9;2.4;688;1221;2.6;2.6;759;598;161;2.6;2.3;3.5
425;B-E Industry (no construction), energy;2020 1st quarter;12095;12376.0;9234;9539.0;2861;2837.0;11931;4.8;3.7;4.3;17.4;13.3;17.2;39.6;30.2;39.1;3.4;2.3;2.9;7.7;6.6;7.2;693;306;1.4;-2.7;764;600;164;1.4;1.0;3.0
426;B-E Industry (no construction), energy;2020 2nd quarter;14146;12460.0;11071;9551.0;3075;2909.0;13242;2.6;1.1;-3.1;20.5;16.0;19.2;49.6;38.8;46.4;2.3;0.8;-3.3;6.5;5.0;0.7;691;285;0.3;-3.7;760;596;164;-0.1;-0.4;1.3
427;B-E Industry (no construction), energy;2020 3rd quarter;11444;12625.0;8646;9664.0;2798;2961.0;10966;3.6;2.0;0.1;16.6;12.6;15.9;42.6;32.1;40.8;3.4;1.8;0.0;12.6;10.9;8.9;689;269;0.2;-8.0;758;594;165;0.0;-0.4;1.7
428;B-E Industry (no construction), energy;2020 4th quarter;12447;12716.0;9509;9746.0;2938;2970.0;11993;3.1;1.8;0.6;18.0;13.8;17.4;39.2;29.9;37.8;3.5;2.2;0.9;3.3;2.0;0.8;690;317;-0.4;-0.2;761;595;166;-0.4;-0.9;1.6
429;B-E Industry (no construction), energy;2020;50132;;38460;;11672;;48132;3.4;2.1;0.3;72.6;55.7;69.7;42.6;32.7;40.9;3.1;1.7;0.0;7.3;5.9;4.1;691;1177;0.3;-3.6;761;596;165;0.2;-0.2;1.9
430;B-E Industry (no construction), energy;2021 1st quarter;12576;12809.0;9662;9924.0;2914;2885.0;12200;4.0;4.7;2.3;18.2;14.0;17.7;39.7;30.5;38.5;4.5;5.1;2.7;0.3;1.0;-1.3;690;317;-0.4;3.6;760;594;166;-0.6;-1.0;1.2
431;B-E Industry (no construction), energy;2021 2nd quarter;14494;12792.0;11357;9819.0;3137;2973.0;14164;2.5;2.5;7.0;20.9;16.4;20.4;48.2;37.8;47.1;2.0;2.1;6.5;-2.8;-2.7;1.5;694;301;0.5;5.4;767;597;169;0.8;0.2;3.2
432;B-E Industry (no construction), energy;2021 3rd quarter;11672;12885.0;8946;10010.0;2726;2875.0;11371;1.9;3.5;3.6;16.9;12.9;16.4;42.9;32.9;41.8;1.4;3.0;3.1;0.7;2.2;2.4;692;272;0.5;1.2;764;595;169;0.8;0.1;2.9
433;B-E Industry (no construction), energy;2021 4th quarter;12785;13079.0;9872;10145.0;2913;2934.0;12499;2.8;3.8;4.3;18.3;14.1;17.9;39.3;30.3;38.4;1.5;2.6;3.0;0.2;1.2;1.6;699;326;1.2;2.6;772;600;172;1.5;0.8;3.7
434;B-E Industry (no construction), energy;2021;51527;;39837;;11690;;50234;2.8;3.6;4.4;74.3;57.4;72.4;42.4;32.8;41.3;2.3;3.1;3.9;-0.4;0.3;1.1;694;1215;0.4;3.2;766;597;169;0.6;0.0;2.8
435;B-E Industry (no construction), energy;2022 1st quarter;13128;13327.0;9985;10195.0;3143;3132.0;12734;4.3;3.3;4.3;18.6;14.2;18.1;41.3;31.4;40.0;2.3;1.3;2.3;3.9;2.9;3.9;704;318;2.0;0.4;777;604;174;2.3;1.6;4.6
436;B-E Industry (no construction), energy;2022 2nd quarter;15156;13392.0;11853;10265.0;3303;3127.0;15030;4.6;4.4;6.1;21.3;16.7;21.2;51.2;40.0;50.8;2.3;2.1;3.8;6.1;6.0;7.7;710;296;2.3;-1.5;786;608;177;2.5;1.8;4.8
437;B-E Industry (no construction), energy;2022 3rd quarter;12453;13747.0;9378;10503.0;3075;3244.0;12295;6.8;4.9;8.2;17.6;13.2;17.3;42.8;32.2;42.3;4.2;2.3;5.6;-0.2;-1.9;1.2;710;291;2.5;7.0;784;606;178;2.7;2.0;5.1
438;B-E Industry (no construction), energy;2022 4th quarter;13691;14030.0;10384;10708.0;3307;3322.0;13512;7.0;5.1;8.0;19.1;14.5;18.8;41.8;31.7;41.3;4.2;2.4;5.2;6.6;4.7;7.6;718;327;2.7;0.4;793;612;181;2.7;2.0;5.4
439;B-E Industry (no construction), energy;2022;54428;;41600;;12828;;53571;5.6;4.4;6.6;76.6;58.6;75.4;44.2;33.8;43.5;3.2;2.0;4.2;4.1;3.0;5.1;710;1232;2.4;1.4;785;608;177;2.5;1.9;5.0
440;B-E Industry (no construction), energy;2023 1st quarter;14160;14344.0;10845;11018.0;3315;3326.0;14050;7.9;8.6;10.4;19.5;15.0;19.4;42.5;32.6;42.2;4.7;5.4;7.1;3.0;3.8;5.4;725;333;3.1;4.7;801;618;183;3.1;2.4;5.3
441;B-E Industry (no construction), energy;2023 2nd quarter;16645;14713.0;13035;11292.0;3610;3421.0;16508;9.8;10.0;9.9;22.8;17.8;22.6;54.6;42.8;54.2;6.7;6.9;6.7;6.7;6.8;6.7;731;305;2.9;3.0;808;622;186;2.8;2.2;4.9
442;B-E Industry (no construction), energy;2023 3rd quarter;13492;14894.0;10176;11420.0;3316;3474.0;13304;8.2;8.4;8.0;18.5;14.0;18.2;45.8;34.5;45.1;5.4;5.6;5.3;6.9;7.1;6.8;729;295;2.6;1.2;805;619;186;2.6;2.1;4.4
443;B-E Industry (no construction), energy;2023 4th quarter;14730;15107.0;11219;11584.0;3511;3523.0;14577;7.7;8.1;8.0;20.1;15.3;19.9;44.9;34.2;44.5;5.4;5.9;5.7;7.4;7.9;7.7;733;328;2.1;0.2;810;622;188;2.1;1.6;3.8
444;B-E Industry (no construction), energy;2023;59027;;45275;;13752;;58439;8.4;8.8;9.1;80.9;62.1;80.1;46.8;35.9;46.4;5.6;6.0;6.2;6.0;6.4;6.7;729;1260;2.7;2.3;806;621;186;2.7;2.1;4.6
445;B-E Industry (no construction), energy;2024 1st quarter;15210;15390.0;11667;11813.0;3543;3577.0;15116;7.4;7.6;7.6;20.6;15.8;20.5;45.6;35.0;45.3;5.8;6.0;5.9;7.2;7.4;7.4;737;333;1.5;0.2;813;624;189;1.5;1.0;3.4
446;B-E Industry (no construction), energy;2024 2nd quarter;17613;15579.0;13740;11917.0;3873;3662.0;17461;5.8;5.4;5.8;23.9;18.6;23.7;56.5;44.1;56.0;4.8;4.5;4.8;3.4;3.1;3.4;738;312;0.9;2.3;816;624;192;1.0;0.4;3.1
447;B-E Industry (no construction), energy;2024 3rd quarter;14353;15839.0;10783;12113.0;3570;3726.0;14150;6.5;6.0;6.4;19.6;14.7;19.3;48.0;36.1;47.4;6.0;5.6;6.0;5.0;4.6;5.0;732;299;0.4;1.4;810;619;191;0.6;0.0;2.7
448;B-E Industry (no construction), energy;2024 4th quarter;15714;16117.0;11940;12326.0;3774;3791.0;15502;6.6;6.4;6.3;21.4;16.3;21.1;47.2;35.9;46.6;6.4;6.2;6.1;5.1;4.8;4.7;734;333;0.2;1.5;814;622;192;0.5;0.0;2.1
449;B-E Industry (no construction), energy;2024;62890;;48130;;14760;;62229;6.5;6.3;6.5;85.6;65.5;84.7;49.3;37.7;48.7;5.7;5.5;5.7;5.2;5.0;5.1;735;1277;0.8;1.3;813;623;191;0.9;0.3;2.8
450;C Manufacturing;1995 1st quarter;6096;6428.0;5129;5433.0;967;;6087;;;;8.5;7.1;8.4;18.2;15.3;18.1;;;;;;;721;336;;;781;642;139;;;
