ID;RegioS;Perioden;VerkeersintensiteitenRijkswegen_1
5089;Zeeuwsch-Vlaanderen (CR);2018 juli;821.0
5090;Zeeuwsch-Vlaanderen (CR);2018 augustus;798.0
5091;Zeeuwsch-Vlaanderen (CR);2018 september;745.0
5092;Zeeuwsch-Vlaanderen (CR);2018 oktober;759.0
5093;Zeeuwsch-Vlaanderen (CR);2018 november;715.0
5094;Zeeuwsch-Vlaanderen (CR);2018 december;617.0
5095;Zeeuwsch-Vlaanderen (CR);2018;730.0
5096;Overig Zeeland (CR);2011 januari;843.0
5097;Overig Zeeland (CR);2011 februari;932.0
5098;Overig Zeeland (CR);2011 maart;986.0
5099;Overig Zeeland (CR);2011 april;1106.0
5100;Overig Zeeland (CR);2011 mei;1092.0
5101;Overig Zeeland (CR);2011 juni;1133.0
5102;Overig Zeeland (CR);2011 juli;1107.0
5103;Overig Zeeland (CR);2011 augustus;1158.0
5104;Overig Zeeland (CR);2011 september;1114.0
5105;Overig Zeeland (CR);2011 oktober;1059.0
5106;Overig Zeeland (CR);2011 november;961.0
5107;Overig Zeeland (CR);2011 december;889.0
5108;Overig Zeeland (CR);2011;1032.0
5109;Overig Zeeland (CR);2012 januari;805.0
5110;Overig Zeeland (CR);2012 februari;816.0
5111;Overig Zeeland (CR);2012 maart;922.0
5112;Overig Zeeland (CR);2012 april;1011.0
5113;Overig Zeeland (CR);2012 mei;1123.0
5114;Overig Zeeland (CR);2012 juni;1114.0
5115;Overig Zeeland (CR);2012 juli;1142.0
5116;Overig Zeeland (CR);2012 augustus;1265.0
5117;Overig Zeeland (CR);2012 september;1112.0
5118;Overig Zeeland (CR);2012 oktober;1054.0
5119;Overig Zeeland (CR);2012 november;962.0
5120;Overig Zeeland (CR);2012 december;851.0
5121;Overig Zeeland (CR);2012;1016.0
5122;Overig Zeeland (CR);2013 januari;837.0
5123;Overig Zeeland (CR);2013 februari;920.0
5124;Overig Zeeland (CR);2013 maart;983.0
5125;Overig Zeeland (CR);2013 april;1092.0
5126;Overig Zeeland (CR);2013 mei;1136.0
5127;Overig Zeeland (CR);2013 juni;1149.0
5128;Overig Zeeland (CR);2013 juli;1211.0
5129;Overig Zeeland (CR);2013 augustus;1257.0
5130;Overig Zeeland (CR);2013 september;1074.0
5131;Overig Zeeland (CR);2013 oktober;1014.0
5132;Overig Zeeland (CR);2013 november;930.0
5133;Overig Zeeland (CR);2013 december;860.0
5134;Overig Zeeland (CR);2013;1039.0
5135;Overig Zeeland (CR);2014 januari;874.0
5136;Overig Zeeland (CR);2014 februari;928.0
5137;Overig Zeeland (CR);2014 maart;997.0
5138;Overig Zeeland (CR);2014 april;1075.0
5139;Overig Zeeland (CR);2014 mei;1070.0
5140;Overig Zeeland (CR);2014 juni;1120.0
5141;Overig Zeeland (CR);2014 juli;1134.0
5142;Overig Zeeland (CR);2014 augustus;1131.0
5143;Overig Zeeland (CR);2014 september;1092.0
5144;Overig Zeeland (CR);2014 oktober;1075.0
5145;Overig Zeeland (CR);2014 november;962.0
5146;Overig Zeeland (CR);2014 december;882.0
5147;Overig Zeeland (CR);2014;1029.0
5148;Overig Zeeland (CR);2015 januari;877.0
5149;Overig Zeeland (CR);2015 februari;936.0
5150;Overig Zeeland (CR);2015 maart;985.0
5151;Overig Zeeland (CR);2015 april;1080.0
5152;Overig Zeeland (CR);2015 mei;1112.0
5153;Overig Zeeland (CR);2015 juni;1129.0
5154;Overig Zeeland (CR);2015 juli;1207.0
5155;Overig Zeeland (CR);2015 augustus;1199.0
5156;Overig Zeeland (CR);2015 september;1091.0
5157;Overig Zeeland (CR);2015 oktober;1090.0
5158;Overig Zeeland (CR);2015 november;979.0
5159;Overig Zeeland (CR);2015 december;919.0
5160;Overig Zeeland (CR);2015;1051.0
5161;Overig Zeeland (CR);2016 januari;883.0
5162;Overig Zeeland (CR);2016 februari;941.0
5163;Overig Zeeland (CR);2016 maart;1036.0
5164;Overig Zeeland (CR);2016 april;1071.0
5165;Overig Zeeland (CR);2016 mei;1164.0
5166;Overig Zeeland (CR);2016 juni;1151.0
5167;Overig Zeeland (CR);2016 juli;1258.0
5168;Overig Zeeland (CR);2016 augustus;1263.0
5169;Overig Zeeland (CR);2016 september;1220.0
5170;Overig Zeeland (CR);2016 oktober;1129.0
5171;Overig Zeeland (CR);2016 november;1011.0
5172;Overig Zeeland (CR);2016 december;928.0
5173;Overig Zeeland (CR);2016;1088.0
5174;Overig Zeeland (CR);2017 januari;895.0
5175;Overig Zeeland (CR);2017 februari;956.0
5176;Overig Zeeland (CR);2017 maart;1050.0
5177;Overig Zeeland (CR);2017 april;1133.0
5178;Overig Zeeland (CR);2017 mei;1160.0
5179;Overig Zeeland (CR);2017 juni;1229.0
5180;Overig Zeeland (CR);2017 juli;1211.0
5181;Overig Zeeland (CR);2017 augustus;1241.0
5182;Overig Zeeland (CR);2017 september;1154.0
5183;Overig Zeeland (CR);2017 oktober;1137.0
5184;Overig Zeeland (CR);2017 november;1041.0
5185;Overig Zeeland (CR);2017 december;935.0
5186;Overig Zeeland (CR);2017;1095.0
5187;Overig Zeeland (CR);2018 januari;974.0
5188;Overig Zeeland (CR);2018 februari;1012.0
5189;Overig Zeeland (CR);2018 maart;1076.0
5190;Overig Zeeland (CR);2018 april;1118.0
5191;Overig Zeeland (CR);2018 mei;1216.0
5192;Overig Zeeland (CR);2018 juni;1207.0
5193;Overig Zeeland (CR);2018 juli;1244.0
5194;Overig Zeeland (CR);2018 augustus;1295.0
5195;Overig Zeeland (CR);2018 september;1177.0
5196;Overig Zeeland (CR);2018 oktober;1171.0
5197;Overig Zeeland (CR);2018 november;1067.0
5198;Overig Zeeland (CR);2018 december;948.0
5199;Overig Zeeland (CR);2018;1125.0
5200;West-Noord-Brabant (CR);2011 januari;1990.0
5201;West-Noord-Brabant (CR);2011 februari;2170.0
5202;West-Noord-Brabant (CR);2011 maart;2228.0
5203;West-Noord-Brabant (CR);2011 april;2297.0
5204;West-Noord-Brabant (CR);2011 mei;2291.0
5205;West-Noord-Brabant (CR);2011 juni;2286.0
5206;West-Noord-Brabant (CR);2011 juli;2174.0
5207;West-Noord-Brabant (CR);2011 augustus;2204.0
5208;West-Noord-Brabant (CR);2011 september;2344.0
5209;West-Noord-Brabant (CR);2011 oktober;2271.0
5210;West-Noord-Brabant (CR);2011 november;2233.0
5211;West-Noord-Brabant (CR);2011 december;2027.0
5212;West-Noord-Brabant (CR);2011;2209.0
5213;West-Noord-Brabant (CR);2012 januari;2014.0
5214;West-Noord-Brabant (CR);2012 februari;1980.0
5215;West-Noord-Brabant (CR);2012 maart;2185.0
5216;West-Noord-Brabant (CR);2012 april;2176.0
5217;West-Noord-Brabant (CR);2012 mei;2280.0
5218;West-Noord-Brabant (CR);2012 juni;2291.0
5219;West-Noord-Brabant (CR);2012 juli;2153.0
5220;West-Noord-Brabant (CR);2012 augustus;2338.0
5221;West-Noord-Brabant (CR);2012 september;2302.0
5222;West-Noord-Brabant (CR);2012 oktober;2354.0
5223;West-Noord-Brabant (CR);2012 november;2261.0
5224;West-Noord-Brabant (CR);2012 december;1976.0
5225;West-Noord-Brabant (CR);2012;2193.0
5226;West-Noord-Brabant (CR);2013 januari;1992.0
5227;West-Noord-Brabant (CR);2013 februari;2123.0
5228;West-Noord-Brabant (CR);2013 maart;2175.0
5229;West-Noord-Brabant (CR);2013 april;2271.0
5230;West-Noord-Brabant (CR);2013 mei;2305.0
5231;West-Noord-Brabant (CR);2013 juni;2344.0
5232;West-Noord-Brabant (CR);2013 juli;2234.0
5233;West-Noord-Brabant (CR);2013 augustus;2340.0
5234;West-Noord-Brabant (CR);2013 september;2332.0
5235;West-Noord-Brabant (CR);2013 oktober;2365.0
5236;West-Noord-Brabant (CR);2013 november;2289.0
5237;West-Noord-Brabant (CR);2013 december;2080.0
5238;West-Noord-Brabant (CR);2013;2238.0
5239;West-Noord-Brabant (CR);2014 januari;2092.0
5240;West-Noord-Brabant (CR);2014 februari;2124.0
5241;West-Noord-Brabant (CR);2014 maart;2131.0
5242;West-Noord-Brabant (CR);2014 april;2282.0
5243;West-Noord-Brabant (CR);2014 mei;2322.0
5244;West-Noord-Brabant (CR);2014 juni;2357.0
5245;West-Noord-Brabant (CR);2014 juli;2302.0
5246;West-Noord-Brabant (CR);2014 augustus;2238.0
5247;West-Noord-Brabant (CR);2014 september;2357.0
5248;West-Noord-Brabant (CR);2014 oktober;2400.0
5249;West-Noord-Brabant (CR);2014 november;2251.0
5250;West-Noord-Brabant (CR);2014 december;2039.0
5251;West-Noord-Brabant (CR);2014;2241.0
5252;West-Noord-Brabant (CR);2015 januari;2042.0
5253;West-Noord-Brabant (CR);2015 februari;2155.0
5254;West-Noord-Brabant (CR);2015 maart;2273.0
5255;West-Noord-Brabant (CR);2015 april;2341.0
5256;West-Noord-Brabant (CR);2015 mei;2305.0
5257;West-Noord-Brabant (CR);2015 juni;2423.0
5258;West-Noord-Brabant (CR);2015 juli;2360.0
5259;West-Noord-Brabant (CR);2015 augustus;2197.0
5260;West-Noord-Brabant (CR);2015 september;2353.0
5261;West-Noord-Brabant (CR);2015 oktober;2398.0
5262;West-Noord-Brabant (CR);2015 november;2315.0
5263;West-Noord-Brabant (CR);2015 december;2155.0
5264;West-Noord-Brabant (CR);2015;2277.0
5265;West-Noord-Brabant (CR);2016 januari;2101.0
5266;West-Noord-Brabant (CR);2016 februari;2213.0
5267;West-Noord-Brabant (CR);2016 maart;2337.0
5268;West-Noord-Brabant (CR);2016 april;2309.0
5269;West-Noord-Brabant (CR);2016 mei;2330.0
5270;West-Noord-Brabant (CR);2016 juni;2393.0
5271;West-Noord-Brabant (CR);2016 juli;2348.0
5272;West-Noord-Brabant (CR);2016 augustus;2254.0
5273;West-Noord-Brabant (CR);2016 september;2392.0
5274;West-Noord-Brabant (CR);2016 oktober;2336.0
5275;West-Noord-Brabant (CR);2016 november;2296.0
5276;West-Noord-Brabant (CR);2016 december;2142.0
5277;West-Noord-Brabant (CR);2016;2287.0
5278;West-Noord-Brabant (CR);2017 januari;2084.0
5279;West-Noord-Brabant (CR);2017 februari;2175.0
5280;West-Noord-Brabant (CR);2017 maart;2317.0
5281;West-Noord-Brabant (CR);2017 april;2316.0
5282;West-Noord-Brabant (CR);2017 mei;2362.0
5283;West-Noord-Brabant (CR);2017 juni;2455.0
5284;West-Noord-Brabant (CR);2017 juli;2373.0
5285;West-Noord-Brabant (CR);2017 augustus;2341.0
5286;West-Noord-Brabant (CR);2017 september;2387.0
5287;West-Noord-Brabant (CR);2017 oktober;2439.0
5288;West-Noord-Brabant (CR);2017 november;2390.0
5289;West-Noord-Brabant (CR);2017 december;2112.0
5290;West-Noord-Brabant (CR);2017;2312.0
5291;West-Noord-Brabant (CR);2018 januari;2202.0
5292;West-Noord-Brabant (CR);2018 februari;2241.0
5293;West-Noord-Brabant (CR);2018 maart;2325.0
5294;West-Noord-Brabant (CR);2018 april;2321.0
5295;West-Noord-Brabant (CR);2018 mei;2380.0
5296;West-Noord-Brabant (CR);2018 juni;2423.0
5297;West-Noord-Brabant (CR);2018 juli;2293.0
5298;West-Noord-Brabant (CR);2018 augustus;2370.0
5299;West-Noord-Brabant (CR);2018 september;2353.0
5300;West-Noord-Brabant (CR);2018 oktober;2409.0
5301;West-Noord-Brabant (CR);2018 november;2339.0
5302;West-Noord-Brabant (CR);2018 december;2043.0
5303;West-Noord-Brabant (CR);2018;2308.0
5304;Midden-Noord-Brabant (CR);2011 januari;2362.0
5305;Midden-Noord-Brabant (CR);2011 februari;2552.0
5306;Midden-Noord-Brabant (CR);2011 maart;2594.0
5307;Midden-Noord-Brabant (CR);2011 april;2635.0
5308;Midden-Noord-Brabant (CR);2011 mei;2661.0
5309;Midden-Noord-Brabant (CR);2011 juni;2668.0
5310;Midden-Noord-Brabant (CR);2011 juli;2537.0
5311;Midden-Noord-Brabant (CR);2011 augustus;2559.0
5312;Midden-Noord-Brabant (CR);2011 september;2759.0
5313;Midden-Noord-Brabant (CR);2011 oktober;2674.0
5314;Midden-Noord-Brabant (CR);2011 november;2673.0
5315;Midden-Noord-Brabant (CR);2011 december;2405.0
5316;Midden-Noord-Brabant (CR);2011;2589.0
5317;Midden-Noord-Brabant (CR);2012 januari;2424.0
5318;Midden-Noord-Brabant (CR);2012 februari;2358.0
5319;Midden-Noord-Brabant (CR);2012 maart;2631.0
5320;Midden-Noord-Brabant (CR);2012 april;2596.0
5321;Midden-Noord-Brabant (CR);2012 mei;2669.0
5322;Midden-Noord-Brabant (CR);2012 juni;2721.0
5323;Midden-Noord-Brabant (CR);2012 juli;2435.0
5324;Midden-Noord-Brabant (CR);2012 augustus;2567.0
5325;Midden-Noord-Brabant (CR);2012 september;2605.0
5326;Midden-Noord-Brabant (CR);2012 oktober;2786.0
5327;Midden-Noord-Brabant (CR);2012 november;2667.0
5328;Midden-Noord-Brabant (CR);2012 december;2289.0
5329;Midden-Noord-Brabant (CR);2012;2562.0
5330;Midden-Noord-Brabant (CR);2013 januari;2326.0
5331;Midden-Noord-Brabant (CR);2013 februari;2462.0
5332;Midden-Noord-Brabant (CR);2013 maart;2565.0
5333;Midden-Noord-Brabant (CR);2013 april;2638.0
5334;Midden-Noord-Brabant (CR);2013 mei;2645.0
5335;Midden-Noord-Brabant (CR);2013 juni;2713.0
5336;Midden-Noord-Brabant (CR);2013 juli;2510.0
5337;Midden-Noord-Brabant (CR);2013 augustus;2643.0
5338;Midden-Noord-Brabant (CR);2013 september;2720.0
5339;Midden-Noord-Brabant (CR);2013 oktober;2750.0
5340;Midden-Noord-Brabant (CR);2013 november;2657.0
5341;Midden-Noord-Brabant (CR);2013 december;2401.0
5342;Midden-Noord-Brabant (CR);2013;2586.0
5343;Midden-Noord-Brabant (CR);2014 januari;2456.0
5344;Midden-Noord-Brabant (CR);2014 februari;2564.0
5345;Midden-Noord-Brabant (CR);2014 maart;2586.0
5346;Midden-Noord-Brabant (CR);2014 april;2750.0
5347;Midden-Noord-Brabant (CR);2014 mei;2735.0
5348;Midden-Noord-Brabant (CR);2014 juni;2764.0
5349;Midden-Noord-Brabant (CR);2014 juli;2663.0
5350;Midden-Noord-Brabant (CR);2014 augustus;2596.0
5351;Midden-Noord-Brabant (CR);2014 september;2772.0
5352;Midden-Noord-Brabant (CR);2014 oktober;2828.0
5353;Midden-Noord-Brabant (CR);2014 november;2694.0
5354;Midden-Noord-Brabant (CR);2014 december;2458.0
5355;Midden-Noord-Brabant (CR);2014;2655.0
5356;Midden-Noord-Brabant (CR);2015 januari;2459.0
5357;Midden-Noord-Brabant (CR);2015 februari;2570.0
5358;Midden-Noord-Brabant (CR);2015 maart;2716.0
5359;Midden-Noord-Brabant (CR);2015 april;2771.0
5360;Midden-Noord-Brabant (CR);2015 mei;2692.0
5361;Midden-Noord-Brabant (CR);2015 juni;2894.0
5362;Midden-Noord-Brabant (CR);2015 juli;2813.0
5363;Midden-Noord-Brabant (CR);2015 augustus;2584.0
5364;Midden-Noord-Brabant (CR);2015 september;2861.0
5365;Midden-Noord-Brabant (CR);2015 oktober;2882.0
5366;Midden-Noord-Brabant (CR);2015 november;2784.0
5367;Midden-Noord-Brabant (CR);2015 december;2577.0
5368;Midden-Noord-Brabant (CR);2015;2717.0
5369;Midden-Noord-Brabant (CR);2016 januari;2535.0
5370;Midden-Noord-Brabant (CR);2016 februari;2637.0
5371;Midden-Noord-Brabant (CR);2016 maart;2798.0
5372;Midden-Noord-Brabant (CR);2016 april;2822.0
5373;Midden-Noord-Brabant (CR);2016 mei;2831.0
5374;Midden-Noord-Brabant (CR);2016 juni;2949.0
5375;Midden-Noord-Brabant (CR);2016 juli;2872.0
5376;Midden-Noord-Brabant (CR);2016 augustus;2700.0
5377;Midden-Noord-Brabant (CR);2016 september;2950.0
5378;Midden-Noord-Brabant (CR);2016 oktober;2833.0
5379;Midden-Noord-Brabant (CR);2016 november;2825.0
5380;Midden-Noord-Brabant (CR);2016 december;2642.0
5381;Midden-Noord-Brabant (CR);2016;2783.0
5382;Midden-Noord-Brabant (CR);2017 januari;2584.0
5383;Midden-Noord-Brabant (CR);2017 februari;2709.0
5384;Midden-Noord-Brabant (CR);2017 maart;2879.0
5385;Midden-Noord-Brabant (CR);2017 april;2826.0
5386;Midden-Noord-Brabant (CR);2017 mei;2900.0
5387;Midden-Noord-Brabant (CR);2017 juni;2981.0
5388;Midden-Noord-Brabant (CR);2017 juli;2885.0
5389;Midden-Noord-Brabant (CR);2017 augustus;2791.0
5390;Midden-Noord-Brabant (CR);2017 september;2916.0
5391;Midden-Noord-Brabant (CR);2017 oktober;2975.0
5392;Midden-Noord-Brabant (CR);2017 november;2917.0
5393;Midden-Noord-Brabant (CR);2017 december;2578.0
5394;Midden-Noord-Brabant (CR);2017;2829.0
5395;Midden-Noord-Brabant (CR);2018 januari;2710.0
5396;Midden-Noord-Brabant (CR);2018 februari;2711.0
5397;Midden-Noord-Brabant (CR);2018 maart;2864.0
5398;Midden-Noord-Brabant (CR);2018 april;2889.0
5399;Midden-Noord-Brabant (CR);2018 mei;2929.0
5400;Midden-Noord-Brabant (CR);2018 juni;3053.0
5401;Midden-Noord-Brabant (CR);2018 juli;2819.0
5402;Midden-Noord-Brabant (CR);2018 augustus;2907.0
5403;Midden-Noord-Brabant (CR);2018 september;2934.0
5404;Midden-Noord-Brabant (CR);2018 oktober;2992.0
5405;Midden-Noord-Brabant (CR);2018 november;2917.0
5406;Midden-Noord-Brabant (CR);2018 december;2603.0
5407;Midden-Noord-Brabant (CR);2018;2861.0
5408;Noordoost-Noord-Brabant (CR);2011 januari;1984.0
5409;Noordoost-Noord-Brabant (CR);2011 februari;2226.0
5410;Noordoost-Noord-Brabant (CR);2011 maart;2274.0
5411;Noordoost-Noord-Brabant (CR);2011 april;2307.0
5412;Noordoost-Noord-Brabant (CR);2011 mei;2277.0
5413;Noordoost-Noord-Brabant (CR);2011 juni;2320.0
5414;Noordoost-Noord-Brabant (CR);2011 juli;2139.0
5415;Noordoost-Noord-Brabant (CR);2011 augustus;2127.0
5416;Noordoost-Noord-Brabant (CR);2011 september;2386.0
5417;Noordoost-Noord-Brabant (CR);2011 oktober;2366.0
5418;Noordoost-Noord-Brabant (CR);2011 november;2407.0
5419;Noordoost-Noord-Brabant (CR);2011 december;2145.0
5420;Noordoost-Noord-Brabant (CR);2011;2246.0
5421;Noordoost-Noord-Brabant (CR);2012 januari;2141.0
5422;Noordoost-Noord-Brabant (CR);2012 februari;2113.0
5423;Noordoost-Noord-Brabant (CR);2012 maart;2332.0
5424;Noordoost-Noord-Brabant (CR);2012 april;2289.0
5425;Noordoost-Noord-Brabant (CR);2012 mei;2379.0
5426;Noordoost-Noord-Brabant (CR);2012 juni;2470.0
5427;Noordoost-Noord-Brabant (CR);2012 juli;2116.0
5428;Noordoost-Noord-Brabant (CR);2012 augustus;2339.0
5429;Noordoost-Noord-Brabant (CR);2012 september;2425.0
5430;Noordoost-Noord-Brabant (CR);2012 oktober;2413.0
5431;Noordoost-Noord-Brabant (CR);2012 november;2421.0
5432;Noordoost-Noord-Brabant (CR);2012 december;2064.0
5433;Noordoost-Noord-Brabant (CR);2012;2292.0
5434;Noordoost-Noord-Brabant (CR);2013 januari;2121.0
5435;Noordoost-Noord-Brabant (CR);2013 februari;2206.0
5436;Noordoost-Noord-Brabant (CR);2013 maart;2309.0
5437;Noordoost-Noord-Brabant (CR);2013 april;2360.0
5438;Noordoost-Noord-Brabant (CR);2013 mei;2392.0
5439;Noordoost-Noord-Brabant (CR);2013 juni;2482.0
5440;Noordoost-Noord-Brabant (CR);2013 juli;2177.0
5441;Noordoost-Noord-Brabant (CR);2013 augustus;2354.0
5442;Noordoost-Noord-Brabant (CR);2013 september;2502.0
5443;Noordoost-Noord-Brabant (CR);2013 oktober;2520.0
5444;Noordoost-Noord-Brabant (CR);2013 november;2468.0
5445;Noordoost-Noord-Brabant (CR);2013 december;2221.0
5446;Noordoost-Noord-Brabant (CR);2013;2343.0
5447;Noordoost-Noord-Brabant (CR);2014 januari;2282.0
5448;Noordoost-Noord-Brabant (CR);2014 februari;2393.0
5449;Noordoost-Noord-Brabant (CR);2014 maart;2336.0
5450;Noordoost-Noord-Brabant (CR);2014 april;2504.0
5451;Noordoost-Noord-Brabant (CR);2014 mei;2458.0
5452;Noordoost-Noord-Brabant (CR);2014 juni;2502.0
5453;Noordoost-Noord-Brabant (CR);2014 juli;2353.0
5454;Noordoost-Noord-Brabant (CR);2014 augustus;2264.0
5455;Noordoost-Noord-Brabant (CR);2014 september;2590.0
5456;Noordoost-Noord-Brabant (CR);2014 oktober;2595.0
5457;Noordoost-Noord-Brabant (CR);2014 november;2489.0
5458;Noordoost-Noord-Brabant (CR);2014 december;2248.0
5459;Noordoost-Noord-Brabant (CR);2014;2417.0
5460;Noordoost-Noord-Brabant (CR);2015 januari;2274.0
5461;Noordoost-Noord-Brabant (CR);2015 februari;2348.0
5462;Noordoost-Noord-Brabant (CR);2015 maart;2518.0
5463;Noordoost-Noord-Brabant (CR);2015 april;2511.0
5464;Noordoost-Noord-Brabant (CR);2015 mei;2464.0
5465;Noordoost-Noord-Brabant (CR);2015 juni;2659.0
5466;Noordoost-Noord-Brabant (CR);2015 juli;2525.0
5467;Noordoost-Noord-Brabant (CR);2015 augustus;2263.0
5468;Noordoost-Noord-Brabant (CR);2015 september;2639.0
5469;Noordoost-Noord-Brabant (CR);2015 oktober;2641.0
5470;Noordoost-Noord-Brabant (CR);2015 november;2605.0
5471;Noordoost-Noord-Brabant (CR);2015 december;2379.0
5472;Noordoost-Noord-Brabant (CR);2015;2485.0
5473;Noordoost-Noord-Brabant (CR);2016 januari;2347.0
5474;Noordoost-Noord-Brabant (CR);2016 februari;2446.0
5475;Noordoost-Noord-Brabant (CR);2016 maart;2624.0
5476;Noordoost-Noord-Brabant (CR);2016 april;2610.0
5477;Noordoost-Noord-Brabant (CR);2016 mei;2568.0
5478;Noordoost-Noord-Brabant (CR);2016 juni;2705.0
5479;Noordoost-Noord-Brabant (CR);2016 juli;2589.0
5480;Noordoost-Noord-Brabant (CR);2016 augustus;2312.0
5481;Noordoost-Noord-Brabant (CR);2016 september;2669.0
5482;Noordoost-Noord-Brabant (CR);2016 oktober;2664.0
5483;Noordoost-Noord-Brabant (CR);2016 november;2662.0
5484;Noordoost-Noord-Brabant (CR);2016 december;2431.0
5485;Noordoost-Noord-Brabant (CR);2016;2552.0
5486;Noordoost-Noord-Brabant (CR);2017 januari;2360.0
5487;Noordoost-Noord-Brabant (CR);2017 februari;2472.0
5488;Noordoost-Noord-Brabant (CR);2017 maart;2645.0
5489;Noordoost-Noord-Brabant (CR);2017 april;2545.0
5490;Noordoost-Noord-Brabant (CR);2017 mei;2617.0
5491;Noordoost-Noord-Brabant (CR);2017 juni;2759.0
5492;Noordoost-Noord-Brabant (CR);2017 juli;2601.0
5493;Noordoost-Noord-Brabant (CR);2017 augustus;2469.0
5494;Noordoost-Noord-Brabant (CR);2017 september;2726.0
5495;Noordoost-Noord-Brabant (CR);2017 oktober;2733.0
5496;Noordoost-Noord-Brabant (CR);2017 november;2709.0
5497;Noordoost-Noord-Brabant (CR);2017 december;2337.0
5498;Noordoost-Noord-Brabant (CR);2017;2581.0
5499;Noordoost-Noord-Brabant (CR);2018 januari;2435.0
5500;Noordoost-Noord-Brabant (CR);2018 februari;2467.0
5501;Noordoost-Noord-Brabant (CR);2018 maart;2627.0
5502;Noordoost-Noord-Brabant (CR);2018 april;2668.0
5503;Noordoost-Noord-Brabant (CR);2018 mei;2684.0
5504;Noordoost-Noord-Brabant (CR);2018 juni;2771.0
5505;Noordoost-Noord-Brabant (CR);2018 juli;2523.0
5506;Noordoost-Noord-Brabant (CR);2018 augustus;2595.0
5507;Noordoost-Noord-Brabant (CR);2018 september;2717.0
5508;Noordoost-Noord-Brabant (CR);2018 oktober;2705.0
5509;Noordoost-Noord-Brabant (CR);2018 november;2691.0
5510;Noordoost-Noord-Brabant (CR);2018 december;2369.0
5511;Noordoost-Noord-Brabant (CR);2018;2604.0
5512;Zuidoost-Noord-Brabant (CR);2011 januari;2183.0
5513;Zuidoost-Noord-Brabant (CR);2011 februari;2333.0
5514;Zuidoost-Noord-Brabant (CR);2011 maart;2361.0
5515;Zuidoost-Noord-Brabant (CR);2011 april;2418.0
5516;Zuidoost-Noord-Brabant (CR);2011 mei;2449.0
5517;Zuidoost-Noord-Brabant (CR);2011 juni;2431.0
5518;Zuidoost-Noord-Brabant (CR);2011 juli;2367.0
5519;Zuidoost-Noord-Brabant (CR);2011 augustus;2342.0
5520;Zuidoost-Noord-Brabant (CR);2011 september;2472.0
5521;Zuidoost-Noord-Brabant (CR);2011 oktober;2452.0
5522;Zuidoost-Noord-Brabant (CR);2011 november;2427.0
5523;Zuidoost-Noord-Brabant (CR);2011 december;2199.0
5524;Zuidoost-Noord-Brabant (CR);2011;2369.0
5525;Zuidoost-Noord-Brabant (CR);2012 januari;2186.0
5526;Zuidoost-Noord-Brabant (CR);2012 februari;2155.0
5527;Zuidoost-Noord-Brabant (CR);2012 maart;2358.0
5528;Zuidoost-Noord-Brabant (CR);2012 april;2369.0
5529;Zuidoost-Noord-Brabant (CR);2012 mei;2425.0
5530;Zuidoost-Noord-Brabant (CR);2012 juni;2489.0
5531;Zuidoost-Noord-Brabant (CR);2012 juli;2294.0
5532;Zuidoost-Noord-Brabant (CR);2012 augustus;2483.0
5533;Zuidoost-Noord-Brabant (CR);2012 september;2436.0
5534;Zuidoost-Noord-Brabant (CR);2012 oktober;2512.0
5535;Zuidoost-Noord-Brabant (CR);2012 november;2361.0
5536;Zuidoost-Noord-Brabant (CR);2012 december;2044.0
5537;Zuidoost-Noord-Brabant (CR);2012;2343.0
5538;Zuidoost-Noord-Brabant (CR);2013 januari;2080.0
5539;Zuidoost-Noord-Brabant (CR);2013 februari;2191.0
5540;Zuidoost-Noord-Brabant (CR);2013 maart;2279.0
5541;Zuidoost-Noord-Brabant (CR);2013 april;2377.0
5542;Zuidoost-Noord-Brabant (CR);2013 mei;2413.0
5543;Zuidoost-Noord-Brabant (CR);2013 juni;2465.0
5544;Zuidoost-Noord-Brabant (CR);2013 juli;2328.0
5545;Zuidoost-Noord-Brabant (CR);2013 augustus;2495.0
5546;Zuidoost-Noord-Brabant (CR);2013 september;2469.0
5547;Zuidoost-Noord-Brabant (CR);2013 oktober;2459.0
5548;Zuidoost-Noord-Brabant (CR);2013 november;2404.0
5549;Zuidoost-Noord-Brabant (CR);2013 december;2183.0
5550;Zuidoost-Noord-Brabant (CR);2013;2346.0
5551;Zuidoost-Noord-Brabant (CR);2014 januari;2240.0
5552;Zuidoost-Noord-Brabant (CR);2014 februari;2286.0
5553;Zuidoost-Noord-Brabant (CR);2014 maart;2264.0
5554;Zuidoost-Noord-Brabant (CR);2014 april;2462.0
5555;Zuidoost-Noord-Brabant (CR);2014 mei;2486.0
5556;Zuidoost-Noord-Brabant (CR);2014 juni;2566.0
5557;Zuidoost-Noord-Brabant (CR);2014 juli;2512.0
5558;Zuidoost-Noord-Brabant (CR);2014 augustus;2472.0
