ID;EmploymentType;SectorBranchesSIC2008;Periods;EmployedPersons_1;EmployedPersonsSeasonalAdjusted_2;Jobs_3;JobsSeasonalAdjusted_4;HoursWorked_5;HoursWorkedSeasonalAdjusted_6
5202;Self-employed;O Public administration and services;2014 4th quarter;0.0;0.0;0.0;0.0;0.0;0.0
5203;Self-employed;O Public administration and services;2014;0.0;;0.0;;0.0;
5204;Self-employed;O Public administration and services;2015 1st quarter;0.0;0.0;0.0;0.0;0.0;0.0
5205;Self-employed;O Public administration and services;2015 2nd quarter;0.0;0.0;0.0;0.0;0.0;0.0
5206;Self-employed;O Public administration and services;2015 3rd quarter;0.0;0.0;0.0;0.0;0.0;0.0
5207;Self-employed;O Public administration and services;2015 4th quarter;0.0;0.0;0.0;0.0;0.0;0.0
5208;Self-employed;O Public administration and services;2015;0.0;;0.0;;0.0;
5209;Self-employed;O Public administration and services;2016 1st quarter;0.0;0.0;0.0;0.0;0.0;0.0
5210;Self-employed;O Public administration and services;2016 2nd quarter;0.0;0.0;0.0;0.0;0.0;0.0
5211;Self-employed;O Public administration and services;2016 3rd quarter;0.0;0.0;0.0;0.0;0.0;0.0
5212;Self-employed;O Public administration and services;2016 4th quarter;0.0;0.0;0.0;0.0;0.0;0.0
5213;Self-employed;O Public administration and services;2016;0.0;;0.0;;0.0;
5214;Self-employed;O Public administration and services;2017 1st quarter;0.0;0.0;0.0;0.0;0.0;0.0
5215;Self-employed;O Public administration and services;2017 2nd quarter;0.0;0.0;0.0;0.0;0.0;0.0
5216;Self-employed;O Public administration and services;2017 3rd quarter;0.0;0.0;0.0;0.0;0.0;0.0
5217;Self-employed;O Public administration and services;2017 4th quarter;0.0;0.0;0.0;0.0;0.0;0.0
5218;Self-employed;O Public administration and services;2017;0.0;;0.0;;0.0;
5219;Self-employed;O Public administration and services;2018 1st quarter;0.0;0.0;0.0;0.0;0.0;0.0
5220;Self-employed;P Education;1995 1st quarter;25.0;26.0;31.0;31.0;9.0;9.0
5221;Self-employed;P Education;1995 2nd quarter;26.0;26.0;31.0;31.0;9.0;9.0
5222;Self-employed;P Education;1995 3rd quarter;26.0;26.0;31.0;31.0;8.0;9.0
5223;Self-employed;P Education;1995 4th quarter;27.0;25.0;32.0;31.0;10.0;9.0
5224;Self-employed;P Education;1995;26.0;;31.0;;36.0;
5225;Self-employed;P Education;1996 1st quarter;24.0;25.0;31.0;32.0;9.0;9.0
5226;Self-employed;P Education;1996 2nd quarter;24.0;25.0;32.0;32.0;9.0;9.0
5227;Self-employed;P Education;1996 3rd quarter;24.0;24.0;31.0;32.0;8.0;9.0
5228;Self-employed;P Education;1996 4th quarter;25.0;24.0;33.0;32.0;10.0;9.0
5229;Self-employed;P Education;1996;24.0;;32.0;;36.0;
5230;Self-employed;P Education;1997 1st quarter;24.0;25.0;30.0;31.0;10.0;10.0
5231;Self-employed;P Education;1997 2nd quarter;25.0;25.0;31.0;31.0;10.0;10.0
5232;Self-employed;P Education;1997 3rd quarter;25.0;25.0;31.0;31.0;9.0;10.0
5233;Self-employed;P Education;1997 4th quarter;26.0;24.0;32.0;31.0;11.0;10.0
5234;Self-employed;P Education;1997;25.0;;31.0;;39.0;
5235;Self-employed;P Education;1998 1st quarter;23.0;24.0;29.0;30.0;10.0;10.0
5236;Self-employed;P Education;1998 2nd quarter;23.0;24.0;30.0;30.0;10.0;10.0
5237;Self-employed;P Education;1998 3rd quarter;23.0;23.0;29.0;29.0;9.0;10.0
5238;Self-employed;P Education;1998 4th quarter;23.0;22.0;30.0;29.0;11.0;10.0
5239;Self-employed;P Education;1998;23.0;;29.0;;40.0;
5240;Self-employed;P Education;1999 1st quarter;20.0;21.0;27.0;28.0;9.0;10.0
5241;Self-employed;P Education;1999 2nd quarter;20.0;20.0;27.0;27.0;10.0;9.0
5242;Self-employed;P Education;1999 3rd quarter;19.0;19.0;26.0;26.0;8.0;9.0
5243;Self-employed;P Education;1999 4th quarter;20.0;19.0;27.0;26.0;10.0;9.0
5244;Self-employed;P Education;1999;20.0;;27.0;;38.0;
5245;Self-employed;P Education;2000 1st quarter;18.0;19.0;25.0;26.0;9.0;9.0
5246;Self-employed;P Education;2000 2nd quarter;19.0;19.0;25.0;25.0;10.0;9.0
5247;Self-employed;P Education;2000 3rd quarter;18.0;18.0;25.0;25.0;8.0;9.0
5248;Self-employed;P Education;2000 4th quarter;19.0;19.0;26.0;25.0;10.0;9.0
5249;Self-employed;P Education;2000;19.0;;25.0;;37.0;
5250;Self-employed;P Education;2001 1st quarter;18.0;19.0;24.0;25.0;9.0;9.0
5251;Self-employed;P Education;2001 2nd quarter;19.0;18.0;24.0;24.0;10.0;9.0
5252;Self-employed;P Education;2001 3rd quarter;18.0;19.0;24.0;24.0;8.0;10.0
5253;Self-employed;P Education;2001 4th quarter;19.0;19.0;25.0;25.0;10.0;9.0
5254;Self-employed;P Education;2001;19.0;;24.0;;37.0;
5255;Self-employed;P Education;2002 1st quarter;19.0;19.0;25.0;25.0;9.0;9.0
5256;Self-employed;P Education;2002 2nd quarter;19.0;19.0;25.0;25.0;10.0;9.0
5257;Self-employed;P Education;2002 3rd quarter;19.0;18.0;24.0;24.0;7.0;9.0
5258;Self-employed;P Education;2002 4th quarter;16.0;17.0;22.0;24.0;8.0;8.0
5259;Self-employed;P Education;2002;18.0;;24.0;;34.0;
5260;Self-employed;P Education;2003 1st quarter;17.0;17.0;25.0;24.0;10.0;10.0
5261;Self-employed;P Education;2003 2nd quarter;20.0;17.0;27.0;25.0;11.0;10.0
5262;Self-employed;P Education;2003 3rd quarter;16.0;18.0;23.0;25.0;7.0;9.0
5263;Self-employed;P Education;2003 4th quarter;18.0;19.0;25.0;26.0;10.0;9.0
5264;Self-employed;P Education;2003;18.0;;25.0;;38.0;
5265;Self-employed;P Education;2004 1st quarter;21.0;20.0;29.0;28.0;11.0;10.0
5266;Self-employed;P Education;2004 2nd quarter;21.0;20.0;29.0;29.0;11.0;10.0
5267;Self-employed;P Education;2004 3rd quarter;19.0;21.0;29.0;30.0;9.0;11.0
5268;Self-employed;P Education;2004 4th quarter;21.0;22.0;32.0;32.0;14.0;13.0
5269;Self-employed;P Education;2004;21.0;;30.0;;44.0;
5270;Self-employed;P Education;2005 1st quarter;24.0;23.0;35.0;34.0;14.0;13.0
5271;Self-employed;P Education;2005 2nd quarter;25.0;25.0;36.0;36.0;15.0;14.0
5272;Self-employed;P Education;2005 3rd quarter;24.0;26.0;36.0;37.0;10.0;13.0
5273;Self-employed;P Education;2005 4th quarter;25.0;25.0;36.0;36.0;14.0;13.0
5274;Self-employed;P Education;2005;24.0;;36.0;;54.0;
5275;Self-employed;P Education;2006 1st quarter;22.0;23.0;32.0;33.0;12.0;11.0
5276;Self-employed;P Education;2006 2nd quarter;23.0;21.0;34.0;32.0;13.0;12.0
5277;Self-employed;P Education;2006 3rd quarter;20.0;21.0;32.0;33.0;10.0;13.0
5278;Self-employed;P Education;2006 4th quarter;22.0;23.0;35.0;35.0;14.0;12.0
5279;Self-employed;P Education;2006;22.0;;33.0;;48.0;
5280;Self-employed;P Education;2007 1st quarter;26.0;25.0;39.0;37.0;14.0;14.0
5281;Self-employed;P Education;2007 2nd quarter;24.0;25.0;38.0;39.0;14.0;14.0
5282;Self-employed;P Education;2007 3rd quarter;25.0;25.0;40.0;40.0;11.0;14.0
5283;Self-employed;P Education;2007 4th quarter;23.0;24.0;38.0;40.0;15.0;14.0
5284;Self-employed;P Education;2007;25.0;;39.0;;55.0;
5285;Self-employed;P Education;2008 1st quarter;25.0;24.0;44.0;41.0;15.0;14.0
5286;Self-employed;P Education;2008 2nd quarter;25.0;26.0;41.0;43.0;14.0;14.0
5287;Self-employed;P Education;2008 3rd quarter;29.0;29.0;44.0;45.0;13.0;16.0
5288;Self-employed;P Education;2008 4th quarter;30.0;30.0;46.0;47.0;17.0;15.0
5289;Self-employed;P Education;2008;27.0;;44.0;;59.0;
5290;Self-employed;P Education;2009 1st quarter;31.0;30.0;52.0;49.0;19.0;19.0
5291;Self-employed;P Education;2009 2nd quarter;29.0;30.0;49.0;49.0;16.0;15.0
5292;Self-employed;P Education;2009 3rd quarter;30.0;30.0;49.0;50.0;13.0;16.0
5293;Self-employed;P Education;2009 4th quarter;29.0;30.0;49.0;50.0;18.0;16.0
5294;Self-employed;P Education;2009;30.0;;50.0;;67.0;
5295;Self-employed;P Education;2010 1st quarter;31.0;30.0;53.0;51.0;17.0;17.0
5296;Self-employed;P Education;2010 2nd quarter;30.0;30.0;52.0;51.0;18.0;17.0
5297;Self-employed;P Education;2010 3rd quarter;26.0;29.0;47.0;49.0;14.0;16.0
5298;Self-employed;P Education;2010 4th quarter;28.0;28.0;47.0;47.0;17.0;15.0
5299;Self-employed;P Education;2010;29.0;;50.0;;65.0;
5300;Self-employed;P Education;2011 1st quarter;28.0;28.0;49.0;48.0;15.0;15.0
5301;Self-employed;P Education;2011 2nd quarter;30.0;30.0;53.0;52.0;17.0;17.0
5302;Self-employed;P Education;2011 3rd quarter;32.0;33.0;56.0;58.0;15.0;18.0
5303;Self-employed;P Education;2011 4th quarter;36.0;36.0;63.0;62.0;23.0;20.0
5304;Self-employed;P Education;2011;32.0;;55.0;;70.0;
5305;Self-employed;P Education;2012 1st quarter;37.0;36.0;62.0;61.0;20.0;20.0
5306;Self-employed;P Education;2012 2nd quarter;34.0;34.0;57.0;58.0;19.0;19.0
5307;Self-employed;P Education;2012 3rd quarter;34.0;33.0;58.0;57.0;15.0;18.0
5308;Self-employed;P Education;2012 4th quarter;33.0;34.0;57.0;58.0;21.0;18.0
5309;Self-employed;P Education;2012;34.0;;58.0;;75.0;
5310;Self-employed;P Education;2013 1st quarter;36.0;35.0;60.0;60.0;19.0;19.0
5311;Self-employed;P Education;2013 2nd quarter;38.0;37.0;65.0;63.0;21.0;21.0
5312;Self-employed;P Education;2013 3rd quarter;37.0;38.0;63.0;63.0;19.0;22.0
5313;Self-employed;P Education;2013 4th quarter;36.0;38.0;58.0;62.0;23.0;21.0
5314;Self-employed;P Education;2013;37.0;;61.0;;82.0;
5315;Self-employed;P Education;2014 1st quarter;40.0;39.0;64.0;63.0;23.0;23.0
5316;Self-employed;P Education;2014 2nd quarter;40.0;40.0;64.0;63.0;23.0;22.0
5317;Self-employed;P Education;2014 3rd quarter;38.0;39.0;62.0;63.0;15.0;18.0
5318;Self-employed;P Education;2014 4th quarter;40.0;38.0;70.0;64.0;25.0;22.0
5319;Self-employed;P Education;2014;39.0;;65.0;;86.0;
5320;Self-employed;P Education;2015 1st quarter;37.0;38.0;64.0;65.0;20.0;20.0
5321;Self-employed;P Education;2015 2nd quarter;38.0;39.0;66.0;67.0;20.0;20.0
5322;Self-employed;P Education;2015 3rd quarter;43.0;42.0;69.0;70.0;20.0;23.0
5323;Self-employed;P Education;2015 4th quarter;43.0;42.0;72.0;71.0;27.0;24.0
5324;Self-employed;P Education;2015;40.0;;68.0;;87.0;
5325;Self-employed;P Education;2016 1st quarter;42.0;41.0;72.0;71.0;25.0;24.0
5326;Self-employed;P Education;2016 2nd quarter;39.0;40.0;69.0;70.0;23.0;23.0
5327;Self-employed;P Education;2016 3rd quarter;39.0;41.0;69.0;71.0;18.0;22.0
5328;Self-employed;P Education;2016 4th quarter;46.0;45.0;74.0;74.0;28.0;24.0
5329;Self-employed;P Education;2016;42.0;;71.0;;93.0;
5330;Self-employed;P Education;2017 1st quarter;49.0;47.0;77.0;76.0;26.0;26.0
5331;Self-employed;P Education;2017 2nd quarter;43.0;46.0;76.0;77.0;26.0;26.0
5332;Self-employed;P Education;2017 3rd quarter;48.0;44.0;75.0;75.0;23.0;27.0
5333;Self-employed;P Education;2017 4th quarter;42.0;42.0;72.0;73.0;27.0;24.0
5334;Self-employed;P Education;2017;45.0;;75.0;;102.0;
5335;Self-employed;P Education;2018 1st quarter;42.0;42.0;74.0;73.0;24.0;23.0
5336;Self-employed;Q Health and social work activities;1995 1st quarter;141.0;139.0;193.0;191.0;44.0;44.0
5337;Self-employed;Q Health and social work activities;1995 2nd quarter;142.0;141.0;194.0;193.0;45.0;44.0
5338;Self-employed;Q Health and social work activities;1995 3rd quarter;141.0;142.0;193.0;195.0;42.0;45.0
5339;Self-employed;Q Health and social work activities;1995 4th quarter;143.0;144.0;195.0;197.0;47.0;45.0
5340;Self-employed;Q Health and social work activities;1995;142.0;;194.0;;178.0;
5341;Self-employed;Q Health and social work activities;1996 1st quarter;147.0;145.0;200.0;198.0;46.0;46.0
5342;Self-employed;Q Health and social work activities;1996 2nd quarter;147.0;147.0;201.0;200.0;46.0;46.0
5343;Self-employed;Q Health and social work activities;1996 3rd quarter;147.0;148.0;201.0;202.0;44.0;46.0
5344;Self-employed;Q Health and social work activities;1996 4th quarter;149.0;150.0;203.0;205.0;49.0;47.0
5345;Self-employed;Q Health and social work activities;1996;147.0;;201.0;;184.0;
5346;Self-employed;Q Health and social work activities;1997 1st quarter;154.0;152.0;211.0;209.0;48.0;48.0
5347;Self-employed;Q Health and social work activities;1997 2nd quarter;155.0;154.0;212.0;212.0;49.0;48.0
5348;Self-employed;Q Health and social work activities;1997 3rd quarter;154.0;156.0;212.0;213.0;46.0;49.0
5349;Self-employed;Q Health and social work activities;1997 4th quarter;157.0;156.0;214.0;213.0;51.0;49.0
5350;Self-employed;Q Health and social work activities;1997;155.0;;212.0;;194.0;
5351;Self-employed;Q Health and social work activities;1998 1st quarter;156.0;156.0;211.0;212.0;49.0;49.0
5352;Self-employed;Q Health and social work activities;1998 2nd quarter;157.0;157.0;213.0;212.0;51.0;50.0
5353;Self-employed;Q Health and social work activities;1998 3rd quarter;156.0;158.0;212.0;213.0;47.0;50.0
5354;Self-employed;Q Health and social work activities;1998 4th quarter;157.0;159.0;213.0;216.0;52.0;50.0
5355;Self-employed;Q Health and social work activities;1998;157.0;;212.0;;199.0;
5356;Self-employed;Q Health and social work activities;1999 1st quarter;162.0;161.0;220.0;219.0;51.0;51.0
5357;Self-employed;Q Health and social work activities;1999 2nd quarter;162.0;162.0;221.0;221.0;52.0;51.0
5358;Self-employed;Q Health and social work activities;1999 3rd quarter;160.0;161.0;219.0;221.0;48.0;51.0
5359;Self-employed;Q Health and social work activities;1999 4th quarter;162.0;159.0;221.0;218.0;53.0;51.0
5360;Self-employed;Q Health and social work activities;1999;161.0;;220.0;;204.0;
5361;Self-employed;Q Health and social work activities;2000 1st quarter;155.0;156.0;213.0;215.0;48.0;48.0
5362;Self-employed;Q Health and social work activities;2000 2nd quarter;155.0;155.0;213.0;213.0;49.0;48.0
5363;Self-employed;Q Health and social work activities;2000 3rd quarter;154.0;155.0;212.0;213.0;46.0;48.0
5364;Self-employed;Q Health and social work activities;2000 4th quarter;156.0;154.0;214.0;212.0;51.0;49.0
5365;Self-employed;Q Health and social work activities;2000;155.0;;213.0;;194.0;
5366;Self-employed;Q Health and social work activities;2001 1st quarter;153.0;153.0;208.0;209.0;48.0;48.0
5367;Self-employed;Q Health and social work activities;2001 2nd quarter;154.0;153.0;209.0;208.0;49.0;48.0
5368;Self-employed;Q Health and social work activities;2001 3rd quarter;153.0;154.0;207.0;208.0;46.0;48.0
5369;Self-employed;Q Health and social work activities;2001 4th quarter;154.0;155.0;209.0;210.0;51.0;48.0
5370;Self-employed;Q Health and social work activities;2001;153.0;;208.0;;193.0;
5371;Self-employed;Q Health and social work activities;2002 1st quarter;158.0;156.0;215.0;212.0;51.0;51.0
5372;Self-employed;Q Health and social work activities;2002 2nd quarter;154.0;154.0;210.0;210.0;49.0;48.0
5373;Self-employed;Q Health and social work activities;2002 3rd quarter;149.0;152.0;205.0;207.0;44.0;47.0
5374;Self-employed;Q Health and social work activities;2002 4th quarter;153.0;152.0;207.0;206.0;49.0;47.0
5375;Self-employed;Q Health and social work activities;2002;154.0;;209.0;;192.0;
5376;Self-employed;Q Health and social work activities;2003 1st quarter;152.0;151.0;207.0;205.0;47.0;47.0
5377;Self-employed;Q Health and social work activities;2003 2nd quarter;151.0;150.0;203.0;204.0;49.0;48.0
5378;Self-employed;Q Health and social work activities;2003 3rd quarter;147.0;149.0;202.0;203.0;45.0;48.0
5379;Self-employed;Q Health and social work activities;2003 4th quarter;152.0;145.0;206.0;197.0;50.0;49.0
5380;Self-employed;Q Health and social work activities;2003;150.0;;204.0;;191.0;
5381;Self-employed;Q Health and social work activities;2004 1st quarter;136.0;139.0;184.0;189.0;46.0;46.0
5382;Self-employed;Q Health and social work activities;2004 2nd quarter;137.0;136.0;185.0;185.0;47.0;46.0
5383;Self-employed;Q Health and social work activities;2004 3rd quarter;137.0;138.0;185.0;186.0;44.0;46.0
5384;Self-employed;Q Health and social work activities;2004 4th quarter;138.0;143.0;187.0;193.0;47.0;46.0
5385;Self-employed;Q Health and social work activities;2004;137.0;;185.0;;183.0;
5386;Self-employed;Q Health and social work activities;2005 1st quarter;156.0;150.0;211.0;202.0;52.0;52.0
5387;Self-employed;Q Health and social work activities;2005 2nd quarter;156.0;156.0;211.0;211.0;54.0;53.0
5388;Self-employed;Q Health and social work activities;2005 3rd quarter;158.0;159.0;215.0;217.0;50.0;53.0
5389;Self-employed;Q Health and social work activities;2005 4th quarter;158.0;163.0;216.0;223.0;56.0;54.0
5390;Self-employed;Q Health and social work activities;2005;157.0;;213.0;;212.0;
5391;Self-employed;Q Health and social work activities;2006 1st quarter;174.0;168.0;238.0;230.0;58.0;57.0
5392;Self-employed;Q Health and social work activities;2006 2nd quarter;175.0;172.0;240.0;236.0;59.0;59.0
5393;Self-employed;Q Health and social work activities;2006 3rd quarter;171.0;175.0;235.0;240.0;54.0;57.0
5394;Self-employed;Q Health and social work activities;2006 4th quarter;176.0;179.0;240.0;246.0;63.0;61.0
5395;Self-employed;Q Health and social work activities;2006;174.0;;238.0;;234.0;
5396;Self-employed;Q Health and social work activities;2007 1st quarter;189.0;184.0;260.0;253.0;63.0;62.0
5397;Self-employed;Q Health and social work activities;2007 2nd quarter;190.0;189.0;262.0;260.0;64.0;63.0
5398;Self-employed;Q Health and social work activities;2007 3rd quarter;192.0;193.0;265.0;267.0;61.0;65.0
5399;Self-employed;Q Health and social work activities;2007 4th quarter;191.0;197.0;265.0;273.0;67.0;65.0
5400;Self-employed;Q Health and social work activities;2007;191.0;;263.0;;255.0;
5401;Self-employed;Q Health and social work activities;2008 1st quarter;209.0;202.0;290.0;281.0;69.0;68.0
5402;Self-employed;Q Health and social work activities;2008 2nd quarter;207.0;207.0;289.0;289.0;70.0;69.0
5403;Self-employed;Q Health and social work activities;2008 3rd quarter;208.0;209.0;289.0;292.0;66.0;70.0
5404;Self-employed;Q Health and social work activities;2008 4th quarter;207.0;211.0;289.0;295.0;72.0;70.0
5405;Self-employed;Q Health and social work activities;2008;208.0;;289.0;;277.0;
5406;Self-employed;Q Health and social work activities;2009 1st quarter;219.0;214.0;308.0;299.0;72.0;71.0
5407;Self-employed;Q Health and social work activities;2009 2nd quarter;215.0;216.0;300.0;301.0;69.0;69.0
5408;Self-employed;Q Health and social work activities;2009 3rd quarter;213.0;215.0;299.0;302.0;66.0;70.0
5409;Self-employed;Q Health and social work activities;2009 4th quarter;214.0;212.0;303.0;300.0;73.0;71.0
5410;Self-employed;Q Health and social work activities;2009;215.0;;302.0;;280.0;
5411;Self-employed;Q Health and social work activities;2010 1st quarter;207.0;208.0;296.0;296.0;69.0;68.0
5412;Self-employed;Q Health and social work activities;2010 2nd quarter;207.0;207.0;294.0;293.0;67.0;67.0
5413;Self-employed;Q Health and social work activities;2010 3rd quarter;205.0;208.0;291.0;295.0;65.0;69.0
5414;Self-employed;Q Health and social work activities;2010 4th quarter;220.0;208.0;307.0;296.0;76.0;74.0
