ID;BedrijfstakkenBranchesSBI2008;Marges;Seizoencorrectie;Perioden;Ondernemersvertrouwen_1;OntwikkelingEconomischKlimaat_2;VerwachtingEconomischKlimaat_3;OnzekerheidsindicatorEconomischKlimaat_4
955;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2012 februari;;;;
956;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2012 maart;;;;
957;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2012 april;1.8;-6.6;10.3;
958;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2012 mei;;;;
959;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2012 juni;;;;
960;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2012 juli;-5.4;-6.9;-3.8;
961;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2012 augustus;;;;
962;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2012 september;;;;
963;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2012 oktober;-6.5;-8.3;-4.7;
964;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2012 november;;;;
965;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2012 december;;;;
966;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2013 januari;-1.1;-5.2;3.0;
967;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2013 februari;;;;
968;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2013 maart;;;;
969;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2013 april;4.6;10.4;-1.2;
970;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2013 mei;;;;
971;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2013 juni;;;;
972;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2013 juli;-0.2;-3.1;2.8;
973;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2013 augustus;;;;
974;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2013 september;;;;
975;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2013 oktober;-2.8;4.3;-9.8;
976;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2013 november;;;;
977;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2013 december;;;;
978;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2014 januari;-1.8;-3.4;-0.1;
979;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2014 februari;;;;
980;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2014 maart;;;;
981;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2014 april;6.8;3.6;10.0;
982;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2014 mei;;;;
983;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2014 juni;;;;
984;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2014 juli;11.3;13.2;9.4;
985;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2014 augustus;;;;
986;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2014 september;;;;
987;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2014 oktober;17.5;28.2;6.7;
988;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2014 november;;;;
989;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2014 december;;;;
990;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2015 januari;-15.1;-18.7;-11.4;
991;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2015 februari;;;;
992;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2015 maart;;;;
993;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2015 april;-29.5;-32.4;-26.7;
994;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2015 mei;;;;
995;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2015 juni;;;;
996;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2015 juli;-12.7;-7.3;-18.2;
997;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2015 augustus;;;;
998;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2015 september;;;;
999;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2015 oktober;-2.2;4.6;-9.0;
1000;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2015 november;;;;
1001;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2015 december;;;;
1002;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2016 januari;-39.8;-43.0;-36.6;
1003;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2016 februari;;;;
1004;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2016 maart;;;;
1005;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2016 april;-13.9;-21.3;-6.5;
1006;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2016 mei;;;;
1007;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2016 juni;;;;
1008;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2016 juli;-23.7;-28.2;-19.1;
1009;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2016 augustus;;;;
1010;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2016 september;;;;
1011;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2016 oktober;-20.5;-21.6;-19.4;
1012;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2016 november;;;;
1013;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2016 december;;;;
1014;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2017 januari;-3.9;-7.1;-0.8;
1015;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2017 februari;;;;
1016;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2017 maart;;;;
1017;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2017 april;0.5;-3.8;4.8;
1018;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2017 mei;;;;
1019;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2017 juni;;;;
1020;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2017 juli;-24.5;-26.1;-22.9;
1021;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2017 augustus;;;;
1022;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2017 september;;;;
1023;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2017 oktober;9.7;11.2;8.2;
1024;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2017 november;;;;
1025;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2017 december;;;;
1026;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2018 januari;-0.7;-0.8;-0.6;
1027;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2018 februari;;;;
1028;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2018 maart;;;;
1029;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2018 april;-5.4;8.6;-19.5;
1030;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2018 mei;;;;
1031;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2018 juni;;;;
1032;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2018 juli;-0.2;-7.4;7.0;
1033;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2018 augustus;;;;
1034;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2018 september;;;;
1035;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2018 oktober;11.3;-9.7;32.2;
1036;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2018 november;;;;
1037;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2018 december;;;;
1038;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2019 januari;10.3;18.4;2.3;
1039;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2019 februari;;;;
1040;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2019 maart;;;;
1041;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2019 april;-1.6;10.1;-13.3;
1042;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2019 mei;;;;
1043;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2019 juni;;;;
1044;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2019 juli;10.1;13.9;6.3;
1045;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2019 augustus;;;;
1046;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2019 september;;;;
1047;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2019 oktober;-4.6;-2.6;-6.5;
1048;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2019 november;;;;
1049;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2019 december;;;;
1050;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2020 januari;-4.8;-8.6;-1.0;
1051;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2020 februari;;;;
1052;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2020 maart;;;;
1053;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2020 april;-39.0;-31.9;-46.1;
1054;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2020 mei;;;;
1055;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2020 juni;;;;
1056;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2020 juli;-35.5;-56.4;-14.7;
1057;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2020 augustus;;;;
1058;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2020 september;;;;
1059;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2020 oktober;-27.9;-42.0;-13.8;
1060;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2020 november;;;;
1061;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2020 december;;;;
1062;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2021 januari;-11.5;-15.7;-7.3;
1063;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2021 februari;;;;
1064;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2021 maart;;;;
1065;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2021 april;6.6;-1.9;15.1;
1066;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2021 mei;;;;
1067;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2021 juni;;;;
1068;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2021 juli;26.4;29.3;23.6;
1069;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2021 augustus;;;;
1070;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2021 september;;;;
1071;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2021 oktober;26.7;35.5;17.8;38.1
1072;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2021 november;;;;
1073;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2021 december;;;;
1074;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2022 januari;7.5;15.1;-0.1;32.3
1075;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2022 februari;;;;
1076;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2022 maart;;;;
1077;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2022 april;2.0;0.4;3.6;32.7
1078;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2022 mei;;;;
1079;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2022 juni;;;;
1080;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2022 juli;-1.4;0.3;-3.2;32.4
1081;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2022 augustus;;;;
1082;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2022 september;;;;
1083;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2022 oktober;-7.5;-5.4;-9.6;41.7
1084;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2022 november;;;;
1085;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2022 december;;;;
1086;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2023 januari;-14.0;-3.9;-24.0;33.5
1087;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2023 februari;;;;
1088;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2023 maart;;;;
1089;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2023 april;-11.0;-14.4;-7.6;23.4
1090;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2023 mei;;;;
1091;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2023 juni;;;;
1092;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2023 juli;-7.8;-10.3;-5.4;37.3
1093;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2023 augustus;;;;
1094;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2023 september;;;;
1095;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2023 oktober;-2.4;-3.1;-1.8;32.5
1096;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2023 november;;;;
1097;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2023 december;;;;
1098;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2024 januari;-28.9;-47.9;-9.8;33.9
1099;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2024 februari;;;;
1100;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2024 maart;;;;
1101;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2024 april;1.7;-0.2;3.7;21.3
1102;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2024 mei;;;;
1103;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2024 juni;;;;
1104;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2024 juli;4.1;10.1;-1.9;36.9
1105;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2024 augustus;;;;
1106;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2024 september;;;;
1107;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2024 oktober;5.0;9.3;0.7;33.2
1108;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2024 november;;;;
1109;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2024 december;;;;
1110;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2025 januari;-8.7;-17.9;0.6;35.0
1111;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2025 februari;;;;
1112;B Delfstoffenwinning;Waarde;Seizoengecorrigeerde cijfers;2025 maart;;;;
1113;B Delfstoffenwinning;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2012 januari;;;;
1114;B Delfstoffenwinning;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2012 februari;;;;
1115;B Delfstoffenwinning;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2012 maart;;;;
1116;B Delfstoffenwinning;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2012 april;;;;
1117;B Delfstoffenwinning;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2012 mei;;;;
1118;B Delfstoffenwinning;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2012 juni;;;;
1119;B Delfstoffenwinning;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2012 juli;;;;
1120;B Delfstoffenwinning;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2012 augustus;;;;
1121;B Delfstoffenwinning;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2012 september;;;;
1122;B Delfstoffenwinning;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2012 oktober;;;;
1123;B Delfstoffenwinning;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2012 november;;;;
1124;B Delfstoffenwinning;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2012 december;;;;
1125;B Delfstoffenwinning;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2013 januari;;;;
1126;B Delfstoffenwinning;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2013 februari;;;;
1127;B Delfstoffenwinning;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2013 maart;;;;
1128;B Delfstoffenwinning;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2013 april;;;;
1129;B Delfstoffenwinning;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2013 mei;;;;
1130;B Delfstoffenwinning;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2013 juni;;;;
1131;B Delfstoffenwinning;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2013 juli;;;;
1132;B Delfstoffenwinning;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2013 augustus;;;;
1133;B Delfstoffenwinning;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2013 september;;;;
1134;B Delfstoffenwinning;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2013 oktober;;;;
1135;B Delfstoffenwinning;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2013 november;;;;
1136;B Delfstoffenwinning;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2013 december;;;;
1137;B Delfstoffenwinning;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2014 januari;-9.6;-11.2;-8.3;
1138;B Delfstoffenwinning;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2014 februari;;;;
1139;B Delfstoffenwinning;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2014 maart;;;;
1140;B Delfstoffenwinning;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2014 april;1.3;-5.2;4.9;
1141;B Delfstoffenwinning;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2014 mei;;;;
1142;B Delfstoffenwinning;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2014 juni;;;;
1143;B Delfstoffenwinning;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2014 juli;-11.4;-20.9;-7.5;
1144;B Delfstoffenwinning;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2014 augustus;;;;
1145;B Delfstoffenwinning;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2014 september;;;;
1146;B Delfstoffenwinning;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2014 oktober;4.8;11.3;-6.0;
1147;B Delfstoffenwinning;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2014 november;;;;
1148;B Delfstoffenwinning;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2014 december;;;;
1149;B Delfstoffenwinning;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2015 januari;-29.0;-35.4;-25.5;
1150;B Delfstoffenwinning;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2015 februari;;;;
1151;B Delfstoffenwinning;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2015 maart;;;;
1152;B Delfstoffenwinning;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2015 april;-41.8;-46.1;-38.9;
1153;B Delfstoffenwinning;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2015 mei;;;;
1154;B Delfstoffenwinning;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2015 juni;;;;
1155;B Delfstoffenwinning;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2015 juli;-23.9;-16.5;-36.8;
1156;B Delfstoffenwinning;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2015 augustus;;;;
1157;B Delfstoffenwinning;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2015 september;;;;
1158;B Delfstoffenwinning;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2015 oktober;-17.1;-22.1;-14.9;
1159;B Delfstoffenwinning;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2015 november;;;;
1160;B Delfstoffenwinning;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2015 december;;;;
1161;B Delfstoffenwinning;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2016 januari;-45.7;-49.1;-42.7;
1162;B Delfstoffenwinning;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2016 februari;;;;
1163;B Delfstoffenwinning;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2016 maart;;;;
1164;B Delfstoffenwinning;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2016 april;-18.6;-27.2;-10.8;
1165;B Delfstoffenwinning;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2016 mei;;;;
1166;B Delfstoffenwinning;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2016 juni;;;;
1167;B Delfstoffenwinning;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2016 juli;-32.3;-37.6;-28.3;
1168;B Delfstoffenwinning;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2016 augustus;;;;
1169;B Delfstoffenwinning;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2016 september;;;;
1170;B Delfstoffenwinning;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2016 oktober;-26.4;-28.7;-25.3;
1171;B Delfstoffenwinning;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2016 november;;;;
1172;B Delfstoffenwinning;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2016 december;;;;
1173;B Delfstoffenwinning;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2017 januari;-9.8;-14.4;-6.1;
1174;B Delfstoffenwinning;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2017 februari;;;;
1175;B Delfstoffenwinning;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2017 maart;;;;
1176;B Delfstoffenwinning;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2017 april;-4.4;-9.9;0.1;
1177;B Delfstoffenwinning;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2017 mei;;;;
1178;B Delfstoffenwinning;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2017 juni;;;;
1179;B Delfstoffenwinning;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2017 juli;-29.4;-31.2;-28.2;
1180;B Delfstoffenwinning;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2017 augustus;;;;
1181;B Delfstoffenwinning;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2017 september;;;;
1182;B Delfstoffenwinning;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2017 oktober;5.6;6.5;3.9;
1183;B Delfstoffenwinning;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2017 november;;;;
1184;B Delfstoffenwinning;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2017 december;;;;
1185;B Delfstoffenwinning;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2018 januari;-4.2;-6.5;-5.9;
1186;B Delfstoffenwinning;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2018 februari;;;;
1187;B Delfstoffenwinning;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2018 maart;;;;
1188;B Delfstoffenwinning;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2018 april;-11.3;1.7;-26.6;
1189;B Delfstoffenwinning;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2018 mei;;;;
1190;B Delfstoffenwinning;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2018 juni;;;;
1191;B Delfstoffenwinning;Ondergrens 95%-interval;Seizoengecorrigeerde cijfers;2018 juli;-5.5;-16.2;3.3;
