ID;AgeMotherOn31December;Periods;TotalLiveBornChildren_1;FirstChild_2;SecondChild_3;ThirdChild_4;FourthOrFollowingChildren_5;TotalMaritalLiveBornChildren_6;FirstChild_7;SecondChild_8;ThirdChild_9;FourthOrFollowingChildren_10;TotalNonMaritalLiveBornChildren_11;FirstChild_12;SecondChild_13;ThirdChild_14;FourthOrFollowingChildren_15;TotalLiveBornChildren_16;FirstChild_17;SecondChild_18;ThirdChild_19;FourthOrFollowingChildren_20
1559;37 years;2014;6649.0;1760.0;2780.0;1427.0;682.0;3855.0;770.0;1578.0;973.0;534.0;2794.0;990.0;1202.0;454.0;148.0;66.87;17.7;27.96;14.35;6.86
1560;38 years;1950;7572.0;465.0;960.0;1209.0;4938.0;7518.0;454.0;951.0;1200.0;4913.0;54.0;11.0;9.0;9.0;25.0;107.29;6.59;13.6;17.13;69.97
1561;38 years;1951;7454.0;460.0;833.0;1166.0;4995.0;7402.0;445.0;827.0;1159.0;4971.0;52.0;15.0;6.0;7.0;24.0;105.06;6.48;11.74;16.43;70.4
1562;38 years;1952;7334.0;451.0;857.0;1112.0;4914.0;7287.0;435.0;849.0;1108.0;4895.0;47.0;16.0;8.0;4.0;19.0;102.25;6.29;11.95;15.5;68.51
1563;38 years;1953;6912.0;375.0;806.0;1105.0;4626.0;6874.0;366.0;802.0;1100.0;4606.0;38.0;9.0;4.0;5.0;20.0;103.02;5.59;12.01;16.47;68.95
1564;38 years;1954;6509.0;357.0;774.0;1024.0;4354.0;6466.0;344.0;766.0;1017.0;4339.0;43.0;13.0;8.0;7.0;15.0;95.21;5.22;11.32;14.98;63.69
1565;38 years;1955;6310.0;384.0;729.0;1018.0;4179.0;6271.0;375.0;722.0;1011.0;4163.0;39.0;9.0;7.0;7.0;16.0;93.22;5.67;10.77;15.04;61.74
1566;38 years;1956;5909.0;319.0;671.0;942.0;3977.0;5869.0;308.0;665.0;933.0;3963.0;40.0;11.0;6.0;9.0;14.0;89.93;4.86;10.21;14.34;60.52
1567;38 years;1957;6073.0;321.0;722.0;996.0;4034.0;6031.0;311.0;718.0;991.0;4011.0;42.0;10.0;4.0;5.0;23.0;90.86;4.8;10.8;14.9;60.36
1568;38 years;1958;6804.0;410.0;787.0;1119.0;4488.0;6753.0;397.0;779.0;1114.0;4463.0;51.0;13.0;8.0;5.0;25.0;85.41;5.15;9.88;14.05;56.34
1569;38 years;1959;6633.0;392.0;825.0;1094.0;4322.0;6580.0;376.0;821.0;1088.0;4295.0;53.0;16.0;4.0;6.0;27.0;84.69;5.01;10.53;13.97;55.18
1570;38 years;1960;6502.0;378.0;858.0;1124.0;4142.0;6458.0;370.0;844.0;1123.0;4121.0;44.0;8.0;14.0;1.0;21.0;84.62;4.92;11.17;14.63;53.91
1571;38 years;1961;6407.0;384.0;808.0;1108.0;4107.0;6350.0;373.0;800.0;1102.0;4075.0;57.0;11.0;8.0;6.0;32.0;80.97;4.85;10.21;14.0;51.9
1572;38 years;1962;6002.0;361.0;730.0;1108.0;3803.0;5957.0;351.0;726.0;1099.0;3781.0;45.0;10.0;4.0;9.0;22.0;77.4;4.66;9.41;14.29;49.04
1573;38 years;1963;5692.0;338.0;721.0;1050.0;3583.0;5641.0;327.0;715.0;1043.0;3556.0;51.0;11.0;6.0;7.0;27.0;75.14;4.46;9.52;13.86;47.3
1574;38 years;1964;5493.0;345.0;718.0;1037.0;3393.0;5442.0;334.0;709.0;1031.0;3368.0;51.0;11.0;9.0;6.0;25.0;73.09;4.59;9.55;13.8;45.15
1575;38 years;1965;5015.0;318.0;683.0;975.0;3039.0;4956.0;306.0;674.0;966.0;3010.0;59.0;12.0;9.0;9.0;29.0;67.33;4.27;9.17;13.09;40.8
1576;38 years;1966;4401.0;308.0;626.0;894.0;2573.0;4361.0;298.0;618.0;889.0;2556.0;40.0;10.0;8.0;5.0;17.0;57.6;4.03;8.19;11.7;33.68
1577;38 years;1967;4185.0;328.0;599.0;904.0;2354.0;4142.0;319.0;592.0;899.0;2332.0;43.0;9.0;7.0;5.0;22.0;55.31;4.34;7.92;11.95;31.11
1578;38 years;1968;3842.0;305.0;594.0;804.0;2139.0;3796.0;295.0;585.0;798.0;2118.0;46.0;10.0;9.0;6.0;21.0;49.08;3.9;7.59;10.27;27.33
1579;38 years;1969;3665.0;272.0;593.0;762.0;2038.0;3614.0;262.0;587.0;753.0;2012.0;51.0;10.0;6.0;9.0;26.0;48.24;3.58;7.81;10.03;26.83
1580;38 years;1970;3467.0;279.0;581.0;792.0;1815.0;3419.0;270.0;574.0;785.0;1790.0;48.0;9.0;7.0;7.0;25.0;44.91;3.61;7.53;10.26;23.51
1581;38 years;1971;2747.0;251.0;448.0;620.0;1428.0;2698.0;235.0;441.0;614.0;1408.0;49.0;16.0;7.0;6.0;20.0;37.08;3.39;6.05;8.37;19.28
1582;38 years;1972;2171.0;208.0;369.0;523.0;1071.0;2130.0;205.0;363.0;517.0;1045.0;41.0;3.0;6.0;6.0;26.0;28.9;2.77;4.91;6.96;14.26
1583;38 years;1973;1816.0;203.0;374.0;389.0;850.0;1762.0;191.0;366.0;385.0;820.0;54.0;12.0;8.0;4.0;30.0;24.28;2.71;5.0;5.2;11.36
1584;38 years;1974;1468.0;166.0;336.0;314.0;652.0;1438.0;158.0;332.0;308.0;640.0;30.0;8.0;4.0;6.0;12.0;19.32;2.19;4.42;4.13;8.58
1585;38 years;1975;1285.0;167.0;327.0;305.0;486.0;1250.0;159.0;323.0;296.0;472.0;35.0;8.0;4.0;9.0;14.0;16.88;2.19;4.29;4.01;6.38
1586;38 years;1976;1207.0;176.0;301.0;263.0;467.0;1149.0;164.0;294.0;254.0;437.0;58.0;12.0;7.0;9.0;30.0;15.05;2.19;3.75;3.28;5.82
1587;38 years;1977;1168.0;173.0;304.0;236.0;455.0;1126.0;165.0;291.0;232.0;438.0;42.0;8.0;13.0;4.0;17.0;14.26;2.11;3.71;2.88;5.55
1588;38 years;1978;1155.0;173.0;270.0;254.0;458.0;1107.0;161.0;261.0;240.0;445.0;48.0;12.0;9.0;14.0;13.0;13.79;2.07;3.22;3.03;5.47
1589;38 years;1979;1021.0;164.0;266.0;211.0;380.0;979.0;154.0;256.0;203.0;366.0;42.0;10.0;10.0;8.0;14.0;12.52;2.01;3.26;2.59;4.66
1590;38 years;1980;1245.0;191.0;267.0;276.0;511.0;1173.0;165.0;253.0;264.0;491.0;72.0;26.0;14.0;12.0;20.0;14.64;2.25;3.14;3.25;6.01
1591;38 years;1981;1188.0;163.0;282.0;260.0;483.0;1112.0;146.0;263.0;242.0;461.0;76.0;17.0;19.0;18.0;22.0;12.85;1.76;3.05;2.81;5.22
1592;38 years;1982;1299.0;177.0;282.0;327.0;513.0;1208.0;151.0;261.0;313.0;483.0;91.0;26.0;21.0;14.0;30.0;13.36;1.82;2.9;3.36;5.28
1593;38 years;1983;1247.0;182.0;277.0;308.0;480.0;1147.0;148.0;251.0;291.0;457.0;100.0;34.0;26.0;17.0;23.0;13.5;1.97;3.0;3.34;5.2
1594;38 years;1984;1764.0;312.0;441.0;414.0;597.0;1596.0;239.0;402.0;388.0;567.0;168.0;73.0;39.0;26.0;30.0;13.83;2.45;3.46;3.25;4.68
1595;38 years;1985;1745.0;282.0;469.0;441.0;553.0;1555.0;221.0;415.0;402.0;517.0;190.0;61.0;54.0;39.0;36.0;14.1;2.28;3.79;3.56;4.47
1596;38 years;1986;1885.0;342.0;504.0;443.0;596.0;1663.0;262.0;443.0;399.0;559.0;222.0;80.0;61.0;44.0;37.0;16.16;2.93;4.32;3.8;5.11
1597;38 years;1987;1993.0;385.0;539.0;479.0;590.0;1736.0;285.0;473.0;426.0;552.0;257.0;100.0;66.0;53.0;38.0;17.68;3.42;4.78;4.25;5.24
1598;38 years;1988;2264.0;513.0;606.0;463.0;682.0;1974.0;375.0;522.0;420.0;657.0;290.0;138.0;84.0;43.0;25.0;20.43;4.63;5.47;4.18;6.15
1599;38 years;1989;2299.0;518.0;705.0;483.0;593.0;1943.0;369.0;599.0;432.0;543.0;356.0;149.0;106.0;51.0;50.0;20.91;4.71;6.41;4.39;5.39
1600;38 years;1990;2577.0;598.0;786.0;547.0;646.0;2188.0;424.0;671.0;487.0;606.0;389.0;174.0;115.0;60.0;40.0;22.73;5.28;6.93;4.83;5.7
1601;38 years;1991;2909.0;655.0;961.0;619.0;674.0;2438.0;455.0;802.0;551.0;630.0;471.0;200.0;159.0;68.0;44.0;25.68;5.78;8.48;5.47;5.95
1602;38 years;1992;3094.0;706.0;1043.0;652.0;693.0;2605.0;513.0;874.0;571.0;647.0;489.0;193.0;169.0;81.0;46.0;27.06;6.18;9.12;5.7;6.06
1603;38 years;1993;3238.0;795.0;1090.0;692.0;661.0;2704.0;567.0;933.0;602.0;602.0;534.0;228.0;157.0;90.0;59.0;27.85;6.84;9.38;5.95;5.69
1604;38 years;1994;3345.0;788.0;1193.0;686.0;678.0;2720.0;528.0;992.0;587.0;613.0;625.0;260.0;201.0;99.0;65.0;28.37;6.68;10.12;5.82;5.75
1605;38 years;1995;3657.0;833.0;1341.0;834.0;649.0;2970.0;578.0;1132.0;689.0;571.0;687.0;255.0;209.0;145.0;78.0;30.54;6.96;11.2;6.97;5.42
1606;38 years;1996;3697.0;887.0;1333.0;826.0;651.0;2970.0;604.0;1065.0;708.0;593.0;727.0;283.0;268.0;118.0;58.0;30.42;7.3;10.97;6.8;5.36
1607;38 years;1997;3998.0;1048.0;1449.0;842.0;659.0;3126.0;668.0;1148.0;713.0;597.0;872.0;380.0;301.0;129.0;62.0;32.1;8.42;11.64;6.76;5.29
1608;38 years;1998;4249.0;1063.0;1532.0;983.0;671.0;3287.0;637.0;1192.0;839.0;619.0;962.0;426.0;340.0;144.0;52.0;34.03;8.51;12.27;7.87;5.37
1609;38 years;1999;4566.0;1194.0;1651.0;1017.0;704.0;3474.0;740.0;1277.0;851.0;606.0;1092.0;454.0;374.0;166.0;98.0;35.62;9.32;12.88;7.93;5.49
1610;38 years;2000;4973.0;1227.0;1855.0;1091.0;800.0;3639.0;699.0;1348.0;907.0;685.0;1334.0;528.0;507.0;184.0;115.0;38.53;9.51;14.37;8.45;6.2
1611;38 years;2001;5187.0;1315.0;1953.0;1176.0;743.0;3741.0;728.0;1415.0;962.0;636.0;1446.0;587.0;538.0;214.0;107.0;39.64;10.05;14.93;8.99;5.68
1612;38 years;2002;5377.0;1305.0;2102.0;1203.0;767.0;3812.0;713.0;1516.0;944.0;639.0;1565.0;592.0;586.0;259.0;128.0;40.48;9.83;15.83;9.06;5.77
1613;38 years;2003;5474.0;1380.0;2136.0;1223.0;735.0;3845.0;775.0;1479.0;982.0;609.0;1629.0;605.0;657.0;241.0;126.0;42.06;10.6;16.41;9.4;5.65
1614;38 years;2004;5512.0;1423.0;2141.0;1229.0;719.0;3736.0;738.0;1416.0;967.0;615.0;1776.0;685.0;725.0;262.0;104.0;43.15;11.14;16.76;9.62;5.63
1615;38 years;2005;5414.0;1335.0;2197.0;1211.0;671.0;3584.0;666.0;1438.0;927.0;553.0;1830.0;669.0;759.0;284.0;118.0;42.68;10.53;17.32;9.55;5.29
1616;38 years;2006;5712.0;1518.0;2230.0;1221.0;743.0;3663.0;746.0;1402.0;918.0;597.0;2049.0;772.0;828.0;303.0;146.0;44.71;11.88;17.46;9.56;5.82
1617;38 years;2007;5948.0;1576.0;2374.0;1296.0;702.0;3688.0;731.0;1467.0;926.0;564.0;2260.0;845.0;907.0;370.0;138.0;44.8;11.87;17.88;9.76;5.29
1618;38 years;2008;6052.0;1590.0;2456.0;1285.0;721.0;3651.0;725.0;1478.0;879.0;569.0;2401.0;865.0;978.0;406.0;152.0;46.56;12.23;18.9;9.89;5.55
1619;38 years;2009;6102.0;1618.0;2357.0;1426.0;701.0;3487.0;671.0;1320.0;968.0;528.0;2615.0;947.0;1037.0;458.0;173.0;49.05;13.01;18.95;11.46;5.64
1620;38 years;2010;5859.0;1630.0;2249.0;1295.0;685.0;3536.0;755.0;1301.0;920.0;560.0;2323.0;875.0;948.0;375.0;125.0;49.04;13.64;18.82;10.84;5.73
1621;38 years;2011;5456.0;1497.0;2118.0;1170.0;671.0;3222.0;676.0;1190.0;809.0;547.0;2234.0;821.0;928.0;361.0;124.0;49.56;13.6;19.24;10.63;6.1
1622;38 years;2012;5164.0;1451.0;2068.0;1041.0;604.0;2986.0;670.0;1150.0;688.0;478.0;2178.0;781.0;918.0;353.0;126.0;48.68;13.68;19.49;9.81;5.69
1623;38 years;2013;4821.0;1338.0;1930.0;996.0;557.0;2792.0;576.0;1102.0;686.0;428.0;2029.0;762.0;828.0;310.0;129.0;47.59;13.21;19.05;9.83;5.5
1624;38 years;2014;5105.0;1408.0;2078.0;1063.0;556.0;2865.0;599.0;1137.0;710.0;419.0;2240.0;809.0;941.0;353.0;137.0;51.1;14.09;20.8;10.64;5.57
1625;39 years;1950;6305.0;394.0;715.0;954.0;4242.0;6264.0;383.0;711.0;950.0;4220.0;41.0;11.0;4.0;4.0;22.0;95.1;5.94;10.79;14.39;63.98
1626;39 years;1951;6432.0;392.0;658.0;905.0;4477.0;6374.0;380.0;649.0;898.0;4447.0;58.0;12.0;9.0;7.0;30.0;91.19;5.56;9.33;12.83;63.47
1627;39 years;1952;6397.0;359.0;664.0;909.0;4465.0;6354.0;345.0;656.0;905.0;4448.0;43.0;14.0;8.0;4.0;17.0;90.62;5.09;9.41;12.88;63.25
1628;39 years;1953;6165.0;322.0;602.0;937.0;4304.0;6133.0;313.0;600.0;932.0;4288.0;32.0;9.0;2.0;5.0;16.0;86.44;4.52;8.44;13.14;60.35
1629;39 years;1954;5844.0;287.0;559.0;898.0;4100.0;5811.0;281.0;555.0;893.0;4082.0;33.0;6.0;4.0;5.0;18.0;87.4;4.29;8.36;13.43;61.32
1630;39 years;1955;5585.0;300.0;543.0;826.0;3916.0;5543.0;293.0;538.0;820.0;3892.0;42.0;7.0;5.0;6.0;24.0;81.88;4.4;7.96;12.11;57.41
1631;39 years;1956;5365.0;269.0;527.0;778.0;3791.0;5336.0;264.0;522.0;771.0;3779.0;29.0;5.0;5.0;7.0;12.0;79.42;3.98;7.8;11.52;56.12
1632;39 years;1957;5007.0;274.0;466.0;733.0;3534.0;4971.0;268.0;462.0;727.0;3514.0;36.0;6.0;4.0;6.0;20.0;76.38;4.18;7.11;11.18;53.91
1633;39 years;1958;5130.0;277.0;490.0;780.0;3583.0;5098.0;268.0;485.0;776.0;3569.0;32.0;9.0;5.0;4.0;14.0;76.7;4.14;7.33;11.66;53.57
1634;39 years;1959;5809.0;298.0;596.0;924.0;3991.0;5762.0;286.0;590.0;918.0;3968.0;47.0;12.0;6.0;6.0;23.0;72.92;3.74;7.48;11.6;50.1
1635;39 years;1960;5507.0;310.0;615.0;883.0;3699.0;5465.0;299.0;609.0;878.0;3679.0;42.0;11.0;6.0;5.0;20.0;70.47;3.97;7.87;11.3;47.34
1636;39 years;1961;5471.0;298.0;566.0;895.0;3712.0;5428.0;287.0;561.0;889.0;3691.0;43.0;11.0;5.0;6.0;21.0;71.4;3.89;7.39;11.68;48.44
1637;39 years;1962;5196.0;296.0;530.0;848.0;3522.0;5155.0;290.0;524.0;838.0;3503.0;41.0;6.0;6.0;10.0;19.0;65.69;3.74;6.7;10.72;44.52
1638;39 years;1963;4906.0;273.0;520.0;832.0;3281.0;4854.0;262.0;514.0;824.0;3254.0;52.0;11.0;6.0;8.0;27.0;63.31;3.52;6.71;10.74;42.34
1639;39 years;1964;4622.0;273.0;506.0;802.0;3041.0;4572.0;263.0;499.0;795.0;3015.0;50.0;10.0;7.0;7.0;26.0;61.07;3.61;6.69;10.6;40.18
1640;39 years;1965;4106.0;247.0;475.0;729.0;2655.0;4066.0;239.0;469.0;724.0;2634.0;40.0;8.0;6.0;5.0;21.0;54.64;3.29;6.32;9.7;35.33
1641;39 years;1966;3705.0;249.0;448.0;693.0;2315.0;3661.0;241.0;441.0;687.0;2292.0;44.0;8.0;7.0;6.0;23.0;49.75;3.34;6.02;9.31;31.08
1642;39 years;1967;3398.0;258.0;419.0;678.0;2043.0;3363.0;252.0;414.0;674.0;2023.0;35.0;6.0;5.0;4.0;20.0;44.5;3.38;5.49;8.88;26.76
1643;39 years;1968;3093.0;240.0;410.0;596.0;1847.0;3055.0;233.0;404.0;591.0;1827.0;38.0;7.0;6.0;5.0;20.0;40.91;3.17;5.42;7.88;24.43
1644;39 years;1969;3164.0;239.0;414.0;678.0;1833.0;3108.0;231.0;403.0;671.0;1803.0;56.0;8.0;11.0;7.0;30.0;40.43;3.05;5.29;8.66;23.42
1645;39 years;1970;2667.0;232.0;385.0;559.0;1491.0;2617.0;221.0;381.0;551.0;1464.0;50.0;11.0;4.0;8.0;27.0;35.12;3.06;5.07;7.36;19.63
1646;39 years;1971;2298.0;195.0;342.0;470.0;1291.0;2259.0;188.0;334.0;462.0;1275.0;39.0;7.0;8.0;8.0;16.0;29.73;2.52;4.43;6.08;16.7
1647;39 years;1972;1798.0;190.0;313.0;376.0;919.0;1771.0;181.0;312.0;374.0;904.0;27.0;9.0;1.0;2.0;15.0;24.24;2.56;4.22;5.07;12.39
1648;39 years;1973;1533.0;162.0;305.0;295.0;771.0;1495.0;156.0;295.0;289.0;755.0;38.0;6.0;10.0;6.0;16.0;20.4;2.16;4.06;3.93;10.26
1649;39 years;1974;1161.0;134.0;229.0;249.0;549.0;1117.0;124.0;220.0;238.0;535.0;44.0;10.0;9.0;11.0;14.0;15.51;1.79;3.06;3.33;7.34
1650;39 years;1975;1017.0;131.0;233.0;195.0;458.0;985.0;126.0;227.0;191.0;441.0;32.0;5.0;6.0;4.0;17.0;13.35;1.72;3.06;2.56;6.01
1651;39 years;1976;889.0;125.0;186.0;167.0;411.0;856.0;114.0;184.0;160.0;398.0;33.0;11.0;2.0;7.0;13.0;11.65;1.64;2.44;2.19;5.38
1652;39 years;1977;848.0;111.0;170.0;163.0;404.0;820.0;102.0;167.0;158.0;393.0;28.0;9.0;3.0;5.0;11.0;10.57;1.38;2.12;2.03;5.03
1653;39 years;1978;829.0;120.0;176.0;171.0;362.0;789.0;107.0;172.0;166.0;344.0;40.0;13.0;4.0;5.0;18.0;10.11;1.46;2.15;2.09;4.42
1654;39 years;1979;901.0;113.0;192.0;179.0;417.0;865.0;106.0;184.0;171.0;404.0;36.0;7.0;8.0;8.0;13.0;10.74;1.35;2.29;2.13;4.97
1655;39 years;1980;769.0;107.0;168.0;156.0;338.0;723.0;97.0;161.0;150.0;315.0;46.0;10.0;7.0;6.0;23.0;9.42;1.31;2.06;1.91;4.14
1656;39 years;1981;902.0;126.0;171.0;187.0;418.0;846.0;107.0;162.0;177.0;400.0;56.0;19.0;9.0;10.0;18.0;10.59;1.48;2.01;2.2;4.91
1657;39 years;1982;951.0;119.0;198.0;201.0;433.0;879.0;99.0;182.0;184.0;414.0;72.0;20.0;16.0;17.0;19.0;10.29;1.29;2.14;2.18;4.68
1658;39 years;1983;953.0;151.0;202.0;213.0;387.0;863.0;117.0;186.0;199.0;361.0;90.0;34.0;16.0;14.0;26.0;9.81;1.56;2.08;2.19;3.99
1659;39 years;1984;939.0;132.0;223.0;212.0;372.0;856.0;104.0;204.0;196.0;352.0;83.0;28.0;19.0;16.0;20.0;10.17;1.43;2.42;2.3;4.03
1660;39 years;1985;1363.0;226.0;287.0;302.0;548.0;1228.0;191.0;250.0;276.0;511.0;135.0;35.0;37.0;26.0;37.0;10.69;1.77;2.25;2.37;4.3
1661;39 years;1986;1357.0;261.0;330.0;287.0;479.0;1168.0;189.0;283.0;244.0;452.0;189.0;72.0;47.0;43.0;27.0;10.97;2.11;2.67;2.32;3.87
1662;39 years;1987;1441.0;303.0;357.0;283.0;498.0;1267.0;240.0;308.0;250.0;469.0;174.0;63.0;49.0;33.0;29.0;12.36;2.6;3.06;2.43;4.27
1663;39 years;1988;1429.0;307.0;369.0;285.0;468.0;1242.0;228.0;318.0;255.0;441.0;187.0;79.0;51.0;30.0;27.0;12.67;2.72;3.27;2.53;4.15
1664;39 years;1989;1718.0;366.0;452.0;349.0;551.0;1463.0;261.0;377.0;302.0;523.0;255.0;105.0;75.0;47.0;28.0;15.49;3.3;4.08;3.15;4.97
1665;39 years;1990;1781.0;374.0;558.0;357.0;492.0;1503.0;250.0;480.0;313.0;460.0;278.0;124.0;78.0;44.0;32.0;16.2;3.4;5.08;3.25;4.48
1666;39 years;1991;1939.0;437.0;570.0;380.0;552.0;1647.0;309.0;489.0;338.0;511.0;292.0;128.0;81.0;42.0;41.0;17.09;3.85;5.02;3.35;4.86
1667;39 years;1992;2204.0;526.0;654.0;470.0;554.0;1807.0;365.0;539.0;399.0;504.0;397.0;161.0;115.0;71.0;50.0;19.43;4.64;5.77;4.14;4.88
1668;39 years;1993;2227.0;517.0;721.0;467.0;522.0;1857.0;395.0;583.0;398.0;481.0;370.0;122.0;138.0;69.0;41.0;19.45;4.52;6.3;4.08;4.56
1669;39 years;1994;2314.0;539.0;757.0;481.0;537.0;1867.0;353.0;612.0;416.0;486.0;447.0;186.0;145.0;65.0;51.0;19.9;4.63;6.51;4.14;4.62
1670;39 years;1995;2490.0;598.0;890.0;485.0;517.0;1992.0;403.0;719.0;420.0;450.0;498.0;195.0;171.0;65.0;67.0;21.12;5.07;7.55;4.11;4.39
1671;39 years;1996;2647.0;640.0;908.0;568.0;531.0;2093.0;424.0;738.0;477.0;454.0;554.0;216.0;170.0;91.0;77.0;22.12;5.35;7.59;4.75;4.44
1672;39 years;1997;2782.0;668.0;989.0;586.0;539.0;2115.0;419.0;756.0;479.0;461.0;667.0;249.0;233.0;107.0;78.0;22.89;5.5;8.14;4.82;4.44
1673;39 years;1998;2914.0;753.0;998.0;639.0;524.0;2118.0;414.0;741.0;523.0;440.0;796.0;339.0;257.0;116.0;84.0;23.38;6.04;8.01;5.13;4.21
1674;39 years;1999;3098.0;755.0;1102.0;673.0;568.0;2283.0;415.0;847.0;540.0;481.0;815.0;340.0;255.0;133.0;87.0;24.78;6.04;8.81;5.38;4.54
1675;39 years;2000;3448.0;851.0;1186.0;788.0;623.0;2543.0;499.0;888.0;624.0;532.0;905.0;352.0;298.0;164.0;91.0;26.86;6.63;9.24;6.14;4.85
1676;39 years;2001;3582.0;856.0;1301.0;808.0;617.0;2553.0;477.0;931.0;619.0;526.0;1029.0;379.0;370.0;189.0;91.0;27.72;6.62;10.07;6.25;4.78
1677;39 years;2002;3716.0;922.0;1350.0;850.0;594.0;2521.0;495.0;916.0;637.0;473.0;1195.0;427.0;434.0;213.0;121.0;28.38;7.04;10.31;6.49;4.54
1678;39 years;2003;3969.0;1007.0;1466.0;913.0;583.0;2730.0;560.0;1002.0;683.0;485.0;1239.0;447.0;464.0;230.0;98.0;29.89;7.58;11.04;6.88;4.39
1679;39 years;2004;3912.0;1010.0;1460.0;861.0;581.0;2572.0;514.0;953.0;636.0;469.0;1340.0;496.0;507.0;225.0;112.0;30.09;7.77;11.23;6.62;4.47
1680;39 years;2005;3927.0;985.0;1506.0;830.0;606.0;2526.0;481.0;946.0;606.0;493.0;1401.0;504.0;560.0;224.0;113.0;30.8;7.73;11.81;6.51;4.75
1681;39 years;2006;4076.0;1055.0;1560.0;881.0;580.0;2549.0;501.0;956.0;624.0;468.0;1527.0;554.0;604.0;257.0;112.0;32.23;8.34;12.33;6.97;4.59
1682;39 years;2007;4170.0;1047.0;1633.0;918.0;572.0;2569.0;486.0;999.0;623.0;461.0;1601.0;561.0;634.0;295.0;111.0;32.73;8.22;12.82;7.2;4.49
1683;39 years;2008;4520.0;1138.0;1783.0;976.0;623.0;2668.0;485.0;1036.0;661.0;486.0;1852.0;653.0;747.0;315.0;137.0;34.09;8.58;13.45;7.36;4.7
1684;39 years;2009;4531.0;1169.0;1697.0;1007.0;658.0;2596.0;499.0;911.0;681.0;505.0;1935.0;670.0;786.0;326.0;153.0;34.86;8.99;13.06;7.75;5.06
1685;39 years;2010;4458.0;1196.0;1670.0;1020.0;572.0;2605.0;544.0;953.0;683.0;425.0;1853.0;652.0;717.0;337.0;147.0;35.81;9.61;13.41;8.19;4.6
1686;39 years;2011;4333.0;1179.0;1607.0;922.0;625.0;2544.0;529.0;900.0;620.0;495.0;1789.0;650.0;707.0;302.0;130.0;36.26;9.87;13.45;7.72;5.23
1687;39 years;2012;3950.0;1077.0;1554.0;841.0;478.0;2241.0;465.0;862.0;553.0;361.0;1709.0;612.0;692.0;288.0;117.0;35.87;9.78;14.11;7.64;4.34
1688;39 years;2013;3906.0;1090.0;1542.0;770.0;504.0;2238.0;472.0;866.0;515.0;385.0;1668.0;618.0;676.0;255.0;119.0;36.83;10.28;14.54;7.26;4.75
1689;39 years;2014;3748.0;996.0;1441.0;775.0;536.0;2038.0;422.0;729.0;490.0;397.0;1710.0;574.0;712.0;285.0;139.0;36.98;9.83;14.22;7.65;5.29
1690;40 years;1950;5428.0;289.0;547.0;757.0;3835.0;5396.0;280.0;544.0;755.0;3817.0;32.0;9.0;3.0;2.0;18.0;80.88;4.31;8.15;11.28;57.14
1691;40 years;1951;5240.0;293.0;488.0;680.0;3779.0;5200.0;286.0;482.0;673.0;3759.0;40.0;7.0;6.0;7.0;20.0;79.05;4.42;7.36;10.26;57.01
1692;40 years;1952;5369.0;279.0;476.0;670.0;3944.0;5337.0;271.0;471.0;665.0;3930.0;32.0;8.0;5.0;5.0;14.0;76.43;3.97;6.78;9.54;56.15
1693;40 years;1953;5248.0;262.0;443.0;711.0;3832.0;5221.0;256.0;439.0;707.0;3819.0;27.0;6.0;4.0;4.0;13.0;74.73;3.73;6.31;10.13;54.57
1694;40 years;1954;5174.0;229.0;434.0;689.0;3822.0;5142.0;223.0;429.0;685.0;3805.0;32.0;6.0;5.0;4.0;17.0;72.82;3.22;6.11;9.7;53.79
1695;40 years;1955;4791.0;232.0;403.0;630.0;3526.0;4755.0;225.0;398.0;626.0;3506.0;36.0;7.0;5.0;4.0;20.0;71.82;3.48;6.04;9.44;52.86
1696;40 years;1956;4622.0;231.0;375.0;624.0;3392.0;4593.0;228.0;371.0;618.0;3376.0;29.0;3.0;4.0;6.0;16.0;67.88;3.39;5.51;9.16;49.82
1697;40 years;1957;4402.0;220.0;373.0;574.0;3235.0;4362.0;212.0;363.0;570.0;3217.0;40.0;8.0;10.0;4.0;18.0;65.29;3.26;5.53;8.51;47.98
1698;40 years;1958;4080.0;189.0;336.0;544.0;3011.0;4051.0;180.0;333.0;540.0;2998.0;29.0;9.0;3.0;4.0;13.0;62.23;2.88;5.12;8.3;45.92
1699;40 years;1959;4276.0;206.0;369.0;614.0;3087.0;4243.0;197.0;365.0;606.0;3075.0;33.0;9.0;4.0;8.0;12.0;63.92;3.08;5.52;9.18;46.15
1700;40 years;1960;4645.0;229.0;432.0;669.0;3315.0;4598.0;218.0;424.0;663.0;3293.0;47.0;11.0;8.0;6.0;22.0;58.38;2.88;5.43;8.41;41.67
1701;40 years;1961;4463.0;201.0;416.0;638.0;3208.0;4430.0;190.0;409.0;634.0;3197.0;33.0;11.0;7.0;4.0;11.0;57.2;2.58;5.33;8.18;41.11
1702;40 years;1962;4278.0;237.0;370.0;631.0;3040.0;4229.0;229.0;363.0;622.0;3015.0;49.0;8.0;7.0;9.0;25.0;55.83;3.09;4.83;8.24;39.68
1703;40 years;1963;4125.0;210.0;377.0;617.0;2921.0;4085.0;203.0;373.0;610.0;2899.0;40.0;7.0;4.0;7.0;22.0;52.17;2.66;4.77;7.8;36.95
1704;40 years;1964;3820.0;207.0;377.0;589.0;2647.0;3785.0;200.0;371.0;583.0;2631.0;35.0;7.0;6.0;6.0;16.0;49.35;2.67;4.87;7.61;34.2
