ID;SITC;GroupsOfCountries;Periods;ImportValue_1;ExportValue_2;BalanceOfTrade_3;ChangeInImportValue_4;ChangeInExportValue_5;ImportValue_6;ExportValue_7;BalanceOfTrade_8;ChangeInImportValue_9;ChangeInExportValue_10
5203;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2006 March;;;;;;510.0;1347.0;837.0;26.1;9.7
5204;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2006 April;;;;;;437.0;1180.0;743.0;7.8;-1.7
5205;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2006 May;;;;;;485.0;1377.0;892.0;30.0;21.2
5206;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2006 June;;;;;;503.0;1077.0;574.0;28.8;14.1
5207;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2006 July;;;;;;411.0;878.0;467.0;23.2;9.8
5208;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2006 August;;;;;;445.0;1045.0;601.0;33.3;10.9
5209;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2006 September;;;;;;507.0;1170.0;664.0;27.0;10.8
5210;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2006 October;;;;;;532.0;1210.0;677.0;26.8;20.4
5211;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2006 November;;;;;;534.0;1179.0;645.0;31.4;19.3
5212;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2006 December;;;;;;466.0;1121.0;656.0;9.4;11.9
5213;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2006;;;;;;5659.0;13670.0;8011.0;23.4;11.2
5214;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2007 January;506.0;1114.0;608.0;;;500.0;1151.0;651.0;;
5215;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2007 February;511.0;1251.0;740.0;;;501.0;1280.0;779.0;;
5216;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2007 March;608.0;1473.0;865.0;;;598.0;1511.0;913.0;;
5217;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2007 April;580.0;1272.0;692.0;;;572.0;1291.0;719.0;;
5218;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2007 May;623.0;1350.0;727.0;;;613.0;1387.0;773.0;;
5219;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2007 June;635.0;1180.0;545.0;;;623.0;1192.0;569.0;;
5220;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2007 July;510.0;998.0;488.0;;;502.0;1022.0;520.0;;
5221;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2007 August;493.0;1040.0;547.0;;;486.0;1055.0;569.0;;
5222;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2007 September;526.0;1092.0;566.0;;;517.0;1086.0;569.0;;
5223;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2007 October;599.0;1171.0;572.0;;;590.0;1184.0;594.0;;
5224;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2007 November;584.0;1091.0;507.0;;;572.0;1111.0;539.0;;
5225;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2007 December;519.0;1011.0;492.0;;;512.0;1020.0;508.0;;
5226;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2007;6693.0;14046.0;7353.0;;;6585.0;14289.0;7704.0;;
5227;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2008 January;548.0;1159.0;611.0;;;;;;;
5228;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2008 February;650.0;1397.0;746.0;;;;;;;
5229;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2008 March;617.0;1357.0;740.0;;;;;;;
5230;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2008 April;605.0;1308.0;704.0;;;;;;;
5231;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2008 May;592.0;1318.0;726.0;;;;;;;
5232;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2008 June;550.0;1130.0;580.0;;;;;;;
5233;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2008 July;574.0;993.0;419.0;;;;;;;
5234;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2008 August;500.0;1019.0;519.0;;;;;;;
5235;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2008 September;596.0;1190.0;594.0;;;;;;;
5236;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2008 October;575.0;1113.0;538.0;;;;;;;
5237;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2008 November;500.0;899.0;400.0;;;;;;;
5238;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2008 December;402.0;945.0;543.0;;;;;;;
5239;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2008;6708.0;13828.0;7120.0;;;;;;;
5240;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2009 January;345.0;827.0;481.0;-37.0;-28.7;;;;;
5241;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2009 February;397.0;971.0;575.0;-39.0;-30.5;;;;;
5242;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2009 March;431.0;1114.0;683.0;-30.1;-17.9;;;;;
5243;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2009 April;437.0;1097.0;660.0;-27.7;-16.1;;;;;
5244;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2009 May;441.0;994.0;552.0;-25.4;-24.6;;;;;
5245;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2009 June;432.0;929.0;497.0;-21.5;-17.8;;;;;
5246;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2009 July;391.0;790.0;399.0;-31.9;-20.4;;;;;
5247;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2009 August;390.0;807.0;416.0;-21.9;-20.9;;;;;
5248;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2009 September;445.0;991.0;546.0;-25.3;-16.7;;;;;
5249;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2009 October;499.0;973.0;474.0;-13.1;-12.6;;;;;
5250;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2009 November;537.0;935.0;398.0;7.4;3.9;;;;;
5251;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2009 December;487.0;912.0;425.0;21.2;-3.4;;;;;
5252;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2009;5233.0;11340.0;6107.0;-22.0;-18.0;;;;;
5253;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2010 January;439.0;902.0;463.0;27.2;9.1;;;;;
5254;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2010 February;506.0;1110.0;604.0;27.6;14.3;;;;;
5255;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2010 March;621.0;1489.0;868.0;44.1;33.6;;;;;
5256;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2010 April;621.0;1391.0;770.0;41.9;26.8;;;;;
5257;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2010 May;569.0;1368.0;799.0;28.9;37.6;;;;;
5258;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2010 June;581.0;1199.0;618.0;34.5;29.0;;;;;
5259;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2010 July;535.0;955.0;420.0;36.9;20.9;;;;;
5260;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2010 August;533.0;1020.0;487.0;36.6;26.4;;;;;
5261;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2010 September;588.0;1180.0;593.0;32.0;19.1;;;;;
5262;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2010 October;684.0;1173.0;489.0;37.2;20.6;;;;;
5263;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2010 November;570.0;1193.0;622.0;6.2;27.6;;;;;
5264;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2010 December;581.0;1047.0;466.0;19.2;14.7;;;;;
5265;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2010;6828.0;14027.0;7198.0;30.5;23.7;;;;;
5266;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2011 January;643.0;1279.0;636.0;46.5;41.8;;;;;
5267;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2011 February;739.0;1358.0;619.0;46.0;22.3;;;;;
5268;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2011 March;778.0;1587.0;809.0;25.3;6.6;;;;;
5269;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2011 April;613.0;1483.0;870.0;-1.2;6.6;;;;;
5270;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2011 May;701.0;1454.0;753.0;23.2;6.3;;;;;
5271;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2011 June;700.0;1160.0;460.0;20.5;-3.2;;;;;
5272;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2011 July;666.0;1021.0;355.0;24.4;6.9;;;;;
5273;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2011 August;698.0;1103.0;405.0;31.0;8.2;;;;;
5274;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2011 September;689.0;1246.0;557.0;17.1;5.5;;;;;
5275;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2011 October;658.0;1140.0;483.0;-3.9;-2.8;;;;;
5276;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2011 November;691.0;1146.0;455.0;21.2;-3.9;;;;;
5277;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2011 December;635.0;1153.0;519.0;9.3;10.2;;;;;
5278;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2011;8210.0;15131.0;6921.0;20.2;7.9;;;;;
5279;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2012 January;616.0;1181.0;565.0;-4.2;-7.7;;;;;
5280;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2012 February;648.0;1376.0;727.0;-12.2;1.3;;;;;
5281;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2012 March;742.0;1658.0;916.0;-4.6;4.5;;;;;
5282;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2012 April;635.0;1428.0;792.0;3.6;-3.7;;;;;
5283;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2012 May;651.0;1508.0;857.0;-7.0;3.7;;;;;
5284;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2012 June;660.0;1265.0;606.0;-5.7;9.1;;;;;
5285;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2012 July;613.0;1069.0;457.0;-8.0;4.7;;;;;
5286;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2012 August;615.0;1184.0;569.0;-11.8;7.3;;;;;
5287;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2012 September;594.0;1235.0;641.0;-13.7;-0.8;;;;;
5288;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2012 October;670.0;1334.0;664.0;1.9;17.0;;;;;
5289;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2012 November;641.0;1255.0;614.0;-7.3;9.5;;;;;
5290;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2012 December;546.0;1111.0;565.0;-13.9;-3.7;;;;;
5291;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2012;7633.0;15605.0;7972.0;-7.0;3.1;;;;;
5292;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2013 January;575.0;1316.0;742.0;-6.8;11.5;;;;;
5293;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2013 February;572.0;1382.0;811.0;-11.8;0.5;;;;;
5294;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2013 March;651.0;1493.0;842.0;-12.3;-10.0;;;;;
5295;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2013 April;613.0;1394.0;782.0;-3.6;-2.3;;;;;
5296;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2013 May;594.0;1517.0;924.0;-8.8;0.6;;;;;
5297;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2013 June;585.0;1109.0;525.0;-11.4;-12.3;;;;;
5298;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2013 July;524.0;1034.0;510.0;;;;;;;
5299;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2013 August;592.0;1037.0;446.0;;;;;;;
5300;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2013 September;584.0;1220.0;636.0;;;;;;;
5301;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2013 October;651.0;1178.0;527.0;;;;;;;
5302;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2013 November;567.0;1131.0;564.0;;;;;;;
5303;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2013 December;583.0;1096.0;513.0;;;;;;;
5304;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2013;7089.0;14909.0;7820.0;;;;;;;
5305;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2014 January;564.0;1215.0;651.0;;;;;;;
5306;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2014 February;650.0;1336.0;686.0;;;;;;;
5307;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2014 March;621.0;1537.0;915.0;;;;;;;
5308;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2014 April;628.0;1462.0;834.0;;;;;;;
5309;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2014 May;595.0;1435.0;840.0;;;;;;;
5310;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2014 June;566.0;1205.0;639.0;;;;;;;
5311;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2014 July;591.0;1191.0;600.0;12.7;15.2;;;;;
5312;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2014 August;493.0;1096.0;603.0;-16.7;5.6;;;;;
5313;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2014 September;602.0;1272.0;670.0;3.1;4.3;;;;;
5314;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2014 October;633.0;1227.0;595.0;-2.8;4.2;;;;;
5315;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2014 November;601.0;1093.0;492.0;6.0;-3.4;;;;;
5316;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2014 December;574.0;1133.0;560.0;-1.5;3.4;;;;;
5317;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2014;7118.0;15203.0;8085.0;;;;;;;
5318;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2015 January;523.0;1156.0;633.0;;;;;;;
5319;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2015 February;575.0;1282.0;707.0;;;;;;;
5320;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2015 March;727.0;1604.0;877.0;;;;;;;
5321;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2015 April;654.0;1431.0;778.0;;;;;;;
5322;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2015 May;569.0;1389.0;820.0;;;;;;;
5323;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2015 June;608.0;1241.0;633.0;;;;;;;
5324;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2015 July;551.0;1056.0;506.0;;;;;;;
5325;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2015 August;534.0;1014.0;481.0;;;;;;;
5326;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2015 September;647.0;1170.0;524.0;;;;;;;
5327;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2015 October;648.0;1183.0;535.0;;;;;;;
5328;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2015 November;579.0;1132.0;553.0;;;;;;;
5329;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2015 December;560.0;1130.0;569.0;;;;;;;
5330;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2015;7175.0;14789.0;7614.0;;;;;;;
5331;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2016 January;463.0;1087.0;624.0;-11.4;-6.0;;;;;
5332;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2016 February;548.0;1342.0;793.0;-4.6;4.7;;;;;
5333;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2016 March;592.0;1507.0;914.0;-18.5;-6.0;;;;;
5334;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2016 April;561.0;1372.0;811.0;-14.2;-4.1;;;;;
5335;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2016 May;540.0;1392.0;852.0;-5.1;0.2;;;;;
5336;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2016 June;546.0;1172.0;626.0;-10.3;-5.6;;;;;
5337;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2016 July;563.0;1054.0;491.0;2.2;-0.2;;;;;
5338;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2016 August;529.0;1112.0;583.0;-0.8;9.6;;;;;
5339;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2016 September;608.0;1206.0;598.0;-6.0;3.0;;;;;
5340;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2016 October;608.0;1217.0;609.0;-6.2;2.9;;;;;
5341;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2016 November;634.0;1238.0;605.0;9.4;9.4;;;;;
5342;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2016 December;635.0;1162.0;527.0;13.3;2.9;;;;;
5343;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2016;6827.0;14861.0;8034.0;-4.9;0.5;;;;;
5344;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2017 January;610.0;1219.0;609.0;31.7;12.1;;;;;
5345;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2017 February;645.0;1433.0;788.0;17.7;6.8;;;;;
5346;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2017 March;706.0;1705.0;999.0;19.2;13.2;;;;;
5347;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2017 April;583.0;1377.0;794.0;4.0;0.3;;;;;
5348;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2017 May;682.0;1627.0;945.0;26.3;16.9;;;;;
5349;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2017 June;626.0;1213.0;587.0;14.7;3.5;;;;;
5350;2 Crude materials, inedible, except f...;European Union (excl. the Netherlands);2017 July;601.0;1079.0;478.0;6.9;2.4;;;;;
