ID;PlaatsEnGemeentenamen;Gemeentecode_1;Gemeentenaam_2;Provinciecode_3;Provincienaam_4;PlaatsnaamPTTWoonplaatsnaam_5;PlaatsnaamGemeentenaam_6;Plaatsnaam_7
5412;Tynaarlo;1730;Tynaarlo                                        ;22;Drenthe      ;ja ;ja ;Tynaarlo                                         
5413;Tytsjerk;737;Tytsjerksteradiel                               ;21;Friesland    ;ja ;nee;Tytsjerk                                         
5414;Tytsjerksteradiel;737;Tytsjerksteradiel                               ;21;Friesland    ;nee;ja ;Tytsjerksteradiel                                
5415;Tzum;70;Franekeradeel                                   ;21;Friesland    ;ja ;nee;Tzum                                             
5416;Tzummarum;70;Franekeradeel                                   ;21;Friesland    ;ja ;nee;Tzummarum                                        
5417;Ubach over Worms;882;Landgraaf                                       ;31;Limburg      ;nee;nee;Ubach over Worms                                 
5418;Ubachsberg;986;Voerendaal                                      ;31;Limburg      ;nee;nee;Ubachsberg                                       
5419;Ubbena;106;Assen                                           ;22;Drenthe      ;ja ;nee;Ubbena                                           
5420;Ubbergen;282;Ubbergen                                        ;25;Gelderland   ;ja ;ja ;Ubbergen                                         
5421;Ubroek;983;Venlo                                           ;31;Limburg      ;nee;nee;Ubroek                                           
5422;Uddel;200;Apeldoorn                                       ;25;Gelderland   ;ja ;nee;Uddel                                            
5423;Uden;856;Uden                                            ;30;Noord-Brabant;ja ;ja ;Uden                                             
5424;Udenhout;855;Tilburg                                         ;30;Noord-Brabant;ja ;nee;Udenhout                                         
5425;Uffelse;1640;Leudal                                          ;31;Limburg      ;nee;nee;Uffelse                                          
5426;Uffelte;1701;Westerveld                                      ;22;Drenthe      ;ja ;nee;Uffelte                                          
5427;Ugchelen;200;Apeldoorn                                       ;25;Gelderland   ;ja ;nee;Ugchelen                                         
5428;Uilesprong;86;Opsterland                                      ;21;Friesland    ;nee;nee;Uilesprong                                       
5429;Uitdam;852;Waterland                                       ;27;Noord-Holland;ja ;nee;Uitdam                                           
5430;Uiteinde;10;Delfzijl                                        ;20;Groningen    ;nee;nee;Uiteinde                                         
5431;Uiteinde;90;Smallingerland                                  ;21;Friesland    ;nee;nee;Uiteinde                                         
5432;Uiterburen;1987;Menterwolde                                     ;20;Groningen    ;nee;nee;Uiterburen                                       
5433;Uiterwaard;1705;Lingewaard                                      ;25;Gelderland   ;nee;nee;Uiterwaard                                       
5434;Uitgeest;450;Uitgeest                                        ;27;Noord-Holland;ja ;ja ;Uitgeest                                         
5435;Uithoorn;451;Uithoorn                                        ;27;Noord-Holland;ja ;ja ;Uithoorn                                         
5436;Uithuizen;1651;Eemsmond                                        ;20;Groningen    ;ja ;nee;Uithuizen                                        
5437;Uithuizermeeden;1651;Eemsmond                                        ;20;Groningen    ;ja ;nee;Uithuizermeeden                                  
5438;Uitweg;331;Lopik                                           ;26;Utrecht      ;nee;nee;Uitweg                                           
5439;Uitwellingerga;683;Wymbritseradiel                                 ;21;Friesland    ;ja ;nee;Uitwellingerga                                   
5440;Uitwierde;10;Delfzijl                                        ;20;Groningen    ;nee;nee;Uitwierde                                        
5441;Uitwijk;874;Woudrichem                                      ;30;Noord-Brabant;ja ;nee;Uitwijk                                          
5442;Ulestraten;938;Meerssen                                        ;31;Limburg      ;ja ;nee;Ulestraten                                       
5443;Ulft;1509;Oude IJsselstreek                               ;25;Gelderland   ;ja ;nee;Ulft                                             
5444;Ulfterhoek;1507;Horst aan de Maas                               ;31;Limburg      ;nee;nee;Ulfterhoek                                       
