ID;Services;Countries;Periods;ImportsOfServices_1;ExportsOfServices_2;NetServices_3
8352;SC Transport services;Germany;2020 3rd quarter;1005.0;1692.0;687.0
8353;SC Transport services;Germany;2020 4th quarter;1068.0;1801.0;734.0
8354;SC Transport services;Germany;2020;4133.0;6845.0;2712.0
8355;SC Transport services;Germany;2021 1st quarter;1145.0;1738.0;593.0
8356;SC Transport services;Germany;2021 2nd quarter;1259.0;1894.0;635.0
8357;SC Transport services;Germany;2021 3rd quarter;1333.0;1989.0;656.0
8358;SC Transport services;Germany;2021 4th quarter;1526.0;2288.0;762.0
8359;SC Transport services;Germany;2021;5262.0;7909.0;2647.0
8360;SC Transport services;Germany;2022 1st quarter;1384.0;1875.0;490.0
8361;SC Transport services;Germany;2022 2nd quarter;1533.0;2108.0;575.0
8362;SC Transport services;Germany;2022 3rd quarter;1602.0;2146.0;544.0
8363;SC Transport services;Germany;2022 4th quarter;1671.0;2385.0;714.0
8364;SC Transport services;Germany;2022;6190.0;8514.0;2324.0
8365;SC Transport services;Germany;2023 1st quarter;1645.0;2218.0;572.0
8366;SC Transport services;Germany;2023 2nd quarter;1470.0;2262.0;792.0
8367;SC Transport services;Germany;2023 3rd quarter;1483.0;2189.0;706.0
8368;SC Transport services;Germany;2023 4th quarter;1566.0;2195.0;629.0
8369;SC Transport services;Germany;2023;6165.0;8864.0;2699.0
8370;SC Transport services;Germany;2024 1st quarter;1535.0;2190.0;655.0
8371;SC Transport services;Germany;2024 2nd quarter;1562.0;2358.0;796.0
8372;SC Transport services;Germany;2024 3rd quarter;1572.0;2335.0;763.0
8373;SC Transport services;Germany;2024 4th quarter;1933.0;2441.0;509.0
8374;SC Transport services;Germany;2024;6602.0;9326.0;2723.0
8375;SC Transport services;Greece;2020 1st quarter;25.0;34.0;9.0
8376;SC Transport services;Greece;2020 2nd quarter;28.0;22.0;-6.0
8377;SC Transport services;Greece;2020 3rd quarter;30.0;30.0;0.0
8378;SC Transport services;Greece;2020 4th quarter;31.0;31.0;0.0
8379;SC Transport services;Greece;2020;114.0;116.0;3.0
8380;SC Transport services;Greece;2021 1st quarter;38.0;29.0;-9.0
8381;SC Transport services;Greece;2021 2nd quarter;56.0;35.0;-21.0
8382;SC Transport services;Greece;2021 3rd quarter;53.0;35.0;-18.0
8383;SC Transport services;Greece;2021 4th quarter;43.0;41.0;-2.0
8384;SC Transport services;Greece;2021;190.0;139.0;-50.0
8385;SC Transport services;Greece;2022 1st quarter;56.0;47.0;-9.0
8386;SC Transport services;Greece;2022 2nd quarter;68.0;51.0;-17.0
8387;SC Transport services;Greece;2022 3rd quarter;61.0;56.0;-4.0
8388;SC Transport services;Greece;2022 4th quarter;44.0;48.0;3.0
8389;SC Transport services;Greece;2022;229.0;202.0;-27.0
8390;SC Transport services;Greece;2023 1st quarter;57.0;48.0;-8.0
8391;SC Transport services;Greece;2023 2nd quarter;61.0;55.0;-6.0
8392;SC Transport services;Greece;2023 3rd quarter;71.0;56.0;-15.0
8393;SC Transport services;Greece;2023 4th quarter;51.0;54.0;3.0
8394;SC Transport services;Greece;2023;240.0;213.0;-26.0
8395;SC Transport services;Greece;2024 1st quarter;51.0;56.0;5.0
8396;SC Transport services;Greece;2024 2nd quarter;55.0;56.0;1.0
8397;SC Transport services;Greece;2024 3rd quarter;66.0;58.0;-9.0
8398;SC Transport services;Greece;2024 4th quarter;55.0;63.0;8.0
8399;SC Transport services;Greece;2024;227.0;232.0;5.0
8400;SC Transport services;Hungary;2020 1st quarter;71.0;57.0;-13.0
8401;SC Transport services;Hungary;2020 2nd quarter;65.0;48.0;-17.0
8402;SC Transport services;Hungary;2020 3rd quarter;67.0;51.0;-16.0
8403;SC Transport services;Hungary;2020 4th quarter;70.0;51.0;-19.0
8404;SC Transport services;Hungary;2020;273.0;207.0;-66.0
8405;SC Transport services;Hungary;2021 1st quarter;75.0;53.0;-22.0
8406;SC Transport services;Hungary;2021 2nd quarter;78.0;59.0;-19.0
8407;SC Transport services;Hungary;2021 3rd quarter;91.0;61.0;-30.0
8408;SC Transport services;Hungary;2021 4th quarter;106.0;69.0;-36.0
8409;SC Transport services;Hungary;2021;350.0;242.0;-108.0
8410;SC Transport services;Hungary;2022 1st quarter;84.0;69.0;-14.0
8411;SC Transport services;Hungary;2022 2nd quarter;100.0;76.0;-23.0
8412;SC Transport services;Hungary;2022 3rd quarter;106.0;75.0;-31.0
8413;SC Transport services;Hungary;2022 4th quarter;98.0;72.0;-26.0
8414;SC Transport services;Hungary;2022;387.0;292.0;-95.0
8415;SC Transport services;Hungary;2023 1st quarter;99.0;68.0;-32.0
8416;SC Transport services;Hungary;2023 2nd quarter;92.0;64.0;-29.0
8417;SC Transport services;Hungary;2023 3rd quarter;95.0;51.0;-44.0
8418;SC Transport services;Hungary;2023 4th quarter;101.0;66.0;-35.0
8419;SC Transport services;Hungary;2023;389.0;249.0;-140.0
8420;SC Transport services;Hungary;2024 1st quarter;103.0;70.0;-33.0
8421;SC Transport services;Hungary;2024 2nd quarter;97.0;76.0;-21.0
8422;SC Transport services;Hungary;2024 3rd quarter;115.0;71.0;-44.0
8423;SC Transport services;Hungary;2024 4th quarter;107.0;71.0;-35.0
8424;SC Transport services;Hungary;2024;421.0;288.0;-133.0
8425;SC Transport services;Hong Kong;2020 1st quarter;47.0;76.0;30.0
8426;SC Transport services;Hong Kong;2020 2nd quarter;35.0;77.0;42.0
8427;SC Transport services;Hong Kong;2020 3rd quarter;34.0;109.0;75.0
8428;SC Transport services;Hong Kong;2020 4th quarter;53.0;119.0;67.0
8429;SC Transport services;Hong Kong;2020;168.0;381.0;213.0
8430;SC Transport services;Hong Kong;2021 1st quarter;42.0;82.0;40.0
8431;SC Transport services;Hong Kong;2021 2nd quarter;36.0;140.0;104.0
8432;SC Transport services;Hong Kong;2021 3rd quarter;42.0;79.0;37.0
8433;SC Transport services;Hong Kong;2021 4th quarter;86.0;113.0;27.0
8434;SC Transport services;Hong Kong;2021;207.0;414.0;207.0
8435;SC Transport services;Hong Kong;2022 1st quarter;70.0;69.0;-1.0
8436;SC Transport services;Hong Kong;2022 2nd quarter;55.0;50.0;-5.0
8437;SC Transport services;Hong Kong;2022 3rd quarter;51.0;67.0;16.0
8438;SC Transport services;Hong Kong;2022 4th quarter;43.0;72.0;28.0
8439;SC Transport services;Hong Kong;2022;220.0;257.0;38.0
8440;SC Transport services;Hong Kong;2023 1st quarter;86.0;61.0;-25.0
8441;SC Transport services;Hong Kong;2023 2nd quarter;62.0;87.0;25.0
8442;SC Transport services;Hong Kong;2023 3rd quarter;91.0;104.0;13.0
8443;SC Transport services;Hong Kong;2023 4th quarter;72.0;81.0;9.0
8444;SC Transport services;Hong Kong;2023;311.0;333.0;22.0
8445;SC Transport services;Hong Kong;2024 1st quarter;61.0;81.0;20.0
8446;SC Transport services;Hong Kong;2024 2nd quarter;54.0;97.0;43.0
8447;SC Transport services;Hong Kong;2024 3rd quarter;67.0;98.0;31.0
8448;SC Transport services;Hong Kong;2024 4th quarter;78.0;140.0;62.0
8449;SC Transport services;Hong Kong;2024;259.0;416.0;156.0
8450;SC Transport services;Ireland;2020 1st quarter;206.0;241.0;35.0
8451;SC Transport services;Ireland;2020 2nd quarter;204.0;267.0;63.0
8452;SC Transport services;Ireland;2020 3rd quarter;208.0;277.0;69.0
8453;SC Transport services;Ireland;2020 4th quarter;239.0;329.0;90.0
8454;SC Transport services;Ireland;2020;857.0;1114.0;256.0
8455;SC Transport services;Ireland;2021 1st quarter;236.0;301.0;65.0
8456;SC Transport services;Ireland;2021 2nd quarter;258.0;302.0;43.0
8457;SC Transport services;Ireland;2021 3rd quarter;308.0;366.0;59.0
8458;SC Transport services;Ireland;2021 4th quarter;378.0;445.0;67.0
8459;SC Transport services;Ireland;2021;1180.0;1413.0;234.0
8460;SC Transport services;Ireland;2022 1st quarter;433.0;1262.0;829.0
8461;SC Transport services;Ireland;2022 2nd quarter;474.0;1330.0;856.0
8462;SC Transport services;Ireland;2022 3rd quarter;446.0;1275.0;829.0
8463;SC Transport services;Ireland;2022 4th quarter;451.0;1268.0;817.0
8464;SC Transport services;Ireland;2022;1804.0;5134.0;3330.0
8465;SC Transport services;Ireland;2023 1st quarter;388.0;334.0;-54.0
8466;SC Transport services;Ireland;2023 2nd quarter;402.0;312.0;-90.0
8467;SC Transport services;Ireland;2023 3rd quarter;406.0;329.0;-77.0
8468;SC Transport services;Ireland;2023 4th quarter;428.0;402.0;-26.0
8469;SC Transport services;Ireland;2023;1624.0;1377.0;-247.0
8470;SC Transport services;Ireland;2024 1st quarter;380.0;344.0;-36.0
8471;SC Transport services;Ireland;2024 2nd quarter;390.0;347.0;-44.0
8472;SC Transport services;Ireland;2024 3rd quarter;410.0;376.0;-34.0
8473;SC Transport services;Ireland;2024 4th quarter;381.0;447.0;66.0
8474;SC Transport services;Ireland;2024;1561.0;1513.0;-48.0
8475;SC Transport services;Iceland;2020 1st quarter;3.0;9.0;5.0
8476;SC Transport services;Iceland;2020 2nd quarter;1.0;41.0;40.0
8477;SC Transport services;Iceland;2020 3rd quarter;1.0;50.0;48.0
8478;SC Transport services;Iceland;2020 4th quarter;2.0;46.0;44.0
8479;SC Transport services;Iceland;2020;8.0;145.0;138.0
8480;SC Transport services;Iceland;2021 1st quarter;1.0;43.0;42.0
8481;SC Transport services;Iceland;2021 2nd quarter;3.0;54.0;51.0
8482;SC Transport services;Iceland;2021 3rd quarter;3.0;55.0;52.0
8483;SC Transport services;Iceland;2021 4th quarter;5.0;61.0;56.0
8484;SC Transport services;Iceland;2021;12.0;213.0;201.0
8485;SC Transport services;Iceland;2022 1st quarter;4.0;52.0;48.0
8486;SC Transport services;Iceland;2022 2nd quarter;11.0;58.0;47.0
8487;SC Transport services;Iceland;2022 3rd quarter;18.0;53.0;36.0
8488;SC Transport services;Iceland;2022 4th quarter;16.0;55.0;39.0
8489;SC Transport services;Iceland;2022;49.0;218.0;169.0
8490;SC Transport services;Iceland;2023 1st quarter;4.0;51.0;46.0
8491;SC Transport services;Iceland;2023 2nd quarter;14.0;52.0;37.0
8492;SC Transport services;Iceland;2023 3rd quarter;14.0;49.0;35.0
8493;SC Transport services;Iceland;2023 4th quarter;5.0;45.0;40.0
8494;SC Transport services;Iceland;2023;37.0;196.0;159.0
8495;SC Transport services;Iceland;2024 1st quarter;11.0;51.0;40.0
8496;SC Transport services;Iceland;2024 2nd quarter;22.0;53.0;32.0
8497;SC Transport services;Iceland;2024 3rd quarter;18.0;62.0;43.0
8498;SC Transport services;Iceland;2024 4th quarter;11.0;60.0;50.0
8499;SC Transport services;Iceland;2024;62.0;227.0;165.0
8500;SC Transport services;India;2020 1st quarter;36.0;49.0;13.0
8501;SC Transport services;India;2020 2nd quarter;8.0;29.0;22.0
8502;SC Transport services;India;2020 3rd quarter;13.0;46.0;32.0
8503;SC Transport services;India;2020 4th quarter;12.0;38.0;26.0
8504;SC Transport services;India;2020;69.0;162.0;93.0
8505;SC Transport services;India;2021 1st quarter;37.0;58.0;21.0
8506;SC Transport services;India;2021 2nd quarter;24.0;48.0;24.0
8507;SC Transport services;India;2021 3rd quarter;27.0;65.0;39.0
8508;SC Transport services;India;2021 4th quarter;48.0;65.0;17.0
8509;SC Transport services;India;2021;136.0;236.0;100.0
8510;SC Transport services;India;2022 1st quarter;78.0;73.0;-4.0
8511;SC Transport services;India;2022 2nd quarter;51.0;93.0;42.0
8512;SC Transport services;India;2022 3rd quarter;37.0;119.0;82.0
8513;SC Transport services;India;2022 4th quarter;56.0;123.0;67.0
8514;SC Transport services;India;2022;222.0;408.0;187.0
8515;SC Transport services;India;2023 1st quarter;55.0;86.0;31.0
8516;SC Transport services;India;2023 2nd quarter;18.0;79.0;61.0
8517;SC Transport services;India;2023 3rd quarter;21.0;78.0;57.0
8518;SC Transport services;India;2023 4th quarter;28.0;73.0;46.0
8519;SC Transport services;India;2023;121.0;317.0;196.0
8520;SC Transport services;India;2024 1st quarter;65.0;71.0;6.0
8521;SC Transport services;India;2024 2nd quarter;21.0;90.0;69.0
8522;SC Transport services;India;2024 3rd quarter;37.0;109.0;72.0
8523;SC Transport services;India;2024 4th quarter;39.0;102.0;62.0
8524;SC Transport services;India;2024;163.0;372.0;209.0
8525;SC Transport services;Indonesia;2020 1st quarter;7.0;29.0;22.0
8526;SC Transport services;Indonesia;2020 2nd quarter;3.0;21.0;18.0
8527;SC Transport services;Indonesia;2020 3rd quarter;4.0;23.0;19.0
8528;SC Transport services;Indonesia;2020 4th quarter;7.0;22.0;15.0
8529;SC Transport services;Indonesia;2020;21.0;94.0;74.0
8530;SC Transport services;Indonesia;2021 1st quarter;10.0;16.0;6.0
8531;SC Transport services;Indonesia;2021 2nd quarter;16.0;33.0;17.0
8532;SC Transport services;Indonesia;2021 3rd quarter;6.0;29.0;23.0
8533;SC Transport services;Indonesia;2021 4th quarter;11.0;32.0;21.0
8534;SC Transport services;Indonesia;2021;43.0;109.0;66.0
8535;SC Transport services;Indonesia;2022 1st quarter;18.0;28.0;10.0
8536;SC Transport services;Indonesia;2022 2nd quarter;12.0;29.0;17.0
8537;SC Transport services;Indonesia;2022 3rd quarter;14.0;38.0;24.0
8538;SC Transport services;Indonesia;2022 4th quarter;19.0;33.0;13.0
8539;SC Transport services;Indonesia;2022;63.0;127.0;64.0
8540;SC Transport services;Indonesia;2023 1st quarter;12.0;50.0;38.0
8541;SC Transport services;Indonesia;2023 2nd quarter;22.0;51.0;29.0
8542;SC Transport services;Indonesia;2023 3rd quarter;28.0;61.0;34.0
8543;SC Transport services;Indonesia;2023 4th quarter;25.0;65.0;40.0
8544;SC Transport services;Indonesia;2023;86.0;226.0;141.0
8545;SC Transport services;Indonesia;2024 1st quarter;16.0;62.0;45.0
8546;SC Transport services;Indonesia;2024 2nd quarter;21.0;42.0;21.0
8547;SC Transport services;Indonesia;2024 3rd quarter;20.0;57.0;37.0
8548;SC Transport services;Indonesia;2024 4th quarter;23.0;57.0;33.0
8549;SC Transport services;Indonesia;2024;80.0;217.0;137.0
8550;SC Transport services;Israel;2020 1st quarter;37.0;27.0;-9.0
8551;SC Transport services;Israel;2020 2nd quarter;35.0;33.0;-2.0
8552;SC Transport services;Israel;2020 3rd quarter;30.0;36.0;6.0
8553;SC Transport services;Israel;2020 4th quarter;30.0;32.0;2.0
8554;SC Transport services;Israel;2020;131.0;128.0;-3.0
8555;SC Transport services;Israel;2021 1st quarter;34.0;36.0;2.0
8556;SC Transport services;Israel;2021 2nd quarter;35.0;41.0;6.0
8557;SC Transport services;Israel;2021 3rd quarter;35.0;60.0;25.0
8558;SC Transport services;Israel;2021 4th quarter;40.0;50.0;10.0
8559;SC Transport services;Israel;2021;144.0;187.0;42.0
8560;SC Transport services;Israel;2022 1st quarter;36.0;48.0;11.0
8561;SC Transport services;Israel;2022 2nd quarter;46.0;59.0;13.0
8562;SC Transport services;Israel;2022 3rd quarter;34.0;66.0;32.0
8563;SC Transport services;Israel;2022 4th quarter;30.0;49.0;19.0
8564;SC Transport services;Israel;2022;147.0;222.0;75.0
8565;SC Transport services;Israel;2023 1st quarter;38.0;63.0;25.0
8566;SC Transport services;Israel;2023 2nd quarter;18.0;47.0;30.0
8567;SC Transport services;Israel;2023 3rd quarter;20.0;33.0;13.0
8568;SC Transport services;Israel;2023 4th quarter;15.0;31.0;16.0
8569;SC Transport services;Israel;2023;90.0;175.0;85.0
8570;SC Transport services;Israel;2024 1st quarter;18.0;27.0;9.0
8571;SC Transport services;Israel;2024 2nd quarter;19.0;45.0;26.0
8572;SC Transport services;Israel;2024 3rd quarter;14.0;33.0;19.0
8573;SC Transport services;Israel;2024 4th quarter;12.0;35.0;23.0
8574;SC Transport services;Israel;2024;63.0;141.0;78.0
8575;SC Transport services;Italy;2020 1st quarter;349.0;397.0;48.0
8576;SC Transport services;Italy;2020 2nd quarter;334.0;296.0;-37.0
8577;SC Transport services;Italy;2020 3rd quarter;336.0;341.0;5.0
8578;SC Transport services;Italy;2020 4th quarter;387.0;447.0;60.0
8579;SC Transport services;Italy;2020;1406.0;1481.0;76.0
8580;SC Transport services;Italy;2021 1st quarter;388.0;373.0;-15.0
8581;SC Transport services;Italy;2021 2nd quarter;411.0;441.0;30.0
8582;SC Transport services;Italy;2021 3rd quarter;424.0;434.0;10.0
8583;SC Transport services;Italy;2021 4th quarter;482.0;543.0;61.0
8584;SC Transport services;Italy;2021;1704.0;1791.0;86.0
8585;SC Transport services;Italy;2022 1st quarter;485.0;472.0;-13.0
8586;SC Transport services;Italy;2022 2nd quarter;545.0;539.0;-6.0
8587;SC Transport services;Italy;2022 3rd quarter;509.0;530.0;21.0
8588;SC Transport services;Italy;2022 4th quarter;515.0;549.0;34.0
8589;SC Transport services;Italy;2022;2054.0;2090.0;36.0
8590;SC Transport services;Italy;2023 1st quarter;558.0;457.0;-101.0
8591;SC Transport services;Italy;2023 2nd quarter;526.0;610.0;84.0
8592;SC Transport services;Italy;2023 3rd quarter;483.0;435.0;-49.0
8593;SC Transport services;Italy;2023 4th quarter;508.0;521.0;12.0
8594;SC Transport services;Italy;2023;2076.0;2022.0;-54.0
8595;SC Transport services;Italy;2024 1st quarter;478.0;497.0;19.0
8596;SC Transport services;Italy;2024 2nd quarter;506.0;499.0;-7.0
8597;SC Transport services;Italy;2024 3rd quarter;481.0;527.0;46.0
8598;SC Transport services;Italy;2024 4th quarter;490.0;535.0;45.0
8599;SC Transport services;Italy;2024;1955.0;2058.0;103.0
8600;SC Transport services;Jamaica;2020 1st quarter;0.0;0.0;0.0
8601;SC Transport services;Jamaica;2020 2nd quarter;0.0;;
8602;SC Transport services;Jamaica;2020 3rd quarter;0.0;0.0;0.0
8603;SC Transport services;Jamaica;2020 4th quarter;0.0;;
8604;SC Transport services;Jamaica;2020;0.0;3.0;2.0
8605;SC Transport services;Jamaica;2021 1st quarter;0.0;1.0;1.0
8606;SC Transport services;Jamaica;2021 2nd quarter;0.0;1.0;1.0
8607;SC Transport services;Jamaica;2021 3rd quarter;0.0;1.0;1.0
8608;SC Transport services;Jamaica;2021 4th quarter;0.0;1.0;1.0
8609;SC Transport services;Jamaica;2021;0.0;4.0;3.0
8610;SC Transport services;Jamaica;2022 1st quarter;0.0;1.0;1.0
8611;SC Transport services;Jamaica;2022 2nd quarter;0.0;1.0;1.0
8612;SC Transport services;Jamaica;2022 3rd quarter;0.0;1.0;1.0
8613;SC Transport services;Jamaica;2022 4th quarter;0.0;1.0;1.0
8614;SC Transport services;Jamaica;2022;1.0;3.0;3.0
8615;SC Transport services;Jamaica;2023 1st quarter;0.0;1.0;1.0
8616;SC Transport services;Jamaica;2023 2nd quarter;0.0;1.0;1.0
8617;SC Transport services;Jamaica;2023 3rd quarter;0.0;1.0;1.0
8618;SC Transport services;Jamaica;2023 4th quarter;0.0;1.0;1.0
8619;SC Transport services;Jamaica;2023;1.0;4.0;3.0
8620;SC Transport services;Jamaica;2024 1st quarter;0.0;1.0;1.0
8621;SC Transport services;Jamaica;2024 2nd quarter;0.0;1.0;1.0
8622;SC Transport services;Jamaica;2024 3rd quarter;0.0;1.0;1.0
8623;SC Transport services;Jamaica;2024 4th quarter;0.0;1.0;0.0
8624;SC Transport services;Jamaica;2024;1.0;3.0;3.0
8625;SC Transport services;Japan;2020 1st quarter;30.0;66.0;37.0
8626;SC Transport services;Japan;2020 2nd quarter;23.0;53.0;30.0
8627;SC Transport services;Japan;2020 3rd quarter;24.0;55.0;31.0
8628;SC Transport services;Japan;2020 4th quarter;27.0;64.0;37.0
8629;SC Transport services;Japan;2020;103.0;239.0;136.0
8630;SC Transport services;Japan;2021 1st quarter;42.0;50.0;8.0
8631;SC Transport services;Japan;2021 2nd quarter;35.0;68.0;33.0
8632;SC Transport services;Japan;2021 3rd quarter;35.0;62.0;27.0
8633;SC Transport services;Japan;2021 4th quarter;47.0;80.0;33.0
8634;SC Transport services;Japan;2021;158.0;260.0;102.0
8635;SC Transport services;Japan;2022 1st quarter;40.0;66.0;26.0
8636;SC Transport services;Japan;2022 2nd quarter;42.0;54.0;12.0
8637;SC Transport services;Japan;2022 3rd quarter;40.0;62.0;22.0
8638;SC Transport services;Japan;2022 4th quarter;37.0;65.0;28.0
8639;SC Transport services;Japan;2022;159.0;247.0;88.0
8640;SC Transport services;Japan;2023 1st quarter;32.0;63.0;31.0
