ID;WijkenEnBuurten1995;Regioaanduiding_1;Gemeentenaam_2;Gemeentecode_3;Wijkcode_4;Stedelijkheid_5;Buurtcode_6;OmgevingsadressendichtheidPerKm2_7;MeestVoorkomendeNumeriekePostcode_8;AdressenMetDezelfdePostcode_9;AantalInwoners_10;Mannen_11;Vrouwen_12;Leeftijd014Jaar_13;Leeftijd1524Jaar_14;Leeftijd2544Jaar_15;Leeftijd4564Jaar_16;Leeftijd65JaarEnOuder_17;AantalGezinnen_18;NietInGezinsverbandLevendePersonen_19;GezinnenMetKinderen_20;GemiddeldeGezinsgrootte_21;Bevolkingsdichtheid_22;Allochtonen_23;GemiddeldBesteedbaarInkomenPerInw_24;GemiddeldInkomenPerInkomensontvanger_25;InkomensontvangersMetLaagInkomen_26;InkomensontvangersMetHoogInkomen_27;NietActieveInkomensontvangers_28;TotaleOppervlakteInKm2_29;OppervlakteLandInKm2_30;Woningvoorraad_31;AantalVestigingenVanBedrijven_32;Nijverheid_33;TotaalCommercieleDienstverlening_34;Groothandel_35;Detailhandel_36;Horeca_37;OverigeDienstverlening_38;ZakelijkeDienstverlening_39;OverigeDienstverlening_40
2161;1400400;B;Littenseradiel                          ;140;04;5.0;00;78.0;9024.0;1.0;590;290;300;17.0;11.0;30.0;21.0;21.0;140.0;25.0;61.0;3.1;970;;8055.0;12502.0;42.0;9.0;21.0;0.6;0.6;230;2;;;;;;;;
2162;1400401;B;Littenseradiel                          ;140;04;5.0;01;27.0;9026.0;1.0;140;70;70;19.0;14.0;37.0;17.0;14.0;40.0;12.0;;;40;;8917.0;14408.0;39.0;;;3.1;3.1;50;1;;;;;;;;
2163;1400402;B;Littenseradiel                          ;140;04;5.0;02;38.0;9025.0;1.0;130;70;60;19.0;;32.0;27.0;;30.0;23.0;;;50;;9257.0;15020.0;32.0;;;2.7;2.7;50;1;;;;;;;;
2164;1400403;B;Littenseradiel                          ;140;04;5.0;03;39.0;9023.0;1.0;260;130;120;21.0;13.0;31.0;22.0;13.0;60.0;21.0;68.0;3.3;620;;8077.0;15905.0;37.0;33.0;;0.4;0.4;100;1;;;;;;;;
2165;1400404;B;Littenseradiel                          ;140;04;5.0;04;31.0;9027.0;1.0;220;110;120;22.0;15.0;34.0;20.0;8.0;50.0;17.0;68.0;3.3;790;;9393.0;14113.0;35.0;26.0;;0.3;0.3;90;1;;;;;;;;
2166;1400405;B;Littenseradiel                          ;140;04;5.0;05;15.0;8832.0;1.0;100;60;60;17.0;12.0;33.0;25.0;12.0;30.0;25.0;;;30;;7941.0;11934.0;38.0;;;3.2;3.2;40;1;;;;;;;;
2167;1400406;B;Littenseradiel                          ;140;04;5.0;06;15.0;8833.0;4.0;40;30;20;;;;;;10.0;;;;20;;;;;;;1.8;1.8;20;1;;;;;;;;
2168;1400407;B;Littenseradiel                          ;140;04;5.0;07;26.0;9024.0;1.0;20;10;10;;;;;;10.0;;;;0;;;;;;;5.0;4.9;0;1;;;;;;;;
2169;1400408;B;Littenseradiel                          ;140;04;5.0;08;33.0;9023.0;1.0;70;40;30;20.0;;32.0;24.0;;20.0;14.0;;;0;;8939.0;15429.0;;;;13.6;13.5;30;1;;;;;;;;
2170;1400409;B;Littenseradiel                          ;140;04;5.0;09;14.0;9027.0;1.0;60;40;20;26.0;;33.0;26.0;;10.0;;;;10;;;;;;;4.6;4.6;20;1;;;;;;;;
2171;141;G;Almelo                                  ;141;  ;3.0;  ;1393.0;;;65020;31960;33060;19.0;14.0;30.0;23.0;14.0;16960.0;21.0;63.0;3.0;1720;9.0;7850.0;12116.0;47.0;13.0;29.0;38.8;37.9;26540;9;19.0;64.0;9.0;26.0;6.0;17.0;9.0;15.0
2172;14100;W;Almelo                                  ;141;00;2.0;  ;1878.0;;;4550;2170;2380;11.0;13.0;30.0;22.0;24.0;1080.0;36.0;49.0;2.7;3650;4.0;8939.0;12025.0;47.0;13.0;31.0;1.3;1.3;2420;7;9.0;77.0;5.0;41.0;10.0;14.0;9.0;12.0
2173;1410000;B;Almelo                                  ;141;00;2.0;00;1743.0;7607.0;1.0;1940;890;1050;8.0;10.0;27.0;23.0;32.0;460.0;40.0;39.0;2.5;2880;1.0;9575.0;12434.0;47.0;15.0;30.0;0.7;0.7;1060;6;8.0;77.0;5.0;42.0;12.0;15.0;6.0;12.0
2174;1410001;B;Almelo                                  ;141;00;2.0;01;2091.0;7607.0;1.0;1010;530;490;9.0;17.0;37.0;19.0;17.0;200.0;48.0;49.0;2.7;3420;9.0;9348.0;11526.0;47.0;9.0;30.0;0.3;0.3;600;6;9.0;79.0;5.0;41.0;10.0;12.0;13.0;11.0
2175;1410002;B;Almelo                                  ;141;00;2.0;02;2283.0;7607.0;1.0;660;300;360;12.0;11.0;32.0;23.0;23.0;160.0;34.0;44.0;2.6;5230;6.0;9302.0;12184.0;42.0;14.0;36.0;0.1;0.1;370;2;;;;;;;;
2176;1410003;B;Almelo                                  ;141;00;2.0;03;1562.0;7607.0;1.0;930;450;470;17.0;15.0;28.0;25.0;15.0;260.0;17.0;68.0;3.0;6270;5.0;7102.0;11458.0;50.0;9.0;35.0;0.2;0.2;380;2;;;;;;;;
2177;14101;W;Almelo                                  ;141;01;2.0;  ;1720.0;;;6640;3290;3350;17.0;15.0;29.0;24.0;16.0;1790.0;22.0;59.0;2.9;2350;9.0;7329.0;10755.0;55.0;6.0;34.0;2.9;2.8;2850;5;18.0;64.0;6.0;22.0;4.0;18.0;11.0;22.0
2178;1410100;B;Almelo                                  ;141;01;2.0;00;1612.0;7601.0;2.0;470;250;220;17.0;14.0;32.0;26.0;10.0;130.0;20.0;58.0;3.0;6050;2.0;8531.0;12229.0;44.0;13.0;32.0;0.1;0.1;190;3;;;;;;;;
2179;1410101;B;Almelo                                  ;141;01;2.0;01;2177.0;7601.0;1.0;970;470;500;20.0;10.0;29.0;27.0;13.0;280.0;17.0;62.0;2.8;9400;8.0;6534.0;10142.0;57.0;;42.0;0.1;0.1;430;2;;;;;;;;
2180;1410102;B;Almelo                                  ;141;01;2.0;02;2405.0;7601.0;1.0;1150;530;620;14.0;12.0;27.0;27.0;21.0;320.0;20.0;55.0;2.9;5010;1.0;8168.0;11345.0;51.0;7.0;22.0;0.2;0.2;440;3;;;;;;;;
2181;1410103;B;Almelo                                  ;141;01;3.0;03;1350.0;7601.0;1.0;1590;800;790;16.0;21.0;30.0;18.0;15.0;380.0;32.0;60.0;2.8;4920;21.0;6693.0;9688.0;63.0;;45.0;0.3;0.3;770;2;;;;;;;;
2182;1410104;B;Almelo                                  ;141;01;2.0;04;2090.0;7601.0;1.0;380;210;170;20.0;15.0;38.0;19.0;7.0;100.0;17.0;69.0;3.3;5810;7.0;6761.0;10891.0;54.0;;23.0;0.1;0.1;140;1;;;;;;;;
2183;1410105;B;Almelo                                  ;141;01;2.0;05;1813.0;7601.0;1.0;1000;500;500;20.0;14.0;30.0;20.0;15.0;260.0;20.0;65.0;3.0;8280;8.0;6603.0;9779.0;61.0;;37.0;0.1;0.1;410;1;;;;;;;;
2184;1410106;B;Almelo                                  ;141;01;3.0;06;1260.0;7601.0;1.0;880;420;450;15.0;11.0;26.0;29.0;19.0;250.0;19.0;52.0;2.9;5300;;8123.0;12116.0;47.0;12.0;27.0;0.2;0.2;390;3;;;;;;;;
2185;1410109;B;Almelo                                  ;141;01;5.0;09;442.0;7601.0;1.0;210;110;100;15.0;12.0;19.0;34.0;20.0;70.0;15.0;57.0;2.9;120;;9529.0;12797.0;42.0;;;1.8;1.7;80;2;;;;;;;;
2186;14102;W;Almelo                                  ;141;02;3.0;  ;1193.0;;;5400;2540;2860;15.0;13.0;24.0;26.0;23.0;1380.0;25.0;55.0;2.9;1080;1.0;9552.0;13364.0;44.0;20.0;22.0;5.4;5.0;2150;6;40.0;47.0;14.0;6.0;1.0;13.0;5.0;20.0
2187;1410200;B;Almelo                                  ;141;02;2.0;00;1564.0;7602.0;2.0;1250;590;660;16.0;11.0;28.0;28.0;17.0;350.0;18.0;58.0;2.9;3600;;8463.0;12343.0;42.0;15.0;23.0;0.4;0.4;510;3;;;;;;;;
2188;1410201;B;Almelo                                  ;141;02;3.0;01;1432.0;7602.0;1.0;2100;940;1160;15.0;10.0;19.0;23.0;33.0;550.0;25.0;49.0;2.9;4220;;10687.0;14113.0;46.0;26.0;17.0;0.5;0.5;800;4;14.0;50.0;6.0;8.0;2.0;36.0;9.0;25.0
2189;1410202;B;Almelo                                  ;141;02;4.0;02;893.0;7602.0;1.0;1540;780;760;14.0;16.0;30.0;29.0;12.0;390.0;25.0;59.0;3.0;6550;2.0;9552.0;13681.0;37.0;19.0;20.0;0.2;0.2;730;3;;;;;;;;
2190;1410209;B;Almelo                                  ;141;02;4.0;09;603.0;7602.0;1.0;510;230;280;11.0;20.0;19.0;23.0;27.0;90.0;45.0;66.0;3.1;130;2.0;6829.0;10891.0;67.0;;55.0;4.3;3.9;110;5;54.0;44.0;19.0;1.0;1.0;3.0;3.0;20.0
2191;14103;W;Almelo                                  ;141;03;3.0;  ;1061.0;;;4840;2420;2420;17.0;16.0;29.0;24.0;14.0;1270.0;22.0;64.0;3.0;1160;6.0;7555.0;11004.0;51.0;8.0;34.0;4.3;4.2;2060;5;17.0;72.0;8.0;38.0;6.0;11.0;5.0;16.0
2192;1410300;B;Almelo                                  ;141;03;3.0;00;1184.0;7603.0;1.0;1360;700;670;17.0;14.0;30.0;27.0;12.0;390.0;14.0;65.0;3.0;3380;7.0;7737.0;11322.0;47.0;8.0;32.0;0.4;0.4;540;4;13.0;81.0;5.0;50.0;8.0;6.0;4.0;15.0
2193;1410301;B;Almelo                                  ;141;03;4.0;01;686.0;7603.0;1.0;320;160;170;19.0;14.0;23.0;36.0;8.0;100.0;8.0;59.0;3.1;2780;;9915.0;14339.0;39.0;34.0;;0.1;0.1;120;1;;;;;;;;
2194;1410302;B;Almelo                                  ;141;03;4.0;02;861.0;7603.0;1.0;1170;590;590;20.0;13.0;31.0;21.0;14.0;320.0;17.0;64.0;3.0;5460;5.0;6671.0;10255.0;53.0;;41.0;0.2;0.2;460;1;;;;;;;;
2195;1410303;B;Almelo                                  ;141;03;3.0;03;1299.0;7603.0;1.0;1430;690;740;12.0;21.0;30.0;20.0;17.0;310.0;40.0;62.0;2.8;5300;10.0;7737.0;10301.0;57.0;4.0;38.0;0.3;0.3;760;2;;;;;;;;
2196;1410309;B;Almelo                                  ;141;03;5.0;09;416.0;7603.0;4.0;540;280;260;17.0;14.0;25.0;27.0;16.0;140.0;13.0;71.0;3.3;170;;7351.0;11776.0;46.0;15.0;24.0;3.3;3.2;180;2;;;;;;;;
2197;14104;W;Almelo                                  ;141;04;3.0;  ;1124.0;;;7460;3630;3830;19.0;15.0;26.0;25.0;15.0;1950.0;22.0;62.0;3.0;1430;23.0;7669.0;11889.0;50.0;12.0;41.0;5.4;5.2;2980;6;25.0;59.0;15.0;13.0;3.0;15.0;12.0;15.0
2198;1410400;B;Almelo                                  ;141;04;2.0;00;1706.0;7604.0;1.0;1130;590;550;26.0;15.0;30.0;20.0;9.0;290.0;14.0;70.0;3.3;7040;33.0;6353.0;10618.0;59.0;9.0;39.0;0.2;0.2;380;3;;;;;;;;
2199;1410401;B;Almelo                                  ;141;04;2.0;01;1900.0;7604.0;1.0;390;200;200;21.0;16.0;25.0;26.0;12.0;110.0;11.0;57.0;3.1;3100;;9915.0;17765.0;35.0;34.0;;0.1;0.1;150;3;;;;;;;;
2200;1410402;B;Almelo                                  ;141;04;3.0;02;1491.0;7604.0;1.0;1470;770;700;30.0;22.0;29.0;16.0;3.0;370.0;19.0;81.0;3.3;6980;60.0;5150.0;9597.0;61.0;;66.0;0.2;0.2;550;4;41.0;55.0;16.0;4.0;3.0;4.0;18.0;14.0
2201;1410403;B;Almelo                                  ;141;04;3.0;03;1122.0;7604.0;1.0;650;290;360;4.0;8.0;17.0;36.0;34.0;190.0;29.0;31.0;2.4;2110;;9802.0;12524.0;46.0;16.0;38.0;0.3;0.3;360;2;;;;;;;;
2202;1410404;B;Almelo                                  ;141;04;3.0;04;1024.0;7604.0;1.0;390;200;200;11.0;10.0;18.0;40.0;21.0;130.0;8.0;39.0;2.7;2410;;13092.0;19081.0;29.0;47.0;;0.2;0.2;160;2;;;;;;;;
2203;1410405;B;Almelo                                  ;141;04;4.0;05;721.0;7604.0;1.0;1980;970;1000;19.0;17.0;31.0;25.0;9.0;500.0;24.0;66.0;3.0;9360;21.0;7056.0;10936.0;46.0;5.0;44.0;0.2;0.2;880;3;;;;;;;;
2204;1410406;B;Almelo                                  ;141;04;4.0;06;756.0;7604.0;1.0;1070;430;640;10.0;10.0;18.0;28.0;33.0;240.0;35.0;55.0;2.9;5810;;9121.0;11503.0;59.0;14.0;31.0;0.2;0.2;400;2;;;;;;;;
2205;1410409;B;Almelo                                  ;141;04;4.0;09;757.0;7604.0;1.0;360;180;180;16.0;14.0;29.0;30.0;11.0;100.0;14.0;63.0;3.1;90;;9529.0;15474.0;30.0;31.0;13.0;4.0;3.8;100;3;;;;;;;;
2206;14105;W;Almelo                                  ;141;05;2.0;  ;2140.0;;;3630;1820;1810;22.0;16.0;30.0;22.0;10.0;960.0;17.0;73.0;3.1;6250;14.0;6285.0;10482.0;56.0;6.0;48.0;0.6;0.6;1390;4;19.0;68.0;8.0;39.0;9.0;13.0;2.0;11.0
2207;1410500;B;Almelo                                  ;141;05;2.0;00;2268.0;7605.0;1.0;1300;690;620;23.0;14.0;32.0;21.0;9.0;340.0;17.0;73.0;3.2;5810;14.0;6466.0;10959.0;50.0;7.0;38.0;0.2;0.2;520;4;17.0;69.0;9.0;41.0;7.0;14.0;3.0;9.0
2208;1410501;B;Almelo                                  ;141;05;2.0;01;2311.0;7605.0;1.0;920;450;470;24.0;18.0;29.0;21.0;9.0;260.0;12.0;77.0;3.2;6660;13.0;5672.0;9597.0;63.0;;51.0;0.1;0.1;310;1;;;;;;;;
2209;1410502;B;Almelo                                  ;141;05;2.0;02;2100.0;7605.0;1.0;790;410;380;21.0;16.0;28.0;26.0;8.0;220.0;16.0;74.0;3.0;10320;22.0;6398.0;10437.0;57.0;;56.0;0.1;0.1;290;1;;;;;;;;
2210;1410503;B;Almelo                                  ;141;05;2.0;03;1694.0;7605.0;1.0;620;290;330;18.0;15.0;29.0;24.0;13.0;150.0;27.0;64.0;3.0;4350;9.0;6625.0;10664.0;58.0;;54.0;0.1;0.1;270;1;;;;;;;;
2211;14106;W;Almelo                                  ;141;06;2.0;  ;1686.0;;;7790;3960;3840;17.0;18.0;30.0;23.0;12.0;2010.0;24.0;62.0;3.0;5790;18.0;7170.0;10755.0;53.0;6.0;36.0;1.4;1.4;3350;5;20.0;65.0;4.0;38.0;8.0;14.0;6.0;10.0
2212;1410600;B;Almelo                                  ;141;06;2.0;00;1600.0;7606.0;1.0;950;460;480;19.0;14.0;30.0;25.0;13.0;270.0;17.0;62.0;2.9;6790;5.0;6217.0;10187.0;60.0;6.0;44.0;0.1;0.1;390;2;;;;;;;;
2213;1410601;B;Almelo                                  ;141;06;2.0;01;1944.0;7606.0;1.0;1250;670;580;21.0;18.0;34.0;20.0;7.0;320.0;20.0;68.0;3.1;7300;24.0;6693.0;10596.0;50.0;5.0;36.0;0.2;0.2;490;3;;;;;;;;
2214;1410602;B;Almelo                                  ;141;06;2.0;02;1517.0;7606.0;1.0;1010;510;510;18.0;15.0;28.0;23.0;16.0;280.0;20.0;59.0;2.9;8230;28.0;6693.0;10142.0;56.0;;45.0;0.1;0.1;420;1;;;;;;;;
2215;1410603;B;Almelo                                  ;141;06;2.0;03;1957.0;7606.0;1.0;1190;600;590;15.0;23.0;31.0;19.0;12.0;250.0;38.0;64.0;2.9;7280;22.0;7714.0;10392.0;57.0;5.0;39.0;0.2;0.2;620;1;;;;;;;;
2216;1410604;B;Almelo                                  ;141;06;3.0;04;1425.0;7606.0;1.0;1990;980;1010;15.0;14.0;30.0;28.0;13.0;560.0;20.0;58.0;2.9;4420;5.0;8259.0;12320.0;41.0;11.0;22.0;0.5;0.5;860;4;20.0;55.0;3.0;32.0;9.0;24.0;5.0;6.0
2217;1410606;B;Almelo                                  ;141;06;2.0;06;1757.0;7606.0;1.0;1400;730;670;17.0;23.0;28.0;20.0;13.0;330.0;28.0;66.0;3.0;4690;27.0;6466.0;9666.0;62.0;;43.0;0.3;0.3;580;2;;;;;;;;
2218;14107;W;Almelo                                  ;141;07;3.0;  ;1394.0;;;2280;1050;1220;12.0;10.0;22.0;26.0;29.0;610.0;26.0;47.0;2.8;280;;10097.0;13863.0;40.0;22.0;22.0;8.4;8.3;1050;4;6.0;49.0;8.0;12.0;2.0;45.0;10.0;17.0
2219;1410700;B;Almelo                                  ;141;07;2.0;00;2005.0;7607.0;1.0;600;250;350;14.0;9.0;21.0;21.0;35.0;140.0;33.0;54.0;3.0;5820;;8849.0;12366.0;52.0;20.0;16.0;0.1;0.1;240;3;;;;;;;;
2220;1410701;B;Almelo                                  ;141;07;3.0;01;1412.0;7607.0;1.0;1020;470;540;10.0;9.0;23.0;25.0;33.0;280.0;28.0;40.0;2.7;3990;;10369.0;13432.0;38.0;20.0;27.0;0.3;0.3;540;3;;;;;;;;
2221;1410702;B;Almelo                                  ;141;07;4.0;02;934.0;7607.0;1.0;300;140;160;8.0;15.0;18.0;39.0;20.0;90.0;23.0;42.0;2.6;570;;15043.0;19739.0;23.0;42.0;22.0;0.5;0.5;150;3;;;;;;;;
2222;1410703;B;Almelo                                  ;141;07;4.0;03;676.0;7607.0;1.0;260;130;130;18.0;14.0;27.0;25.0;17.0;80.0;13.0;60.0;3.0;140;;7828.0;12660.0;44.0;;;2.0;1.9;80;1;;;;;;;;
2223;1410709;B;Almelo                                  ;141;07;5.0;09;127.0;7607.0;2.0;100;40;60;22.0;;30.0;29.0;;30.0;;;;20;;6149.0;11571.0;37.0;;;5.5;5.4;30;1;;;;;;;;
2224;14108;W;Almelo                                  ;141;08;3.0;  ;1294.0;;;12280;6020;6250;21.0;15.0;30.0;25.0;10.0;3340.0;13.0;68.0;3.2;5090;4.0;7896.0;13318.0;41.0;20.0;20.0;2.4;2.4;4470;5;12.0;57.0;9.0;21.0;5.0;31.0;12.0;10.0
2225;1410800;B;Almelo                                  ;141;08;3.0;00;1421.0;7608.0;1.0;1490;770;720;20.0;16.0;28.0;29.0;6.0;410.0;11.0;69.0;3.3;3080;2.0;8576.0;15792.0;32.0;31.0;12.0;0.5;0.5;490;2;;;;;;;;
2226;1410801;B;Almelo                                  ;141;08;2.0;01;1572.0;7608.0;1.0;1490;690;800;12.0;15.0;29.0;29.0;15.0;400.0;26.0;57.0;2.8;6610;7.0;7646.0;10891.0;51.0;8.0;34.0;0.2;0.2;700;1;;;;;;;;
2227;1410802;B;Almelo                                  ;141;08;3.0;02;1132.0;7608.0;1.0;2140;1050;1110;19.0;12.0;27.0;26.0;15.0;610.0;15.0;60.0;3.0;4120;1.0;8168.0;13228.0;43.0;22.0;22.0;0.5;0.5;880;4;6.0;72.0;7.0;38.0;10.0;22.0;12.0;6.0
2228;1410803;B;Almelo                                  ;141;08;3.0;03;1281.0;7608.0;1.0;1850;910;950;26.0;16.0;32.0;19.0;7.0;480.0;12.0;80.0;3.4;7430;11.0;6126.0;10959.0;49.0;7.0;39.0;0.3;0.3;660;2;;;;;;;;
2229;1410804;B;Almelo                                  ;141;08;4.0;04;928.0;7608.0;1.0;1790;920;870;24.0;16.0;29.0;29.0;3.0;500.0;5.0;71.0;3.4;7200;1.0;9008.0;16087.0;30.0;33.0;10.0;0.3;0.3;560;3;;;;;;;;
2230;1410805;B;Almelo                                  ;141;08;3.0;05;1372.0;7608.0;1.0;3510;1690;1810;22.0;14.0;32.0;21.0;11.0;940.0;12.0;70.0;3.3;5120;1.0;7873.0;13364.0;40.0;21.0;13.0;0.7;0.7;1180;4;28.0;37.0;7.0;9.0;3.0;35.0;8.0;9.0
2231;14109;W;Almelo                                  ;141;09;4.0;  ;891.0;;;10150;5060;5090;26.0;12.0;40.0;16.0;6.0;2600.0;16.0;70.0;3.3;1500;4.0;7624.0;13092.0;40.0;17.0;18.0;6.9;6.8;3820;5;16.0;64.0;10.0;16.0;3.0;20.0;17.0;18.0
2232;1410900;B;Almelo                                  ;141;09;4.0;00;925.0;7609.0;2.0;790;400;390;22.0;10.0;31.0;31.0;6.0;230.0;11.0;65.0;3.1;1120;;11390.0;19081.0;29.0;41.0;12.0;0.7;0.7;260;3;;;;;;;;
2233;1410901;B;Almelo                                  ;141;09;4.0;01;846.0;7609.0;1.0;1890;930;960;24.0;14.0;36.0;20.0;6.0;500.0;12.0;71.0;3.3;1490;5.0;6920.0;12320.0;44.0;16.0;21.0;1.3;1.3;680;3;;;;;;;;
2234;1410902;B;Almelo                                  ;141;09;4.0;02;983.0;7609.0;1.0;1440;700;740;26.0;17.0;38.0;14.0;4.0;330.0;23.0;76.0;3.4;8670;12.0;6330.0;10868.0;54.0;9.0;39.0;0.2;0.2;580;3;;;;;;;;
2235;1410903;B;Almelo                                  ;141;09;4.0;03;955.0;7609.0;1.0;1950;940;1010;24.0;14.0;38.0;13.0;12.0;430.0;27.0;69.0;3.3;9460;6.0;7260.0;11866.0;46.0;11.0;16.0;0.2;0.2;890;2;;;;;;;;
2236;1410904;B;Almelo                                  ;141;09;4.0;04;836.0;7609.0;1.0;1300;680;620;27.0;7.0;49.0;14.0;3.0;360.0;11.0;64.0;3.2;1500;1.0;8826.0;15247.0;24.0;27.0;7.0;0.9;0.9;430;2;;;;;;;;
2237;1410905;B;Almelo                                  ;141;09;3.0;05;1052.0;7609.0;1.0;1440;710;730;31.0;10.0;45.0;12.0;2.0;380.0;10.0;81.0;3.4;3180;2.0;7260.0;13364.0;34.0;19.0;13.0;0.5;0.5;470;3;;;;;;;;
2238;1410906;B;Almelo                                  ;141;09;4.0;06;764.0;7609.0;1.0;20;20;10;;;;;;10.0;;;;60;;;;;;;0.4;0.4;0;1;;;;;;;;
2239;1410907;B;Almelo                                  ;141;09;4.0;07;695.0;7609.0;1.0;450;230;220;27.0;;52.0;10.0;;120.0;14.0;65.0;3.1;1130;;7692.0;13092.0;25.0;;;0.4;0.4;190;3;;;;;;;;
2240;1410908;B;Almelo                                  ;141;09;4.0;08;578.0;7609.0;1.0;550;280;260;27.0;11.0;51.0;;;130.0;16.0;72.0;3.4;3280;2.0;8191.0;13250.0;24.0;12.0;;0.2;0.2;200;1;;;;;;;;
2241;1410909;B;Almelo                                  ;141;09;4.0;09;702.0;7609.0;1.0;320;160;160;16.0;12.0;28.0;29.0;15.0;90.0;16.0;57.0;3.0;150;;8304.0;13092.0;49.0;21.0;24.0;2.2;2.1;120;3;;;;;;;;
2242;142;G;Ambt Delden                             ;142;  ;5.0;  ;74.0;;;5350;2760;2600;22.0;14.0;30.0;23.0;11.0;1390.0;10.0;74.0;3.5;60;;7692.0;13182.0;39.0;19.0;12.0;83.7;83.1;1820;5;39.0;47.0;12.0;12.0;8.0;13.0;5.0;10.0
2243;14201;W;Ambt Delden                             ;142;01;5.0;  ;130.0;;;1890;980;920;22.0;15.0;32.0;22.0;9.0;490.0;9.0;77.0;3.5;190;;7782.0;13432.0;37.0;20.0;13.0;10.2;10.2;640;4;45.0;48.0;10.0;18.0;8.0;7.0;5.0;6.0
2244;1420100;B;Ambt Delden                             ;142;01;5.0;00;157.0;7496.0;1.0;1330;690;650;23.0;15.0;34.0;21.0;7.0;350.0;8.0;76.0;3.5;1460;;8191.0;14249.0;32.0;24.0;11.0;0.9;0.9;440;4;45.0;47.0;9.0;19.0;11.0;7.0;5.0;4.0
2245;1420109;B;Ambt Delden                             ;142;01;5.0;09;58.0;7496.0;1.0;560;290;270;19.0;14.0;27.0;25.0;14.0;130.0;12.0;80.0;3.6;70;;6943.0;11753.0;47.0;11.0;15.0;9.2;9.2;190;2;;;;;;;;
2246;14202;W;Ambt Delden                             ;142;02;5.0;  ;15.0;;;450;240;210;18.0;13.0;28.0;24.0;16.0;120.0;11.0;66.0;3.2;30;;8962.0;14203.0;42.0;23.0;12.0;15.8;15.6;170;2;;;;;;;;
2247;1420208;B;Ambt Delden                             ;142;02;5.0;08;32.0;7495.0;1.0;30;20;20;;;;;;10.0;;;;10;;;;;;;2.4;2.4;0;1;;;;;;;;
2248;1420209;B;Ambt Delden                             ;142;02;5.0;09;13.0;7495.0;1.0;410;220;190;19.0;14.0;28.0;25.0;14.0;110.0;10.0;66.0;3.3;40;;9144.0;15043.0;38.0;25.0;13.0;13.4;13.2;160;2;;;;;;;;
2249;14203;W;Ambt Delden                             ;142;03;5.0;  ;29.0;;;800;400;400;24.0;13.0;29.0;21.0;13.0;200.0;10.0;71.0;3.5;50;;7555.0;13182.0;39.0;18.0;10.0;19.1;18.8;290;2;;;;;;;;
2250;1420308;B;Ambt Delden                             ;142;03;5.0;08;42.0;7495.0;1.0;310;160;140;26.0;10.0;27.0;21.0;15.0;80.0;11.0;73.0;3.5;30;;6943.0;11821.0;43.0;;;9.4;9.1;100;1;;;;;;;;
2251;1420309;B;Ambt Delden                             ;142;03;5.0;09;22.0;7495.0;1.0;490;240;250;23.0;15.0;29.0;20.0;12.0;130.0;10.0;69.0;3.5;50;;7896.0;13976.0;36.0;23.0;10.0;9.7;9.7;190;1;;;;;;;;
2252;14204;W;Ambt Delden                             ;142;04;5.0;  ;72.0;;;1690;870;820;23.0;14.0;31.0;23.0;10.0;450.0;9.0;76.0;3.5;80;;7034.0;12456.0;40.0;19.0;10.0;20.1;19.9;550;3;;;;;;;;
2253;1420400;B;Ambt Delden                             ;142;04;5.0;00;90.0;7497.0;1.0;630;320;310;26.0;12.0;34.0;23.0;5.0;170.0;7.0;79.0;3.5;1070;;7533.0;13704.0;27.0;25.0;9.0;0.6;0.6;200;2;;;;;;;;
2254;1420407;B;Ambt Delden                             ;142;04;5.0;07;274.0;7495.0;1.0;80;50;40;;;26.0;24.0;21.0;20.0;14.0;;;30;;5491.0;11708.0;;;;2.8;2.7;30;1;;;;;;;;
2255;1420408;B;Ambt Delden                             ;142;04;5.0;08;23.0;7495.0;1.0;200;110;90;19.0;13.0;33.0;23.0;11.0;50.0;14.0;71.0;3.3;50;;7260.0;12797.0;34.0;;;3.8;3.8;80;1;;;;;;;;
2256;1420409;B;Ambt Delden                             ;142;04;5.0;09;37.0;7497.0;1.0;770;390;380;21.0;17.0;28.0;22.0;12.0;200.0;8.0;74.0;3.6;60;;6807.0;11526.0;53.0;15.0;12.0;12.9;12.9;260;3;;;;;;;;
2257;14205;W;Ambt Delden                             ;142;05;5.0;  ;25.0;;;520;270;250;19.0;14.0;26.0;28.0;13.0;140.0;14.0;69.0;3.3;30;;8486.0;13296.0;38.0;19.0;14.0;18.6;18.6;170;2;;;;;;;;
2258;1420507;B;Ambt Delden                             ;142;05;5.0;07;49.0;7495.0;1.0;120;70;60;16.0;13.0;26.0;28.0;17.0;30.0;13.0;;;20;;11549.0;15088.0;38.0;;;7.5;7.5;40;1;;;;;;;;
2259;1420508;B;Ambt Delden                             ;142;05;5.0;08;13.0;7495.0;1.0;50;30;30;;;;46.0;;20.0;;;;20;;;;;;;2.5;2.5;20;1;;;;;;;;
2260;1420509;B;Ambt Delden                             ;142;05;5.0;09;18.0;7495.0;1.0;350;180;170;21.0;14.0;28.0;26.0;11.0;90.0;15.0;73.0;3.4;40;;7147.0;12139.0;40.0;;;8.6;8.6;110;1;;;;;;;;
2261;143;G;Avereest                                ;143;  ;5.0;  ;489.0;;;14690;7470;7210;21.0;13.0;31.0;22.0;12.0;3900.0;15.0;64.0;3.2;200;1.0;7714.0;12842.0;42.0;16.0;19.0;74.2;73.8;5370;6;23.0;63.0;9.0;23.0;7.0;14.0;7.0;17.0
