ID;Countries;SIC2008;Periods;ForeignSubsidiary_1;Employees_2;Revenue_3;PersonnelCosts_4;Investments_5
8117;Burkina Faso;425305;2022;;;;;
8118;Burkina Faso;426600;2021;;;;;
8119;Burkina Faso;426600;2022;;;;;
8120;Burkina Faso;428100;2021;;;;;
8121;Burkina Faso;428100;2022;;;;;
8122;Burkina Faso;428200;2021;;;;;
8123;Burkina Faso;428200;2022;;;;;
8124;Burkina Faso;429300;2021;;;;;
8125;Burkina Faso;429300;2022;;;;;
8126;Burkina Faso;430600;2021;;;;;
8127;Burkina Faso;430600;2022;;;;;
8128;Burkina Faso;431100;2021;;;;;
8129;Burkina Faso;431100;2022;;;;;
8130;Burkina Faso;435500;2021;;;;;
8131;Burkina Faso;435500;2022;;;;;
8132;Burkina Faso;435600;2021;;;;;
8133;Burkina Faso;435600;2022;;;;;
8134;Burkina Faso;437500;2021;;;;;
8135;Burkina Faso;437500;2022;;;;;
8136;Burkina Faso;438600;2021;;;;;
8137;Burkina Faso;438600;2022;;;;;
8138;Burkina Faso;441000;2021;;;;;
8139;Burkina Faso;441000;2022;;;;;
8140;Burundi;305700;2021;;;;;
8141;Burundi;305700;2022;;;;;
8142;Burundi;800012;2021;;;;;
8143;Burundi;800012;2022;;;;;
8144;Burundi;305800;2021;;;;;
8145;Burundi;305800;2022;;;;;
8146;Burundi;306300;2021;;;;;
8147;Burundi;306300;2022;;;;;
8148;Burundi;307000;2021;;;;;
8149;Burundi;307000;2022;;;;;
8150;Burundi;307500;2021;;;;;
8151;Burundi;307500;2022;;;;;
8152;Burundi;307610;2021;;;;;
8153;Burundi;307610;2022;;;;;
8154;Burundi;307600;2021;;;;;
8155;Burundi;307600;2022;;;;;
8156;Burundi;311300;2021;;;;;
8157;Burundi;311300;2022;;;;;
8158;Burundi;312200;2021;;;;;
8159;Burundi;312200;2022;;;;;
8160;Burundi;312500;2021;;;;;
8161;Burundi;312500;2022;;;;;
8162;Burundi;312505;2021;;;;;
8163;Burundi;312505;2022;;;;;
8164;Burundi;314000;2021;;;;;
8165;Burundi;314000;2022;;;;;
8166;Burundi;315200;2021;;;;;
8167;Burundi;315200;2022;;;;;
8168;Burundi;315810;2021;;;;;
8169;Burundi;315810;2022;;;;;
8170;Burundi;315800;2021;;;;;
8171;Burundi;315800;2022;;;;;
8172;Burundi;317100;2021;;;;;
8173;Burundi;317100;2022;;;;;
8174;Burundi;318600;2021;;;;;
8175;Burundi;318600;2022;;;;;
8176;Burundi;320000;2021;;;;;
8177;Burundi;320000;2022;;;;;
8178;Burundi;320700;2021;;;;;
8179;Burundi;320700;2022;;;;;
8180;Burundi;323200;2021;;;;;
8181;Burundi;323200;2022;;;;;
8182;Burundi;323705;2021;;;;;
8183;Burundi;323705;2022;;;;;
8184;Burundi;323700;2021;;;;;
8185;Burundi;323700;2022;;;;;
8186;Burundi;324600;2021;;;;;
8187;Burundi;324600;2022;;;;;
8188;Burundi;328100;2021;;;;;
8189;Burundi;328100;2022;;;;;
8190;Burundi;328105;2021;;;;;
8191;Burundi;328105;2022;;;;;
8192;Burundi;330300;2021;;;;;
8193;Burundi;330300;2022;;;;;
8194;Burundi;332900;2021;;;;;
8195;Burundi;332900;2022;;;;;
8196;Burundi;334800;2021;;;;;
8197;Burundi;334800;2022;;;;;
8198;Burundi;336500;2021;;;;;
8199;Burundi;336500;2022;;;;;
8200;Burundi;339200;2021;;;;;
8201;Burundi;339200;2022;;;;;
8202;Burundi;339205;2021;;;;;
8203;Burundi;339205;2022;;;;;
8204;Burundi;340200;2021;;;;;
8205;Burundi;340200;2022;;;;;
8206;Burundi;341600;2021;;;;;
8207;Burundi;341600;2022;;;;;
8208;Burundi;342400;2021;;;;;
8209;Burundi;342400;2022;;;;;
8210;Burundi;344400;2021;;;;;
8211;Burundi;344400;2022;;;;;
8212;Burundi;346600;2021;;;;;
8213;Burundi;346600;2022;;;;;
8214;Burundi;346700;2021;;;;;
8215;Burundi;346700;2022;;;;;
8216;Burundi;348000;2021;;;;;
8217;Burundi;348000;2022;;;;;
8218;Burundi;348100;2021;;;;;
8219;Burundi;348100;2022;;;;;
8220;Burundi;348400;2021;;;;;
8221;Burundi;348400;2022;;;;;
8222;Burundi;348700;2021;;;;;
8223;Burundi;348700;2022;;;;;
8224;Burundi;349700;2021;;;;;
8225;Burundi;349700;2022;;;;;
8226;Burundi;350000;2021;;;;;
8227;Burundi;350000;2022;;;;;
8228;Burundi;350100;2021;;;;;
8229;Burundi;350100;2022;;;;;
8230;Burundi;350600;2021;;;;;
8231;Burundi;350600;2022;;;;;
8232;Burundi;351900;2021;;;;;
8233;Burundi;351900;2022;;;;;
8234;Burundi;354200;2021;;;;;
8235;Burundi;354200;2022;;;;;
8236;Burundi;354300;2021;;;;;
8237;Burundi;354300;2022;;;;;
8238;Burundi;356900;2021;;;;;
8239;Burundi;356900;2022;;;;;
8240;Burundi;371600;2021;;;;;
8241;Burundi;371600;2022;;;;;
8242;Burundi;383100;2021;;;;;
8243;Burundi;383100;2022;;;;;
8244;Burundi;383200;2021;;;;;
8245;Burundi;383200;2022;;;;;
8246;Burundi;384900;2021;;;;;
8247;Burundi;384900;2022;;;;;
8248;Burundi;386300;2021;;;;;
8249;Burundi;386300;2022;;;;;
8250;Burundi;386800;2021;;;;;
8251;Burundi;386800;2022;;;;;
8252;Burundi;388400;2021;;;;;
8253;Burundi;388400;2022;;;;;
8254;Burundi;389100;2021;;;;;
8255;Burundi;389100;2022;;;;;
8256;Burundi;389200;2021;;;;;
8257;Burundi;389200;2022;;;;;
8258;Burundi;390500;2021;;;;;
8259;Burundi;390500;2022;;;;;
8260;Burundi;391600;2021;;;;;
8261;Burundi;391600;2022;;;;;
8262;Burundi;391700;2021;;;;;
8263;Burundi;391700;2022;;;;;
8264;Burundi;800021;2021;;;;;
8265;Burundi;800021;2022;;;;;
8266;Burundi;392600;2021;;;;;
8267;Burundi;392600;2022;;;;;
8268;Burundi;393600;2021;;;;;
8269;Burundi;393600;2022;;;;;
8270;Burundi;394100;2021;;;;;
8271;Burundi;394100;2022;;;;;
8272;Burundi;395005;2021;;;;;
8273;Burundi;395005;2022;;;;;
8274;Burundi;395000;2021;;;;;
8275;Burundi;395000;2022;;;;;
8276;Burundi;395600;2021;;;;;
8277;Burundi;395600;2022;;;;;
8278;Burundi;396300;2021;;;;;
8279;Burundi;396300;2022;;;;;
8280;Burundi;396400;2021;;;;;
8281;Burundi;396400;2022;;;;;
8282;Burundi;398700;2021;;;;;
8283;Burundi;398700;2022;;;;;
8284;Burundi;400200;2021;;;;;
8285;Burundi;400200;2022;;;;;
8286;Burundi;402000;2021;;;;;
8287;Burundi;402000;2022;;;;;
8288;Burundi;402100;2021;;;;;
8289;Burundi;402100;2022;;;;;
8290;Burundi;403300;2021;;;;;
8291;Burundi;403300;2022;;;;;
8292;Burundi;403400;2021;;;;;
8293;Burundi;403400;2022;;;;;
8294;Burundi;403405;2021;;;;;
8295;Burundi;403405;2022;;;;;
8296;Burundi;404900;2021;;;;;
8297;Burundi;404900;2022;;;;;
8298;Burundi;405900;2021;;;;;
8299;Burundi;405900;2022;;;;;
8300;Burundi;406800;2021;;;;;
8301;Burundi;406800;2022;;;;;
8302;Burundi;408105;2021;;;;;
8303;Burundi;408105;2022;;;;;
8304;Burundi;408100;2021;;;;;
8305;Burundi;408100;2022;;;;;
8306;Burundi;408700;2021;;;;;
8307;Burundi;408700;2022;;;;;
8308;Burundi;409900;2021;;;;;
8309;Burundi;409900;2022;;;;;
8310;Burundi;410200;2021;;;;;
8311;Burundi;410200;2022;;;;;
8312;Burundi;410300;2021;;;;;
8313;Burundi;410300;2022;;;;;
8314;Burundi;800010;2021;;;;;
8315;Burundi;800010;2022;;;;;
8316;Burundi;412700;2021;;;;;
8317;Burundi;412700;2022;;;;;
8318;Burundi;413700;2021;;;;;
8319;Burundi;413700;2022;;;;;
8320;Burundi;414300;2021;;;;;
8321;Burundi;414300;2022;;;;;
8322;Burundi;415000;2021;;;;;
8323;Burundi;415000;2022;;;;;
8324;Burundi;415900;2021;;;;;
8325;Burundi;415900;2022;;;;;
8326;Burundi;419000;2021;;;;;
8327;Burundi;419000;2022;;;;;
8328;Burundi;419100;2021;;;;;
8329;Burundi;419100;2022;;;;;
8330;Burundi;422400;2021;;;;;
8331;Burundi;422400;2022;;;;;
8332;Burundi;422500;2021;;;;;
8333;Burundi;422500;2022;;;;;
8334;Burundi;425300;2021;;;;;
8335;Burundi;425300;2022;;;;;
8336;Burundi;425305;2021;;;;;
8337;Burundi;425305;2022;;;;;
8338;Burundi;426600;2021;;;;;
8339;Burundi;426600;2022;;;;;
8340;Burundi;428100;2021;;;;;
8341;Burundi;428100;2022;;;;;
8342;Burundi;428200;2021;;;;;
8343;Burundi;428200;2022;;;;;
8344;Burundi;429300;2021;;;;;
8345;Burundi;429300;2022;;;;;
8346;Burundi;430600;2021;;;;;
8347;Burundi;430600;2022;;;;;
8348;Burundi;431100;2021;;;;;
8349;Burundi;431100;2022;;;;;
8350;Burundi;435500;2021;;;;;
8351;Burundi;435500;2022;;;;;
8352;Burundi;435600;2021;;;;;
8353;Burundi;435600;2022;;;;;
8354;Burundi;437500;2021;;;;;
8355;Burundi;437500;2022;;;;;
8356;Burundi;438600;2021;;;;;
8357;Burundi;438600;2022;;;;;
8358;Burundi;441000;2021;;;;;
8359;Burundi;441000;2022;;;;;
8360;Cambodia;305700;2021;;;;;
8361;Cambodia;305700;2022;;;;;
8362;Cambodia;800012;2021;7.0;1.0;258.0;16.0;4.0
8363;Cambodia;800012;2022;9.0;1.0;;;
8364;Cambodia;305800;2021;;;;;
8365;Cambodia;305800;2022;;;;;
8366;Cambodia;306300;2021;;;;;
8367;Cambodia;306300;2022;;;;;
8368;Cambodia;307000;2021;;;;;
8369;Cambodia;307000;2022;;;;;
8370;Cambodia;307500;2021;3.0;1.0;258.0;16.0;
8371;Cambodia;307500;2022;;;;;
8372;Cambodia;307610;2021;;;;;
8373;Cambodia;307610;2022;;;;;
8374;Cambodia;307600;2021;;;;;
8375;Cambodia;307600;2022;;;;;
8376;Cambodia;311300;2021;;;;;
8377;Cambodia;311300;2022;;;;;
8378;Cambodia;312200;2021;;;;;
8379;Cambodia;312200;2022;;;;;
8380;Cambodia;312500;2021;;;;;
8381;Cambodia;312500;2022;;;;;
8382;Cambodia;312505;2021;;;;;
8383;Cambodia;312505;2022;;;;;
8384;Cambodia;314000;2021;;;;;
8385;Cambodia;314000;2022;;;;;
8386;Cambodia;315200;2021;;;;;
8387;Cambodia;315200;2022;;;;;
8388;Cambodia;315810;2021;;;;;
8389;Cambodia;315810;2022;;;;;
8390;Cambodia;315800;2021;;;;;
8391;Cambodia;315800;2022;;;;;
8392;Cambodia;317100;2021;;;;;
8393;Cambodia;317100;2022;;;;;
8394;Cambodia;318600;2021;;;;;
8395;Cambodia;318600;2022;;;;;
8396;Cambodia;320000;2021;;;;;
8397;Cambodia;320000;2022;;;;;
8398;Cambodia;320700;2021;;;;;
8399;Cambodia;320700;2022;;;;;
8400;Cambodia;323200;2021;;;;;
8401;Cambodia;323200;2022;;;;;
8402;Cambodia;323705;2021;;;;;
8403;Cambodia;323705;2022;;;;;
8404;Cambodia;323700;2021;;;;;
8405;Cambodia;323700;2022;;;;;
8406;Cambodia;324600;2021;;;;;
8407;Cambodia;324600;2022;;;;;
8408;Cambodia;328100;2021;;;;;
8409;Cambodia;328100;2022;;;;;
8410;Cambodia;328105;2021;;;;;
8411;Cambodia;328105;2022;;;;;
8412;Cambodia;330300;2021;;;;;
8413;Cambodia;330300;2022;;;;;
8414;Cambodia;332900;2021;;;;;
8415;Cambodia;332900;2022;;;;;
8416;Cambodia;334800;2021;;;;;
8417;Cambodia;334800;2022;;;;;
8418;Cambodia;336500;2021;;;;;
8419;Cambodia;336500;2022;;;;;
8420;Cambodia;339200;2021;;;;;
8421;Cambodia;339200;2022;;;;;
8422;Cambodia;339205;2021;;;;;
8423;Cambodia;339205;2022;;;;;
8424;Cambodia;340200;2021;;;;;
8425;Cambodia;340200;2022;;;;;
8426;Cambodia;341600;2021;;;;;
8427;Cambodia;341600;2022;;;;;
8428;Cambodia;342400;2021;;;;;
8429;Cambodia;342400;2022;;;;;
8430;Cambodia;344400;2021;;;;;
8431;Cambodia;344400;2022;;;;;
8432;Cambodia;346600;2021;;;;;
8433;Cambodia;346600;2022;;;;;
8434;Cambodia;346700;2021;;;;;
8435;Cambodia;346700;2022;;;;;
8436;Cambodia;348000;2021;;;;;
8437;Cambodia;348000;2022;;;;;
8438;Cambodia;348100;2021;;;;;
8439;Cambodia;348100;2022;;;;;
8440;Cambodia;348400;2021;;;;;
8441;Cambodia;348400;2022;;;;;
8442;Cambodia;348700;2021;;;;;
8443;Cambodia;348700;2022;;;;;
8444;Cambodia;349700;2021;;;;;
8445;Cambodia;349700;2022;;;;;
8446;Cambodia;350000;2021;;;;;
8447;Cambodia;350000;2022;;;;;
8448;Cambodia;350100;2021;;;;;
8449;Cambodia;350100;2022;;;;;
8450;Cambodia;350600;2021;;;;;
8451;Cambodia;350600;2022;;;;;
8452;Cambodia;351900;2021;;;;;
8453;Cambodia;351900;2022;;;;;
8454;Cambodia;354200;2021;;;;;
8455;Cambodia;354200;2022;;;;;
8456;Cambodia;354300;2021;;;;;
8457;Cambodia;354300;2022;;;;;
8458;Cambodia;356900;2021;;;;;
8459;Cambodia;356900;2022;;;;;
8460;Cambodia;371600;2021;;;;;
8461;Cambodia;371600;2022;;;;;
8462;Cambodia;383100;2021;;;;;
8463;Cambodia;383100;2022;;;;;
8464;Cambodia;383200;2021;;;;;
8465;Cambodia;383200;2022;;;;;
8466;Cambodia;384900;2021;;;;;
8467;Cambodia;384900;2022;;;;;
8468;Cambodia;386300;2021;;;;;
8469;Cambodia;386300;2022;;;;;
8470;Cambodia;386800;2021;;;;;
8471;Cambodia;386800;2022;;;;;
8472;Cambodia;388400;2021;;;;;
8473;Cambodia;388400;2022;;;;;
8474;Cambodia;389100;2021;;;;;
8475;Cambodia;389100;2022;;;;;
8476;Cambodia;389200;2021;;;;;
8477;Cambodia;389200;2022;;;;;
8478;Cambodia;390500;2021;;;;;
8479;Cambodia;390500;2022;;;;;
8480;Cambodia;391600;2021;;;;;
8481;Cambodia;391600;2022;;;;;
8482;Cambodia;391700;2021;;;;;
8483;Cambodia;391700;2022;;;;;
8484;Cambodia;800021;2021;;;;;
8485;Cambodia;800021;2022;;;;;
8486;Cambodia;392600;2021;;;;;
8487;Cambodia;392600;2022;;;;;
8488;Cambodia;393600;2021;;;;;
8489;Cambodia;393600;2022;;;;;
8490;Cambodia;394100;2021;;;;;
8491;Cambodia;394100;2022;;;;;
8492;Cambodia;395005;2021;;;;;
8493;Cambodia;395005;2022;;;;;
8494;Cambodia;395000;2021;;;;;
8495;Cambodia;395000;2022;;;;;
8496;Cambodia;395600;2021;;;;;
8497;Cambodia;395600;2022;;;;;
8498;Cambodia;396300;2021;;;;;
8499;Cambodia;396300;2022;;;;;
8500;Cambodia;396400;2021;;;;;
8501;Cambodia;396400;2022;;;;;
8502;Cambodia;398700;2021;;;;;
8503;Cambodia;398700;2022;;;;;
8504;Cambodia;400200;2021;;;;;
8505;Cambodia;400200;2022;;;;;
8506;Cambodia;402000;2021;;;;;
8507;Cambodia;402000;2022;;;;;
8508;Cambodia;402100;2021;;;;;
8509;Cambodia;402100;2022;;;;;
8510;Cambodia;403300;2021;;;;;
8511;Cambodia;403300;2022;;;;;
8512;Cambodia;403400;2021;;;;;
8513;Cambodia;403400;2022;;;;;
8514;Cambodia;403405;2021;;;;;
8515;Cambodia;403405;2022;;;;;
8516;Cambodia;404900;2021;;;;;
8517;Cambodia;404900;2022;;;;;
8518;Cambodia;405900;2021;;;;;
8519;Cambodia;405900;2022;;;;;
8520;Cambodia;406800;2021;;;;;
8521;Cambodia;406800;2022;;;;;
8522;Cambodia;408105;2021;;;;;
8523;Cambodia;408105;2022;;;;;
8524;Cambodia;408100;2021;;;;;
8525;Cambodia;408100;2022;;;;;
8526;Cambodia;408700;2021;;;;;
8527;Cambodia;408700;2022;;;;;
8528;Cambodia;409900;2021;;;;;
8529;Cambodia;409900;2022;;;;;
8530;Cambodia;410200;2021;;;;;
8531;Cambodia;410200;2022;;;;;
8532;Cambodia;410300;2021;;;;;
8533;Cambodia;410300;2022;;;;;
8534;Cambodia;800010;2021;;;;;
8535;Cambodia;800010;2022;;;;;
8536;Cambodia;412700;2021;;;;;
8537;Cambodia;412700;2022;;;;;
8538;Cambodia;413700;2021;;;;;
8539;Cambodia;413700;2022;;;;;
8540;Cambodia;414300;2021;;;;;
8541;Cambodia;414300;2022;;;;;
8542;Cambodia;415000;2021;;;;;
8543;Cambodia;415000;2022;;;;;
8544;Cambodia;415900;2021;;;;;
8545;Cambodia;415900;2022;;;;;
8546;Cambodia;419000;2021;;;;;
8547;Cambodia;419000;2022;;;;;
8548;Cambodia;419100;2021;;;;;
8549;Cambodia;419100;2022;;;;;
8550;Cambodia;422400;2021;;;;;
8551;Cambodia;422400;2022;;;;;
8552;Cambodia;422500;2021;;;;;
8553;Cambodia;422500;2022;;;;;
8554;Cambodia;425300;2021;;;;;
8555;Cambodia;425300;2022;;;;;
8556;Cambodia;425305;2021;;;;;
8557;Cambodia;425305;2022;;;;;
8558;Cambodia;426600;2021;;;;;
8559;Cambodia;426600;2022;;;;;
8560;Cambodia;428100;2021;;;;;
8561;Cambodia;428100;2022;;;;;
8562;Cambodia;428200;2021;;;;;
8563;Cambodia;428200;2022;;;;;
8564;Cambodia;429300;2021;;;;;
8565;Cambodia;429300;2022;;;;;
8566;Cambodia;430600;2021;;;;;
8567;Cambodia;430600;2022;;;;;
8568;Cambodia;431100;2021;;;;;
8569;Cambodia;431100;2022;;;;;
8570;Cambodia;435500;2021;;;;;
8571;Cambodia;435500;2022;;;;;
8572;Cambodia;435600;2021;;;;;
8573;Cambodia;435600;2022;;;;;
8574;Cambodia;437500;2021;;;;;
8575;Cambodia;437500;2022;;;;;
8576;Cambodia;438600;2021;;;;;
8577;Cambodia;438600;2022;;;;;
8578;Cambodia;441000;2021;;;;;
8579;Cambodia;441000;2022;;;;;
8580;Canada;305700;2021;;;;;
8581;Canada;305700;2022;20.0;;;;
8582;Canada;800012;2021;300.0;31.0;31415.0;1714.0;2411.0
8583;Canada;800012;2022;325.0;38.0;21323.0;2138.0;
8584;Canada;305800;2021;;;;;
8585;Canada;305800;2022;;;;;
8586;Canada;306300;2021;;;;;
8587;Canada;306300;2022;;;;;
8588;Canada;307000;2021;;;;;
8589;Canada;307000;2022;;;;;
8590;Canada;307500;2021;69.0;7.0;23711.0;602.0;
8591;Canada;307500;2022;79.0;13.0;12178.0;843.0;199.0
8592;Canada;307610;2021;16.0;2.0;1319.0;116.0;67.0
8593;Canada;307610;2022;25.0;2.0;1494.0;146.0;
8594;Canada;307600;2021;14.0;;;82.0;
8595;Canada;307600;2022;;;;;
8596;Canada;311300;2021;2.0;;;34.0;
8597;Canada;311300;2022;;;;;
8598;Canada;312200;2021;;;;;
8599;Canada;312200;2022;;;;;
8600;Canada;312500;2021;;;;;
8601;Canada;312500;2022;;;;;
8602;Canada;312505;2021;;;;;
8603;Canada;312505;2022;;;;;
8604;Canada;314000;2021;;;;;
8605;Canada;314000;2022;;;;;
8606;Canada;315200;2021;;;;;
8607;Canada;315200;2022;;;;;
8608;Canada;315810;2021;;;;;
8609;Canada;315810;2022;;;;;
8610;Canada;315800;2021;;;;;
8611;Canada;315800;2022;;;;;
8612;Canada;317100;2021;;;;;
8613;Canada;317100;2022;;;;;
8614;Canada;318600;2021;;;;;
8615;Canada;318600;2022;;;;;
8616;Canada;320000;2021;;;;;
8617;Canada;320000;2022;;;;;
8618;Canada;320700;2021;;;;;
8619;Canada;320700;2022;;;;;
8620;Canada;323200;2021;;;;;
8621;Canada;323200;2022;;;;;
8622;Canada;323705;2021;;;;;
8623;Canada;323705;2022;;;;;
8624;Canada;323700;2021;;;;;
8625;Canada;323700;2022;;;;;
8626;Canada;324600;2021;;;;;
8627;Canada;324600;2022;;;;;
8628;Canada;328100;2021;;;;;
8629;Canada;328100;2022;;;;;
8630;Canada;328105;2021;;;;;
8631;Canada;328105;2022;;;;;
8632;Canada;330300;2021;;;;;
8633;Canada;330300;2022;;;;;
8634;Canada;332900;2021;12.0;;37.0;19.0;
8635;Canada;332900;2022;;;;;
8636;Canada;334800;2021;11.0;1.0;;;9.0
8637;Canada;334800;2022;;;;;
8638;Canada;336500;2021;5.0;;42.0;1.0;
8639;Canada;336500;2022;4.0;;32.0;3.0;
8640;Canada;339200;2021;;;;;
8641;Canada;339200;2022;;;;;
8642;Canada;339205;2021;2.0;;14.0;4.0;
8643;Canada;339205;2022;;;;;
8644;Canada;340200;2021;2.0;;14.0;4.0;
8645;Canada;340200;2022;;;;;
8646;Canada;341600;2021;;;;;
8647;Canada;341600;2022;;;;;
8648;Canada;342400;2021;;;;;
8649;Canada;342400;2022;;;;;
8650;Canada;344400;2021;6.0;;53.0;16.0;
8651;Canada;344400;2022;;;;;
8652;Canada;346600;2021;;;;;
8653;Canada;346600;2022;;;;;
8654;Canada;346700;2021;;;;;
8655;Canada;346700;2022;;;;;
8656;Canada;348000;2021;;;;;
8657;Canada;348000;2022;;;;;
8658;Canada;348100;2021;;;;;
8659;Canada;348100;2022;;;;;
8660;Canada;348400;2021;;;;;
8661;Canada;348400;2022;;;;;
8662;Canada;348700;2021;;;;;
8663;Canada;348700;2022;;;;;
8664;Canada;349700;2021;;;;;
8665;Canada;349700;2022;;;;;
8666;Canada;350000;2021;15.0;1.0;432.0;;21.0
8667;Canada;350000;2022;12.0;;;;
8668;Canada;350100;2021;;;;;
8669;Canada;350100;2022;;;;;
8670;Canada;350600;2021;;;;;
8671;Canada;350600;2022;;;;;
8672;Canada;351900;2021;2.0;;;;
8673;Canada;351900;2022;;;;;
8674;Canada;354200;2021;71.0;10.0;;418.0;
8675;Canada;354200;2022;74.0;10.0;4614.0;438.0;169.0
8676;Canada;354300;2021;2.0;;3.0;;
8677;Canada;354300;2022;;;;;
8678;Canada;356900;2021;61.0;;2077.0;;46.0
8679;Canada;356900;2022;63.0;;2524.0;;
8680;Canada;371600;2021;8.0;;;;
8681;Canada;371600;2022;;;;;
8682;Canada;383100;2021;18.0;5.0;1113.0;235.0;27.0
8683;Canada;383100;2022;;4.0;1168.0;243.0;65.0
8684;Canada;383200;2021;;;;;
8685;Canada;383200;2022;;;;;
8686;Canada;384900;2021;;;;;
8687;Canada;384900;2022;;;;;
8688;Canada;386300;2021;;;;;
8689;Canada;386300;2022;;;;;
8690;Canada;386800;2021;6.0;;;;
8691;Canada;386800;2022;;;;;
8692;Canada;388400;2021;2.0;;;;
8693;Canada;388400;2022;;;;;
8694;Canada;389100;2021;;;;;
8695;Canada;389100;2022;;;;;
8696;Canada;389200;2021;;;;;
8697;Canada;389200;2022;;;;;
8698;Canada;390500;2021;;;;;
8699;Canada;390500;2022;;;;;
8700;Canada;391600;2021;23.0;1.0;142.0;54.0;
8701;Canada;391600;2022;44.0;1.0;194.0;72.0;
8702;Canada;391700;2021;;;;;
8703;Canada;391700;2022;;;;;
8704;Canada;800021;2021;;;;;
8705;Canada;800021;2022;;;;;
8706;Canada;392600;2021;;;;;
8707;Canada;392600;2022;;;;;
8708;Canada;393600;2021;;;;;
8709;Canada;393600;2022;;;;;
8710;Canada;394100;2021;;;;;
8711;Canada;394100;2022;;;;;
8712;Canada;395005;2021;15.0;;;;
8713;Canada;395005;2022;;;;;
8714;Canada;395000;2021;;;;;
8715;Canada;395000;2022;20.0;;;;
8716;Canada;395600;2021;;;;;
8717;Canada;395600;2022;;;;;
8718;Canada;396300;2021;16.0;;;;
8719;Canada;396300;2022;13.0;;;;
8720;Canada;396400;2021;;;;;
8721;Canada;396400;2022;;;;;
8722;Canada;398700;2021;;;;;
8723;Canada;398700;2022;;;;;
8724;Canada;400200;2021;;;;;
8725;Canada;400200;2022;;;;;
8726;Canada;402000;2021;22.0;;283.0;;27.0
8727;Canada;402000;2022;19.0;;10.0;2.0;33.0
8728;Canada;402100;2021;22.0;;283.0;;27.0
8729;Canada;402100;2022;19.0;;10.0;2.0;33.0
8730;Canada;403300;2021;35.0;1.0;113.0;33.0;
8731;Canada;403300;2022;23.0;3.0;289.0;119.0;
8732;Canada;403400;2021;;;;;
8733;Canada;403400;2022;;;;;
8734;Canada;403405;2021;20.0;;92.0;28.0;
8735;Canada;403405;2022;18.0;3.0;258.0;112.0;
8736;Canada;404900;2021;2.0;;21.0;;
8737;Canada;404900;2022;;;;;
8738;Canada;405900;2021;18.0;;71.0;;
8739;Canada;405900;2022;;;;;
8740;Canada;406800;2021;3.0;;;3.0;
8741;Canada;406800;2022;;;;;
8742;Canada;408105;2021;12.0;;;2.0;
8743;Canada;408105;2022;;;;;
8744;Canada;408100;2021;;;;;
8745;Canada;408100;2022;;;;;
8746;Canada;408700;2021;;;;;
8747;Canada;408700;2022;;;;;
8748;Canada;409900;2021;;;;;
8749;Canada;409900;2022;;;;;
8750;Canada;410200;2021;22.0;3.0;1022.0;207.0;100.0
8751;Canada;410200;2022;19.0;3.0;1120.0;249.0;
8752;Canada;410300;2021;;;;;
8753;Canada;410300;2022;;;;;
8754;Canada;800010;2021;;;;;
8755;Canada;800010;2022;;;;;
8756;Canada;412700;2021;7.0;2.0;727.0;152.0;
8757;Canada;412700;2022;;;;;
8758;Canada;413700;2021;;;;;
8759;Canada;413700;2022;;;;;
8760;Canada;414300;2021;;;;;
8761;Canada;414300;2022;;;;;
8762;Canada;415000;2021;;;;;
8763;Canada;415000;2022;;;;;
8764;Canada;415900;2021;11.0;;196.0;21.0;
8765;Canada;415900;2022;8.0;;;21.0;
8766;Canada;419000;2021;;;;;
8767;Canada;419000;2022;;;;;
8768;Canada;419100;2021;;;;;
8769;Canada;419100;2022;;;;;
8770;Canada;422400;2021;;;;;
8771;Canada;422400;2022;;;;;
8772;Canada;422500;2021;;;;;
8773;Canada;422500;2022;;;;;
8774;Canada;425300;2021;;;;;
8775;Canada;425300;2022;;;;;
8776;Canada;425305;2021;;;;;
8777;Canada;425305;2022;;;;;
8778;Canada;426600;2021;;;;;
8779;Canada;426600;2022;;;;;
8780;Canada;428100;2021;;;;;
8781;Canada;428100;2022;;;;;
8782;Canada;428200;2021;;;;;
8783;Canada;428200;2022;;;;;
8784;Canada;429300;2021;;;;;
8785;Canada;429300;2022;;;;;
8786;Canada;430600;2021;;;;;
8787;Canada;430600;2022;;;;;
8788;Canada;431100;2021;;;;;
8789;Canada;431100;2022;;;;;
8790;Canada;435500;2021;;;;;
8791;Canada;435500;2022;;;;;
8792;Canada;435600;2021;;;;;
8793;Canada;435600;2022;;;;;
8794;Canada;437500;2021;;;;;
8795;Canada;437500;2022;;;;;
8796;Canada;438600;2021;;;;;
8797;Canada;438600;2022;;;;;
8798;Canada;441000;2021;;;;;
8799;Canada;441000;2022;;;;;
8800;Bonaire, Sint Eustatius and Saba;305700;2021;;;;;
8801;Bonaire, Sint Eustatius and Saba;305700;2022;;;;;
8802;Bonaire, Sint Eustatius and Saba;800012;2021;21.0;;;;
8803;Bonaire, Sint Eustatius and Saba;800012;2022;11.0;;;;
8804;Bonaire, Sint Eustatius and Saba;305800;2021;;;;;
8805;Bonaire, Sint Eustatius and Saba;305800;2022;;;;;
8806;Bonaire, Sint Eustatius and Saba;306300;2021;;;;;
8807;Bonaire, Sint Eustatius and Saba;306300;2022;;;;;
8808;Bonaire, Sint Eustatius and Saba;307000;2021;;;;;
8809;Bonaire, Sint Eustatius and Saba;307000;2022;;;;;
8810;Bonaire, Sint Eustatius and Saba;307500;2021;;;;;
