ID;OutputPrices;SIC2008;Periods;PriceIndexNumbersExcludingExcise_1;MonthOnMonthDevelopment_2;YearOnYearDevelopment_3;WeightFactor_4
2252;Total sales;1039 Other processing vegetables, fruit;2017 April;102.5;1.0;2.5;1729
2253;Total sales;1039 Other processing vegetables, fruit;2017 May;102.6;0.1;3.2;1729
2254;Total sales;1039 Other processing vegetables, fruit;2017 June;102.5;-0.1;2.2;1729
2255;Total sales;1039 Other processing vegetables, fruit;2017 July;103.3;0.8;3.2;1729
2256;Total sales;1039 Other processing vegetables, fruit;2017 August;103.2;-0.2;3.4;1729
2257;Total sales;1039 Other processing vegetables, fruit;2017 September;102.9;-0.3;3.1;1729
2258;Total sales;1039 Other processing vegetables, fruit;2017 October;102.8;-0.1;2.1;1729
2259;Total sales;1039 Other processing vegetables, fruit;2017 November;104.1;1.3;3.3;1729
2260;Total sales;1039 Other processing vegetables, fruit;2017 December;104.3;0.1;3.3;1729
2261;Total sales;1039 Other processing vegetables, fruit;2017;102.8;;2.5;1729
2262;Total sales;1039 Other processing vegetables, fruit;2018 January;107.1;2.7;4.9;1729
2263;Total sales;1039 Other processing vegetables, fruit;2018 February;107.1;0.0;5.5;1729
2264;Total sales;1039 Other processing vegetables, fruit;2018 March;107.3;0.2;5.7;1729
2265;Total sales;1039 Other processing vegetables, fruit;2018 April;106.7;-0.6;4.0;1729
2266;Total sales;1039 Other processing vegetables, fruit;2018 May;104.6;-1.9;2.0;1729
2267;Total sales;1039 Other processing vegetables, fruit;2018 June;104.6;0.0;2.1;1729
2268;Total sales;1039 Other processing vegetables, fruit;2018 July;104.1;-0.5;0.8;1729
2269;Total sales;1039 Other processing vegetables, fruit;2018 August;104.1;0.0;0.9;1729
2270;Total sales;1039 Other processing vegetables, fruit;2018 September;104.1;-0.1;1.1;1729
2271;Total sales;1039 Other processing vegetables, fruit;2018 October;103.4;-0.6;0.6;1729
2272;Total sales;1039 Other processing vegetables, fruit;2018 November;105.7;2.2;1.5;1729
2273;Total sales;1039 Other processing vegetables, fruit;2018 December;105.8;0.1;1.5;1729
2274;Total sales;1039 Other processing vegetables, fruit;2018;105.4;;2.5;1729
2275;Total sales;1039 Other processing vegetables, fruit;2019 January;104.6;-1.2;-2.3;1729
2276;Total sales;1039 Other processing vegetables, fruit;2019 February;104.5;-0.1;-2.4;1729
2277;Total sales;1039 Other processing vegetables, fruit;2019 March;104.5;0.0;-2.6;1729
2278;Total sales;1039 Other processing vegetables, fruit;2019 April;104.8;0.3;-1.8;1729
2279;Total sales;1039 Other processing vegetables, fruit;2019 May;104.0;-0.8;-0.6;1729
2280;Total sales;1039 Other processing vegetables, fruit;2019 June;103.9;0.0;-0.6;1729
2281;Total sales;1039 Other processing vegetables, fruit;2019 July;105.4;1.4;1.2;1729
2282;Total sales;1039 Other processing vegetables, fruit;2019 August;104.5;-0.9;0.3;1729
2283;Total sales;1039 Other processing vegetables, fruit;2019 September;105.0;0.5;0.9;1729
2284;Total sales;1039 Other processing vegetables, fruit;2019 October;104.9;-0.1;1.5;1729
2285;Total sales;1039 Other processing vegetables, fruit;2019 November;105.9;0.9;0.2;1729
2286;Total sales;1039 Other processing vegetables, fruit;2019 December;106.0;0.0;0.1;1729
2287;Total sales;1039 Other processing vegetables, fruit;2019;104.8;;-0.5;1729
2288;Total sales;1039 Other processing vegetables, fruit;2020 January;107.0;0.9;2.2;1729
2289;Total sales;1039 Other processing vegetables, fruit;2020 February;107.0;0.1;2.4;1729
2290;Total sales;1039 Other processing vegetables, fruit;2020 March;107.0;0.0;2.4;1729
2291;Total sales;1039 Other processing vegetables, fruit;2020 April;105.3;-1.6;0.5;1729
2292;Total sales;1039 Other processing vegetables, fruit;2020 May;105.1;-0.2;1.1;1729
2293;Total sales;1039 Other processing vegetables, fruit;2020 June;105.0;0.0;1.0;1729
2294;Total sales;1039 Other processing vegetables, fruit;2020 July;104.7;-0.3;-0.7;1729
2295;Total sales;1039 Other processing vegetables, fruit;2020 August;104.8;0.1;0.3;1729
2296;Total sales;1039 Other processing vegetables, fruit;2020 September;104.7;0.0;-0.3;1729
2297;Total sales;1039 Other processing vegetables, fruit;2020 October;106.0;1.3;1.1;1729
2298;Total sales;1039 Other processing vegetables, fruit;2020 November;106.3;0.3;0.4;1729
2299;Total sales;1039 Other processing vegetables, fruit;2020 December;106.4;0.1;0.4;1729
2300;Total sales;1039 Other processing vegetables, fruit;2020;105.8;;0.9;1729
2301;Total sales;1039 Other processing vegetables, fruit;2021 January;106.6;0.2;-0.4;1729
2302;Total sales;1039 Other processing vegetables, fruit;2021 February;106.6;0.0;-0.4;1729
2303;Total sales;1039 Other processing vegetables, fruit;2021 March;106.7;0.1;-0.3;1729
2304;Total sales;1039 Other processing vegetables, fruit;2021 April;108.7;1.9;3.3;1729
2305;Total sales;1039 Other processing vegetables, fruit;2021 May;109.1;0.3;3.8;1729
2306;Total sales;1039 Other processing vegetables, fruit;2021 June;108.6;-0.5;3.4;1729
2307;Total sales;1039 Other processing vegetables, fruit;2021 July;108.3;-0.3;3.4;1729
2308;Total sales;1039 Other processing vegetables, fruit;2021 August;108.6;0.3;3.6;1729
2309;Total sales;1039 Other processing vegetables, fruit;2021 September;108.5;-0.1;3.6;1729
2310;Total sales;1039 Other processing vegetables, fruit;2021 October;106.7;-1.7;0.6;1729
2311;Total sales;1039 Other processing vegetables, fruit;2021 November;107.1;0.4;0.7;1729
2312;Total sales;1039 Other processing vegetables, fruit;2021 December;107.2;0.1;0.8;1729
2313;Total sales;1039 Other processing vegetables, fruit;2021;107.7;;1.8;1729
2314;Total sales;1039 Other processing vegetables, fruit;2022 January;113.8;6.1;6.8;1729
2315;Total sales;1039 Other processing vegetables, fruit;2022 February;114.1;0.3;7.1;1729
2316;Total sales;1039 Other processing vegetables, fruit;2022 March;114.4;0.3;7.3;1729
2317;Total sales;1039 Other processing vegetables, fruit;2022 April;116.8;2.0;7.4;1729
2318;Total sales;1039 Other processing vegetables, fruit;2022 May;116.4;-0.3;6.7;1729
2319;Total sales;1039 Other processing vegetables, fruit;2022 June;116.5;0.1;7.3;1729
2320;Total sales;1039 Other processing vegetables, fruit;2022 July;116.3;-0.1;7.4;1729
2321;Total sales;1039 Other processing vegetables, fruit;2022 August;116.6;0.3;7.4;1729
2322;Total sales;1039 Other processing vegetables, fruit;2022 September;116.9;0.2;7.7;1729
2323;Total sales;1039 Other processing vegetables, fruit;2022 October;121.4;3.8;13.8;1729
2324;Total sales;1039 Other processing vegetables, fruit;2022 November;123.6;1.9;15.5;1729
2325;Total sales;1039 Other processing vegetables, fruit;2022 December;123.5;-0.1;15.2;1729
2326;Total sales;1039 Other processing vegetables, fruit;2022;117.5;;9.1;1729
2327;Total sales;1039 Other processing vegetables, fruit;2023 January;131.7;6.7;15.8;1729
2328;Total sales;1039 Other processing vegetables, fruit;2023 February;132.1;0.3;15.8;1729
2329;Total sales;1039 Other processing vegetables, fruit;2023 March;132.6;0.4;15.9;1729
2330;Total sales;1039 Other processing vegetables, fruit;2023 April;133.9;1.0;14.7;1729
2331;Total sales;1039 Other processing vegetables, fruit;2023 May;133.7;-0.2;14.9;1729
2332;Total sales;1039 Other processing vegetables, fruit;2023 June;133.8;0.1;14.9;1729
2333;Total sales;1039 Other processing vegetables, fruit;2023 July;134.8;0.7;15.9;1729
2334;Total sales;1039 Other processing vegetables, fruit;2023 August;134.7;-0.1;15.5;1729
2335;Total sales;1039 Other processing vegetables, fruit;2023 September;135.0;0.2;15.5;1729
2336;Total sales;1039 Other processing vegetables, fruit;2023 October;138.3;2.4;14.0;1729
2337;Total sales;1039 Other processing vegetables, fruit;2023 November;140.7;1.7;13.8;1729
2338;Total sales;1039 Other processing vegetables, fruit;2023 December;140.6;-0.1;13.9;1729
2339;Total sales;1039 Other processing vegetables, fruit;2023;135.2;;15.0;1729
2340;Total sales;104 Manufacture of edible oils and fats;2012 January;103.5;;;5955
2341;Total sales;104 Manufacture of edible oils and fats;2012 February;104.5;1.0;;5955
2342;Total sales;104 Manufacture of edible oils and fats;2012 March;108.5;3.8;;5955
2343;Total sales;104 Manufacture of edible oils and fats;2012 April;111.3;2.5;;5955
2344;Total sales;104 Manufacture of edible oils and fats;2012 May;112.0;0.6;;5955
2345;Total sales;104 Manufacture of edible oils and fats;2012 June;113.5;1.4;;5955
2346;Total sales;104 Manufacture of edible oils and fats;2012 July;117.1;3.1;;5955
2347;Total sales;104 Manufacture of edible oils and fats;2012 August;121.6;3.9;;5955
2348;Total sales;104 Manufacture of edible oils and fats;2012 September;118.8;-2.4;;5955
2349;Total sales;104 Manufacture of edible oils and fats;2012 October;116.1;-2.2;;5955
2350;Total sales;104 Manufacture of edible oils and fats;2012 November;114.5;-1.4;;5955
2351;Total sales;104 Manufacture of edible oils and fats;2012 December;113.0;-1.3;;5955
2352;Total sales;104 Manufacture of edible oils and fats;2012;112.9;;;5955
2353;Total sales;104 Manufacture of edible oils and fats;2013 January;110.4;-2.3;6.7;5955
2354;Total sales;104 Manufacture of edible oils and fats;2013 February;109.2;-1.1;4.5;5955
2355;Total sales;104 Manufacture of edible oils and fats;2013 March;108.6;-0.6;0.0;5955
2356;Total sales;104 Manufacture of edible oils and fats;2013 April;107.4;-1.1;-3.5;5955
2357;Total sales;104 Manufacture of edible oils and fats;2013 May;106.5;-0.9;-4.9;5955
2358;Total sales;104 Manufacture of edible oils and fats;2013 June;105.4;-1.0;-7.2;5955
2359;Total sales;104 Manufacture of edible oils and fats;2013 July;104.0;-1.3;-11.1;5955
2360;Total sales;104 Manufacture of edible oils and fats;2013 August;102.0;-2.0;-16.2;5955
2361;Total sales;104 Manufacture of edible oils and fats;2013 September;101.9;-0.1;-14.2;5955
2362;Total sales;104 Manufacture of edible oils and fats;2013 October;100.3;-1.5;-13.6;5955
2363;Total sales;104 Manufacture of edible oils and fats;2013 November;106.5;6.2;-7.0;5955
2364;Total sales;104 Manufacture of edible oils and fats;2013 December;105.4;-1.1;-6.7;5955
2365;Total sales;104 Manufacture of edible oils and fats;2013;105.6;;-6.4;5955
2366;Total sales;104 Manufacture of edible oils and fats;2014 January;106.1;0.6;-4.0;5955
2367;Total sales;104 Manufacture of edible oils and fats;2014 February;108.0;1.9;-1.1;5955
2368;Total sales;104 Manufacture of edible oils and fats;2014 March;108.1;0.1;-0.4;5955
2369;Total sales;104 Manufacture of edible oils and fats;2014 April;109.9;1.6;2.3;5955
2370;Total sales;104 Manufacture of edible oils and fats;2014 May;106.9;-2.7;0.4;5955
2371;Total sales;104 Manufacture of edible oils and fats;2014 June;105.6;-1.2;0.1;5955
2372;Total sales;104 Manufacture of edible oils and fats;2014 July;104.1;-1.4;0.1;5955
2373;Total sales;104 Manufacture of edible oils and fats;2014 August;101.0;-3.0;-0.9;5955
2374;Total sales;104 Manufacture of edible oils and fats;2014 September;100.6;-0.4;-1.3;5955
2375;Total sales;104 Manufacture of edible oils and fats;2014 October;101.1;0.5;0.8;5955
2376;Total sales;104 Manufacture of edible oils and fats;2014 November;99.0;-2.1;-7.1;5955
2377;Total sales;104 Manufacture of edible oils and fats;2014 December;99.2;0.2;-5.9;5955
2378;Total sales;104 Manufacture of edible oils and fats;2014;104.1;;-1.4;5955
2379;Total sales;104 Manufacture of edible oils and fats;2015 January;100.5;1.4;-5.2;5955
2380;Total sales;104 Manufacture of edible oils and fats;2015 February;99.7;-0.8;-7.7;5955
2381;Total sales;104 Manufacture of edible oils and fats;2015 March;101.8;2.0;-5.9;5955
2382;Total sales;104 Manufacture of edible oils and fats;2015 April;102.5;0.7;-6.7;5955
2383;Total sales;104 Manufacture of edible oils and fats;2015 May;103.0;0.5;-3.6;5955
2384;Total sales;104 Manufacture of edible oils and fats;2015 June;104.4;1.3;-1.1;5955
2385;Total sales;104 Manufacture of edible oils and fats;2015 July;102.4;-1.9;-1.6;5955
2386;Total sales;104 Manufacture of edible oils and fats;2015 August;98.4;-3.9;-2.6;5955
2387;Total sales;104 Manufacture of edible oils and fats;2015 September;97.1;-1.3;-3.5;5955
2388;Total sales;104 Manufacture of edible oils and fats;2015 October;96.7;-0.5;-4.4;5955
2389;Total sales;104 Manufacture of edible oils and fats;2015 November;97.6;1.0;-1.4;5955
2390;Total sales;104 Manufacture of edible oils and fats;2015 December;95.9;-1.7;-3.3;5955
2391;Total sales;104 Manufacture of edible oils and fats;2015;100.0;;-4.0;5955
2392;Total sales;104 Manufacture of edible oils and fats;2016 January;94.7;-1.2;-5.7;5955
2393;Total sales;104 Manufacture of edible oils and fats;2016 February;92.9;-1.9;-6.8;5955
2394;Total sales;104 Manufacture of edible oils and fats;2016 March;96.6;4.0;-5.1;5955
2395;Total sales;104 Manufacture of edible oils and fats;2016 April;98.2;1.7;-4.1;5955
2396;Total sales;104 Manufacture of edible oils and fats;2016 May;103.3;5.1;0.3;5955
2397;Total sales;104 Manufacture of edible oils and fats;2016 June;104.2;0.9;-0.2;5955
2398;Total sales;104 Manufacture of edible oils and fats;2016 July;103.0;-1.1;0.6;5955
2399;Total sales;104 Manufacture of edible oils and fats;2016 August;101.6;-1.5;3.2;5955
2400;Total sales;104 Manufacture of edible oils and fats;2016 September;101.1;-0.5;4.1;5955
2401;Total sales;104 Manufacture of edible oils and fats;2016 October;102.2;1.1;5.7;5955
2402;Total sales;104 Manufacture of edible oils and fats;2016 November;105.4;3.2;8.0;5955
2403;Total sales;104 Manufacture of edible oils and fats;2016 December;107.5;2.0;12.1;5955
2404;Total sales;104 Manufacture of edible oils and fats;2016;100.9;;0.9;5955
2405;Total sales;104 Manufacture of edible oils and fats;2017 January;108.8;1.2;14.8;5955
2406;Total sales;104 Manufacture of edible oils and fats;2017 February;107.7;-1.0;15.9;5955
2407;Total sales;104 Manufacture of edible oils and fats;2017 March;107.1;-0.5;10.8;5955
2408;Total sales;104 Manufacture of edible oils and fats;2017 April;106.9;-0.2;8.8;5955
2409;Total sales;104 Manufacture of edible oils and fats;2017 May;104.7;-2.0;1.4;5955
2410;Total sales;104 Manufacture of edible oils and fats;2017 June;100.0;-4.5;-4.1;5955
2411;Total sales;104 Manufacture of edible oils and fats;2017 July;99.4;-0.6;-3.5;5955
2412;Total sales;104 Manufacture of edible oils and fats;2017 August;98.2;-1.2;-3.3;5955
2413;Total sales;104 Manufacture of edible oils and fats;2017 September;96.4;-1.8;-4.6;5955
2414;Total sales;104 Manufacture of edible oils and fats;2017 October;98.3;2.0;-3.8;5955
2415;Total sales;104 Manufacture of edible oils and fats;2017 November;97.6;-0.7;-7.4;5955
2416;Total sales;104 Manufacture of edible oils and fats;2017 December;96.5;-1.1;-10.2;5955
2417;Total sales;104 Manufacture of edible oils and fats;2017;101.8;;0.9;5955
2418;Total sales;104 Manufacture of edible oils and fats;2018 January;96.7;0.2;-11.1;5955
2419;Total sales;104 Manufacture of edible oils and fats;2018 February;97.4;0.7;-9.6;5955
2420;Total sales;104 Manufacture of edible oils and fats;2018 March;100.5;3.3;-6.1;5955
2421;Total sales;104 Manufacture of edible oils and fats;2018 April;101.7;1.1;-4.9;5955
2422;Total sales;104 Manufacture of edible oils and fats;2018 May;101.7;0.0;-2.9;5955
2423;Total sales;104 Manufacture of edible oils and fats;2018 June;101.3;-0.4;1.3;5955
2424;Total sales;104 Manufacture of edible oils and fats;2018 July;101.4;0.2;2.0;5955
2425;Total sales;104 Manufacture of edible oils and fats;2018 August;101.5;0.1;3.4;5955
2426;Total sales;104 Manufacture of edible oils and fats;2018 September;101.6;0.1;5.4;5955
2427;Total sales;104 Manufacture of edible oils and fats;2018 October;101.8;0.2;3.6;5955
2428;Total sales;104 Manufacture of edible oils and fats;2018 November;100.7;-1.0;3.2;5955
2429;Total sales;104 Manufacture of edible oils and fats;2018 December;100.6;-0.1;4.2;5955
2430;Total sales;104 Manufacture of edible oils and fats;2018;100.6;;-1.2;5955
2431;Total sales;104 Manufacture of edible oils and fats;2019 January;100.8;0.2;4.2;5955
2432;Total sales;104 Manufacture of edible oils and fats;2019 February;99.0;-1.8;1.7;5955
2433;Total sales;104 Manufacture of edible oils and fats;2019 March;98.7;-0.3;-1.8;5955
2434;Total sales;104 Manufacture of edible oils and fats;2019 April;99.4;0.7;-2.3;5955
2435;Total sales;104 Manufacture of edible oils and fats;2019 May;98.6;-0.8;-3.0;5955
2436;Total sales;104 Manufacture of edible oils and fats;2019 June;97.5;-1.1;-3.7;5955
2437;Total sales;104 Manufacture of edible oils and fats;2019 July;99.0;1.5;-2.4;5955
2438;Total sales;104 Manufacture of edible oils and fats;2019 August;100.8;1.9;-0.7;5955
2439;Total sales;104 Manufacture of edible oils and fats;2019 September;101.5;0.7;-0.1;5955
2440;Total sales;104 Manufacture of edible oils and fats;2019 October;102.4;0.8;0.5;5955
2441;Total sales;104 Manufacture of edible oils and fats;2019 November;104.2;1.8;3.4;5955
2442;Total sales;104 Manufacture of edible oils and fats;2019 December;110.2;5.8;9.5;5955
2443;Total sales;104 Manufacture of edible oils and fats;2019;100.7;;0.2;5955
2444;Total sales;104 Manufacture of edible oils and fats;2020 January;107.5;-2.4;6.7;5955
2445;Total sales;104 Manufacture of edible oils and fats;2020 February;106.9;-0.6;7.9;5955
2446;Total sales;104 Manufacture of edible oils and fats;2020 March;108.9;1.9;10.3;5955
2447;Total sales;104 Manufacture of edible oils and fats;2020 April;107.1;-1.6;7.8;5955
2448;Total sales;104 Manufacture of edible oils and fats;2020 May;108.3;1.0;9.8;5955
2449;Total sales;104 Manufacture of edible oils and fats;2020 June;108.0;-0.2;10.8;5955
2450;Total sales;104 Manufacture of edible oils and fats;2020 July;109.1;1.0;10.3;5955
2451;Total sales;104 Manufacture of edible oils and fats;2020 August;109.6;0.4;8.7;5955
2452;Total sales;104 Manufacture of edible oils and fats;2020 September;112.2;2.4;10.5;5955
2453;Total sales;104 Manufacture of edible oils and fats;2020 October;115.2;2.7;12.6;5955
2454;Total sales;104 Manufacture of edible oils and fats;2020 November;122.2;6.1;17.3;5955
2455;Total sales;104 Manufacture of edible oils and fats;2020 December;125.1;2.3;13.5;5955
2456;Total sales;104 Manufacture of edible oils and fats;2020;111.7;;10.6;5955
2457;Total sales;104 Manufacture of edible oils and fats;2021 January;128.7;2.9;19.7;5955
