ID;LorriesRoadTractorsLoadCapacityLC;AgeOfVehicle;Periods;TotalKilometresInTheNetherlands_1;KilometresByDutchVehicles_2;KilometresByForeignVehicles_3;TotalKilometresByDutchVehicles_4;KilometresInTheNetherlands_5;KilometresAbroad_6;TotalAverageAnnualKilometres_7;AverageAnnualKilometresInNetherlands_8;AverageAnnualKilometresAbroad_9;DutchGoodsVehiclesInUse_10
1632;Lorry (road tractor not included);Vehicle 7 years old;2010;157.9;150.1;7.8;186.6;150.1;36.4;45830.0;36881.0;8949.0;4071.0
1633;Lorry (road tractor not included);Vehicle 7 years old;2011;155.4;146.8;8.6;189.1;146.8;42.3;49356.0;38313.0;11044.0;3831.0
1634;Lorry (road tractor not included);Vehicle 7 years old;2012;166.2;157.5;8.7;198.4;157.5;40.9;48753.0;38700.0;10053.0;4069.0
1635;Lorry (road tractor not included);Vehicle 7 years old;2013;216.3;200.9;15.4;275.4;200.9;74.5;49762.0;36304.0;13458.0;5534.0
1636;Lorry (road tractor not included);Vehicle 7 years old;2014;201.8;189.9;11.9;244.9;189.9;55.0;49948.0;38726.0;11222.0;4904.0
1637;Lorry (road tractor not included);Vehicle 7 years old;2015;243.6;229.2;14.4;287.2;229.2;58.0;48074.0;38367.0;9707.0;5975.0
1638;Lorry (road tractor not included);Vehicle 7 years old;2016;204.5;192.9;11.6;232.9;192.9;40.0;47917.0;39682.0;8235.0;4861.0
1639;Lorry (road tractor not included);Vehicle 7 years old;2017;147.8;137.3;10.5;171.5;137.3;34.2;46708.0;37397.0;9311.0;3671.0
1640;Lorry (road tractor not included);Vehicle 7 years old;2018;154.2;140.6;13.6;185.7;140.6;45.1;49035.0;37117.0;11918.0;3788.0
1641;Lorry (road tractor not included);Vehicle 7 years old;2019;139.8;128.9;10.9;162.4;128.9;33.5;46163.0;36651.0;9513.0;3518.0
1642;Lorry (road tractor not included);Vehicle 7 years old;2020;127.3;114.8;12.5;149.9;114.8;35.1;45290.0;34682.0;10608.0;3310.0
1643;Lorry (road tractor not included);Vehicle 8 years old;1990;117.0;113.0;4.0;137.0;113.0;24.0;;;;
1644;Lorry (road tractor not included);Vehicle 8 years old;1991;134.0;129.0;5.0;158.0;129.0;29.0;;;;
1645;Lorry (road tractor not included);Vehicle 8 years old;1992;176.0;170.0;6.0;209.0;170.0;39.0;;;;
1646;Lorry (road tractor not included);Vehicle 8 years old;1993;170.0;164.0;6.0;204.0;164.0;40.0;;;;
1647;Lorry (road tractor not included);Vehicle 8 years old;1994;145.0;141.0;5.0;171.0;141.0;31.0;;;;
1648;Lorry (road tractor not included);Vehicle 8 years old;1995;150.0;145.0;5.0;176.0;145.0;31.0;;;;
1649;Lorry (road tractor not included);Vehicle 8 years old;1996;144.0;139.0;4.0;170.0;139.0;30.0;;;;
1650;Lorry (road tractor not included);Vehicle 8 years old;1997;144.0;140.0;4.0;170.0;140.0;30.0;;;;
1651;Lorry (road tractor not included);Vehicle 8 years old;1998;142.0;138.0;4.0;167.0;138.0;30.0;;;;
1652;Lorry (road tractor not included);Vehicle 8 years old;1999;149.0;145.0;4.0;177.0;145.0;31.0;;;;
1653;Lorry (road tractor not included);Vehicle 8 years old;2000;142.0;138.0;4.0;167.0;138.0;30.0;;;;
1654;Lorry (road tractor not included);Vehicle 8 years old;2001;104.0;101.0;3.0;121.0;101.0;20.0;;;;
1655;Lorry (road tractor not included);Vehicle 8 years old;2002;137.0;133.1;3.9;159.1;133.1;26.0;35205.0;29449.0;5756.0;4519.0
1656;Lorry (road tractor not included);Vehicle 8 years old;2003;133.4;129.5;3.9;156.0;129.5;26.5;34514.0;28645.0;5869.0;4520.0
1657;Lorry (road tractor not included);Vehicle 8 years old;2004;163.4;158.2;5.2;191.3;158.2;33.1;37378.0;30905.0;6473.0;5119.0
1658;Lorry (road tractor not included);Vehicle 8 years old;2005;164.6;159.1;5.5;192.3;159.1;33.3;38974.0;32236.0;6738.0;4935.0
1659;Lorry (road tractor not included);Vehicle 8 years old;2006;188.8;182.1;6.7;219.2;182.1;37.1;40116.0;33325.0;6791.0;5464.0
1660;Lorry (road tractor not included);Vehicle 8 years old;2007;207.7;200.6;7.1;237.4;200.6;36.8;41585.0;35133.0;6452.0;5709.0
1661;Lorry (road tractor not included);Vehicle 8 years old;2008;212.0;204.8;7.2;241.0;204.8;36.2;42006.0;35696.0;6310.0;5737.0
1662;Lorry (road tractor not included);Vehicle 8 years old;2009;195.1;188.4;6.6;220.5;188.4;32.1;40153.0;34313.0;5839.0;5491.0
1663;Lorry (road tractor not included);Vehicle 8 years old;2010;156.9;151.6;5.3;176.4;151.6;24.8;39884.0;34279.0;5605.0;4424.0
1664;Lorry (road tractor not included);Vehicle 8 years old;2011;129.3;123.5;5.7;151.7;123.5;28.2;40851.0;33261.0;7590.0;3714.0
1665;Lorry (road tractor not included);Vehicle 8 years old;2012;123.6;116.4;7.1;149.9;116.4;33.5;42891.0;33316.0;9575.0;3495.0
1666;Lorry (road tractor not included);Vehicle 8 years old;2013;127.3;118.8;8.5;160.1;118.8;41.3;43366.0;32185.0;11181.0;3692.0
1667;Lorry (road tractor not included);Vehicle 8 years old;2014;183.6;170.0;13.6;232.8;170.0;62.8;46068.0;33649.0;12419.0;5053.0
1668;Lorry (road tractor not included);Vehicle 8 years old;2015;184.8;174.6;10.1;215.4;174.6;40.7;46356.0;37588.0;8768.0;4646.0
1669;Lorry (road tractor not included);Vehicle 8 years old;2016;219.3;205.5;13.7;252.8;205.5;47.3;43916.0;35698.0;8218.0;5757.0
1670;Lorry (road tractor not included);Vehicle 8 years old;2017;181.7;172.1;9.6;203.4;172.1;31.3;43833.0;37089.0;6744.0;4640.0
1671;Lorry (road tractor not included);Vehicle 8 years old;2018;126.8;117.9;8.9;147.4;117.9;29.5;41602.0;33283.0;8319.0;3542.0
1672;Lorry (road tractor not included);Vehicle 8 years old;2019;130.8;120.6;10.2;152.0;120.6;31.5;41721.0;33082.0;8639.0;3644.0
1673;Lorry (road tractor not included);Vehicle 8 years old;2020;112.5;102.1;10.4;131.3;102.1;29.1;39435.0;30680.0;8755.0;3329.0
1674;Lorry (road tractor not included);Vehicle 9 years old or older;1990;377.0;367.0;10.0;426.0;367.0;60.0;;;;
1675;Lorry (road tractor not included);Vehicle 9 years old or older;1991;549.0;533.0;16.0;628.0;533.0;95.0;;;;
1676;Lorry (road tractor not included);Vehicle 9 years old or older;1992;545.0;530.0;15.0;625.0;530.0;95.0;;;;
1677;Lorry (road tractor not included);Vehicle 9 years old or older;1993;528.0;513.0;15.0;610.0;513.0;97.0;;;;
1678;Lorry (road tractor not included);Vehicle 9 years old or older;1994;644.0;628.0;16.0;734.0;628.0;106.0;;;;
1679;Lorry (road tractor not included);Vehicle 9 years old or older;1995;663.0;647.0;16.0;756.0;647.0;109.0;;;;
1680;Lorry (road tractor not included);Vehicle 9 years old or older;1996;638.0;622.0;15.0;728.0;622.0;105.0;;;;
1681;Lorry (road tractor not included);Vehicle 9 years old or older;1997;639.0;624.0;15.0;730.0;624.0;105.0;;;;
1682;Lorry (road tractor not included);Vehicle 9 years old or older;1998;628.0;614.0;14.0;718.0;614.0;104.0;;;;
1683;Lorry (road tractor not included);Vehicle 9 years old or older;1999;661.0;648.0;14.0;757.0;648.0;109.0;;;;
1684;Lorry (road tractor not included);Vehicle 9 years old or older;2000;628.0;614.0;14.0;717.0;614.0;104.0;;;;
1685;Lorry (road tractor not included);Vehicle 9 years old or older;2001;653.0;638.0;16.0;742.0;638.0;104.0;;;;
1686;Lorry (road tractor not included);Vehicle 9 years old or older;2002;536.0;523.3;12.7;607.5;523.3;84.2;16445.0;14166.0;2279.0;36940.0
1687;Lorry (road tractor not included);Vehicle 9 years old or older;2003;500.0;488.6;11.5;567.0;488.6;78.5;15977.0;13766.0;2211.0;35491.0
1688;Lorry (road tractor not included);Vehicle 9 years old or older;2004;495.0;482.9;12.2;561.0;482.9;78.1;15923.0;13706.0;2218.0;35230.0
1689;Lorry (road tractor not included);Vehicle 9 years old or older;2005;522.1;508.3;13.8;592.1;508.3;83.8;17048.0;14636.0;2413.0;34729.0
1690;Lorry (road tractor not included);Vehicle 9 years old or older;2006;554.3;538.2;16.1;627.1;538.2;88.9;17847.0;15316.0;2531.0;35138.0
1691;Lorry (road tractor not included);Vehicle 9 years old or older;2007;608.9;593.0;15.9;674.9;593.0;81.9;18723.0;16452.0;2271.0;36047.0
1692;Lorry (road tractor not included);Vehicle 9 years old or older;2008;661.1;644.7;16.4;726.7;644.7;82.0;19540.0;17335.0;2205.0;37189.0
1693;Lorry (road tractor not included);Vehicle 9 years old or older;2009;657.5;640.7;16.8;721.9;640.7;81.3;18931.0;16800.0;2131.0;38136.0
1694;Lorry (road tractor not included);Vehicle 9 years old or older;2010;646.9;632.8;14.1;698.6;632.8;65.8;18075.0;16373.0;1703.0;38650.0
1695;Lorry (road tractor not included);Vehicle 9 years old or older;2011;630.0;612.0;18.0;700.7;612.0;88.7;18473.0;16136.0;2338.0;37929.0
1696;Lorry (road tractor not included);Vehicle 9 years old or older;2012;575.1;555.7;19.4;646.6;555.7;90.8;17670.0;15188.0;2482.0;36590.0
1697;Lorry (road tractor not included);Vehicle 9 years old or older;2013;525.7;503.6;22.2;611.1;503.6;107.5;17392.0;14332.0;3060.0;35135.0
1698;Lorry (road tractor not included);Vehicle 9 years old or older;2014;510.3;483.4;26.9;607.7;483.4;124.3;17742.0;14114.0;3628.0;34251.0
1699;Lorry (road tractor not included);Vehicle 9 years old or older;2015;580.7;549.9;30.9;674.2;549.9;124.3;19347.0;15779.0;3568.0;34846.0
1700;Lorry (road tractor not included);Vehicle 9 years old or older;2016;640.7;604.4;36.3;729.4;604.4;125.1;20499.0;16985.0;3515.0;35583.0
1701;Lorry (road tractor not included);Vehicle 9 years old or older;2017;717.9;684.7;33.2;792.7;684.7;108.0;21051.0;18182.0;2869.0;37658.0
1702;Lorry (road tractor not included);Vehicle 9 years old or older;2018;718.8;682.2;36.6;803.4;682.2;121.3;20890.0;17737.0;3153.0;38461.0
1703;Lorry (road tractor not included);Vehicle 9 years old or older;2019;665.4;636.3;29.1;726.0;636.3;89.7;19019.0;16669.0;2350.0;38171.0
1704;Lorry (road tractor not included);Vehicle 9 years old or older;2020;588.2;564.5;23.6;630.7;564.5;66.2;16625.0;14880.0;1745.0;37939.0
1705;Lorries (LC) less than 7 000 kg;Total goods vehicles;1990;;;;;;;;;;
1706;Lorries (LC) less than 7 000 kg;Total goods vehicles;1991;;;;;;;;;;
1707;Lorries (LC) less than 7 000 kg;Total goods vehicles;1992;;;;;;;;;;
1708;Lorries (LC) less than 7 000 kg;Total goods vehicles;1993;;;;;;;;;;
1709;Lorries (LC) less than 7 000 kg;Total goods vehicles;1994;;;;;;;;;;
1710;Lorries (LC) less than 7 000 kg;Total goods vehicles;1995;;;;;;;;;;
1711;Lorries (LC) less than 7 000 kg;Total goods vehicles;1996;;;;;;;;;;
1712;Lorries (LC) less than 7 000 kg;Total goods vehicles;1997;;;;;;;;;;
1713;Lorries (LC) less than 7 000 kg;Total goods vehicles;1998;;;;;;;;;;
1714;Lorries (LC) less than 7 000 kg;Total goods vehicles;1999;;;;;;;;;;
1715;Lorries (LC) less than 7 000 kg;Total goods vehicles;2000;;;;;;;;;;
1716;Lorries (LC) less than 7 000 kg;Total goods vehicles;2001;;;;;;;;;;
1717;Lorries (LC) less than 7 000 kg;Total goods vehicles;2002;849.4;835.0;14.3;929.7;835.0;94.7;25105.0;22548.0;2557.0;37034.0
1718;Lorries (LC) less than 7 000 kg;Total goods vehicles;2003;810.4;797.3;13.2;887.5;797.3;90.3;24664.0;22156.0;2509.0;35984.0
1719;Lorries (LC) less than 7 000 kg;Total goods vehicles;2004;794.9;781.1;13.8;869.4;781.1;88.3;24703.0;22193.0;2510.0;35196.0
1720;Lorries (LC) less than 7 000 kg;Total goods vehicles;2005;771.6;757.4;14.1;843.1;757.4;85.7;24750.0;22235.0;2515.0;34066.0
1721;Lorries (LC) less than 7 000 kg;Total goods vehicles;2006;755.9;740.7;15.2;824.6;740.7;83.9;24235.0;21770.0;2465.0;34024.0
1722;Lorries (LC) less than 7 000 kg;Total goods vehicles;2007;722.8;703.3;19.5;804.1;703.3;100.8;24021.0;21010.0;3011.0;33474.0
1723;Lorries (LC) less than 7 000 kg;Total goods vehicles;2008;700.7;682.8;17.8;772.0;682.8;89.2;23156.0;20481.0;2674.0;33339.0
1724;Lorries (LC) less than 7 000 kg;Total goods vehicles;2009;666.2;649.5;16.7;730.0;649.5;80.6;22459.0;19980.0;2479.0;32506.0
1725;Lorries (LC) less than 7 000 kg;Total goods vehicles;2010;641.4;626.4;15.0;696.4;626.4;70.0;21817.0;19625.0;2193.0;31919.0
1726;Lorries (LC) less than 7 000 kg;Total goods vehicles;2011;628.8;612.5;16.3;693.0;612.5;80.6;22253.0;19666.0;2587.0;31143.0
1727;Lorries (LC) less than 7 000 kg;Total goods vehicles;2012;609.7;594.3;15.5;666.7;594.3;72.5;22007.0;19616.0;2392.0;30295.0
1728;Lorries (LC) less than 7 000 kg;Total goods vehicles;2013;560.6;539.7;21.0;641.4;539.7;101.8;21744.0;18295.0;3450.0;29498.0
1729;Lorries (LC) less than 7 000 kg;Total goods vehicles;2014;553.5;532.7;20.8;628.9;532.7;96.2;21954.0;18596.0;3359.0;28644.0
1730;Lorries (LC) less than 7 000 kg;Total goods vehicles;2015;555.0;536.2;18.8;612.0;536.2;75.9;21886.0;19173.0;2713.0;27964.0
1731;Lorries (LC) less than 7 000 kg;Total goods vehicles;2016;553.9;532.0;21.8;607.2;532.0;75.2;21884.0;19173.0;2711.0;27748.0
1732;Lorries (LC) less than 7 000 kg;Total goods vehicles;2017;545.3;526.7;18.6;587.2;526.7;60.5;21446.0;19237.0;2209.0;27380.0
1733;Lorries (LC) less than 7 000 kg;Total goods vehicles;2018;532.6;511.4;21.2;581.5;511.4;70.1;21360.0;18787.0;2574.0;27224.0
1734;Lorries (LC) less than 7 000 kg;Total goods vehicles;2019;518.9;498.1;20.8;562.2;498.1;64.1;20775.0;18405.0;2370.0;27062.0
1735;Lorries (LC) less than 7 000 kg;Total goods vehicles;2020;474.0;452.3;21.7;513.2;452.3;60.8;19171.0;16898.0;2273.0;26768.0
1736;Lorries (LC) less than 7 000 kg;Vehicle 0 years old;1990;;;;;;;;;;
1737;Lorries (LC) less than 7 000 kg;Vehicle 0 years old;1991;;;;;;;;;;
1738;Lorries (LC) less than 7 000 kg;Vehicle 0 years old;1992;;;;;;;;;;
1739;Lorries (LC) less than 7 000 kg;Vehicle 0 years old;1993;;;;;;;;;;
1740;Lorries (LC) less than 7 000 kg;Vehicle 0 years old;1994;;;;;;;;;;
1741;Lorries (LC) less than 7 000 kg;Vehicle 0 years old;1995;;;;;;;;;;
1742;Lorries (LC) less than 7 000 kg;Vehicle 0 years old;1996;;;;;;;;;;
1743;Lorries (LC) less than 7 000 kg;Vehicle 0 years old;1997;;;;;;;;;;
1744;Lorries (LC) less than 7 000 kg;Vehicle 0 years old;1998;;;;;;;;;;
1745;Lorries (LC) less than 7 000 kg;Vehicle 0 years old;1999;;;;;;;;;;
1746;Lorries (LC) less than 7 000 kg;Vehicle 0 years old;2000;;;;;;;;;;
1747;Lorries (LC) less than 7 000 kg;Vehicle 0 years old;2001;;;;;;;;;;
1748;Lorries (LC) less than 7 000 kg;Vehicle 0 years old;2002;48.3;47.4;0.9;53.2;47.4;5.8;28169.0;25093.0;3077.0;1888.0
1749;Lorries (LC) less than 7 000 kg;Vehicle 0 years old;2003;44.6;43.8;0.8;49.2;43.8;5.5;28556.0;25378.0;3178.0;1724.0
1750;Lorries (LC) less than 7 000 kg;Vehicle 0 years old;2004;45.5;44.6;0.9;50.5;44.6;5.9;31686.0;28000.0;3685.0;1593.0
1751;Lorries (LC) less than 7 000 kg;Vehicle 0 years old;2005;40.1;39.3;0.8;44.2;39.3;5.0;27582.0;24481.0;3100.0;1604.0
1752;Lorries (LC) less than 7 000 kg;Vehicle 0 years old;2006;44.1;43.1;1.0;48.7;43.1;5.6;23571.0;20868.0;2702.0;2067.0
1753;Lorries (LC) less than 7 000 kg;Vehicle 0 years old;2007;32.6;31.5;1.2;37.4;31.5;6.0;21558.0;18125.0;3433.0;1737.0
1754;Lorries (LC) less than 7 000 kg;Vehicle 0 years old;2008;40.1;38.7;1.3;45.4;38.7;6.7;21921.0;18705.0;3215.0;2070.0
1755;Lorries (LC) less than 7 000 kg;Vehicle 0 years old;2009;28.5;27.6;0.9;32.1;27.6;4.5;22649.0;19470.0;3179.0;1417.0
1756;Lorries (LC) less than 7 000 kg;Vehicle 0 years old;2010;25.7;24.4;1.3;30.4;24.4;6.0;24266.0;19462.0;4804.0;1253.0
1757;Lorries (LC) less than 7 000 kg;Vehicle 0 years old;2011;27.4;26.4;1.0;31.3;26.4;5.0;25073.0;21108.0;3965.0;1249.0
1758;Lorries (LC) less than 7 000 kg;Vehicle 0 years old;2012;32.0;31.3;0.7;34.6;31.3;3.3;28033.0;25348.0;2685.0;1234.0
1759;Lorries (LC) less than 7 000 kg;Vehicle 0 years old;2013;18.2;16.9;1.3;23.1;16.9;6.2;19486.0;14273.0;5213.0;1183.0
1760;Lorries (LC) less than 7 000 kg;Vehicle 0 years old;2014;17.6;16.6;1.0;21.2;16.6;4.6;22430.0;17603.0;4827.0;945.0
1761;Lorries (LC) less than 7 000 kg;Vehicle 0 years old;2015;20.2;19.4;0.8;22.5;19.4;3.2;19685.0;16917.0;2768.0;1145.0
1762;Lorries (LC) less than 7 000 kg;Vehicle 0 years old;2016;28.6;27.8;0.8;30.6;27.8;2.7;23889.0;21774.0;2115.0;1279.0
1763;Lorries (LC) less than 7 000 kg;Vehicle 0 years old;2017;22.7;21.7;1.0;24.9;21.7;3.2;22137.0;19316.0;2821.0;1126.0
1764;Lorries (LC) less than 7 000 kg;Vehicle 0 years old;2018;26.1;25.2;0.9;28.1;25.2;2.9;21940.0;19681.0;2259.0;1282.0
1765;Lorries (LC) less than 7 000 kg;Vehicle 0 years old;2019;23.4;22.2;1.1;25.8;22.2;3.5;20563.0;17752.0;2811.0;1253.0
1766;Lorries (LC) less than 7 000 kg;Vehicle 0 years old;2020;21.4;20.5;1.0;23.2;20.5;2.8;20966.0;18475.0;2491.0;1107.0
1767;Lorries (LC) less than 7 000 kg;Vehicle 1 year old;1990;;;;;;;;;;
1768;Lorries (LC) less than 7 000 kg;Vehicle 1 year old;1991;;;;;;;;;;
1769;Lorries (LC) less than 7 000 kg;Vehicle 1 year old;1992;;;;;;;;;;
1770;Lorries (LC) less than 7 000 kg;Vehicle 1 year old;1993;;;;;;;;;;
1771;Lorries (LC) less than 7 000 kg;Vehicle 1 year old;1994;;;;;;;;;;
1772;Lorries (LC) less than 7 000 kg;Vehicle 1 year old;1995;;;;;;;;;;
1773;Lorries (LC) less than 7 000 kg;Vehicle 1 year old;1996;;;;;;;;;;
1774;Lorries (LC) less than 7 000 kg;Vehicle 1 year old;1997;;;;;;;;;;
1775;Lorries (LC) less than 7 000 kg;Vehicle 1 year old;1998;;;;;;;;;;
1776;Lorries (LC) less than 7 000 kg;Vehicle 1 year old;1999;;;;;;;;;;
1777;Lorries (LC) less than 7 000 kg;Vehicle 1 year old;2000;;;;;;;;;;
1778;Lorries (LC) less than 7 000 kg;Vehicle 1 year old;2001;;;;;;;;;;
1779;Lorries (LC) less than 7 000 kg;Vehicle 1 year old;2002;108.4;106.4;2.0;119.5;106.4;13.1;51706.0;46024.0;5681.0;2312.0
1780;Lorries (LC) less than 7 000 kg;Vehicle 1 year old;2003;84.2;82.7;1.5;92.9;82.7;10.1;48251.0;42979.0;5272.0;1925.0
1781;Lorries (LC) less than 7 000 kg;Vehicle 1 year old;2004;78.0;76.5;1.5;86.0;76.5;9.5;49334.0;43886.0;5449.0;1744.0
1782;Lorries (LC) less than 7 000 kg;Vehicle 1 year old;2005;74.7;73.1;1.6;82.6;73.1;9.5;51832.0;45878.0;5953.0;1594.0
1783;Lorries (LC) less than 7 000 kg;Vehicle 1 year old;2006;70.1;68.5;1.6;77.2;68.5;8.7;48350.0;42922.0;5429.0;1596.0
1784;Lorries (LC) less than 7 000 kg;Vehicle 1 year old;2007;88.1;85.1;3.0;100.7;85.1;15.6;46346.0;39165.0;7181.0;2172.0
1785;Lorries (LC) less than 7 000 kg;Vehicle 1 year old;2008;66.5;64.4;2.2;75.2;64.4;10.8;43292.0;37095.0;6197.0;1736.0
1786;Lorries (LC) less than 7 000 kg;Vehicle 1 year old;2009;74.9;72.6;2.3;83.7;72.6;11.1;40673.0;35285.0;5387.0;2058.0
1787;Lorries (LC) less than 7 000 kg;Vehicle 1 year old;2010;51.7;50.2;1.5;57.2;50.2;7.0;40798.0;35805.0;4993.0;1402.0
1788;Lorries (LC) less than 7 000 kg;Vehicle 1 year old;2011;50.7;48.8;1.9;58.1;48.8;9.3;46674.0;39200.0;7474.0;1244.0
1789;Lorries (LC) less than 7 000 kg;Vehicle 1 year old;2012;54.0;52.4;1.6;59.7;52.4;7.3;47408.0;41622.0;5786.0;1260.0
1790;Lorries (LC) less than 7 000 kg;Vehicle 1 year old;2013;51.5;48.3;3.2;63.9;48.3;15.6;49642.0;37543.0;12099.0;1287.0
1791;Lorries (LC) less than 7 000 kg;Vehicle 1 year old;2014;48.0;45.5;2.4;56.7;45.5;11.2;45801.0;36792.0;9009.0;1238.0
1792;Lorries (LC) less than 7 000 kg;Vehicle 1 year old;2015;40.0;38.2;1.7;45.1;38.2;6.9;47554.0;40298.0;7255.0;949.0
1793;Lorries (LC) less than 7 000 kg;Vehicle 1 year old;2016;41.6;40.0;1.6;45.5;40.0;5.6;42437.0;37249.0;5188.0;1073.0
1794;Lorries (LC) less than 7 000 kg;Vehicle 1 year old;2017;54.1;52.5;1.6;57.7;52.5;5.1;46431.0;42311.0;4120.0;1242.0
1795;Lorries (LC) less than 7 000 kg;Vehicle 1 year old;2018;45.9;43.9;2.0;50.4;43.9;6.5;46252.0;40308.0;5944.0;1090.0
1796;Lorries (LC) less than 7 000 kg;Vehicle 1 year old;2019;48.9;46.9;2.0;53.0;46.9;6.0;42750.0;37888.0;4862.0;1239.0
1797;Lorries (LC) less than 7 000 kg;Vehicle 1 year old;2020;44.6;42.8;1.8;48.0;42.8;5.2;40301.0;35954.0;4347.0;1190.0
1798;Lorries (LC) less than 7 000 kg;Vehicle 2 years old;1990;;;;;;;;;;
1799;Lorries (LC) less than 7 000 kg;Vehicle 2 years old;1991;;;;;;;;;;
1800;Lorries (LC) less than 7 000 kg;Vehicle 2 years old;1992;;;;;;;;;;
1801;Lorries (LC) less than 7 000 kg;Vehicle 2 years old;1993;;;;;;;;;;
1802;Lorries (LC) less than 7 000 kg;Vehicle 2 years old;1994;;;;;;;;;;
1803;Lorries (LC) less than 7 000 kg;Vehicle 2 years old;1995;;;;;;;;;;
1804;Lorries (LC) less than 7 000 kg;Vehicle 2 years old;1996;;;;;;;;;;
1805;Lorries (LC) less than 7 000 kg;Vehicle 2 years old;1997;;;;;;;;;;
1806;Lorries (LC) less than 7 000 kg;Vehicle 2 years old;1998;;;;;;;;;;
1807;Lorries (LC) less than 7 000 kg;Vehicle 2 years old;1999;;;;;;;;;;
1808;Lorries (LC) less than 7 000 kg;Vehicle 2 years old;2000;;;;;;;;;;
1809;Lorries (LC) less than 7 000 kg;Vehicle 2 years old;2001;;;;;;;;;;
1810;Lorries (LC) less than 7 000 kg;Vehicle 2 years old;2002;107.3;105.3;2.0;118.6;105.3;13.3;47309.0;42015.0;5293.0;2507.0
1811;Lorries (LC) less than 7 000 kg;Vehicle 2 years old;2003;105.6;103.8;1.9;116.5;103.8;12.7;49082.0;43719.0;5362.0;2374.0
1812;Lorries (LC) less than 7 000 kg;Vehicle 2 years old;2004;82.8;81.2;1.5;91.2;81.2;9.9;46580.0;41516.0;5065.0;1957.0
1813;Lorries (LC) less than 7 000 kg;Vehicle 2 years old;2005;74.8;73.3;1.5;82.3;73.3;9.0;46451.0;41362.0;5090.0;1772.0
1814;Lorries (LC) less than 7 000 kg;Vehicle 2 years old;2006;71.9;70.3;1.6;79.3;70.3;9.1;48782.0;43211.0;5571.0;1626.0
1815;Lorries (LC) less than 7 000 kg;Vehicle 2 years old;2007;66.1;64.1;2.1;74.7;64.1;10.7;46217.0;39625.0;6592.0;1617.0
1816;Lorries (LC) less than 7 000 kg;Vehicle 2 years old;2008;86.7;84.2;2.5;96.7;84.2;12.5;44530.0;38780.0;5751.0;2171.0
1817;Lorries (LC) less than 7 000 kg;Vehicle 2 years old;2009;66.7;65.0;1.7;73.4;65.0;8.4;41419.0;36688.0;4731.0;1771.0
1818;Lorries (LC) less than 7 000 kg;Vehicle 2 years old;2010;77.3;75.4;1.9;84.4;75.4;9.0;40791.0;36450.0;4341.0;2068.0
1819;Lorries (LC) less than 7 000 kg;Vehicle 2 years old;2011;52.2;50.7;1.5;58.2;50.7;7.6;41355.0;35987.0;5368.0;1408.0
