ID;Feedstocks;Destination;Periods;TotalSupply_1;IndigenousProduction_2;ProductionFromCrudeOil_3;ProductionFromOtherSources_4;Imports_5;Exports_6;StockChange_7;TotalConsumption_8;Processing_9;FinalConsumption_10;OpeningStock_11;ClosingStock_12;StockChange_13
2774;Natural gas liquids;Destined for transit to other countries;2005 August;0.0;;;;32.0;28.0;-3.0;0.0;0.0;;28.0;32.0;-3.0
2775;Natural gas liquids;Destined for transit to other countries;2005 September;0.0;;;;1.0;33.0;32.0;0.0;0.0;;32.0;0.0;32.0
2776;Natural gas liquids;Destined for transit to other countries;2005 3rd quarter;0.0;;;;34.0;71.0;38.0;0.0;0.0;;38.0;0.0;38.0
2777;Natural gas liquids;Destined for transit to other countries;2005 October;0.0;;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
2778;Natural gas liquids;Destined for transit to other countries;2005 November;0.0;;;;92.0;60.0;-33.0;0.0;0.0;;0.0;33.0;-33.0
2779;Natural gas liquids;Destined for transit to other countries;2005 December;0.0;;;;0.0;33.0;33.0;0.0;0.0;;33.0;0.0;33.0
2780;Natural gas liquids;Destined for transit to other countries;2005 4th quarter;0.0;;;;92.0;92.0;0.0;0.0;0.0;;0.0;0.0;0.0
2781;Natural gas liquids;Destined for transit to other countries;2005;0.0;;;;410.0;410.0;0.0;0.0;0.0;;0.0;0.0;0.0
2782;Natural gas liquids;Destined for transit to other countries;2006 January;0.0;;;;103.0;32.0;-71.0;0.0;0.0;;0.0;71.0;-71.0
2783;Natural gas liquids;Destined for transit to other countries;2006 February;0.0;;;;43.0;59.0;16.0;0.0;0.0;;71.0;55.0;16.0
2784;Natural gas liquids;Destined for transit to other countries;2006 March;0.0;;;;39.0;65.0;26.0;0.0;0.0;;55.0;29.0;26.0
2785;Natural gas liquids;Destined for transit to other countries;2006 1st quarter;0.0;;;;186.0;156.0;-29.0;0.0;0.0;;0.0;29.0;-29.0
2786;Natural gas liquids;Destined for transit to other countries;2006 April;0.0;;;;0.0;29.0;29.0;0.0;0.0;;29.0;0.0;29.0
2787;Natural gas liquids;Destined for transit to other countries;2006 May;0.0;;;;79.0;0.0;-79.0;0.0;0.0;;0.0;79.0;-79.0
2788;Natural gas liquids;Destined for transit to other countries;2006 June;0.0;;;;0.0;37.0;37.0;0.0;0.0;;79.0;42.0;37.0
2789;Natural gas liquids;Destined for transit to other countries;2006 2nd quarter;0.0;;;;79.0;67.0;-13.0;0.0;0.0;;29.0;42.0;-13.0
2790;Natural gas liquids;Destined for transit to other countries;2006 July;0.0;;;;0.0;42.0;42.0;0.0;0.0;;42.0;0.0;42.0
2791;Natural gas liquids;Destined for transit to other countries;2006 August;0.0;;;;59.0;13.0;-47.0;0.0;0.0;;0.0;47.0;-47.0
2792;Natural gas liquids;Destined for transit to other countries;2006 September;0.0;;;;0.0;37.0;37.0;0.0;0.0;;47.0;9.0;37.0
2793;Natural gas liquids;Destined for transit to other countries;2006 3rd quarter;0.0;;;;59.0;92.0;33.0;0.0;0.0;;42.0;9.0;33.0
2794;Natural gas liquids;Destined for transit to other countries;2006 October;0.0;;;;0.0;9.0;9.0;0.0;0.0;;9.0;0.0;9.0
2795;Natural gas liquids;Destined for transit to other countries;2006 November;0.0;;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
2796;Natural gas liquids;Destined for transit to other countries;2006 December;0.0;;;;0.0;0.0;0.0;0.0;0.0;;0.0;0.0;0.0
2797;Natural gas liquids;Destined for transit to other countries;2006 4th quarter;0.0;;;;0.0;9.0;9.0;0.0;0.0;;9.0;0.0;9.0
2798;Natural gas liquids;Destined for transit to other countries;2006;0.0;;;;324.0;324.0;0.0;0.0;0.0;;0.0;0.0;0.0
2799;Natural gas liquids;Destined for transit to other countries;2007 January;;;;;0.0;0.0;0.0;;;;0.0;0.0;0.0
2800;Natural gas liquids;Destined for transit to other countries;2007 February;;;;;27.0;7.0;-20.0;;;;0.0;20.0;-20.0
2801;Natural gas liquids;Destined for transit to other countries;2007 March;;;;;27.0;34.0;7.0;;;;20.0;13.0;7.0
2802;Natural gas liquids;Destined for transit to other countries;2007 1st quarter;;;;;54.0;41.0;-13.0;;;;0.0;13.0;-13.0
2803;Natural gas liquids;Destined for transit to other countries;2007 April;;;;;28.0;12.0;-15.0;;;;13.0;28.0;-15.0
2804;Natural gas liquids;Destined for transit to other countries;2007 May;;;;;28.0;15.0;-13.0;;;;28.0;41.0;-13.0
2805;Natural gas liquids;Destined for transit to other countries;2007 June;;;;;0.0;11.0;11.0;;;;41.0;31.0;11.0
2806;Natural gas liquids;Destined for transit to other countries;2007 2nd quarter;;;;;56.0;38.0;-17.0;;;;13.0;31.0;-17.0
2807;Natural gas liquids;Destined for transit to other countries;2007 July;;;;;27.0;48.0;22.0;;;;31.0;9.0;22.0
2808;Natural gas liquids;Destined for transit to other countries;2007 August;;;;;38.0;0.0;-38.0;;;;9.0;47.0;-38.0
2809;Natural gas liquids;Destined for transit to other countries;2007 September;;;;;28.0;36.0;8.0;;;;47.0;38.0;8.0
2810;Natural gas liquids;Destined for transit to other countries;2007 3rd quarter;;;;;93.0;84.0;-8.0;;;;31.0;38.0;-8.0
2811;Natural gas liquids;Destined for transit to other countries;2007 October;;;;;0.0;36.0;36.0;;;;38.0;3.0;36.0
2812;Natural gas liquids;Destined for transit to other countries;2007 November;;;;;37.0;12.0;-24.0;;;;3.0;27.0;-24.0
2813;Natural gas liquids;Destined for transit to other countries;2007 December;;;;;0.0;17.0;17.0;;;;27.0;10.0;17.0
2814;Natural gas liquids;Destined for transit to other countries;2007 4th quarter;;;;;37.0;65.0;29.0;;;;38.0;10.0;29.0
2815;Natural gas liquids;Destined for transit to other countries;2007;;;;;239.0;229.0;-10.0;;;;0.0;10.0;-10.0
2816;Natural gas liquids;Destined for transit to other countries;2008 January;;;;;0.0;10.0;10.0;;;;10.0;0.0;10.0
2817;Natural gas liquids;Destined for transit to other countries;2008 February;;;;;0.0;0.0;0.0;;;;0.0;0.0;0.0
2818;Natural gas liquids;Destined for transit to other countries;2008 March;;;;;63.0;26.0;-37.0;;;;0.0;37.0;-37.0
2819;Natural gas liquids;Destined for transit to other countries;2008 1st quarter;;;;;63.0;36.0;-27.0;;;;10.0;37.0;-27.0
2820;Natural gas liquids;Destined for transit to other countries;2008 April;;;;;52.0;48.0;-4.0;;;;37.0;41.0;-4.0
2821;Natural gas liquids;Destined for transit to other countries;2008 May;;;;;50.0;41.0;-9.0;;;;41.0;50.0;-9.0
2822;Natural gas liquids;Destined for transit to other countries;2008 June;;;;;0.0;4.0;4.0;;;;50.0;46.0;4.0
2823;Natural gas liquids;Destined for transit to other countries;2008 2nd quarter;;;;;102.0;93.0;-9.0;;;;37.0;46.0;-9.0
2824;Natural gas liquids;Destined for transit to other countries;2008 July;;;;;0.0;10.0;10.0;;;;46.0;36.0;10.0
2825;Natural gas liquids;Destined for transit to other countries;2008 August;;;;;0.0;8.0;8.0;;;;36.0;28.0;8.0
2826;Natural gas liquids;Destined for transit to other countries;2008 September;;;;;0.0;7.0;7.0;;;;28.0;21.0;7.0
2827;Natural gas liquids;Destined for transit to other countries;2008 3rd quarter;;;;;0.0;25.0;25.0;;;;46.0;21.0;25.0
2828;Natural gas liquids;Destined for transit to other countries;2008 October;;;;;0.0;17.0;17.0;;;;21.0;4.0;17.0
2829;Natural gas liquids;Destined for transit to other countries;2008 November;;;;;0.0;3.0;3.0;;;;4.0;1.0;3.0
2830;Natural gas liquids;Destined for transit to other countries;2008 December;;;;;0.0;0.0;0.0;;;;1.0;0.0;0.0
2831;Natural gas liquids;Destined for transit to other countries;2008 4th quarter;;;;;0.0;20.0;20.0;;;;21.0;0.0;20.0
2832;Natural gas liquids;Destined for transit to other countries;2008;;;;;165.0;175.0;10.0;;;;10.0;0.0;10.0
2833;Natural gas liquids;Destined for transit to other countries;2009 January;;;;;39.0;9.0;-30.0;;;;0.0;30.0;-30.0
2834;Natural gas liquids;Destined for transit to other countries;2009 February;;;;;0.0;16.0;16.0;;;;30.0;14.0;16.0
2835;Natural gas liquids;Destined for transit to other countries;2009 March;;;;;0.0;13.0;13.0;;;;14.0;2.0;13.0
2836;Natural gas liquids;Destined for transit to other countries;2009 1st quarter;;;;;39.0;38.0;-1.0;;;;0.0;2.0;-1.0
2837;Natural gas liquids;Destined for transit to other countries;2009 April;;;;;0.0;1.0;1.0;;;;2.0;1.0;1.0
2838;Natural gas liquids;Destined for transit to other countries;2009 May;;;;;0.0;0.0;0.0;;;;1.0;1.0;0.0
2839;Natural gas liquids;Destined for transit to other countries;2009 June;;;;;134.0;44.0;-90.0;;;;1.0;91.0;-90.0
2840;Natural gas liquids;Destined for transit to other countries;2009 2nd quarter;;;;;134.0;45.0;-89.0;;;;2.0;91.0;-89.0
2841;Natural gas liquids;Destined for transit to other countries;2009 July;;;;;3.0;66.0;63.0;;;;91.0;28.0;63.0
2842;Natural gas liquids;Destined for transit to other countries;2009 August;;;;;0.0;1.0;1.0;;;;28.0;27.0;1.0
2843;Natural gas liquids;Destined for transit to other countries;2009 September;;;;;0.0;27.0;27.0;;;;27.0;0.0;27.0
2844;Natural gas liquids;Destined for transit to other countries;2009 3rd quarter;;;;;3.0;93.0;91.0;;;;91.0;0.0;91.0
2845;Natural gas liquids;Destined for transit to other countries;2009 October;;;;;0.0;0.0;0.0;;;;0.0;0.0;0.0
2846;Natural gas liquids;Destined for transit to other countries;2009 November;;;;;0.0;0.0;0.0;;;;0.0;0.0;0.0
2847;Natural gas liquids;Destined for transit to other countries;2009 December;;;;;27.0;8.0;-20.0;;;;0.0;20.0;-20.0
2848;Natural gas liquids;Destined for transit to other countries;2009 4th quarter;;;;;27.0;8.0;-20.0;;;;0.0;20.0;-20.0
2849;Natural gas liquids;Destined for transit to other countries;2009;;;;;203.0;183.0;-20.0;;;;0.0;20.0;-20.0
2850;Natural gas liquids;Destined for transit to other countries;2010 January;;;;;38.0;33.0;-5.0;;;;20.0;25.0;-5.0
2851;Natural gas liquids;Destined for transit to other countries;2010 February;;;;;38.0;30.0;-8.0;;;;25.0;32.0;-8.0
2852;Natural gas liquids;Destined for transit to other countries;2010 March;;;;;52.0;40.0;-12.0;;;;32.0;44.0;-12.0
2853;Natural gas liquids;Destined for transit to other countries;2010 1st quarter;;;;;127.0;103.0;-24.0;;;;20.0;44.0;-24.0
2854;Natural gas liquids;Destined for transit to other countries;2010 April;;;;;0.0;10.0;10.0;;;;44.0;34.0;10.0
2855;Natural gas liquids;Destined for transit to other countries;2010 May;;;;;0.0;19.0;19.0;;;;34.0;15.0;19.0
2856;Natural gas liquids;Destined for transit to other countries;2010 June;;;;;3.0;0.0;-3.0;;;;15.0;18.0;-3.0
2857;Natural gas liquids;Destined for transit to other countries;2010 2nd quarter;;;;;3.0;29.0;26.0;;;;44.0;18.0;26.0
2858;Natural gas liquids;Destined for transit to other countries;2010 July;;;;;0.0;15.0;15.0;;;;18.0;3.0;15.0
2859;Natural gas liquids;Destined for transit to other countries;2010 August;;;;;0.0;3.0;3.0;;;;3.0;0.0;3.0
2860;Natural gas liquids;Destined for transit to other countries;2010 September;;;;;36.0;0.0;-35.0;;;;0.0;36.0;-35.0
2861;Natural gas liquids;Destined for transit to other countries;2010 3rd quarter;;;;;36.0;18.0;-18.0;;;;18.0;36.0;-18.0
2862;Natural gas liquids;Destined for transit to other countries;2010 October;;;;;-7.0;9.0;16.0;;;;36.0;19.0;16.0
2863;Natural gas liquids;Destined for transit to other countries;2010 November;;;;;0.0;0.0;0.0;;;;19.0;19.0;0.0
2864;Natural gas liquids;Destined for transit to other countries;2010 December;;;;;59.0;12.0;-47.0;;;;19.0;66.0;-47.0
2865;Natural gas liquids;Destined for transit to other countries;2010 4th quarter;;;;;52.0;22.0;-31.0;;;;36.0;66.0;-31.0
2866;Natural gas liquids;Destined for transit to other countries;2010;;;;;218.0;171.0;-46.0;;;;20.0;66.0;-46.0
2867;Natural gas liquids;Destined for transit to other countries;2011 January;;;;;28.0;15.0;-13.0;;;;66.0;79.0;-13.0
2868;Natural gas liquids;Destined for transit to other countries;2011 February;;;;;60.0;80.0;20.0;;;;79.0;60.0;20.0
2869;Natural gas liquids;Destined for transit to other countries;2011 March;;;;;30.0;43.0;13.0;;;;60.0;47.0;13.0
2870;Natural gas liquids;Destined for transit to other countries;2011 1st quarter;;;;;118.0;138.0;20.0;;;;66.0;47.0;20.0
2871;Natural gas liquids;Destined for transit to other countries;2011 April;;;;;0.0;9.0;9.0;;;;47.0;38.0;9.0
2872;Natural gas liquids;Destined for transit to other countries;2011 May;;;;;0.0;7.0;7.0;;;;38.0;31.0;7.0
2873;Natural gas liquids;Destined for transit to other countries;2011 June;;;;;0.0;10.0;10.0;;;;31.0;21.0;10.0
2874;Natural gas liquids;Destined for transit to other countries;2011 2nd quarter;;;;;0.0;26.0;26.0;;;;47.0;21.0;26.0
2875;Natural gas liquids;Destined for transit to other countries;2011 July;;;;;0.0;13.0;13.0;;;;21.0;7.0;13.0
2876;Natural gas liquids;Destined for transit to other countries;2011 August;;;;;2.0;7.0;5.0;;;;7.0;3.0;5.0
2877;Natural gas liquids;Destined for transit to other countries;2011 September;;;;;3.0;4.0;1.0;;;;3.0;2.0;1.0
2878;Natural gas liquids;Destined for transit to other countries;2011 3rd quarter;;;;;5.0;24.0;19.0;;;;21.0;2.0;19.0
2879;Natural gas liquids;Destined for transit to other countries;2011 October;;;;;0.0;1.0;1.0;;;;2.0;1.0;1.0
2880;Natural gas liquids;Destined for transit to other countries;2011 November;;;;;0.0;0.0;0.0;;;;1.0;1.0;0.0
2881;Natural gas liquids;Destined for transit to other countries;2011 December;;;;;-1.0;0.0;1.0;;;;1.0;0.0;1.0
2882;Natural gas liquids;Destined for transit to other countries;2011 4th quarter;;;;;-1.0;1.0;2.0;;;;2.0;0.0;2.0
2883;Natural gas liquids;Destined for transit to other countries;2011;;;;;122.0;189.0;66.0;;;;66.0;0.0;66.0
2884;Natural gas liquids;Destined for transit to other countries;2012 January;;;;;5.0;0.0;-5.0;;;;0.0;5.0;-5.0
2885;Natural gas liquids;Destined for transit to other countries;2012 February;;;;;2.0;0.0;-2.0;;;;5.0;7.0;-2.0
2886;Natural gas liquids;Destined for transit to other countries;2012 March;;;;;95.0;21.0;-75.0;;;;7.0;82.0;-75.0
2887;Natural gas liquids;Destined for transit to other countries;2012 1st quarter;;;;;103.0;21.0;-82.0;;;;0.0;82.0;-82.0
2888;Natural gas liquids;Destined for transit to other countries;2012 April;;;;;-4.0;41.0;45.0;;;;82.0;37.0;45.0
2889;Natural gas liquids;Destined for transit to other countries;2012 May;;;;;0.0;4.0;4.0;;;;37.0;33.0;4.0
2890;Natural gas liquids;Destined for transit to other countries;2012 June;;;;;0.0;15.0;15.0;;;;33.0;19.0;15.0
2891;Natural gas liquids;Destined for transit to other countries;2012 2nd quarter;;;;;-4.0;59.0;63.0;;;;82.0;19.0;63.0
2892;Natural gas liquids;Destined for transit to other countries;2012 July;;;;;12.0;15.0;3.0;;;;19.0;16.0;3.0
2893;Natural gas liquids;Destined for transit to other countries;2012 August;;;;;0.0;7.0;7.0;;;;16.0;9.0;7.0
2894;Natural gas liquids;Destined for transit to other countries;2012 September;;;;;0.0;3.0;3.0;;;;9.0;6.0;3.0
2895;Natural gas liquids;Destined for transit to other countries;2012 3rd quarter;;;;;12.0;24.0;13.0;;;;19.0;6.0;13.0
2896;Natural gas liquids;Destined for transit to other countries;2012 October;;;;;0.0;0.0;0.0;;;;6.0;6.0;0.0
2897;Natural gas liquids;Destined for transit to other countries;2012 November;;;;;0.0;0.0;0.0;;;;6.0;6.0;0.0
2898;Natural gas liquids;Destined for transit to other countries;2012 December;;;;;0.0;0.0;0.0;;;;6.0;6.0;
2899;Natural gas liquids;Destined for transit to other countries;2012 4th quarter;;;;;0.0;0.0;0.0;;;;6.0;6.0;
2900;Natural gas liquids;Destined for transit to other countries;2012;;;;;111.0;104.0;-6.0;;;;;6.0;-6.0
2901;Natural gas liquids;Destined for transit to other countries;2013 January;;;;;13.0;13.0;0.0;;;;6.0;6.0;0.0
2902;Natural gas liquids;Destined for transit to other countries;2013 February;;;;;0.0;0.0;0.0;;;;6.0;6.0;0.0
2903;Natural gas liquids;Destined for transit to other countries;2013 March;;;;;0.0;0.0;0.0;;;;6.0;6.0;0.0
2904;Natural gas liquids;Destined for transit to other countries;2013 1st quarter;;;;;13.0;13.0;0.0;;;;6.0;6.0;0.0
2905;Natural gas liquids;Destined for transit to other countries;2013 April;;;;;7.0;0.0;-7.0;;;;6.0;13.0;-7.0
2906;Natural gas liquids;Destined for transit to other countries;2013 May;;;;;0.0;0.0;0.0;;;;13.0;13.0;0.0
2907;Natural gas liquids;Destined for transit to other countries;2013 June;;;;;0.0;0.0;0.0;;;;13.0;13.0;0.0
2908;Natural gas liquids;Destined for transit to other countries;2013 2nd quarter;;;;;7.0;0.0;-7.0;;;;6.0;13.0;-7.0
2909;Natural gas liquids;Destined for transit to other countries;2013 July;;;;;0.0;0.0;0.0;;;;13.0;13.0;0.0
2910;Natural gas liquids;Destined for transit to other countries;2013 August;;;;;-8.0;0.0;8.0;;;;13.0;5.0;8.0
2911;Natural gas liquids;Destined for transit to other countries;2013 September;;;;;0.0;0.0;0.0;;;;5.0;5.0;0.0
2912;Natural gas liquids;Destined for transit to other countries;2013 3rd quarter;;;;;-8.0;0.0;8.0;;;;13.0;5.0;8.0
2913;Natural gas liquids;Destined for transit to other countries;2013 October;;;;;0.0;0.0;0.0;;;;5.0;5.0;0.0
2914;Natural gas liquids;Destined for transit to other countries;2013 November;;;;;1.0;1.0;0.0;;;;5.0;5.0;0.0
2915;Natural gas liquids;Destined for transit to other countries;2013 December;;;;;0.0;0.0;0.0;;;;5.0;5.0;0.0
2916;Natural gas liquids;Destined for transit to other countries;2013 4th quarter;;;;;1.0;1.0;0.0;;;;5.0;5.0;0.0
2917;Natural gas liquids;Destined for transit to other countries;2013;;;;;13.0;14.0;1.0;;;;6.0;5.0;1.0
2918;Natural gas liquids;Destined for transit to other countries;2014 January;;;;;0.0;0.0;0.0;;;;5.0;5.0;0.0
2919;Natural gas liquids;Destined for transit to other countries;2014 February;;;;;0.0;0.0;0.0;;;;5.0;5.0;0.0
2920;Natural gas liquids;Destined for transit to other countries;2014 March;;;;;0.0;0.0;0.0;;;;5.0;5.0;0.0
2921;Natural gas liquids;Destined for transit to other countries;2014 1st quarter;;;;;0.0;0.0;0.0;;;;5.0;5.0;0.0
2922;Natural gas liquids;Destined for transit to other countries;2014 April;;;;;3.0;3.0;0.0;;;;5.0;5.0;0.0
2923;Natural gas liquids;Destined for transit to other countries;2014 May;;;;;43.0;0.0;-43.0;;;;5.0;48.0;-43.0
2924;Natural gas liquids;Destined for transit to other countries;2014 June;;;;;-9.0;4.0;12.0;;;;48.0;36.0;12.0
2925;Natural gas liquids;Destined for transit to other countries;2014 2nd quarter;;;;;38.0;6.0;-31.0;;;;5.0;36.0;-31.0
2926;Natural gas liquids;Destined for transit to other countries;2014 July;;;;;9.0;36.0;27.0;;;;36.0;9.0;27.0
2927;Natural gas liquids;Destined for transit to other countries;2014 August;;;;;18.0;18.0;0.0;;;;9.0;9.0;0.0
2928;Natural gas liquids;Destined for transit to other countries;2014 September;;;;;29.0;35.0;6.0;;;;9.0;3.0;6.0
2929;Natural gas liquids;Destined for transit to other countries;2014 3rd quarter;;;;;56.0;89.0;33.0;;;;36.0;3.0;33.0
2930;Natural gas liquids;Destined for transit to other countries;2014 October;;;;;29.0;28.0;-1.0;;;;3.0;4.0;-1.0
2931;Natural gas liquids;Destined for transit to other countries;2014 November;;;;;0.0;0.0;0.0;;;;4.0;4.0;0.0
2932;Natural gas liquids;Destined for transit to other countries;2014 December;;;;;33.0;10.0;-23.0;;;;4.0;27.0;-23.0
2933;Natural gas liquids;Destined for transit to other countries;2014 4th quarter;;;;;62.0;38.0;-24.0;;;;3.0;27.0;-24.0
2934;Natural gas liquids;Destined for transit to other countries;2014;;;;;156.0;134.0;-22.0;;;;5.0;27.0;-22.0
2935;Natural gas liquids;Destined for transit to other countries;2015 January;;;;;142.0;70.0;-72.0;;;;27.0;99.0;-72.0
2936;Natural gas liquids;Destined for transit to other countries;2015 February;;;;;46.0;103.0;57.0;;;;99.0;42.0;57.0
2937;Natural gas liquids;Destined for transit to other countries;2015 March;;;;;34.0;64.0;30.0;;;;42.0;12.0;30.0
2938;Natural gas liquids;Destined for transit to other countries;2015 1st quarter;;;;;221.0;237.0;15.0;;;;27.0;12.0;15.0
2939;Natural gas liquids;Destined for transit to other countries;2015 April;;;;;36.0;39.0;2.0;;;;12.0;10.0;2.0
2940;Natural gas liquids;Destined for transit to other countries;2015 May;;;;;186.0;71.0;-115.0;;;;10.0;125.0;-115.0
2941;Natural gas liquids;Destined for transit to other countries;2015 June;;;;;34.0;106.0;72.0;;;;125.0;53.0;72.0
2942;Natural gas liquids;Destined for transit to other countries;2015 2nd quarter;;;;;257.0;215.0;-41.0;;;;12.0;53.0;-41.0
2943;Natural gas liquids;Destined for transit to other countries;2015 July;;;;;142.0;72.0;-70.0;;;;53.0;123.0;-70.0
2944;Natural gas liquids;Destined for transit to other countries;2015 August;;;;;0.0;96.0;96.0;;;;123.0;27.0;96.0
2945;Natural gas liquids;Destined for transit to other countries;2015 September;;;;;12.0;11.0;-1.0;;;;27.0;28.0;-1.0
2946;Natural gas liquids;Destined for transit to other countries;2015 3rd quarter;;;;;153.0;179.0;26.0;;;;53.0;28.0;26.0
2947;Natural gas liquids;Destined for transit to other countries;2015 October;;;;;0.0;17.0;17.0;;;;28.0;10.0;17.0
2948;Natural gas liquids;Destined for transit to other countries;2015 November;;;;;17.0;0.0;-17.0;;;;10.0;27.0;-17.0
2949;Natural gas liquids;Destined for transit to other countries;2015 December;;;;;18.0;15.0;-3.0;;;;27.0;30.0;-3.0
