ID;ClimateSectors;EmissionToAir;Periods;GreenhouseGasEmissions_1
5799;"Road transport; buses";Total greenhouse gases;2014;0.5
5800;"Road transport; buses";Total greenhouse gases;2015;0.5
5801;"Road transport; buses";Total greenhouse gases;2016;0.5
5802;"Road transport; buses";Total greenhouse gases;2017;0.6
5803;"Road transport; buses";Total greenhouse gases;2018;0.5
5804;"Road transport; buses";Total greenhouse gases;2019;0.5
5805;"Road transport; buses";Total greenhouse gases;2020;0.4
5806;"Road transport; buses";Total greenhouse gases;2021;0.3
5807;"Road transport; buses";Total greenhouse gases;2022;0.3
5808;"Road transport; buses";Total greenhouse gases;2023;0.3
5809;"Road transport; buses";Total greenhouse gases;2024;
5810;"Road transport; buses";Carbon dioxide (CO2);1990;0.6
5811;"Road transport; buses";Carbon dioxide (CO2);1991 ;0.6
5812;"Road transport; buses";Carbon dioxide (CO2);1992;0.6
5813;"Road transport; buses";Carbon dioxide (CO2);1993 ;0.6
5814;"Road transport; buses";Carbon dioxide (CO2);1994 ;0.6
5815;"Road transport; buses";Carbon dioxide (CO2);1995;0.6
5816;"Road transport; buses";Carbon dioxide (CO2);1996 ;0.6
5817;"Road transport; buses";Carbon dioxide (CO2);1997 ;0.6
5818;"Road transport; buses";Carbon dioxide (CO2);1998 ;0.6
5819;"Road transport; buses";Carbon dioxide (CO2);1999 ;0.6
5820;"Road transport; buses";Carbon dioxide (CO2);2000;0.6
5821;"Road transport; buses";Carbon dioxide (CO2);2001;0.6
5822;"Road transport; buses";Carbon dioxide (CO2);2002;0.6
5823;"Road transport; buses";Carbon dioxide (CO2);2003;0.6
5824;"Road transport; buses";Carbon dioxide (CO2);2004;0.5
5825;"Road transport; buses";Carbon dioxide (CO2);2005;0.5
5826;"Road transport; buses";Carbon dioxide (CO2);2006;0.5
5827;"Road transport; buses";Carbon dioxide (CO2);2007;0.5
5828;"Road transport; buses";Carbon dioxide (CO2);2008;0.5
5829;"Road transport; buses";Carbon dioxide (CO2);2009;0.5
5830;"Road transport; buses";Carbon dioxide (CO2);2010;0.6
5831;"Road transport; buses";Carbon dioxide (CO2);2011;0.6
5832;"Road transport; buses";Carbon dioxide (CO2);2012;0.6
5833;"Road transport; buses";Carbon dioxide (CO2);2013;0.6
5834;"Road transport; buses";Carbon dioxide (CO2);2014;0.5
5835;"Road transport; buses";Carbon dioxide (CO2);2015;0.5
5836;"Road transport; buses";Carbon dioxide (CO2);2016;0.5
5837;"Road transport; buses";Carbon dioxide (CO2);2017;0.5
5838;"Road transport; buses";Carbon dioxide (CO2);2018;0.5
5839;"Road transport; buses";Carbon dioxide (CO2);2019;0.5
5840;"Road transport; buses";Carbon dioxide (CO2);2020;0.4
5841;"Road transport; buses";Carbon dioxide (CO2);2021;0.3
5842;"Road transport; buses";Carbon dioxide (CO2);2022;0.3
5843;"Road transport; buses";Carbon dioxide (CO2);2023;0.3
5844;"Road transport; buses";Carbon dioxide (CO2);2024;
5845;"Road transport; buses";Dinitrogen oxide (N2O);1990;0.0
5846;"Road transport; buses";Dinitrogen oxide (N2O);1991 ;0.0
5847;"Road transport; buses";Dinitrogen oxide (N2O);1992;0.0
5848;"Road transport; buses";Dinitrogen oxide (N2O);1993 ;0.0
5849;"Road transport; buses";Dinitrogen oxide (N2O);1994 ;0.0
5850;"Road transport; buses";Dinitrogen oxide (N2O);1995;0.0
5851;"Road transport; buses";Dinitrogen oxide (N2O);1996 ;0.0
5852;"Road transport; buses";Dinitrogen oxide (N2O);1997 ;0.0
5853;"Road transport; buses";Dinitrogen oxide (N2O);1998 ;0.0
5854;"Road transport; buses";Dinitrogen oxide (N2O);1999 ;0.0
5855;"Road transport; buses";Dinitrogen oxide (N2O);2000;0.0
5856;"Road transport; buses";Dinitrogen oxide (N2O);2001;0.0
5857;"Road transport; buses";Dinitrogen oxide (N2O);2002;0.0
5858;"Road transport; buses";Dinitrogen oxide (N2O);2003;0.0
5859;"Road transport; buses";Dinitrogen oxide (N2O);2004;0.0
5860;"Road transport; buses";Dinitrogen oxide (N2O);2005;0.0
5861;"Road transport; buses";Dinitrogen oxide (N2O);2006;0.0
5862;"Road transport; buses";Dinitrogen oxide (N2O);2007;0.0
5863;"Road transport; buses";Dinitrogen oxide (N2O);2008;0.0
5864;"Road transport; buses";Dinitrogen oxide (N2O);2009;0.0
5865;"Road transport; buses";Dinitrogen oxide (N2O);2010;0.0
5866;"Road transport; buses";Dinitrogen oxide (N2O);2011;0.0
5867;"Road transport; buses";Dinitrogen oxide (N2O);2012;0.0
5868;"Road transport; buses";Dinitrogen oxide (N2O);2013;0.0
5869;"Road transport; buses";Dinitrogen oxide (N2O);2014;0.0
5870;"Road transport; buses";Dinitrogen oxide (N2O);2015;0.0
5871;"Road transport; buses";Dinitrogen oxide (N2O);2016;0.0
5872;"Road transport; buses";Dinitrogen oxide (N2O);2017;0.0
5873;"Road transport; buses";Dinitrogen oxide (N2O);2018;0.0
5874;"Road transport; buses";Dinitrogen oxide (N2O);2019;0.0
5875;"Road transport; buses";Dinitrogen oxide (N2O);2020;0.0
5876;"Road transport; buses";Dinitrogen oxide (N2O);2021;0.0
5877;"Road transport; buses";Dinitrogen oxide (N2O);2022;0.0
5878;"Road transport; buses";Dinitrogen oxide (N2O);2023;0.0
5879;"Road transport; buses";Dinitrogen oxide (N2O);2024;
5880;"Road transport; buses";Methane (CH4);1990;0.0
5881;"Road transport; buses";Methane (CH4);1991 ;0.0
5882;"Road transport; buses";Methane (CH4);1992;0.0
5883;"Road transport; buses";Methane (CH4);1993 ;0.0
5884;"Road transport; buses";Methane (CH4);1994 ;0.0
5885;"Road transport; buses";Methane (CH4);1995;0.0
5886;"Road transport; buses";Methane (CH4);1996 ;0.0
5887;"Road transport; buses";Methane (CH4);1997 ;0.0
5888;"Road transport; buses";Methane (CH4);1998 ;0.0
5889;"Road transport; buses";Methane (CH4);1999 ;0.0
5890;"Road transport; buses";Methane (CH4);2000;0.0
5891;"Road transport; buses";Methane (CH4);2001;0.0
5892;"Road transport; buses";Methane (CH4);2002;0.0
5893;"Road transport; buses";Methane (CH4);2003;0.0
5894;"Road transport; buses";Methane (CH4);2004;0.0
5895;"Road transport; buses";Methane (CH4);2005;0.0
5896;"Road transport; buses";Methane (CH4);2006;0.0
5897;"Road transport; buses";Methane (CH4);2007;0.0
5898;"Road transport; buses";Methane (CH4);2008;0.0
5899;"Road transport; buses";Methane (CH4);2009;0.0
5900;"Road transport; buses";Methane (CH4);2010;0.0
5901;"Road transport; buses";Methane (CH4);2011;0.0
5902;"Road transport; buses";Methane (CH4);2012;0.0
5903;"Road transport; buses";Methane (CH4);2013;0.0
5904;"Road transport; buses";Methane (CH4);2014;0.0
5905;"Road transport; buses";Methane (CH4);2015;0.0
5906;"Road transport; buses";Methane (CH4);2016;0.0
5907;"Road transport; buses";Methane (CH4);2017;0.0
5908;"Road transport; buses";Methane (CH4);2018;0.0
5909;"Road transport; buses";Methane (CH4);2019;0.0
5910;"Road transport; buses";Methane (CH4);2020;0.0
5911;"Road transport; buses";Methane (CH4);2021;0.0
5912;"Road transport; buses";Methane (CH4);2022;0.0
5913;"Road transport; buses";Methane (CH4);2023;0.0
5914;"Road transport; buses";Methane (CH4);2024;
5915;"Road transport; buses";F-gases;1990;0.0
5916;"Road transport; buses";F-gases;1991 ;0.0
5917;"Road transport; buses";F-gases;1992;0.0
5918;"Road transport; buses";F-gases;1993 ;0.0
5919;"Road transport; buses";F-gases;1994 ;0.0
5920;"Road transport; buses";F-gases;1995;0.0
5921;"Road transport; buses";F-gases;1996 ;0.0
5922;"Road transport; buses";F-gases;1997 ;0.0
5923;"Road transport; buses";F-gases;1998 ;0.0
5924;"Road transport; buses";F-gases;1999 ;0.0
5925;"Road transport; buses";F-gases;2000;0.0
5926;"Road transport; buses";F-gases;2001;0.0
5927;"Road transport; buses";F-gases;2002;0.0
5928;"Road transport; buses";F-gases;2003;0.0
5929;"Road transport; buses";F-gases;2004;0.0
5930;"Road transport; buses";F-gases;2005;0.0
5931;"Road transport; buses";F-gases;2006;0.0
5932;"Road transport; buses";F-gases;2007;0.0
5933;"Road transport; buses";F-gases;2008;0.0
5934;"Road transport; buses";F-gases;2009;0.0
5935;"Road transport; buses";F-gases;2010;0.0
5936;"Road transport; buses";F-gases;2011;0.0
5937;"Road transport; buses";F-gases;2012;0.0
5938;"Road transport; buses";F-gases;2013;0.0
5939;"Road transport; buses";F-gases;2014;0.0
5940;"Road transport; buses";F-gases;2015;0.0
5941;"Road transport; buses";F-gases;2016;0.0
5942;"Road transport; buses";F-gases;2017;0.0
5943;"Road transport; buses";F-gases;2018;0.0
5944;"Road transport; buses";F-gases;2019;0.0
5945;"Road transport; buses";F-gases;2020;0.0
5946;"Road transport; buses";F-gases;2021;0.0
5947;"Road transport; buses";F-gases;2022;0.0
5948;"Road transport; buses";F-gases;2023;0.0
5949;"Road transport; buses";F-gases;2024;
5950;Rail transport;Total greenhouse gases;1990;0.1
5951;Rail transport;Total greenhouse gases;1991 ;0.1
5952;Rail transport;Total greenhouse gases;1992;0.1
5953;Rail transport;Total greenhouse gases;1993 ;0.1
5954;Rail transport;Total greenhouse gases;1994 ;0.1
5955;Rail transport;Total greenhouse gases;1995;0.1
5956;Rail transport;Total greenhouse gases;1996 ;0.1
5957;Rail transport;Total greenhouse gases;1997 ;0.1
5958;Rail transport;Total greenhouse gases;1998 ;0.1
5959;Rail transport;Total greenhouse gases;1999 ;0.1
5960;Rail transport;Total greenhouse gases;2000;0.1
5961;Rail transport;Total greenhouse gases;2001;0.1
5962;Rail transport;Total greenhouse gases;2002;0.1
5963;Rail transport;Total greenhouse gases;2003;0.1
5964;Rail transport;Total greenhouse gases;2004;0.1
5965;Rail transport;Total greenhouse gases;2005;0.1
5966;Rail transport;Total greenhouse gases;2006;0.1
5967;Rail transport;Total greenhouse gases;2007;0.1
5968;Rail transport;Total greenhouse gases;2008;0.1
5969;Rail transport;Total greenhouse gases;2009;0.1
5970;Rail transport;Total greenhouse gases;2010;0.1
5971;Rail transport;Total greenhouse gases;2011;0.1
5972;Rail transport;Total greenhouse gases;2012;0.1
5973;Rail transport;Total greenhouse gases;2013;0.1
5974;Rail transport;Total greenhouse gases;2014;0.1
5975;Rail transport;Total greenhouse gases;2015;0.1
5976;Rail transport;Total greenhouse gases;2016;0.1
5977;Rail transport;Total greenhouse gases;2017;0.1
5978;Rail transport;Total greenhouse gases;2018;0.1
5979;Rail transport;Total greenhouse gases;2019;0.1
5980;Rail transport;Total greenhouse gases;2020;0.1
5981;Rail transport;Total greenhouse gases;2021;0.1
5982;Rail transport;Total greenhouse gases;2022;0.1
5983;Rail transport;Total greenhouse gases;2023;0.1
5984;Rail transport;Total greenhouse gases;2024;
5985;Rail transport;Carbon dioxide (CO2);1990;0.1
5986;Rail transport;Carbon dioxide (CO2);1991 ;0.1
5987;Rail transport;Carbon dioxide (CO2);1992;0.1
5988;Rail transport;Carbon dioxide (CO2);1993 ;0.1
5989;Rail transport;Carbon dioxide (CO2);1994 ;0.1
5990;Rail transport;Carbon dioxide (CO2);1995;0.1
5991;Rail transport;Carbon dioxide (CO2);1996 ;0.1
5992;Rail transport;Carbon dioxide (CO2);1997 ;0.1
5993;Rail transport;Carbon dioxide (CO2);1998 ;0.1
5994;Rail transport;Carbon dioxide (CO2);1999 ;0.1
5995;Rail transport;Carbon dioxide (CO2);2000;0.1
5996;Rail transport;Carbon dioxide (CO2);2001;0.1
5997;Rail transport;Carbon dioxide (CO2);2002;0.1
5998;Rail transport;Carbon dioxide (CO2);2003;0.1
5999;Rail transport;Carbon dioxide (CO2);2004;0.1
6000;Rail transport;Carbon dioxide (CO2);2005;0.1
6001;Rail transport;Carbon dioxide (CO2);2006;0.1
6002;Rail transport;Carbon dioxide (CO2);2007;0.1
6003;Rail transport;Carbon dioxide (CO2);2008;0.1
6004;Rail transport;Carbon dioxide (CO2);2009;0.1
6005;Rail transport;Carbon dioxide (CO2);2010;0.1
6006;Rail transport;Carbon dioxide (CO2);2011;0.1
6007;Rail transport;Carbon dioxide (CO2);2012;0.1
6008;Rail transport;Carbon dioxide (CO2);2013;0.1
6009;Rail transport;Carbon dioxide (CO2);2014;0.1
6010;Rail transport;Carbon dioxide (CO2);2015;0.1
6011;Rail transport;Carbon dioxide (CO2);2016;0.1
6012;Rail transport;Carbon dioxide (CO2);2017;0.1
6013;Rail transport;Carbon dioxide (CO2);2018;0.1
6014;Rail transport;Carbon dioxide (CO2);2019;0.1
6015;Rail transport;Carbon dioxide (CO2);2020;0.1
6016;Rail transport;Carbon dioxide (CO2);2021;0.1
6017;Rail transport;Carbon dioxide (CO2);2022;0.1
6018;Rail transport;Carbon dioxide (CO2);2023;0.1
6019;Rail transport;Carbon dioxide (CO2);2024;
6020;Rail transport;Dinitrogen oxide (N2O);1990;0.0
6021;Rail transport;Dinitrogen oxide (N2O);1991 ;0.0
6022;Rail transport;Dinitrogen oxide (N2O);1992;0.0
6023;Rail transport;Dinitrogen oxide (N2O);1993 ;0.0
6024;Rail transport;Dinitrogen oxide (N2O);1994 ;0.0
6025;Rail transport;Dinitrogen oxide (N2O);1995;0.0
6026;Rail transport;Dinitrogen oxide (N2O);1996 ;0.0
6027;Rail transport;Dinitrogen oxide (N2O);1997 ;0.0
6028;Rail transport;Dinitrogen oxide (N2O);1998 ;0.0
6029;Rail transport;Dinitrogen oxide (N2O);1999 ;0.0
6030;Rail transport;Dinitrogen oxide (N2O);2000;0.0
6031;Rail transport;Dinitrogen oxide (N2O);2001;0.0
6032;Rail transport;Dinitrogen oxide (N2O);2002;0.0
6033;Rail transport;Dinitrogen oxide (N2O);2003;0.0
6034;Rail transport;Dinitrogen oxide (N2O);2004;0.0
6035;Rail transport;Dinitrogen oxide (N2O);2005;0.0
6036;Rail transport;Dinitrogen oxide (N2O);2006;0.0
6037;Rail transport;Dinitrogen oxide (N2O);2007;0.0
6038;Rail transport;Dinitrogen oxide (N2O);2008;0.0
6039;Rail transport;Dinitrogen oxide (N2O);2009;0.0
6040;Rail transport;Dinitrogen oxide (N2O);2010;0.0
6041;Rail transport;Dinitrogen oxide (N2O);2011;0.0
6042;Rail transport;Dinitrogen oxide (N2O);2012;0.0
6043;Rail transport;Dinitrogen oxide (N2O);2013;0.0
6044;Rail transport;Dinitrogen oxide (N2O);2014;0.0
6045;Rail transport;Dinitrogen oxide (N2O);2015;0.0
6046;Rail transport;Dinitrogen oxide (N2O);2016;0.0
6047;Rail transport;Dinitrogen oxide (N2O);2017;0.0
6048;Rail transport;Dinitrogen oxide (N2O);2018;0.0
6049;Rail transport;Dinitrogen oxide (N2O);2019;0.0
6050;Rail transport;Dinitrogen oxide (N2O);2020;0.0
6051;Rail transport;Dinitrogen oxide (N2O);2021;0.0
6052;Rail transport;Dinitrogen oxide (N2O);2022;0.0
6053;Rail transport;Dinitrogen oxide (N2O);2023;0.0
6054;Rail transport;Dinitrogen oxide (N2O);2024;
6055;Rail transport;Methane (CH4);1990;0.0
6056;Rail transport;Methane (CH4);1991 ;0.0
6057;Rail transport;Methane (CH4);1992;0.0
6058;Rail transport;Methane (CH4);1993 ;0.0
6059;Rail transport;Methane (CH4);1994 ;0.0
6060;Rail transport;Methane (CH4);1995;0.0
6061;Rail transport;Methane (CH4);1996 ;0.0
6062;Rail transport;Methane (CH4);1997 ;0.0
6063;Rail transport;Methane (CH4);1998 ;0.0
6064;Rail transport;Methane (CH4);1999 ;0.0
6065;Rail transport;Methane (CH4);2000;0.0
6066;Rail transport;Methane (CH4);2001;0.0
6067;Rail transport;Methane (CH4);2002;0.0
6068;Rail transport;Methane (CH4);2003;0.0
6069;Rail transport;Methane (CH4);2004;0.0
6070;Rail transport;Methane (CH4);2005;0.0
6071;Rail transport;Methane (CH4);2006;0.0
6072;Rail transport;Methane (CH4);2007;0.0
6073;Rail transport;Methane (CH4);2008;0.0
6074;Rail transport;Methane (CH4);2009;0.0
6075;Rail transport;Methane (CH4);2010;0.0
6076;Rail transport;Methane (CH4);2011;0.0
6077;Rail transport;Methane (CH4);2012;0.0
6078;Rail transport;Methane (CH4);2013;0.0
6079;Rail transport;Methane (CH4);2014;0.0
6080;Rail transport;Methane (CH4);2015;0.0
6081;Rail transport;Methane (CH4);2016;0.0
6082;Rail transport;Methane (CH4);2017;0.0
6083;Rail transport;Methane (CH4);2018;0.0
6084;Rail transport;Methane (CH4);2019;0.0
6085;Rail transport;Methane (CH4);2020;0.0
6086;Rail transport;Methane (CH4);2021;0.0
6087;Rail transport;Methane (CH4);2022;0.0
6088;Rail transport;Methane (CH4);2023;0.0
6089;Rail transport;Methane (CH4);2024;
6090;Rail transport;F-gases;1990;0.0
6091;Rail transport;F-gases;1991 ;0.0
6092;Rail transport;F-gases;1992;0.0
6093;Rail transport;F-gases;1993 ;0.0
6094;Rail transport;F-gases;1994 ;0.0
6095;Rail transport;F-gases;1995;0.0
6096;Rail transport;F-gases;1996 ;0.0
6097;Rail transport;F-gases;1997 ;0.0
6098;Rail transport;F-gases;1998 ;0.0
6099;Rail transport;F-gases;1999 ;0.0
6100;Rail transport;F-gases;2000;0.0
6101;Rail transport;F-gases;2001;0.0
6102;Rail transport;F-gases;2002;0.0
6103;Rail transport;F-gases;2003;0.0
6104;Rail transport;F-gases;2004;0.0
6105;Rail transport;F-gases;2005;0.0
6106;Rail transport;F-gases;2006;0.0
6107;Rail transport;F-gases;2007;0.0
6108;Rail transport;F-gases;2008;0.0
6109;Rail transport;F-gases;2009;0.0
6110;Rail transport;F-gases;2010;0.0
6111;Rail transport;F-gases;2011;0.0
6112;Rail transport;F-gases;2012;0.0
6113;Rail transport;F-gases;2013;0.0
6114;Rail transport;F-gases;2014;0.0
6115;Rail transport;F-gases;2015;0.0
6116;Rail transport;F-gases;2016;0.0
6117;Rail transport;F-gases;2017;0.0
6118;Rail transport;F-gases;2018;0.0
6119;Rail transport;F-gases;2019;0.0
6120;Rail transport;F-gases;2020;0.0
6121;Rail transport;F-gases;2021;0.0
6122;Rail transport;F-gases;2022;0.0
