ID;Geslacht;Leeftijd;Geboortegeneratie;NettoArbeidsparticipatie_1;GemiddeldeAncienniteit_2;TotaalWerknemers_3;VasteArbeidsrelatie_4;FlexibeleArbeidsrelatie_5;VasteArbeidsrelatie_6;FlexibeleArbeidsrelatie_7;TotaalZelfstandigen_8;MetPersoneel_9;ZonderPersoneel_10;MetPersoneel_11;ZonderPersoneel_12;PersonenMetVoortdurendEenBaan_13;PersonenMetMeerDanEenBaan_14;Deeltijders_15;Voltijders_16;GemiddeldeArbeidsduur_17;PersonenMetUitkering_18
1493;Mannen;43 jaar;1960  tot 1965;90.0;11.5;83.0;76.0;6.0;93.0;7.0;17.0;7.0;10.0;41.0;59.0;64.0;31.0;10.0;90.0;40.7;11.0
1494;Mannen;43 jaar;1965  tot 1970;90.0;10.4;79.0;73.0;8.0;90.0;10.0;21.0;8.0;13.0;40.0;60.0;;;12.0;88.0;40.8;
1495;Mannen;43 jaar;1970  tot 1975;;;;;;;;;;;;;;;;;;
1496;Mannen;43 jaar;1975  tot 1980;;;;;;;;;;;;;;;;;;
1497;Mannen;43 jaar;1980  tot 1985;;;;;;;;;;;;;;;;;;
1498;Mannen;43 jaar;1985  tot 1990;;;;;;;;;;;;;;;;;;
1499;Mannen;43 jaar;1990  tot 1995;;;;;;;;;;;;;;;;;;
1500;Mannen;43 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;
1501;Mannen;44 jaar;1905  tot 1910;;;;;;;;;;;;;;;;;;
1502;Mannen;44 jaar;1910  tot 1915;;;;;;;;;;;;;;;;;;
1503;Mannen;44 jaar;1915  tot 1920;;;;;;;;;;;;;;;;;;
1504;Mannen;44 jaar;1920  tot 1925;;;;;;;;;;;;;;;;;;
1505;Mannen;44 jaar;1925  tot 1930;94.0;;82.0;;;;;18.0;;;;;;;2.0;98.0;46.2;
1506;Mannen;44 jaar;1930  tot 1935;92.0;;84.0;;;;;16.0;;;;;;;3.0;97.0;44.4;
1507;Mannen;44 jaar;1935  tot 1940;88.0;;84.0;;;;;16.0;;;;;;;4.0;96.0;43.3;
1508;Mannen;44 jaar;1940  tot 1945;88.0;;86.0;;;;;14.0;;;;;;;8.0;92.0;41.7;
1509;Mannen;44 jaar;1945  tot 1950;88.0;14.2;84.0;82.0;2.0;98.0;2.0;16.0;8.0;8.0;50.0;50.0;;;7.0;93.0;41.6;
1510;Mannen;44 jaar;1950  tot 1955;89.0;13.9;85.0;81.0;4.0;95.0;5.0;15.0;7.0;8.0;48.0;52.0;;;9.0;91.0;41.0;
1511;Mannen;44 jaar;1955  tot 1960;92.0;12.5;84.0;79.0;5.0;94.0;6.0;16.0;7.0;8.0;46.0;54.0;66.0;30.0;11.0;89.0;40.5;12.0
1512;Mannen;44 jaar;1960  tot 1965;91.0;11.9;81.0;75.0;6.0;93.0;7.0;19.0;7.0;11.0;39.0;61.0;63.0;31.0;10.0;90.0;40.8;11.0
1513;Mannen;44 jaar;1965  tot 1970;;;;;;;;;;;;;;;;;;
1514;Mannen;44 jaar;1970  tot 1975;;;;;;;;;;;;;;;;;;
1515;Mannen;44 jaar;1975  tot 1980;;;;;;;;;;;;;;;;;;
1516;Mannen;44 jaar;1980  tot 1985;;;;;;;;;;;;;;;;;;
1517;Mannen;44 jaar;1985  tot 1990;;;;;;;;;;;;;;;;;;
1518;Mannen;44 jaar;1990  tot 1995;;;;;;;;;;;;;;;;;;
1519;Mannen;44 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;
1520;Mannen;45 jaar;1905  tot 1910;;;;;;;;;;;;;;;;;;
1521;Mannen;45 jaar;1910  tot 1915;;;;;;;;;;;;;;;;;;
1522;Mannen;45 jaar;1915  tot 1920;;;;;;;;;;;;;;;;;;
1523;Mannen;45 jaar;1920  tot 1925;;;;;;;;;;;;;;;;;;
1524;Mannen;45 jaar;1925  tot 1930;93.0;;83.0;;;;;17.0;;;;;;;2.0;98.0;45.7;
1525;Mannen;45 jaar;1930  tot 1935;91.0;;83.0;;;;;17.0;;;;;;;4.0;96.0;44.3;
1526;Mannen;45 jaar;1935  tot 1940;86.0;;85.0;;;;;15.0;;;;;;;5.0;95.0;43.2;
1527;Mannen;45 jaar;1940  tot 1945;88.0;;86.0;;;;;14.0;;;;;;;8.0;92.0;41.7;
1528;Mannen;45 jaar;1945  tot 1950;88.0;14.9;86.0;84.0;2.0;97.0;3.0;14.0;8.0;6.0;54.0;46.0;;;8.0;92.0;41.4;
1529;Mannen;45 jaar;1950  tot 1955;89.0;14.0;86.0;82.0;4.0;96.0;4.0;14.0;7.0;7.0;50.0;50.0;0.0;0.0;10.0;90.0;40.7;0.0
1530;Mannen;45 jaar;1955  tot 1960;89.0;13.0;84.0;79.0;5.0;94.0;6.0;16.0;8.0;8.0;48.0;52.0;66.0;28.0;11.0;89.0;40.5;13.0
1531;Mannen;45 jaar;1960  tot 1965;90.0;12.1;81.0;75.0;6.0;92.0;8.0;19.0;8.0;11.0;40.0;60.0;62.0;32.0;11.0;89.0;40.7;11.0
1532;Mannen;45 jaar;1965  tot 1970;;;;;;;;;;;;;;;;;;
1533;Mannen;45 jaar;1970  tot 1975;;;;;;;;;;;;;;;;;;
1534;Mannen;45 jaar;1975  tot 1980;;;;;;;;;;;;;;;;;;
1535;Mannen;45 jaar;1980  tot 1985;;;;;;;;;;;;;;;;;;
1536;Mannen;45 jaar;1985  tot 1990;;;;;;;;;;;;;;;;;;
1537;Mannen;45 jaar;1990  tot 1995;;;;;;;;;;;;;;;;;;
1538;Mannen;45 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;
1539;Mannen;46 jaar;1905  tot 1910;;;;;;;;;;;;;;;;;;
1540;Mannen;46 jaar;1910  tot 1915;;;;;;;;;;;;;;;;;;
1541;Mannen;46 jaar;1915  tot 1920;;;;;;;;;;;;;;;;;;
1542;Mannen;46 jaar;1920  tot 1925;;;;;;;;;;;;;;;;;;
1543;Mannen;46 jaar;1925  tot 1930;93.0;;83.0;;;;;17.0;;;;;;;3.0;97.0;45.4;
1544;Mannen;46 jaar;1930  tot 1935;90.0;;84.0;;;;;16.0;;;;;;;3.0;97.0;44.1;
1545;Mannen;46 jaar;1935  tot 1940;85.0;;85.0;;;;;15.0;;;;;;;5.0;95.0;43.8;
1546;Mannen;46 jaar;1940  tot 1945;87.0;;84.0;;;;;16.0;;;;;;;9.0;91.0;41.5;
1547;Mannen;46 jaar;1945  tot 1950;89.0;15.5;85.0;82.0;3.0;97.0;3.0;15.0;8.0;7.0;55.0;45.0;;;7.0;93.0;41.9;
1548;Mannen;46 jaar;1950  tot 1955;90.0;14.7;85.0;81.0;4.0;95.0;5.0;15.0;7.0;8.0;49.0;51.0;0.0;0.0;9.0;91.0;41.2;0.0
1549;Mannen;46 jaar;1955  tot 1960;90.0;13.9;83.0;78.0;4.0;95.0;5.0;17.0;7.0;10.0;41.0;59.0;66.0;27.0;11.0;89.0;40.6;13.0
1550;Mannen;46 jaar;1960  tot 1965;91.0;12.7;81.0;74.0;6.0;92.0;8.0;19.0;7.0;12.0;39.0;61.0;61.0;33.0;11.0;89.0;40.6;12.0
1551;Mannen;46 jaar;1965  tot 1970;;;;;;;;;;;;;;;;;;
1552;Mannen;46 jaar;1970  tot 1975;;;;;;;;;;;;;;;;;;
1553;Mannen;46 jaar;1975  tot 1980;;;;;;;;;;;;;;;;;;
1554;Mannen;46 jaar;1980  tot 1985;;;;;;;;;;;;;;;;;;
1555;Mannen;46 jaar;1985  tot 1990;;;;;;;;;;;;;;;;;;
1556;Mannen;46 jaar;1990  tot 1995;;;;;;;;;;;;;;;;;;
1557;Mannen;46 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;
1558;Mannen;47 jaar;1905  tot 1910;;;;;;;;;;;;;;;;;;
1559;Mannen;47 jaar;1910  tot 1915;;;;;;;;;;;;;;;;;;
1560;Mannen;47 jaar;1915  tot 1920;;;;;;;;;;;;;;;;;;
1561;Mannen;47 jaar;1920  tot 1925;;;;;;;;;;;;;;;;;;
1562;Mannen;47 jaar;1925  tot 1930;92.0;;84.0;;;;;16.0;;;;;;;3.0;97.0;45.1;
1563;Mannen;47 jaar;1930  tot 1935;88.0;;83.0;;;;;17.0;;;;;;;4.0;96.0;43.5;
1564;Mannen;47 jaar;1935  tot 1940;84.0;;86.0;;;;;14.0;;;;;;;6.0;94.0;43.0;
1565;Mannen;47 jaar;1940  tot 1945;86.0;16.1;85.0;84.0;1.0;98.0;2.0;15.0;8.0;8.0;;;;;8.0;92.0;41.6;
1566;Mannen;47 jaar;1945  tot 1950;88.0;16.1;85.0;83.0;2.0;97.0;3.0;15.0;8.0;7.0;51.0;49.0;;;7.0;93.0;41.7;
1567;Mannen;47 jaar;1950  tot 1955;90.0;15.2;85.0;80.0;4.0;95.0;5.0;15.0;7.0;8.0;49.0;51.0;0.0;0.0;9.0;91.0;40.9;14.0
1568;Mannen;47 jaar;1955  tot 1960;89.0;14.1;81.0;76.0;5.0;94.0;6.0;19.0;8.0;11.0;40.0;60.0;66.0;26.0;11.0;89.0;40.5;14.0
1569;Mannen;47 jaar;1960  tot 1965;90.0;13.3;79.0;73.0;6.0;92.0;8.0;21.0;9.0;12.0;41.0;59.0;60.0;32.0;11.0;89.0;40.8;12.0
1570;Mannen;47 jaar;1965  tot 1970;;;;;;;;;;;;;;;;;;
1571;Mannen;47 jaar;1970  tot 1975;;;;;;;;;;;;;;;;;;
1572;Mannen;47 jaar;1975  tot 1980;;;;;;;;;;;;;;;;;;
1573;Mannen;47 jaar;1980  tot 1985;;;;;;;;;;;;;;;;;;
1574;Mannen;47 jaar;1985  tot 1990;;;;;;;;;;;;;;;;;;
1575;Mannen;47 jaar;1990  tot 1995;;;;;;;;;;;;;;;;;;
1576;Mannen;47 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;
1577;Mannen;48 jaar;1905  tot 1910;;;;;;;;;;;;;;;;;;
1578;Mannen;48 jaar;1910  tot 1915;;;;;;;;;;;;;;;;;;
1579;Mannen;48 jaar;1915  tot 1920;;;;;;;;;;;;;;;;;;
1580;Mannen;48 jaar;1920  tot 1925;92.0;;82.0;;;;;18.0;;;;;;;2.0;98.0;46.4;
1581;Mannen;48 jaar;1925  tot 1930;90.0;;84.0;;;;;16.0;;;;;;;4.0;96.0;44.5;
1582;Mannen;48 jaar;1930  tot 1935;86.0;;84.0;;;;;16.0;;;;;;;4.0;96.0;43.5;
1583;Mannen;48 jaar;1935  tot 1940;85.0;;84.0;;;;;16.0;;;;;;;8.0;92.0;42.4;
1584;Mannen;48 jaar;1940  tot 1945;86.0;16.6;85.0;83.0;2.0;98.0;2.0;15.0;8.0;8.0;;;;;8.0;92.0;41.4;
1585;Mannen;48 jaar;1945  tot 1950;87.0;16.9;83.0;81.0;3.0;97.0;3.0;17.0;9.0;8.0;52.0;48.0;;;7.0;93.0;41.8;
1586;Mannen;48 jaar;1950  tot 1955;90.0;15.7;83.0;80.0;4.0;95.0;5.0;17.0;8.0;9.0;47.0;53.0;67.0;26.0;9.0;91.0;40.8;15.0
1587;Mannen;48 jaar;1955  tot 1960;90.0;14.9;82.0;77.0;5.0;94.0;6.0;18.0;7.0;10.0;42.0;58.0;66.0;26.0;11.0;89.0;40.4;14.0
1588;Mannen;48 jaar;1960  tot 1965;90.0;14.0;80.0;75.0;7.0;92.0;8.0;20.0;8.0;12.0;40.0;60.0;;;11.0;89.0;40.5;
1589;Mannen;48 jaar;1965  tot 1970;;;;;;;;;;;;;;;;;;
1590;Mannen;48 jaar;1970  tot 1975;;;;;;;;;;;;;;;;;;
1591;Mannen;48 jaar;1975  tot 1980;;;;;;;;;;;;;;;;;;
1592;Mannen;48 jaar;1980  tot 1985;;;;;;;;;;;;;;;;;;
1593;Mannen;48 jaar;1985  tot 1990;;;;;;;;;;;;;;;;;;
1594;Mannen;48 jaar;1990  tot 1995;;;;;;;;;;;;;;;;;;
1595;Mannen;48 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;
1596;Mannen;49 jaar;1905  tot 1910;;;;;;;;;;;;;;;;;;
1597;Mannen;49 jaar;1910  tot 1915;;;;;;;;;;;;;;;;;;
1598;Mannen;49 jaar;1915  tot 1920;;;;;;;;;;;;;;;;;;
1599;Mannen;49 jaar;1920  tot 1925;93.0;;82.0;;;;;18.0;;;;;;;2.0;98.0;46.3;
1600;Mannen;49 jaar;1925  tot 1930;89.0;;83.0;;;;;17.0;;;;;;;4.0;96.0;44.4;
1601;Mannen;49 jaar;1930  tot 1935;84.0;;83.0;;;;;17.0;;;;;;;5.0;95.0;43.3;
1602;Mannen;49 jaar;1935  tot 1940;83.0;;85.0;;;;;15.0;;;;;;;7.0;93.0;41.8;
1603;Mannen;49 jaar;1940  tot 1945;86.0;17.8;83.0;80.0;2.0;97.0;3.0;17.0;9.0;8.0;54.0;46.0;;;8.0;92.0;42.0;
1604;Mannen;49 jaar;1945  tot 1950;87.0;17.2;84.0;81.0;3.0;97.0;3.0;16.0;8.0;8.0;48.0;52.0;;;9.0;91.0;41.3;
1605;Mannen;49 jaar;1950  tot 1955;89.0;16.4;84.0;80.0;4.0;95.0;5.0;16.0;7.0;9.0;42.0;58.0;67.0;25.0;10.0;90.0;40.5;16.0
1606;Mannen;49 jaar;1955  tot 1960;89.0;15.3;81.0;76.0;5.0;94.0;6.0;19.0;8.0;11.0;42.0;58.0;65.0;27.0;11.0;89.0;40.7;14.0
1607;Mannen;49 jaar;1960  tot 1965;;;;;;;;;;;;;;;;;;
1608;Mannen;49 jaar;1965  tot 1970;;;;;;;;;;;;;;;;;;
1609;Mannen;49 jaar;1970  tot 1975;;;;;;;;;;;;;;;;;;
1610;Mannen;49 jaar;1975  tot 1980;;;;;;;;;;;;;;;;;;
1611;Mannen;49 jaar;1980  tot 1985;;;;;;;;;;;;;;;;;;
1612;Mannen;49 jaar;1985  tot 1990;;;;;;;;;;;;;;;;;;
1613;Mannen;49 jaar;1990  tot 1995;;;;;;;;;;;;;;;;;;
1614;Mannen;49 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;
1615;Mannen;50 jaar;1905  tot 1910;;;;;;;;;;;;;;;;;;
1616;Mannen;50 jaar;1910  tot 1915;;;;;;;;;;;;;;;;;;
1617;Mannen;50 jaar;1915  tot 1920;;;;;;;;;;;;;;;;;;
1618;Mannen;50 jaar;1920  tot 1925;90.0;;82.0;;;;;18.0;;;;;;;3.0;97.0;45.4;
1619;Mannen;50 jaar;1925  tot 1930;88.0;;83.0;;;;;17.0;;;;;;;4.0;96.0;44.1;
1620;Mannen;50 jaar;1930  tot 1935;82.0;;83.0;;;;;17.0;;;;;;;6.0;94.0;43.1;
1621;Mannen;50 jaar;1935  tot 1940;80.0;;82.0;;;;;18.0;;;;;;;8.0;92.0;42.1;
1622;Mannen;50 jaar;1940  tot 1945;83.0;18.2;84.0;82.0;2.0;97.0;3.0;16.0;8.0;8.0;51.0;49.0;;;8.0;92.0;41.8;
1623;Mannen;50 jaar;1945  tot 1950;86.0;18.0;83.0;80.0;3.0;96.0;4.0;17.0;8.0;9.0;47.0;53.0;0.0;0.0;8.0;92.0;41.4;0.0
1624;Mannen;50 jaar;1950  tot 1955;88.0;17.0;83.0;80.0;4.0;96.0;4.0;17.0;8.0;9.0;49.0;51.0;67.0;23.0;10.0;90.0;40.5;17.0
1625;Mannen;50 jaar;1955  tot 1960;89.0;15.9;81.0;76.0;5.0;94.0;6.0;19.0;8.0;12.0;40.0;60.0;64.0;27.0;11.0;89.0;40.7;14.0
1626;Mannen;50 jaar;1960  tot 1965;;;;;;;;;;;;;;;;;;
1627;Mannen;50 jaar;1965  tot 1970;;;;;;;;;;;;;;;;;;
1628;Mannen;50 jaar;1970  tot 1975;;;;;;;;;;;;;;;;;;
1629;Mannen;50 jaar;1975  tot 1980;;;;;;;;;;;;;;;;;;
1630;Mannen;50 jaar;1980  tot 1985;;;;;;;;;;;;;;;;;;
1631;Mannen;50 jaar;1985  tot 1990;;;;;;;;;;;;;;;;;;
1632;Mannen;50 jaar;1990  tot 1995;;;;;;;;;;;;;;;;;;
1633;Mannen;50 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;
1634;Mannen;51 jaar;1905  tot 1910;;;;;;;;;;;;;;;;;;
1635;Mannen;51 jaar;1910  tot 1915;;;;;;;;;;;;;;;;;;
1636;Mannen;51 jaar;1915  tot 1920;;;;;;;;;;;;;;;;;;
1637;Mannen;51 jaar;1920  tot 1925;89.0;;81.0;;;;;19.0;;;;;;;3.0;97.0;45.4;
1638;Mannen;51 jaar;1925  tot 1930;85.0;;83.0;;;;;17.0;;;;;;;5.0;95.0;43.5;
1639;Mannen;51 jaar;1930  tot 1935;80.0;;84.0;;;;;16.0;;;;;;;6.0;94.0;43.4;
1640;Mannen;51 jaar;1935  tot 1940;79.0;;83.0;;;;;17.0;;;;;;;8.0;92.0;41.7;
1641;Mannen;51 jaar;1940  tot 1945;83.0;18.8;84.0;82.0;2.0;98.0;2.0;16.0;8.0;8.0;49.0;51.0;;;7.0;93.0;41.8;
1642;Mannen;51 jaar;1945  tot 1950;87.0;18.7;83.0;80.0;3.0;96.0;4.0;17.0;8.0;8.0;50.0;50.0;0.0;0.0;9.0;91.0;41.2;0.0
1643;Mannen;51 jaar;1950  tot 1955;86.0;17.3;82.0;79.0;3.0;96.0;4.0;18.0;9.0;9.0;48.0;52.0;67.0;22.0;11.0;89.0;40.5;18.0
1644;Mannen;51 jaar;1955  tot 1960;88.0;16.5;80.0;75.0;5.0;94.0;6.0;20.0;8.0;12.0;40.0;60.0;62.0;28.0;12.0;88.0;40.5;15.0
1645;Mannen;51 jaar;1960  tot 1965;;;;;;;;;;;;;;;;;;
1646;Mannen;51 jaar;1965  tot 1970;;;;;;;;;;;;;;;;;;
1647;Mannen;51 jaar;1970  tot 1975;;;;;;;;;;;;;;;;;;
1648;Mannen;51 jaar;1975  tot 1980;;;;;;;;;;;;;;;;;;
1649;Mannen;51 jaar;1980  tot 1985;;;;;;;;;;;;;;;;;;
1650;Mannen;51 jaar;1985  tot 1990;;;;;;;;;;;;;;;;;;
1651;Mannen;51 jaar;1990  tot 1995;;;;;;;;;;;;;;;;;;
1652;Mannen;51 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;
1653;Mannen;52 jaar;1905  tot 1910;;;;;;;;;;;;;;;;;;
1654;Mannen;52 jaar;1910  tot 1915;;;;;;;;;;;;;;;;;;
1655;Mannen;52 jaar;1915  tot 1920;;;;;;;;;;;;;;;;;;
1656;Mannen;52 jaar;1920  tot 1925;87.0;;82.0;;;;;18.0;;;;;;;3.0;97.0;44.9;
1657;Mannen;52 jaar;1925  tot 1930;83.0;;84.0;;;;;16.0;;;;;;;5.0;95.0;43.0;
1658;Mannen;52 jaar;1930  tot 1935;78.0;;83.0;;;;;17.0;;;;;;;7.0;93.0;43.0;
1659;Mannen;52 jaar;1935  tot 1940;78.0;19.6;82.0;81.0;;98.0;;18.0;10.0;8.0;;;;;8.0;92.0;41.8;
1660;Mannen;52 jaar;1940  tot 1945;81.0;19.9;82.0;80.0;3.0;97.0;3.0;18.0;9.0;9.0;48.0;52.0;;;7.0;93.0;42.0;
1661;Mannen;52 jaar;1945  tot 1950;85.0;19.0;83.0;80.0;3.0;96.0;4.0;17.0;8.0;9.0;50.0;50.0;0.0;0.0;10.0;90.0;40.9;19.0
1662;Mannen;52 jaar;1950  tot 1955;85.0;18.2;82.0;78.0;4.0;95.0;5.0;18.0;8.0;10.0;47.0;53.0;66.0;21.0;12.0;88.0;40.2;19.0
1663;Mannen;52 jaar;1955  tot 1960;87.0;16.9;81.0;76.0;5.0;94.0;6.0;19.0;8.0;12.0;39.0;61.0;62.0;27.0;13.0;87.0;40.2;16.0
1664;Mannen;52 jaar;1960  tot 1965;;;;;;;;;;;;;;;;;;
1665;Mannen;52 jaar;1965  tot 1970;;;;;;;;;;;;;;;;;;
1666;Mannen;52 jaar;1970  tot 1975;;;;;;;;;;;;;;;;;;
1667;Mannen;52 jaar;1975  tot 1980;;;;;;;;;;;;;;;;;;
1668;Mannen;52 jaar;1980  tot 1985;;;;;;;;;;;;;;;;;;
1669;Mannen;52 jaar;1985  tot 1990;;;;;;;;;;;;;;;;;;
1670;Mannen;52 jaar;1990  tot 1995;;;;;;;;;;;;;;;;;;
1671;Mannen;52 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;
1672;Mannen;53 jaar;1905  tot 1910;;;;;;;;;;;;;;;;;;
1673;Mannen;53 jaar;1910  tot 1915;;;;;;;;;;;;;;;;;;
1674;Mannen;53 jaar;1915  tot 1920;89.0;;79.0;;;;;21.0;;;;;;;4.0;96.0;46.5;
1675;Mannen;53 jaar;1920  tot 1925;85.0;;84.0;;;;;16.0;;;;;;;4.0;96.0;44.2;
1676;Mannen;53 jaar;1925  tot 1930;81.0;;83.0;;;;;17.0;;;;;;;5.0;95.0;43.2;
1677;Mannen;53 jaar;1930  tot 1935;76.0;;82.0;;;;;18.0;;;;;;;9.0;91.0;42.5;
1678;Mannen;53 jaar;1935  tot 1940;77.0;20.0;82.0;80.0;2.0;97.0;3.0;18.0;9.0;9.0;;;;;9.0;91.0;41.8;
1679;Mannen;53 jaar;1940  tot 1945;81.0;20.2;83.0;80.0;3.0;97.0;3.0;17.0;8.0;9.0;46.0;54.0;;;9.0;91.0;41.2;
1680;Mannen;53 jaar;1945  tot 1950;85.0;20.0;83.0;79.0;4.0;96.0;4.0;17.0;8.0;9.0;47.0;53.0;65.0;21.0;11.0;89.0;40.5;20.0
1681;Mannen;53 jaar;1950  tot 1955;86.0;18.9;82.0;78.0;4.0;95.0;5.0;18.0;8.0;10.0;44.0;56.0;65.0;22.0;12.0;88.0;39.9;19.0
1682;Mannen;53 jaar;1955  tot 1960;86.0;17.5;81.0;77.0;6.0;93.0;7.0;19.0;7.0;12.0;37.0;63.0;;;14.0;86.0;39.8;
1683;Mannen;53 jaar;1960  tot 1965;;;;;;;;;;;;;;;;;;
1684;Mannen;53 jaar;1965  tot 1970;;;;;;;;;;;;;;;;;;
1685;Mannen;53 jaar;1970  tot 1975;;;;;;;;;;;;;;;;;;
1686;Mannen;53 jaar;1975  tot 1980;;;;;;;;;;;;;;;;;;
1687;Mannen;53 jaar;1980  tot 1985;;;;;;;;;;;;;;;;;;
1688;Mannen;53 jaar;1985  tot 1990;;;;;;;;;;;;;;;;;;
1689;Mannen;53 jaar;1990  tot 1995;;;;;;;;;;;;;;;;;;
1690;Mannen;53 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;
1691;Mannen;54 jaar;1905  tot 1910;;;;;;;;;;;;;;;;;;
1692;Mannen;54 jaar;1910  tot 1915;;;;;;;;;;;;;;;;;;
1693;Mannen;54 jaar;1915  tot 1920;86.0;;79.0;;;;;21.0;;;;;;;3.0;97.0;45.9;
1694;Mannen;54 jaar;1920  tot 1925;82.0;;82.0;;;;;18.0;;;;;;;4.0;96.0;44.4;
1695;Mannen;54 jaar;1925  tot 1930;77.0;;83.0;;;;;17.0;;;;;;;6.0;94.0;43.0;
1696;Mannen;54 jaar;1930  tot 1935;73.0;;82.0;;;;;18.0;;;;;;;9.0;91.0;42.0;
1697;Mannen;54 jaar;1935  tot 1940;75.0;20.8;81.0;79.0;2.0;98.0;2.0;19.0;9.0;10.0;45.0;55.0;;;9.0;91.0;41.5;
1698;Mannen;54 jaar;1940  tot 1945;78.0;21.0;83.0;80.0;3.0;97.0;3.0;17.0;7.0;10.0;43.0;57.0;;;10.0;90.0;40.9;
1699;Mannen;54 jaar;1945  tot 1950;84.0;20.2;83.0;79.0;4.0;95.0;5.0;17.0;8.0;10.0;45.0;55.0;65.0;20.0;11.0;89.0;40.4;22.0
1700;Mannen;54 jaar;1950  tot 1955;85.0;19.1;80.0;76.0;4.0;95.0;5.0;20.0;9.0;11.0;44.0;56.0;64.0;22.0;12.0;88.0;40.0;19.0
1701;Mannen;54 jaar;1955  tot 1960;;;;;;;;;;;;;;;;;;
1702;Mannen;54 jaar;1960  tot 1965;;;;;;;;;;;;;;;;;;
1703;Mannen;54 jaar;1965  tot 1970;;;;;;;;;;;;;;;;;;
1704;Mannen;54 jaar;1970  tot 1975;;;;;;;;;;;;;;;;;;
1705;Mannen;54 jaar;1975  tot 1980;;;;;;;;;;;;;;;;;;
1706;Mannen;54 jaar;1980  tot 1985;;;;;;;;;;;;;;;;;;
1707;Mannen;54 jaar;1985  tot 1990;;;;;;;;;;;;;;;;;;
1708;Mannen;54 jaar;1990  tot 1995;;;;;;;;;;;;;;;;;;
1709;Mannen;54 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;
1710;Mannen;55 jaar;1905  tot 1910;;;;;;;;;;;;;;;;;;
1711;Mannen;55 jaar;1910  tot 1915;;;;;;;;;;;;;;;;;;
1712;Mannen;55 jaar;1915  tot 1920;84.0;;78.0;;;;;22.0;;;;;;;4.0;96.0;45.7;
1713;Mannen;55 jaar;1920  tot 1925;79.0;;82.0;;;;;18.0;;;;;;;5.0;95.0;43.9;
1714;Mannen;55 jaar;1925  tot 1930;73.0;;83.0;;;;;17.0;;;;;;;6.0;94.0;43.4;
1715;Mannen;55 jaar;1930  tot 1935;70.0;;82.0;;;;;18.0;;;;;;;11.0;89.0;41.1;
1716;Mannen;55 jaar;1935  tot 1940;71.0;21.6;80.0;78.0;2.0;98.0;2.0;20.0;8.0;12.0;42.0;58.0;;;10.0;90.0;41.2;
1717;Mannen;55 jaar;1940  tot 1945;75.0;21.6;82.0;78.0;3.0;96.0;4.0;18.0;8.0;10.0;44.0;56.0;0.0;0.0;12.0;88.0;41.2;0.0
1718;Mannen;55 jaar;1945  tot 1950;78.0;21.2;82.0;80.0;3.0;97.0;3.0;18.0;8.0;10.0;45.0;55.0;63.0;19.0;14.0;86.0;39.7;23.0
1719;Mannen;55 jaar;1950  tot 1955;84.0;19.8;80.0;76.0;4.0;95.0;5.0;20.0;8.0;12.0;40.0;60.0;62.0;23.0;14.0;86.0;39.9;20.0
1720;Mannen;55 jaar;1955  tot 1960;;;;;;;;;;;;;;;;;;
1721;Mannen;55 jaar;1960  tot 1965;;;;;;;;;;;;;;;;;;
1722;Mannen;55 jaar;1965  tot 1970;;;;;;;;;;;;;;;;;;
1723;Mannen;55 jaar;1970  tot 1975;;;;;;;;;;;;;;;;;;
1724;Mannen;55 jaar;1975  tot 1980;;;;;;;;;;;;;;;;;;
1725;Mannen;55 jaar;1980  tot 1985;;;;;;;;;;;;;;;;;;
1726;Mannen;55 jaar;1985  tot 1990;;;;;;;;;;;;;;;;;;
1727;Mannen;55 jaar;1990  tot 1995;;;;;;;;;;;;;;;;;;
1728;Mannen;55 jaar;1995 tot 2000;;;;;;;;;;;;;;;;;;
1729;Mannen;56 jaar;1905  tot 1910;;;;;;;;;;;;;;;;;;
1730;Mannen;56 jaar;1910  tot 1915;;;;;;;;;;;;;;;;;;
1731;Mannen;56 jaar;1915  tot 1920;81.0;;79.0;;;;;21.0;;;;;;;5.0;95.0;45.1;
1732;Mannen;56 jaar;1920  tot 1925;76.0;;82.0;;;;;18.0;;;;;;;5.0;95.0;43.3;
1733;Mannen;56 jaar;1925  tot 1930;68.0;;83.0;;;;;17.0;;;;;;;7.0;93.0;43.2;
1734;Mannen;56 jaar;1930  tot 1935;66.0;;82.0;;;;;18.0;;;;;;;12.0;88.0;40.6;
1735;Mannen;56 jaar;1935  tot 1940;66.0;21.8;81.0;79.0;2.0;97.0;3.0;19.0;8.0;11.0;43.0;57.0;;;12.0;88.0;41.1;
1736;Mannen;56 jaar;1940  tot 1945;71.0;21.6;82.0;78.0;4.0;96.0;4.0;18.0;8.0;10.0;44.0;56.0;0.0;0.0;13.0;87.0;40.9;0.0
