ID;EnergyCommodities;Periods;TotalPrimaryEnergySupplyTPES_1;IndigenousProduction_2;Imports_3;Exports_4;NetImports_5;Bunkers_6;StockChange_7;NetEnergyConsumption_8;TotalEnergyTransformationInput_9;ElectricityAndCHPTransformationInput_10;OtherTransformationInput_11;TotalEnergyTransformationOutput_12;ElectricityCHPTransformationOutput_13;OtherTransformationOutput_14;TotalNetEnergyTransformation_15;NetElectricityCHPTransformation_16;NetOtherTransformation_17;EnergySectorOwnUse_18;DistributionLosses_19;TotalFinalConsumption_20;FinalEnergyConsumption_21;NonEnergyUse_22;StatisticalDifferences_23
1794;Electricity;1991;33.0;;35.0;2.0;33.0;;;31.0;11.0;9.0;2.0;268.0;268.0;;-257.0;-258.0;2.0;10.0;14.0;264.0;264.0;;2.0
1795;Electricity;1992;31.0;;32.0;1.0;31.0;;;28.0;11.0;10.0;2.0;278.0;278.0;;-267.0;-268.0;2.0;10.0;14.0;270.0;270.0;;4.0
1796;Electricity;1993;37.0;;38.0;1.0;37.0;;;34.0;13.0;11.0;2.0;278.0;278.0;;-265.0;-267.0;2.0;11.0;14.0;274.0;274.0;;3.0
1797;Electricity;1994;38.0;;39.0;1.0;38.0;;;38.0;14.0;11.0;2.0;288.0;288.0;;-274.0;-276.0;2.0;11.0;15.0;286.0;286.0;;0.0
1798;Electricity;1995 1st quarter;9.0;;10.0;1.0;9.0;;;;4.0;3.0;1.0;77.0;77.0;;-73.0;-74.0;1.0;3.0;4.0;;;;
1799;Electricity;1995 2nd quarter;11.0;;11.0;0.0;11.0;;;;3.0;3.0;1.0;68.0;68.0;;-65.0;-65.0;1.0;2.0;4.0;;;;
1800;Electricity;1995 3rd quarter;13.0;;13.0;0.0;13.0;;;;3.0;3.0;1.0;68.0;68.0;;-64.0;-65.0;1.0;2.0;4.0;;;;
1801;Electricity;1995 4th quarter;8.0;;10.0;1.0;8.0;;;;4.0;3.0;1.0;80.0;80.0;;-76.0;-76.0;1.0;3.0;4.0;;;;
1802;Electricity;1995;41.0;;43.0;2.0;41.0;;;38.0;14.0;12.0;2.0;292.0;292.0;;-278.0;-280.0;2.0;11.0;15.0;290.0;290.0;;3.0
1803;Electricity;1996 1st quarter;9.0;;10.0;1.0;9.0;;;;4.0;3.0;1.0;81.0;81.0;;-77.0;-77.0;1.0;3.0;4.0;;;;
1804;Electricity;1996 2nd quarter;10.0;;10.0;0.0;10.0;;;;3.0;3.0;1.0;71.0;71.0;;-68.0;-68.0;1.0;3.0;4.0;;;;
1805;Electricity;1996 3rd quarter;10.0;;10.0;0.0;10.0;;;;4.0;3.0;1.0;72.0;72.0;;-69.0;-69.0;1.0;2.0;4.0;;;;
1806;Electricity;1996 4th quarter;9.0;;10.0;1.0;9.0;;;;4.0;3.0;1.0;83.0;83.0;;-79.0;-80.0;1.0;4.0;4.0;;;;
1807;Electricity;1996;38.0;;41.0;3.0;38.0;;;36.0;15.0;13.0;2.0;308.0;308.0;;-293.0;-295.0;2.0;12.0;15.0;302.0;302.0;;2.0
1808;Electricity;1997 1st quarter;10.0;;11.0;1.0;10.0;;;;4.0;3.0;0.0;81.0;81.0;;-77.0;-77.0;0.0;3.0;4.0;;;;
1809;Electricity;1997 2nd quarter;13.0;;13.0;0.0;13.0;;;;4.0;3.0;1.0;72.0;72.0;;-68.0;-69.0;1.0;3.0;4.0;;;;
1810;Electricity;1997 3rd quarter;12.0;;12.0;0.0;12.0;;;;4.0;3.0;1.0;75.0;75.0;;-71.0;-72.0;1.0;3.0;4.0;;;;
1811;Electricity;1997 4th quarter;11.0;;11.0;0.0;11.0;;;;4.0;3.0;1.0;84.0;84.0;;-80.0;-81.0;1.0;3.0;4.0;;;;
1812;Electricity;1997;45.0;;47.0;2.0;45.0;;;44.0;15.0;13.0;2.0;311.0;311.0;;-297.0;-299.0;2.0;12.0;16.0;313.0;313.0;;1.0
1813;Electricity;1998 1st quarter;10.0;;11.0;1.0;10.0;;;;4.0;3.0;1.0;83.0;83.0;;-79.0;-80.0;1.0;3.0;4.0;;;;
1814;Electricity;1998 2nd quarter;10.0;;11.0;0.0;10.0;;;;3.0;3.0;1.0;78.0;78.0;;-74.0;-75.0;1.0;3.0;4.0;;;;
1815;Electricity;1998 3rd quarter;11.0;;11.0;0.0;11.0;;;;4.0;3.0;1.0;78.0;78.0;;-74.0;-75.0;1.0;3.0;4.0;;;;
1816;Electricity;1998 4th quarter;11.0;;11.0;0.0;11.0;;;;4.0;3.0;1.0;89.0;89.0;;-85.0;-86.0;1.0;4.0;4.0;;;;
1817;Electricity;1998;43.0;;44.0;2.0;43.0;;;40.0;15.0;12.0;2.0;328.0;328.0;;-313.0;-316.0;2.0;12.0;17.0;324.0;324.0;;2.0
1818;Electricity;1999 1st quarter;13.0;;13.0;0.0;13.0;;;;4.0;3.0;1.0;83.0;83.0;;-79.0;-80.0;1.0;3.0;4.0;;;;
1819;Electricity;1999 2nd quarter;17.0;;18.0;0.0;17.0;;;;3.0;3.0;1.0;72.0;72.0;;-68.0;-69.0;1.0;3.0;4.0;;;;
1820;Electricity;1999 3rd quarter;18.0;;21.0;3.0;18.0;;;;4.0;3.0;1.0;74.0;74.0;;-70.0;-71.0;1.0;3.0;4.0;;;;
1821;Electricity;1999 4th quarter;18.0;;28.0;11.0;18.0;;;;4.0;4.0;1.0;83.0;83.0;;-79.0;-80.0;1.0;3.0;4.0;;;;
1822;Electricity;1999;66.0;;81.0;14.0;66.0;;;64.0;15.0;13.0;2.0;312.0;312.0;;-297.0;-299.0;2.0;12.0;17.0;332.0;332.0;;2.0
1823;Electricity;2000 1st quarter;15.0;;19.0;4.0;15.0;;;;4.0;3.0;1.0;85.0;85.0;;-81.0;-82.0;1.0;3.0;4.0;;;;
1824;Electricity;2000 2nd quarter;16.0;;20.0;4.0;16.0;;;;4.0;3.0;1.0;77.0;77.0;;-73.0;-73.0;1.0;3.0;4.0;;;;
1825;Electricity;2000 3rd quarter;17.0;;21.0;4.0;17.0;;;;4.0;3.0;1.0;77.0;77.0;;-73.0;-74.0;1.0;3.0;4.0;;;;
1826;Electricity;2000 4th quarter;19.0;;23.0;3.0;19.0;;;;4.0;3.0;1.0;84.0;84.0;;-80.0;-81.0;1.0;3.0;4.0;;;;
1827;Electricity;2000;68.0;;83.0;15.0;68.0;;;65.0;16.0;13.0;3.0;323.0;323.0;;-307.0;-310.0;3.0;12.0;18.0;342.0;342.0;;3.0
1828;Electricity;2001 1st quarter;14.0;;20.0;6.0;14.0;;;;4.0;4.0;1.0;89.0;89.0;;-85.0;-85.0;1.0;3.0;5.0;;;;
1829;Electricity;2001 2nd quarter;14.0;;18.0;4.0;14.0;;;;4.0;3.0;1.0;80.0;80.0;;-77.0;-77.0;1.0;3.0;5.0;;;;
1830;Electricity;2001 3rd quarter;17.0;;19.0;2.0;17.0;;;;4.0;3.0;1.0;80.0;80.0;;-76.0;-76.0;1.0;3.0;5.0;;;;
1831;Electricity;2001 4th quarter;17.0;;21.0;3.0;17.0;;;;4.0;4.0;1.0;88.0;88.0;;-84.0;-85.0;1.0;3.0;5.0;;;;
1832;Electricity;2001;62.0;;77.0;15.0;62.0;;;59.0;16.0;14.0;3.0;337.0;337.0;;-321.0;-323.0;3.0;12.0;18.0;349.0;349.0;;3.0
1833;Electricity;2002 1st quarter;13.0;;19.0;5.0;13.0;;;;4.0;4.0;1.0;90.0;90.0;;-86.0;-87.0;1.0;3.0;5.0;;;;
1834;Electricity;2002 2nd quarter;15.0;;18.0;3.0;15.0;;;;4.0;3.0;1.0;82.0;82.0;;-78.0;-78.0;1.0;3.0;5.0;;;;
1835;Electricity;2002 3rd quarter;16.0;;20.0;4.0;16.0;;;;4.0;3.0;0.0;82.0;82.0;;-78.0;-79.0;0.0;3.0;5.0;;;;
1836;Electricity;2002 4th quarter;15.0;;19.0;4.0;15.0;;;;4.0;4.0;1.0;92.0;92.0;;-87.0;-88.0;1.0;3.0;5.0;;;;
1837;Electricity;2002;59.0;;75.0;16.0;59.0;;;56.0;16.0;14.0;2.0;346.0;346.0;;-329.0;-332.0;2.0;12.0;18.0;355.0;355.0;;3.0
1838;Electricity;2003 1st quarter;14.0;;18.0;4.0;14.0;;;;4.0;4.0;0.0;93.0;93.0;;-89.0;-89.0;0.0;3.0;5.0;;;;
1839;Electricity;2003 2nd quarter;16.0;;19.0;3.0;16.0;;;;4.0;3.0;1.0;81.0;81.0;;-78.0;-78.0;1.0;3.0;5.0;;;;
1840;Electricity;2003 3rd quarter;14.0;;16.0;3.0;14.0;;;;4.0;4.0;1.0;85.0;85.0;;-81.0;-81.0;1.0;3.0;5.0;;;;
1841;Electricity;2003 4th quarter;18.0;;22.0;4.0;18.0;;;;4.0;4.0;1.0;90.0;90.0;;-86.0;-86.0;1.0;3.0;5.0;;;;
1842;Electricity;2003;61.0;;75.0;14.0;61.0;;;59.0;16.0;14.0;2.0;349.0;349.0;;-333.0;-335.0;2.0;13.0;19.0;360.0;360.0;;2.0
1843;Electricity;2004 1st quarter;16.0;;21.0;6.0;16.0;;;;4.0;4.0;1.0;94.0;94.0;;-90.0;-90.0;1.0;4.0;5.0;;;;
1844;Electricity;2004 2nd quarter;15.0;;19.0;4.0;15.0;;;;4.0;3.0;1.0;85.0;85.0;;-81.0;-82.0;1.0;3.0;5.0;;;;
1845;Electricity;2004 3rd quarter;12.0;;16.0;4.0;12.0;;;;4.0;4.0;1.0;90.0;90.0;;-86.0;-87.0;1.0;3.0;5.0;;;;
1846;Electricity;2004 4th quarter;16.0;;21.0;5.0;16.0;;;;4.0;4.0;0.0;95.0;95.0;;-91.0;-92.0;0.0;3.0;5.0;;;;
1847;Electricity;2004;58.0;;77.0;19.0;58.0;;;53.0;17.0;14.0;2.0;364.0;364.0;;-348.0;-350.0;2.0;13.0;19.0;369.0;369.0;;5.0
1848;Electricity;2005 1st quarter;16.0;;24.0;8.0;16.0;;;;4.0;4.0;1.0;95.0;95.0;;-91.0;-91.0;1.0;4.0;5.0;;;;
1849;Electricity;2005 2nd quarter;16.0;;20.0;4.0;16.0;;;;4.0;4.0;0.0;85.0;85.0;;-81.0;-82.0;0.0;3.0;5.0;;;;
1850;Electricity;2005 3rd quarter;16.0;;19.0;2.0;16.0;;;;4.0;4.0;1.0;85.0;85.0;;-81.0;-81.0;1.0;3.0;5.0;;;;
1851;Electricity;2005 4th quarter;18.0;;23.0;6.0;18.0;;;;4.0;4.0;1.0;94.0;94.0;;-90.0;-90.0;1.0;4.0;5.0;;;;
1852;Electricity;2005;66.0;;85.0;19.0;66.0;;;67.0;17.0;15.0;2.0;360.0;360.0;;-342.0;-344.0;2.0;14.0;19.0;376.0;376.0;;-1.0
1853;Electricity;2006 1st quarter;16.0;;28.0;12.0;16.0;;;;5.0;4.0;1.0;99.0;99.0;;-95.0;-95.0;1.0;4.0;5.0;;;;
1854;Electricity;2006 2nd quarter;23.0;;26.0;3.0;23.0;;;;4.0;4.0;0.0;79.0;79.0;;-75.0;-75.0;0.0;3.0;5.0;;;;
1855;Electricity;2006 3rd quarter;19.0;;20.0;2.0;19.0;;;;4.0;4.0;0.0;85.0;85.0;;-81.0;-81.0;0.0;3.0;5.0;;;;
1856;Electricity;2006 4th quarter;20.0;;24.0;4.0;20.0;;;;4.0;4.0;0.0;93.0;93.0;;-89.0;-89.0;0.0;4.0;5.0;;;;
1857;Electricity;2006;77.0;;98.0;21.0;77.0;;;75.0;17.0;15.0;2.0;356.0;356.0;;-339.0;-341.0;2.0;13.0;20.0;380.0;380.0;;3.0
1858;Electricity;2007 1st quarter;13.0;;19.0;6.0;13.0;;;;4.0;4.0;0.0;103.0;103.0;;-99.0;-99.0;0.0;4.0;5.0;;;;
1859;Electricity;2007 2nd quarter;21.0;;23.0;2.0;21.0;;;;4.0;3.0;0.0;83.0;83.0;;-79.0;-80.0;0.0;3.0;5.0;;;;
1860;Electricity;2007 3rd quarter;19.0;;22.0;2.0;19.0;;;;4.0;4.0;1.0;85.0;85.0;;-81.0;-82.0;1.0;3.0;5.0;;;;
1861;Electricity;2007 4th quarter;10.0;;20.0;10.0;10.0;;;;5.0;4.0;0.0;107.0;107.0;;-102.0;-103.0;0.0;4.0;5.0;;;;
1862;Electricity;2007;63.0;;83.0;20.0;63.0;;;61.0;17.0;15.0;2.0;379.0;379.0;;-361.0;-363.0;2.0;14.0;20.0;388.0;388.0;;3.0
1863;Electricity;2008 1st quarter;12.0;;24.0;12.0;12.0;;;;4.0;4.0;0.0;107.0;107.0;;-103.0;-103.0;0.0;4.0;5.0;;;;
1864;Electricity;2008 2nd quarter;16.0;;24.0;8.0;16.0;;;;4.0;4.0;0.0;88.0;88.0;;-84.0;-85.0;0.0;3.0;5.0;;;;
1865;Electricity;2008 3rd quarter;18.0;;23.0;5.0;18.0;;;;4.0;4.0;1.0;86.0;86.0;;-82.0;-83.0;1.0;3.0;5.0;;;;
1866;Electricity;2008 4th quarter;11.0;;19.0;8.0;11.0;;;;5.0;4.0;0.0;106.0;106.0;;-101.0;-101.0;0.0;4.0;5.0;;;;
1867;Electricity;2008;57.0;;90.0;33.0;57.0;;;55.0;17.0;16.0;2.0;387.0;387.0;;-370.0;-372.0;2.0;14.0;20.0;391.0;391.0;;2.0
1868;Electricity;2009 1st quarter;8.0;;16.0;7.0;8.0;;;;5.0;4.0;0.0;105.0;105.0;;-100.0;-101.0;0.0;4.0;5.0;;;;
1869;Electricity;2009 2nd quarter;10.0;;16.0;6.0;10.0;;;;4.0;4.0;0.0;90.0;90.0;;-86.0;-87.0;0.0;3.0;5.0;;;;
1870;Electricity;2009 3rd quarter;1.0;;12.0;11.0;1.0;;;;5.0;4.0;1.0;97.0;97.0;;-92.0;-93.0;1.0;3.0;5.0;;;;
1871;Electricity;2009 4th quarter;-2.0;;11.0;13.0;-2.0;;;;5.0;4.0;1.0;117.0;117.0;;-112.0;-112.0;1.0;4.0;5.0;;;;
1872;Electricity;2009;18.0;;56.0;38.0;18.0;;;19.0;19.0;16.0;2.0;409.0;409.0;;-391.0;-393.0;2.0;14.0;19.0;377.0;377.0;;-1.0
1873;Electricity;2010 1st quarter;-5.0;;8.0;13.0;-5.0;;;;4.0;4.0;0.0;120.0;120.0;;-115.0;-116.0;0.0;5.0;5.0;;;;
1874;Electricity;2010 2nd quarter;8.0;;16.0;9.0;8.0;;;;4.0;4.0;0.0;95.0;95.0;;-91.0;-91.0;0.0;3.0;5.0;;;;
1875;Electricity;2010 3rd quarter;11.0;;19.0;8.0;11.0;;;;4.0;3.0;1.0;92.0;92.0;;-88.0;-89.0;1.0;3.0;5.0;;;;
1876;Electricity;2010 4th quarter;-4.0;;13.0;17.0;-4.0;;;;5.0;4.0;1.0;123.0;123.0;;-119.0;-119.0;1.0;4.0;5.0;;;;
1877;Electricity;2010;10.0;;56.0;46.0;10.0;;;11.0;17.0;15.0;2.0;429.0;429.0;;-413.0;-415.0;2.0;16.0;20.0;388.0;388.0;;-1.0
1878;Electricity;2011 1st quarter;6.0;;16.0;11.0;6.0;;;;4.0;4.0;1.0;109.0;109.0;;-105.0;-105.0;1.0;5.0;5.0;;;;
1879;Electricity;2011 2nd quarter;10.0;;17.0;7.0;10.0;;;;4.0;4.0;0.0;97.0;97.0;;-93.0;-93.0;0.0;4.0;5.0;;;;
1880;Electricity;2011 3rd quarter;13.0;;23.0;10.0;13.0;;;;4.0;4.0;1.0;91.0;91.0;;-87.0;-88.0;1.0;4.0;5.0;;;;
1881;Electricity;2011 4th quarter;4.0;;17.0;14.0;4.0;;;;5.0;4.0;0.0;113.0;113.0;;-108.0;-109.0;0.0;4.0;5.0;;;;
1882;Electricity;2011;33.0;;74.0;42.0;33.0;;;32.0;17.0;15.0;2.0;410.0;410.0;;-393.0;-395.0;2.0;17.0;19.0;388.0;388.0;;1.0
1883;Electricity;2012 1st quarter;7.0;;23.0;16.0;7.0;;;;4.0;4.0;0.0;108.0;108.0;;-103.0;-104.0;0.0;5.0;5.0;;;;
1884;Electricity;2012 2nd quarter;21.0;;31.0;10.0;21.0;;;;4.0;3.0;1.0;82.0;82.0;;-79.0;-79.0;1.0;4.0;5.0;;;;
1885;Electricity;2012 3rd quarter;20.0;;31.0;11.0;20.0;;;;4.0;4.0;1.0;82.0;82.0;;-78.0;-79.0;1.0;3.0;5.0;;;;
1886;Electricity;2012 4th quarter;14.0;;30.0;17.0;14.0;;;;4.0;4.0;0.0;99.0;99.0;;-95.0;-96.0;0.0;4.0;5.0;;;;
1887;Electricity;2012;62.0;;116.0;54.0;62.0;;;53.0;17.0;15.0;2.0;372.0;372.0;;-355.0;-357.0;2.0;16.0;19.0;373.0;373.0;;9.0
1888;Electricity;2013 1st quarter;11.0;;30.0;19.0;11.0;;;7.0;4.0;4.0;0.0;104.0;104.0;;-100.0;-100.0;0.0;6.0;5.0;96.0;96.0;;4.0
1889;Electricity;2013 2nd quarter;19.0;;31.0;12.0;19.0;;;22.0;4.0;3.0;0.0;82.0;82.0;;-78.0;-79.0;0.0;4.0;5.0;91.0;91.0;;-3.0
1890;Electricity;2013 3rd quarter;23.0;;33.0;10.0;23.0;;;25.0;4.0;4.0;1.0;80.0;80.0;;-76.0;-76.0;1.0;4.0;5.0;92.0;92.0;;-2.0
1891;Electricity;2013 4th quarter;13.0;;26.0;14.0;13.0;;;10.0;5.0;4.0;0.0;100.0;100.0;;-96.0;-96.0;0.0;5.0;5.0;96.0;96.0;;3.0
1892;Electricity;2013;66.0;;120.0;54.0;66.0;;;63.0;17.0;15.0;2.0;366.0;366.0;;-350.0;-351.0;2.0;20.0;18.0;375.0;375.0;;2.0
1893;Electricity;2014 1st quarter;18.0;;33.0;14.0;18.0;;;15.0;4.0;4.0;0.0;93.0;93.0;;-88.0;-89.0;0.0;6.0;4.0;94.0;94.0;;3.0
1894;Electricity;2014 2nd quarter;14.0;;30.0;16.0;14.0;;;15.0;4.0;4.0;0.0;87.0;87.0;;-82.0;-83.0;0.0;4.0;4.0;89.0;89.0;;-1.0
1895;Electricity;2014 3rd quarter;14.0;;28.0;14.0;14.0;;;14.0;4.0;4.0;0.0;87.0;87.0;;-83.0;-83.0;0.0;4.0;4.0;89.0;89.0;;0.0
1896;Electricity;2014 4th quarter;7.0;;28.0;21.0;7.0;;;6.0;4.0;4.0;0.0;103.0;103.0;;-99.0;-99.0;0.0;6.0;6.0;93.0;93.0;;1.0
1897;Electricity;2014;53.0;;118.0;65.0;53.0;;;51.0;18.0;17.0;1.0;370.0;370.0;;-352.0;-353.0;1.0;20.0;18.0;365.0;365.0;;2.0
1898;Electricity;2015 1st quarter;5.0;;27.0;22.0;5.0;;;;5.0;4.0;1.0;109.0;109.0;;-104.0;-104.0;1.0;5.0;5.0;;;;
1899;Electricity;2015 2nd quarter;15.0;;30.0;15.0;15.0;;;;5.0;4.0;0.0;85.0;85.0;;-80.0;-81.0;0.0;4.0;4.0;;;;
1900;Electricity;2015 3rd quarter;10.0;;29.0;19.0;10.0;;;;5.0;4.0;0.0;93.0;93.0;;-88.0;-88.0;0.0;4.0;4.0;;;;
1901;Electricity;2015 4th quarter;2.0;;24.0;22.0;2.0;;;;5.0;5.0;0.0;110.0;110.0;;-105.0;-105.0;0.0;5.0;5.0;;;;
1902;Electricity;2015;31.0;;111.0;79.0;31.0;;;30.0;19.0;18.0;1.0;396.0;396.0;;-377.0;-378.0;1.0;17.0;19.0;370.0;370.0;;2.0
1903;Electricity;2016 1st quarter;6.0;;22.0;16.0;6.0;;;;4.0;4.0;1.0;108.0;108.0;;-104.0;-104.0;1.0;6.0;5.0;;;;
1904;Electricity;2016 2nd quarter;12.0;;25.0;13.0;12.0;;;;4.0;4.0;0.0;89.0;89.0;;-85.0;-85.0;0.0;5.0;4.0;;;;
1905;Electricity;2016 3rd quarter;7.0;;22.0;15.0;7.0;;;;4.0;4.0;0.0;95.0;95.0;;-91.0;-92.0;0.0;5.0;4.0;;;;
1906;Electricity;2016 4th quarter;-6.0;;18.0;25.0;-6.0;;;;4.0;4.0;0.0;123.0;123.0;;-119.0;-119.0;0.0;5.0;5.0;;;;
1907;Electricity;2016;18.0;;87.0;70.0;18.0;;;20.0;16.0;15.0;1.0;415.0;415.0;;-399.0;-400.0;1.0;22.0;19.0;377.0;377.0;;-2.0
1908;Heat;1946;;;;;;;;;;;;;;;;;;;;;;;
1909;Heat;1947;;;;;;;;;;;;;;;;;;;;;;;
1910;Heat;1948;;;;;;;;;;;;;;;;;;;;;;;
1911;Heat;1949;;;;;;;;;;;;;;;;;;;;;;;
1912;Heat;1950;;;;;;;;;;;;;;;;;;;;;;;
1913;Heat;1951;;;;;;;;;;;;;;;;;;;;;;;
1914;Heat;1952;;;;;;;;;;;;;;;;;;;;;;;
1915;Heat;1953;;;;;;;;;;;;;;;;;;;;;;;
1916;Heat;1954;;;;;;;;;;;;;;;;;;;;;;;
1917;Heat;1955;;;;;;;;;;;;;;;;;;;;;;;
1918;Heat;1956;;;;;;;;;;;;;;;;;;;;;;;
1919;Heat;1957;;;;;;;;;;;;;;;;;;;;;;;
1920;Heat;1958;;;;;;;;;;;;;;;;;;;;;;;
1921;Heat;1959;;;;;;;;;;;;;;;;;;;;;;;
1922;Heat;1960;;;;;;;;;;;;;;;;;;;;;;;
1923;Heat;1961;;;;;;;;;;;;;;;;;;;;;;;
1924;Heat;1962;;;;;;;;;;;;;;;;;;;;;;;
1925;Heat;1963;;;;;;;;;;;;;;;;;;;;;;;
1926;Heat;1964;;;;;;;;;;;;;;;;;;;;;;;
1927;Heat;1965;;;;;;;;;;;;;;;;;;;;;;;
1928;Heat;1966;;;;;;;;;;;;;;;;;;;;;;;
1929;Heat;1967;;;;;;;;;;;;;;;;;;;;;;;
1930;Heat;1968;;;;;;;;;;;;;;;;;;;;;;;
1931;Heat;1969;;;;;;;;;;;;;;;;;;;;;;;
1932;Heat;1970;15.0;15.0;;;;;;15.0;;;;;;;;;;;;;;;
1933;Heat;1971;18.0;18.0;;;;;;18.0;;;;;;;;;;;;;;;
1934;Heat;1972;20.0;20.0;;;;;;20.0;;;;;;;;;;;;;;;
1935;Heat;1973;23.0;23.0;;;;;;23.0;;;;;;;;;;;;;;;
1936;Heat;1974;26.0;26.0;;;;;;26.0;;;;;;;;;;;;;;;
1937;Heat;1975;28.0;28.0;;;;;;28.0;;5.0;;;138.0;;-162.0;-133.0;-29.0;;;190.0;190.0;;
1938;Heat;1976;33.0;33.0;;;;;;33.0;;6.0;;;134.0;;-165.0;-128.0;-37.0;;;197.0;197.0;;
1939;Heat;1977;35.0;35.0;;;;;;35.0;;7.0;;;114.0;;-143.0;-107.0;-36.0;;;178.0;178.0;;
1940;Heat;1978;42.0;42.0;;;;;;42.0;;9.0;;;117.0;;-157.0;-108.0;-49.0;;;199.0;199.0;;
1941;Heat;1979;43.0;43.0;;;;;;43.0;;10.0;;;125.0;;-158.0;-115.0;-43.0;;;201.0;201.0;;
1942;Heat;1980;40.0;40.0;;;;;;41.0;;11.0;;;107.0;;-140.0;-96.0;-44.0;;;180.0;180.0;;
1943;Heat;1981;39.0;39.0;;;;;;39.0;;12.0;;;116.0;;-143.0;-104.0;-39.0;;;182.0;182.0;;
1944;Heat;1982;37.0;37.0;;;;;;37.0;;15.0;;;128.0;;-136.0;-113.0;-23.0;;;172.0;172.0;;
1945;Heat;1983;35.0;35.0;;;;;;35.0;;14.0;;;126.0;;-134.0;-111.0;-23.0;;;170.0;170.0;;
1946;Heat;1984;35.0;35.0;;;;;;35.0;;15.0;;;127.0;;-128.0;-112.0;-16.0;;;162.0;162.0;;
1947;Heat;1985;36.0;36.0;;;;;;36.0;;15.0;;;125.0;;-122.0;-109.0;-13.0;;;158.0;158.0;;
1948;Heat;1986;35.0;35.0;;;;;;35.0;;17.0;;;123.0;;-123.0;-106.0;-17.0;;;159.0;159.0;;
1949;Heat;1987;38.0;38.0;;;;;;37.0;;21.0;;;134.0;;-131.0;-114.0;-17.0;;;169.0;169.0;;
1950;Heat;1988;42.0;42.0;;;;;;42.0;;23.0;;;140.0;;-137.0;-117.0;-20.0;;;179.0;179.0;;
1951;Heat;1989;35.0;35.0;;;;;;35.0;;25.0;;;143.0;;-140.0;-118.0;-22.0;;;175.0;175.0;;
1952;Heat;1990;;;;;;;;0.0;0.0;0.0;0.0;151.0;141.0;10.0;-151.0;-141.0;-10.0;18.0;2.0;132.0;132.0;;0.0
1953;Heat;1991;;;;;;;;;0.0;;0.0;166.0;152.0;14.0;-166.0;-152.0;-14.0;22.0;3.0;140.0;140.0;;
1954;Heat;1992;;;;;;;;0.0;0.0;;0.0;170.0;160.0;11.0;-170.0;-160.0;-11.0;17.0;3.0;150.0;150.0;;0.0
1955;Heat;1993;;;;;;;;0.0;3.0;2.0;1.0;170.0;158.0;11.0;-167.0;-156.0;-11.0;17.0;4.0;146.0;146.0;;0.0
1956;Heat;1994;;;;;;;;0.0;1.0;0.0;1.0;185.0;171.0;14.0;-184.0;-171.0;-13.0;17.0;4.0;163.0;163.0;;0.0
1957;Heat;1995 1st quarter;;;;;;;;;1.0;1.0;0.0;57.0;49.0;8.0;-56.0;-48.0;-8.0;5.0;2.0;;;;
1958;Heat;1995 2nd quarter;;;;;;;;;1.0;1.0;0.0;49.0;41.0;8.0;-48.0;-40.0;-8.0;4.0;1.0;;;;
1959;Heat;1995 3rd quarter;;;;;;;;;1.0;1.0;0.0;46.0;38.0;8.0;-45.0;-37.0;-8.0;4.0;0.0;;;;
1960;Heat;1995 4th quarter;;;;;;;;;1.0;1.0;0.0;60.0;53.0;8.0;-59.0;-52.0;-7.0;5.0;2.0;;;;
1961;Heat;1995;;;;;;;;0.0;4.0;4.0;1.0;212.0;180.0;32.0;-208.0;-177.0;-31.0;18.0;5.0;186.0;186.0;;0.0
1962;Heat;1996 1st quarter;;;;;;;;;1.0;1.0;0.0;63.0;56.0;7.0;-61.0;-55.0;-7.0;5.0;2.0;;;;
1963;Heat;1996 2nd quarter;;;;;;;;;1.0;1.0;0.0;50.0;43.0;6.0;-49.0;-42.0;-6.0;5.0;1.0;;;;
1964;Heat;1996 3rd quarter;;;;;;;;;1.0;1.0;0.0;51.0;42.0;8.0;-49.0;-41.0;-8.0;4.0;1.0;;;;
1965;Heat;1996 4th quarter;;;;;;;;;1.0;1.0;0.0;63.0;56.0;8.0;-62.0;-55.0;-8.0;4.0;1.0;;;;
1966;Heat;1996;;;;;;;;0.0;5.0;4.0;1.0;226.0;197.0;29.0;-222.0;-193.0;-29.0;18.0;6.0;198.0;198.0;;0.0
1967;Heat;1997 1st quarter;;;;;;;;;5.0;2.0;3.0;64.0;53.0;11.0;-59.0;-51.0;-8.0;5.0;2.0;;;;
1968;Heat;1997 2nd quarter;;;;;;;;;4.0;2.0;2.0;55.0;44.0;12.0;-51.0;-41.0;-10.0;4.0;1.0;;;;
1969;Heat;1997 3rd quarter;;;;;;;;;5.0;3.0;2.0;52.0;41.0;11.0;-47.0;-37.0;-9.0;3.0;1.0;;;;
1970;Heat;1997 4th quarter;;;;;;;;;5.0;3.0;2.0;68.0;56.0;11.0;-62.0;-53.0;-9.0;4.0;1.0;;;;
1971;Heat;1997;;;;;;;;0.0;20.0;11.0;9.0;239.0;194.0;45.0;-220.0;-183.0;-36.0;16.0;4.0;199.0;199.0;;0.0
1972;Heat;1998 1st quarter;;;;;;;;;5.0;3.0;2.0;68.0;57.0;11.0;-63.0;-54.0;-9.0;5.0;2.0;;;;
1973;Heat;1998 2nd quarter;;;;;;;;;4.0;3.0;2.0;56.0;46.0;10.0;-52.0;-44.0;-8.0;5.0;1.0;;;;
1974;Heat;1998 3rd quarter;;;;;;;;;5.0;3.0;2.0;55.0;42.0;12.0;-50.0;-40.0;-10.0;5.0;1.0;;;;
