ID;Destinations;AllProdComCodes;AllPeriods;PriceIndexNumbersExcludingExcise_1;MonthOnMonthDevelopment_2;YearOnYearDevelopment_3
8868;Total sales;1092 Prepared pet foods;2020 August;100.7;0.0;0.3
8869;Total sales;1092 Prepared pet foods;2020 September;100.7;0.0;0.3
8870;Total sales;1092 Prepared pet foods;2020 October;96.9;-3.8;-3.5
8871;Total sales;1092 Prepared pet foods;2020 November;96.9;0.0;-3.5
8872;Total sales;1092 Prepared pet foods;2020 December;96.9;0.0;-3.5
8873;Total sales;1092 Prepared pet foods;2020;99.7;;-0.7
8874;Total sales;1092 Prepared pet foods;2021 January;98.3;1.4;-2.1
8875;Total sales;1092 Prepared pet foods;2021 February;98.3;0.0;-2.1
8876;Total sales;1092 Prepared pet foods;2021 March;98.3;0.0;-2.1
8877;Total sales;1092 Prepared pet foods;2021 April;99.4;1.1;-1.4
8878;Total sales;1092 Prepared pet foods;2021 May;99.4;0.0;-1.4
8879;Total sales;1092 Prepared pet foods;2021 June;99.4;0.0;-1.4
8880;Total sales;1092 Prepared pet foods;2021 July;100.3;1.0;-0.4
8881;Total sales;1092 Prepared pet foods;2021 August;100.3;0.0;-0.4
8882;Total sales;1092 Prepared pet foods;2021 September;100.3;0.0;-0.4
8883;Total sales;1092 Prepared pet foods;2021 October;102.0;1.6;5.2
8884;Total sales;1092 Prepared pet foods;2021 November;102.0;0.0;5.2
8885;Total sales;1092 Prepared pet foods;2021 December;102.0;0.0;5.2
8886;Total sales;1092 Prepared pet foods;2021;100.0;;0.3
8887;Total sales;1092 Prepared pet foods;2022 January;104.6;2.5;6.4
8888;Total sales;1092 Prepared pet foods;2022 February;104.6;0.0;6.4
8889;Total sales;1092 Prepared pet foods;2022 March;104.6;0.0;6.4
8890;Total sales;1092 Prepared pet foods;2022 April;111.8;7.0;12.5
8891;Total sales;1092 Prepared pet foods;2022 May;111.8;0.0;12.5
8892;Total sales;1092 Prepared pet foods;2022 June;111.8;0.0;12.5
8893;Total sales;1092 Prepared pet foods;2022 July;122.8;9.8;22.4
8894;Total sales;1092 Prepared pet foods;2022 August;122.8;0.0;22.4
8895;Total sales;1092 Prepared pet foods;2022 September;122.8;0.0;22.4
8896;Total sales;1092 Prepared pet foods;2022 October;125.2;2.0;22.8
8897;Total sales;1092 Prepared pet foods;2022 November;125.2;0.0;22.8
8898;Total sales;1092 Prepared pet foods;2022 December;125.2;0.0;22.8
8899;Total sales;1092 Prepared pet foods;2022;116.1;;16.1
8900;Total sales;1092 Prepared pet foods;2023 January;124.2;-0.8;18.8
8901;Total sales;1092 Prepared pet foods;2023 February;123.8;-0.3;18.4
8902;Total sales;1092 Prepared pet foods;2023 March;123.7;0.0;18.3
8903;Total sales;1092 Prepared pet foods;2023 April;123.4;-0.3;10.4
8904;Total sales;1092 Prepared pet foods;2023 May;122.9;-0.4;9.9
8905;Total sales;1092 Prepared pet foods;2023 June;122.9;0.0;9.9
8906;Total sales;1092 Prepared pet foods;2023 July;120.4;-2.0;-1.9
8907;Total sales;1092 Prepared pet foods;2023 August;122.3;1.6;-0.4
8908;Total sales;1092 Prepared pet foods;2023 September;121.8;-0.4;-0.8
8909;Total sales;1092 Prepared pet foods;2023 October;120.3;-1.2;-3.9
8910;Total sales;1092 Prepared pet foods;2023 November;119.3;-0.8;-4.7
8911;Total sales;1092 Prepared pet foods;2023 December;119.2;-0.1;-4.8
8912;Total sales;1092 Prepared pet foods;2023;122.0;;5.1
8913;Total sales;1092 Prepared pet foods;2024 January;119.2;0.0;-4.0
8914;Total sales;1092 Prepared pet foods;2024 February;116.8;-2.1;-5.7
8915;Total sales;1092 Prepared pet foods;2024 March;118.1;1.1;-4.6
8916;Total sales;1092 Prepared pet foods;2024 April;118.1;0.0;-4.3
8917;Total sales;1092 Prepared pet foods;2024 May;118.0;-0.1;-3.9
8918;Total sales;1092 Prepared pet foods;2024 June;117.2;-0.7;-4.6
8919;Total sales;1092 Prepared pet foods;2024 July;118.5;1.0;-1.6
8920;Total sales;1092 Prepared pet foods;2024 August;117.9;-0.5;-3.6
8921;Total sales;1092 Prepared pet foods;2024 September;118.6;0.6;-2.6
8922;Total sales;1092 Prepared pet foods;2024 October;113.9;-4.0;-5.3
8923;Total sales;1092 Prepared pet foods;2024 November;114.6;0.6;-4.0
8924;Total sales;1092 Prepared pet foods;2024 December;114.4;-0.2;-4.1
8925;Total sales;1092 Prepared pet foods;2024;117.1;;-4.0
8926;Total sales;1092 Prepared pet foods;2025 January;125.3;9.6;5.1
8927;Total sales;1092 Prepared pet foods;2025 February;125.6;0.2;7.5
8928;Total sales;11 Beverages;2018 January;93.6;;
8929;Total sales;11 Beverages;2018 February;93.5;-0.1;
8930;Total sales;11 Beverages;2018 March;93.5;0.0;
8931;Total sales;11 Beverages;2018 April;93.7;0.2;
8932;Total sales;11 Beverages;2018 May;93.8;0.2;
8933;Total sales;11 Beverages;2018 June;93.9;0.1;
8934;Total sales;11 Beverages;2018 July;93.3;-0.7;
8935;Total sales;11 Beverages;2018 August;93.5;0.2;
8936;Total sales;11 Beverages;2018 September;93.6;0.1;
8937;Total sales;11 Beverages;2018 October;93.8;0.2;
8938;Total sales;11 Beverages;2018 November;93.8;0.0;
8939;Total sales;11 Beverages;2018 December;93.8;0.0;
8940;Total sales;11 Beverages;2018;93.6;;
8941;Total sales;11 Beverages;2019 January;94.3;0.5;0.7
8942;Total sales;11 Beverages;2019 February;93.5;-0.8;0.0
8943;Total sales;11 Beverages;2019 March;93.4;-0.1;-0.1
8944;Total sales;11 Beverages;2019 April;94.1;0.8;0.5
8945;Total sales;11 Beverages;2019 May;94.0;-0.1;0.2
8946;Total sales;11 Beverages;2019 June;93.9;-0.1;0.0
8947;Total sales;11 Beverages;2019 July;94.0;0.0;0.8
8948;Total sales;11 Beverages;2019 August;94.0;0.0;0.5
8949;Total sales;11 Beverages;2019 September;93.9;0.0;0.4
8950;Total sales;11 Beverages;2019 October;94.1;0.2;0.4
8951;Total sales;11 Beverages;2019 November;94.1;0.0;0.3
8952;Total sales;11 Beverages;2019 December;94.5;0.4;0.8
8953;Total sales;11 Beverages;2019;94.0;;0.4
8954;Total sales;11 Beverages;2020 January;94.9;0.4;0.7
8955;Total sales;11 Beverages;2020 February;95.9;1.0;2.5
8956;Total sales;11 Beverages;2020 March;95.9;0.1;2.7
8957;Total sales;11 Beverages;2020 April;95.0;-0.9;0.9
8958;Total sales;11 Beverages;2020 May;95.4;0.4;1.5
8959;Total sales;11 Beverages;2020 June;95.4;0.0;1.6
8960;Total sales;11 Beverages;2020 July;95.2;-0.2;1.3
8961;Total sales;11 Beverages;2020 August;95.3;0.1;1.5
8962;Total sales;11 Beverages;2020 September;95.1;-0.2;1.3
8963;Total sales;11 Beverages;2020 October;94.3;-0.9;0.2
8964;Total sales;11 Beverages;2020 November;94.7;0.4;0.6
8965;Total sales;11 Beverages;2020 December;98.0;3.5;3.7
8966;Total sales;11 Beverages;2020;95.4;;1.5
8967;Total sales;11 Beverages;2021 January;98.9;0.9;4.2
8968;Total sales;11 Beverages;2021 February;99.5;0.6;3.8
8969;Total sales;11 Beverages;2021 March;99.2;-0.3;3.4
8970;Total sales;11 Beverages;2021 April;99.5;0.4;4.7
8971;Total sales;11 Beverages;2021 May;99.3;-0.2;4.1
8972;Total sales;11 Beverages;2021 June;99.5;0.1;4.2
8973;Total sales;11 Beverages;2021 July;100.2;0.7;5.2
8974;Total sales;11 Beverages;2021 August;100.0;-0.1;4.9
8975;Total sales;11 Beverages;2021 September;100.6;0.5;5.8
8976;Total sales;11 Beverages;2021 October;101.1;0.6;7.3
8977;Total sales;11 Beverages;2021 November;101.3;0.1;7.0
8978;Total sales;11 Beverages;2021 December;100.9;-0.3;3.0
8979;Total sales;11 Beverages;2021;100.0;;4.8
8980;Total sales;11 Beverages;2022 January;101.6;0.7;2.8
8981;Total sales;11 Beverages;2022 February;102.9;1.3;3.5
8982;Total sales;11 Beverages;2022 March;104.9;1.9;5.8
8983;Total sales;11 Beverages;2022 April;108.6;3.5;9.1
8984;Total sales;11 Beverages;2022 May;109.0;0.4;9.8
8985;Total sales;11 Beverages;2022 June;108.6;-0.4;9.2
8986;Total sales;11 Beverages;2022 July;110.4;1.6;10.2
8987;Total sales;11 Beverages;2022 August;110.2;-0.1;10.2
8988;Total sales;11 Beverages;2022 September;110.5;0.2;9.9
8989;Total sales;11 Beverages;2022 October;109.9;-0.6;8.6
8990;Total sales;11 Beverages;2022 November;109.9;0.0;8.5
8991;Total sales;11 Beverages;2022 December;109.3;-0.5;8.3
8992;Total sales;11 Beverages;2022;108.0;;8.0
8993;Total sales;11 Beverages;2023 January;116.8;6.9;15.0
8994;Total sales;11 Beverages;2023 February;118.6;1.5;15.2
8995;Total sales;11 Beverages;2023 March;119.5;0.7;13.9
8996;Total sales;11 Beverages;2023 April;123.1;3.1;13.4
8997;Total sales;11 Beverages;2023 May;123.1;0.0;12.9
8998;Total sales;11 Beverages;2023 June;123.8;0.6;14.0
8999;Total sales;11 Beverages;2023 July;120.5;-2.6;9.2
9000;Total sales;11 Beverages;2023 August;120.5;0.0;9.3
9001;Total sales;11 Beverages;2023 September;120.1;-0.3;8.7
9002;Total sales;11 Beverages;2023 October;120.0;-0.1;9.2
9003;Total sales;11 Beverages;2023 November;120.1;0.1;9.4
9004;Total sales;11 Beverages;2023 December;119.8;-0.3;9.6
9005;Total sales;11 Beverages;2023;120.5;;11.6
9006;Total sales;11 Beverages;2024 January;120.2;0.4;2.9
9007;Total sales;11 Beverages;2024 February;119.5;-0.6;0.7
9008;Total sales;11 Beverages;2024 March;119.6;0.1;0.1
9009;Total sales;11 Beverages;2024 April;121.5;1.6;-1.3
9010;Total sales;11 Beverages;2024 May;120.7;-0.6;-1.9
9011;Total sales;11 Beverages;2024 June;120.6;-0.1;-2.6
9012;Total sales;11 Beverages;2024 July;118.1;-2.1;-2.0
9013;Total sales;11 Beverages;2024 August;118.2;0.1;-1.9
9014;Total sales;11 Beverages;2024 September;118.4;0.1;-1.4
9015;Total sales;11 Beverages;2024 October;119.0;0.5;-0.9
9016;Total sales;11 Beverages;2024 November;120.1;0.9;-0.1
9017;Total sales;11 Beverages;2024 December;119.9;-0.1;0.1
9018;Total sales;11 Beverages;2024;119.6;;-0.7
9019;Total sales;11 Beverages;2025 January;116.4;-3.0;-3.2
9020;Total sales;11 Beverages;2025 February;116.3;-0.1;-2.7
9021;Total sales;1101 Distilled alcoholic beverages;2018 January;98.5;;
9022;Total sales;1101 Distilled alcoholic beverages;2018 February;97.9;-0.5;
9023;Total sales;1101 Distilled alcoholic beverages;2018 March;98.0;0.0;
9024;Total sales;1101 Distilled alcoholic beverages;2018 April;98.2;0.3;
9025;Total sales;1101 Distilled alcoholic beverages;2018 May;99.9;1.7;
9026;Total sales;1101 Distilled alcoholic beverages;2018 June;101.3;1.4;
9027;Total sales;1101 Distilled alcoholic beverages;2018 July;100.4;-0.9;
9028;Total sales;1101 Distilled alcoholic beverages;2018 August;100.9;0.5;
9029;Total sales;1101 Distilled alcoholic beverages;2018 September;100.5;-0.4;
9030;Total sales;1101 Distilled alcoholic beverages;2018 October;101.2;0.7;
9031;Total sales;1101 Distilled alcoholic beverages;2018 November;101.7;0.5;
9032;Total sales;1101 Distilled alcoholic beverages;2018 December;101.6;-0.1;
9033;Total sales;1101 Distilled alcoholic beverages;2018;100.0;;
9034;Total sales;1101 Distilled alcoholic beverages;2019 January;101.4;-0.1;3.0
9035;Total sales;1101 Distilled alcoholic beverages;2019 February;101.8;0.3;3.9
9036;Total sales;1101 Distilled alcoholic beverages;2019 March;102.3;0.6;4.5
9037;Total sales;1101 Distilled alcoholic beverages;2019 April;104.3;1.9;6.1
9038;Total sales;1101 Distilled alcoholic beverages;2019 May;104.0;-0.2;4.1
9039;Total sales;1101 Distilled alcoholic beverages;2019 June;103.6;-0.4;2.3
9040;Total sales;1101 Distilled alcoholic beverages;2019 July;100.6;-2.9;0.2
9041;Total sales;1101 Distilled alcoholic beverages;2019 August;100.9;0.3;0.0
9042;Total sales;1101 Distilled alcoholic beverages;2019 September;101.3;0.4;0.8
9043;Total sales;1101 Distilled alcoholic beverages;2019 October;101.2;-0.2;0.0
9044;Total sales;1101 Distilled alcoholic beverages;2019 November;101.2;0.0;-0.5
9045;Total sales;1101 Distilled alcoholic beverages;2019 December;101.0;-0.2;-0.6
9046;Total sales;1101 Distilled alcoholic beverages;2019;102.0;;2.0
9047;Total sales;1101 Distilled alcoholic beverages;2020 January;100.6;-0.4;-0.8
9048;Total sales;1101 Distilled alcoholic beverages;2020 February;101.4;0.8;-0.4
9049;Total sales;1101 Distilled alcoholic beverages;2020 March;100.7;-0.6;-1.6
9050;Total sales;1101 Distilled alcoholic beverages;2020 April;101.1;0.4;-3.0
9051;Total sales;1101 Distilled alcoholic beverages;2020 May;101.0;-0.2;-3.0
9052;Total sales;1101 Distilled alcoholic beverages;2020 June;99.6;-1.4;-3.9
9053;Total sales;1101 Distilled alcoholic beverages;2020 July;98.5;-1.1;-2.1
9054;Total sales;1101 Distilled alcoholic beverages;2020 August;96.8;-1.8;-4.1
9055;Total sales;1101 Distilled alcoholic beverages;2020 September;96.9;0.2;-4.3
9056;Total sales;1101 Distilled alcoholic beverages;2020 October;97.7;0.8;-3.4
9057;Total sales;1101 Distilled alcoholic beverages;2020 November;97.5;-0.2;-3.7
9058;Total sales;1101 Distilled alcoholic beverages;2020 December;96.4;-1.1;-4.6
9059;Total sales;1101 Distilled alcoholic beverages;2020;99.0;;-2.9
9060;Total sales;1101 Distilled alcoholic beverages;2021 January;96.4;0.0;-4.2
9061;Total sales;1101 Distilled alcoholic beverages;2021 February;96.7;0.4;-4.6
9062;Total sales;1101 Distilled alcoholic beverages;2021 March;97.6;1.0;-3.1
9063;Total sales;1101 Distilled alcoholic beverages;2021 April;97.9;0.2;-3.2
9064;Total sales;1101 Distilled alcoholic beverages;2021 May;97.1;-0.8;-3.8
9065;Total sales;1101 Distilled alcoholic beverages;2021 June;97.5;0.5;-2.0
9066;Total sales;1101 Distilled alcoholic beverages;2021 July;101.5;4.1;3.0
9067;Total sales;1101 Distilled alcoholic beverages;2021 August;101.8;0.3;5.2
9068;Total sales;1101 Distilled alcoholic beverages;2021 September;101.8;0.0;5.0
9069;Total sales;1101 Distilled alcoholic beverages;2021 October;103.0;1.2;5.5
9070;Total sales;1101 Distilled alcoholic beverages;2021 November;104.0;1.0;6.7
9071;Total sales;1101 Distilled alcoholic beverages;2021 December;104.7;0.6;8.6
9072;Total sales;1101 Distilled alcoholic beverages;2021;100.0;;1.0
9073;Total sales;1101 Distilled alcoholic beverages;2022 January;104.9;0.3;8.9
9074;Total sales;1101 Distilled alcoholic beverages;2022 February;124.0;18.1;28.2
9075;Total sales;1101 Distilled alcoholic beverages;2022 March;126.3;1.9;29.4
9076;Total sales;1101 Distilled alcoholic beverages;2022 April;127.9;1.2;30.7
9077;Total sales;1101 Distilled alcoholic beverages;2022 May;129.8;1.5;33.7
9078;Total sales;1101 Distilled alcoholic beverages;2022 June;130.3;0.4;33.6
9079;Total sales;1101 Distilled alcoholic beverages;2022 July;136.9;5.1;34.9
9080;Total sales;1101 Distilled alcoholic beverages;2022 August;137.4;0.3;35.0
9081;Total sales;1101 Distilled alcoholic beverages;2022 September;139.4;1.5;37.0
9082;Total sales;1101 Distilled alcoholic beverages;2022 October;140.4;0.7;36.3
9083;Total sales;1101 Distilled alcoholic beverages;2022 November;137.0;-2.4;31.7
9084;Total sales;1101 Distilled alcoholic beverages;2022 December;133.8;-2.4;27.8
9085;Total sales;1101 Distilled alcoholic beverages;2022;130.7;;30.7
9086;Total sales;1101 Distilled alcoholic beverages;2023 January;135.3;1.2;28.9
9087;Total sales;1101 Distilled alcoholic beverages;2023 February;135.7;0.3;9.5
9088;Total sales;1101 Distilled alcoholic beverages;2023 March;136.5;0.6;8.1
9089;Total sales;1101 Distilled alcoholic beverages;2023 April;135.0;-1.1;5.6
9090;Total sales;1101 Distilled alcoholic beverages;2023 May;135.8;0.6;4.6
9091;Total sales;1101 Distilled alcoholic beverages;2023 June;139.9;3.0;7.3
9092;Total sales;1101 Distilled alcoholic beverages;2023 July;140.6;0.6;2.7
9093;Total sales;1101 Distilled alcoholic beverages;2023 August;141.8;0.8;3.2
9094;Total sales;1101 Distilled alcoholic beverages;2023 September;141.3;-0.3;1.4
9095;Total sales;1101 Distilled alcoholic beverages;2023 October;142.0;0.5;1.1
9096;Total sales;1101 Distilled alcoholic beverages;2023 November;139.9;-1.4;2.1
9097;Total sales;1101 Distilled alcoholic beverages;2023 December;139.2;-0.5;4.1
9098;Total sales;1101 Distilled alcoholic beverages;2023;138.6;;6.1
9099;Total sales;1101 Distilled alcoholic beverages;2024 January;139.6;0.3;3.2
9100;Total sales;1101 Distilled alcoholic beverages;2024 February;140.6;0.7;3.6
9101;Total sales;1101 Distilled alcoholic beverages;2024 March;139.9;-0.5;2.4
9102;Total sales;1101 Distilled alcoholic beverages;2024 April;141.8;1.4;5.0
9103;Total sales;1101 Distilled alcoholic beverages;2024 May;141.0;-0.5;3.8
9104;Total sales;1101 Distilled alcoholic beverages;2024 June;139.1;-1.4;-0.6
9105;Total sales;1101 Distilled alcoholic beverages;2024 July;148.5;6.8;5.6
9106;Total sales;1101 Distilled alcoholic beverages;2024 August;147.0;-1.0;3.6
9107;Total sales;1101 Distilled alcoholic beverages;2024 September;146.1;-0.6;3.4
9108;Total sales;1101 Distilled alcoholic beverages;2024 October;147.9;1.2;4.2
9109;Total sales;1101 Distilled alcoholic beverages;2024 November;150.4;1.7;7.5
9110;Total sales;1101 Distilled alcoholic beverages;2024 December;151.9;0.9;9.1
9111;Total sales;1101 Distilled alcoholic beverages;2024;144.5;;4.2
9112;Total sales;1101 Distilled alcoholic beverages;2025 January;152.6;0.5;9.3
9113;Total sales;1101 Distilled alcoholic beverages;2025 February;152.1;-0.3;8.2
9114;Total sales;1102 Wine from grape;2018 January;;;
9115;Total sales;1102 Wine from grape;2018 February;;;
9116;Total sales;1102 Wine from grape;2018 March;;;
9117;Total sales;1102 Wine from grape;2018 April;;;
9118;Total sales;1102 Wine from grape;2018 May;;;
9119;Total sales;1102 Wine from grape;2018 June;;;
9120;Total sales;1102 Wine from grape;2018 July;;;
9121;Total sales;1102 Wine from grape;2018 August;;;
9122;Total sales;1102 Wine from grape;2018 September;;;
9123;Total sales;1102 Wine from grape;2018 October;;;
9124;Total sales;1102 Wine from grape;2018 November;;;
9125;Total sales;1102 Wine from grape;2018 December;;;
9126;Total sales;1102 Wine from grape;2018;;;
9127;Total sales;1102 Wine from grape;2019 January;;;
9128;Total sales;1102 Wine from grape;2019 February;;;
9129;Total sales;1102 Wine from grape;2019 March;;;
9130;Total sales;1102 Wine from grape;2019 April;;;
9131;Total sales;1102 Wine from grape;2019 May;;;
9132;Total sales;1102 Wine from grape;2019 June;;;
9133;Total sales;1102 Wine from grape;2019 July;;;
9134;Total sales;1102 Wine from grape;2019 August;;;
9135;Total sales;1102 Wine from grape;2019 September;;;
9136;Total sales;1102 Wine from grape;2019 October;;;
9137;Total sales;1102 Wine from grape;2019 November;;;
9138;Total sales;1102 Wine from grape;2019 December;;;
9139;Total sales;1102 Wine from grape;2019;;;
9140;Total sales;1102 Wine from grape;2020 January;;;
9141;Total sales;1102 Wine from grape;2020 February;;;
9142;Total sales;1102 Wine from grape;2020 March;;;
9143;Total sales;1102 Wine from grape;2020 April;;;
9144;Total sales;1102 Wine from grape;2020 May;;;
9145;Total sales;1102 Wine from grape;2020 June;;;
9146;Total sales;1102 Wine from grape;2020 July;;;
9147;Total sales;1102 Wine from grape;2020 August;;;
9148;Total sales;1102 Wine from grape;2020 September;;;
9149;Total sales;1102 Wine from grape;2020 October;;;
9150;Total sales;1102 Wine from grape;2020 November;;;
9151;Total sales;1102 Wine from grape;2020 December;;;
9152;Total sales;1102 Wine from grape;2020;;;
9153;Total sales;1102 Wine from grape;2021 January;;;
9154;Total sales;1102 Wine from grape;2021 February;;;
9155;Total sales;1102 Wine from grape;2021 March;;;
