ID;BuildingPhases;Region;Periods;TotalBuildingCosts_1;BuildingCostsAlteration_2;BuildingCostsNewBuildings_3;Dwelling_4;AAgricultureForestryAndFishing_5;BFManufacturingAndEnergy_6;GITradeHotelsRestaurantsBars_7;HJTransportICT_8;KNFinancialAndBusinessServices_9;OPublicAdministrationAndServices_10;PEducation_11;QHealthAndSocialWorkActivities_12;RUCultureRecreationOtherServices_13
9086;Building projects under construction;Oost-Nederland (LD);2016 June;2778;565;2213;1299.0;68.0;132.0;185.0;82.0;55.0;62.0;108.0;113.0;109.0
9087;Building projects under construction;Oost-Nederland (LD);2016 2nd quarter;2778;565;2213;1299.0;68.0;132.0;185.0;82.0;55.0;62.0;108.0;113.0;109.0
9088;Building projects under construction;Oost-Nederland (LD);2016 July;2788;570;2218;1321.0;66.0;129.0;222.0;84.0;53.0;17.0;102.0;118.0;106.0
9089;Building projects under construction;Oost-Nederland (LD);2016 August;2897;588;2310;1381.0;77.0;150.0;222.0;90.0;53.0;18.0;89.0;124.0;106.0
9090;Building projects under construction;Oost-Nederland (LD);2016 September;2891;580;2312;1377.0;78.0;153.0;232.0;100.0;54.0;17.0;78.0;117.0;107.0
9091;Building projects under construction;Oost-Nederland (LD);2016 3rd quarter;2891;580;2312;1377.0;78.0;153.0;232.0;100.0;54.0;17.0;78.0;117.0;107.0
9092;Building projects under construction;Oost-Nederland (LD);2016 October;2841;530;2310;1350.0;81.0;152.0;232.0;106.0;58.0;5.0;80.0;130.0;115.0
9093;Building projects under construction;Oost-Nederland (LD);2016 November;2801;522;2279;1331.0;81.0;157.0;221.0;107.0;57.0;5.0;79.0;118.0;123.0
9094;Building projects under construction;Oost-Nederland (LD);2016 December;2824;526;2298;1366.0;87.0;144.0;195.0;121.0;59.0;6.0;81.0;122.0;116.0
9095;Building projects under construction;Oost-Nederland (LD);2016 4th quarter;2824;526;2298;1366.0;87.0;144.0;195.0;121.0;59.0;6.0;81.0;122.0;116.0
9096;Building projects under construction;Oost-Nederland (LD);2016;2824;526;2298;1366.0;87.0;144.0;195.0;121.0;59.0;6.0;81.0;122.0;116.0
9097;Building projects under construction;Oost-Nederland (LD);2017 January;2939;533;2406;1463.0;94.0;155.0;175.0;125.0;62.0;9.0;79.0;128.0;115.0
9098;Building projects under construction;Oost-Nederland (LD);2017 February;2998;519;2479;1512.0;94.0;161.0;177.0;126.0;63.0;9.0;75.0;146.0;115.0
9099;Building projects under construction;Oost-Nederland (LD);2017 March;2950;484;2466;1550.0;92.0;160.0;179.0;100.0;63.0;9.0;70.0;144.0;99.0
9100;Building projects under construction;Oost-Nederland (LD);2017 1st quarter;2950;484;2466;1550.0;92.0;160.0;179.0;100.0;63.0;9.0;70.0;144.0;99.0
9101;Building projects under construction;Oost-Nederland (LD);2017 April;3041;484;2557;1606.0;92.0;177.0;173.0;108.0;70.0;9.0;69.0;132.0;121.0
9102;Building projects under construction;Oost-Nederland (LD);2017 May;3046;470;2576;1626.0;91.0;175.0;180.0;107.0;65.0;9.0;69.0;117.0;137.0
9103;Building projects under construction;Oost-Nederland (LD);2017 June;3093;465;2628;1662.0;92.0;172.0;179.0;110.0;68.0;9.0;89.0;119.0;128.0
9104;Building projects under construction;Oost-Nederland (LD);2017 2nd quarter;3093;465;2628;1662.0;92.0;172.0;179.0;110.0;68.0;9.0;89.0;119.0;128.0
9105;Building projects under construction;Oost-Nederland (LD);2017 July;3145;460;2685;1713.0;84.0;193.0;174.0;113.0;67.0;9.0;88.0;118.0;126.0
9106;Building projects under construction;Oost-Nederland (LD);2017 August;3285;497;2787;1785.0;86.0;202.0;188.0;114.0;69.0;7.0;91.0;126.0;120.0
9107;Building projects under construction;Oost-Nederland (LD);2017 September;3448;473;2975;1889.0;82.0;207.0;289.0;109.0;62.0;7.0;88.0;130.0;111.0
9108;Building projects under construction;Oost-Nederland (LD);2017 3rd quarter;3448;473;2975;1889.0;82.0;207.0;289.0;109.0;62.0;7.0;88.0;130.0;111.0
9109;Building projects under construction;Oost-Nederland (LD);2017 October;3527;525;3002;1919.0;80.0;208.0;289.0;110.0;67.0;6.0;78.0;133.0;112.0
9110;Building projects under construction;Oost-Nederland (LD);2017 November;3588;539;3049;1970.0;82.0;208.0;280.0;114.0;66.0;6.0;75.0;136.0;113.0
9111;Building projects under construction;Oost-Nederland (LD);2017 December;3737;562;3175;2069.0;79.0;219.0;293.0;117.0;61.0;6.0;71.0;133.0;127.0
9112;Building projects under construction;Oost-Nederland (LD);2017 4th quarter;3737;562;3175;2069.0;79.0;219.0;293.0;117.0;61.0;6.0;71.0;133.0;127.0
9113;Building projects under construction;Oost-Nederland (LD);2017;3737;562;3175;2069.0;79.0;219.0;293.0;117.0;61.0;6.0;71.0;133.0;127.0
9114;Building projects under construction;Oost-Nederland (LD);2018 January;3944;564;3380;2135.0;;;;;;;;;
9115;Building projects under construction;Oost-Nederland (LD);2018 February;4067;585;3482;2136.0;;;;;;;;;
9116;Building projects under construction;Oost-Nederland (LD);2018 March;4143;658;3486;2154.0;;;;;;;;;
9117;Building projects under construction;Oost-Nederland (LD);2018 1st quarter;4143;658;3486;2154.0;;;;;;;;;
9118;Building projects under construction;Oost-Nederland (LD);2018 April;4175;671;3504;2166.0;;;;;;;;;
9119;Building projects under construction;Oost-Nederland (LD);2018 May;4253;696;3556;2202.0;;;;;;;;;
9120;Building projects under construction;Oost-Nederland (LD);2018 June;4217;681;3536;2169.0;;;;;;;;;
9121;Building projects under construction;Oost-Nederland (LD);2018 2nd quarter;4217;681;3536;2169.0;;;;;;;;;
9122;Building projects under construction;Oost-Nederland (LD);2018 July;4224;682;3542;2137.0;;;;;;;;;
9123;Building projects under construction;Oost-Nederland (LD);2018 August;4358;704;3655;2235.0;;;;;;;;;
9124;Building projects under construction;Oost-Nederland (LD);2018 September;4456;707;3749;2287.0;;;;;;;;;
9125;Building projects under construction;Oost-Nederland (LD);2018 3rd quarter;4456;707;3749;2287.0;;;;;;;;;
9126;Building projects under construction;Oost-Nederland (LD);2018 October;4473;698;3775;2277.0;;;;;;;;;
9127;Building projects under construction;Oost-Nederland (LD);2018 November;4418;687;3731;2228.0;;;;;;;;;
9128;Building projects under construction;Oost-Nederland (LD);2018 December;4570;679;3891;2358.0;;;;;;;;;
9129;Building projects under construction;Oost-Nederland (LD);2018 4th quarter;4570;679;3891;2358.0;;;;;;;;;
9130;Building projects under construction;Oost-Nederland (LD);2018;4570;679;3891;2358.0;118.0;385.0;281.0;247.0;73.0;4.0;66.0;253.0;106.0
9131;Building projects under construction;Oost-Nederland (LD);2019 January;4606;700;3906;2368.0;;;;;;;;;
9132;Building projects under construction;Oost-Nederland (LD);2019 February;4613;678;3935;2399.0;;;;;;;;;
9133;Building projects under construction;Oost-Nederland (LD);2019 March;4509;639;3870;2350.0;;;;;;;;;
9134;Building projects under construction;Oost-Nederland (LD);2019 1st quarter;4509;639;3870;2350.0;;;;;;;;;
9135;Building projects under construction;Oost-Nederland (LD);2019 April;4476;632;3843;2322.0;;;;;;;;;
9136;Building projects under construction;Oost-Nederland (LD);2019 May;4483;647;3836;2303.0;;;;;;;;;
9137;Building projects under construction;Oost-Nederland (LD);2019 June;4542;657;3886;2276.0;;;;;;;;;
9138;Building projects under construction;Oost-Nederland (LD);2019 2nd quarter;4542;657;3886;2276.0;;;;;;;;;
9139;Building projects under construction;Oost-Nederland (LD);2019 July;4488;651;3837;2226.0;;;;;;;;;
9140;Building projects under construction;Oost-Nederland (LD);2019 August;4618;691;3927;2255.0;;;;;;;;;
9141;Building projects under construction;Oost-Nederland (LD);2019 September;4556;681;3875;2225.0;;;;;;;;;
9142;Building projects under construction;Oost-Nederland (LD);2019 3rd quarter;4556;681;3875;2225.0;;;;;;;;;
9143;Building projects under construction;Oost-Nederland (LD);2019 October;4423;684;3739;2146.0;;;;;;;;;
9144;Building projects under construction;Oost-Nederland (LD);2019 November;4397;673;3724;2158.0;;;;;;;;;
9145;Building projects under construction;Oost-Nederland (LD);2019 December;4562;723;3839;2265.0;;;;;;;;;
9146;Building projects under construction;Oost-Nederland (LD);2019 4th quarter;4562;723;3839;2265.0;;;;;;;;;
9147;Building projects under construction;Oost-Nederland (LD);2019;4562;723;3839;2265.0;86.0;386.0;309.0;242.0;106.0;4.0;80.0;264.0;96.0
9148;Building projects under construction;Oost-Nederland (LD);2020 January;4480;709;3771;2191.0;;;;;;;;;
9149;Building projects under construction;Oost-Nederland (LD);2020 February;4531;717;3814;2234.0;;;;;;;;;
9150;Building projects under construction;Oost-Nederland (LD);2020 March;4476;719;3757;2217.0;;;;;;;;;
9151;Building projects under construction;Oost-Nederland (LD);2020 1st quarter;4476;719;3757;2217.0;;;;;;;;;
9152;Building projects under construction;Oost-Nederland (LD);2020 April;4508;735;3774;2248.0;;;;;;;;;
9153;Building projects under construction;Oost-Nederland (LD);2020 May;4548;774;3774;2248.0;;;;;;;;;
9154;Building projects under construction;Oost-Nederland (LD);2020 June;4597;812;3785;2184.0;;;;;;;;;
9155;Building projects under construction;Oost-Nederland (LD);2020 2nd quarter;4597;812;3785;2184.0;;;;;;;;;
9156;Building projects under construction;Oost-Nederland (LD);2020 July;4652;840;3812;2202.0;;;;;;;;;
9157;Building projects under construction;Oost-Nederland (LD);2020 August;4810;885;3925;2276.0;;;;;;;;;
9158;Building projects under construction;Oost-Nederland (LD);2020 September;4791;890;3900;2283.0;;;;;;;;;
9159;Building projects under construction;Oost-Nederland (LD);2020 3rd quarter;4791;890;3900;2283.0;;;;;;;;;
9160;Building projects under construction;Oost-Nederland (LD);2020 October;4849;837;4011;2289.0;;;;;;;;;
9161;Building projects under construction;Oost-Nederland (LD);2020 November;4880;811;4069;2338.0;;;;;;;;;
9162;Building projects under construction;Oost-Nederland (LD);2020 December;5096;843;4253;2474.0;;;;;;;;;
9163;Building projects under construction;Oost-Nederland (LD);2020 4th quarter;5096;843;4253;2474.0;;;;;;;;;
9164;Building projects under construction;Oost-Nederland (LD);2020;5096;843;4253;2474.0;61.0;423.0;330.0;373.0;116.0;8.0;130.0;257.0;82.0
9165;Building projects under construction;Oost-Nederland (LD);2021 January;5037;839;4198;2512.0;;;;;;;;;
9166;Building projects under construction;Oost-Nederland (LD);2021 February;5061;853;4209;2579.0;;;;;;;;;
9167;Building projects under construction;Oost-Nederland (LD);2021 March;4836;764;4072;2498.0;;;;;;;;;
9168;Building projects under construction;Oost-Nederland (LD);2021 1st quarter;4836;764;4072;2498.0;;;;;;;;;
9169;Building projects under construction;Oost-Nederland (LD);2021 April;4988;765;4223;2627.0;;;;;;;;;
9170;Building projects under construction;Oost-Nederland (LD);2021 May;5083;751;4332;2724.0;;;;;;;;;
9171;Building projects under construction;Oost-Nederland (LD);2021 June;5256;788;4468;2793.0;;;;;;;;;
9172;Building projects under construction;Oost-Nederland (LD);2021 2nd quarter;5256;788;4468;2793.0;;;;;;;;;
9173;Building projects under construction;Oost-Nederland (LD);2021 July;5267;814;4452;2793.0;;;;;;;;;
9174;Building projects under construction;Oost-Nederland (LD);2021 August;5521;849;4673;2921.0;;;;;;;;;
9175;Building projects under construction;Oost-Nederland (LD);2021 September;5547;851;4696;2916.0;;;;;;;;;
9176;Building projects under construction;Oost-Nederland (LD);2021 3rd quarter;5547;851;4696;2916.0;;;;;;;;;
9177;Building projects under construction;Oost-Nederland (LD);2021 October;5467;867;4600;2896.0;;;;;;;;;
9178;Building projects under construction;Oost-Nederland (LD);2021 November;5588;891;4696;2927.0;;;;;;;;;
9179;Building projects under construction;Oost-Nederland (LD);2021 December;5645;887;4758;2903.0;;;;;;;;;
9180;Building projects under construction;Oost-Nederland (LD);2021 4th quarter;5645;887;4758;2903.0;;;;;;;;;
9181;Building projects under construction;Oost-Nederland (LD);2021;5645;887;4758;2903.0;71.0;430.0;424.0;343.0;113.0;37.0;83.0;239.0;116.0
9182;Building projects under construction;Oost-Nederland (LD);2022 January;5511;869;4641;2833.0;;;;;;;;;
9183;Building projects under construction;Oost-Nederland (LD);2022 February;5506;856;4650;2798.0;;;;;;;;;
9184;Building projects under construction;Oost-Nederland (LD);2022 March;5410;832;4578;2741.0;;;;;;;;;
9185;Building projects under construction;Oost-Nederland (LD);2022 1st quarter;5410;832;4578;2741.0;;;;;;;;;
9186;Building projects under construction;Oost-Nederland (LD);2022 April;5421;836;4585;2714.0;;;;;;;;;
9187;Building projects under construction;Oost-Nederland (LD);2022 May;5377;831;4546;2681.0;;;;;;;;;
9188;Building projects under construction;Oost-Nederland (LD);2022 June;5307;842;4465;2614.0;;;;;;;;;
9189;Building projects under construction;Oost-Nederland (LD);2022 2nd quarter;5307;842;4465;2614.0;;;;;;;;;
9190;Building projects under construction;Oost-Nederland (LD);2022 July;5370;905;4465;2557.0;;;;;;;;;
9191;Building projects under construction;Oost-Nederland (LD);2022 August;5565;941;4624;2615.0;;;;;;;;;
9192;Building projects under construction;Oost-Nederland (LD);2022 September;5504;960;4544;2488.0;;;;;;;;;
9193;Building projects under construction;Oost-Nederland (LD);2022 3rd quarter;5504;960;4544;2488.0;;;;;;;;;
9194;Building projects under construction;Oost-Nederland (LD);2022 October;5632;1018;4614;2417.0;;;;;;;;;
9195;Building projects under construction;Oost-Nederland (LD);2022 November;5680;1002;4678;2490.0;;;;;;;;;
9196;Building projects under construction;Oost-Nederland (LD);2022 December;5741;1033;4709;2521.0;;;;;;;;;
9197;Building projects under construction;Oost-Nederland (LD);2022 4th quarter;5741;1033;4709;2521.0;;;;;;;;;
9198;Building projects under construction;Oost-Nederland (LD);2022;5741;1033;4709;2521.0;61.0;583.0;421.0;492.0;164.0;32.0;61.0;269.0;104.0
9199;Building projects under construction;Oost-Nederland (LD);2023 January;5667;1021;4646;2483.0;;;;;;;;;
9200;Building projects under construction;Oost-Nederland (LD);2023 February;5508;992;4516;2486.0;;;;;;;;;
9201;Building projects under construction;Oost-Nederland (LD);2023 March;5485;977;4508;2487.0;;;;;;;;;
9202;Building projects under construction;Oost-Nederland (LD);2023 1st quarter;5485;977;4508;2487.0;;;;;;;;;
9203;Building projects under construction;Oost-Nederland (LD);2023 April;5513;961;4553;2529.0;;;;;;;;;
9204;Building projects under construction;Oost-Nederland (LD);2023 May;5637;1012;4625;2569.0;;;;;;;;;
9205;Building projects under construction;Oost-Nederland (LD);2023 June;5673;984;4689;2591.0;;;;;;;;;
9206;Building projects under construction;Oost-Nederland (LD);2023 2nd quarter;5673;984;4689;2591.0;;;;;;;;;
9207;Building projects under construction;Oost-Nederland (LD);2023 July;5576;965;4611;2560.0;;;;;;;;;
9208;Building projects under construction;Oost-Nederland (LD);2023 August;5651;959;4692;2622.0;;;;;;;;;
9209;Building projects under construction;Oost-Nederland (LD);2023 September;5584;915;4669;2631.0;;;;;;;;;
9210;Building projects under construction;Oost-Nederland (LD);2023 3rd quarter;5584;915;4669;2631.0;;;;;;;;;
9211;Building projects under construction;Oost-Nederland (LD);2023 October;5361;895;4466;2602.0;;;;;;;;;
9212;Building projects under construction;Oost-Nederland (LD);2023 November;5397;862;4536;2737.0;;;;;;;;;
9213;Building projects under construction;Oost-Nederland (LD);2023 December;5393;858;4535;2786.0;;;;;;;;;
9214;Building projects under construction;Oost-Nederland (LD);2023 4th quarter;5393;858;4535;2786.0;;;;;;;;;
9215;Building projects under construction;Oost-Nederland (LD);2023;5393;858;4535;2786.0;56.0;440.0;242.0;412.0;189.0;44.0;100.0;191.0;76.0
9216;Building projects under construction;Oost-Nederland (LD);2024 January;5519;872;4647;2838.0;;;;;;;;;
9217;Building projects under construction;Oost-Nederland (LD);2024 February;5551;859;4692;2794.0;;;;;;;;;
9218;Building projects under construction;Oost-Nederland (LD);2024 March;5608;853;4755;2883.0;;;;;;;;;
9219;Building projects under construction;Oost-Nederland (LD);2024 1st quarter;5608;853;4755;2883.0;;;;;;;;;
9220;Building projects under construction;Oost-Nederland (LD);2024 April;5639;855;4784;2889.0;;;;;;;;;
9221;Building projects under construction;Oost-Nederland (LD);2024 May;5828;864;4964;2982.0;;;;;;;;;
9222;Building projects under construction;Oost-Nederland (LD);2024 June;6164;856;5307;3073.0;;;;;;;;;
9223;Building projects under construction;Oost-Nederland (LD);2024 2nd quarter;6164;856;5307;3073.0;;;;;;;;;
9224;Building projects under construction;Oost-Nederland (LD);2024 July;6337;856;5481;3176.0;;;;;;;;;
9225;Building projects under construction;Oost-Nederland (LD);2024 August;6529;864;5666;3298.0;;;;;;;;;
9226;Building projects under construction;Oost-Nederland (LD);2024 September;6492;862;5630;3255.0;;;;;;;;;
9227;Building projects under construction;Oost-Nederland (LD);2024 3rd quarter;6492;862;5630;3255.0;;;;;;;;;
9228;Building projects under construction;Oost-Nederland (LD);2024 October;6464;860;5603;3220.0;;;;;;;;;
9229;Building projects under construction;Oost-Nederland (LD);2024 November;6352;827;5524;3183.0;;;;;;;;;
9230;Building projects under construction;Oost-Nederland (LD);2024 December;6294;819;5475;3177.0;;;;;;;;;
9231;Building projects under construction;Oost-Nederland (LD);2024 4th quarter;6294;819;5475;3177.0;;;;;;;;;
9232;Building projects under construction;Oost-Nederland (LD);2024;6294;819;5475;3177.0;110.0;584.0;277.0;745.0;162.0;2.0;142.0;193.0;82.0
9233;Building projects under construction;Oost-Nederland (LD);2025 January;6195;804;5391;3144.0;;;;;;;;;
9234;Building projects under construction;West-Nederland (LD);2015 January;7915;1744;6171;3508.0;79.0;218.0;481.0;200.0;354.0;175.0;395.0;338.0;423.0
9235;Building projects under construction;West-Nederland (LD);2015 February;8087;1815;6272;3459.0;78.0;210.0;495.0;210.0;493.0;178.0;393.0;341.0;415.0
9236;Building projects under construction;West-Nederland (LD);2015 March;8038;1769;6269;3450.0;53.0;210.0;500.0;206.0;493.0;178.0;399.0;345.0;437.0
9237;Building projects under construction;West-Nederland (LD);2015 1st quarter;8038;1769;6269;3450.0;53.0;210.0;500.0;206.0;493.0;178.0;399.0;345.0;437.0
9238;Building projects under construction;West-Nederland (LD);2015 April;8217;1802;6415;3619.0;50.0;218.0;474.0;239.0;501.0;175.0;384.0;322.0;435.0
