ID;StandaardGoederennomenclatuurSGN;Perioden;InNLGeproduceerdEnAfgezet_1;Uitvoer_2;InBuitenlGeproduceerdInNLAfgezet_3
1532;1990000  Delfstoffen n.e.g.;November  1990;;;98.0
1533;1990000  Delfstoffen n.e.g.;December  1990;;;97.0
1534;1990000  Delfstoffen n.e.g.;1991;;;97.0
1535;1990000  Delfstoffen n.e.g.;Januari   1991;;;97.0
1536;1990000  Delfstoffen n.e.g.;Februari  1991;;;96.0
1537;1990000  Delfstoffen n.e.g.;Maart     1991;;;96.0
1538;1990000  Delfstoffen n.e.g.;April     1991;;;97.0
1539;1990000  Delfstoffen n.e.g.;Mei       1991;;;97.0
1540;1990000  Delfstoffen n.e.g.;Juni      1991;;;98.0
1541;1990000  Delfstoffen n.e.g.;Juli      1991;;;98.0
1542;1990000  Delfstoffen n.e.g.;Augustus  1991;;;98.0
1543;1990000  Delfstoffen n.e.g.;September 1991;;;97.0
1544;1990000  Delfstoffen n.e.g.;Oktober   1991;;;96.0
1545;1990000  Delfstoffen n.e.g.;November  1991;;;94.0
1546;1990000  Delfstoffen n.e.g.;December  1991;;;95.0
1547;1990000  Delfstoffen n.e.g.;1992;;;93.0
1548;1990000  Delfstoffen n.e.g.;Januari   1992;;;95.0
1549;1990000  Delfstoffen n.e.g.;Februari  1992;;;94.0
1550;1990000  Delfstoffen n.e.g.;Maart     1992;;;94.0
1551;1990000  Delfstoffen n.e.g.;April     1992;;;94.0
1552;1990000  Delfstoffen n.e.g.;Mei       1992;;;94.0
1553;1990000  Delfstoffen n.e.g.;Juni      1992;;;92.0
1554;1990000  Delfstoffen n.e.g.;Juli      1992;;;92.0
1555;1990000  Delfstoffen n.e.g.;Augustus  1992;;;91.0
1556;1990000  Delfstoffen n.e.g.;September 1992;;;90.0
1557;1990000  Delfstoffen n.e.g.;Oktober   1992;;;92.0
1558;1990000  Delfstoffen n.e.g.;November  1992;;;95.0
1559;1990000  Delfstoffen n.e.g.;December  1992;;;94.0
1560;1990000  Delfstoffen n.e.g.;1993;;;92.0
1561;1990000  Delfstoffen n.e.g.;Januari   1993;;;93.0
1562;1990000  Delfstoffen n.e.g.;Februari  1993;;;93.0
1563;1990000  Delfstoffen n.e.g.;Maart     1993;;;92.0
1564;1990000  Delfstoffen n.e.g.;April     1993;;;91.0
1565;1990000  Delfstoffen n.e.g.;Mei       1993;;;93.0
1566;1990000  Delfstoffen n.e.g.;Juni      1993;;;92.0
1567;1990000  Delfstoffen n.e.g.;Juli      1993;;;92.0
1568;1990000  Delfstoffen n.e.g.;Augustus  1993;;;92.0
1569;1990000  Delfstoffen n.e.g.;September 1993;;;90.0
1570;1990000  Delfstoffen n.e.g.;Oktober   1993;;;90.0
1571;1990000  Delfstoffen n.e.g.;November  1993;;;92.0
1572;1990000  Delfstoffen n.e.g.;December  1993;;;92.0
1573;1990000  Delfstoffen n.e.g.;1994;;;90.0
1574;1990000  Delfstoffen n.e.g.;Januari   1994;;;92.0
1575;1990000  Delfstoffen n.e.g.;Februari  1994;;;92.0
1576;1990000  Delfstoffen n.e.g.;Maart     1994;;;91.0
1577;1990000  Delfstoffen n.e.g.;April     1994;;;90.0
1578;1990000  Delfstoffen n.e.g.;Mei       1994;;;90.0
1579;1990000  Delfstoffen n.e.g.;Juni      1994;;;89.0
1580;1990000  Delfstoffen n.e.g.;Juli      1994;;;89.0
1581;1990000  Delfstoffen n.e.g.;Augustus  1994;;;89.0
1582;1990000  Delfstoffen n.e.g.;September 1994;;;88.0
1583;1990000  Delfstoffen n.e.g.;Oktober   1994;;;89.0
1584;1990000  Delfstoffen n.e.g.;November  1994;;;89.0
1585;1990000  Delfstoffen n.e.g.;December  1994;;;92.0
1586;1990000  Delfstoffen n.e.g.;1995;;;94.0
1587;1990000  Delfstoffen n.e.g.;Januari   1995;;;92.0
1588;1990000  Delfstoffen n.e.g.;Februari  1995;;;93.0
1589;1990000  Delfstoffen n.e.g.;Maart     1995;;;92.0
1590;1990000  Delfstoffen n.e.g.;April     1995;;;92.0
1591;1990000  Delfstoffen n.e.g.;Mei       1995;;;94.0
1592;1990000  Delfstoffen n.e.g.;Juni      1995;;;93.0
1593;1990000  Delfstoffen n.e.g.;Juli      1995;;;93.0
1594;1990000  Delfstoffen n.e.g.;Augustus  1995;;;95.0
1595;1990000  Delfstoffen n.e.g.;September 1995;;;96.0
1596;1990000  Delfstoffen n.e.g.;Oktober   1995;;;95.0
1597;1990000  Delfstoffen n.e.g.;November  1995;;;95.0
1598;1990000  Delfstoffen n.e.g.;December  1995;;;95.0
1599;1990000  Delfstoffen n.e.g.;1996;;;101.0
1600;1990000  Delfstoffen n.e.g.;Januari   1996;;;97.0
1601;1990000  Delfstoffen n.e.g.;Februari  1996;;;99.0
1602;1990000  Delfstoffen n.e.g.;Maart     1996;;;100.0
1603;1990000  Delfstoffen n.e.g.;April     1996;;;101.0
1604;1990000  Delfstoffen n.e.g.;Mei       1996;;;103.0
1605;1990000  Delfstoffen n.e.g.;Juni      1996;;;103.0
1606;1990000  Delfstoffen n.e.g.;Juli      1996;;;103.0
1607;1990000  Delfstoffen n.e.g.;Augustus  1996;;;102.0
1608;1990000  Delfstoffen n.e.g.;September 1996;;;102.0
1609;1990000  Delfstoffen n.e.g.;Oktober   1996;;;103.0
1610;1990000  Delfstoffen n.e.g.;November  1996;;;102.0
1611;1990000  Delfstoffen n.e.g.;December  1996;;;102.0
1612;1990000  Delfstoffen n.e.g.;1997;;;106.0
1613;1990000  Delfstoffen n.e.g.;Januari   1997;;;104.0
1614;1990000  Delfstoffen n.e.g.;Februari  1997;;;106.0
1615;1990000  Delfstoffen n.e.g.;Maart     1997;;;105.0
1616;1990000  Delfstoffen n.e.g.;April     1997;;;105.0
1617;1990000  Delfstoffen n.e.g.;Mei       1997;;;104.0
1618;1990000  Delfstoffen n.e.g.;Juni      1997;;;103.0
1619;1990000  Delfstoffen n.e.g.;Juli      1997;;;105.0
1620;1990000  Delfstoffen n.e.g.;Augustus  1997;;;106.0
1621;1990000  Delfstoffen n.e.g.;September 1997;;;105.0
1622;1990000  Delfstoffen n.e.g.;Oktober   1997;;;107.0
1623;1990000  Delfstoffen n.e.g.;November  1997;;;108.0
1624;1990000  Delfstoffen n.e.g.;December  1997;;;109.0
1625;1990000  Delfstoffen n.e.g.;1998;;;105.0
1626;1990000  Delfstoffen n.e.g.;Januari   1998;;;111.0
1627;1990000  Delfstoffen n.e.g.;Februari  1998;;;109.0
1628;1990000  Delfstoffen n.e.g.;Maart  1998;;;109.0
1629;1990000  Delfstoffen n.e.g.;April  1998;;;108.0
1630;1990000  Delfstoffen n.e.g.;Mei 1998;;;108.0
1631;1990000  Delfstoffen n.e.g.;Juni 1998;;;107.0
1632;1990000  Delfstoffen n.e.g.;Juli 1998;;;106.0
1633;1990000  Delfstoffen n.e.g.;Augustus 1998;;;104.0
1634;1990000  Delfstoffen n.e.g.;September 1998;;;103.0
1635;1990000  Delfstoffen n.e.g.;Oktober 1998;;;99.0
1636;1990000  Delfstoffen n.e.g.;November 1998;;;100.0
1637;1990000  Delfstoffen n.e.g.;December 1998;;;99.0
1638;1991000  Turf, -strooisel, veen en aarde;1990;;100.0;
1639;1991000  Turf, -strooisel, veen en aarde;Januari   1990;;99.0;
1640;1991000  Turf, -strooisel, veen en aarde;Februari  1990;;99.0;
1641;1991000  Turf, -strooisel, veen en aarde;Maart     1990;;99.0;
1642;1991000  Turf, -strooisel, veen en aarde;April     1990;;100.0;
1643;1991000  Turf, -strooisel, veen en aarde;Mei       1990;;100.0;
1644;1991000  Turf, -strooisel, veen en aarde;Juni      1990;;100.0;
1645;1991000  Turf, -strooisel, veen en aarde;Juli      1990;;100.0;
1646;1991000  Turf, -strooisel, veen en aarde;Augustus  1990;;100.0;
1647;1991000  Turf, -strooisel, veen en aarde;September 1990;;100.0;
1648;1991000  Turf, -strooisel, veen en aarde;Oktober   1990;;101.0;
1649;1991000  Turf, -strooisel, veen en aarde;November  1990;;101.0;
1650;1991000  Turf, -strooisel, veen en aarde;December  1990;;101.0;
1651;1991000  Turf, -strooisel, veen en aarde;1991;;102.0;
1652;1991000  Turf, -strooisel, veen en aarde;Januari   1991;;101.0;
1653;1991000  Turf, -strooisel, veen en aarde;Februari  1991;;101.0;
1654;1991000  Turf, -strooisel, veen en aarde;Maart     1991;;101.0;
1655;1991000  Turf, -strooisel, veen en aarde;April     1991;;102.0;
1656;1991000  Turf, -strooisel, veen en aarde;Mei       1991;;102.0;
1657;1991000  Turf, -strooisel, veen en aarde;Juni      1991;;102.0;
1658;1991000  Turf, -strooisel, veen en aarde;Juli      1991;;101.0;
1659;1991000  Turf, -strooisel, veen en aarde;Augustus  1991;;101.0;
1660;1991000  Turf, -strooisel, veen en aarde;September 1991;;102.0;
1661;1991000  Turf, -strooisel, veen en aarde;Oktober   1991;;102.0;
1662;1991000  Turf, -strooisel, veen en aarde;November  1991;;102.0;
1663;1991000  Turf, -strooisel, veen en aarde;December  1991;;102.0;
1664;1991000  Turf, -strooisel, veen en aarde;1992;;104.0;
1665;1991000  Turf, -strooisel, veen en aarde;Januari   1992;;104.0;
1666;1991000  Turf, -strooisel, veen en aarde;Februari  1992;;104.0;
1667;1991000  Turf, -strooisel, veen en aarde;Maart     1992;;104.0;
1668;1991000  Turf, -strooisel, veen en aarde;April     1992;;104.0;
1669;1991000  Turf, -strooisel, veen en aarde;Mei       1992;;104.0;
1670;1991000  Turf, -strooisel, veen en aarde;Juni      1992;;104.0;
1671;1991000  Turf, -strooisel, veen en aarde;Juli      1992;;104.0;
1672;1991000  Turf, -strooisel, veen en aarde;Augustus  1992;;104.0;
1673;1991000  Turf, -strooisel, veen en aarde;September 1992;;104.0;
1674;1991000  Turf, -strooisel, veen en aarde;Oktober   1992;;104.0;
1675;1991000  Turf, -strooisel, veen en aarde;November  1992;;104.0;
1676;1991000  Turf, -strooisel, veen en aarde;December  1992;;104.0;
1677;1991000  Turf, -strooisel, veen en aarde;1993;;105.0;
1678;1991000  Turf, -strooisel, veen en aarde;Januari   1993;;104.0;
1679;1991000  Turf, -strooisel, veen en aarde;Februari  1993;;104.0;
1680;1991000  Turf, -strooisel, veen en aarde;Maart     1993;;105.0;
1681;1991000  Turf, -strooisel, veen en aarde;April     1993;;105.0;
1682;1991000  Turf, -strooisel, veen en aarde;Mei       1993;;105.0;
1683;1991000  Turf, -strooisel, veen en aarde;Juni      1993;;105.0;
1684;1991000  Turf, -strooisel, veen en aarde;Juli      1993;;105.0;
1685;1991000  Turf, -strooisel, veen en aarde;Augustus  1993;;105.0;
1686;1991000  Turf, -strooisel, veen en aarde;September 1993;;105.0;
1687;1991000  Turf, -strooisel, veen en aarde;Oktober   1993;;105.0;
1688;1991000  Turf, -strooisel, veen en aarde;November  1993;;105.0;
1689;1991000  Turf, -strooisel, veen en aarde;December  1993;;105.0;
1690;1991000  Turf, -strooisel, veen en aarde;1994;;106.0;
1691;1991000  Turf, -strooisel, veen en aarde;Januari   1994;;105.0;
1692;1991000  Turf, -strooisel, veen en aarde;Februari  1994;;105.0;
1693;1991000  Turf, -strooisel, veen en aarde;Maart     1994;;106.0;
1694;1991000  Turf, -strooisel, veen en aarde;April     1994;;106.0;
1695;1991000  Turf, -strooisel, veen en aarde;Mei       1994;;106.0;
1696;1991000  Turf, -strooisel, veen en aarde;Juni      1994;;106.0;
1697;1991000  Turf, -strooisel, veen en aarde;Juli      1994;;106.0;
1698;1991000  Turf, -strooisel, veen en aarde;Augustus  1994;;106.0;
1699;1991000  Turf, -strooisel, veen en aarde;September 1994;;106.0;
1700;1991000  Turf, -strooisel, veen en aarde;Oktober   1994;;106.0;
1701;1991000  Turf, -strooisel, veen en aarde;November  1994;;106.0;
1702;1991000  Turf, -strooisel, veen en aarde;December  1994;;106.0;
1703;1991000  Turf, -strooisel, veen en aarde;1995;;106.0;
1704;1991000  Turf, -strooisel, veen en aarde;Januari   1995;;106.0;
1705;1991000  Turf, -strooisel, veen en aarde;Februari  1995;;106.0;
1706;1991000  Turf, -strooisel, veen en aarde;Maart     1995;;106.0;
1707;1991000  Turf, -strooisel, veen en aarde;April     1995;;106.0;
1708;1991000  Turf, -strooisel, veen en aarde;Mei       1995;;106.0;
1709;1991000  Turf, -strooisel, veen en aarde;Juni      1995;;106.0;
1710;1991000  Turf, -strooisel, veen en aarde;Juli      1995;;106.0;
1711;1991000  Turf, -strooisel, veen en aarde;Augustus  1995;;106.0;
1712;1991000  Turf, -strooisel, veen en aarde;September 1995;;106.0;
1713;1991000  Turf, -strooisel, veen en aarde;Oktober   1995;;106.0;
1714;1991000  Turf, -strooisel, veen en aarde;November  1995;;106.0;
1715;1991000  Turf, -strooisel, veen en aarde;December  1995;;106.0;
1716;1991000  Turf, -strooisel, veen en aarde;1996;;107.0;
1717;1991000  Turf, -strooisel, veen en aarde;Januari   1996;;107.0;
1718;1991000  Turf, -strooisel, veen en aarde;Februari  1996;;107.0;
1719;1991000  Turf, -strooisel, veen en aarde;Maart     1996;;107.0;
1720;1991000  Turf, -strooisel, veen en aarde;April     1996;;107.0;
1721;1991000  Turf, -strooisel, veen en aarde;Mei       1996;;107.0;
1722;1991000  Turf, -strooisel, veen en aarde;Juni      1996;;107.0;
1723;1991000  Turf, -strooisel, veen en aarde;Juli      1996;;107.0;
1724;1991000  Turf, -strooisel, veen en aarde;Augustus  1996;;107.0;
1725;1991000  Turf, -strooisel, veen en aarde;September 1996;;107.0;
1726;1991000  Turf, -strooisel, veen en aarde;Oktober   1996;;109.0;
1727;1991000  Turf, -strooisel, veen en aarde;November  1996;;109.0;
1728;1991000  Turf, -strooisel, veen en aarde;December  1996;;109.0;
1729;1991000  Turf, -strooisel, veen en aarde;1997;;113.0;
1730;1991000  Turf, -strooisel, veen en aarde;Januari   1997;;113.0;
1731;1991000  Turf, -strooisel, veen en aarde;Februari  1997;;113.0;
1732;1991000  Turf, -strooisel, veen en aarde;Maart     1997;;113.0;
1733;1991000  Turf, -strooisel, veen en aarde;April     1997;;113.0;
1734;1991000  Turf, -strooisel, veen en aarde;Mei       1997;;113.0;
1735;1991000  Turf, -strooisel, veen en aarde;Juni      1997;;113.0;
1736;1991000  Turf, -strooisel, veen en aarde;Juli      1997;;114.0;
1737;1991000  Turf, -strooisel, veen en aarde;Augustus  1997;;114.0;
1738;1991000  Turf, -strooisel, veen en aarde;September 1997;;114.0;
1739;1991000  Turf, -strooisel, veen en aarde;Oktober   1997;;114.0;
1740;1991000  Turf, -strooisel, veen en aarde;November  1997;;114.0;
1741;1991000  Turf, -strooisel, veen en aarde;December  1997;;114.0;
1742;1991000  Turf, -strooisel, veen en aarde;1998;;116.0;
1743;1991000  Turf, -strooisel, veen en aarde;Januari   1998;;114.0;
1744;1991000  Turf, -strooisel, veen en aarde;Februari  1998;;114.0;
1745;1991000  Turf, -strooisel, veen en aarde;Maart  1998;;114.0;
1746;1991000  Turf, -strooisel, veen en aarde;April  1998;;114.0;
1747;1991000  Turf, -strooisel, veen en aarde;Mei 1998;;114.0;
1748;1991000  Turf, -strooisel, veen en aarde;Juni 1998;;114.0;
1749;1991000  Turf, -strooisel, veen en aarde;Juli 1998;;116.0;
1750;1991000  Turf, -strooisel, veen en aarde;Augustus 1998;;116.0;
1751;1991000  Turf, -strooisel, veen en aarde;September 1998;;116.0;
1752;1991000  Turf, -strooisel, veen en aarde;Oktober 1998;;119.0;
1753;1991000  Turf, -strooisel, veen en aarde;November 1998;;119.0;
1754;1991000  Turf, -strooisel, veen en aarde;December 1998;;119.0;
1755;1993000  Metaalerts;1990;;;100.0
1756;1993000  Metaalerts;Januari   1990;;;100.0
1757;1993000  Metaalerts;Februari  1990;;;102.0
1758;1993000  Metaalerts;Maart     1990;;;102.0
1759;1993000  Metaalerts;April     1990;;;101.0
1760;1993000  Metaalerts;Mei       1990;;;100.0
1761;1993000  Metaalerts;Juni      1990;;;100.0
1762;1993000  Metaalerts;Juli      1990;;;100.0
1763;1993000  Metaalerts;Augustus  1990;;;101.0
1764;1993000  Metaalerts;September 1990;;;101.0
1765;1993000  Metaalerts;Oktober   1990;;;99.0
1766;1993000  Metaalerts;November  1990;;;98.0
1767;1993000  Metaalerts;December  1990;;;97.0
1768;1993000  Metaalerts;1991;;;96.0
1769;1993000  Metaalerts;Januari   1991;;;97.0
1770;1993000  Metaalerts;Februari  1991;;;96.0
1771;1993000  Metaalerts;Maart     1991;;;95.0
1772;1993000  Metaalerts;April     1991;;;95.0
1773;1993000  Metaalerts;Mei       1991;;;94.0
1774;1993000  Metaalerts;Juni      1991;;;95.0
1775;1993000  Metaalerts;Juli      1991;;;96.0
1776;1993000  Metaalerts;Augustus  1991;;;96.0
1777;1993000  Metaalerts;September 1991;;;97.0
1778;1993000  Metaalerts;Oktober   1991;;;98.0
1779;1993000  Metaalerts;November  1991;;;97.0
1780;1993000  Metaalerts;December  1991;;;97.0
1781;1993000  Metaalerts;1992;;;93.0
1782;1993000  Metaalerts;Januari   1992;;;95.0
1783;1993000  Metaalerts;Februari  1992;;;95.0
1784;1993000  Metaalerts;Maart     1992;;;95.0
1785;1993000  Metaalerts;April     1992;;;94.0
1786;1993000  Metaalerts;Mei       1992;;;94.0
1787;1993000  Metaalerts;Juni      1992;;;93.0
1788;1993000  Metaalerts;Juli      1992;;;93.0
1789;1993000  Metaalerts;Augustus  1992;;;92.0
1790;1993000  Metaalerts;September 1992;;;90.0
1791;1993000  Metaalerts;Oktober   1992;;;90.0
1792;1993000  Metaalerts;November  1992;;;91.0
1793;1993000  Metaalerts;December  1992;;;90.0
1794;1993000  Metaalerts;1993;;;87.0
1795;1993000  Metaalerts;Januari   1993;;;89.0
1796;1993000  Metaalerts;Februari  1993;;;89.0
1797;1993000  Metaalerts;Maart     1993;;;87.0
1798;1993000  Metaalerts;April     1993;;;87.0
1799;1993000  Metaalerts;Mei       1993;;;88.0
1800;1993000  Metaalerts;Juni      1993;;;87.0
1801;1993000  Metaalerts;Juli      1993;;;87.0
1802;1993000  Metaalerts;Augustus  1993;;;87.0
1803;1993000  Metaalerts;September 1993;;;85.0
1804;1993000  Metaalerts;Oktober   1993;;;85.0
1805;1993000  Metaalerts;November  1993;;;87.0
1806;1993000  Metaalerts;December  1993;;;87.0
1807;1993000  Metaalerts;1994;;;86.0
1808;1993000  Metaalerts;Januari   1994;;;87.0
1809;1993000  Metaalerts;Februari  1994;;;87.0
1810;1993000  Metaalerts;Maart     1994;;;86.0
1811;1993000  Metaalerts;April     1994;;;85.0
1812;1993000  Metaalerts;Mei       1994;;;86.0
1813;1993000  Metaalerts;Juni      1994;;;85.0
1814;1993000  Metaalerts;Juli      1994;;;85.0
1815;1993000  Metaalerts;Augustus  1994;;;85.0
1816;1993000  Metaalerts;September 1994;;;84.0
1817;1993000  Metaalerts;Oktober   1994;;;86.0
1818;1993000  Metaalerts;November  1994;;;86.0
1819;1993000  Metaalerts;December  1994;;;89.0
1820;1993000  Metaalerts;1995;;;90.0
1821;1993000  Metaalerts;Januari   1995;;;89.0
1822;1993000  Metaalerts;Februari  1995;;;89.0
1823;1993000  Metaalerts;Maart     1995;;;88.0
1824;1993000  Metaalerts;April     1995;;;89.0
1825;1993000  Metaalerts;Mei       1995;;;89.0
1826;1993000  Metaalerts;Juni      1995;;;88.0
1827;1993000  Metaalerts;Juli      1995;;;89.0
1828;1993000  Metaalerts;Augustus  1995;;;90.0
1829;1993000  Metaalerts;September 1995;;;92.0
1830;1993000  Metaalerts;Oktober   1995;;;91.0
1831;1993000  Metaalerts;November  1995;;;91.0
1832;1993000  Metaalerts;December  1995;;;91.0
1833;1993000  Metaalerts;1996;;;92.0
1834;1993000  Metaalerts;Januari   1996;;;91.0
1835;1993000  Metaalerts;Februari  1996;;;91.0
1836;1993000  Metaalerts;Maart     1996;;;90.0
1837;1993000  Metaalerts;April     1996;;;91.0
1838;1993000  Metaalerts;Mei       1996;;;92.0
1839;1993000  Metaalerts;Juni      1996;;;92.0
1840;1993000  Metaalerts;Juli      1996;;;92.0
1841;1993000  Metaalerts;Augustus  1996;;;92.0
1842;1993000  Metaalerts;September 1996;;;92.0
1843;1993000  Metaalerts;Oktober   1996;;;93.0
1844;1993000  Metaalerts;November  1996;;;93.0
1845;1993000  Metaalerts;December  1996;;;93.0
1846;1993000  Metaalerts;1997;;;99.0
1847;1993000  Metaalerts;Januari   1997;;;95.0
1848;1993000  Metaalerts;Februari  1997;;;96.0
1849;1993000  Metaalerts;Maart     1997;;;96.0
1850;1993000  Metaalerts;April     1997;;;96.0
1851;1993000  Metaalerts;Mei       1997;;;97.0
1852;1993000  Metaalerts;Juni      1997;;;98.0
1853;1993000  Metaalerts;Juli      1997;;;100.0
1854;1993000  Metaalerts;Augustus  1997;;;101.0
1855;1993000  Metaalerts;September 1997;;;101.0
1856;1993000  Metaalerts;Oktober   1997;;;100.0
1857;1993000  Metaalerts;November  1997;;;101.0
1858;1993000  Metaalerts;December  1997;;;103.0
1859;1993000  Metaalerts;1998;;;101.0
1860;1993000  Metaalerts;Januari   1998;;;104.0
1861;1993000  Metaalerts;Februari  1998;;;103.0
1862;1993000  Metaalerts;Maart  1998;;;105.0
1863;1993000  Metaalerts;April  1998;;;103.0
1864;1993000  Metaalerts;Mei 1998;;;104.0
1865;1993000  Metaalerts;Juni 1998;;;102.0
1866;1993000  Metaalerts;Juli 1998;;;101.0
1867;1993000  Metaalerts;Augustus 1998;;;99.0
1868;1993000  Metaalerts;September 1998;;;100.0
1869;1993000  Metaalerts;Oktober 1998;;;96.0
1870;1993000  Metaalerts;November 1998;;;97.0
1871;1993000  Metaalerts;December 1998;;;96.0
1872;1993100  IJzererts, niet geagglomereerd;1990;;;100.0
1873;1993100  IJzererts, niet geagglomereerd;Januari   1990;;;96.0
1874;1993100  IJzererts, niet geagglomereerd;Februari  1990;;;102.0
1875;1993100  IJzererts, niet geagglomereerd;Maart     1990;;;103.0
1876;1993100  IJzererts, niet geagglomereerd;April     1990;;;100.0
1877;1993100  IJzererts, niet geagglomereerd;Mei       1990;;;98.0
1878;1993100  IJzererts, niet geagglomereerd;Juni      1990;;;98.0
1879;1993100  IJzererts, niet geagglomereerd;Juli      1990;;;99.0
1880;1993100  IJzererts, niet geagglomereerd;Augustus  1990;;;101.0
1881;1993100  IJzererts, niet geagglomereerd;September 1990;;;101.0
1882;1993100  IJzererts, niet geagglomereerd;Oktober   1990;;;101.0
1883;1993100  IJzererts, niet geagglomereerd;November  1990;;;101.0
