ID;EnergyCommodities;Sectors;Periods;TotalPrimaryEnergySupply_1;IndigenousProduction_2;ReceiptsOfEnergy_3;DeliveriesOfEnergy_4;StockChange_5;StatisticalDifferences_6;TotalEnergyConsumption_7;TotalNetEnergyTransformation_8;NetElectricityCHPTransformation_9;NetOtherTransformation_10;EnergyTransformationInput_11;ElectricityAndCHPTransformationInput_12;OtherTransformationInput_13;EnergyTransformationOutput_14;ElectricityCHPTransformationOutput_15;OtherTransformationOutput_16;OwnUse_17;DistributionLosses_18;FinalEnergyConsumption_19;NonEnergyUse_20
7428;Total coal and coal products;Other sectors non-specified;2006;;;;;;;;;;;;;;;;;;;;
7429;Total coal and coal products;Other sectors non-specified;2007;;;;;;;;;;;;;;;;;;;;
7430;Total coal and coal products;Other sectors non-specified;2008;;;;;;;;;;;;;;;;;;;;
7431;Total coal and coal products;Other sectors non-specified;2009;;;;;;;;;;;;;;;;;;;;
7432;Total coal and coal products;Other sectors non-specified;2010;;;;;;;;;;;;;;;;;;;;
7433;Total coal and coal products;Other sectors non-specified;2011;;;;;;;;;;;;;;;;;;;;
7434;Total coal and coal products;Other sectors non-specified;2012;;;;;;;;;;;;;;;;;;;;
7435;Total coal and coal products;Other sectors non-specified;2013;;;;;;;;;;;;;;;;;;;;
7436;Total coal and coal products;Other sectors non-specified;2014;;;;;;;;;;;;;;;;;;;;
7437;Total coal and coal products;Other sectors non-specified;2015;;;;;;;;;;;;;;;;;;;;
7438;Total coal and coal products;Other sectors non-specified;2016;;;;;;;;;;;;;;;;;;;;
7439;Total coal and coal products;Other sectors non-specified;2017;;;;;;;;;;;;;;;;;;;;
7440;Total coal and coal products;Other sectors non-specified;2018;;;;;;;;;;;;;;;;;;;;
7441;Total coal and coal products;Other sectors non-specified;2019;;;;;;;;;;;;;;;;;;;;
7442;Total coal and coal products;Other sectors non-specified;2020 ;;;;;;;;;;;;;;;;;;;;
7443;Total coal and coal products;Other sectors non-specified;2021;;;;;;;;;;;;;;;;;;;;
7444;Total coal and coal products;Other sectors non-specified;2022;;;;;;;;;;;;;;;;;;;;
7445;Total coal and coal products;Other sectors non-specified;2023;;;;;;;;;;;;;;;;;;;;
7446;Total coal and coal products;Sector for the statistical difference;1990;;;;;;;;;;;;;;;;;;;;
7447;Total coal and coal products;Sector for the statistical difference;1991;;;;;;;;;;;;;;;;;;;;
7448;Total coal and coal products;Sector for the statistical difference;1992;;;;;;;;;;;;;;;;;;;;
7449;Total coal and coal products;Sector for the statistical difference;1993;;;;;;;;;;;;;;;;;;;;
7450;Total coal and coal products;Sector for the statistical difference;1994;;;;;;;;;;;;;;;;;;;;
7451;Total coal and coal products;Sector for the statistical difference;1995;;;;;;;;;;;;;;;;;;;;
7452;Total coal and coal products;Sector for the statistical difference;1996;;;;;;;;;;;;;;;;;;;;
7453;Total coal and coal products;Sector for the statistical difference;1997;;;;;;;;;;;;;;;;;;;;
7454;Total coal and coal products;Sector for the statistical difference;1998;;;;;;;;;;;;;;;;;;;;
7455;Total coal and coal products;Sector for the statistical difference;1999;;;;;;;;;;;;;;;;;;;;
7456;Total coal and coal products;Sector for the statistical difference;2000;;;;;;;;;;;;;;;;;;;;
7457;Total coal and coal products;Sector for the statistical difference;2001;;;;;;;;;;;;;;;;;;;;
7458;Total coal and coal products;Sector for the statistical difference;2002;;;;;;;;;;;;;;;;;;;;
7459;Total coal and coal products;Sector for the statistical difference;2003;;;;;;;;;;;;;;;;;;;;
7460;Total coal and coal products;Sector for the statistical difference;2004;;;;;;;;;;;;;;;;;;;;
7461;Total coal and coal products;Sector for the statistical difference;2005;;;;;;;;;;;;;;;;;;;;
7462;Total coal and coal products;Sector for the statistical difference;2006;;;;;;;;;;;;;;;;;;;;
7463;Total coal and coal products;Sector for the statistical difference;2007;;;;;;;;;;;;;;;;;;;;
7464;Total coal and coal products;Sector for the statistical difference;2008;;;;;;;;;;;;;;;;;;;;
7465;Total coal and coal products;Sector for the statistical difference;2009;0.0;;;;;0.0;;;;;;;;;;;;;;
7466;Total coal and coal products;Sector for the statistical difference;2010;;;;;;;;;;;;;;;;;;;;
7467;Total coal and coal products;Sector for the statistical difference;2011;;;;;;;;;;;;;;;;;;;;
7468;Total coal and coal products;Sector for the statistical difference;2012;;;;;;;;;;;;;;;;;;;;
7469;Total coal and coal products;Sector for the statistical difference;2013;0.0;;;;;0.0;;;;;;;;;;;;;;
7470;Total coal and coal products;Sector for the statistical difference;2014;0.0;;;;;0.0;;;;;;;;;;;;;;
7471;Total coal and coal products;Sector for the statistical difference;2015;;;;;;;;;;;;;;;;;;;;
7472;Total coal and coal products;Sector for the statistical difference;2016;;;;;;;;;;;;;;;;;;;;
7473;Total coal and coal products;Sector for the statistical difference;2017;;;;;;;;;;;;;;;;;;;;
7474;Total coal and coal products;Sector for the statistical difference;2018;;;;;;;;;;;;;;;;;;;;
7475;Total coal and coal products;Sector for the statistical difference;2019;;;;;;;;;;;;;;;;;;;;
7476;Total coal and coal products;Sector for the statistical difference;2020 ;;;;;;;;;;;;;;;;;;;;
7477;Total coal and coal products;Sector for the statistical difference;2021;;;;;;;;;;;;;;;;;;;;
7478;Total coal and coal products;Sector for the statistical difference;2022;;;;;;;;;;;;;;;;;;;;
7479;Total coal and coal products;Sector for the statistical difference;2023;;;;;;;;;;;;;;;;;;;;
7480;Primary coals;Total energy sector and final users;1990;376.9;;378.5;1.7;0.0;;376.9;362.8;233.0;129.9;362.8;233.0;129.9;;;;;;14.0;0.1
7481;Primary coals;Total energy sector and final users;1991;357.3;;357.3;;;;357.3;345.5;209.9;135.7;345.5;209.9;135.7;;;;;;11.7;0.1
7482;Primary coals;Total energy sector and final users;1992;359.2;;359.2;;;;359.2;355.3;215.2;140.1;355.3;215.2;140.1;;;;;;3.7;0.2
7483;Primary coals;Total energy sector and final users;1993;353.2;;355.8;2.5;-0.1;;353.2;348.8;209.1;139.6;348.8;209.1;139.6;;;;;;4.3;0.1
7484;Primary coals;Total energy sector and final users;1994;382.2;;382.2;;;;382.2;379.2;230.7;148.5;379.2;230.7;148.5;;;;;;2.9;0.1
7485;Primary coals;Total energy sector and final users;1995;385.2;;389.7;3.5;-1.0;;385.2;382.5;242.6;139.9;382.5;242.6;139.9;;;;;;2.5;0.2
7486;Primary coals;Total energy sector and final users;1996;378.1;;374.8;2.1;5.4;;378.1;375.5;229.5;146.0;375.5;229.5;146.0;;;;;;2.4;0.3
7487;Primary coals;Total energy sector and final users;1997;368.6;;378.9;1.4;-8.9;;368.6;365.1;215.5;149.6;365.1;215.5;149.6;;;;;;3.1;0.3
7488;Primary coals;Total energy sector and final users;1998;375.0;;381.2;0.7;-5.5;;375.0;371.7;226.6;145.1;371.7;226.6;145.1;;;;;;2.9;0.4
7489;Primary coals;Total energy sector and final users;1999;317.6;;315.2;2.6;5.0;;317.6;313.7;187.7;126.0;313.7;187.7;126.0;;;;;;3.4;0.5
7490;Primary coals;Total energy sector and final users;2000;327.9;;325.4;1.0;3.5;;327.9;325.1;209.3;115.8;325.1;209.3;115.8;;;;;;2.6;0.2
7491;Primary coals;Total energy sector and final users;2001;349.8;;356.3;4.5;-2.1;;349.8;347.1;223.9;123.2;347.1;223.9;123.2;;;;;;2.5;0.2
7492;Primary coals;Total energy sector and final users;2002;349.0;;351.3;1.0;-1.2;;349.0;346.6;225.8;120.8;346.6;225.8;120.8;;;;;;2.2;0.2
7493;Primary coals;Total energy sector and final users;2003;357.7;;355.1;1.2;3.8;;357.7;356.0;230.6;125.5;356.0;230.6;125.5;;;;;;1.6;0.1
7494;Primary coals;Total energy sector and final users;2004;356.0;;359.3;0.9;-2.4;;356.0;354.7;222.6;132.1;354.7;222.6;132.1;;;;;;1.2;0.1
7495;Primary coals;Total energy sector and final users;2005;343.0;;345.2;2.2;0.0;;343.0;341.5;207.5;134.0;341.5;207.5;134.0;;;;;;1.4;0.1
7496;Primary coals;Total energy sector and final users;2006;331.1;;327.9;;3.2;;331.1;329.8;204.6;125.2;329.8;204.6;125.2;;;;;;1.3;0.1
7497;Primary coals;Total energy sector and final users;2007;351.4;;356.3;1.6;-3.3;;351.4;349.0;214.5;134.6;349.0;214.5;134.6;;;;;;2.3;0.1
7498;Primary coals;Total energy sector and final users;2008;330.7;;330.7;0.2;0.3;;330.7;329.3;202.9;126.4;329.3;202.9;126.4;;;;;;1.3;0.1
7499;Primary coals;Total energy sector and final users;2009;308.0;;308.9;3.9;3.0;0.0;308.0;306.4;208.5;98.0;306.4;208.5;98.0;;;;;;1.5;0.0
7500;Primary coals;Total energy sector and final users;2010;310.2;;315.7;0.6;-5.0;;310.2;308.5;195.4;113.1;308.5;195.4;113.1;;;;;;1.6;0.1
7501;Primary coals;Total energy sector and final users;2011;305.1;;309.3;0.4;-3.7;;305.1;303.6;182.1;121.5;303.6;182.1;121.5;;;;;;1.5;0.1
7502;Primary coals;Total energy sector and final users;2012;332.7;;331.9;0.5;1.3;;332.7;330.9;211.4;119.5;330.9;211.4;119.5;;;;;;1.7;0.1
7503;Primary coals;Total energy sector and final users;2013;339.8;;341.1;3.7;2.3;0.0;339.7;338.3;220.7;117.6;338.3;220.7;117.6;;;;;;1.4;0.1
7504;Primary coals;Total energy sector and final users;2014;380.2;;392.0;0.3;-11.5;0.0;380.2;378.3;255.1;123.2;378.3;255.1;123.2;;;;;;1.7;0.2
7505;Primary coals;Total energy sector and final users;2015;466.3;;451.2;1.3;16.4;;466.3;464.4;336.6;127.8;464.4;336.6;127.8;;;;;;1.6;0.2
7506;Primary coals;Total energy sector and final users;2016;431.2;;427.9;;3.3;;431.2;429.1;304.7;124.4;429.1;304.7;124.4;;;;;;2.0;0.2
7507;Primary coals;Total energy sector and final users;2017;384.6;;390.0;;-5.4;;384.6;381.7;256.5;125.3;381.7;256.5;125.3;;;;;;2.7;0.1
7508;Primary coals;Total energy sector and final users;2018;345.7;;344.3;0.3;1.8;;345.7;342.9;221.5;121.5;342.9;221.5;121.5;;;;;;2.7;0.2
7509;Primary coals;Total energy sector and final users;2019;269.7;;275.0;0.4;-4.8;;269.7;268.2;146.6;121.5;268.2;146.6;121.5;;;;;;1.4;0.2
7510;Primary coals;Total energy sector and final users;2020 ;177.0;;165.0;0.4;12.5;;177.0;175.7;63.9;111.8;175.7;63.9;111.8;;;;;;1.2;0.1
7511;Primary coals;Total energy sector and final users;2021;235.8;;233.5;1.0;3.3;;235.8;234.4;118.5;115.9;234.4;118.5;115.9;;;;;;1.2;0.2
7512;Primary coals;Total energy sector and final users;2022;234.6;;240.2;0.7;-5.0;;234.6;233.6;120.4;113.1;233.6;120.4;113.1;;;;;;0.9;0.1
7513;Primary coals;Total energy sector and final users;2023;171.2;;175.2;0.3;-3.7;;171.2;170.5;71.3;99.1;170.5;71.3;99.1;;;;;;0.7;0.1
7514;Primary coals;Total energy sector;1990;361.0;;361.0;;;;361.0;361.0;231.1;129.9;361.0;231.1;129.9;;;;;;;
7515;Primary coals;Total energy sector;1991;343.5;;343.5;;;;343.5;343.5;207.9;135.7;343.5;207.9;135.7;;;;;;;
7516;Primary coals;Total energy sector;1992;346.3;;346.3;;;;346.3;346.3;206.2;140.1;346.3;206.2;140.1;;;;;;;
7517;Primary coals;Total energy sector;1993;339.3;;339.3;;;;339.3;339.3;199.6;139.6;339.3;199.6;139.6;;;;;;;
7518;Primary coals;Total energy sector;1994;378.0;;378.0;;;;378.0;378.0;229.6;148.5;378.0;229.6;148.5;;;;;;;
7519;Primary coals;Total energy sector;1995;382.5;;385.9;;-3.4;;382.5;382.5;242.6;139.9;382.5;242.6;139.9;;;;;;;
7520;Primary coals;Total energy sector;1996;375.5;;371.1;;4.3;;375.5;375.5;229.5;146.0;375.5;229.5;146.0;;;;;;;
7521;Primary coals;Total energy sector;1997;365.1;;371.9;;-6.7;;365.1;365.1;215.5;149.6;365.1;215.5;149.6;;;;;;;
7522;Primary coals;Total energy sector;1998;371.7;;374.6;;-2.9;;371.7;371.7;226.6;145.1;371.7;226.6;145.1;;;;;;;
7523;Primary coals;Total energy sector;1999;313.7;;310.4;;3.3;;313.7;313.7;187.7;126.0;313.7;187.7;126.0;;;;;;;
7524;Primary coals;Total energy sector;2000;325.1;;319.6;;5.5;;325.1;325.1;209.3;115.8;325.1;209.3;115.8;;;;;;;
7525;Primary coals;Total energy sector;2001;347.1;;352.6;;-5.5;;347.1;347.1;223.9;123.2;347.1;223.9;123.2;;;;;;;
7526;Primary coals;Total energy sector;2002;346.6;;347.6;;-0.9;;346.6;346.6;225.8;120.8;346.6;225.8;120.8;;;;;;;
7527;Primary coals;Total energy sector;2003;356.0;;352.7;;3.3;;356.0;356.0;230.6;125.5;356.0;230.6;125.5;;;;;;;
7528;Primary coals;Total energy sector;2004;354.7;;355.0;;-0.2;;354.7;354.7;222.6;132.1;354.7;222.6;132.1;;;;;;;
7529;Primary coals;Total energy sector;2005;341.5;;343.8;;-2.3;;341.5;341.5;207.5;134.0;341.5;207.5;134.0;;;;;;;
7530;Primary coals;Total energy sector;2006;329.8;;326.0;;3.8;;329.8;329.8;204.6;125.2;329.8;204.6;125.2;;;;;;;
7531;Primary coals;Total energy sector;2007;349.0;;353.9;;-4.9;;349.0;349.0;214.5;134.6;349.0;214.5;134.6;;;;;;;
7532;Primary coals;Total energy sector;2008;329.3;;323.5;;5.8;;329.3;329.3;202.9;126.4;329.3;202.9;126.4;;;;;;;
7533;Primary coals;Total energy sector;2009;306.4;;306.7;;-0.3;;306.4;306.4;208.5;98.0;306.4;208.5;98.0;;;;;;;
7534;Primary coals;Total energy sector;2010;308.5;;313.7;;-5.2;;308.5;308.5;195.4;113.1;308.5;195.4;113.1;;;;;;;
7535;Primary coals;Total energy sector;2011;303.6;;303.8;;-0.2;;303.6;303.6;182.1;121.5;303.6;182.1;121.5;;;;;;;
7536;Primary coals;Total energy sector;2012;330.9;;328.2;;2.8;;330.9;330.9;211.4;119.5;330.9;211.4;119.5;;;;;;;
7537;Primary coals;Total energy sector;2013;338.3;;339.0;;-0.7;;338.3;338.3;220.7;117.6;338.3;220.7;117.6;;;;;;;
7538;Primary coals;Total energy sector;2014;378.3;;382.8;;-4.5;;378.3;378.3;255.1;123.2;378.3;255.1;123.2;;;;;;;
7539;Primary coals;Total energy sector;2015;464.4;;449.3;1.3;16.4;;464.4;464.4;336.6;127.8;464.4;336.6;127.8;;;;;;;
7540;Primary coals;Total energy sector;2016;429.1;;425.7;;3.3;;429.1;429.1;304.7;124.4;429.1;304.7;124.4;;;;;;;
7541;Primary coals;Total energy sector;2017;381.7;;387.1;;-5.4;;381.7;381.7;256.5;125.3;381.7;256.5;125.3;;;;;;;
7542;Primary coals;Total energy sector;2018;342.9;;341.5;0.3;1.8;;342.9;342.9;221.5;121.5;342.9;221.5;121.5;;;;;;;
7543;Primary coals;Total energy sector;2019;268.2;;273.5;0.4;-4.8;;268.2;268.2;146.6;121.5;268.2;146.6;121.5;;;;;;;
7544;Primary coals;Total energy sector;2020 ;175.7;;163.6;0.4;12.5;;175.7;175.7;63.9;111.8;175.7;63.9;111.8;;;;;;;
7545;Primary coals;Total energy sector;2021;234.4;;232.0;1.0;3.3;;234.4;234.4;118.5;115.9;234.4;118.5;115.9;;;;;;;
7546;Primary coals;Total energy sector;2022;233.6;;239.3;0.7;-4.9;;233.6;233.6;120.4;113.1;233.6;120.4;113.1;;;;;;;
7547;Primary coals;Total energy sector;2023;170.5;;174.5;0.3;-3.7;;170.5;170.5;71.3;99.1;170.5;71.3;99.1;;;;;;;
7548;Primary coals;Extraction of crude petroleum and gas;1990;;;;;;;;;;;;;;;;;;;;
7549;Primary coals;Extraction of crude petroleum and gas;1991;;;;;;;;;;;;;;;;;;;;
7550;Primary coals;Extraction of crude petroleum and gas;1992;;;;;;;;;;;;;;;;;;;;
7551;Primary coals;Extraction of crude petroleum and gas;1993;;;;;;;;;;;;;;;;;;;;
7552;Primary coals;Extraction of crude petroleum and gas;1994;;;;;;;;;;;;;;;;;;;;
7553;Primary coals;Extraction of crude petroleum and gas;1995;;;;;;;;;;;;;;;;;;;;
7554;Primary coals;Extraction of crude petroleum and gas;1996;;;;;;;;;;;;;;;;;;;;
7555;Primary coals;Extraction of crude petroleum and gas;1997;;;;;;;;;;;;;;;;;;;;
7556;Primary coals;Extraction of crude petroleum and gas;1998;;;;;;;;;;;;;;;;;;;;
7557;Primary coals;Extraction of crude petroleum and gas;1999;;;;;;;;;;;;;;;;;;;;
7558;Primary coals;Extraction of crude petroleum and gas;2000;;;;;;;;;;;;;;;;;;;;
7559;Primary coals;Extraction of crude petroleum and gas;2001;;;;;;;;;;;;;;;;;;;;
7560;Primary coals;Extraction of crude petroleum and gas;2002;;;;;;;;;;;;;;;;;;;;
7561;Primary coals;Extraction of crude petroleum and gas;2003;;;;;;;;;;;;;;;;;;;;
7562;Primary coals;Extraction of crude petroleum and gas;2004;;;;;;;;;;;;;;;;;;;;
7563;Primary coals;Extraction of crude petroleum and gas;2005;;;;;;;;;;;;;;;;;;;;
7564;Primary coals;Extraction of crude petroleum and gas;2006;;;;;;;;;;;;;;;;;;;;
7565;Primary coals;Extraction of crude petroleum and gas;2007;;;;;;;;;;;;;;;;;;;;
7566;Primary coals;Extraction of crude petroleum and gas;2008;;;;;;;;;;;;;;;;;;;;
7567;Primary coals;Extraction of crude petroleum and gas;2009;;;;;;;;;;;;;;;;;;;;
7568;Primary coals;Extraction of crude petroleum and gas;2010;;;;;;;;;;;;;;;;;;;;
7569;Primary coals;Extraction of crude petroleum and gas;2011;;;;;;;;;;;;;;;;;;;;
7570;Primary coals;Extraction of crude petroleum and gas;2012;;;;;;;;;;;;;;;;;;;;
7571;Primary coals;Extraction of crude petroleum and gas;2013;;;;;;;;;;;;;;;;;;;;
7572;Primary coals;Extraction of crude petroleum and gas;2014;;;;;;;;;;;;;;;;;;;;
7573;Primary coals;Extraction of crude petroleum and gas;2015;;;;;;;;;;;;;;;;;;;;
7574;Primary coals;Extraction of crude petroleum and gas;2016;;;;;;;;;;;;;;;;;;;;
7575;Primary coals;Extraction of crude petroleum and gas;2017;;;;;;;;;;;;;;;;;;;;
7576;Primary coals;Extraction of crude petroleum and gas;2018;;;;;;;;;;;;;;;;;;;;
7577;Primary coals;Extraction of crude petroleum and gas;2019;;;;;;;;;;;;;;;;;;;;
7578;Primary coals;Extraction of crude petroleum and gas;2020 ;;;;;;;;;;;;;;;;;;;;
7579;Primary coals;Extraction of crude petroleum and gas;2021;;;;;;;;;;;;;;;;;;;;
7580;Primary coals;Extraction of crude petroleum and gas;2022;;;;;;;;;;;;;;;;;;;;
7581;Primary coals;Extraction of crude petroleum and gas;2023;;;;;;;;;;;;;;;;;;;;
7582;Primary coals;Coke-oven plants;1990;110.4;;110.4;;;;110.4;110.4;;110.4;110.4;;110.4;;;;;;;
7583;Primary coals;Coke-oven plants;1991;118.3;;118.3;;;;118.3;118.3;;118.3;118.3;;118.3;;;;;;;
7584;Primary coals;Coke-oven plants;1992;117.8;;117.8;;;;117.8;117.8;;117.8;117.8;;117.8;;;;;;;
7585;Primary coals;Coke-oven plants;1993;115.5;;115.5;;;;115.5;115.5;;115.5;115.5;;115.5;;;;;;;
7586;Primary coals;Coke-oven plants;1994;119.3;;119.3;;;;119.3;119.3;;119.3;119.3;;119.3;;;;;;;
7587;Primary coals;Coke-oven plants;1995;115.7;;119.1;;-3.4;;115.7;115.7;;115.7;115.7;;115.7;;;;;;;
7588;Primary coals;Coke-oven plants;1996;117.4;;113.0;;4.3;;117.4;117.4;;117.4;117.4;;117.4;;;;;;;
7589;Primary coals;Coke-oven plants;1997;114.8;;121.5;;-6.7;;114.8;114.8;;114.8;114.8;;114.8;;;;;;;
7590;Primary coals;Coke-oven plants;1998;110.7;;113.6;;-2.9;;110.7;110.7;;110.7;110.7;;110.7;;;;;;;
7591;Primary coals;Coke-oven plants;1999;92.6;;89.4;;3.3;;92.6;92.6;;92.6;92.6;;92.6;;;;;;;
7592;Primary coals;Coke-oven plants;2000;86.1;;80.6;;5.5;;86.1;86.1;;86.1;86.1;;86.1;;;;;;;
7593;Primary coals;Coke-oven plants;2001;88.7;;96.0;;-7.2;;88.7;88.7;;88.7;88.7;;88.7;;;;;;;
7594;Primary coals;Coke-oven plants;2002;85.3;;83.2;;2.1;;85.3;85.3;;85.3;85.3;;85.3;;;;;;;
7595;Primary coals;Coke-oven plants;2003;87.4;;85.5;;1.9;;87.4;87.4;;87.4;87.4;;87.4;;;;;;;
7596;Primary coals;Coke-oven plants;2004;90.1;;87.3;;2.8;;90.1;90.1;;90.1;90.1;;90.1;;;;;;;
7597;Primary coals;Coke-oven plants;2005;90.4;;92.7;;-2.3;;90.4;90.4;;90.4;90.4;;90.4;;;;;;;
7598;Primary coals;Coke-oven plants;2006;87.3;;86.2;;1.1;;87.3;87.3;;87.3;87.3;;87.3;;;;;;;
7599;Primary coals;Coke-oven plants;2007;88.9;;92.6;;-3.7;;88.9;88.9;;88.9;88.9;;88.9;;;;;;;
7600;Primary coals;Coke-oven plants;2008;87.7;;83.5;;4.1;;87.7;87.7;;87.7;87.7;;87.7;;;;;;;
7601;Primary coals;Coke-oven plants;2009;71.1;;67.3;;3.8;;71.1;71.1;;71.1;71.1;;71.1;;;;;;;
7602;Primary coals;Coke-oven plants;2010;83.9;;90.8;;-6.8;;83.9;83.9;;83.9;83.9;;83.9;;;;;;;
7603;Primary coals;Coke-oven plants;2011;84.7;;86.5;;-1.8;;84.7;84.7;;84.7;84.7;;84.7;;;;;;;
7604;Primary coals;Coke-oven plants;2012;78.5;;76.1;;2.4;;78.5;78.5;;78.5;78.5;;78.5;;;;;;;
7605;Primary coals;Coke-oven plants;2013;80.3;;80.4;;-0.1;;80.3;80.3;;80.3;80.3;;80.3;;;;;;;
7606;Primary coals;Coke-oven plants;2014;83.2;;81.9;;1.3;;83.2;83.2;;83.2;83.2;;83.2;;;;;;;
7607;Primary coals;Coke-oven plants;2015;85.0;;82.0;;3.0;;85.0;85.0;;85.0;85.0;;85.0;;;;;;;
7608;Primary coals;Coke-oven plants;2016;82.9;;81.7;;1.2;;82.9;82.9;;82.9;82.9;;82.9;;;;;;;
7609;Primary coals;Coke-oven plants;2017;78.8;;83.6;;-4.8;;78.8;78.8;;78.8;78.8;;78.8;;;;;;;
7610;Primary coals;Coke-oven plants;2018;78.0;;75.0;0.3;3.3;;78.0;78.0;;78.0;78.0;;78.0;;;;;;;
7611;Primary coals;Coke-oven plants;2019;79.1;;82.4;0.4;-2.8;;79.1;79.1;;79.1;79.1;;79.1;;;;;;;
7612;Primary coals;Coke-oven plants;2020 ;75.2;;67.6;0.4;8.0;;75.2;75.2;;75.2;75.2;;75.2;;;;;;;
7613;Primary coals;Coke-oven plants;2021;76.2;;78.1;0.1;-1.8;;76.2;76.2;;76.2;76.2;;76.2;;;;;;;
7614;Primary coals;Coke-oven plants;2022;76.4;;74.9;0.0;1.5;;76.4;76.4;;76.4;76.4;;76.4;;;;;;;
7615;Primary coals;Coke-oven plants;2023;70.9;;73.2;0.3;-2.0;;70.9;70.9;;70.9;70.9;;70.9;;;;;;;
7616;Primary coals;Blast furnaces;1990;19.5;;19.5;;;;19.5;19.5;;19.5;19.5;;19.5;;;;;;;
7617;Primary coals;Blast furnaces;1991;17.4;;17.4;;;;17.4;17.4;;17.4;17.4;;17.4;;;;;;;
7618;Primary coals;Blast furnaces;1992;22.3;;22.3;;;;22.3;22.3;;22.3;22.3;;22.3;;;;;;;
7619;Primary coals;Blast furnaces;1993;24.2;;24.2;;;;24.2;24.2;;24.2;24.2;;24.2;;;;;;;
7620;Primary coals;Blast furnaces;1994;29.2;;29.2;;;;29.2;29.2;;29.2;29.2;;29.2;;;;;;;
7621;Primary coals;Blast furnaces;1995;24.2;;24.2;;;;24.2;24.2;;24.2;24.2;;24.2;;;;;;;
7622;Primary coals;Blast furnaces;1996;28.6;;28.6;;;;28.6;28.6;;28.6;28.6;;28.6;;;;;;;
7623;Primary coals;Blast furnaces;1997;34.8;;34.8;;;;34.8;34.8;;34.8;34.8;;34.8;;;;;;;
7624;Primary coals;Blast furnaces;1998;34.5;;34.5;;;;34.5;34.5;;34.5;34.5;;34.5;;;;;;;
7625;Primary coals;Blast furnaces;1999;33.3;;33.3;;;;33.3;33.3;;33.3;33.3;;33.3;;;;;;;
7626;Primary coals;Blast furnaces;2000;29.8;;29.8;;;;29.8;29.8;;29.8;29.8;;29.8;;;;;;;
7627;Primary coals;Blast furnaces;2001;34.4;;34.4;;;;34.4;34.4;;34.4;34.4;;34.4;;;;;;;
7628;Primary coals;Blast furnaces;2002;35.5;;35.5;;;;35.5;35.5;;35.5;35.5;;35.5;;;;;;;
7629;Primary coals;Blast furnaces;2003;38.1;;38.1;;;;38.1;38.1;;38.1;38.1;;38.1;;;;;;;
7630;Primary coals;Blast furnaces;2004;42.0;;42.0;;;;42.0;42.0;;42.0;42.0;;42.0;;;;;;;
