ID;TypeOfDelivery;Periods;TotalTransport_1;TotalRoadTransport_2;AutomotiveLPG_3;TotalMotorGasoline_4;Unleaded95_5;SuperUnleaded98_6;NormalLeaded_7;SuperLeaded_8;TotalTransportDiesel_9;LowSulphurDiesel_10;HighSulphurDiesel_11;NaturalGas_12;Electricity_13;TotalWaterTransport_14;TotalHeatingAndOtherGasoil_15;DeliveriesToInlandWaterTransport_16;DeliveriesToSeaTransport_17;DeliveriesToWaterTransportTraders_18;TotalFuelOil_19;LowSulphurFuelOil_20;HighSulphurFuelOil_21;TotalAirTransport_22;KeroseneTypeJetFuel_23;AviationGasoline_24;GasolineTypeJetFuel_25;TotalRailTransport_26;HeatingAndOtherGasoil_27;Electricity_28;AutomotiveLPG_29;TotalMotorGasoline_30;Unleaded95_31;SuperUnleaded98_32;NormalLeaded_33;SuperLeaded_34;TotalTransportDiesel_35;LowSulphurDiesel_36;HighSulphurDiesel_37;NaturalGas_38;Electricity_39;TotalHeatingAndOtherGasoil_40;DeliveriesToInlandWaterTransport_41;DeliveriesToSeaTransport_42;DeliveriesToWaterTransportTraders_43;TotalFuelOil_44;LowSulphurFuelOil_45;HighSulphurFuelOil_46;KeroseneTypeJetFuel_47;AviationGasoline_48;GasolineTypeJetFuel_49;HeatingOilAndOtherGasoil_50;Electricity_51;AutomotiveLPG_52;TotalMotorGasoline_53;Unleaded95_54;SuperUnleaded98_55;NormalLeaded_56;SuperLeaded_57;TotalTransportDiesel_58;LowSulphurDiesel_59;HighSulphurDiesel_60
841;Deliveries for bunkers;2006 November;68.9;;;;;;;;;;;;;56.7;5.5;3.4;2.1;0.0;51.1;0.2;50.9;12.3;12.3;0.0;;;;;;;;;;;;;;;;131.0;81.0;50.0;0.0;1246.0;4.0;1242.0;282.0;0.0;;;;;;;;;;;;
842;Deliveries for bunkers;2006 December;68.8;;;;;;;;;;;;;55.9;5.5;3.1;2.2;0.2;50.4;0.1;50.3;12.9;12.9;0.0;;;;;;;;;;;;;;;;130.0;73.0;51.0;6.0;1228.0;2.0;1226.0;296.0;0.0;;;;;;;;;;;;
843;Deliveries for bunkers;2006 4th quarter;212.8;;;;;;;;;;;;;174.2;16.7;9.8;6.5;0.4;157.5;0.7;156.8;38.6;38.6;0.0;;;;;;;;;;;;;;;;391.0;230.0;152.0;9.0;3841.0;17.0;3824.0;887.0;0.0;;;;;;;;;;;;
844;Deliveries for bunkers;2006;879.2;;;;;;;;;;;;;724.6;68.0;39.5;27.2;1.3;656.6;1.3;655.3;154.6;154.6;0.0;;;;;;;;;;;;;;;;1593.0;925.0;638.0;30.0;16015.0;32.0;15983.0;3554.0;0.0;;;;;;;;;;;;
845;Deliveries for bunkers;2007 January;64.2;;;;;;;;;;;;;52.3;4.7;2.5;2.2;0.0;47.5;0.0;47.5;11.9;11.9;0.0;;;;;;;;;;;;;;;;111.0;59.0;52.0;0.0;1160.0;0.0;1159.0;274.0;0.0;;;;;;;;;;;;
846;Deliveries for bunkers;2007 February;62.1;;;;;;;;;;;;;51.7;4.5;2.4;2.0;0.1;47.2;0.0;47.2;10.4;10.4;0.0;;;;;;;;;;;;;;;;106.0;57.0;47.0;2.0;1151.0;0.0;1150.0;240.0;0.0;;;;;;;;;;;;
847;Deliveries for bunkers;2007 March;69.2;;;;;;;;;;;;;57.0;5.5;2.9;2.4;0.2;51.5;0.2;51.3;12.2;12.2;0.0;;;;;;;;;;;;;;;;129.0;68.0;56.0;5.0;1257.0;5.0;1251.0;281.0;0.0;;;;;;;;;;;;
848;Deliveries for bunkers;2007 1st quarter;195.6;;;;;;;;;;;;;161.0;14.8;7.9;6.6;0.3;146.2;0.2;146.0;34.6;34.6;0.0;;;;;;;;;;;;;;;;346.0;184.0;155.0;7.0;3567.0;6.0;3561.0;794.0;0.0;;;;;;;;;;;;
849;Deliveries for bunkers;2007 April;68.8;;;;;;;;;;;;;55.8;5.3;2.9;2.3;0.1;50.4;0.1;50.3;13.0;13.0;0.0;;;;;;;;;;;;;;;;126.0;69.0;54.0;3.0;1230.0;2.0;1228.0;298.0;0.0;;;;;;;;;;;;
850;Deliveries for bunkers;2007 May;72.0;;;;;;;;;;;;;57.9;5.6;3.1;2.4;0.1;52.4;0.0;52.4;14.0;14.0;0.0;;;;;;;;;;;;;;;;131.0;73.0;56.0;2.0;1277.0;0.0;1277.0;323.0;0.0;;;;;;;;;;;;
851;Deliveries for bunkers;2007 June;73.7;;;;;;;;;;;;;60.3;5.0;2.7;2.1;0.2;55.3;0.0;55.3;13.4;13.4;0.0;;;;;;;;;;;;;;;;117.0;64.0;49.0;4.0;1349.0;1.0;1349.0;309.0;0.0;;;;;;;;;;;;
852;Deliveries for bunkers;2007 2nd quarter;214.5;;;;;;;;;;;;;174.0;15.9;8.7;6.8;0.4;158.1;0.1;158.0;40.5;40.5;0.0;;;;;;;;;;;;;;;;372.0;205.0;159.0;8.0;3856.0;3.0;3854.0;930.0;0.0;;;;;;;;;;;;
853;Deliveries for bunkers;2007 July;72.5;;;;;;;;;;;;;58.4;5.0;2.9;2.1;0.0;53.4;0.1;53.3;14.2;14.2;0.0;;;;;;;;;;;;;;;;117.0;68.0;48.0;1.0;1302.0;2.0;1300.0;325.0;0.0;;;;;;;;;;;;
854;Deliveries for bunkers;2007 August;73.6;;;;;;;;;;;;;59.1;4.8;2.6;2.2;0.0;54.3;0.0;54.2;14.5;14.5;0.0;;;;;;;;;;;;;;;;112.0;61.0;51.0;0.0;1324.0;1.0;1323.0;334.0;0.0;;;;;;;;;;;;
855;Deliveries for bunkers;2007 September;72.6;;;;;;;;;;;;;59.2;5.0;2.5;2.4;0.1;54.3;0.1;54.2;13.4;13.4;0.0;;;;;;;;;;;;;;;;115.0;59.0;55.0;1.0;1323.0;3.0;1321.0;308.0;0.0;;;;;;;;;;;;
856;Deliveries for bunkers;2007 3rd quarter;218.7;;;;;;;;;;;;;176.6;14.7;8.0;6.6;0.1;161.9;0.2;161.7;42.1;42.1;0.0;;;;;;;;;;;;;;;;345.0;188.0;155.0;2.0;3949.0;5.0;3944.0;968.0;0.0;;;;;;;;;;;;
857;Deliveries for bunkers;2007 October;69.8;;;;;;;;;;;;;56.6;5.2;2.6;2.5;0.1;51.6;0.4;51.1;13.2;13.2;0.0;;;;;;;;;;;;;;;;119.0;60.0;58.0;1.0;1257.0;10.0;1247.0;303.0;0.0;;;;;;;;;;;;
858;Deliveries for bunkers;2007 November;64.8;;;;;;;;;;;;;52.1;5.1;3.0;2.0;0.1;46.9;0.4;46.5;12.7;12.7;0.0;;;;;;;;;;;;;;;;120.0;71.0;47.0;2.0;1145.0;10.0;1135.0;292.0;0.0;;;;;;;;;;;;
859;Deliveries for bunkers;2007 December;66.1;;;;;;;;;;;;;53.6;4.9;3.0;1.8;0.1;48.7;0.1;48.6;12.5;12.5;0.0;;;;;;;;;;;;;;;;114.0;70.0;42.0;2.0;1187.0;1.0;1186.0;287.0;0.0;;;;;;;;;;;;
860;Deliveries for bunkers;2007 4th quarter;200.6;;;;;;;;;;;;;162.3;15.1;8.6;6.3;0.2;147.2;0.9;146.3;38.4;38.4;0.0;;;;;;;;;;;;;;;;352.0;201.0;146.0;5.0;3590.0;21.0;3568.0;882.0;0.0;;;;;;;;;;;;
861;Deliveries for bunkers;2007;829.4;;;;;;;;;;;;;673.9;60.5;33.2;26.3;1.0;613.4;1.4;612.0;155.5;155.5;0.0;;;;;;;;;;;;;;;;1417.0;779.0;615.0;23.0;14962.0;35.0;14927.0;3575.0;0.0;;;;;;;;;;;;
862;Deliveries for bunkers;2008 January;67.5;;;;;;;;;;;;;54.8;5.1;3.0;2.0;0.1;49.6;;49.6;12.7;12.7;0.0;;;;;;;;;;;;;;;;122.0;71.0;48.0;3.0;1209.0;;1209.0;293.0;0.0;;;;;;;;;;;;
863;Deliveries for bunkers;2008 February;66.4;;;;;;;;;;;;;54.7;5.4;2.7;2.4;0.3;49.3;;49.3;11.7;11.7;0.0;;;;;;;;;;;;;;;;126.0;64.0;55.0;7.0;1202.0;;1202.0;269.0;0.0;;;;;;;;;;;;
864;Deliveries for bunkers;2008 March;71.1;;;;;;;;;;;;;58.6;5.1;2.8;2.2;0.1;53.5;0.5;53.1;12.5;12.5;0.0;;;;;;;;;;;;;;;;119.0;65.0;52.0;2.0;1305.0;11.0;1294.0;287.0;0.0;;;;;;;;;;;;
865;Deliveries for bunkers;2008 1st quarter;205.0;;;;;;;;;;;;;168.1;15.7;8.6;6.6;0.5;152.4;0.5;151.9;36.9;36.9;0.0;;;;;;;;;;;;;;;;367.0;200.0;155.0;12.0;3717.0;11.0;3706.0;848.0;0.0;;;;;;;;;;;;
866;Deliveries for bunkers;2008 April;65.7;;;;;;;;;;;;;54.0;4.8;2.9;1.8;0.1;49.2;0.3;48.9;11.6;11.6;0.0;;;;;;;;;;;;;;;;113.0;68.0;43.0;2.0;1201.0;8.0;1193.0;267.0;0.0;;;;;;;;;;;;
867;Deliveries for bunkers;2008 May;66.4;;;;;;;;;;;;;52.9;4.6;2.7;1.9;0.0;48.2;;48.2;13.5;13.5;0.0;;;;;;;;;;;;;;;;109.0;64.0;45.0;0.0;1176.0;;1176.0;311.0;0.0;;;;;;;;;;;;
868;Deliveries for bunkers;2008 June;64.5;;;;;;;;;;;;;49.9;4.6;2.7;1.9;0.0;45.3;;45.3;14.6;14.6;0.0;;;;;;;;;;;;;;;;107.0;62.0;45.0;0.0;1104.0;;1104.0;336.0;0.0;;;;;;;;;;;;
869;Deliveries for bunkers;2008 2nd quarter;196.5;;;;;;;;;;;;;156.8;14.1;8.3;5.7;0.1;142.7;0.3;142.4;39.7;39.7;0.0;;;;;;;;;;;;;;;;330.0;194.0;133.0;3.0;3481.0;8.0;3473.0;913.0;0.0;;;;;;;;;;;;
870;Deliveries for bunkers;2008 July;69.0;;;;;;;;;;;;;54.2;5.0;2.8;2.1;0.1;49.1;;49.1;14.8;14.8;0.0;;;;;;;;;;;;;;;;118.0;66.0;50.0;2.0;1199.0;;1199.0;340.0;0.0;;;;;;;;;;;;
871;Deliveries for bunkers;2008 August;73.5;;;;;;;;;;;;;59.2;5.1;2.8;2.3;0.0;54.1;;54.1;14.3;14.3;0.0;;;;;;;;;;;;;;;;121.0;67.0;53.0;1.0;1319.0;;1319.0;328.0;0.0;;;;;;;;;;;;
872;Deliveries for bunkers;2008 September;67.7;;;;;;;;;;;;;54.2;5.1;2.8;2.2;0.1;49.2;0.0;49.1;13.5;13.5;0.0;;;;;;;;;;;;;;;;118.0;65.0;52.0;1.0;1199.0;1.0;1199.0;311.0;0.0;;;;;;;;;;;;
873;Deliveries for bunkers;2008 3rd quarter;210.2;;;;;;;;;;;;;167.6;15.2;8.4;6.6;0.2;152.4;0.0;152.4;42.5;42.5;0.0;;;;;;;;;;;;;;;;357.0;198.0;155.0;4.0;3717.0;1.0;3716.0;978.0;0.0;;;;;;;;;;;;
874;Deliveries for bunkers;2008 October;63.8;;;;;;;;;;;;;49.9;4.8;2.7;2.1;0.0;45.0;;45.0;13.9;13.9;0.0;;;;;;;;;;;;;;;;114.0;64.0;50.0;0.0;1099.0;;1099.0;319.0;0.0;;;;;;;;;;;;
875;Deliveries for bunkers;2008 November;67.3;;;;;;;;;;;;;54.8;5.4;3.2;2.1;0.1;49.5;;49.5;12.5;12.5;0.0;;;;;;;;;;;;;;;;126.0;75.0;49.0;2.0;1207.0;;1207.0;287.0;0.0;;;;;;;;;;;;
876;Deliveries for bunkers;2008 December;64.2;;;;;;;;;;;;;52.2;5.0;2.9;2.1;0.0;47.2;0.1;47.1;12.0;12.0;0.0;;;;;;;;;;;;;;;;119.0;69.0;50.0;0.0;1150.0;2.0;1149.0;276.0;0.0;;;;;;;;;;;;
877;Deliveries for bunkers;2008 4th quarter;195.3;;;;;;;;;;;;;157.0;15.3;8.9;6.3;0.1;141.7;0.1;141.6;38.3;38.3;0.0;;;;;;;;;;;;;;;;358.0;208.0;148.0;2.0;3456.0;2.0;3455.0;881.0;0.0;;;;;;;;;;;;
878;Deliveries for bunkers;2008;807.0;;;;;;;;;;;;;649.5;60.3;34.2;25.2;0.9;589.2;0.9;588.3;157.5;157.5;0.0;;;;;;;;;;;;;;;;1412.0;800.0;591.0;21.0;14371.0;22.0;14349.0;3621.0;0.0;;;;;;;;;;;;
879;Deliveries for bunkers;2009 January;68.4;;;;;;;;;;;;;56.1;4.4;2.4;2.0;0.0;51.7;0.2;51.5;12.3;12.3;0.0;;;;;;;;;;;;;;;;103.0;56.0;47.0;0.0;1260.0;4.0;1256.0;283.0;0.0;;;;;;;;;;;;
880;Deliveries for bunkers;2009 February;61.0;;;;;;;;;;;;;50.9;3.7;2.3;1.4;0.0;47.1;0.4;46.7;10.1;10.1;0.0;;;;;;;;;;;;;;;;88.0;55.0;33.0;0.0;1149.0;9.0;1140.0;232.0;0.0;;;;;;;;;;;;
881;Deliveries for bunkers;2009 March;53.7;;;;;;;;;;;;;42.6;4.3;2.5;1.8;0.0;38.3;0.3;38.0;11.1;11.1;0.0;;;;;;;;;;;;;;;;101.0;58.0;43.0;0.0;934.0;6.0;928.0;255.0;0.0;;;;;;;;;;;;
882;Deliveries for bunkers;2009 1st quarter;183.1;;;;;;;;;;;;;149.6;12.5;7.2;5.3;0.0;137.1;0.8;136.3;33.5;33.5;0.0;;;;;;;;;;;;;;;;294.0;169.0;124.0;1.0;3343.0;20.0;3323.0;770.0;0.0;;;;;;;;;;;;
883;Deliveries for bunkers;2009 April;57.9;;;;;;;;;;;;;46.2;4.2;2.5;1.7;0.0;42.0;0.5;41.4;11.7;11.7;0.0;;;;;;;;;;;;;;;;99.0;58.0;41.0;0.0;1023.0;13.0;1010.0;269.0;0.0;;;;;;;;;;;;
884;Deliveries for bunkers;2009 May;60.1;;;;;;;;;;;;;47.9;4.8;2.5;2.3;0.0;43.1;0.4;42.7;12.3;12.3;0.0;;;;;;;;;;;;;;;;112.0;59.0;53.0;0.0;1051.0;10.0;1041.0;282.0;0.0;;;;;;;;;;;;
885;Deliveries for bunkers;2009 June;57.9;;;;;;;;;;;;;45.7;4.1;2.3;1.8;0.0;41.6;0.3;41.3;12.2;12.2;0.0;;;;;;;;;;;;;;;;96.0;55.0;41.0;0.0;1015.0;9.0;1007.0;280.0;0.0;;;;;;;;;;;;
886;Deliveries for bunkers;2009 2nd quarter;175.9;;;;;;;;;;;;;139.8;13.1;7.3;5.8;0.0;126.7;1.3;125.4;36.1;36.1;0.0;;;;;;;;;;;;;;;;308.0;172.0;135.0;1.0;3090.0;32.0;3058.0;831.0;0.0;;;;;;;;;;;;
887;Deliveries for bunkers;2009 July;59.5;;;;;;;;;;;;;47.1;4.4;2.5;1.9;0.0;42.6;0.3;42.3;12.4;12.4;0.0;;;;;;;;;;;;;;;;104.0;59.0;45.0;0.0;1040.0;7.0;1033.0;285.0;0.0;;;;;;;;;;;;
888;Deliveries for bunkers;2009 August;56.5;;;;;;;;;;;;;42.8;4.4;2.4;2.0;0.0;38.4;-1.2;39.6;13.7;13.7;0.0;;;;;;;;;;;;;;;;102.0;56.0;46.0;0.0;936.0;-29.0;966.0;316.0;0.0;;;;;;;;;;;;
889;Deliveries for bunkers;2009 September;66.1;;;;;;;;;;;;;52.6;4.5;2.6;1.9;0.0;48.2;0.4;47.8;13.5;13.5;0.0;;;;;;;;;;;;;;;;105.0;60.0;44.0;1.0;1175.0;10.0;1166.0;310.0;0.0;;;;;;;;;;;;
890;Deliveries for bunkers;2009 3rd quarter;182.1;;;;;;;;;;;;;142.5;13.3;7.5;5.8;0.0;129.2;-0.5;129.7;39.6;39.6;0.0;;;;;;;;;;;;;;;;312.0;176.0;135.0;1.0;3151.0;-13.0;3164.0;910.0;0.0;;;;;;;;;;;;
891;Deliveries for bunkers;2009 October;64.8;;;;;;;;;;;;;52.5;4.6;2.9;1.7;0.0;48.0;0.1;47.8;12.3;12.3;0.0;;;;;;;;;;;;;;;;107.0;67.0;40.0;0.0;1170.0;3.0;1167.0;283.0;0.0;;;;;;;;;;;;
892;Deliveries for bunkers;2009 November;58.3;;;;;;;;;;;;;45.9;4.7;2.9;1.8;0.0;41.2;0.0;41.2;12.4;12.4;0.0;;;;;;;;;;;;;;;;110.0;67.0;43.0;0.0;1005.0;0.0;1005.0;285.0;0.0;;;;;;;;;;;;
893;Deliveries for bunkers;2009 December;61.2;;;;;;;;;;;;;48.7;5.0;2.8;2.2;0.0;43.6;0.0;43.6;12.5;12.5;0.0;;;;;;;;;;;;;;;;118.0;66.0;52.0;0.0;1065.0;1.0;1064.0;287.0;0.0;;;;;;;;;;;;
894;Deliveries for bunkers;2009 4th quarter;184.3;;;;;;;;;;;;;147.1;14.3;8.5;5.8;0.0;132.8;0.2;132.7;37.2;37.2;0.0;;;;;;;;;;;;;;;;335.0;200.0;135.0;0.0;3240.0;4.0;3236.0;855.0;0.0;;;;;;;;;;;;
895;Deliveries for bunkers;2009;740.6;;;;;;;;;;;;;594.2;53.3;30.6;22.6;0.1;540.9;1.8;539.1;146.4;146.4;0.0;;;;;;;;;;;;;;;;1248.0;717.0;529.0;2.0;13193.0;43.0;13150.0;3366.0;0.0;;;;;;;;;;;;
896;Deliveries for bunkers;2010 January;59.4;;;;;;;;;;;;;48.9;4.8;2.6;2.2;0.0;44.2;0.1;44.1;10.5;10.5;0.0;;;;;;;;;;;;;;;;112.0;61.0;51.0;0.0;1077.0;2.0;1075.0;240.0;0.0;;;;;;;;;;;;
897;Deliveries for bunkers;2010 February;53.7;;;;;;;;;;;;;43.6;5.1;2.5;2.6;0.0;38.5;0.1;38.4;10.1;10.1;0.0;;;;;;;;;;;;;;;;118.0;58.0;60.0;0.0;939.0;3.0;936.0;233.0;0.0;;;;;;;;;;;;
898;Deliveries for bunkers;2010 March;62.1;;;;;;;;;;;;;51.1;6.2;3.1;3.1;0.0;44.9;;44.9;11.1;11.1;0.0;;;;;;;;;;;;;;;;144.0;72.0;72.0;0.0;1095.0;;1095.0;255.0;0.0;;;;;;;;;;;;
899;Deliveries for bunkers;2010 1st quarter;175.2;;;;;;;;;;;;;143.6;16.1;8.2;7.9;0.0;127.5;0.2;127.4;31.7;31.7;0.0;;;;;;;;;;;;;;;;375.0;191.0;184.0;0.0;3111.0;5.0;3106.0;728.0;0.0;;;;;;;;;;;;
900;Deliveries for bunkers;2010 April;55.1;;;;;;;;;;;;;45.2;5.7;2.8;2.9;0.0;39.6;0.5;39.1;9.9;9.9;0.0;;;;;;;;;;;;;;;;132.0;65.0;67.0;0.0;965.0;13.0;953.0;228.0;0.0;;;;;;;;;;;;
901;Deliveries for bunkers;2010 May;62.6;;;;;;;;;;;;;49.4;5.8;2.9;2.9;0.0;43.7;1.9;41.7;13.2;13.2;0.0;;;;;;;;;;;;;;;;134.0;67.0;67.0;0.0;1065.0;47.0;1017.0;304.0;0.0;;;;;;;;;;;;
902;Deliveries for bunkers;2010 June;61.8;;;;;;;;;;;;;48.9;6.2;2.8;3.4;0.0;42.7;7.6;35.2;12.9;12.9;0.0;;;;;;;;;;;;;;;;145.0;66.0;79.0;0.0;1042.0;184.0;858.0;297.0;0.0;;;;;;;;;;;;
903;Deliveries for bunkers;2010 2nd quarter;179.7;;;;;;;;;;;;;143.7;17.6;8.5;9.1;0.0;126.1;10.0;116.0;36.0;36.0;0.0;;;;;;;;;;;;;;;;413.0;199.0;213.0;1.0;3075.0;244.0;2830.0;828.0;0.0;;;;;;;;;;;;
904;Deliveries for bunkers;2010 July;61.9;;;;;;;;;;;;;47.8;5.6;2.9;2.7;0.0;42.2;10.6;31.6;14.2;14.2;0.0;;;;;;;;;;;;;;;;130.0;68.0;62.0;0.0;1029.0;258.0;772.0;326.0;0.0;;;;;;;;;;;;
905;Deliveries for bunkers;2010 August;63.0;;;;;;;;;;;;;50.0;5.1;2.6;2.5;0.0;44.9;10.3;34.5;13.1;13.1;0.0;;;;;;;;;;;;;;;;120.0;62.0;58.0;0.0;1094.0;252.0;842.0;300.0;0.0;;;;;;;;;;;;
906;Deliveries for bunkers;2010 September;63.3;;;;;;;;;;;;;50.7;5.1;2.7;2.4;0.0;45.6;8.9;36.6;12.6;12.6;0.0;;;;;;;;;;;;;;;;120.0;64.0;56.0;0.0;1112.0;218.0;894.0;289.0;0.0;;;;;;;;;;;;
907;Deliveries for bunkers;2010 3rd quarter;188.2;;;;;;;;;;;;;148.4;15.8;8.3;7.5;0.0;132.6;29.8;102.8;39.8;39.8;0.0;;;;;;;;;;;;;;;;370.0;194.0;176.0;0.0;3235.0;728.0;2507.0;915.0;0.0;;;;;;;;;;;;
908;Deliveries for bunkers;2010 October;62.4;;;;;;;;;;;;;49.3;5.2;2.9;2.3;0.0;44.1;11.0;33.1;13.1;13.1;0.0;;;;;;;;;;;;;;;;121.0;67.0;54.0;0.0;1077.0;269.0;808.0;301.0;0.0;;;;;;;;;;;;
909;Deliveries for bunkers;2010 November;60.5;;;;;;;;;;;;;49.1;5.3;2.7;2.6;0.0;43.7;10.3;33.3;11.4;11.4;0.0;;;;;;;;;;;;;;;;126.0;64.0;62.0;0.0;1065.0;252.0;813.0;262.0;0.0;;;;;;;;;;;;
910;Deliveries for bunkers;2010 December;60.8;;;;;;;;;;;;;49.8;5.7;2.8;2.9;0.0;44.1;11.3;32.8;11.0;11.0;0.0;;;;;;;;;;;;;;;;133.0;66.0;67.0;0.0;1076.0;275.0;800.0;253.0;0.0;;;;;;;;;;;;
911;Deliveries for bunkers;2010 4th quarter;183.6;;;;;;;;;;;;;148.2;16.4;8.4;8.0;0.0;131.8;32.6;99.1;35.5;35.5;0.0;;;;;;;;;;;;;;;;384.0;197.0;187.0;0.0;3213.0;796.0;2417.0;815.0;0.0;;;;;;;;;;;;
912;Deliveries for bunkers;2010;725.9;;;;;;;;;;;;;583.0;65.8;33.3;32.4;0.1;517.2;72.7;444.5;143.0;143.0;0.0;;;;;;;;;;;;;;;;1541.0;780.0;760.0;1.0;12614.0;1773.0;10841.0;3286.0;0.0;;;;;;;;;;;;
913;Deliveries for bunkers;2011 January;62.9;;;;;;;;;;;;;51.4;5.4;2.1;3.3;0.0;45.9;10.7;35.3;11.6;11.6;0.0;;;;;;;;;;;;;;;;126.0;48.0;78.0;0.0;1121.0;260.0;860.0;266.0;0.0;;;;;;;;;;;;
914;Deliveries for bunkers;2011 February;52.8;;;;;;;;;;;;;42.7;5.1;2.3;2.8;0.0;37.6;9.6;27.9;10.1;10.1;0.0;;;;;;;;;;;;;;;;120.0;54.0;66.0;0.0;916.0;234.0;682.0;232.0;0.0;;;;;;;;;;;;
915;Deliveries for bunkers;2011 March;64.0;;;;;;;;;;;;;52.3;5.9;2.7;3.2;0.0;46.4;11.7;34.7;11.7;11.7;0.0;;;;;;;;;;;;;;;;139.0;64.0;75.0;0.0;1131.0;285.0;846.0;270.0;0.0;;;;;;;;;;;;
916;Deliveries for bunkers;2011 1st quarter;179.8;;;;;;;;;;;;;146.4;16.5;7.1;9.4;0.0;129.9;32.0;97.9;33.4;33.4;0.0;;;;;;;;;;;;;;;;387.0;166.0;220.0;1.0;3168.0;780.0;2388.0;768.0;0.0;;;;;;;;;;;;
917;Deliveries for bunkers;2011 April;61.7;;;;;;;;;;;;;49.3;5.6;2.5;3.1;0.0;43.6;10.2;33.4;12.5;12.5;0.0;;;;;;;;;;;;;;;;132.0;60.0;71.0;1.0;1064.0;250.0;814.0;287.0;0.0;;;;;;;;;;;;
918;Deliveries for bunkers;2011 May;71.5;;;;;;;;;;;;;58.3;5.7;2.6;3.1;0.0;52.6;12.9;39.7;13.2;13.2;0.0;;;;;;;;;;;;;;;;134.0;60.0;74.0;0.0;1283.0;316.0;967.0;304.0;0.0;;;;;;;;;;;;
919;Deliveries for bunkers;2011 June;67.3;;;;;;;;;;;;;54.4;5.6;2.7;2.9;0.0;48.7;11.8;37.0;13.0;13.0;0.0;;;;;;;;;;;;;;;;132.0;63.0;69.0;0.0;1189.0;287.0;901.0;298.0;0.0;;;;;;;;;;;;
920;Deliveries for bunkers;2011 2nd quarter;200.6;;;;;;;;;;;;;161.9;17.0;7.8;9.1;0.1;145.0;35.0;110.0;38.7;38.7;0.0;;;;;;;;;;;;;;;;397.0;182.0;214.0;1.0;3536.0;853.0;2683.0;889.0;0.0;;;;;;;;;;;;
921;Deliveries for bunkers;2011 July;69.5;;;;;;;;;;;;;55.3;5.7;2.6;3.1;0.0;49.6;9.5;40.1;14.1;14.1;0.0;;;;;;;;;;;;;;;;134.0;62.0;72.0;0.0;1210.0;232.0;979.0;325.0;0.0;;;;;;;;;;;;
922;Deliveries for bunkers;2011 August;66.0;;;;;;;;;;;;;52.2;5.5;2.6;2.9;0.0;46.7;8.9;37.9;13.7;13.7;0.0;;;;;;;;;;;;;;;;129.0;60.0;69.0;0.0;1139.0;216.0;923.0;316.0;0.0;;;;;;;;;;;;
923;Deliveries for bunkers;2011 September;67.6;;;;;;;;;;;;;54.8;5.6;2.6;3.0;0.0;49.1;8.8;40.3;12.9;12.9;0.0;;;;;;;;;;;;;;;;130.0;61.0;69.0;0.0;1199.0;215.0;983.0;297.0;0.0;;;;;;;;;;;;
924;Deliveries for bunkers;2011 3rd quarter;203.1;;;;;;;;;;;;;162.3;16.9;7.8;9.0;0.1;145.5;27.2;118.3;40.8;40.8;0.0;;;;;;;;;;;;;;;;395.0;183.0;211.0;1.0;3548.0;663.0;2885.0;937.0;0.0;;;;;;;;;;;;
925;Deliveries for bunkers;2011 October;69.1;;;;;;;;;;;;;55.7;6.1;2.7;3.4;0.0;49.6;8.5;41.1;13.4;13.4;0.0;;;;;;;;;;;;;;;;143.0;63.0;80.0;0.0;1210.0;207.0;1003.0;308.0;0.0;;;;;;;;;;;;
926;Deliveries for bunkers;2011 November;60.5;;;;;;;;;;;;;49.4;6.2;2.6;3.6;0.0;43.3;9.8;33.5;11.1;11.1;0.0;;;;;;;;;;;;;;;;145.0;61.0;84.0;0.0;1055.0;239.0;816.0;254.0;0.0;;;;;;;;;;;;
927;Deliveries for bunkers;2011 December;67.0;;;;;;;;;;;;;55.7;5.6;2.5;3.1;0.0;50.1;9.1;41.0;11.2;11.2;0.0;;;;;;;;;;;;;;;;131.0;59.0;72.0;0.0;1222.0;222.0;1000.0;258.0;0.0;;;;;;;;;;;;
928;Deliveries for bunkers;2011 4th quarter;196.6;;;;;;;;;;;;;160.9;17.9;7.8;10.1;0.0;143.0;27.4;115.6;35.7;35.7;0.0;;;;;;;;;;;;;;;;419.0;183.0;235.0;1.0;3488.0;668.0;2819.0;820.0;0.0;;;;;;;;;;;;
929;Deliveries for bunkers;2011;780.0;;;;;;;;;;;;;631.5;68.2;30.5;37.5;0.2;563.3;121.5;441.8;148.5;148.5;0.0;;;;;;;;;;;;;;;;1597.0;714.0;879.0;4.0;13739.0;2964.0;10775.0;3414.0;0.0;;;;;;;;;;;;
930;Deliveries for bunkers;2012 January;64.3;;;;;;;;;;;;;53.6;5.7;2.7;3.0;0.0;47.9;8.0;39.8;10.7;10.7;0.0;;;;;;;;;;;;;;;;134.0;63.0;71.0;0.0;1167.0;196.0;971.0;247.0;0.0;;;;;;;;;;;;
931;Deliveries for bunkers;2012 February;57.8;;;;;;;;;;;;;47.5;5.6;2.8;2.8;0.0;41.9;8.2;33.8;10.3;10.3;0.0;;;;;;;;;;;;;;;;131.0;65.0;66.0;0.0;1022.0;199.0;823.0;237.0;0.0;;;;;;;;;;;;
932;Deliveries for bunkers;2012 March;57.4;;;;;;;;;;;;;46.0;6.0;2.9;3.1;0.0;40.0;7.4;32.6;11.4;11.4;0.0;;;;;;;;;;;;;;;;141.0;67.0;73.0;1.0;975.0;180.0;795.0;262.0;0.0;;;;;;;;;;;;
