ID;Airports;Periods;CrossCountryFlights_1;LocalFlights_2;TotalFlights_3;Scheduled_4;NonScheduled_5;TotalArrivalsFlights_6;Scheduled_7;NonScheduled_8;TotalDeparturesFlights_9;Scheduled_10;NonScheduled_11;TotalPassengers_12;Scheduled_13;NonScheduled_14;TotalArrivalsPassengers_15;Scheduled_16;NonScheduled_17;TotalDeparturesPassengers_18;Scheduled_19;NonScheduled_20;TotalCountryOfOriginDestination_21;EuropeTotal_22;EUCountries_23;OtherEurope_24;TotalIntercontinentalPassengers_25;Africa_26;NorthAfrica_27;WestAfrica_28;CentralAfrica_29;EastAfrica_30;SouthAfrica_31;America_32;NorthAmerica_33;CentralAmerica_34;SouthAmerica_35;Asia_36;WestAsia_37;SouthEastAsia_38;NorthEastAsia_39;Oceania_40;OtherUnknown_41;Unknown_42;TotalCargo_43;ScheduledCargo_44;NonScheduledCargo_45;TotalUnloadedCargo_46;ScheduledCargo_47;NonScheduledCargo_48;TotalLoadedCargo_49;ScheduledCargo_50;NonScheduledCargo_51;TotalCountryOfOriginDestination_52;EuropeTotalCargo_53;EUCountries_54;OtherEurope_55;TotalIntercontinentalCargo_56;Africa_57;NorthAfrica_58;WestAfrica_59;CentralAfrica_60;EastAfrica_61;SouthAfrica_62;America_63;NorthAmerica_64;CentralAmerica_65;SouthAmerica_66;Asia_67;WestAsia_68;SouthEastAsia_69;NorthEastAsia_70;Oceania_71;OtherUnknown_72;Unknown_73;TotalMail_74;ScheduledMail_75;NonScheduledCargoMail_76;TotalUnloadedMail_77;ScheduledMail_78;NonScheduledMail_79;TotalLoadedMail_80;ScheduledMail_81;NonScheduledMail_82;TotalCountryOfOriginDestination_83;EuropeTotalMail_84;EUCountries_85;OtherEurope_86;TotalIntercontinentalMail_87;Africa_88;NorthAfrica_89;WestAfrica_90;CentralAfrica_91;EastAfrica_92;SouthAfrica_93;America_94;NorthAmerica_95;CentralAmerica_96;SouthAmerica_97;Asia_98;WestAsia_99;SouthEastAsia_100;NorthEastAsia_101;Oceania_102
2120;Maastricht Aachen Airport;2018 3rd quarter;3130;876;1915;1647.0;268;958;823.0;135;957;824.0;133;134621;134262.0;359;64632;64375.0;257;69989;69887.0;102;134621;128371;104498;23873;6229;6229;6228;0;0;1;0;0;0;0;0;0;0;0;0;0;0;21;22905;22418;486;11527;11060;468;11377;11359;19;22905;13159;337;12822;9745;1833;0;302;0;1532;0;1139;839;198;102;6773;4500;0;2273;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2121;Maastricht Aachen Airport;2018 October;947;312;620;528.0;92;310;264.0;46;310;264.0;46;32462;29769.0;2693;17276;16080.0;1196;15186;13689.0;1497;32462;31964;24932;7032;496;496;496;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;12393;11788;605;6654;6393;261;5740;5395;344;12393;6711;122;6589;5682;476;3;132;0;341;0;424;202;223;0;4782;3031;0;1751;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2122;Maastricht Aachen Airport;2018 November;815;660;479;391.0;88;240;195.0;45;239;196.0;43;7528;6971.0;557;4505;4148.0;357;3023;2823.0;200;7528;6414;3679;2735;1114;1114;0;1114;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13974;13021;952;8127;7397;730;5847;5624;223;13974;6861;97;6764;7112;813;0;273;0;540;0;413;163;250;0;5886;3234;0;2653;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2123;Maastricht Aachen Airport;2018 December;680;364;436;352.0;84;219;176.0;43;217;176.0;41;5498;4238.0;1260;2797;1877.0;920;2701;2361.0;340;5498;3817;3768;49;1673;1671;0;1667;0;4;0;0;0;0;0;2;2;0;0;0;0;8;14164;13213;951;8065;7595;470;6099;5618;481;14164;7145;839;6306;7018;1544;147;185;0;979;232;310;111;199;0;5165;3670;0;1496;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2124;Maastricht Aachen Airport;2018 4th quarter;2442;1336;1535;1271.0;264;769;635.0;134;766;636.0;130;45488;40978.0;4510;24578;22105.0;2473;20910;18873.0;2037;45488;42195;32379;9816;3283;3281;496;2781;0;4;0;0;0;0;0;2;2;0;0;0;0;10;40531;38022;2509;22845;21385;1461;17685;16637;1048;40531;20718;1058;19660;19813;2833;150;590;0;1861;232;1146;475;671;0;15833;9934;0;5899;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2125;Maastricht Aachen Airport;2018;10434;5345;6017;5008.0;1009;3020;2501.0;519;2997;2507.0;490;275113;266319.0;8794;133472;128358.0;5114;141641;137961.0;3680;275113;263569;217610;45959;11489;11299;8507;2781;0;11;0;188;188;0;0;2;2;0;0;0;0;55;110823;106442;4381;57866;54927;2939;52958;51515;1442;110823;55836;2426;53411;54987;13290;201;1304;0;10545;1240;4097;2058;1169;870;37600;27489;0;10111;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2126;Maastricht Aachen Airport;2019 January;631;178;413;346.0;67;202;171.0;31;211;175.0;36;6140;5234.0;906;3411;2575.0;836;2729;2659.0;70;6140;3588;3415;173;2552;2548;0;2543;0;5;0;0;0;0;0;4;4;0;0;0;0;0;10802;10346;456;7283;6923;360;3519;3423;96;10802;4807;866;3942;5993;2154;360;113;0;1359;322;681;212;379;90;3158;3079;0;79;0;0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2127;Maastricht Aachen Airport;2019 February;759;164;456;356.0;100;227;177.0;50;229;179.0;50;6817;5543.0;1274;3319;2770.0;549;3498;2773.0;725;6817;4146;4144;2;2668;2668;0;2668;0;0;0;0;0;0;0;0;0;0;0;0;0;3;12526;10797;1728;8211;6799;1411;4315;3998;317;12526;4338;773;3565;8188;3886;249;129;0;3174;335;1535;743;405;387;2767;2405;0;362;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2128;Maastricht Aachen Airport;2019 March;1008;156;454;351.0;103;226;176.0;50;228;175.0;53;6914;6618.0;296;3556;3408.0;148;3358;3210.0;148;6914;4916;3487;1429;1998;1998;0;1998;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10654;10415;239;5744;5606;138;4910;4809;102;10654;4397;464;3933;6257;2357;184;164;0;1410;598;696;325;371;0;3204;2258;0;946;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2129;Maastricht Aachen Airport;2019 1st quarter;2398;498;1323;1053.0;270;655;524.0;131;668;529.0;139;19871;17395.0;2476;10286;8753.0;1533;9585;8642.0;943;19871;12650;11046;1604;7218;7214;0;7209;0;5;0;0;0;0;0;4;4;0;0;0;0;3;33981;31558;2423;21237;19329;1908;12744;12230;515;33981;13543;2103;11440;20438;8398;794;406;0;5942;1255;2911;1280;1155;476;9129;7742;0;1387;0;0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2130;Maastricht Aachen Airport;2019 April;1005;228;622;519.0;103;311;260.0;51;311;259.0;52;32795;32196.0;599;13965;13381.0;584;18830;18815.0;15;32795;31465;22388;9077;1329;1329;1329;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;11416;10175;1241;7549;6400;1148;3867;3774;93;11416;5119;92;5026;6297;3183;0;115;0;2814;254;997;77;166;753;2117;1923;0;194;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2131;Maastricht Aachen Airport;2019 May;1140;296;723;585.0;138;362;295.0;67;361;290.0;71;49734;46661.0;3073;24125;22898.0;1227;25609;23763.0;1846;49734;48641;37323;11318;1090;1090;1090;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;10892;10272;620;6230;5834;396;4662;4438;224;10892;5971;128;5844;4921;2844;0;102;0;2324;418;524;139;8;376;1553;1553;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2132;Maastricht Aachen Airport;2019 June;1094;294;678;562.0;116;336;280.0;56;342;282.0;60;50048;49177.0;871;24632;24069.0;563;25416;25108.0;308;50048;48328;37219;11109;1713;1711;1711;0;0;0;0;0;0;0;0;2;2;0;0;0;0;7;8081;7712;369;5503;5214;289;2579;2498;81;8081;3739;94;3645;4343;2795;0;72;0;2644;79;428;61;17;350;1121;1121;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2133;Maastricht Aachen Airport;2019 2nd quarter;3239;818;2023;1666.0;357;1009;835.0;174;1014;831.0;183;132577;128034.0;4543;62722;60348.0;2374;69855;67686.0;2169;132577;128434;96930;31504;4132;4130;4130;0;0;0;0;0;0;0;0;2;2;0;0;0;0;11;30390;28159;2231;19281;17449;1833;11108;10710;398;30390;14829;314;14515;15561;8822;0;289;0;7782;750;1949;278;191;1480;4791;4597;0;194;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2134;Maastricht Aachen Airport;2019 July;1209;260;808;689.0;119;403;344.0;59;405;345.0;60;69715;69570.0;145;31761;31660.0;101;37954;37910.0;44;69715;65026;46607;18419;4684;4684;4684;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;8248;8177;71;5096;5026;71;3151;3151;0;8248;4859;106;4753;3389;1848;0;74;0;1774;0;328;10;50;268;1213;1213;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2135;Maastricht Aachen Airport;2019 August;1017;270;713;602.0;111;355;301.0;54;358;301.0;57;76289;76273.0;16;39711;39700.0;11;36578;36573.0;5;76289;70281;48990;21291;5998;5998;5998;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;4682;4537;145;2810;2737;74;1872;1800;71;4682;2857;90;2767;1825;1064;0;80;0;984;0;340;13;0;328;421;421;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2136;Maastricht Aachen Airport;2019 September;1009;180;641;481.0;160;324;240.0;84;317;241.0;76;59255;56717.0;2538;30421;29243.0;1178;28834;27474.0;1360;59255;56272;41350;14922;2983;2983;2983;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3818;3817;1;2037;2037;0;1781;1780;1;3818;2724;89;2635;1094;322;0;36;0;286;0;316;8;0;308;455;365;0;90;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2137;Maastricht Aachen Airport;2019 3rd quarter;3235;710;2162;1772.0;390;1082;885.0;197;1080;887.0;193;205259;202560.0;2699;101893;100603.0;1290;103366;101957.0;1409;205259;191579;136947;54632;13665;13665;13665;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;16748;16531;217;9944;9799;144;6804;6732;72;16748;10441;285;10156;6307;3234;0;190;0;3043;0;984;31;50;903;2089;1999;0;90;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2138;Maastricht Aachen Airport;2019 October;931;186;616;490.0;126;313;245.0;68;303;245.0;58;46190;44946.0;1244;25714;25025.0;689;20476;19921.0;555;46190;42918;30531;12387;3271;3271;3271;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;6548;6094;454;3536;3233;302;3012;2860;152;6548;3301;124;3177;3247;511;0;85;0;425;0;479;38;0;441;2257;1968;0;289;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2139;Maastricht Aachen Airport;2019 November;861;293;564;419.0;145;279;211.0;68;285;208.0;77;16446;15031.0;1415;8551;7779.0;772;7895;7252.0;643;16446;12120;9140;2980;4326;4326;2921;1405;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11781;11438;343;7318;7159;159;4463;4279;184;11781;4335;105;4230;7446;809;0;136;0;460;212;1251;113;0;1138;5387;4925;0;462;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2140;Maastricht Aachen Airport;2019 December;740;176;511;384.0;127;263;193.0;70;248;191.0;57;15634;13659.0;1975;8390;6783.0;1607;7244;6876.0;368;15634;10145;9425;720;5488;5488;3317;2171;0;0;0;0;0;0;0;0;0;0;0;0;0;1;12009;11028;981;6834;6353;481;5174;4674;500;12009;5730;65;5665;6279;1013;313;118;0;326;257;831;136;0;696;4434;4158;0;276;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2141;Maastricht Aachen Airport;2019 4th quarter;2532;655;1691;1293.0;398;855;649.0;206;836;644.0;192;78270;73636.0;4634;42655;39587.0;3068;35615;34049.0;1566;78270;65183;49096;16087;13085;13085;9509;3576;0;0;0;0;0;0;0;0;0;0;0;0;0;2;30338;28559;1778;17688;16746;942;12650;11814;836;30338;13366;293;13073;16972;2332;313;340;0;1211;469;2561;286;0;2275;12078;11051;0;1027;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2142;Maastricht Aachen Airport;2019;11404;2681;7199;5784.0;1415;3601;2893.0;708;3598;2891.0;707;435977;421625.0;14352;217556;209291.0;8265;218421;212334.0;6087;435977;397846;294019;103827;38100;38094;27304;10785;0;5;0;0;0;0;0;6;6;0;0;0;0;31;111457;104808;6649;68150;63322;4828;43307;41486;1821;111457;52178;2995;49183;59278;22785;1107;1225;0;17978;2475;8406;1875;1396;5135;28087;25389;0;2698;0;0;1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2143;Maastricht Aachen Airport;2020 January;671;214;474;369.0;105;238;186.0;52;236;183.0;53;15115;13298.0;1817;8177;6424.0;1753;6938;6874.0;64;15115;9549;9055;494;5566;5566;3063;2503;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9174;8374;800;6210;5800;410;2964;2575;390;9174;3250;97;3153;5924;773;125;94;0;441;114;1257;253;0;1004;3894;3894;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2144;Maastricht Aachen Airport;2020 February;696;134;476;365.0;111;237;185.0;52;239;180.0;59;14354;13917.0;437;7233;6859.0;374;7121;7058.0;63;14354;8083;7046;1037;6271;6271;3087;3184;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10433;9828;606;6470;6235;235;3963;3592;371;10433;2996;93;2903;7438;1337;76;110;0;867;285;1732;59;31;1642;4368;4368;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2145;Maastricht Aachen Airport;2020 March;787;146;485;320.0;165;236;161.0;75;249;159.0;90;7242;7055.0;187;4398;4305.0;93;2844;2750.0;94;7242;4364;3655;709;2873;2871;1859;1012;0;0;0;0;0;0;0;2;2;0;0;0;0;5;7514;6940;574;3840;3560;279;3675;3380;295;7514;2487;142;2345;5028;335;3;121;0;0;210;1346;1076;20;250;3347;3347;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2146;Maastricht Aachen Airport;2020 1st quarter;2154;494;1435;1054.0;381;711;532.0;179;724;522.0;202;36711;34270.0;2441;19808;17588.0;2220;16903;16682.0;221;36711;21996;19756;2240;14710;14708;8009;6699;0;0;0;0;0;0;0;2;2;0;0;0;0;5;27122;25142;1979;16519;15595;924;10602;9547;1055;27122;8733;332;8401;18389;2445;203;325;0;1308;609;4335;1388;51;2897;11609;11609;0;0;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2147;Maastricht Aachen Airport;2020 April;414;92;329;209.0;120;162;104.0;58;167;105.0;62;5;0.0;5;0;0.0;0;5;0.0;5;5;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;10165;7824;2341;5999;4357;1642;4165;3467;699;10165;2403;92;2311;7762;727;0;308;0;355;65;1488;1193;49;246;5547;5064;0;483;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2148;Maastricht Aachen Airport;2020 May;627;230;452;309.0;143;226;156.0;70;226;153.0;73;4;0.0;4;2;0.0;2;2;0.0;2;4;4;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12780;10289;2491;7294;5704;1591;5485;4585;900;12780;2352;87;2265;10428;964;0;235;0;729;0;3042;2816;0;226;6422;5716;0;705;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2149;Maastricht Aachen Airport;2020 June;751;282;489;374.0;115;246;185.0;61;243;189.0;54;389;159.0;230;188;1.0;187;201;158.0;43;389;384;384;0;3;0;0;0;0;0;0;0;0;0;0;3;0;0;3;0;0;2;13528;11775;1753;7018;5761;1257;6511;6014;497;13528;2056;101;1955;11473;1733;0;214;0;1267;253;3669;2883;188;598;6070;5022;0;1048;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2150;Maastricht Aachen Airport;2020 2nd quarter;1792;604;1270;892.0;378;634;445.0;189;636;447.0;189;398;159.0;239;190;1.0;189;208;158.0;50;398;391;391;0;3;0;0;0;0;0;0;0;0;0;0;3;0;0;3;0;0;4;36473;29888;6585;20312;15822;4490;16161;14066;2095;36473;6811;280;6531;29662;3424;0;756;0;2350;317;8199;6892;237;1069;18039;15802;0;2237;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2151;Maastricht Aachen Airport;2020 July;961;290;621;506.0;115;311;253.0;58;310;253.0;57;12952;12948.0;4;5620;5618.0;2;7332;7330.0;2;12952;12952;12952;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13050;12293;756;6902;6472;430;6148;5821;327;13050;2113;134;1980;10936;1544;1;320;0;1223;0;3251;2752;13;486;6142;5813;40;289;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2152;Maastricht Aachen Airport;2020 August;938;196;615;475.0;140;310;238.0;72;305;237.0;68;16818;16018.0;800;9354;9203.0;151;7464;6815.0;649;16818;16814;16814;0;4;0;0;0;0;0;0;4;0;4;0;0;0;0;0;0;0;0;13194;12011;1182;7541;6503;1038;5652;5508;144;13194;2136;141;1995;11058;691;12;227;0;452;0;2398;1974;38;386;7969;7026;57;886;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2153;Maastricht Aachen Airport;2020 September;849;278;516;399.0;117;257;199.0;58;259;200.0;59;5511;5504.0;7;3189;3183.0;6;2322;2321.0;1;5511;5510;5510;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;10568;10111;457;6223;5766;457;4345;4345;0;10568;2109;123;1986;8459;551;0;157;0;393;0;1206;813;56;337;6702;5900;0;802;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2154;Maastricht Aachen Airport;2020 3rd quarter;2748;764;1752;1380.0;372;878;690.0;188;874;690.0;184;35281;34470.0;811;18163;18004.0;159;17118;16466.0;652;35281;35276;35276;0;5;1;0;0;0;1;0;4;0;4;0;0;0;0;0;0;0;0;36811;34416;2396;20666;18742;1924;16145;15674;471;36811;6358;398;5960;30453;2786;13;705;0;2068;0;6855;5540;107;1208;20813;18739;96;1978;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2155;Maastricht Aachen Airport;2020 October;815;292;587;473.0;114;292;237.0;55;295;236.0;59;4710;4462.0;248;2583;2405.0;178;2127;2057.0;70;4710;4710;4706;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;12969;12387;582;7750;7168;582;5219;5219;0;12969;2242;112;2131;10727;555;0;100;0;455;0;1570;1145;0;425;8602;6730;0;1872;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2156;Maastricht Aachen Airport;2020 November;780;430;548;423.0;125;277;211.0;66;271;212.0;59;2139;2136.0;3;1270;1267.0;3;869;869.0;0;2139;2137;2137;0;2;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;12034;10803;1232;7599;6504;1095;4435;4299;136;12034;3037;123;2914;8997;139;0;119;0;20;0;1050;418;1;630;7809;6715;15;1079;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2157;Maastricht Aachen Airport;2020 December;673;106;535;375.0;160;274;189.0;85;261;186.0;75;1841;1834.0;7;765;761.0;4;1076;1073.0;3;1841;1840;1838;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;10575;9000;1575;6216;4945;1271;4359;4055;304;10575;3758;102;3656;6817;283;71;212;0;0;0;1344;502;67;775;5190;4514;63;613;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2158;Maastricht Aachen Airport;2020 4th quarter;2268;828;1670;1271.0;399;843;637.0;206;827;634.0;193;8690;8432.0;258;4618;4433.0;185;4072;3999.0;73;8690;8687;8681;6;2;0;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;1;35579;32190;3389;21565;18617;2948;14014;13573;441;35579;9037;337;8701;26541;976;71;431;0;474;0;3964;2066;68;1830;21601;17959;79;3564;0;0;0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
