ID;EnergyCommodities;SectorBranchesSIC2008;Periods;TotalEnergyConsumption_1;FinalEnergyConsumption_2;NonEnergyUse_3;NetEnergyTransformation_4;EnergyTransformationInput_5;EnergyTransformationOutput_6;TotalEnergyConsumption_7;IndigenousProduction_8;SupplyOfEnergy_9;DeliveryOfEnergy_10;StockChange_11
5882;Naphtha;22 Manufacture rubber, plastic products;2013;;;;;;;;;;;
5883;Naphtha;22 Manufacture rubber, plastic products;2014;;;;;;;;;;;
5884;Naphtha;22 Manufacture rubber, plastic products;2015;;;;;;;;;;;
5885;Naphtha;22 Manufacture rubber, plastic products;2016;;;;;;;;;;;
5886;Naphtha;23 Manufacture of building materials;2011;;;;;;;;;;;
5887;Naphtha;23 Manufacture of building materials;2012;;;;;;;;;;;
5888;Naphtha;23 Manufacture of building materials;2013;;;;;;;;;;;
5889;Naphtha;23 Manufacture of building materials;2014;;;;;;;;;;;
5890;Naphtha;23 Manufacture of building materials;2015;;;;;;;;;;;
5891;Naphtha;23 Manufacture of building materials;2016;;;;;;;;;;;
5892;Naphtha;231 Manufacture of glass ;2011;;;;;;;;;;;
5893;Naphtha;231 Manufacture of glass ;2012;;;;;;;;;;;
5894;Naphtha;231 Manufacture of glass ;2013;;;;;;;;;;;
5895;Naphtha;231 Manufacture of glass ;2014;;;;;;;;;;;
5896;Naphtha;231 Manufacture of glass ;2015;;;;;;;;;;;
5897;Naphtha;231 Manufacture of glass ;2016;;;;;;;;;;;
5898;Naphtha;232 Manufacture of refractory products;2011;;;;;;;;;;;
5899;Naphtha;232 Manufacture of refractory products;2012;;;;;;;;;;;
5900;Naphtha;232 Manufacture of refractory products;2013;;;;;;;;;;;
5901;Naphtha;232 Manufacture of refractory products;2014;;;;;;;;;;;
5902;Naphtha;232 Manufacture of refractory products;2015;;;;;;;;;;;
5903;Naphtha;232 Manufacture of refractory products;2016;;;;;;;;;;;
5904;Naphtha;233 Manufacture clay building materials;2011;;;;;;;;;;;
5905;Naphtha;233 Manufacture clay building materials;2012;;;;;;;;;;;
5906;Naphtha;233 Manufacture clay building materials;2013;;;;;;;;;;;
5907;Naphtha;233 Manufacture clay building materials;2014;;;;;;;;;;;
5908;Naphtha;233 Manufacture clay building materials;2015;;;;;;;;;;;
5909;Naphtha;233 Manufacture clay building materials;2016;;;;;;;;;;;
5910;Naphtha;234 Manufacture other ceramic products;2011;;;;;;;;;;;
5911;Naphtha;234 Manufacture other ceramic products;2012;;;;;;;;;;;
5912;Naphtha;234 Manufacture other ceramic products;2013;;;;;;;;;;;
5913;Naphtha;234 Manufacture other ceramic products;2014;;;;;;;;;;;
5914;Naphtha;234 Manufacture other ceramic products;2015;;;;;;;;;;;
5915;Naphtha;234 Manufacture other ceramic products;2016;;;;;;;;;;;
5916;Naphtha;235 Manufacture of cement, lime, plaster;2011;;;;;;;;;;;
5917;Naphtha;235 Manufacture of cement, lime, plaster;2012;;;;;;;;;;;
5918;Naphtha;235 Manufacture of cement, lime, plaster;2013;;;;;;;;;;;
5919;Naphtha;235 Manufacture of cement, lime, plaster;2014;;;;;;;;;;;
5920;Naphtha;235 Manufacture of cement, lime, plaster;2015;;;;;;;;;;;
5921;Naphtha;235 Manufacture of cement, lime, plaster;2016;;;;;;;;;;;
5922;Naphtha;236 Manufacture concrete etc. products;2011;;;;;;;;;;;
5923;Naphtha;236 Manufacture concrete etc. products;2012;;;;;;;;;;;
5924;Naphtha;236 Manufacture concrete etc. products;2013;;;;;;;;;;;
5925;Naphtha;236 Manufacture concrete etc. products;2014;;;;;;;;;;;
5926;Naphtha;236 Manufacture concrete etc. products;2015;;;;;;;;;;;
5927;Naphtha;236 Manufacture concrete etc. products;2016;;;;;;;;;;;
5928;Naphtha;237 Stone dressing;2011;;;;;;;;;;;
5929;Naphtha;237 Stone dressing;2012;;;;;;;;;;;
5930;Naphtha;237 Stone dressing;2013;;;;;;;;;;;
5931;Naphtha;237 Stone dressing;2014;;;;;;;;;;;
5932;Naphtha;237 Stone dressing;2015;;;;;;;;;;;
5933;Naphtha;237 Stone dressing;2016;;;;;;;;;;;
5934;Naphtha;239 Manufacture other mineral products;2011;;;;;;;;;;;
5935;Naphtha;239 Manufacture other mineral products;2012;;;;;;;;;;;
5936;Naphtha;239 Manufacture other mineral products;2013;;;;;;;;;;;
5937;Naphtha;239 Manufacture other mineral products;2014;;;;;;;;;;;
5938;Naphtha;239 Manufacture other mineral products;2015;;;;;;;;;;;
5939;Naphtha;239 Manufacture other mineral products;2016;;;;;;;;;;;
5940;Naphtha;24-30, 33 Metalectro;2011;;;;;;;;;;;
5941;Naphtha;24-30, 33 Metalectro;2012;;;;;;;;;;;
5942;Naphtha;24-30, 33 Metalectro;2013;;;;;;;;;;;
5943;Naphtha;24-30, 33 Metalectro;2014;;;;;;;;;;;
5944;Naphtha;24-30, 33 Metalectro;2015;;;;;;;;;;;
5945;Naphtha;24-30, 33 Metalectro;2016;;;;;;;;;;;
5946;Naphtha;24-25 Man. of basic metals and -products;2011;;;;;;;;;;;
5947;Naphtha;24-25 Man. of basic metals and -products;2012;;;;;;;;;;;
5948;Naphtha;24-25 Man. of basic metals and -products;2013;;;;;;;;;;;
5949;Naphtha;24-25 Man. of basic metals and -products;2014;;;;;;;;;;;
5950;Naphtha;24-25 Man. of basic metals and -products;2015;;;;;;;;;;;
5951;Naphtha;24-25 Man. of basic metals and -products;2016;;;;;;;;;;;
5952;Naphtha;24 Manufacture of basic metals;2011;;;;;;;;;;;
5953;Naphtha;24 Manufacture of basic metals;2012;;;;;;;;;;;
5954;Naphtha;24 Manufacture of basic metals;2013;;;;;;;;;;;
5955;Naphtha;24 Manufacture of basic metals;2014;;;;;;;;;;;
5956;Naphtha;24 Manufacture of basic metals;2015;;;;;;;;;;;
5957;Naphtha;24 Manufacture of basic metals;2016;;;;;;;;;;;
5958;Naphtha;25 Manufacture of metal products;2011;;;;;;;;;;;
5959;Naphtha;25 Manufacture of metal products;2012;;;;;;;;;;;
5960;Naphtha;25 Manufacture of metal products;2013;;;;;;;;;;;
5961;Naphtha;25 Manufacture of metal products;2014;;;;;;;;;;;
5962;Naphtha;25 Manufacture of metal products;2015;;;;;;;;;;;
5963;Naphtha;25 Manufacture of metal products;2016;;;;;;;;;;;
5964;Naphtha;26-28 Manufact of electronics, machinery;2011;;;;;;;;;;;
5965;Naphtha;26-28 Manufact of electronics, machinery;2012;;;;;;;;;;;
5966;Naphtha;26-28 Manufact of electronics, machinery;2013;;;;;;;;;;;
5967;Naphtha;26-28 Manufact of electronics, machinery;2014;;;;;;;;;;;
5968;Naphtha;26-28 Manufact of electronics, machinery;2015;;;;;;;;;;;
5969;Naphtha;26-28 Manufact of electronics, machinery;2016;;;;;;;;;;;
5970;Naphtha;26-27 Elektrical and electron. Industry;2011;;;;;;;;;;;
5971;Naphtha;26-27 Elektrical and electron. Industry;2012;;;;;;;;;;;
5972;Naphtha;26-27 Elektrical and electron. Industry;2013;;;;;;;;;;;
5973;Naphtha;26-27 Elektrical and electron. Industry;2014;;;;;;;;;;;
5974;Naphtha;26-27 Elektrical and electron. Industry;2015;;;;;;;;;;;
5975;Naphtha;26-27 Elektrical and electron. Industry;2016;;;;;;;;;;;
5976;Naphtha;26 Manufacture of electronic products;2011;;;;;;;;;;;
5977;Naphtha;26 Manufacture of electronic products;2012;;;;;;;;;;;
5978;Naphtha;26 Manufacture of electronic products;2013;;;;;;;;;;;
5979;Naphtha;26 Manufacture of electronic products;2014;;;;;;;;;;;
5980;Naphtha;26 Manufacture of electronic products;2015;;;;;;;;;;;
5981;Naphtha;26 Manufacture of electronic products;2016;;;;;;;;;;;
5982;Naphtha;27 Manufacture of electric equipment;2011;;;;;;;;;;;
5983;Naphtha;27 Manufacture of electric equipment;2012;;;;;;;;;;;
5984;Naphtha;27 Manufacture of electric equipment;2013;;;;;;;;;;;
5985;Naphtha;27 Manufacture of electric equipment;2014;;;;;;;;;;;
5986;Naphtha;27 Manufacture of electric equipment;2015;;;;;;;;;;;
5987;Naphtha;27 Manufacture of electric equipment;2016;;;;;;;;;;;
5988;Naphtha;28 Manufacture of machinery n.e.c.;2011;;;;;;;;;;;
5989;Naphtha;28 Manufacture of machinery n.e.c.;2012;;;;;;;;;;;
5990;Naphtha;28 Manufacture of machinery n.e.c.;2013;;;;;;;;;;;
5991;Naphtha;28 Manufacture of machinery n.e.c.;2014;;;;;;;;;;;
5992;Naphtha;28 Manufacture of machinery n.e.c.;2015;;;;;;;;;;;
5993;Naphtha;28 Manufacture of machinery n.e.c.;2016;;;;;;;;;;;
5994;Naphtha;29-30 Transport equipment;2011;;;;;;;;;;;
5995;Naphtha;29-30 Transport equipment;2012;;;;;;;;;;;
5996;Naphtha;29-30 Transport equipment;2013;;;;;;;;;;;
5997;Naphtha;29-30 Transport equipment;2014;;;;;;;;;;;
5998;Naphtha;29-30 Transport equipment;2015;;;;;;;;;;;
5999;Naphtha;29-30 Transport equipment;2016;;;;;;;;;;;
6000;Naphtha;29 Manufacture of cars and trailers;2011;;;;;;;;;;;
6001;Naphtha;29 Manufacture of cars and trailers;2012;;;;;;;;;;;
6002;Naphtha;29 Manufacture of cars and trailers;2013;;;;;;;;;;;
6003;Naphtha;29 Manufacture of cars and trailers;2014;;;;;;;;;;;
6004;Naphtha;29 Manufacture of cars and trailers;2015;;;;;;;;;;;
6005;Naphtha;29 Manufacture of cars and trailers;2016;;;;;;;;;;;
6006;Naphtha;30 Manufacture of other transport;2011;;;;;;;;;;;
6007;Naphtha;30 Manufacture of other transport;2012;;;;;;;;;;;
6008;Naphtha;30 Manufacture of other transport;2013;;;;;;;;;;;
6009;Naphtha;30 Manufacture of other transport;2014;;;;;;;;;;;
6010;Naphtha;30 Manufacture of other transport;2015;;;;;;;;;;;
6011;Naphtha;30 Manufacture of other transport;2016;;;;;;;;;;;
6012;Naphtha;31 Manufacture of furniture;2011;;;;;;;;;;;
6013;Naphtha;31 Manufacture of furniture;2012;;;;;;;;;;;
6014;Naphtha;31 Manufacture of furniture;2013;;;;;;;;;;;
6015;Naphtha;31 Manufacture of furniture;2014;;;;;;;;;;;
6016;Naphtha;31 Manufacture of furniture;2015;;;;;;;;;;;
6017;Naphtha;31 Manufacture of furniture;2016;;;;;;;;;;;
6018;Naphtha;32 Manufacture of other products;2011;;;;;;;;;;;
6019;Naphtha;32 Manufacture of other products;2012;;;;;;;;;;;
6020;Naphtha;32 Manufacture of other products;2013;;;;;;;;;;;
6021;Naphtha;32 Manufacture of other products;2014;;;;;;;;;;;
6022;Naphtha;32 Manufacture of other products;2015;;;;;;;;;;;
6023;Naphtha;32 Manufacture of other products;2016;;;;;;;;;;;
6024;Naphtha;33 Repair and installation of machinery;2011;;;;;;;;;;;
6025;Naphtha;33 Repair and installation of machinery;2012;;;;;;;;;;;
6026;Naphtha;33 Repair and installation of machinery;2013;;;;;;;;;;;
6027;Naphtha;33 Repair and installation of machinery;2014;;;;;;;;;;;
6028;Naphtha;33 Repair and installation of machinery;2015;;;;;;;;;;;
6029;Naphtha;33 Repair and installation of machinery;2016;;;;;;;;;;;
6030;Naphtha;Manufacturing unknown;2011;;;;;;;;;;;
6031;Naphtha;Manufacturing unknown;2012;;;;;;;;;;;
6032;Naphtha;Manufacturing unknown;2013;;;;;;;;;;;
6033;Naphtha;Manufacturing unknown;2014;;;;;;;;;;;
6034;Naphtha;Manufacturing unknown;2015;;;;;;;;;;;
6035;Naphtha;Manufacturing unknown;2016;;;;;;;;;;;
6036;Naphtha;D Energy supply;2011;;;;;;;;;;;
6037;Naphtha;D Energy supply;2012;;;;;;;;;;;
6038;Naphtha;D Energy supply;2013;;;;;;;;;;;
6039;Naphtha;D Energy supply;2014;;;;;;;;;;;
6040;Naphtha;D Energy supply;2015;;;;;;;;;;;
6041;Naphtha;D Energy supply;2016;;;;;;;;;;;
6042;Naphtha;E Water supply and waste management;2011;;;;;;;;;;;
6043;Naphtha;E Water supply and waste management;2012;;;;;;;;;;;
6044;Naphtha;E Water supply and waste management;2013;;;;;;;;;;;
6045;Naphtha;E Water supply and waste management;2014;;;;;;;;;;;
6046;Naphtha;E Water supply and waste management;2015;;;;;;;;;;;
6047;Naphtha;E Water supply and waste management;2016;;;;;;;;;;;
6048;Naphtha;36 Water collection and distribution;2011;;;;;;;;;;;
6049;Naphtha;36 Water collection and distribution;2012;;;;;;;;;;;
6050;Naphtha;36 Water collection and distribution;2013;;;;;;;;;;;
6051;Naphtha;36 Water collection and distribution;2014;;;;;;;;;;;
6052;Naphtha;36 Water collection and distribution;2015;;;;;;;;;;;
6053;Naphtha;36 Water collection and distribution;2016;;;;;;;;;;;
6054;Naphtha;37 Sewerage ;2011;;;;;;;;;;;
6055;Naphtha;37 Sewerage ;2012;;;;;;;;;;;
6056;Naphtha;37 Sewerage ;2013;;;;;;;;;;;
6057;Naphtha;37 Sewerage ;2014;;;;;;;;;;;
6058;Naphtha;37 Sewerage ;2015;;;;;;;;;;;
6059;Naphtha;37 Sewerage ;2016;;;;;;;;;;;
6060;Naphtha;38 Waste collection and treatment;2011;;;;;;;;;;;
6061;Naphtha;38 Waste collection and treatment;2012;;;;;;;;;;;
6062;Naphtha;38 Waste collection and treatment;2013;;;;;;;;;;;
6063;Naphtha;38 Waste collection and treatment;2014;;;;;;;;;;;
6064;Naphtha;38 Waste collection and treatment;2015;;;;;;;;;;;
6065;Naphtha;38 Waste collection and treatment;2016;;;;;;;;;;;
6066;Naphtha;39 Remediation, other waste management ;2011;;;;;;;;;;;
6067;Naphtha;39 Remediation, other waste management ;2012;;;;;;;;;;;
6068;Naphtha;39 Remediation, other waste management ;2013;;;;;;;;;;;
6069;Naphtha;39 Remediation, other waste management ;2014;;;;;;;;;;;
6070;Naphtha;39 Remediation, other waste management ;2015;;;;;;;;;;;
6071;Naphtha;39 Remediation, other waste management ;2016;;;;;;;;;;;
6072;Naphtha;F Construction;2011;;;;;;;;;;;
6073;Naphtha;F Construction;2012;;;;;;;;;;;
6074;Naphtha;F Construction;2013;;;;;;;;;;;
6075;Naphtha;F Construction;2014;;;;;;;;;;;
6076;Naphtha;F Construction;2015;;;;;;;;;;;
6077;Naphtha;F Construction;2016;;;;;;;;;;;
6078;Naphtha;G-U Services;2011;79.4;;;79.4;91.7;12.3;79.4;;519.3;433.1;-6.8
6079;Naphtha;G-U Services;2012;168.7;;;168.7;181.2;12.5;168.7;;713.4;544.5;-0.2
6080;Naphtha;G-U Services;2013;179.7;;;179.7;199.1;19.4;179.7;;761.3;578.3;-3.3
6081;Naphtha;G-U Services;2014;250.4;;;250.4;263.9;13.5;250.4;;789.7;530.3;-9.0
6082;Naphtha;G-U Services;2015;312.6;;;312.6;328.4;15.8;312.6;;845.6;542.6;9.7
6083;Naphtha;G-U Services;2016;305.9;;;305.9;337.0;31.2;305.9;;874.1;565.1;-3.2
6084;Naphtha;G Wholesale and retail trade;2011;0.7;;;0.7;0.7;;0.7;;177.1;176.4;
6085;Naphtha;G Wholesale and retail trade;2012;2.3;;;2.3;2.6;0.2;2.3;;221.6;219.1;-0.2
6086;Naphtha;G Wholesale and retail trade;2013;0.0;;;0.0;0.7;0.6;0.0;;289.6;289.7;0.1
6087;Naphtha;G Wholesale and retail trade;2014;0.7;;;0.7;0.8;0.1;0.7;;286.5;286.0;0.1
6088;Naphtha;G Wholesale and retail trade;2015;1.4;;;1.4;1.7;0.3;1.4;;268.4;267.0;0.0
6089;Naphtha;G Wholesale and retail trade;2016;0.1;;;0.1;0.9;0.8;0.1;;252.7;252.6;0.0
6090;Naphtha;H Transportation and storage;2011;78.7;;;78.7;91.0;12.3;78.7;;342.2;256.8;-6.8
6091;Naphtha;H Transportation and storage;2012;166.3;;;166.3;178.6;12.3;166.3;;491.8;325.5;0.0
6092;Naphtha;H Transportation and storage;2013;179.7;;;179.7;198.5;18.8;179.7;;471.7;288.6;-3.4
6093;Naphtha;H Transportation and storage;2014;249.7;;;249.7;263.1;13.4;249.7;;503.2;244.3;-9.2
6094;Naphtha;H Transportation and storage;2015;311.2;;;311.2;326.7;15.4;311.2;;577.2;275.6;9.6
6095;Naphtha;H Transportation and storage;2016;305.8;;;305.8;336.2;30.4;305.8;;621.4;312.5;-3.2
6096;Naphtha;I Accommodation and food serving;2011;;;;;;;;;;;
6097;Naphtha;I Accommodation and food serving;2012;;;;;;;;;;;
6098;Naphtha;I Accommodation and food serving;2013;;;;;;;;;;;
6099;Naphtha;I Accommodation and food serving;2014;;;;;;;;;;;
6100;Naphtha;I Accommodation and food serving;2015;;;;;;;;;;;
6101;Naphtha;I Accommodation and food serving;2016;;;;;;;;;;;
6102;Naphtha;J Information and communication;2011;;;;;;;;;;;
6103;Naphtha;J Information and communication;2012;;;;;;;;;;;
6104;Naphtha;J Information and communication;2013;;;;;;;;;;;
6105;Naphtha;J Information and communication;2014;;;;;;;;;;;
6106;Naphtha;J Information and communication;2015;;;;;;;;;;;
6107;Naphtha;J Information and communication;2016;;;;;;;;;;;
6108;Naphtha;K Financial institutions;2011;;;;;;;;;;;
6109;Naphtha;K Financial institutions;2012;;;;;;;;;;;
6110;Naphtha;K Financial institutions;2013;;;;;;;;;;;
6111;Naphtha;K Financial institutions;2014;;;;;;;;;;;
6112;Naphtha;K Financial institutions;2015;;;;;;;;;;;
6113;Naphtha;K Financial institutions;2016;;;;;;;;;;;
6114;Naphtha;L Renting, buying, selling real estate;2011;;;;;;;;;;;
6115;Naphtha;L Renting, buying, selling real estate;2012;;;;;;;;;;;
6116;Naphtha;L Renting, buying, selling real estate;2013;;;;;;;;;;;
6117;Naphtha;L Renting, buying, selling real estate;2014;;;;;;;;;;;
6118;Naphtha;L Renting, buying, selling real estate;2015;;;;;;;;;;;
6119;Naphtha;L Renting, buying, selling real estate;2016;;;;;;;;;;;
6120;Naphtha;M Other specialised business services;2011;;;;;;;;;;;
6121;Naphtha;M Other specialised business services;2012;;;;;;;;;;;
6122;Naphtha;M Other specialised business services;2013;;;;;;;;;;;
6123;Naphtha;M Other specialised business services;2014;;;;;;;;;;;
6124;Naphtha;M Other specialised business services;2015;;;;;;;;;;;
6125;Naphtha;M Other specialised business services;2016;;;;;;;;;;;
6126;Naphtha;N Renting and other business support;2011;;;;;;;;;;;
6127;Naphtha;N Renting and other business support;2012;;;;;;;;;;;
6128;Naphtha;N Renting and other business support;2013;;;;;;;;;;;
6129;Naphtha;N Renting and other business support;2014;;;;;;;;;;;
6130;Naphtha;N Renting and other business support;2015;;;;;;;;;;;
6131;Naphtha;N Renting and other business support;2016;;;;;;;;;;;
6132;Naphtha;O Public administration and services;2011;;;;;;;;;;;
6133;Naphtha;O Public administration and services;2012;;;;;;;;;;;
6134;Naphtha;O Public administration and services;2013;;;;;;;;;;;
6135;Naphtha;O Public administration and services;2014;;;;;;;;;;;
6136;Naphtha;O Public administration and services;2015;;;;;;;;;;;
6137;Naphtha;O Public administration and services;2016;;;;;;;;;;;
6138;Naphtha;P Education;2011;;;;;;;;;;;
6139;Naphtha;P Education;2012;;;;;;;;;;;
6140;Naphtha;P Education;2013;;;;;;;;;;;
6141;Naphtha;P Education;2014;;;;;;;;;;;
6142;Naphtha;P Education;2015;;;;;;;;;;;
6143;Naphtha;P Education;2016;;;;;;;;;;;
6144;Naphtha;Q Health and social work activities;2011;;;;;;;;;;;
6145;Naphtha;Q Health and social work activities;2012;;;;;;;;;;;
6146;Naphtha;Q Health and social work activities;2013;;;;;;;;;;;
6147;Naphtha;Q Health and social work activities;2014;;;;;;;;;;;
6148;Naphtha;Q Health and social work activities;2015;;;;;;;;;;;
6149;Naphtha;Q Health and social work activities;2016;;;;;;;;;;;
6150;Naphtha;R Culture, sports and recreation;2011;;;;;;;;;;;
6151;Naphtha;R Culture, sports and recreation;2012;;;;;;;;;;;
6152;Naphtha;R Culture, sports and recreation;2013;;;;;;;;;;;
6153;Naphtha;R Culture, sports and recreation;2014;;;;;;;;;;;
6154;Naphtha;R Culture, sports and recreation;2015;;;;;;;;;;;
6155;Naphtha;R Culture, sports and recreation;2016;;;;;;;;;;;
6156;Naphtha;S Other service activities;2011;;;;;;;;;;;
6157;Naphtha;S Other service activities;2012;;;;;;;;;;;
6158;Naphtha;S Other service activities;2013;;;;;;;;;;;
6159;Naphtha;S Other service activities;2014;;;;;;;;;;;
6160;Naphtha;S Other service activities;2015;;;;;;;;;;;
6161;Naphtha;S Other service activities;2016;;;;;;;;;;;
6162;Naphtha;T Activities of households;2011;;;;;;;;;;;
6163;Naphtha;T Activities of households;2012;;;;;;;;;;;
6164;Naphtha;T Activities of households;2013;;;;;;;;;;;
6165;Naphtha;T Activities of households;2014;;;;;;;;;;;
6166;Naphtha;T Activities of households;2015;;;;;;;;;;;
6167;Naphtha;T Activities of households;2016;;;;;;;;;;;
6168;Naphtha;U Extraterritorial organisations;2011;;;;;;;;;;;
6169;Naphtha;U Extraterritorial organisations;2012;;;;;;;;;;;
6170;Naphtha;U Extraterritorial organisations;2013;;;;;;;;;;;
6171;Naphtha;U Extraterritorial organisations;2014;;;;;;;;;;;
6172;Naphtha;U Extraterritorial organisations;2015;;;;;;;;;;;
6173;Naphtha;U Extraterritorial organisations;2016;;;;;;;;;;;
6174;Naphtha;Services unknown;2011;;;;;;;;;;;
6175;Naphtha;Services unknown;2012;;;;;;;;;;;
6176;Naphtha;Services unknown;2013;;;;;;;;;;;
6177;Naphtha;Services unknown;2014;;;;;;;;;;;
6178;Naphtha;Services unknown;2015;;;;;;;;;;;
6179;Naphtha;Services unknown;2016;;;;;;;;;;;
6180;Motor gasoline;A-U All economic activities;2011;-385.6;0.0;;-385.6;2.1;387.6;-385.6;;844.2;1222.4;-7.4
6181;Motor gasoline;A-U All economic activities;2012;-495.7;0.0;;-495.7;2.7;498.4;-495.7;;894.2;1382.0;-7.8
6182;Motor gasoline;A-U All economic activities;2013;-510.4;0.0;;-510.4;3.4;513.9;-510.4;;786.1;1291.8;-4.8
6183;Motor gasoline;A-U All economic activities;2014;-585.4;;;-585.4;1.0;586.5;-585.4;;750.3;1331.0;-4.8
6184;Motor gasoline;A-U All economic activities;2015;-631.4;0.0;;-631.4;1.7;633.1;-631.4;;805.4;1433.1;-3.7
6185;Motor gasoline;A-U All economic activities;2016;-581.0;0.0;;-581.0;1.8;582.8;-581.0;;842.0;1421.8;-1.2
6186;Motor gasoline;A Agriculture, forestry and fishing;2011;;;;;;;;;;;
6187;Motor gasoline;A Agriculture, forestry and fishing;2012;;;;;;;;;;;
6188;Motor gasoline;A Agriculture, forestry and fishing;2013;;;;;;;;;;;
6189;Motor gasoline;A Agriculture, forestry and fishing;2014;;;;;;;;;;;
6190;Motor gasoline;A Agriculture, forestry and fishing;2015;;;;;;;;;;;
6191;Motor gasoline;A Agriculture, forestry and fishing;2016;;;;;;;;;;;
6192;Motor gasoline;01 Agriculture;2011;;;;;;;;;;;
6193;Motor gasoline;01 Agriculture;2012;;;;;;;;;;;
6194;Motor gasoline;01 Agriculture;2013;;;;;;;;;;;
6195;Motor gasoline;01 Agriculture;2014;;;;;;;;;;;
6196;Motor gasoline;01 Agriculture;2015;;;;;;;;;;;
6197;Motor gasoline;01 Agriculture;2016;;;;;;;;;;;
6198;Motor gasoline;02 Forestry and logging;2011;;;;;;;;;;;
6199;Motor gasoline;02 Forestry and logging;2012;;;;;;;;;;;
6200;Motor gasoline;02 Forestry and logging;2013;;;;;;;;;;;
6201;Motor gasoline;02 Forestry and logging;2014;;;;;;;;;;;
6202;Motor gasoline;02 Forestry and logging;2015;;;;;;;;;;;
6203;Motor gasoline;02 Forestry and logging;2016;;;;;;;;;;;
6204;Motor gasoline;03 Fishing and aquaculture;2011;;;;;;;;;;;
6205;Motor gasoline;03 Fishing and aquaculture;2012;;;;;;;;;;;
6206;Motor gasoline;03 Fishing and aquaculture;2013;;;;;;;;;;;
6207;Motor gasoline;03 Fishing and aquaculture;2014;;;;;;;;;;;
6208;Motor gasoline;03 Fishing and aquaculture;2015;;;;;;;;;;;
6209;Motor gasoline;03 Fishing and aquaculture;2016;;;;;;;;;;;
6210;Motor gasoline;B-E Industry (no construction), energy;2011;-275.6;0.0;;-275.6;0.1;275.8;-275.6;;48.3;325.6;1.7
6211;Motor gasoline;B-E Industry (no construction), energy;2012;-295.4;0.0;;-295.4;0.1;295.5;-295.4;;60.6;355.5;-0.5
6212;Motor gasoline;B-E Industry (no construction), energy;2013;-269.2;0.0;;-269.2;0.0;269.2;-269.2;;66.1;334.7;-0.5
6213;Motor gasoline;B-E Industry (no construction), energy;2014;-272.3;;;-272.3;0.0;272.3;-272.3;;54.5;326.3;-0.5
6214;Motor gasoline;B-E Industry (no construction), energy;2015;-233.3;0.0;;-233.3;0.4;233.7;-233.3;;45.2;280.8;2.3
6215;Motor gasoline;B-E Industry (no construction), energy;2016;-167.6;0.0;;-167.6;0.5;168.2;-167.6;;51.8;220.7;1.3
6216;Motor gasoline;B Mining and quarrying ;2011;;;;;;;;;;;
6217;Motor gasoline;B Mining and quarrying ;2012;;;;;;;;;;;
6218;Motor gasoline;B Mining and quarrying ;2013;;;;;;;;;;;
6219;Motor gasoline;B Mining and quarrying ;2014;;;;;;;;;;;
6220;Motor gasoline;B Mining and quarrying ;2015;;;;;;;;;;;
6221;Motor gasoline;B Mining and quarrying ;2016;;;;;;;;;;;
6222;Motor gasoline;06 Extraction of crude petroleum and gas;2011;;;;;;;;;;;
6223;Motor gasoline;06 Extraction of crude petroleum and gas;2012;;;;;;;;;;;
6224;Motor gasoline;06 Extraction of crude petroleum and gas;2013;;;;;;;;;;;
