ID;WijkenEnGemeenten;BewoondeHuizen_1;OnbewoondeWoonhuizen_2;WoonhuizenInAanbouw_3;OverigeOnbewoondeGebouwen_4;PermanentAanwezig_5;TijdelijkAanwezig_6;PermanentAanwezig_7;TijdelijkAanwezig_8;Mannen_9;Vrouwen_10;TotaleBevolking_11;Mannen_12;Vrouwen_13;Pagina_14
2574;K, Dorp Nes, Schepen;0;0;0;0;13;0;0;0;26;21;47;0;0;FR044
2575;K, Dorp Nes, Tijd. aanw. schip;0;0;0;0;0;1;0;0;0;0;0;1;0;FR044
2576;K, Dorp Hantumhuizen, Huizen;45;1;0;3;0;0;0;0;94;106;200;4;2;FR044
2577;K, Dorp Hantumhuizen, Schepen;0;0;0;0;1;0;0;0;1;3;4;0;0;FR044
2578;K, Dorp Hantumhuizen, Tijd. aanw. sch.;0;0;0;0;0;1;0;0;0;0;0;2;0;FR044
2579;K, Dorp Hantum, Huizen;64;1;0;4;0;0;0;0;173;161;334;4;5;FR044
2580;K, Dorp Hantum, Schepen;0;0;0;0;1;0;0;0;1;5;6;0;0;FR044
2581;K, Dorp Hantum, Tijd. aanw. schip;0;0;0;0;0;1;0;0;0;0;0;1;3;FR044
2582;K, Dorp Brantgum, Huizen;60;0;0;3;0;0;0;0;138;155;293;3;2;FR044
2583;K, Dorp Brantgum, Schepen;0;0;0;0;1;0;0;0;3;2;5;0;0;FR045
2584;K, Dorp Brantgum, Tijd. aanw. schip;0;0;0;0;0;1;0;0;0;0;0;1;1;FR045
2585;K, Dorp Raard, Huizen;16;0;0;1;0;0;0;0;33;39;72;1;1;FR045
2586;K, Betterwird, Huizen;36;0;0;3;0;0;0;0;91;83;174;0;1;FR045
2587;K, Betterwird, Schepen;0;0;0;0;1;0;0;0;2;1;3;0;0;FR045
2588;Algemeen totaal;3170;58;0;77;59;8;3;0;7799;7252;15051;184;142;FR047
2589;B, Totaal;2567;49;0;49;57;8;3;0;6531;5925;12456;125;101;FR047
2590;B, Dorp Wolvega, Kaz. Kon. Marech.;1;0;0;0;0;0;0;0;5;3;8;0;0;FR045
2591;B, Dorp Wolvega, Overige huizen;96;2;0;0;0;0;0;0;210;194;404;3;7;FR045
2592;B, Dorp Wolvega, Schepen;0;0;0;0;40;0;0;0;111;80;191;0;0;FR045
2593;B, Dorp Sonnega, Huizen;74;3;0;0;0;0;0;0;176;171;347;3;1;FR045
2594;B, Dorp Oldetrijne, Huizen;85;3;0;2;0;0;0;0;184;167;351;9;5;FR045
2595;B, Dorp Nijtrijne, Huizen;43;2;0;2;0;0;0;0;98;88;186;2;2;FR045
2596;B, Dorp Buurtsch. Lindedijk, Huizen;6;0;0;0;0;0;0;0;17;16;33;0;0;FR045
2597;B, Dorp Spanga, Huizen;53;3;0;1;0;0;0;0;129;112;241;0;0;FR046
2598;B, Buurtsch. Slijkenburg, Huizen;20;0;0;1;0;0;0;0;50;36;86;0;0;FR046
2599;B, Buurtsch. Lindedijk, Huizen;39;2;0;0;0;0;0;0;90;94;184;0;0;FR046
2600;B, Buurtsch. Lindedijk, Schepen;0;0;0;0;2;0;0;0;7;7;14;0;0;FR046
2601;B, Dorp Scherpenzeel, Huizen;59;0;0;3;0;0;0;0;126;121;247;2;3;FR046
2602;B, Dorp Gracht, Huizen;35;0;0;0;0;0;0;0;99;73;172;0;1;FR046
2603;B, Dorp Langelille, Huizen;22;1;0;0;0;0;0;0;62;56;118;0;0;FR046
2604;B, Dorp Langelille, Schepen;0;0;0;0;1;0;0;0;2;3;5;0;0;FR046
2605;B, Dorp Munnekeburen, Huizen;92;2;0;3;0;0;0;0;184;192;376;6;0;FR046
2606;B, Dorp Gracht, Huizen;38;0;0;2;0;0;0;0;93;85;178;0;0;FR046
2607;B, Dorp Langelille, Huizen;25;0;0;0;0;0;0;0;68;66;134;2;2;FR046
2608;B, Dorp Langelille, Schepen;0;0;0;0;2;0;0;0;1;1;2;0;0;FR046
2609;B, Dorp Oldelamer, Huizen;97;7;0;2;0;0;0;0;208;235;443;9;3;FR046
2610;B, Dorp Oldelamer, Schepen;0;0;0;0;2;0;0;0;3;2;5;0;0;FR046
2611;B, Dorp Nijlamer, Huizen;43;0;0;1;0;0;0;0;113;89;202;4;1;FR046
2612;B, Dorp Nijlamer, Schepen;0;0;0;0;1;0;0;0;2;1;3;0;0;FR046
2613;B, Dorp Nijholtwolde, Huizen;73;3;0;0;0;0;0;0;179;163;342;2;2;FR046
2614;B, Dorp Oldeholtwolde, Huizen;34;3;0;2;0;0;0;0;85;89;174;1;1;FR046
2615;B, Dorp Idzard, Huizen;97;4;0;1;0;0;0;0;232;209;441;4;7;FR046
2616;B, Dorp Oldeholtpa, Huizen;157;3;0;5;0;0;0;0;352;315;667;9;7;FR046
2617;B, Dorp Oldeholtpa, Schepen;0;0;0;0;2;0;0;0;4;1;5;0;0;FR046
2618;B, Dorp Nijholtpa, Huizen;65;0;0;3;0;0;0;0;164;143;307;4;1;FR046
2619;B, Dorp Boijl, Maats. van Weldadigh.;6;0;0;0;0;0;0;0;20;16;36;0;0;FR046
2620;B, Dorp Boijl, Overige huizen;129;1;0;3;0;0;0;0;340;318;658;5;3;FR046
2621;B, Buurtsch. Riesberkamp, Huizen;10;0;0;0;0;0;0;0;32;24;56;0;0;FR046
2622;B, Buurtsch. Boekelte, Huizen;6;0;0;0;0;0;0;0;22;21;43;0;0;FR046
2623;B, A, Dorp Noordwolde, Maatsch. Welda...;33;0;0;0;0;0;0;0;101;99;200;11;7;FR046
2624;B, A, Dorp Noordwolde, Overige huizen;333;1;0;2;0;0;0;0;890;768;1658;6;8;FR046
2625;B, A, Dorp Noordwolde, Schepen;0;0;0;0;2;0;0;0;5;4;9;0;0;FR046
2626;B, A, Dorp Noordwolde, Woonwagens;0;0;0;0;0;0;3;0;5;4;9;0;0;FR046
2627;B, B, Dorp Noordwolde, Huizen;199;1;0;3;0;0;0;0;543;492;1035;1;1;FR046
2628;B, B, Dorp Noordwolde, Schepen;0;0;0;0;3;0;0;0;5;2;7;0;0;FR046
2629;B, Dorp Vinkega, Maats. van Weldadigh.;7;0;0;0;0;0;0;0;19;14;33;0;0;FR046
2630;B, Dorp Vinkega, Overige huizen;130;1;0;2;0;0;0;0;337;284;621;2;3;FR046
2631;B, Dorp Vinkega, Schepen;0;0;0;0;1;0;0;0;2;4;6;0;0;FR046
2632;B, Dorp Steggerda, Maats. van Weldadigh.;19;0;0;1;0;0;0;0;61;48;109;0;0;FR046
2633;B, Dorp Steggerda, Overige huizen;213;4;0;6;0;0;0;0;526;504;1030;9;11;FR046
2634;B, Dorp Peperga, Huizen;61;0;0;2;0;0;0;0;130;123;253;1;2;FR046
2635;B, Dorp Blesdijke, Huizen;167;3;0;2;0;0;0;0;438;387;825;2;7;FR046
2636;B, Dorp Blesdijke, Schepen;0;0;0;0;1;0;0;0;1;1;2;0;0;FR047
2637;B, Dorp Blesdijke, Tijd. aanw. schepen;0;0;0;0;0;8;0;0;0;0;0;28;16;FR047
2638;K, Totaal;603;9;0;28;2;0;0;0;1266;1324;2590;59;41;FR045
2639;K, Dorp Wolvega, Huizen;448;7;0;16;0;0;0;0;896;981;1877;46;23;FR045
2640;K, Dorp Wolvega, Schepen;0;0;0;0;2;0;0;0;9;3;12;0;0;FR045
2641;K, A, Dorp Noordwolde, Huizen;54;0;0;7;0;0;0;0;132;125;257;5;3;FR045
2642;K, B, Dorp Noordwolde, Huizen;55;1;0;2;0;0;0;0;120;119;239;7;9;FR045
2643;K, Dorp Peperga, Huizen;26;0;0;0;0;0;0;0;62;54;116;0;4;FR045
2644;K, Dorp Blesdijke, Huizen;20;1;0;3;0;0;0;0;47;42;89;1;2;FR045
2645;Onbekend;0;0;0;0;0;0;0;0;2;3;5;0;0;FR047
2646;Algemeen totaal;2939;68;1;210;82;14;0;0;6460;6399;12859;248;213;FR049
2647;B, Totaal;747;14;0;9;9;4;0;0;2001;1917;3918;73;57;FR049
2648;B, Dorp Allingawier, Huizen;22;1;0;0;0;0;0;0;49;56;105;2;1;FR048
2649;B, Dorp Allingawier, Schepen;0;0;0;0;1;0;0;0;2;1;3;1;1;FR048
2650;B, Dorp Arum, Huizen;83;2;0;0;0;0;0;0;234;217;451;7;2;FR048
2651;B, Dorp Burgwerd, Huizen;44;2;0;0;0;0;0;0;124;114;238;3;2;FR048
2652;B, Dorp Cornwerd, Huizen;26;0;0;0;0;0;0;0;57;68;125;2;4;FR048
2653;B, Dorp Cornwerd, Schepen;0;0;0;0;1;0;0;0;4;2;6;0;0;FR048
2654;B, Dorp Dedgum, Huizen;9;0;0;0;0;0;0;0;28;18;46;0;0;FR048
2655;B, Dorp Exmorra, Huizen;17;0;0;0;0;0;0;0;58;44;102;1;1;FR048
2656;B, Dorp Ferwoude, Huizen;47;0;0;0;0;0;0;0;101;105;206;0;3;FR048
2657;B, Dorp Gaast, Huizen;16;0;0;0;0;0;0;0;55;46;101;0;1;FR048
2658;B, Dorp Greonterp, Huizen;24;1;0;0;0;0;0;0;51;51;102;2;3;FR048
2659;B, Dorp Hartwerd, Huizen;14;0;0;1;0;0;0;0;51;30;81;3;4;FR048
2660;B, Dorp Hichtum, Huizen;20;1;0;0;0;0;0;0;64;46;110;0;1;FR048
2661;B, Dorp Hichtum, Tijd. aanw. schepen;0;0;0;0;0;1;0;0;0;0;0;1;1;FR048
2662;B, Dorp Hieslum, Huizen;24;1;0;1;0;0;0;0;53;56;109;0;3;FR048
2663;B, Dorp Idsegahuizum, Huizen;16;1;0;2;0;0;0;0;39;34;73;0;0;FR048
2664;B, Dorp Kimswerd, Huizen;38;1;0;0;0;0;0;0;101;110;211;1;2;FR048
2665;B, Dorp Kimswerd, Schepen;0;0;0;0;5;0;0;0;13;14;27;0;0;FR048
2666;B, Dorp Lollum, Huizen;19;0;0;0;0;0;0;0;58;58;116;2;2;FR048
2667;B, Dorp Lollum, Schepen;0;0;0;0;1;0;0;0;1;1;2;0;0;FR048
2668;B, Dorp Lollum, Tijd. aanw. schepen;0;0;0;0;0;3;0;0;0;0;0;11;8;FR048
2669;B, Dorp Makkum, Huizen;8;0;0;0;0;0;0;0;18;23;41;1;1;FR048
2670;B, Dorp Oldeclooster, Huizen;6;0;0;0;0;0;0;0;24;25;49;1;0;FR048
2671;B, Dorp Parrega, Huizen;27;0;0;2;0;0;0;0;86;73;159;4;2;FR048
2672;B, Dorp Piaam, Huizen;10;0;0;0;0;0;0;0;24;29;53;1;0;FR049
2673;B, Dorp Pingjum, Huizen;69;1;0;0;0;0;0;0;169;158;327;4;8;FR049
2674;B, Dorp Schettens, Huizen;16;0;0;0;0;0;0;0;37;46;83;2;0;FR049
2675;B, Dorp Schraard, Huizen;6;0;0;0;0;0;0;0;10;12;22;0;0;FR049
2676;B, Dorp Tjerkwerd, Huizen;65;1;0;1;0;0;0;0;174;171;345;14;1;FR049
2677;B, Dorp Ugoclooster, Huizen;3;0;0;0;0;0;0;0;8;10;18;0;2;FR049
2678;B, Dorp Witmarsum, Kaz. Kon. Marech.;1;0;0;0;0;0;0;0;7;4;11;0;0;FR049
2679;B, Dorp Witmarsum, Overige huizen;73;1;0;1;0;0;0;0;179;169;348;7;3;FR049
2680;B, Dorp Longerhouw, Huizen;5;0;0;0;0;0;0;0;12;9;21;0;0;FR049
2681;B, Dorp Wons, Huizen;26;1;0;0;0;0;0;0;74;80;154;1;1;FR049
2682;B, Dorp Zurich, Huizen;13;0;0;1;0;0;0;0;34;33;67;2;0;FR049
2683;B, Dorp Zurich, Schepen;0;0;0;0;1;0;0;0;2;4;6;0;0;FR049
2684;K, Totaal;2192;54;1;201;73;10;0;0;4459;4482;8941;175;156;FR048
2685;K, Dorp Allingawier, Huizen;17;0;0;2;0;0;0;0;23;26;49;2;0;FR047
2686;K, Dorp Arum, Huizen;284;2;0;12;0;0;0;0;565;564;1129;9;22;FR047
2687;K, Dorp Arum, Schepen;0;0;0;0;6;0;0;0;9;11;20;0;0;FR047
2688;K, Dorp Arum, Tijd. aanw. schepen;0;0;0;0;0;1;0;0;0;0;0;2;5;FR047
2689;K, Dorp Burgwerd, Huizen;63;1;0;8;0;0;0;0;110;117;227;2;2;FR047
2690;K, Dorp Burgwerd, Schepen;0;0;0;0;1;0;0;0;1;1;2;0;0;FR047
2691;K, Dorp Burgwerd, Tijd. aanw. schepen;0;0;0;0;0;3;0;0;0;0;0;7;6;FR047
2692;K, Dorp Cornwerd, Huizen;11;1;0;2;0;0;0;0;19;22;41;4;1;FR047
2693;K, Dorp Dedgum, Huizen;35;0;0;3;0;0;0;0;76;69;145;1;2;FR047
2694;K, Dorp Dedgum, Schepen;0;0;0;0;1;0;0;0;4;3;7;0;0;FR047
2695;K, Dorp Engwier, Huizen;4;0;0;1;0;0;0;0;15;16;31;1;2;FR047
2696;K, Dorp Exmorra, Huizen;64;0;0;6;0;0;0;0;103;101;204;3;2;FR047
2697;K, Dorp Exmorra, Schepen;0;0;0;0;1;0;0;0;2;1;3;1;0;FR047
2698;K, Dorp Ferwoude, Huizen;21;0;0;0;0;0;0;0;45;50;95;2;4;FR047
2699;K, Dorp Ferwoude, Schepen;0;0;0;0;2;0;0;0;7;2;9;0;0;FR047
2700;K, Dorp Ferwoude, Keet;1;0;0;0;0;0;0;0;1;0;1;0;0;FR047
2701;K, Dorp Gaast, Huizen;66;3;0;3;0;0;0;0;136;152;288;9;1;FR047
2702;K, Dorp Greonterp, Huizen;27;2;0;3;0;0;0;0;58;51;109;2;2;FR047
2703;K, Dorp Hartwerd, Huizen;18;0;0;2;0;0;0;0;34;40;74;3;1;FR047
2704;K, Dorp Hartwerd, Schepen;0;0;0;0;1;0;0;0;1;1;2;0;0;FR047
2705;K, Dorp Hichtum, Huizen;15;0;0;1;0;0;0;0;36;33;69;0;1;FR047
2706;K, Dorp Hieslum, Huizen;2;0;0;2;0;0;0;0;7;6;13;0;0;FR047
2707;K, Dorp Idsegahuizum, Huizen;27;0;0;2;0;0;0;0;46;53;99;7;3;FR047
2708;K, Dorp Kimswerd, Huizen;136;2;0;5;0;0;0;0;246;257;503;6;2;FR047
2709;K, Dorp Kimswerd, Schepen;0;0;0;0;2;0;0;0;5;3;8;0;0;FR047
2710;K, Dorp Lollum, Huizen;64;0;0;8;0;0;0;0;109;121;230;2;12;FR047
2711;K, Dorp Makkum, Algem. Armenhuis;1;0;0;0;0;0;0;0;10;12;22;0;0;FR047
2712;K, Dorp Makkum, Diaconie Armenhuis;1;0;0;0;0;0;0;0;7;4;11;0;0;FR047
2713;K, Dorp Makkum, Overige huizen;523;26;0;66;0;0;0;0;1046;1061;2107;46;33;FR047
2714;K, Dorp Makkum, Schepen;0;0;0;0;35;0;0;0;79;56;135;0;0;FR047
2715;K, Dorp Makkum, Tijd. aanw. schepen;0;0;0;0;0;4;0;0;0;0;0;11;9;FR047
2716;K, Dorp Makkum, Arken;0;0;0;0;2;0;0;0;2;3;5;0;0;FR047
2717;K, Dorp Parrega, Huizen;82;3;0;12;0;0;0;0;158;161;319;5;3;FR048
2718;K, Dorp Parrega, Schepen;0;0;0;0;4;0;0;0;10;9;19;0;1;FR048
2719;K, Dorp Piaam, Huizen;25;0;0;2;0;0;0;0;47;40;87;0;0;FR048
2720;K, Dorp Pingjum, Huizen;177;1;0;12;0;0;0;0;334;321;655;9;5;FR048
2721;K, Dorp Schettens, Huizen;31;1;0;7;0;0;0;0;72;76;148;2;4;FR048
2722;K, Dorp Schettens, Schepen;0;0;0;0;3;0;0;0;4;6;10;0;0;FR048
2723;K, Dorp Schraard, Huizen;58;3;0;8;0;0;0;0;123;124;247;2;8;FR048
2724;K, Dorp Schraard, Schepen;0;0;0;0;2;0;0;0;5;4;9;0;0;FR048
2725;K, Dorp Tjerkwerd, Huizen;65;0;0;8;0;0;0;0;111;116;227;8;2;FR048
2726;K, Dorp Tjerkwerd, Schepen;0;0;0;0;4;0;0;0;6;6;12;0;0;FR048
2727;K, Dorp Witmarsum, Huizen;252;5;0;12;0;0;0;0;525;494;1019;21;10;FR048
2728;K, Dorp Witmarsum, Schepen;0;0;0;0;4;0;0;0;10;6;16;0;0;FR048
2729;K, Dorp Witmarsum, Tijd. aanw. schepen;0;0;0;0;0;2;0;0;0;0;0;4;8;FR048
2730;K, Dorp Longerhouw, Huizen;21;0;0;4;0;0;0;0;31;39;70;1;1;FR048
2731;K, Dorp Wons, Huizen;62;4;0;5;0;0;0;0;110;149;259;2;1;FR048
2732;K, Dorp Wons, Schepen;0;0;0;0;1;0;0;0;2;2;4;0;0;FR048
2733;K, Dorp Zurich, Huizen;39;0;1;5;0;0;0;0;93;79;172;1;3;FR048
2734;K, Dorp Zurich, Schepen;0;0;0;0;4;0;0;0;16;14;30;0;0;FR048
2735;Algemeen totaal;748;9;0;62;32;5;0;0;1968;2091;4059;87;56;FR050
2736;B, Totaal;139;0;0;3;32;5;0;0;484;459;943;23;18;FR050
2737;B, G, Buitenbuurt, Huizen;27;0;0;2;0;0;0;0;73;67;140;1;2;FR049
2738;B, G, Scharneburen, Huizen;6;0;0;0;0;0;0;0;15;18;33;1;0;FR049
2739;B, G, Workumer Meerpolder, Huizen;4;0;0;0;0;0;0;0;15;11;26;0;1;FR049
2740;B, G, Workumer Nieuwland, Huizen;22;0;0;0;0;0;0;0;72;68;140;4;2;FR049
2741;B, G, Workumerveld, Huizen;29;0;0;0;0;0;0;0;83;85;168;4;1;FR049
2742;B, G, Workumerviske, Huizen;3;0;0;0;0;0;0;0;13;9;22;1;1;FR049
2743;B, G, Heidenschap, Huizen;48;0;0;1;0;0;0;0;146;140;286;1;1;FR050
2744;B, G, Heidenschap, Schepen;0;0;0;0;32;0;0;0;67;61;128;0;0;FR050
2745;B, G, Heidenschap, Tijdel. aanw. schepen;0;0;0;0;0;5;0;0;0;0;0;11;10;FR050
2746;K, Totaal;609;9;0;59;0;0;0;0;1484;1632;3116;64;38;FR049
2747;K, A, Stads-Weeshuis;1;0;0;0;0;0;0;0;7;8;15;0;0;FR049
2748;K, A, Overige huizen;118;2;0;9;0;0;0;0;299;321;620;6;6;FR049
2749;K, B, Huizen;101;2;0;16;0;0;0;0;246;268;514;16;8;FR049
2750;K, C, N. H. Oude mannen en vrouwenh.;1;0;0;0;0;0;0;0;3;3;6;0;0;FR049
2751;K, C, Overige huizen;54;1;0;5;0;0;0;0;127;133;260;8;6;FR049
2752;K, D, Huizen;101;0;0;11;0;0;0;0;208;274;482;16;7;FR049
2753;K, E, R.K. Oude m.- en vr.- en Weesh.;1;0;0;0;0;0;0;0;6;23;29;0;0;FR049
2754;K, E, Overige huizen;49;1;0;8;0;0;0;0;120;137;257;5;3;FR049
2755;K, F, Huizen;93;2;0;2;0;0;0;0;229;230;459;8;3;FR049
2756;K, G, Buitenbuurt, Huizen;9;0;0;2;0;0;0;0;26;30;56;2;0;FR049
2757;K, G, Buren, Huizen;36;0;0;0;0;0;0;0;86;84;170;2;4;FR049
2758;K, G, Turfland, Huizen;9;0;0;0;0;0;0;0;22;23;45;0;0;FR049
2759;K, G, Nieuwbuurt, Huizen;17;1;0;3;0;0;0;0;56;50;106;0;0;FR049
2760;K, G, Emmabuurt, Huizen;13;0;0;2;0;0;0;0;37;34;71;0;0;FR049
2761;K, G, Snakkeburen, Huizen;6;0;0;1;0;0;0;0;12;14;26;1;1;FR049
2762;Algemeen totaal;2663;57;0;135;132;33;0;0;6016;6011;12027;286;211;FR053
2763;B, Totaal;1177;27;0;17;132;33;0;0;3039;2922;5961;170;107;FR053
2764;B, I, dorp Oppenhuizen, Huizen;131;4;0;1;0;0;0;0;233;219;452;5;2;FR050
2765;B, I, dorp Oppenhuizen, Schepen;0;0;0;0;22;0;0;0;42;41;83;0;1;FR050
2766;B, II, dorp Uitwellingerga, Huizen;74;0;0;0;0;0;0;0;170;152;322;6;2;FR051
2767;B, II, dorp Uitwellingerga, Schepen;0;0;0;0;8;0;0;0;18;11;29;0;0;FR051
2768;B, II, dorp Uitwellingerga, Td. aw. sch.;0;0;0;0;0;13;0;0;0;0;0;30;20;FR051
2769;B, III, dorp Jutrijp, Huizen;40;1;0;0;0;0;0;0;85;102;187;5;3;FR051
2770;B, III, dorp Jutrijp, Schepen;0;0;0;0;4;0;0;0;9;8;17;0;1;FR051
2771;B, IV, dorp Hommerts, Huizen;4;0;0;0;0;0;0;0;13;7;20;0;0;FR051
2772;B, IV, dorp Hommerts, Schepen;0;0;0;0;5;0;0;0;6;6;12;0;0;FR051
2773;B, IV, dorp Hommerts, Tijd. aanw. sch.;0;0;0;0;0;1;0;0;0;0;0;1;1;FR051
2774;B, IV, Buurtschap Lippenwoude, Huizen;7;0;0;0;0;0;0;0;29;25;54;1;0;FR051
2775;B, V, dorp Smallebrugge, Huizen;3;0;0;1;0;0;0;0;9;8;17;0;0;FR051
2776;B, VI, dorp Woudsend, Huizen;19;0;0;5;0;0;0;0;37;51;88;1;0;FR051
2777;B, VI, dorp Woudsend, Schepen;0;0;0;0;20;0;0;0;51;48;99;0;0;FR051
2778;B, VI, dorp Woudsend, Tijd. aanw. Sch.;0;0;0;0;0;5;0;0;0;0;0;10;10;FR051
2779;B, VII, dorp Ypecolsga, Huizen;18;0;0;0;0;0;0;0;49;57;106;5;0;FR051
2780;B, VIII, dorp Indijk, Huizen;12;0;0;0;0;0;0;0;34;39;73;1;1;FR051
2781;B, IX, dorp Heeg, Huizen;49;0;0;1;0;0;0;0;95;111;206;1;1;FR051
2782;B, IX, dorp Heeg, Schepen;0;0;0;0;24;0;0;0;64;49;113;0;1;FR051
2783;B, IX, dorp Heeg, Tijd. aanw. Schepen;0;0;0;0;0;5;0;0;0;0;0;12;8;FR051
2784;B, IX, Buurtsch. de Bud, Huizen;10;0;0;0;0;0;0;0;27;29;56;1;2;FR051
2785;B, IX, Buurtsch. Lijtshuizen, Huizen;31;0;0;0;0;0;0;0;78;75;153;6;4;FR051
2786;B, IX, Buurtsch. Osingahuizen, Huizen;33;0;0;1;0;0;0;0;88;76;164;0;0;FR051
2787;B, IX, Buurtsch. Draaisterhuizen, Huizen;6;0;0;0;0;0;0;0;14;19;33;0;1;FR051
2788;B, X, dorp Gaastmeer, Huizen;12;0;0;1;0;0;0;0;21;25;46;1;2;FR051
2789;B, X, dorp Gaastmeer, Schepen;0;0;0;0;10;0;0;0;20;15;35;0;0;FR051
2790;B, X, Buurtsch. Visscherburen, Huizen;3;1;0;0;0;0;0;0;14;7;21;0;0;FR051
2791;B, X, Buurtsch. Noorderburen, Huizen;34;3;0;0;0;0;0;0;63;74;137;0;0;FR051
2792;B, XI, dorp Nijhuizum, Huizen;6;0;0;0;0;0;0;0;16;15;31;1;1;FR051
2793;B, XI, dorp Nijhuizum, Schepen;0;0;0;0;1;0;0;0;2;1;3;0;0;FR051
2794;B, XII, dorp Sandfirden, Huizen;6;0;0;0;0;0;0;0;17;18;35;0;0;FR051
2795;B, XII, dorp Sandfirden, Schepen;0;0;0;0;1;0;0;0;3;1;4;0;0;FR051
2796;B, XII, Buurts. Sandfirderrijp, Huizen;6;0;0;0;0;0;0;0;23;21;44;0;0;FR051
2797;B, XIII, dorp Oudega, Huizen;41;1;0;1;0;0;0;0;115;107;222;1;1;FR051
2798;B, XIII, dorp Oudega, Schepen;0;0;0;0;9;0;0;0;27;21;48;1;0;FR051
2799;B, XIII, Buurtschap de Band, Huizen;7;0;0;0;0;0;0;0;21;24;45;3;1;FR051
2800;B, XIV, dorp Idzega, Huizen;29;1;0;0;0;0;0;0;80;69;149;3;0;FR051
2801;B, XIV, dorp Idzega, Schepen;0;0;0;0;2;0;0;0;4;4;8;0;0;FR051
2802;B, XIV, Buurtschap de Bud, Huizen;8;0;0;0;0;0;0;0;22;19;41;1;0;FR051
2803;B, XV, dorp Oosthem, Huizen;61;0;0;2;0;0;0;0;127;132;259;4;2;FR051
2804;B, XV, dorp Oosthem, Schepen;0;0;0;0;2;0;0;0;6;4;10;0;0;FR051
2805;B, XV, Buurtsch. Westerburen, Huizen;6;0;0;0;0;0;0;0;17;22;39;0;0;FR051
2806;B, XV, Buurtsch. Nijezijl, Huizen;24;0;0;1;0;0;0;0;59;53;112;3;0;FR051
2807;B, XV, Buurts. Nijezijl, Td. aanw. sch.;0;0;0;0;0;3;0;0;0;0;0;8;4;FR051
2808;B, XVI, dorp Abbega, Huizen;20;1;0;0;0;0;0;0;54;51;105;0;2;FR052
2809;B, XVI, dorp Abbega, Schepen;0;0;0;0;1;0;0;0;3;5;8;0;0;FR052
2810;B, XVI, Buurtsch. Oosterburen, Huizen;1;1;0;0;0;0;0;0;7;3;10;0;0;FR052
2811;B, XVI, Buurts. Abbegasterrijge, Huizen;5;0;0;0;0;0;0;0;20;16;36;0;1;FR052
2812;B, XVI, Buurts. Abbegasterketting, Hz.;18;0;0;0;0;0;0;0;33;36;69;0;0;FR052
2813;B, XVI, Buurtsch. de Morrha, Huizen;2;0;0;0;0;0;0;0;3;5;8;0;0;FR052
2814;B, XVII, dorp Werthem, Huizen;17;1;0;0;0;0;0;0;56;47;103;3;0;FR052
2815;B, XVII, buurtsch. Blaauwhuis, Schepen;0;0;0;0;1;0;0;0;1;1;2;0;0;FR052
2816;B, XVIII, dorp Wolsum, Huizen;6;0;0;0;0;0;0;0;15;16;31;0;2;FR052
2817;B, XVIII, dorp Wolsum, Schepen;0;0;0;0;3;0;0;0;5;4;9;0;0;FR052
2818;B, XVIII, dorp Wolsum, Tijd. aanw. sch.;0;0;0;0;0;1;0;0;0;0;0;1;2;FR052
2819;B, XVIII, buurtsch. Remswerd, Huizen;4;0;0;0;0;0;0;0;15;14;29;1;0;FR052
2820;B, XVIII, buurts. Wolsumer-Ketting, Hz.;10;0;0;0;0;0;0;0;21;24;45;0;0;FR052
2821;B, XVIII, buurtsch. Vijfhuis, Huizen;22;2;0;0;0;0;0;0;58;56;114;3;0;FR052
2822;B, XVIII, buurtsch. IJtsum, Huizen;2;0;0;0;0;0;0;0;5;2;7;1;0;FR052
2823;B, XIX, dorp Nijland, Huizen;74;2;0;0;0;0;0;0;159;147;306;8;5;FR052
2824;B, XIX, dorp Nijland, Schepen;0;0;0;0;4;0;0;0;9;11;20;0;0;FR052
2825;B, XX, dorp Folsgare, Huizen;24;0;0;0;0;0;0;0;48;49;97;1;0;FR052
2826;B, XXI, dorp Tjalhuizum, Huizen;6;0;0;0;0;0;0;0;14;10;24;0;0;FR052
2827;B, XXII, dorp IJsbrechtum, Huizen;38;2;0;0;0;0;0;0;83;85;168;7;2;FR052
2828;B, XXII, dorp IJsbrechtum, Td. aw. sch.;0;0;0;0;0;1;0;0;0;0;0;4;3;FR052
2829;B, XXII, buurtsch. Bons, Huizen;3;0;0;0;0;0;0;0;10;8;18;0;0;FR052
2830;B, XXII, buurtsch. Pophorne, Huizen;4;0;0;0;0;0;0;0;12;10;22;1;0;FR052
2831;B, XXIII, dorp Firns, Huizen;26;4;0;0;0;0;0;0;79;63;142;0;1;FR052
2832;B, XXIII, dorp Firns, Tijd. aanw. sch.;0;0;0;0;0;1;0;0;0;0;0;1;0;FR052
2833;B, XXIII, buurtsch. Anneburen, Huizen;8;2;0;0;0;0;0;0;27;18;45;0;0;FR052
2834;B, XXIV, dorp Scharnegoutum, Huizen;55;0;0;0;0;0;0;0;125;125;250;7;7;FR052
2835;B, XXIV, dorp Scharnegoutum, Schepen;0;0;0;0;9;0;0;0;21;24;45;0;0;FR052
2836;B, XXIV, buurtsch. Nijeklooster, Huizen;9;0;0;0;0;0;0;0;18;22;40;0;5;FR052
2837;B, XXV, dorp Loenga, Huizen;13;0;0;0;0;0;0;0;37;25;62;1;1;FR052
2838;B, XXV, buurts. Pasveer, Huizen;5;0;0;0;0;0;0;0;10;10;20;0;0;FR052
