ID;Geslacht;Onderwijssoort;Vooropleiding;Opleidingsfase;Perioden;Eerstejaarsstudenten_1
6227;Vrouwen;Hoger onderwijs;Vwo-diploma cultuur en maatschappij;Opleidingsfase totaal;2022/'23;1960.0
6228;Vrouwen;Hoger onderwijs;Vwo-diploma cultuur en maatschappij;Opleidingsfase totaal;2023/'24;2090.0
6229;Vrouwen;Hoger onderwijs;Vwo-diploma cultuur en maatschappij;Opleidingsfase totaal;2024/'25;2470.0
6230;Vrouwen;Hoger onderwijs;Vwo-diploma cultuur en maatschappij;Bachelor- en doctoraalopleidingen;2011/'12;3600.0
6231;Vrouwen;Hoger onderwijs;Vwo-diploma cultuur en maatschappij;Bachelor- en doctoraalopleidingen;2012/'13;3240.0
6232;Vrouwen;Hoger onderwijs;Vwo-diploma cultuur en maatschappij;Bachelor- en doctoraalopleidingen;2013/'14;3810.0
6233;Vrouwen;Hoger onderwijs;Vwo-diploma cultuur en maatschappij;Bachelor- en doctoraalopleidingen;2014/'15;2990.0
6234;Vrouwen;Hoger onderwijs;Vwo-diploma cultuur en maatschappij;Bachelor- en doctoraalopleidingen;2015/'16;2490.0
6235;Vrouwen;Hoger onderwijs;Vwo-diploma cultuur en maatschappij;Bachelor- en doctoraalopleidingen;2016/'17;2530.0
6236;Vrouwen;Hoger onderwijs;Vwo-diploma cultuur en maatschappij;Bachelor- en doctoraalopleidingen;2017/'18;2240.0
6237;Vrouwen;Hoger onderwijs;Vwo-diploma cultuur en maatschappij;Bachelor- en doctoraalopleidingen;2018/'19;2440.0
6238;Vrouwen;Hoger onderwijs;Vwo-diploma cultuur en maatschappij;Bachelor- en doctoraalopleidingen;2019/'20;2250.0
6239;Vrouwen;Hoger onderwijs;Vwo-diploma cultuur en maatschappij;Bachelor- en doctoraalopleidingen;2020/'21;2590.0
6240;Vrouwen;Hoger onderwijs;Vwo-diploma cultuur en maatschappij;Bachelor- en doctoraalopleidingen;2021/'22;2150.0
6241;Vrouwen;Hoger onderwijs;Vwo-diploma cultuur en maatschappij;Bachelor- en doctoraalopleidingen;2022/'23;1950.0
6242;Vrouwen;Hoger onderwijs;Vwo-diploma cultuur en maatschappij;Bachelor- en doctoraalopleidingen;2023/'24;2080.0
6243;Vrouwen;Hoger onderwijs;Vwo-diploma cultuur en maatschappij;Bachelor- en doctoraalopleidingen;2024/'25;2470.0
6244;Vrouwen;Hoger onderwijs;Vwo-diploma cultuur en maatschappij;Master- en vervolgopleidingen;2011/'12;10.0
6245;Vrouwen;Hoger onderwijs;Vwo-diploma cultuur en maatschappij;Master- en vervolgopleidingen;2012/'13;10.0
6246;Vrouwen;Hoger onderwijs;Vwo-diploma cultuur en maatschappij;Master- en vervolgopleidingen;2013/'14;10.0
6247;Vrouwen;Hoger onderwijs;Vwo-diploma cultuur en maatschappij;Master- en vervolgopleidingen;2014/'15;10.0
6248;Vrouwen;Hoger onderwijs;Vwo-diploma cultuur en maatschappij;Master- en vervolgopleidingen;2015/'16;10.0
6249;Vrouwen;Hoger onderwijs;Vwo-diploma cultuur en maatschappij;Master- en vervolgopleidingen;2016/'17;10.0
6250;Vrouwen;Hoger onderwijs;Vwo-diploma cultuur en maatschappij;Master- en vervolgopleidingen;2017/'18;10.0
6251;Vrouwen;Hoger onderwijs;Vwo-diploma cultuur en maatschappij;Master- en vervolgopleidingen;2018/'19;10.0
6252;Vrouwen;Hoger onderwijs;Vwo-diploma cultuur en maatschappij;Master- en vervolgopleidingen;2019/'20;10.0
6253;Vrouwen;Hoger onderwijs;Vwo-diploma cultuur en maatschappij;Master- en vervolgopleidingen;2020/'21;10.0
6254;Vrouwen;Hoger onderwijs;Vwo-diploma cultuur en maatschappij;Master- en vervolgopleidingen;2021/'22;10.0
6255;Vrouwen;Hoger onderwijs;Vwo-diploma cultuur en maatschappij;Master- en vervolgopleidingen;2022/'23;10.0
6256;Vrouwen;Hoger onderwijs;Vwo-diploma cultuur en maatschappij;Master- en vervolgopleidingen;2023/'24;10.0
6257;Vrouwen;Hoger onderwijs;Vwo-diploma cultuur en maatschappij;Master- en vervolgopleidingen;2024/'25;0.0
6258;Vrouwen;Hoger onderwijs;Vwo-diploma economie en maatschappij;Opleidingsfase totaal;2011/'12;3280.0
6259;Vrouwen;Hoger onderwijs;Vwo-diploma economie en maatschappij;Opleidingsfase totaal;2012/'13;3050.0
6260;Vrouwen;Hoger onderwijs;Vwo-diploma economie en maatschappij;Opleidingsfase totaal;2013/'14;3360.0
6261;Vrouwen;Hoger onderwijs;Vwo-diploma economie en maatschappij;Opleidingsfase totaal;2014/'15;2810.0
6262;Vrouwen;Hoger onderwijs;Vwo-diploma economie en maatschappij;Opleidingsfase totaal;2015/'16;2480.0
6263;Vrouwen;Hoger onderwijs;Vwo-diploma economie en maatschappij;Opleidingsfase totaal;2016/'17;2670.0
6264;Vrouwen;Hoger onderwijs;Vwo-diploma economie en maatschappij;Opleidingsfase totaal;2017/'18;2650.0
6265;Vrouwen;Hoger onderwijs;Vwo-diploma economie en maatschappij;Opleidingsfase totaal;2018/'19;2730.0
6266;Vrouwen;Hoger onderwijs;Vwo-diploma economie en maatschappij;Opleidingsfase totaal;2019/'20;2760.0
6267;Vrouwen;Hoger onderwijs;Vwo-diploma economie en maatschappij;Opleidingsfase totaal;2020/'21;3200.0
6268;Vrouwen;Hoger onderwijs;Vwo-diploma economie en maatschappij;Opleidingsfase totaal;2021/'22;2660.0
6269;Vrouwen;Hoger onderwijs;Vwo-diploma economie en maatschappij;Opleidingsfase totaal;2022/'23;2770.0
6270;Vrouwen;Hoger onderwijs;Vwo-diploma economie en maatschappij;Opleidingsfase totaal;2023/'24;2770.0
6271;Vrouwen;Hoger onderwijs;Vwo-diploma economie en maatschappij;Opleidingsfase totaal;2024/'25;3000.0
6272;Vrouwen;Hoger onderwijs;Vwo-diploma economie en maatschappij;Bachelor- en doctoraalopleidingen;2011/'12;3280.0
6273;Vrouwen;Hoger onderwijs;Vwo-diploma economie en maatschappij;Bachelor- en doctoraalopleidingen;2012/'13;3050.0
6274;Vrouwen;Hoger onderwijs;Vwo-diploma economie en maatschappij;Bachelor- en doctoraalopleidingen;2013/'14;3350.0
6275;Vrouwen;Hoger onderwijs;Vwo-diploma economie en maatschappij;Bachelor- en doctoraalopleidingen;2014/'15;2800.0
6276;Vrouwen;Hoger onderwijs;Vwo-diploma economie en maatschappij;Bachelor- en doctoraalopleidingen;2015/'16;2470.0
6277;Vrouwen;Hoger onderwijs;Vwo-diploma economie en maatschappij;Bachelor- en doctoraalopleidingen;2016/'17;2670.0
6278;Vrouwen;Hoger onderwijs;Vwo-diploma economie en maatschappij;Bachelor- en doctoraalopleidingen;2017/'18;2640.0
6279;Vrouwen;Hoger onderwijs;Vwo-diploma economie en maatschappij;Bachelor- en doctoraalopleidingen;2018/'19;2720.0
6280;Vrouwen;Hoger onderwijs;Vwo-diploma economie en maatschappij;Bachelor- en doctoraalopleidingen;2019/'20;2760.0
6281;Vrouwen;Hoger onderwijs;Vwo-diploma economie en maatschappij;Bachelor- en doctoraalopleidingen;2020/'21;3190.0
6282;Vrouwen;Hoger onderwijs;Vwo-diploma economie en maatschappij;Bachelor- en doctoraalopleidingen;2021/'22;2650.0
6283;Vrouwen;Hoger onderwijs;Vwo-diploma economie en maatschappij;Bachelor- en doctoraalopleidingen;2022/'23;2770.0
6284;Vrouwen;Hoger onderwijs;Vwo-diploma economie en maatschappij;Bachelor- en doctoraalopleidingen;2023/'24;2760.0
6285;Vrouwen;Hoger onderwijs;Vwo-diploma economie en maatschappij;Bachelor- en doctoraalopleidingen;2024/'25;2990.0
6286;Vrouwen;Hoger onderwijs;Vwo-diploma economie en maatschappij;Master- en vervolgopleidingen;2011/'12;10.0
6287;Vrouwen;Hoger onderwijs;Vwo-diploma economie en maatschappij;Master- en vervolgopleidingen;2012/'13;10.0
6288;Vrouwen;Hoger onderwijs;Vwo-diploma economie en maatschappij;Master- en vervolgopleidingen;2013/'14;10.0
6289;Vrouwen;Hoger onderwijs;Vwo-diploma economie en maatschappij;Master- en vervolgopleidingen;2014/'15;10.0
6290;Vrouwen;Hoger onderwijs;Vwo-diploma economie en maatschappij;Master- en vervolgopleidingen;2015/'16;0.0
6291;Vrouwen;Hoger onderwijs;Vwo-diploma economie en maatschappij;Master- en vervolgopleidingen;2016/'17;0.0
6292;Vrouwen;Hoger onderwijs;Vwo-diploma economie en maatschappij;Master- en vervolgopleidingen;2017/'18;10.0
6293;Vrouwen;Hoger onderwijs;Vwo-diploma economie en maatschappij;Master- en vervolgopleidingen;2018/'19;10.0
6294;Vrouwen;Hoger onderwijs;Vwo-diploma economie en maatschappij;Master- en vervolgopleidingen;2019/'20;10.0
6295;Vrouwen;Hoger onderwijs;Vwo-diploma economie en maatschappij;Master- en vervolgopleidingen;2020/'21;20.0
6296;Vrouwen;Hoger onderwijs;Vwo-diploma economie en maatschappij;Master- en vervolgopleidingen;2021/'22;10.0
6297;Vrouwen;Hoger onderwijs;Vwo-diploma economie en maatschappij;Master- en vervolgopleidingen;2022/'23;0.0
6298;Vrouwen;Hoger onderwijs;Vwo-diploma economie en maatschappij;Master- en vervolgopleidingen;2023/'24;10.0
6299;Vrouwen;Hoger onderwijs;Vwo-diploma economie en maatschappij;Master- en vervolgopleidingen;2024/'25;10.0
6300;Vrouwen;Hoger onderwijs;Vwo-diploma natuur en gezondheid;Opleidingsfase totaal;2011/'12;3200.0
6301;Vrouwen;Hoger onderwijs;Vwo-diploma natuur en gezondheid;Opleidingsfase totaal;2012/'13;2830.0
6302;Vrouwen;Hoger onderwijs;Vwo-diploma natuur en gezondheid;Opleidingsfase totaal;2013/'14;3620.0
6303;Vrouwen;Hoger onderwijs;Vwo-diploma natuur en gezondheid;Opleidingsfase totaal;2014/'15;3200.0
6304;Vrouwen;Hoger onderwijs;Vwo-diploma natuur en gezondheid;Opleidingsfase totaal;2015/'16;3180.0
6305;Vrouwen;Hoger onderwijs;Vwo-diploma natuur en gezondheid;Opleidingsfase totaal;2016/'17;3190.0
6306;Vrouwen;Hoger onderwijs;Vwo-diploma natuur en gezondheid;Opleidingsfase totaal;2017/'18;3440.0
6307;Vrouwen;Hoger onderwijs;Vwo-diploma natuur en gezondheid;Opleidingsfase totaal;2018/'19;3560.0
6308;Vrouwen;Hoger onderwijs;Vwo-diploma natuur en gezondheid;Opleidingsfase totaal;2019/'20;3720.0
6309;Vrouwen;Hoger onderwijs;Vwo-diploma natuur en gezondheid;Opleidingsfase totaal;2020/'21;4350.0
6310;Vrouwen;Hoger onderwijs;Vwo-diploma natuur en gezondheid;Opleidingsfase totaal;2021/'22;3730.0
6311;Vrouwen;Hoger onderwijs;Vwo-diploma natuur en gezondheid;Opleidingsfase totaal;2022/'23;3730.0
6312;Vrouwen;Hoger onderwijs;Vwo-diploma natuur en gezondheid;Opleidingsfase totaal;2023/'24;4010.0
6313;Vrouwen;Hoger onderwijs;Vwo-diploma natuur en gezondheid;Opleidingsfase totaal;2024/'25;4250.0
6314;Vrouwen;Hoger onderwijs;Vwo-diploma natuur en gezondheid;Bachelor- en doctoraalopleidingen;2011/'12;3190.0
6315;Vrouwen;Hoger onderwijs;Vwo-diploma natuur en gezondheid;Bachelor- en doctoraalopleidingen;2012/'13;2820.0
6316;Vrouwen;Hoger onderwijs;Vwo-diploma natuur en gezondheid;Bachelor- en doctoraalopleidingen;2013/'14;3610.0
6317;Vrouwen;Hoger onderwijs;Vwo-diploma natuur en gezondheid;Bachelor- en doctoraalopleidingen;2014/'15;3190.0
6318;Vrouwen;Hoger onderwijs;Vwo-diploma natuur en gezondheid;Bachelor- en doctoraalopleidingen;2015/'16;3170.0
6319;Vrouwen;Hoger onderwijs;Vwo-diploma natuur en gezondheid;Bachelor- en doctoraalopleidingen;2016/'17;3180.0
6320;Vrouwen;Hoger onderwijs;Vwo-diploma natuur en gezondheid;Bachelor- en doctoraalopleidingen;2017/'18;3430.0
6321;Vrouwen;Hoger onderwijs;Vwo-diploma natuur en gezondheid;Bachelor- en doctoraalopleidingen;2018/'19;3560.0
6322;Vrouwen;Hoger onderwijs;Vwo-diploma natuur en gezondheid;Bachelor- en doctoraalopleidingen;2019/'20;3710.0
6323;Vrouwen;Hoger onderwijs;Vwo-diploma natuur en gezondheid;Bachelor- en doctoraalopleidingen;2020/'21;4350.0
6324;Vrouwen;Hoger onderwijs;Vwo-diploma natuur en gezondheid;Bachelor- en doctoraalopleidingen;2021/'22;3730.0
6325;Vrouwen;Hoger onderwijs;Vwo-diploma natuur en gezondheid;Bachelor- en doctoraalopleidingen;2022/'23;3730.0
6326;Vrouwen;Hoger onderwijs;Vwo-diploma natuur en gezondheid;Bachelor- en doctoraalopleidingen;2023/'24;4000.0
6327;Vrouwen;Hoger onderwijs;Vwo-diploma natuur en gezondheid;Bachelor- en doctoraalopleidingen;2024/'25;4240.0
6328;Vrouwen;Hoger onderwijs;Vwo-diploma natuur en gezondheid;Master- en vervolgopleidingen;2011/'12;10.0
6329;Vrouwen;Hoger onderwijs;Vwo-diploma natuur en gezondheid;Master- en vervolgopleidingen;2012/'13;0.0
6330;Vrouwen;Hoger onderwijs;Vwo-diploma natuur en gezondheid;Master- en vervolgopleidingen;2013/'14;10.0
6331;Vrouwen;Hoger onderwijs;Vwo-diploma natuur en gezondheid;Master- en vervolgopleidingen;2014/'15;10.0
6332;Vrouwen;Hoger onderwijs;Vwo-diploma natuur en gezondheid;Master- en vervolgopleidingen;2015/'16;10.0
6333;Vrouwen;Hoger onderwijs;Vwo-diploma natuur en gezondheid;Master- en vervolgopleidingen;2016/'17;10.0
6334;Vrouwen;Hoger onderwijs;Vwo-diploma natuur en gezondheid;Master- en vervolgopleidingen;2017/'18;10.0
6335;Vrouwen;Hoger onderwijs;Vwo-diploma natuur en gezondheid;Master- en vervolgopleidingen;2018/'19;10.0
6336;Vrouwen;Hoger onderwijs;Vwo-diploma natuur en gezondheid;Master- en vervolgopleidingen;2019/'20;10.0
6337;Vrouwen;Hoger onderwijs;Vwo-diploma natuur en gezondheid;Master- en vervolgopleidingen;2020/'21;10.0
6338;Vrouwen;Hoger onderwijs;Vwo-diploma natuur en gezondheid;Master- en vervolgopleidingen;2021/'22;0.0
6339;Vrouwen;Hoger onderwijs;Vwo-diploma natuur en gezondheid;Master- en vervolgopleidingen;2022/'23;10.0
6340;Vrouwen;Hoger onderwijs;Vwo-diploma natuur en gezondheid;Master- en vervolgopleidingen;2023/'24;10.0
6341;Vrouwen;Hoger onderwijs;Vwo-diploma natuur en gezondheid;Master- en vervolgopleidingen;2024/'25;10.0
6342;Vrouwen;Hoger onderwijs;Vwo-diploma natuur en techniek;Opleidingsfase totaal;2011/'12;660.0
6343;Vrouwen;Hoger onderwijs;Vwo-diploma natuur en techniek;Opleidingsfase totaal;2012/'13;610.0
6344;Vrouwen;Hoger onderwijs;Vwo-diploma natuur en techniek;Opleidingsfase totaal;2013/'14;670.0
6345;Vrouwen;Hoger onderwijs;Vwo-diploma natuur en techniek;Opleidingsfase totaal;2014/'15;580.0
6346;Vrouwen;Hoger onderwijs;Vwo-diploma natuur en techniek;Opleidingsfase totaal;2015/'16;540.0
6347;Vrouwen;Hoger onderwijs;Vwo-diploma natuur en techniek;Opleidingsfase totaal;2016/'17;620.0
6348;Vrouwen;Hoger onderwijs;Vwo-diploma natuur en techniek;Opleidingsfase totaal;2017/'18;710.0
6349;Vrouwen;Hoger onderwijs;Vwo-diploma natuur en techniek;Opleidingsfase totaal;2018/'19;710.0
6350;Vrouwen;Hoger onderwijs;Vwo-diploma natuur en techniek;Opleidingsfase totaal;2019/'20;920.0
6351;Vrouwen;Hoger onderwijs;Vwo-diploma natuur en techniek;Opleidingsfase totaal;2020/'21;900.0
6352;Vrouwen;Hoger onderwijs;Vwo-diploma natuur en techniek;Opleidingsfase totaal;2021/'22;770.0
6353;Vrouwen;Hoger onderwijs;Vwo-diploma natuur en techniek;Opleidingsfase totaal;2022/'23;890.0
6354;Vrouwen;Hoger onderwijs;Vwo-diploma natuur en techniek;Opleidingsfase totaal;2023/'24;870.0
6355;Vrouwen;Hoger onderwijs;Vwo-diploma natuur en techniek;Opleidingsfase totaal;2024/'25;950.0
6356;Vrouwen;Hoger onderwijs;Vwo-diploma natuur en techniek;Bachelor- en doctoraalopleidingen;2011/'12;660.0
6357;Vrouwen;Hoger onderwijs;Vwo-diploma natuur en techniek;Bachelor- en doctoraalopleidingen;2012/'13;610.0
6358;Vrouwen;Hoger onderwijs;Vwo-diploma natuur en techniek;Bachelor- en doctoraalopleidingen;2013/'14;670.0
6359;Vrouwen;Hoger onderwijs;Vwo-diploma natuur en techniek;Bachelor- en doctoraalopleidingen;2014/'15;570.0
6360;Vrouwen;Hoger onderwijs;Vwo-diploma natuur en techniek;Bachelor- en doctoraalopleidingen;2015/'16;540.0
6361;Vrouwen;Hoger onderwijs;Vwo-diploma natuur en techniek;Bachelor- en doctoraalopleidingen;2016/'17;620.0
6362;Vrouwen;Hoger onderwijs;Vwo-diploma natuur en techniek;Bachelor- en doctoraalopleidingen;2017/'18;710.0
6363;Vrouwen;Hoger onderwijs;Vwo-diploma natuur en techniek;Bachelor- en doctoraalopleidingen;2018/'19;710.0
6364;Vrouwen;Hoger onderwijs;Vwo-diploma natuur en techniek;Bachelor- en doctoraalopleidingen;2019/'20;920.0
6365;Vrouwen;Hoger onderwijs;Vwo-diploma natuur en techniek;Bachelor- en doctoraalopleidingen;2020/'21;900.0
6366;Vrouwen;Hoger onderwijs;Vwo-diploma natuur en techniek;Bachelor- en doctoraalopleidingen;2021/'22;770.0
6367;Vrouwen;Hoger onderwijs;Vwo-diploma natuur en techniek;Bachelor- en doctoraalopleidingen;2022/'23;890.0
6368;Vrouwen;Hoger onderwijs;Vwo-diploma natuur en techniek;Bachelor- en doctoraalopleidingen;2023/'24;860.0
6369;Vrouwen;Hoger onderwijs;Vwo-diploma natuur en techniek;Bachelor- en doctoraalopleidingen;2024/'25;950.0
6370;Vrouwen;Hoger onderwijs;Vwo-diploma natuur en techniek;Master- en vervolgopleidingen;2011/'12;0.0
6371;Vrouwen;Hoger onderwijs;Vwo-diploma natuur en techniek;Master- en vervolgopleidingen;2012/'13;0.0
6372;Vrouwen;Hoger onderwijs;Vwo-diploma natuur en techniek;Master- en vervolgopleidingen;2013/'14;0.0
6373;Vrouwen;Hoger onderwijs;Vwo-diploma natuur en techniek;Master- en vervolgopleidingen;2014/'15;0.0
6374;Vrouwen;Hoger onderwijs;Vwo-diploma natuur en techniek;Master- en vervolgopleidingen;2015/'16;0.0
6375;Vrouwen;Hoger onderwijs;Vwo-diploma natuur en techniek;Master- en vervolgopleidingen;2016/'17;0.0
6376;Vrouwen;Hoger onderwijs;Vwo-diploma natuur en techniek;Master- en vervolgopleidingen;2017/'18;0.0
6377;Vrouwen;Hoger onderwijs;Vwo-diploma natuur en techniek;Master- en vervolgopleidingen;2018/'19;0.0
6378;Vrouwen;Hoger onderwijs;Vwo-diploma natuur en techniek;Master- en vervolgopleidingen;2019/'20;0.0
6379;Vrouwen;Hoger onderwijs;Vwo-diploma natuur en techniek;Master- en vervolgopleidingen;2020/'21;10.0
6380;Vrouwen;Hoger onderwijs;Vwo-diploma natuur en techniek;Master- en vervolgopleidingen;2021/'22;0.0
6381;Vrouwen;Hoger onderwijs;Vwo-diploma natuur en techniek;Master- en vervolgopleidingen;2022/'23;0.0
6382;Vrouwen;Hoger onderwijs;Vwo-diploma natuur en techniek;Master- en vervolgopleidingen;2023/'24;0.0
6383;Vrouwen;Hoger onderwijs;Vwo-diploma natuur en techniek;Master- en vervolgopleidingen;2024/'25;0.0
6384;Vrouwen;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Opleidingsfase totaal;2011/'12;2630.0
6385;Vrouwen;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Opleidingsfase totaal;2012/'13;2870.0
6386;Vrouwen;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Opleidingsfase totaal;2013/'14;3180.0
6387;Vrouwen;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Opleidingsfase totaal;2014/'15;3300.0
6388;Vrouwen;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Opleidingsfase totaal;2015/'16;3130.0
6389;Vrouwen;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Opleidingsfase totaal;2016/'17;3270.0
6390;Vrouwen;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Opleidingsfase totaal;2017/'18;3270.0
6391;Vrouwen;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Opleidingsfase totaal;2018/'19;3440.0
6392;Vrouwen;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Opleidingsfase totaal;2019/'20;3310.0
6393;Vrouwen;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Opleidingsfase totaal;2020/'21;3900.0
6394;Vrouwen;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Opleidingsfase totaal;2021/'22;3280.0
6395;Vrouwen;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Opleidingsfase totaal;2022/'23;2960.0
6396;Vrouwen;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Opleidingsfase totaal;2023/'24;3030.0
6397;Vrouwen;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Opleidingsfase totaal;2024/'25;2980.0
6398;Vrouwen;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Bachelor- en doctoraalopleidingen;2011/'12;2630.0
6399;Vrouwen;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Bachelor- en doctoraalopleidingen;2012/'13;2870.0
6400;Vrouwen;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Bachelor- en doctoraalopleidingen;2013/'14;3180.0
6401;Vrouwen;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Bachelor- en doctoraalopleidingen;2014/'15;3300.0
6402;Vrouwen;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Bachelor- en doctoraalopleidingen;2015/'16;3120.0
6403;Vrouwen;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Bachelor- en doctoraalopleidingen;2016/'17;3270.0
6404;Vrouwen;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Bachelor- en doctoraalopleidingen;2017/'18;3270.0
6405;Vrouwen;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Bachelor- en doctoraalopleidingen;2018/'19;3440.0
6406;Vrouwen;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Bachelor- en doctoraalopleidingen;2019/'20;3300.0
6407;Vrouwen;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Bachelor- en doctoraalopleidingen;2020/'21;3890.0
6408;Vrouwen;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Bachelor- en doctoraalopleidingen;2021/'22;3260.0
6409;Vrouwen;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Bachelor- en doctoraalopleidingen;2022/'23;2950.0
6410;Vrouwen;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Bachelor- en doctoraalopleidingen;2023/'24;3020.0
6411;Vrouwen;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Bachelor- en doctoraalopleidingen;2024/'25;2970.0
6412;Vrouwen;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Master- en vervolgopleidingen;2011/'12;0.0
6413;Vrouwen;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Master- en vervolgopleidingen;2012/'13;0.0
6414;Vrouwen;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Master- en vervolgopleidingen;2013/'14;0.0
6415;Vrouwen;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Master- en vervolgopleidingen;2014/'15;0.0
6416;Vrouwen;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Master- en vervolgopleidingen;2015/'16;10.0
6417;Vrouwen;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Master- en vervolgopleidingen;2016/'17;10.0
6418;Vrouwen;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Master- en vervolgopleidingen;2017/'18;0.0
6419;Vrouwen;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Master- en vervolgopleidingen;2018/'19;10.0
6420;Vrouwen;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Master- en vervolgopleidingen;2019/'20;10.0
6421;Vrouwen;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Master- en vervolgopleidingen;2020/'21;10.0
6422;Vrouwen;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Master- en vervolgopleidingen;2021/'22;10.0
6423;Vrouwen;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Master- en vervolgopleidingen;2022/'23;10.0
6424;Vrouwen;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Master- en vervolgopleidingen;2023/'24;10.0
6425;Vrouwen;Hoger onderwijs;Vwo-diploma combinatie maatschappij;Master- en vervolgopleidingen;2024/'25;10.0
