ID;Sex;Age;Nationality;CaribbeanNetherlands;Periods;PopulationOnJanuary1st_1
4364;Total male and female;5 to 9 years;Haitian;Saba;2020;0
4365;Total male and female;5 to 9 years;Haitian;Saba;2021;0
4366;Total male and female;5 to 9 years;Haitian;Saba;2022;0
4367;Total male and female;5 to 9 years;Haitian;Saba;2023;0
4368;Total male and female;5 to 9 years;Jamaican;Caribbean Netherlands;2011;1
4369;Total male and female;5 to 9 years;Jamaican;Caribbean Netherlands;2012;1
4370;Total male and female;5 to 9 years;Jamaican;Caribbean Netherlands;2013;1
4371;Total male and female;5 to 9 years;Jamaican;Caribbean Netherlands;2014;1
4372;Total male and female;5 to 9 years;Jamaican;Caribbean Netherlands;2015;2
4373;Total male and female;5 to 9 years;Jamaican;Caribbean Netherlands;2016;4
4374;Total male and female;5 to 9 years;Jamaican;Caribbean Netherlands;2017;4
4375;Total male and female;5 to 9 years;Jamaican;Caribbean Netherlands;2018;4
4376;Total male and female;5 to 9 years;Jamaican;Caribbean Netherlands;2019;4
4377;Total male and female;5 to 9 years;Jamaican;Caribbean Netherlands;2020;5
4378;Total male and female;5 to 9 years;Jamaican;Caribbean Netherlands;2021;4
4379;Total male and female;5 to 9 years;Jamaican;Caribbean Netherlands;2022;2
4380;Total male and female;5 to 9 years;Jamaican;Caribbean Netherlands;2023;6
4381;Total male and female;5 to 9 years;Jamaican;Bonaire;2011;1
4382;Total male and female;5 to 9 years;Jamaican;Bonaire;2012;1
4383;Total male and female;5 to 9 years;Jamaican;Bonaire;2013;1
4384;Total male and female;5 to 9 years;Jamaican;Bonaire;2014;1
4385;Total male and female;5 to 9 years;Jamaican;Bonaire;2015;2
4386;Total male and female;5 to 9 years;Jamaican;Bonaire;2016;2
4387;Total male and female;5 to 9 years;Jamaican;Bonaire;2017;1
4388;Total male and female;5 to 9 years;Jamaican;Bonaire;2018;2
4389;Total male and female;5 to 9 years;Jamaican;Bonaire;2019;2
4390;Total male and female;5 to 9 years;Jamaican;Bonaire;2020;2
4391;Total male and female;5 to 9 years;Jamaican;Bonaire;2021;2
4392;Total male and female;5 to 9 years;Jamaican;Bonaire;2022;2
4393;Total male and female;5 to 9 years;Jamaican;Bonaire;2023;4
4394;Total male and female;5 to 9 years;Jamaican;St. Eustatius;2011;0
4395;Total male and female;5 to 9 years;Jamaican;St. Eustatius;2012;0
4396;Total male and female;5 to 9 years;Jamaican;St. Eustatius;2013;0
4397;Total male and female;5 to 9 years;Jamaican;St. Eustatius;2014;0
4398;Total male and female;5 to 9 years;Jamaican;St. Eustatius;2015;0
4399;Total male and female;5 to 9 years;Jamaican;St. Eustatius;2016;0
4400;Total male and female;5 to 9 years;Jamaican;St. Eustatius;2017;1
4401;Total male and female;5 to 9 years;Jamaican;St. Eustatius;2018;1
4402;Total male and female;5 to 9 years;Jamaican;St. Eustatius;2019;1
4403;Total male and female;5 to 9 years;Jamaican;St. Eustatius;2020;2
4404;Total male and female;5 to 9 years;Jamaican;St. Eustatius;2021;2
4405;Total male and female;5 to 9 years;Jamaican;St. Eustatius;2022;0
4406;Total male and female;5 to 9 years;Jamaican;St. Eustatius;2023;0
4407;Total male and female;5 to 9 years;Jamaican;Saba;2011;0
4408;Total male and female;5 to 9 years;Jamaican;Saba;2012;0
4409;Total male and female;5 to 9 years;Jamaican;Saba;2013;0
4410;Total male and female;5 to 9 years;Jamaican;Saba;2014;0
4411;Total male and female;5 to 9 years;Jamaican;Saba;2015;0
4412;Total male and female;5 to 9 years;Jamaican;Saba;2016;2
4413;Total male and female;5 to 9 years;Jamaican;Saba;2017;2
4414;Total male and female;5 to 9 years;Jamaican;Saba;2018;1
4415;Total male and female;5 to 9 years;Jamaican;Saba;2019;1
4416;Total male and female;5 to 9 years;Jamaican;Saba;2020;1
4417;Total male and female;5 to 9 years;Jamaican;Saba;2021;0
4418;Total male and female;5 to 9 years;Jamaican;Saba;2022;0
4419;Total male and female;5 to 9 years;Jamaican;Saba;2023;2
4420;Total male and female;5 to 9 years;Peruvian;Caribbean Netherlands;2011;7
4421;Total male and female;5 to 9 years;Peruvian;Caribbean Netherlands;2012;7
4422;Total male and female;5 to 9 years;Peruvian;Caribbean Netherlands;2013;7
4423;Total male and female;5 to 9 years;Peruvian;Caribbean Netherlands;2014;7
4424;Total male and female;5 to 9 years;Peruvian;Caribbean Netherlands;2015;5
4425;Total male and female;5 to 9 years;Peruvian;Caribbean Netherlands;2016;7
4426;Total male and female;5 to 9 years;Peruvian;Caribbean Netherlands;2017;7
4427;Total male and female;5 to 9 years;Peruvian;Caribbean Netherlands;2018;9
4428;Total male and female;5 to 9 years;Peruvian;Caribbean Netherlands;2019;8
4429;Total male and female;5 to 9 years;Peruvian;Caribbean Netherlands;2020;9
4430;Total male and female;5 to 9 years;Peruvian;Caribbean Netherlands;2021;10
4431;Total male and female;5 to 9 years;Peruvian;Caribbean Netherlands;2022;15
4432;Total male and female;5 to 9 years;Peruvian;Caribbean Netherlands;2023;17
4433;Total male and female;5 to 9 years;Peruvian;Bonaire;2011;7
4434;Total male and female;5 to 9 years;Peruvian;Bonaire;2012;7
4435;Total male and female;5 to 9 years;Peruvian;Bonaire;2013;7
4436;Total male and female;5 to 9 years;Peruvian;Bonaire;2014;7
4437;Total male and female;5 to 9 years;Peruvian;Bonaire;2015;5
4438;Total male and female;5 to 9 years;Peruvian;Bonaire;2016;7
4439;Total male and female;5 to 9 years;Peruvian;Bonaire;2017;7
4440;Total male and female;5 to 9 years;Peruvian;Bonaire;2018;9
4441;Total male and female;5 to 9 years;Peruvian;Bonaire;2019;8
4442;Total male and female;5 to 9 years;Peruvian;Bonaire;2020;9
4443;Total male and female;5 to 9 years;Peruvian;Bonaire;2021;10
4444;Total male and female;5 to 9 years;Peruvian;Bonaire;2022;15
4445;Total male and female;5 to 9 years;Peruvian;Bonaire;2023;17
4446;Total male and female;5 to 9 years;Peruvian;St. Eustatius;2011;0
4447;Total male and female;5 to 9 years;Peruvian;St. Eustatius;2012;0
4448;Total male and female;5 to 9 years;Peruvian;St. Eustatius;2013;0
4449;Total male and female;5 to 9 years;Peruvian;St. Eustatius;2014;0
4450;Total male and female;5 to 9 years;Peruvian;St. Eustatius;2015;0
4451;Total male and female;5 to 9 years;Peruvian;St. Eustatius;2016;0
4452;Total male and female;5 to 9 years;Peruvian;St. Eustatius;2017;0
4453;Total male and female;5 to 9 years;Peruvian;St. Eustatius;2018;0
4454;Total male and female;5 to 9 years;Peruvian;St. Eustatius;2019;0
4455;Total male and female;5 to 9 years;Peruvian;St. Eustatius;2020;0
4456;Total male and female;5 to 9 years;Peruvian;St. Eustatius;2021;0
4457;Total male and female;5 to 9 years;Peruvian;St. Eustatius;2022;0
4458;Total male and female;5 to 9 years;Peruvian;St. Eustatius;2023;0
4459;Total male and female;5 to 9 years;Peruvian;Saba;2011;0
4460;Total male and female;5 to 9 years;Peruvian;Saba;2012;0
4461;Total male and female;5 to 9 years;Peruvian;Saba;2013;0
4462;Total male and female;5 to 9 years;Peruvian;Saba;2014;0
4463;Total male and female;5 to 9 years;Peruvian;Saba;2015;0
4464;Total male and female;5 to 9 years;Peruvian;Saba;2016;0
4465;Total male and female;5 to 9 years;Peruvian;Saba;2017;0
4466;Total male and female;5 to 9 years;Peruvian;Saba;2018;0
4467;Total male and female;5 to 9 years;Peruvian;Saba;2019;0
4468;Total male and female;5 to 9 years;Peruvian;Saba;2020;0
4469;Total male and female;5 to 9 years;Peruvian;Saba;2021;0
4470;Total male and female;5 to 9 years;Peruvian;Saba;2022;0
4471;Total male and female;5 to 9 years;Peruvian;Saba;2023;0
4472;Total male and female;5 to 9 years;Surinamese;Caribbean Netherlands;2011;4
4473;Total male and female;5 to 9 years;Surinamese;Caribbean Netherlands;2012;4
4474;Total male and female;5 to 9 years;Surinamese;Caribbean Netherlands;2013;3
4475;Total male and female;5 to 9 years;Surinamese;Caribbean Netherlands;2014;3
4476;Total male and female;5 to 9 years;Surinamese;Caribbean Netherlands;2015;5
4477;Total male and female;5 to 9 years;Surinamese;Caribbean Netherlands;2016;3
4478;Total male and female;5 to 9 years;Surinamese;Caribbean Netherlands;2017;3
4479;Total male and female;5 to 9 years;Surinamese;Caribbean Netherlands;2018;5
4480;Total male and female;5 to 9 years;Surinamese;Caribbean Netherlands;2019;4
4481;Total male and female;5 to 9 years;Surinamese;Caribbean Netherlands;2020;3
4482;Total male and female;5 to 9 years;Surinamese;Caribbean Netherlands;2021;2
4483;Total male and female;5 to 9 years;Surinamese;Caribbean Netherlands;2022;5
4484;Total male and female;5 to 9 years;Surinamese;Caribbean Netherlands;2023;6
4485;Total male and female;5 to 9 years;Surinamese;Bonaire;2011;3
4486;Total male and female;5 to 9 years;Surinamese;Bonaire;2012;4
4487;Total male and female;5 to 9 years;Surinamese;Bonaire;2013;3
4488;Total male and female;5 to 9 years;Surinamese;Bonaire;2014;2
4489;Total male and female;5 to 9 years;Surinamese;Bonaire;2015;2
4490;Total male and female;5 to 9 years;Surinamese;Bonaire;2016;2
4491;Total male and female;5 to 9 years;Surinamese;Bonaire;2017;1
4492;Total male and female;5 to 9 years;Surinamese;Bonaire;2018;3
4493;Total male and female;5 to 9 years;Surinamese;Bonaire;2019;3
4494;Total male and female;5 to 9 years;Surinamese;Bonaire;2020;3
4495;Total male and female;5 to 9 years;Surinamese;Bonaire;2021;2
4496;Total male and female;5 to 9 years;Surinamese;Bonaire;2022;5
4497;Total male and female;5 to 9 years;Surinamese;Bonaire;2023;6
4498;Total male and female;5 to 9 years;Surinamese;St. Eustatius;2011;0
4499;Total male and female;5 to 9 years;Surinamese;St. Eustatius;2012;0
4500;Total male and female;5 to 9 years;Surinamese;St. Eustatius;2013;0
4501;Total male and female;5 to 9 years;Surinamese;St. Eustatius;2014;1
4502;Total male and female;5 to 9 years;Surinamese;St. Eustatius;2015;1
4503;Total male and female;5 to 9 years;Surinamese;St. Eustatius;2016;1
4504;Total male and female;5 to 9 years;Surinamese;St. Eustatius;2017;2
4505;Total male and female;5 to 9 years;Surinamese;St. Eustatius;2018;2
4506;Total male and female;5 to 9 years;Surinamese;St. Eustatius;2019;1
4507;Total male and female;5 to 9 years;Surinamese;St. Eustatius;2020;0
4508;Total male and female;5 to 9 years;Surinamese;St. Eustatius;2021;0
4509;Total male and female;5 to 9 years;Surinamese;St. Eustatius;2022;0
4510;Total male and female;5 to 9 years;Surinamese;St. Eustatius;2023;0
4511;Total male and female;5 to 9 years;Surinamese;Saba;2011;1
4512;Total male and female;5 to 9 years;Surinamese;Saba;2012;0
4513;Total male and female;5 to 9 years;Surinamese;Saba;2013;0
4514;Total male and female;5 to 9 years;Surinamese;Saba;2014;0
4515;Total male and female;5 to 9 years;Surinamese;Saba;2015;2
4516;Total male and female;5 to 9 years;Surinamese;Saba;2016;0
4517;Total male and female;5 to 9 years;Surinamese;Saba;2017;0
4518;Total male and female;5 to 9 years;Surinamese;Saba;2018;0
4519;Total male and female;5 to 9 years;Surinamese;Saba;2019;0
4520;Total male and female;5 to 9 years;Surinamese;Saba;2020;0
4521;Total male and female;5 to 9 years;Surinamese;Saba;2021;0
4522;Total male and female;5 to 9 years;Surinamese;Saba;2022;0
4523;Total male and female;5 to 9 years;Surinamese;Saba;2023;0
4524;Total male and female;5 to 9 years;Trinidad and Tobagonian;Caribbean Netherlands;2011;1
4525;Total male and female;5 to 9 years;Trinidad and Tobagonian;Caribbean Netherlands;2012;0
4526;Total male and female;5 to 9 years;Trinidad and Tobagonian;Caribbean Netherlands;2013;2
4527;Total male and female;5 to 9 years;Trinidad and Tobagonian;Caribbean Netherlands;2014;2
4528;Total male and female;5 to 9 years;Trinidad and Tobagonian;Caribbean Netherlands;2015;2
4529;Total male and female;5 to 9 years;Trinidad and Tobagonian;Caribbean Netherlands;2016;1
4530;Total male and female;5 to 9 years;Trinidad and Tobagonian;Caribbean Netherlands;2017;3
4531;Total male and female;5 to 9 years;Trinidad and Tobagonian;Caribbean Netherlands;2018;2
4532;Total male and female;5 to 9 years;Trinidad and Tobagonian;Caribbean Netherlands;2019;2
4533;Total male and female;5 to 9 years;Trinidad and Tobagonian;Caribbean Netherlands;2020;2
4534;Total male and female;5 to 9 years;Trinidad and Tobagonian;Caribbean Netherlands;2021;1
4535;Total male and female;5 to 9 years;Trinidad and Tobagonian;Caribbean Netherlands;2022;0
4536;Total male and female;5 to 9 years;Trinidad and Tobagonian;Caribbean Netherlands;2023;3
4537;Total male and female;5 to 9 years;Trinidad and Tobagonian;Bonaire;2011;0
4538;Total male and female;5 to 9 years;Trinidad and Tobagonian;Bonaire;2012;0
4539;Total male and female;5 to 9 years;Trinidad and Tobagonian;Bonaire;2013;0
4540;Total male and female;5 to 9 years;Trinidad and Tobagonian;Bonaire;2014;0
4541;Total male and female;5 to 9 years;Trinidad and Tobagonian;Bonaire;2015;0
4542;Total male and female;5 to 9 years;Trinidad and Tobagonian;Bonaire;2016;0
4543;Total male and female;5 to 9 years;Trinidad and Tobagonian;Bonaire;2017;0
4544;Total male and female;5 to 9 years;Trinidad and Tobagonian;Bonaire;2018;0
4545;Total male and female;5 to 9 years;Trinidad and Tobagonian;Bonaire;2019;0
4546;Total male and female;5 to 9 years;Trinidad and Tobagonian;Bonaire;2020;0
4547;Total male and female;5 to 9 years;Trinidad and Tobagonian;Bonaire;2021;0
4548;Total male and female;5 to 9 years;Trinidad and Tobagonian;Bonaire;2022;0
4549;Total male and female;5 to 9 years;Trinidad and Tobagonian;Bonaire;2023;3
4550;Total male and female;5 to 9 years;Trinidad and Tobagonian;St. Eustatius;2011;1
4551;Total male and female;5 to 9 years;Trinidad and Tobagonian;St. Eustatius;2012;0
4552;Total male and female;5 to 9 years;Trinidad and Tobagonian;St. Eustatius;2013;2
4553;Total male and female;5 to 9 years;Trinidad and Tobagonian;St. Eustatius;2014;2
4554;Total male and female;5 to 9 years;Trinidad and Tobagonian;St. Eustatius;2015;2
4555;Total male and female;5 to 9 years;Trinidad and Tobagonian;St. Eustatius;2016;1
4556;Total male and female;5 to 9 years;Trinidad and Tobagonian;St. Eustatius;2017;1
4557;Total male and female;5 to 9 years;Trinidad and Tobagonian;St. Eustatius;2018;0
4558;Total male and female;5 to 9 years;Trinidad and Tobagonian;St. Eustatius;2019;0
4559;Total male and female;5 to 9 years;Trinidad and Tobagonian;St. Eustatius;2020;0
4560;Total male and female;5 to 9 years;Trinidad and Tobagonian;St. Eustatius;2021;0
4561;Total male and female;5 to 9 years;Trinidad and Tobagonian;St. Eustatius;2022;0
4562;Total male and female;5 to 9 years;Trinidad and Tobagonian;St. Eustatius;2023;0
4563;Total male and female;5 to 9 years;Trinidad and Tobagonian;Saba;2011;0
4564;Total male and female;5 to 9 years;Trinidad and Tobagonian;Saba;2012;0
4565;Total male and female;5 to 9 years;Trinidad and Tobagonian;Saba;2013;0
4566;Total male and female;5 to 9 years;Trinidad and Tobagonian;Saba;2014;0
4567;Total male and female;5 to 9 years;Trinidad and Tobagonian;Saba;2015;0
4568;Total male and female;5 to 9 years;Trinidad and Tobagonian;Saba;2016;0
4569;Total male and female;5 to 9 years;Trinidad and Tobagonian;Saba;2017;2
4570;Total male and female;5 to 9 years;Trinidad and Tobagonian;Saba;2018;2
4571;Total male and female;5 to 9 years;Trinidad and Tobagonian;Saba;2019;2
4572;Total male and female;5 to 9 years;Trinidad and Tobagonian;Saba;2020;2
4573;Total male and female;5 to 9 years;Trinidad and Tobagonian;Saba;2021;1
4574;Total male and female;5 to 9 years;Trinidad and Tobagonian;Saba;2022;0
4575;Total male and female;5 to 9 years;Trinidad and Tobagonian;Saba;2023;0
4576;Total male and female;5 to 9 years;Venezuelan;Caribbean Netherlands;2011;12
4577;Total male and female;5 to 9 years;Venezuelan;Caribbean Netherlands;2012;12
4578;Total male and female;5 to 9 years;Venezuelan;Caribbean Netherlands;2013;8
4579;Total male and female;5 to 9 years;Venezuelan;Caribbean Netherlands;2014;8
4580;Total male and female;5 to 9 years;Venezuelan;Caribbean Netherlands;2015;11
4581;Total male and female;5 to 9 years;Venezuelan;Caribbean Netherlands;2016;14
4582;Total male and female;5 to 9 years;Venezuelan;Caribbean Netherlands;2017;19
4583;Total male and female;5 to 9 years;Venezuelan;Caribbean Netherlands;2018;24
4584;Total male and female;5 to 9 years;Venezuelan;Caribbean Netherlands;2019;32
4585;Total male and female;5 to 9 years;Venezuelan;Caribbean Netherlands;2020;41
4586;Total male and female;5 to 9 years;Venezuelan;Caribbean Netherlands;2021;40
4587;Total male and female;5 to 9 years;Venezuelan;Caribbean Netherlands;2022;38
4588;Total male and female;5 to 9 years;Venezuelan;Caribbean Netherlands;2023;44
4589;Total male and female;5 to 9 years;Venezuelan;Bonaire;2011;11
4590;Total male and female;5 to 9 years;Venezuelan;Bonaire;2012;12
4591;Total male and female;5 to 9 years;Venezuelan;Bonaire;2013;8
4592;Total male and female;5 to 9 years;Venezuelan;Bonaire;2014;8
4593;Total male and female;5 to 9 years;Venezuelan;Bonaire;2015;11
4594;Total male and female;5 to 9 years;Venezuelan;Bonaire;2016;14
4595;Total male and female;5 to 9 years;Venezuelan;Bonaire;2017;19
4596;Total male and female;5 to 9 years;Venezuelan;Bonaire;2018;24
4597;Total male and female;5 to 9 years;Venezuelan;Bonaire;2019;31
4598;Total male and female;5 to 9 years;Venezuelan;Bonaire;2020;39
4599;Total male and female;5 to 9 years;Venezuelan;Bonaire;2021;39
4600;Total male and female;5 to 9 years;Venezuelan;Bonaire;2022;38
4601;Total male and female;5 to 9 years;Venezuelan;Bonaire;2023;44
4602;Total male and female;5 to 9 years;Venezuelan;St. Eustatius;2011;1
4603;Total male and female;5 to 9 years;Venezuelan;St. Eustatius;2012;0
4604;Total male and female;5 to 9 years;Venezuelan;St. Eustatius;2013;0
4605;Total male and female;5 to 9 years;Venezuelan;St. Eustatius;2014;0
