ID;EconomicActivitiesNaceRev2;Periods;CompensationOfEmployees_1;WagesAndSalaries_2;EmployersSocialContributions_3;CompensationOfEmployeesPerFte_4;WagesPerFte_5;CompensationPerHoursWorked_6;WagesPerHoursWorked_7;FullTimeEquivalentFte_8;HoursWorked_9;HoursPaid_10;HoursAgreed_11;PaidExtraHours_12;TotalMaleAndFemale_13;Male_14;Female_15;TotalMaleAndFemale_16;Male_17;Female_18;TotalMaleAndFemale_19;Male_20;Female_21
2584;62-63 IT- and information services;2001;5832.0;4939.0;893.0;51.4;43.6;28.9;24.4;113;202;204;203;1;123;96;27;98.0;82.0;16.0;25.0;14.0;11.0
2585;62-63 IT- and information services;2002;5755.0;4760.0;995.0;54.0;44.7;30.5;25.2;106;189;191;190;1;117;92;25;89.0;76.0;13.0;28.0;16.0;12.0
2586;62-63 IT- and information services;2003;5906.0;4773.0;1133.0;57.1;46.1;32.7;26.4;103;180;186;185;1;114;90;23;87.0;76.0;12.0;26.0;15.0;12.0
2587;62-63 IT- and information services;2004;5980.0;4777.0;1203.0;59.1;47.2;33.6;26.8;101;178;183;182;1;110;88;22;82.0;72.0;10.0;28.0;16.0;12.0
2588;62-63 IT- and information services;2005;6503.0;5258.0;1245.0;60.1;48.6;34.1;27.5;108;191;196;195;1;118;95;23;89.0;78.0;10.0;29.0;17.0;12.0
2589;62-63 IT- and information services;2006;7087.0;5730.0;1357.0;61.6;49.8;35.1;28.4;115;202;208;207;1;126;100;26;93.0;81.0;12.0;33.0;19.0;14.0
2590;62-63 IT- and information services;2007;7816.0;6342.0;1474.0;63.3;51.3;35.9;29.1;124;218;223;222;1;136;108;28;101.0;88.0;13.0;35.0;20.0;15.0
2591;62-63 IT- and information services;2008;8600.0;6983.0;1617.0;65.2;52.9;36.7;29.8;132;234;239;238;1;145;115;30;108.0;94.0;14.0;37.0;21.0;16.0
2592;62-63 IT- and information services;2009;8854.0;7058.0;1796.0;67.3;53.7;37.9;30.2;131;234;239;238;1;145;115;30;106.0;93.0;13.0;39.0;22.0;17.0
2593;62-63 IT- and information services;2010;8768.0;6965.0;1803.0;68.6;54.5;38.6;30.6;128;227;232;231;1;141;112;29;102.0;90.0;13.0;39.0;22.0;17.0
2594;62-63 IT- and information services;2011;9092.0;7201.0;1891.0;69.6;55.1;39.1;31.0;131;232;237;236;1;145;115;30;105.0;92.0;13.0;40.0;23.0;17.0
2595;62-63 IT- and information services;2012;9358.0;7343.0;2015.0;70.5;55.3;39.6;31.1;133;236;241;240;1;147;116;31;106.0;93.0;13.0;41.0;23.0;17.0
2596;K Financial institutions;1969;843.0;689.0;154.0;7.1;5.8;3.6;2.9;119;234;246;245;1;131;83;47;;;;;;
2597;K Financial institutions;1970;1011.0;825.0;186.0;7.9;6.4;4.1;3.3;128;247;259;258;2;141;90;51;;;;;;
2598;K Financial institutions;1971;1226.0;990.0;236.0;9.1;7.4;4.8;3.9;134;253;266;265;2;147;94;53;;;;;;
2599;K Financial institutions;1972;1473.0;1179.0;294.0;10.8;8.6;5.7;4.6;137;259;272;271;2;150;96;54;;;;;;
2600;K Financial institutions;1973;1853.0;1451.0;402.0;13.2;10.4;7.1;5.6;140;261;274;272;2;154;98;56;;;;;;
2601;K Financial institutions;1974;2256.0;1756.0;500.0;15.6;12.2;8.6;6.7;144;263;277;276;2;158;102;56;;;;;;
2602;K Financial institutions;1975;2702.0;2109.0;593.0;18.4;14.4;10.4;8.2;147;259;274;272;1;161;102;59;;;;;;
2603;K Financial institutions;1976;3068.0;2389.0;679.0;20.3;15.8;11.5;8.9;151;267;283;282;2;166;106;60;;;;;;
2604;K Financial institutions;1977;3407.0;2665.0;742.0;21.9;17.1;12.5;9.8;156;273;290;289;2;171;108;64;;;;;;
2605;K Financial institutions;1978;3910.0;3061.0;849.0;24.2;19.0;14.0;11.0;161;278;299;298;1;177;111;66;;;;;;
2606;K Financial institutions;1979;4432.0;3454.0;978.0;26.5;20.6;15.2;11.9;167;291;309;307;2;184;115;69;;;;;;
2607;K Financial institutions;1980;4714.0;3664.0;1050.0;26.9;20.9;15.6;12.1;175;303;322;320;1;193;119;74;;;;;;
2608;K Financial institutions;1981;4873.0;3794.0;1079.0;27.0;21.0;15.6;12.2;180;312;330;328;1;199;121;77;;;;;;
2609;K Financial institutions;1982;5299.0;4149.0;1150.0;29.6;23.2;17.1;13.4;179;310;328;326;1;198;120;78;;;;;;
2610;K Financial institutions;1983;5712.0;4430.0;1282.0;32.2;25.0;18.9;14.7;177;302;320;319;1;197;119;78;;;;;;
2611;K Financial institutions;1984;5675.0;4415.0;1260.0;31.5;24.5;18.8;14.6;180;302;319;318;1;200;119;81;;;;;;
2612;K Financial institutions;1985;5854.0;4566.0;1288.0;31.6;24.6;18.9;14.8;186;309;326;324;2;206;122;84;;;;;;
2613;K Financial institutions;1986;5926.0;4623.0;1303.0;31.1;24.2;18.5;14.5;191;320;334;332;2;212;126;86;;;;;;
2614;K Financial institutions;1987;5984.0;4689.0;1295.0;30.7;24.1;18.3;14.4;195;326;340;338;2;216;127;89;;;;;;
2615;K Financial institutions;1988;6277.0;4903.0;1374.0;31.7;24.7;18.9;14.7;198;332;347;345;2;221;130;92;;;;;;
2616;K Financial institutions;1989;6472.0;5154.0;1318.0;32.0;25.5;19.1;15.2;202;339;354;352;2;228;131;98;;;;;;
2617;K Financial institutions;1990;6869.0;5784.0;1085.0;33.2;27.9;19.8;16.7;207;346;362;360;2;228;131;98;;;;;;
2618;K Financial institutions;1991;7334.0;6146.0;1188.0;34.9;29.3;20.9;17.5;210;351;367;364;3;232;130;103;;;;;;
2619;K Financial institutions;1992;7815.0;6476.0;1339.0;37.4;31.0;22.4;18.6;209;348;362;360;2;235;130;105;;;;;;
2620;K Financial institutions;1993;8356.0;6876.0;1480.0;39.6;32.6;23.8;19.6;211;351;366;364;2;236;132;104;;;;;;
2621;K Financial institutions;1994;8503.0;7120.0;1383.0;41.3;34.6;24.6;20.6;206;346;357;355;2;232;130;102;;;;;;
2622;K Financial institutions;1995;8728.0;7307.0;1421.0;42.7;35.8;25.2;21.1;204;346;355;353;2;231;127;104;;;;;;
2623;K Financial institutions;1996;9228.0;7756.0;1472.0;44.1;37.0;26.1;22.0;209;353;362;360;2;237;132;105;;;;;;
2624;K Financial institutions;1997;10027.0;8465.0;1562.0;44.9;37.9;26.8;22.6;223;374;384;381;3;250;139;111;;;;;;
2625;K Financial institutions;1998;10963.0;8641.0;2322.0;46.5;36.6;27.7;21.9;236;395;406;403;3;265;147;118;;;;;;
2626;K Financial institutions;1999;12163.0;9654.0;2509.0;49.7;39.4;29.7;23.6;245;410;420;417;3;277;153;124;;;;;;
2627;K Financial institutions;2000;13289.0;10635.0;2654.0;52.7;42.2;31.6;25.3;252;420;431;428;2;287;157;130;;;;;;
2628;K Financial institutions;2001;14215.0;11381.0;2834.0;56.2;45.0;33.7;27.0;253;421;432;429;2;292;160;132;198.0;135.0;63.0;94.0;25.0;68.0
2629;K Financial institutions;2002;15407.0;11865.0;3542.0;61.7;47.5;37.1;28.6;250;415;425;424;2;286;158;127;195.0;136.0;59.0;91.0;22.0;68.0
2630;K Financial institutions;2003;15754.0;12071.0;3683.0;64.7;49.6;38.7;29.7;244;407;416;414;1;280;156;125;188.0;132.0;56.0;93.0;24.0;69.0
2631;K Financial institutions;2004;16210.0;12340.0;3870.0;68.1;51.8;40.9;31.2;238;396;408;406;1;274;151;123;179.0;126.0;53.0;95.0;25.0;70.0
2632;K Financial institutions;2005;16585.0;12712.0;3873.0;69.4;53.2;41.8;32.0;239;397;409;408;1;276;152;123;177.0;128.0;48.0;99.0;24.0;75.0
2633;K Financial institutions;2006;17605.0;13531.0;4074.0;71.3;54.8;42.6;32.8;247;413;423;422;2;285;157;128;182.0;130.0;52.0;103.0;27.0;76.0
2634;K Financial institutions;2007;18854.0;14515.0;4339.0;75.9;58.5;45.4;34.9;248;416;425;423;2;286;157;129;183.0;130.0;52.0;103.0;27.0;77.0
2635;K Financial institutions;2008;18880.0;14331.0;4549.0;77.7;59.0;45.9;34.9;243;411;418;416;2;281;154;128;180.0;128.0;52.0;101.0;26.0;75.0
2636;K Financial institutions;2009;18794.0;14227.0;4567.0;78.0;59.1;46.1;34.9;241;408;415;414;2;278;152;126;177.0;127.0;50.0;101.0;25.0;76.0
2637;K Financial institutions;2010;18848.0;14028.0;4820.0;80.8;60.1;47.8;35.6;233;394;402;401;2;269;148;120;170.0;123.0;47.0;99.0;26.0;73.0
2638;K Financial institutions;2011;19155.0;14206.0;4949.0;83.6;62.0;49.4;36.7;229;387;395;394;2;264;146;118;167.0;121.0;46.0;97.0;25.0;72.0
2639;K Financial institutions;2012;19135.0;14032.0;5103.0;85.5;62.7;50.6;37.1;224;379;386;384;2;257;142;116;163.0;118.0;45.0;95.0;24.0;70.0
2640;64 Financial institutions, no insurance;1969;;;;;;;;83;163;171;170;1;91;55;36;;;;;;
2641;64 Financial institutions, no insurance;1970;;;;;;;;89;172;180;179;1;98;59;39;;;;;;
2642;64 Financial institutions, no insurance;1971;;;;;;;;94;176;185;184;1;102;62;41;;;;;;
2643;64 Financial institutions, no insurance;1972;;;;;;;;95;180;189;188;1;104;63;41;;;;;;
2644;64 Financial institutions, no insurance;1973;;;;;;;;98;182;191;189;1;107;64;43;;;;;;
2645;64 Financial institutions, no insurance;1974;;;;;;;;101;183;193;192;1;110;67;43;;;;;;
2646;64 Financial institutions, no insurance;1975;;;;;;;;102;180;190;189;1;112;67;45;;;;;;
2647;64 Financial institutions, no insurance;1976;;;;;;;;105;186;197;196;1;115;69;46;;;;;;
2648;64 Financial institutions, no insurance;1977;;;;;;;;109;190;202;200;1;119;70;48;;;;;;
2649;64 Financial institutions, no insurance;1978;;;;;;;;112;192;207;206;1;122;72;50;;;;;;
2650;64 Financial institutions, no insurance;1979;;;;;;;;115;200;212;211;1;126;74;52;;;;;;
2651;64 Financial institutions, no insurance;1980;;;;;;;;121;209;222;221;1;133;77;56;;;;;;
2652;64 Financial institutions, no insurance;1981;;;;;;;;125;217;229;228;1;138;79;59;;;;;;
2653;64 Financial institutions, no insurance;1982;;;;;;;;125;216;228;227;1;138;79;59;;;;;;
2654;64 Financial institutions, no insurance;1983;;;;;;;;123;209;221;220;1;136;77;59;;;;;;
2655;64 Financial institutions, no insurance;1984;;;;;;;;122;204;216;215;1;135;74;61;;;;;;
2656;64 Financial institutions, no insurance;1985;;;;;;;;123;204;215;214;1;136;75;62;;;;;;
2657;64 Financial institutions, no insurance;1986;;;;;;;;124;207;216;215;1;138;75;63;;;;;;
2658;64 Financial institutions, no insurance;1987;3700.0;2923.0;777.0;29.5;23.3;17.7;14.0;125;209;218;216;2;139;75;64;;;;;;
2659;64 Financial institutions, no insurance;1988;3889.0;3054.0;835.0;30.6;24.0;18.3;14.4;127;212;221;219;2;142;75;67;;;;;;
2660;64 Financial institutions, no insurance;1989;3951.0;3167.0;784.0;30.7;24.6;18.5;14.8;129;214;223;221;2;144;75;69;;;;;;
2661;64 Financial institutions, no insurance;1990;4185.0;3511.0;674.0;31.9;26.7;19.2;16.1;131;218;228;226;2;146;77;69;;;;;;
2662;64 Financial institutions, no insurance;1991;4519.0;3771.0;748.0;34.2;28.5;20.6;17.2;132;219;229;228;2;147;75;72;;;;;;
2663;64 Financial institutions, no insurance;1992;4800.0;3944.0;856.0;36.6;30.0;22.1;18.2;131;217;226;224;1;146;74;72;;;;;;
2664;64 Financial institutions, no insurance;1993;5196.0;4216.0;980.0;39.4;32.0;24.0;19.4;132;217;226;225;1;147;76;71;;;;;;
2665;64 Financial institutions, no insurance;1994;5146.0;4275.0;871.0;41.2;34.2;24.8;20.6;125;208;214;213;1;140;73;67;;;;;;
2666;64 Financial institutions, no insurance;1995;5223.0;4354.0;869.0;42.8;35.7;25.5;21.3;122;205;210;209;1;138;72;66;;;;;;
2667;64 Financial institutions, no insurance;1996;5429.0;4552.0;877.0;43.7;36.6;26.2;22.0;124;207;212;211;1;140;75;66;;;;;;
2668;64 Financial institutions, no insurance;1997;5955.0;5032.0;923.0;45.1;38.1;27.3;23.1;132;218;224;222;1;147;78;69;;;;;;
2669;64 Financial institutions, no insurance;1998;6526.0;5159.0;1367.0;46.8;37.0;28.4;22.4;139;230;236;235;2;155;83;72;;;;;;
2670;64 Financial institutions, no insurance;1999;7437.0;5948.0;1489.0;50.5;40.4;30.7;24.6;147;242;248;247;2;164;87;77;;;;;;
2671;64 Financial institutions, no insurance;2000;8240.0;6658.0;1582.0;54.3;43.8;33.0;26.6;152;250;256;255;1;171;91;80;;;;;;
2672;64 Financial institutions, no insurance;2001;8888.0;7185.0;1703.0;58.3;47.1;35.5;28.7;152;250;256;255;1;174;93;81;121.0;81.0;40.0;53.0;12.0;41.0
2673;64 Financial institutions, no insurance;2002;9722.0;7523.0;2199.0;65.0;50.3;39.6;30.7;150;245;251;250;1;169;92;77;117.0;80.0;37.0;52.0;11.0;41.0
2674;64 Financial institutions, no insurance;2003;9840.0;7563.0;2277.0;68.5;52.7;41.7;32.1;144;236;241;240;1;162;90;73;112.0;77.0;34.0;51.0;12.0;39.0
2675;64 Financial institutions, no insurance;2004;10101.0;7704.0;2397.0;72.5;55.3;44.6;34.0;139;227;234;233;1;158;86;72;105.0;73.0;32.0;53.0;13.0;40.0
2676;64 Financial institutions, no insurance;2005;10462.0;8035.0;2427.0;74.0;56.9;45.7;35.1;141;229;237;237;1;160;88;73;104.0;75.0;29.0;56.0;12.0;44.0
2677;64 Financial institutions, no insurance;2006;10822.0;8344.0;2478.0;76.0;58.6;46.5;35.9;142;233;239;238;1;162;88;74;105.0;74.0;30.0;57.0;14.0;44.0
2678;64 Financial institutions, no insurance;2007;11762.0;9076.0;2686.0;81.3;62.8;49.9;38.5;145;236;242;241;1;164;88;75;107.0;75.0;31.0;57.0;13.0;44.0
2679;64 Financial institutions, no insurance;2008;11497.0;8712.0;2785.0;82.9;62.8;50.4;38.2;139;228;232;232;1;158;84;74;103.0;72.0;31.0;55.0;12.0;43.0
2680;64 Financial institutions, no insurance;2009;11539.0;8698.0;2841.0;82.7;62.3;50.0;37.7;140;231;235;235;1;158;85;74;103.0;73.0;30.0;56.0;12.0;44.0
2681;64 Financial institutions, no insurance;2010;11468.0;8449.0;3019.0;87.4;64.4;53.0;39.1;131;216;222;221;1;148;80;68;97.0;69.0;28.0;51.0;11.0;40.0
2682;64 Financial institutions, no insurance;2011;11730.0;8609.0;3121.0;91.6;67.2;55.5;40.7;128;211;216;216;1;144;79;65;95.0;68.0;27.0;49.0;11.0;38.0
2683;64 Financial institutions, no insurance;2012;11639.0;8444.0;3195.0;93.0;67.5;56.3;40.9;125;207;211;211;1;141;76;64;93.0;66.0;26.0;48.0;10.0;38.0
2684;65 Insurance and pension funding;1969;;;;;;;;21;42;44;44;0;23;18;5;;;;;;
2685;65 Insurance and pension funding;1970;;;;;;;;23;44;46;46;0;25;19;6;;;;;;
2686;65 Insurance and pension funding;1971;;;;;;;;24;45;47;47;0;26;20;6;;;;;;
2687;65 Insurance and pension funding;1972;;;;;;;;24;46;48;48;0;27;21;6;;;;;;
2688;65 Insurance and pension funding;1973;;;;;;;;25;46;49;48;0;27;21;6;;;;;;
2689;65 Insurance and pension funding;1974;;;;;;;;26;46;49;49;0;28;22;6;;;;;;
2690;65 Insurance and pension funding;1975;;;;;;;;26;46;49;48;0;29;22;6;;;;;;
2691;65 Insurance and pension funding;1976;;;;;;;;27;47;50;50;0;29;23;7;;;;;;
2692;65 Insurance and pension funding;1977;;;;;;;;28;49;52;51;0;30;23;7;;;;;;
2693;65 Insurance and pension funding;1978;;;;;;;;29;50;54;54;0;32;24;7;;;;;;
2694;65 Insurance and pension funding;1979;;;;;;;;31;53;56;56;0;34;25;8;;;;;;
2695;65 Insurance and pension funding;1980;;;;;;;;32;55;58;58;0;35;26;8;;;;;;
2696;65 Insurance and pension funding;1981;;;;;;;;32;56;59;59;0;35;27;9;;;;;;
2697;65 Insurance and pension funding;1982;;;;;;;;32;55;58;58;0;34;26;9;;;;;;
2698;65 Insurance and pension funding;1983;;;;;;;;32;55;58;58;0;35;26;9;;;;;;
2699;65 Insurance and pension funding;1984;;;;;;;;34;57;60;60;0;37;28;9;;;;;;
2700;65 Insurance and pension funding;1985;;;;;;;;37;61;65;64;0;40;30;10;;;;;;
2701;65 Insurance and pension funding;1986;;;;;;;;39;66;69;69;0;43;31;11;;;;;;
2702;65 Insurance and pension funding;1987;1423.0;1103.0;320.0;34.9;27.1;20.9;16.2;41;68;71;71;0;44;32;12;;;;;;
2703;65 Insurance and pension funding;1988;1466.0;1126.0;340.0;35.3;27.1;21.1;16.2;42;70;73;73;0;46;34;12;;;;;;
2704;65 Insurance and pension funding;1989;1522.0;1188.0;334.0;35.8;28.0;21.3;16.6;42;71;75;74;0;47;34;13;;;;;;
2705;65 Insurance and pension funding;1990;1644.0;1379.0;265.0;37.9;31.8;22.6;18.9;43;73;76;76;0;47;34;13;;;;;;
2706;65 Insurance and pension funding;1991;1739.0;1457.0;282.0;38.5;32.2;22.9;19.2;45;76;79;78;1;48;34;14;;;;;;
2707;65 Insurance and pension funding;1992;1860.0;1552.0;308.0;41.2;34.3;24.6;20.6;45;75;78;78;0;49;34;15;;;;;;
2708;65 Insurance and pension funding;1993;1919.0;1597.0;322.0;41.8;34.8;25.0;20.8;46;77;80;79;0;50;35;15;;;;;;
2709;65 Insurance and pension funding;1994;1982.0;1653.0;329.0;43.0;35.9;25.5;21.2;46;78;80;80;0;51;35;16;;;;;;
2710;65 Insurance and pension funding;1995;2050.0;1710.0;340.0;44.1;36.8;25.8;21.5;46;80;81;80;1;51;33;18;;;;;;
2711;65 Insurance and pension funding;1996;2162.0;1800.0;362.0;46.6;38.8;27.3;22.8;46;79;81;80;1;50;33;17;;;;;;
2712;65 Insurance and pension funding;1997;2299.0;1910.0;389.0;46.3;38.5;27.2;22.6;50;84;86;85;1;54;35;19;;;;;;
2713;65 Insurance and pension funding;1998;2416.0;1867.0;549.0;47.2;36.5;27.8;21.5;51;87;89;88;1;56;36;20;;;;;;
2714;65 Insurance and pension funding;1999;2569.0;1984.0;585.0;49.6;38.3;29.1;22.5;52;88;90;89;1;57;36;22;;;;;;
2715;65 Insurance and pension funding;2000;2744.0;2122.0;622.0;52.5;40.6;31.1;24.0;52;88;90;89;1;58;36;23;;;;;;
2716;65 Insurance and pension funding;2001;2886.0;2236.0;650.0;55.2;42.7;32.6;25.3;52;89;90;89;1;59;35;24;39.0;28.0;11.0;20.0;8.0;13.0
2717;65 Insurance and pension funding;2002;3205.0;2392.0;813.0;59.7;44.6;35.5;26.5;54;90;92;92;1;59;36;24;42.0;30.0;11.0;17.0;5.0;12.0
2718;65 Insurance and pension funding;2003;3320.0;2488.0;832.0;62.2;46.6;36.1;27.1;53;92;92;92;1;59;35;24;41.0;30.0;11.0;18.0;5.0;13.0
2719;65 Insurance and pension funding;2004;3397.0;2548.0;849.0;65.3;49.0;38.3;28.8;52;89;90;90;1;57;34;24;38.0;28.0;10.0;20.0;6.0;14.0
2720;65 Insurance and pension funding;2005;3291.0;2482.0;809.0;65.7;49.6;38.5;29.0;50;85;87;86;1;55;32;23;36.0;27.0;9.0;19.0;5.0;14.0
2721;65 Insurance and pension funding;2006;3732.0;2825.0;907.0;67.6;51.2;38.9;29.4;55;96;96;95;1;61;35;26;40.0;29.0;11.0;21.0;6.0;15.0
2722;65 Insurance and pension funding;2007;3821.0;2898.0;923.0;69.7;52.9;39.7;30.1;55;96;96;95;1;60;35;26;38.0;28.0;10.0;22.0;7.0;16.0
2723;65 Insurance and pension funding;2008;3902.0;2919.0;983.0;72.4;54.2;40.8;30.6;54;96;95;94;1;60;34;25;38.0;28.0;10.0;21.0;6.0;15.0
2724;65 Insurance and pension funding;2009;3869.0;2899.0;970.0;72.4;54.3;40.8;30.6;53;95;94;93;1;59;34;25;38.0;27.0;10.0;22.0;6.0;15.0
2725;65 Insurance and pension funding;2010;4079.0;3039.0;1040.0;73.9;55.1;41.6;31.0;55;98;97;96;1;61;35;26;38.0;28.0;10.0;23.0;7.0;16.0
2726;65 Insurance and pension funding;2011;4179.0;3100.0;1079.0;76.2;56.5;42.9;31.8;55;97;97;96;1;61;35;26;38.0;28.0;10.0;23.0;7.0;16.0
2727;65 Insurance and pension funding;2012;4287.0;3145.0;1142.0;79.5;58.3;44.7;32.8;54;96;95;94;1;60;34;26;37.0;27.0;10.0;23.0;7.0;16.0
2728;66 Other financial services;1969;;;;;;;;15;30;31;31;0;17;11;6;;;;;;
2729;66 Other financial services;1970;;;;;;;;16;31;33;33;0;18;11;7;;;;;;
2730;66 Other financial services;1971;;;;;;;;17;32;34;34;0;19;12;7;;;;;;
2731;66 Other financial services;1972;;;;;;;;17;33;35;35;0;19;12;7;;;;;;
2732;66 Other financial services;1973;;;;;;;;17;33;35;35;0;20;13;7;;;;;;
2733;66 Other financial services;1974;;;;;;;;18;33;35;35;0;20;13;7;;;;;;
2734;66 Other financial services;1975;;;;;;;;18;33;35;35;0;21;13;8;;;;;;
2735;66 Other financial services;1976;;;;;;;;19;34;36;36;0;21;14;8;;;;;;
2736;66 Other financial services;1977;;;;;;;;19;35;37;37;0;22;14;8;;;;;;
2737;66 Other financial services;1978;;;;;;;;20;36;39;39;0;23;14;9;;;;;;
2738;66 Other financial services;1979;;;;;;;;21;38;40;40;0;24;15;9;;;;;;
2739;66 Other financial services;1980;;;;;;;;22;39;42;42;0;25;16;10;;;;;;
2740;66 Other financial services;1981;;;;;;;;22;40;42;42;0;26;16;10;;;;;;
2741;66 Other financial services;1982;;;;;;;;22;39;41;41;0;25;16;10;;;;;;
2742;66 Other financial services;1983;;;;;;;;22;39;41;41;0;26;16;10;;;;;;
2743;66 Other financial services;1984;;;;;;;;24;41;43;43;0;28;17;11;;;;;;
2744;66 Other financial services;1985;;;;;;;;26;44;46;46;0;30;18;12;;;;;;
2745;66 Other financial services;1986;;;;;;;;27;47;49;49;0;32;19;13;;;;;;
2746;66 Other financial services;1987;861.0;663.0;198.0;30.3;23.4;17.6;13.6;28;49;51;51;0;33;20;13;;;;;;
2747;66 Other financial services;1988;922.0;723.0;199.0;31.3;24.5;18.2;14.3;29;51;53;53;0;34;21;13;;;;;;
2748;66 Other financial services;1989;999.0;799.0;200.0;32.2;25.8;18.7;14.9;31;54;56;56;0;38;22;16;;;;;;
2749;66 Other financial services;1990;1040.0;894.0;146.0;32.2;27.7;18.7;16.1;32;56;58;58;0;36;20;16;;;;;;
2750;66 Other financial services;1991;1076.0;918.0;158.0;33.2;28.3;19.2;16.4;32;56;58;58;0;38;21;17;;;;;;
2751;66 Other financial services;1992;1155.0;980.0;175.0;35.6;30.2;20.7;17.6;32;56;58;58;0;40;22;19;;;;;;
2752;66 Other financial services;1993;1241.0;1063.0;178.0;37.2;31.9;21.6;18.5;33;57;60;59;0;39;21;19;;;;;;
2753;66 Other financial services;1994;1375.0;1192.0;183.0;39.4;34.2;22.7;19.7;35;61;62;62;0;41;22;20;;;;;;
2754;66 Other financial services;1995;1455.0;1243.0;212.0;40.4;34.6;23.4;20.0;36;62;64;64;0;42;22;20;;;;;;
2755;66 Other financial services;1996;1637.0;1404.0;233.0;42.2;36.2;24.4;20.9;39;67;69;69;0;46;24;22;;;;;;
2756;66 Other financial services;1997;1773.0;1523.0;250.0;42.8;36.8;24.7;21.2;41;72;74;74;0;49;26;23;;;;;;
2757;66 Other financial services;1998;2021.0;1615.0;406.0;44.6;35.6;25.8;20.6;45;78;81;81;0;54;29;25;;;;;;
2758;66 Other financial services;1999;2157.0;1722.0;435.0;46.9;37.4;27.3;21.8;46;79;82;82;0;56;30;26;;;;;;
2759;66 Other financial services;2000;2305.0;1855.0;450.0;48.0;38.6;28.1;22.6;48;82;85;85;0;58;31;27;;;;;;
2760;66 Other financial services;2001;2441.0;1960.0;481.0;50.6;40.6;29.6;23.8;48;83;85;85;0;59;32;27;38.0;26.0;12.0;21.0;6.0;15.0
2761;66 Other financial services;2002;2480.0;1950.0;530.0;53.6;42.1;31.3;24.6;46;79;82;82;0;57;31;26;36.0;25.0;11.0;21.0;6.0;15.0
2762;66 Other financial services;2003;2594.0;2020.0;574.0;55.8;43.4;32.9;25.6;47;79;83;83;0;59;31;27;35.0;25.0;11.0;23.0;6.0;17.0
2763;66 Other financial services;2004;2712.0;2088.0;624.0;58.1;44.7;33.5;25.8;47;81;83;83;0;59;32;27;36.0;26.0;11.0;22.0;6.0;16.0
2764;66 Other financial services;2005;2832.0;2195.0;637.0;59.7;46.3;34.4;26.7;47;82;85;85;0;60;32;28;37.0;26.0;11.0;23.0;6.0;17.0
2765;66 Other financial services;2006;3051.0;2362.0;689.0;61.8;47.9;36.1;28.0;49;84;88;88;0;62;34;28;38.0;27.0;11.0;24.0;7.0;17.0
2766;66 Other financial services;2007;3271.0;2541.0;730.0;66.9;52.0;39.0;30.3;49;84;87;87;0;62;34;28;38.0;27.0;11.0;24.0;7.0;17.0
2767;66 Other financial services;2008;3481.0;2700.0;781.0;68.8;53.4;39.8;30.9;51;87;91;90;0;64;36;28;39.0;28.0;11.0;25.0;8.0;17.0
2768;66 Other financial services;2009;3386.0;2630.0;756.0;70.6;54.9;41.1;31.9;48;82;86;86;0;60;34;27;37.0;27.0;10.0;24.0;7.0;17.0
2769;66 Other financial services;2010;3301.0;2540.0;761.0;70.2;54.0;41.3;31.8;47;80;84;83;0;60;33;27;35.0;26.0;9.0;25.0;7.0;17.0
2770;66 Other financial services;2011;3246.0;2497.0;749.0;70.1;53.9;41.2;31.7;46;79;82;82;0;59;33;26;34.0;25.0;9.0;24.0;7.0;17.0
2771;66 Other financial services;2012;3209.0;2443.0;766.0;71.9;54.7;42.2;32.1;45;76;79;79;0;57;31;26;33.0;24.0;9.0;24.0;7.0;17.0
2772;L Renting, buying, selling real estate;1969;209.0;163.0;46.0;12.7;9.9;6.3;4.9;16;33;36;36;0;20;13;7;;;;;;
2773;L Renting, buying, selling real estate;1970;231.0;180.0;51.0;14.0;10.9;7.1;5.5;16;33;35;35;0;20;13;7;;;;;;
2774;L Renting, buying, selling real estate;1971;257.0;198.0;59.0;13.9;10.7;7.2;5.5;18;36;39;39;0;22;14;8;;;;;;
2775;L Renting, buying, selling real estate;1972;280.0;215.0;65.0;13.7;10.6;6.5;5.0;20;43;44;43;1;24;16;9;;;;;;
2776;L Renting, buying, selling real estate;1973;319.0;240.0;79.0;15.7;11.8;7.6;5.7;20;42;43;42;1;24;16;9;;;;;;
2777;L Renting, buying, selling real estate;1974;371.0;277.0;94.0;17.4;13.0;9.3;6.9;21;40;43;43;0;26;16;9;;;;;;
2778;L Renting, buying, selling real estate;1975;439.0;329.0;110.0;20.6;15.4;11.3;8.5;21;39;42;42;0;26;16;9;;;;;;
2779;L Renting, buying, selling real estate;1976;466.0;347.0;119.0;20.0;14.9;10.3;7.6;23;45;47;46;1;28;17;11;;;;;;
2780;L Renting, buying, selling real estate;1977;510.0;381.0;129.0;21.9;16.4;11.3;8.5;23;45;47;46;1;28;17;11;;;;;;
2781;L Renting, buying, selling real estate;1978;542.0;406.0;136.0;22.4;16.7;11.7;8.8;24;46;48;48;1;30;18;12;;;;;;
2782;L Renting, buying, selling real estate;1979;598.0;445.0;153.0;22.8;17.0;12.7;9.4;26;47;51;51;0;32;20;13;;;;;;
2783;L Renting, buying, selling real estate;1980;634.0;470.0;164.0;22.5;16.7;12.5;9.2;28;51;55;55;0;35;21;15;;;;;;
2784;L Renting, buying, selling real estate;1981;667.0;496.0;171.0;23.7;17.6;13.1;9.7;28;51;55;55;0;35;21;14;;;;;;
2785;L Renting, buying, selling real estate;1982;705.0;527.0;178.0;25.1;18.7;13.9;10.4;28;51;55;55;0;35;21;14;;;;;;
