ID;Households;Regions;Periods;MixedIncomeNet_1;TotalCompensationOfEmployees_2;TotalPropertyIncome_3;TotalPropertyIncome_4;PrimaryIncomeNet_5;PrimaryIncomeNet_6;TotalSocialBenefits_7;TotalOtherCurrentTransfers_8;TotalCurrentTaxesOnIncomeAndWealth_9;TotalSocialContributions_10;TotalOtherCurrentTransfers_11;DisposableIncomeNet_12;MixedIncomeNet_13;TotalCompensationOfEmployees_14;TotalPropertyIncome_15;TotalPropertyIncome_16;PrimaryIncomeNet_17;PrimaryIncomeNet_18;TotalSocialBenefits_19;TotalOtherCurrentTransfers_20;TotalCurrentTaxesOnIncomeAndWealth_21;TotalSocialContributions_22;TotalOtherCurrentTransfers_23;DisposableIncomeNet_24;MixedIncomeNet_25;TotalCompensationOfEmployees_26;TotalPropertyIncome_27;TotalPropertyIncome_28;PrimaryIncomeNet_29;PrimaryIncomeNet_30;TotalSocialBenefits_31;TotalOtherCurrentTransfers_32;TotalCurrentTaxesOnIncomeAndWealth_33;TotalSocialContributions_34;TotalOtherCurrentTransfers_35;DisposableIncomeNet_36
3637;Social benefits, multi pers without ch.;Netherlands;2002;470.0;953.0;867.0;311.0;1978.0;1978.0;4591.0;;418.0;1348.0;;4855.0;1033.0;2096.0;1905.0;684.0;4350.0;4350.0;10094.0;;919.0;2964.0;;10674.0;2202.0;4469.0;4063.0;1459.0;9275.0;9275.0;21523.0;;1959.0;6319.0;;22760.0
3638;Social benefits, multi pers without ch.;Netherlands;2003;504.0;992.0;580.0;302.0;1774.0;1774.0;4768.0;;367.0;1524.0;;4667.0;1065.0;2096.0;1227.0;639.0;3749.0;3749.0;10077.0;;775.0;3220.0;;9863.0;2273.0;4472.0;2617.0;1363.0;8000.0;8000.0;21504.0;;1654.0;6871.0;;21045.0
3639;Social benefits, multi pers without ch.;Netherlands;2004;332.0;1018.0;897.0;257.0;1989.0;1989.0;4821.0;;300.0;1648.0;;5658.0;733.0;2250.0;1981.0;569.0;4396.0;4396.0;10654.0;;663.0;3642.0;;12502.0;1610.0;4944.0;4354.0;1250.0;9658.0;9658.0;23410.0;;1456.0;8002.0;;27471.0
3640;Social benefits, multi pers without ch.;Netherlands;2005;344.0;989.0;938.0;256.0;2014.0;2014.0;4792.0;;344.0;1512.0;;5933.0;755.0;2170.0;2057.0;563.0;4419.0;4419.0;10511.0;;755.0;3317.0;;13015.0;1670.0;4800.0;4552.0;1245.0;9776.0;9776.0;23256.0;;1670.0;7338.0;;28795.0
3641;Social benefits, multi pers without ch.;Netherlands;2006;354.0;861.0;1070.0;325.0;1960.0;1960.0;5001.0;;298.0;1750.0;;6141.0;812.0;1975.0;2455.0;746.0;4495.0;4495.0;11469.0;;683.0;4013.0;;14083.0;1783.0;4338.0;5393.0;1638.0;9876.0;9876.0;25199.0;;1500.0;8817.0;;30944.0
3642;Social benefits, multi pers without ch.;Netherlands;2007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3643;Social benefits, multi pers without ch.;Netherlands;2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3644;Social benefits, multi pers without ch.;Netherlands;2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3645;Social benefits, multi pers without ch.;Extra-regio;1995;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3646;Social benefits, multi pers without ch.;Extra-regio;1996;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3647;Social benefits, multi pers without ch.;Extra-regio;1997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3648;Social benefits, multi pers without ch.;Extra-regio;1998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3649;Social benefits, multi pers without ch.;Extra-regio;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3650;Social benefits, multi pers without ch.;Extra-regio;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3651;Social benefits, multi pers without ch.;Extra-regio;2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3652;Social benefits, multi pers without ch.;Extra-regio;2002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3653;Social benefits, multi pers without ch.;Extra-regio;2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3654;Social benefits, multi pers without ch.;Extra-regio;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3655;Social benefits, multi pers without ch.;Extra-regio;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3656;Social benefits, multi pers without ch.;Extra-regio;2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3657;Social benefits, multi pers without ch.;Extra-regio;2007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3658;Social benefits, multi pers without ch.;Extra-regio;2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3659;Social benefits, multi pers without ch.;Extra-regio;2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3660;Social benefits, multi pers without ch.;North-Netherlands;1995;55.0;84.0;84.0;33.0;191.0;191.0;773.0;;67.0;229.0;;667.0;689.0;1048.0;1050.0;407.0;2380.0;2380.0;9613.0;;830.0;2842.0;;8291.0;1524.0;2320.0;2325.0;900.0;5268.0;5268.0;21280.0;;1838.0;6292.0;;18353.0
3661;Social benefits, multi pers without ch.;North-Netherlands;1996;52.0;123.0;101.0;25.0;251.0;251.0;783.0;;70.0;238.0;;719.0;662.0;1572.0;1291.0;322.0;3204.0;3204.0;10000.0;;900.0;3044.0;;9189.0;1453.0;3448.0;2831.0;705.0;7026.0;7026.0;21933.0;;1973.0;6675.0;;20154.0
3662;Social benefits, multi pers without ch.;North-Netherlands;1997;53.0;117.0;122.0;24.0;268.0;268.0;759.0;;55.0;230.0;;738.0;737.0;1621.0;1698.0;335.0;3722.0;3722.0;10524.0;;758.0;3195.0;;10234.0;1607.0;3534.0;3700.0;729.0;8112.0;8112.0;22937.0;;1652.0;6964.0;;22306.0
3663;Social benefits, multi pers without ch.;North-Netherlands;1998;52.0;114.0;95.0;25.0;236.0;236.0;667.0;;58.0;207.0;;634.0;789.0;1742.0;1448.0;384.0;3596.0;3596.0;10152.0;;877.0;3149.0;;9653.0;1659.0;3664.0;3045.0;807.0;7561.0;7561.0;21349.0;;1845.0;6622.0;;20300.0
3664;Social benefits, multi pers without ch.;North-Netherlands;1999;49.0;92.0;150.0;26.0;265.0;265.0;562.0;;19.0;177.0;;628.0;891.0;1677.0;2733.0;473.0;4828.0;4828.0;10241.0;;339.0;3222.0;;11439.0;1896.0;3570.0;5816.0;1007.0;10275.0;10275.0;21793.0;;721.0;6857.0;;24343.0
3665;Social benefits, multi pers without ch.;North-Netherlands;2000;51.0;69.0;225.0;32.0;312.0;312.0;539.0;;16.0;184.0;;649.0;937.0;1268.0;4129.0;596.0;5738.0;5738.0;9896.0;;297.0;3376.0;;11917.0;1993.0;2695.0;8777.0;1267.0;12197.0;12197.0;21036.0;;632.0;7177.0;;25332.0
3666;Social benefits, multi pers without ch.;North-Netherlands;2001;45.0;110.0;63.0;41.0;179.0;179.0;568.0;;36.0;170.0;;538.0;747.0;1815.0;1044.0;668.0;2938.0;2938.0;9334.0;;592.0;2801.0;;8840.0;1611.0;3914.0;2252.0;1440.0;6336.0;6336.0;20132.0;;1276.0;6040.0;;19067.0
3667;Social benefits, multi pers without ch.;North-Netherlands;2002;44.0;104.0;84.0;33.0;199.0;199.0;494.0;;36.0;143.0;;511.0;788.0;1879.0;1524.0;590.0;3601.0;3601.0;8939.0;;660.0;2585.0;;9243.0;1671.0;3985.0;3233.0;1252.0;7638.0;7638.0;18962.0;;1400.0;5484.0;;19606.0
3668;Social benefits, multi pers without ch.;North-Netherlands;2003;60.0;105.0;66.0;34.0;198.0;198.0;566.0;;37.0;173.0;;549.0;1011.0;1783.0;1126.0;572.0;3348.0;3348.0;9583.0;;632.0;2925.0;;9305.0;2151.0;3792.0;2396.0;1217.0;7123.0;7123.0;20388.0;;1344.0;6223.0;;19795.0
3669;Social benefits, multi pers without ch.;North-Netherlands;2004;35.0;117.0;109.0;32.0;228.0;228.0;607.0;;34.0;203.0;;665.0;598.0;2018.0;1886.0;553.0;3949.0;3949.0;10495.0;;590.0;3510.0;;11488.0;1313.0;4427.0;4138.0;1214.0;8663.0;8663.0;23024.0;;1295.0;7699.0;;25203.0
3670;Social benefits, multi pers without ch.;North-Netherlands;2005;46.0;118.0;112.0;35.0;242.0;242.0;630.0;;41.0;192.0;;738.0;731.0;1877.0;1786.0;554.0;3840.0;3840.0;10010.0;;647.0;3046.0;;11737.0;1614.0;4146.0;3945.0;1224.0;8481.0;8481.0;22107.0;;1429.0;6727.0;;25920.0
3671;Social benefits, multi pers without ch.;North-Netherlands;2006;52.0;99.0;102.0;45.0;208.0;208.0;611.0;;33.0;210.0;;633.0;936.0;1793.0;1841.0;807.0;3763.0;3763.0;11029.0;;590.0;3797.0;;11438.0;2077.0;3979.0;4085.0;1791.0;8350.0;8350.0;24475.0;;1309.0;8427.0;;25383.0
3672;Social benefits, multi pers without ch.;North-Netherlands;2007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3673;Social benefits, multi pers without ch.;North-Netherlands;2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3674;Social benefits, multi pers without ch.;North-Netherlands;2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3675;Social benefits, multi pers without ch.;East-Netherlands;1995;90.0;155.0;119.0;39.0;325.0;325.0;1181.0;;113.0;348.0;;1051.0;730.0;1256.0;964.0;320.0;2630.0;2630.0;9569.0;;913.0;2817.0;;8516.0;1621.0;2789.0;2139.0;709.0;5840.0;5840.0;21243.0;;2027.0;6254.0;;18906.0
3676;Social benefits, multi pers without ch.;East-Netherlands;1996;99.0;222.0;133.0;42.0;412.0;412.0;1254.0;;108.0;392.0;;1153.0;808.0;1810.0;1085.0;342.0;3361.0;3361.0;10237.0;;881.0;3198.0;;9414.0;1776.0;3979.0;2385.0;752.0;7387.0;7387.0;22503.0;;1937.0;7029.0;;20694.0
3677;Social benefits, multi pers without ch.;East-Netherlands;1997;99.0;193.0;157.0;36.0;413.0;413.0;1251.0;;89.0;377.0;;1185.0;859.0;1666.0;1356.0;310.0;3571.0;3571.0;10821.0;;768.0;3262.0;;10247.0;1877.0;3641.0;2964.0;677.0;7805.0;7805.0;23653.0;;1680.0;7130.0;;22399.0
3678;Social benefits, multi pers without ch.;East-Netherlands;1998;80.0;179.0;154.0;43.0;370.0;370.0;1052.0;;85.0;321.0;;1006.0;754.0;1689.0;1452.0;402.0;3493.0;3493.0;9927.0;;804.0;3026.0;;9493.0;1605.0;3598.0;3093.0;856.0;7440.0;7440.0;21142.0;;1712.0;6445.0;;20218.0
3679;Social benefits, multi pers without ch.;East-Netherlands;1999;92.0;145.0;173.0;45.0;364.0;364.0;951.0;;34.0;289.0;;987.0;1037.0;1639.0;1952.0;512.0;4116.0;4116.0;10758.0;;380.0;3266.0;;11164.0;2215.0;3500.0;4169.0;1094.0;8790.0;8790.0;22978.0;;812.0;6975.0;;23846.0
3680;Social benefits, multi pers without ch.;East-Netherlands;2000;88.0;156.0;153.0;60.0;336.0;336.0;987.0;;32.0;333.0;;955.0;953.0;1685.0;1650.0;649.0;3639.0;3639.0;10671.0;;341.0;3599.0;;10332.0;2021.0;3572.0;3497.0;1376.0;7714.0;7714.0;22620.0;;723.0;7629.0;;21901.0
3681;Social benefits, multi pers without ch.;East-Netherlands;2001;87.0;166.0;86.0;55.0;285.0;285.0;946.0;;69.0;267.0;;899.0;985.0;1874.0;975.0;621.0;3213.0;3213.0;10678.0;;780.0;3010.0;;10146.0;2107.0;4007.0;2085.0;1328.0;6870.0;6870.0;22831.0;;1667.0;6436.0;;21693.0
3682;Social benefits, multi pers without ch.;East-Netherlands;2002;111.0;173.0;177.0;68.0;393.0;393.0;870.0;;78.0;243.0;;942.0;1261.0;1958.0;2006.0;771.0;4454.0;4454.0;9864.0;;889.0;2758.0;;10677.0;2704.0;4200.0;4303.0;1655.0;9553.0;9553.0;21157.0;;1907.0;5915.0;;22901.0
3683;Social benefits, multi pers without ch.;East-Netherlands;2003;102.0;185.0;110.0;60.0;337.0;337.0;919.0;;66.0;296.0;;885.0;1081.0;1961.0;1168.0;636.0;3574.0;3574.0;9729.0;;700.0;3130.0;;9368.0;2306.0;4184.0;2491.0;1357.0;7625.0;7625.0;20755.0;;1494.0;6677.0;;19984.0
3684;Social benefits, multi pers without ch.;East-Netherlands;2004;78.0;210.0;157.0;60.0;385.0;385.0;975.0;;55.0;336.0;;1056.0;854.0;2292.0;1707.0;651.0;4201.0;4201.0;10628.0;;598.0;3666.0;;11510.0;1878.0;5039.0;3753.0;1432.0;9238.0;9238.0;23369.0;;1315.0;8061.0;;25308.0
3685;Social benefits, multi pers without ch.;East-Netherlands;2005;80.0;230.0;218.0;65.0;464.0;464.0;1068.0;;81.0;340.0;;1197.0;800.0;2287.0;2170.0;645.0;4613.0;4613.0;10622.0;;806.0;3378.0;;11912.0;1797.0;5135.0;4873.0;1448.0;10357.0;10357.0;23850.0;;1809.0;7586.0;;26747.0
3686;Social benefits, multi pers without ch.;East-Netherlands;2006;73.0;156.0;247.0;67.0;409.0;409.0;1090.0;;66.0;344.0;;1132.0;809.0;1731.0;2748.0;740.0;4547.0;4547.0;12108.0;;728.0;3823.0;;12575.0;1764.0;3774.0;5993.0;1614.0;9917.0;9917.0;26406.0;;1588.0;8337.0;;27424.0
3687;Social benefits, multi pers without ch.;East-Netherlands;2007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3688;Social benefits, multi pers without ch.;East-Netherlands;2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3689;Social benefits, multi pers without ch.;East-Netherlands;2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3690;Social benefits, multi pers without ch.;West-Netherlands;1995;175.0;322.0;239.0;89.0;647.0;647.0;2752.0;;259.0;809.0;;2332.0;654.0;1203.0;891.0;331.0;2417.0;2417.0;10275.0;;967.0;3020.0;;8710.0;1437.0;2645.0;1960.0;728.0;5314.0;5314.0;22596.0;;2128.0;6641.0;;19154.0
3691;Social benefits, multi pers without ch.;West-Netherlands;1996;179.0;482.0;280.0;88.0;853.0;853.0;2796.0;;267.0;873.0;;2497.0;695.0;1866.0;1084.0;341.0;3304.0;3304.0;10823.0;;1035.0;3378.0;;9668.0;1520.0;4084.0;2371.0;746.0;7230.0;7230.0;23686.0;;2266.0;7392.0;;21159.0
3692;Social benefits, multi pers without ch.;West-Netherlands;1997;187.0;493.0;302.0;88.0;894.0;894.0;2719.0;;208.0;847.0;;2534.0;798.0;2098.0;1284.0;376.0;3803.0;3803.0;11575.0;;887.0;3603.0;;10785.0;1740.0;4577.0;2801.0;821.0;8297.0;8297.0;25250.0;;1934.0;7860.0;;23528.0
3693;Social benefits, multi pers without ch.;West-Netherlands;1998;175.0;468.0;257.0;84.0;817.0;817.0;2357.0;;218.0;738.0;;2201.0;793.0;2118.0;1163.0;380.0;3694.0;3694.0;10663.0;;986.0;3340.0;;9959.0;1683.0;4494.0;2468.0;807.0;7837.0;7837.0;22621.0;;2092.0;7085.0;;21127.0
3694;Social benefits, multi pers without ch.;West-Netherlands;1999;161.0;421.0;226.0;97.0;712.0;712.0;2123.0;;128.0;678.0;;2017.0;834.0;2174.0;1168.0;499.0;3677.0;3677.0;10961.0;;660.0;3500.0;;10416.0;1783.0;4650.0;2498.0;1066.0;7865.0;7865.0;23443.0;;1412.0;7487.0;;22278.0
3695;Social benefits, multi pers without ch.;West-Netherlands;2000;176.0;331.0;227.0;116.0;619.0;619.0;1973.0;;88.0;697.0;;1801.0;944.0;1778.0;1217.0;621.0;3318.0;3318.0;10580.0;;473.0;3739.0;;9661.0;2014.0;3793.0;2596.0;1324.0;7079.0;7079.0;22573.0;;1009.0;7976.0;;20612.0
3696;Social benefits, multi pers without ch.;West-Netherlands;2001;147.0;398.0;289.0;117.0;717.0;717.0;1972.0;;157.0;577.0;;1955.0;770.0;2082.0;1510.0;612.0;3750.0;3750.0;10312.0;;820.0;3019.0;;10221.0;1646.0;4453.0;3229.0;1309.0;8019.0;8019.0;22049.0;;1754.0;6455.0;;21855.0
3697;Social benefits, multi pers without ch.;West-Netherlands;2002;182.0;436.0;449.0;123.0;944.0;944.0;1935.0;;188.0;600.0;;2115.0;977.0;2336.0;2405.0;658.0;5060.0;5060.0;10371.0;;1006.0;3218.0;;11339.0;2091.0;5000.0;5149.0;1408.0;10832.0;10832.0;22201.0;;2154.0;6890.0;;24275.0
3698;Social benefits, multi pers without ch.;West-Netherlands;2003;192.0;432.0;250.0;119.0;754.0;754.0;1938.0;;169.0;613.0;;1897.0;1010.0;2275.0;1314.0;627.0;3972.0;3972.0;10204.0;;888.0;3231.0;;9988.0;2160.0;4868.0;2812.0;1341.0;8499.0;8499.0;21832.0;;1900.0;6912.0;;21370.0
3699;Social benefits, multi pers without ch.;West-Netherlands;2004;108.0;399.0;351.0;93.0;765.0;765.0;1907.0;;125.0;646.0;;1945.0;598.0;2211.0;1946.0;514.0;4241.0;4241.0;10571.0;;692.0;3582.0;;10780.0;1308.0;4838.0;4259.0;1124.0;9281.0;9281.0;23134.0;;1515.0;7838.0;;23591.0
3700;Social benefits, multi pers without ch.;West-Netherlands;2005;90.0;396.0;359.0;87.0;758.0;758.0;1813.0;;126.0;583.0;;2040.0;513.0;2253.0;2040.0;494.0;4312.0;4312.0;10314.0;;718.0;3315.0;;11604.0;1134.0;4981.0;4512.0;1092.0;9535.0;9535.0;22809.0;;1588.0;7330.0;;25661.0
3701;Social benefits, multi pers without ch.;West-Netherlands;2006;124.0;387.0;429.0;126.0;814.0;814.0;1941.0;;110.0;714.0;;2130.0;706.0;2208.0;2450.0;722.0;4643.0;4643.0;11078.0;;630.0;4073.0;;12156.0;1549.0;4842.0;5373.0;1582.0;10181.0;10181.0;24292.0;;1381.0;8931.0;;26655.0
3702;Social benefits, multi pers without ch.;West-Netherlands;2007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3703;Social benefits, multi pers without ch.;West-Netherlands;2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3704;Social benefits, multi pers without ch.;West-Netherlands;2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3705;Social benefits, multi pers without ch.;South-Netherlands;1995;118.0;223.0;204.0;64.0;481.0;481.0;1658.0;;201.0;492.0;;1450.0;722.0;1369.0;1251.0;391.0;2951.0;2951.0;10173.0;;1230.0;3021.0;;8896.0;1618.0;3067.0;2804.0;876.0;6613.0;6613.0;22797.0;;2757.0;6770.0;;19935.0
3706;Social benefits, multi pers without ch.;South-Netherlands;1996;112.0;259.0;160.0;51.0;480.0;480.0;1632.0;;142.0;500.0;;1451.0;711.0;1644.0;1019.0;322.0;3052.0;3052.0;10375.0;;904.0;3177.0;;9225.0;1582.0;3654.0;2265.0;716.0;6784.0;6784.0;23067.0;;2009.0;7063.0;;20509.0
3707;Social benefits, multi pers without ch.;South-Netherlands;1997;113.0;260.0;184.0;53.0;503.0;503.0;1589.0;;111.0;489.0;;1476.0;787.0;1814.0;1282.0;373.0;3510.0;3510.0;11091.0;;772.0;3409.0;;10301.0;1722.0;3970.0;2806.0;816.0;7683.0;7683.0;24278.0;;1689.0;7462.0;;22548.0
3708;Social benefits, multi pers without ch.;South-Netherlands;1998;84.0;209.0;173.0;57.0;409.0;409.0;1339.0;;112.0;400.0;;1227.0;635.0;1582.0;1314.0;429.0;3102.0;3102.0;10161.0;;849.0;3034.0;;9309.0;1348.0;3361.0;2791.0;911.0;6590.0;6590.0;21583.0;;1804.0;6444.0;;19773.0
3709;Social benefits, multi pers without ch.;South-Netherlands;1999;100.0;203.0;172.0;64.0;411.0;411.0;1258.0;;33.0;399.0;;1228.0;835.0;1695.0;1441.0;535.0;3437.0;3437.0;10510.0;;278.0;3334.0;;10263.0;1797.0;3648.0;3101.0;1151.0;7396.0;7396.0;22617.0;;599.0;7175.0;;22085.0
3710;Social benefits, multi pers without ch.;South-Netherlands;2000;115.0;182.0;292.0;82.0;507.0;507.0;1303.0;;39.0;439.0;;1326.0;935.0;1473.0;2367.0;667.0;4108.0;4108.0;10563.0;;316.0;3559.0;;10748.0;1999.0;3151.0;5063.0;1427.0;8787.0;8787.0;22594.0;;676.0;7614.0;;22989.0
3711;Social benefits, multi pers without ch.;South-Netherlands;2001;162.0;215.0;146.0;86.0;436.0;436.0;1433.0;;97.0;380.0;;1482.0;1280.0;1700.0;1160.0;685.0;3454.0;3454.0;11354.0;;768.0;3011.0;;11737.0;2724.0;3616.0;2467.0;1457.0;7349.0;7349.0;24156.0;;1633.0;6406.0;;24972.0
3712;Social benefits, multi pers without ch.;South-Netherlands;2002;133.0;241.0;157.0;88.0;443.0;443.0;1293.0;;115.0;362.0;;1288.0;1064.0;1930.0;1256.0;704.0;3547.0;3547.0;10354.0;;923.0;2896.0;;10313.0;2251.0;4084.0;2658.0;1489.0;7504.0;7504.0;21906.0;;1953.0;6128.0;;21818.0
3713;Social benefits, multi pers without ch.;South-Netherlands;2003;151.0;269.0;154.0;89.0;485.0;485.0;1346.0;;95.0;442.0;;1336.0;1160.0;2073.0;1187.0;688.0;3733.0;3733.0;10369.0;;729.0;3404.0;;10292.0;2470.0;4414.0;2527.0;1465.0;7947.0;7947.0;22077.0;;1553.0;7247.0;;21912.0
3714;Social benefits, multi pers without ch.;South-Netherlands;2004;111.0;292.0;280.0;73.0;610.0;610.0;1332.0;;86.0;463.0;;1993.0;905.0;2387.0;2284.0;596.0;4979.0;4979.0;10870.0;;701.0;3774.0;;16259.0;2000.0;5277.0;5050.0;1318.0;11010.0;11010.0;24035.0;;1550.0;8345.0;;35949.0
3715;Social benefits, multi pers without ch.;South-Netherlands;2005;127.0;245.0;249.0;70.0;551.0;551.0;1281.0;;96.0;398.0;;1957.0;1093.0;2101.0;2131.0;600.0;4725.0;4725.0;10983.0;;825.0;3412.0;;16782.0;2391.0;4598.0;4664.0;1313.0;10341.0;10341.0;24036.0;;1806.0;7467.0;;36729.0
3716;Social benefits, multi pers without ch.;South-Netherlands;2006;105.0;219.0;292.0;87.0;529.0;529.0;1359.0;;89.0;482.0;;2245.0;914.0;1897.0;2527.0;757.0;4581.0;4581.0;11775.0;;773.0;4175.0;;19458.0;2016.0;4185.0;5574.0;1670.0;10106.0;10106.0;25978.0;;1704.0;9210.0;;42927.0
3717;Social benefits, multi pers without ch.;South-Netherlands;2007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3718;Social benefits, multi pers without ch.;South-Netherlands;2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3719;Social benefits, multi pers without ch.;South-Netherlands;2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3720;Social benefits, multi pers without ch.;Groningen;1995;;;;;75.0;75.0;;;;;;274.0;;;;;2235.0;2235.0;;;;;;8194.0;;;;;;;;;;;;
3721;Social benefits, multi pers without ch.;Groningen;1996;;;;;104.0;104.0;;;;;;293.0;;;;;3183.0;3183.0;;;;;;9019.0;;;;;;;;;;;;
3722;Social benefits, multi pers without ch.;Groningen;1997;;;;;99.0;99.0;;;;;;278.0;;;;;3458.0;3458.0;;;;;;9720.0;;;;;;;;;;;;
3723;Social benefits, multi pers without ch.;Groningen;1998;;;;;84.0;84.0;;;;;;229.0;;;;;3503.0;3503.0;;;;;;9507.0;;;;;;;;;;;;
3724;Social benefits, multi pers without ch.;Groningen;1999;;;;;76.0;76.0;;;;;;212.0;;;;;3612.0;3612.0;;;;;;10124.0;;;;;;;;;;;;
3725;Social benefits, multi pers without ch.;Groningen;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3726;Social benefits, multi pers without ch.;Groningen;2001;;;;;67.0;67.0;;;;;;204.0;;;;;2859.0;2859.0;;;;;;8658.0;;;;;;;;;;;;
3727;Social benefits, multi pers without ch.;Groningen;2002;;;;;88.0;88.0;;;;;;214.0;;;;;3965.0;3965.0;;;;;;9663.0;;;;;;;;;;;;
3728;Social benefits, multi pers without ch.;Groningen;2003;;;;;69.0;69.0;;;;;;194.0;;;;;3057.0;3057.0;;;;;;8607.0;;;;;;;;;;;;
3729;Social benefits, multi pers without ch.;Groningen;2004;;;;;81.0;81.0;;;;;;224.0;;;;;3472.0;3472.0;;;;;;9618.0;;;;;;;;;;;;
3730;Social benefits, multi pers without ch.;Groningen;2005;;;;;85.0;85.0;;;;;;254.0;;;;;3082.0;3082.0;;;;;;9228.0;;;;;;;;;;;;
3731;Social benefits, multi pers without ch.;Groningen;2006;;;;;70.0;70.0;;;;;;196.0;;;;;3188.0;3188.0;;;;;;8992.0;;;;;;;;;;;;
3732;Social benefits, multi pers without ch.;Groningen;2007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3733;Social benefits, multi pers without ch.;Groningen;2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3734;Social benefits, multi pers without ch.;Groningen;2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3735;Social benefits, multi pers without ch.;Friesland;1995;;;;;53.0;53.0;;;;;;204.0;;;;;2078.0;2078.0;;;;;;7973.0;;;;;;;;;;;;
3736;Social benefits, multi pers without ch.;Friesland;1996;;;;;67.0;67.0;;;;;;212.0;;;;;2673.0;2673.0;;;;;;8453.0;;;;;;;;;;;;
3737;Social benefits, multi pers without ch.;Friesland;1997;;;;;80.0;80.0;;;;;;239.0;;;;;3280.0;3280.0;;;;;;9766.0;;;;;;;;;;;;
3738;Social benefits, multi pers without ch.;Friesland;1998;;;;;62.0;62.0;;;;;;192.0;;;;;2963.0;2963.0;;;;;;9122.0;;;;;;;;;;;;
3739;Social benefits, multi pers without ch.;Friesland;1999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3740;Social benefits, multi pers without ch.;Friesland;2000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3741;Social benefits, multi pers without ch.;Friesland;2001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3742;Social benefits, multi pers without ch.;Friesland;2002;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3743;Social benefits, multi pers without ch.;Friesland;2003;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3744;Social benefits, multi pers without ch.;Friesland;2004;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3745;Social benefits, multi pers without ch.;Friesland;2005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3746;Social benefits, multi pers without ch.;Friesland;2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3747;Social benefits, multi pers without ch.;Friesland;2007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3748;Social benefits, multi pers without ch.;Friesland;2008;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3749;Social benefits, multi pers without ch.;Friesland;2009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3750;Social benefits, multi pers without ch.;Drenthe;1995;;;;;64.0;64.0;;;;;;189.0;;;;;2967.0;2967.0;;;;;;8824.0;;;;;;;;;;;;
