ID;CPI;Periods;IndexFiguresTo1DecimalPlace_1;IndexFiguresIntegers_2;WeightingCoefficients_3
8806;0431   Prod. maint. and repairs dwelling;2001 June;;115.0;1131
8807;0431   Prod. maint. and repairs dwelling;2001 July;;115.0;1131
8808;0431   Prod. maint. and repairs dwelling;2001 August;;115.0;1131
8809;0431   Prod. maint. and repairs dwelling;2001 September;;116.0;1131
8810;0431   Prod. maint. and repairs dwelling;2001 October;;116.0;1131
8811;0431   Prod. maint. and repairs dwelling;2001 November;;116.0;1131
8812;0431   Prod. maint. and repairs dwelling;2001 December;;116.0;1131
8813;0431   Prod. maint. and repairs dwelling;2001;;115.0;1131
8814;0431   Prod. maint. and repairs dwelling;2002 January;;116.0;1131
8815;0431   Prod. maint. and repairs dwelling;2002 February;;117.0;1131
8816;0431   Prod. maint. and repairs dwelling;2002 March;;117.0;1131
8817;0431   Prod. maint. and repairs dwelling;2002 April;;118.0;1131
8818;0431   Prod. maint. and repairs dwelling;2002 May;;118.0;1131
8819;0431   Prod. maint. and repairs dwelling;2002 June;;118.0;1131
8820;0431   Prod. maint. and repairs dwelling;2002 July;;119.0;1131
8821;0431   Prod. maint. and repairs dwelling;2002 August;;119.0;1131
8822;0431   Prod. maint. and repairs dwelling;2002 September;;120.0;1131
8823;0431   Prod. maint. and repairs dwelling;2002 October;;120.0;1131
8824;0431   Prod. maint. and repairs dwelling;2002 November;;120.0;1131
8825;0431   Prod. maint. and repairs dwelling;2002 December;;120.0;1131
8826;0431   Prod. maint. and repairs dwelling;2002;;118.0;1131
8827;0432   Serv. maint. and repairs dwelling;1996 January;;102.0;492
8828;0432   Serv. maint. and repairs dwelling;1996 February;;102.0;492
8829;0432   Serv. maint. and repairs dwelling;1996 March;;102.0;492
8830;0432   Serv. maint. and repairs dwelling;1996 April;;102.0;492
8831;0432   Serv. maint. and repairs dwelling;1996 May;;103.0;492
8832;0432   Serv. maint. and repairs dwelling;1996 June;;103.0;492
8833;0432   Serv. maint. and repairs dwelling;1996 July;;103.0;492
8834;0432   Serv. maint. and repairs dwelling;1996 August;;103.0;492
8835;0432   Serv. maint. and repairs dwelling;1996 September;;103.0;492
8836;0432   Serv. maint. and repairs dwelling;1996 October;;103.0;492
8837;0432   Serv. maint. and repairs dwelling;1996 November;;103.0;492
8838;0432   Serv. maint. and repairs dwelling;1996 December;;103.0;492
8839;0432   Serv. maint. and repairs dwelling;1996;;102.0;492
8840;0432   Serv. maint. and repairs dwelling;1997 January;;103.0;492
8841;0432   Serv. maint. and repairs dwelling;1997 February;;103.0;492
8842;0432   Serv. maint. and repairs dwelling;1997 March;;104.0;492
8843;0432   Serv. maint. and repairs dwelling;1997 April;;104.0;492
8844;0432   Serv. maint. and repairs dwelling;1997 May;;104.0;492
8845;0432   Serv. maint. and repairs dwelling;1997 June;;104.0;492
8846;0432   Serv. maint. and repairs dwelling;1997 July;;105.0;492
8847;0432   Serv. maint. and repairs dwelling;1997 August;;105.0;492
8848;0432   Serv. maint. and repairs dwelling;1997 September;;105.0;492
8849;0432   Serv. maint. and repairs dwelling;1997 October;;106.0;492
8850;0432   Serv. maint. and repairs dwelling;1997 November;;106.0;492
8851;0432   Serv. maint. and repairs dwelling;1997 December;;106.0;492
8852;0432   Serv. maint. and repairs dwelling;1997;;105.0;492
8853;0432   Serv. maint. and repairs dwelling;1998 January;;108.0;492
8854;0432   Serv. maint. and repairs dwelling;1998 February;;108.0;492
8855;0432   Serv. maint. and repairs dwelling;1998 March;;108.0;492
8856;0432   Serv. maint. and repairs dwelling;1998 April;;108.0;492
8857;0432   Serv. maint. and repairs dwelling;1998 May;;109.0;492
8858;0432   Serv. maint. and repairs dwelling;1998 June;;109.0;492
8859;0432   Serv. maint. and repairs dwelling;1998 July;;109.0;492
8860;0432   Serv. maint. and repairs dwelling;1998 August;;109.0;492
8861;0432   Serv. maint. and repairs dwelling;1998 September;;109.0;492
8862;0432   Serv. maint. and repairs dwelling;1998 October;;109.0;492
8863;0432   Serv. maint. and repairs dwelling;1998 November;;109.0;492
8864;0432   Serv. maint. and repairs dwelling;1998 December;;109.0;492
8865;0432   Serv. maint. and repairs dwelling;1998;;109.0;492
8866;0432   Serv. maint. and repairs dwelling;1999 January;;111.0;492
8867;0432   Serv. maint. and repairs dwelling;1999 February;;111.0;492
8868;0432   Serv. maint. and repairs dwelling;1999 March;;111.0;492
8869;0432   Serv. maint. and repairs dwelling;1999 April;;112.0;492
8870;0432   Serv. maint. and repairs dwelling;1999 May;;112.0;492
8871;0432   Serv. maint. and repairs dwelling;1999 June;;112.0;492
8872;0432   Serv. maint. and repairs dwelling;1999 July;;112.0;492
8873;0432   Serv. maint. and repairs dwelling;1999 August;;112.0;492
8874;0432   Serv. maint. and repairs dwelling;1999 September;;112.0;492
8875;0432   Serv. maint. and repairs dwelling;1999 October;;113.0;492
8876;0432   Serv. maint. and repairs dwelling;1999 November;;114.0;492
8877;0432   Serv. maint. and repairs dwelling;1999 December;;114.0;492
8878;0432   Serv. maint. and repairs dwelling;1999;;112.0;492
8879;0432   Serv. maint. and repairs dwelling;2000 January;;116.0;492
8880;0432   Serv. maint. and repairs dwelling;2000 February;;117.0;492
8881;0432   Serv. maint. and repairs dwelling;2000 March;;117.0;492
8882;0432   Serv. maint. and repairs dwelling;2000 April;;117.0;492
8883;0432   Serv. maint. and repairs dwelling;2000 May;;117.0;492
8884;0432   Serv. maint. and repairs dwelling;2000 June;;117.0;492
8885;0432   Serv. maint. and repairs dwelling;2000 July;;117.0;492
8886;0432   Serv. maint. and repairs dwelling;2000 August;;118.0;492
8887;0432   Serv. maint. and repairs dwelling;2000 September;;118.0;492
8888;0432   Serv. maint. and repairs dwelling;2000 October;;118.0;492
8889;0432   Serv. maint. and repairs dwelling;2000 November;;118.0;492
8890;0432   Serv. maint. and repairs dwelling;2000 December;;118.0;492
8891;0432   Serv. maint. and repairs dwelling;2000;;117.0;492
8892;0432   Serv. maint. and repairs dwelling;2001 January;;123.0;492
8893;0432   Serv. maint. and repairs dwelling;2001 February;;123.0;492
8894;0432   Serv. maint. and repairs dwelling;2001 March;;123.0;492
8895;0432   Serv. maint. and repairs dwelling;2001 April;;124.0;492
8896;0432   Serv. maint. and repairs dwelling;2001 May;;124.0;492
8897;0432   Serv. maint. and repairs dwelling;2001 June;;125.0;492
8898;0432   Serv. maint. and repairs dwelling;2001 July;;125.0;492
8899;0432   Serv. maint. and repairs dwelling;2001 August;;126.0;492
8900;0432   Serv. maint. and repairs dwelling;2001 September;;126.0;492
8901;0432   Serv. maint. and repairs dwelling;2001 October;;126.0;492
8902;0432   Serv. maint. and repairs dwelling;2001 November;;126.0;492
8903;0432   Serv. maint. and repairs dwelling;2001 December;;127.0;492
8904;0432   Serv. maint. and repairs dwelling;2001;;125.0;492
8905;0432   Serv. maint. and repairs dwelling;2002 January;;130.0;492
8906;0432   Serv. maint. and repairs dwelling;2002 February;;130.0;492
8907;0432   Serv. maint. and repairs dwelling;2002 March;;131.0;492
8908;0432   Serv. maint. and repairs dwelling;2002 April;;131.0;492
8909;0432   Serv. maint. and repairs dwelling;2002 May;;131.0;492
8910;0432   Serv. maint. and repairs dwelling;2002 June;;131.0;492
8911;0432   Serv. maint. and repairs dwelling;2002 July;;132.0;492
8912;0432   Serv. maint. and repairs dwelling;2002 August;;132.0;492
8913;0432   Serv. maint. and repairs dwelling;2002 September;;133.0;492
8914;0432   Serv. maint. and repairs dwelling;2002 October;;133.0;492
8915;0432   Serv. maint. and repairs dwelling;2002 November;;133.0;492
8916;0432   Serv. maint. and repairs dwelling;2002 December;;133.0;492
8917;0432   Serv. maint. and repairs dwelling;2002;;132.0;492
8918;044A   Other housing-related services;1996 January;104.3;;839
8919;044A   Other housing-related services;1996 February;104.4;;839
8920;044A   Other housing-related services;1996 March;104.4;;839
8921;044A   Other housing-related services;1996 April;104.4;;839
8922;044A   Other housing-related services;1996 May;104.4;;839
8923;044A   Other housing-related services;1996 June;104.4;;839
8924;044A   Other housing-related services;1996 July;104.6;;839
8925;044A   Other housing-related services;1996 August;104.6;;839
8926;044A   Other housing-related services;1996 September;104.6;;839
8927;044A   Other housing-related services;1996 October;104.5;;839
8928;044A   Other housing-related services;1996 November;104.5;;839
8929;044A   Other housing-related services;1996 December;104.6;;839
8930;044A   Other housing-related services;1996;104.5;;839
8931;044A   Other housing-related services;1997 January;106.6;;839
8932;044A   Other housing-related services;1997 February;106.6;;839
8933;044A   Other housing-related services;1997 March;106.7;;839
8934;044A   Other housing-related services;1997 April;106.7;;839
8935;044A   Other housing-related services;1997 May;106.7;;839
8936;044A   Other housing-related services;1997 June;106.7;;839
8937;044A   Other housing-related services;1997 July;106.8;;839
8938;044A   Other housing-related services;1997 August;106.8;;839
8939;044A   Other housing-related services;1997 September;106.9;;839
8940;044A   Other housing-related services;1997 October;106.9;;839
8941;044A   Other housing-related services;1997 November;107.0;;839
8942;044A   Other housing-related services;1997 December;107.0;;839
8943;044A   Other housing-related services;1997;106.8;;839
8944;044A   Other housing-related services;1998 January;110.4;;839
8945;044A   Other housing-related services;1998 February;110.4;;839
8946;044A   Other housing-related services;1998 March;110.5;;839
8947;044A   Other housing-related services;1998 April;110.8;;839
8948;044A   Other housing-related services;1998 May;110.8;;839
8949;044A   Other housing-related services;1998 June;110.8;;839
8950;044A   Other housing-related services;1998 July;111.8;;839
8951;044A   Other housing-related services;1998 August;111.8;;839
8952;044A   Other housing-related services;1998 September;111.8;;839
8953;044A   Other housing-related services;1998 October;111.6;;839
8954;044A   Other housing-related services;1998 November;111.6;;839
8955;044A   Other housing-related services;1998 December;111.6;;839
8956;044A   Other housing-related services;1998;111.2;;839
8957;044A   Other housing-related services;1999 January;123.3;;839
8958;044A   Other housing-related services;1999 February;123.9;;839
8959;044A   Other housing-related services;1999 March;124.0;;839
8960;044A   Other housing-related services;1999 April;124.0;;839
8961;044A   Other housing-related services;1999 May;124.0;;839
8962;044A   Other housing-related services;1999 June;124.0;;839
8963;044A   Other housing-related services;1999 July;123.9;;839
8964;044A   Other housing-related services;1999 August;124.1;;839
8965;044A   Other housing-related services;1999 September;124.1;;839
8966;044A   Other housing-related services;1999 October;124.2;;839
8967;044A   Other housing-related services;1999 November;124.2;;839
8968;044A   Other housing-related services;1999 December;124.2;;839
8969;044A   Other housing-related services;1999;124.0;;839
8970;044A   Other housing-related services;2000 January;126.6;;839
8971;044A   Other housing-related services;2000 February;126.6;;839
8972;044A   Other housing-related services;2000 March;127.0;;839
8973;044A   Other housing-related services;2000 April;127.0;;839
8974;044A   Other housing-related services;2000 May;127.0;;839
8975;044A   Other housing-related services;2000 June;127.0;;839
8976;044A   Other housing-related services;2000 July;127.1;;839
8977;044A   Other housing-related services;2000 August;127.1;;839
8978;044A   Other housing-related services;2000 September;127.1;;839
8979;044A   Other housing-related services;2000 October;127.2;;839
8980;044A   Other housing-related services;2000 November;127.3;;839
8981;044A   Other housing-related services;2000 December;127.3;;839
8982;044A   Other housing-related services;2000;127.0;;839
8983;044A   Other housing-related services;2001 January;132.3;;839
8984;044A   Other housing-related services;2001 February;132.4;;839
8985;044A   Other housing-related services;2001 March;132.4;;839
8986;044A   Other housing-related services;2001 April;132.3;;839
8987;044A   Other housing-related services;2001 May;132.3;;839
8988;044A   Other housing-related services;2001 June;132.3;;839
8989;044A   Other housing-related services;2001 July;132.1;;839
8990;044A   Other housing-related services;2001 August;132.1;;839
8991;044A   Other housing-related services;2001 September;132.1;;839
8992;044A   Other housing-related services;2001 October;132.1;;839
8993;044A   Other housing-related services;2001 November;132.5;;839
8994;044A   Other housing-related services;2001 December;132.6;;839
8995;044A   Other housing-related services;2001;132.3;;839
8996;044A   Other housing-related services;2002 January;134.1;;839
8997;044A   Other housing-related services;2002 February;134.0;;839
8998;044A   Other housing-related services;2002 March;134.2;;839
8999;044A   Other housing-related services;2002 April;134.3;;839
9000;044A   Other housing-related services;2002 May;134.3;;839
9001;044A   Other housing-related services;2002 June;134.3;;839
9002;044A   Other housing-related services;2002 July;134.4;;839
9003;044A   Other housing-related services;2002 August;134.4;;839
9004;044A   Other housing-related services;2002 September;134.4;;839
9005;044A   Other housing-related services;2002 October;134.4;;839
9006;044A   Other housing-related services;2002 November;134.9;;839
9007;044A   Other housing-related services;2002 December;135.0;;839
9008;044A   Other housing-related services;2002;134.4;;839
9009;0443A  Water supply;1996 January;;105.0;659
9010;0443A  Water supply;1996 February;;105.0;659
9011;0443A  Water supply;1996 March;;105.0;659
9012;0443A  Water supply;1996 April;;105.0;659
9013;0443A  Water supply;1996 May;;105.0;659
9014;0443A  Water supply;1996 June;;105.0;659
9015;0443A  Water supply;1996 July;;105.0;659
9016;0443A  Water supply;1996 August;;105.0;659
9017;0443A  Water supply;1996 September;;105.0;659
9018;0443A  Water supply;1996 October;;105.0;659
9019;0443A  Water supply;1996 November;;105.0;659
9020;0443A  Water supply;1996 December;;105.0;659
9021;0443A  Water supply;1996;;105.0;659
9022;0443A  Water supply;1997 January;;108.0;659
9023;0443A  Water supply;1997 February;;108.0;659
9024;0443A  Water supply;1997 March;;108.0;659
9025;0443A  Water supply;1997 April;;108.0;659
9026;0443A  Water supply;1997 May;;108.0;659
9027;0443A  Water supply;1997 June;;108.0;659
9028;0443A  Water supply;1997 July;;108.0;659
9029;0443A  Water supply;1997 August;;108.0;659
9030;0443A  Water supply;1997 September;;108.0;659
9031;0443A  Water supply;1997 October;;108.0;659
9032;0443A  Water supply;1997 November;;108.0;659
9033;0443A  Water supply;1997 December;;108.0;659
9034;0443A  Water supply;1997;;108.0;659
9035;0443A  Water supply;1998 January;;112.0;659
9036;0443A  Water supply;1998 February;;112.0;659
9037;0443A  Water supply;1998 March;;112.0;659
9038;0443A  Water supply;1998 April;;112.0;659
9039;0443A  Water supply;1998 May;;112.0;659
9040;0443A  Water supply;1998 June;;112.0;659
9041;0443A  Water supply;1998 July;;113.0;659
9042;0443A  Water supply;1998 August;;113.0;659
9043;0443A  Water supply;1998 September;;113.0;659
9044;0443A  Water supply;1998 October;;113.0;659
9045;0443A  Water supply;1998 November;;113.0;659
9046;0443A  Water supply;1998 December;;113.0;659
9047;0443A  Water supply;1998;;112.0;659
9048;0443A  Water supply;1999 January;;128.0;659
9049;0443A  Water supply;1999 February;;128.0;659
9050;0443A  Water supply;1999 March;;128.0;659
9051;0443A  Water supply;1999 April;;128.0;659
9052;0443A  Water supply;1999 May;;128.0;659
9053;0443A  Water supply;1999 June;;128.0;659
9054;0443A  Water supply;1999 July;;127.0;659
9055;0443A  Water supply;1999 August;;127.0;659
9056;0443A  Water supply;1999 September;;127.0;659
9057;0443A  Water supply;1999 October;;127.0;659
9058;0443A  Water supply;1999 November;;127.0;659
9059;0443A  Water supply;1999 December;;127.0;659
