ID;Plaatsnamen;Code_1;Naam_2;Code_3;Naam_4;Code_5;NaamAfkorting_6;PTTWoonplaatsnaam_7;Gemeentenaam_8
3524;Mekkelhorst;168;Losser                     ;24;Overige gemeenten in Twente             ;23;O.  ;nee;nee
3525;Melderslo;923;Horst                      ;120;Noord-Limburg                           ;31;L.  ;nee;nee
3526;Melick;1669;Roerdalen                  ;122;Overig Midden-Limburg ten oosten v. Maas;31;L.  ;ja ;nee
3527;Meliskerke;717;Veere                      ;96;Overige gemeenten Walcheren             ;29;Z.  ;ja ;nee
3528;Melissant;504;Dirksland                  ;92;Goeree en Overflakkee                   ;28;ZH. ;ja ;nee
3529;Melle;856;Uden                       ;112;Midden-Meijerij                         ;30;NB. ;nee;nee
3530;Melleschet;981;Vaals                      ;127;Overige gemeenten Zuid-Limburg          ;31;L.  ;nee;nee
3531;Mellinkmaat;260;Lichtenvoorde              ;30;Overige gemeenten oostelijke Achterhoek ;25;Gld.;nee;nee
3532;719;83;Menaldumadeel              ;12;Friese bouwstreek                       ;21;F.  ;ja ;nee
3533;720;83;Menaldumadeel              ;12;Friese bouwstreek                       ;21;F.  ;nee;ja 
3534;Mengelenberg;207;Bergh                      ;27;Oude-IJsselgebied (westelijk deel)      ;25;Gld.;nee;nee
3535;Mennonietenbuurt;736;De Ronde Venen             ;48;Vechtstreek en Plassengebied in Utrecht ;26;U.  ;nee;nee
3536;Mensingeweer;1663;De Marne                   ;1;Groninger Hoogeland en N. Westerkwartier;20;Gr. ;ja ;nee
3537;Menterwolde;1987;Menterwolde                ;3;Groninger Oldambt                       ;20;Gr. ;nee;ja 
3538;Menzel;1721;Bernheze                   ;111;Maaskant                                ;30;NB. ;nee;nee
3539;988;119;Meppel                     ;18;Zuiddrents randgebied                   ;22;D.  ;ja ;ja 
3540;913;109;Coevorden                  ;18;Zuiddrents randgebied                   ;22;D.  ;ja ;nee
3541;Merkelbeek;881;Onderbanken                ;125;Oostelijke Mijnstreek                   ;31;L.  ;ja ;nee
3542;Merm;231;Elst                       ;37;Oostelijke Betuwe                       ;25;Gld.;nee;nee
3543;Merselo;984;Venray                     ;120;Noord-Limburg                           ;31;L.  ;ja ;nee
3544;Mertel;855;Tilburg                    ;107;Tilburg                                 ;30;NB. ;nee;nee
3545;204;24;Loppersum                  ;1;Groninger Hoogeland en N. Westerkwartier;20;Gr. ;nee;nee
3546;Merum;957;Roermond                   ;122;Overig Midden-Limburg ten oosten v. Maas;31;L.  ;nee;nee
3547;Mesch;905;Eijsden                    ;127;Overige gemeenten Zuid-Limburg          ;31;L.  ;nee;nee
3548;Meteren;236;Geldermalsen               ;38;Westelijke Betuwe                       ;25;Gld.;ja ;nee
3549;Meterik;923;Horst                      ;120;Noord-Limburg                           ;31;L.  ;nee;nee
3550;521;58;Dongeradeel                ;12;Friese bouwstreek                       ;21;F.  ;ja ;nee
3551;Meulunteren-De Valk;228;Ede                        ;31;Gelderse Vallei                         ;25;Gld.;nee;nee
3552;Mheer;936;Margraten                  ;127;Overige gemeenten Zuid-Limburg          ;31;L.  ;ja ;nee
3553;Midbuul;1706;Cranendonck                ;117;Valkenswaard en oostelijke randgemeenten;30;NB. ;nee;nee
3554;Middel;479;Zaanstad                   ;58;Zaanstreek                              ;27;NH. ;nee;nee
3555;Middel;174;Olst                       ;22;Zuidwest-Overijssel                     ;23;O.  ;nee;nee
3556;Middelaar;944;Mook en Middelaar          ;120;Noord-Limburg                           ;31;L.  ;ja ;nee
3557;Middelbeers;823;Oirschot                   ;114;Randgebied Eindhoven                    ;30;NB. ;nee;nee
3558;108;14;Groningen                  ;7;Stad Groningen                          ;20;Gr. ;nee;nee
3559;Middelburg;687;Middelburg                 ;95;Kanaalzone Walcheren                    ;29;Z.  ;ja ;ja 
3560;Middelburg;595;Reeuwijk                   ;74;Gouda en omstreken                      ;28;ZH. ;nee;nee
3561;Middeldijk;489;Barendrecht                ;86;Westelijk IJsselmonde                   ;28;ZH. ;nee;nee
3562;Middelharnis;559;Middelharnis               ;92;Goeree en Overflakkee                   ;28;ZH. ;ja ;ja 
3563;Middelie;478;Zeevang                    ;56;Noordhollands Middengewest              ;27;NH. ;ja ;nee
3564;Middelijk;923;Horst                      ;120;Noord-Limburg                           ;31;L.  ;nee;nee
3565;Middelkoop;707;Zederik                    ;78;Vijfheerenlanden                        ;28;ZH. ;nee;nee
3566;Middelrode;845;Sint-Michielsgestel        ;110;Gebied om 's-Hertogenbosch en Vught     ;30;NB. ;nee;nee
3567;Middelsluis;611;Cromstrijen                ;90;Hoeksche Waard                          ;28;ZH. ;nee;nee
3568;205;24;Loppersum                  ;1;Groninger Hoogeland en N. Westerkwartier;20;Gr. ;ja ;nee
3569;Midden-Drenthe;1731;Midden-Drenthe             ;17;Drentse zandgronden                     ;22;D.  ;nee;ja 
3570;Middenbeemster;370;Beemster                   ;56;Noordhollands Middengewest              ;27;NH. ;ja ;nee
3571;Middenmeer;463;Wieringermeer              ;51;Wieringen, Wieringermeer                ;27;NH. ;ja ;nee
3572;Middentocht;880;Wormerland                 ;58;Zaanstreek                              ;27;NH. ;nee;nee
3573;Middenveld;1731;Midden-Drenthe             ;17;Drentse zandgronden                     ;22;D.  ;nee;nee
3574;Midlaren;1730;Tynaarlo                   ;14;Noorddrents randgebied                  ;22;D.  ;ja ;nee
3575;633;72;Harlingen                  ;12;Friese bouwstreek                       ;21;F.  ;ja ;nee
3576;819;93;Terschelling               ;13;Friese Waddeneilanden                   ;21;F.  ;ja ;nee
3577;257;39;Scheemda                   ;3;Groninger Oldambt                       ;20;Gr. ;ja ;nee
3578;184;22;Leek                       ;5;Groninger zuidelijk Westerkwartier      ;20;Gr. ;ja ;nee
3579;Midwoud;529;Noorder-Koggenland         ;54;Midden- en Oostelijk West-Friesland     ;27;NH. ;ja ;nee
3580;Midzomer;1701;Westerveld                 ;17;Drentse zandgronden                     ;22;D.  ;nee;nee
3581;616;70;Franekeradeel              ;12;Friese bouwstreek                       ;21;F.  ;nee;nee
3582;676;80;Leeuwarden                 ;11;Leeuwarden                              ;21;F.  ;ja ;nee
3583;Mierlo;814;Mierlo                     ;115;Industriegebied Helmond                 ;30;NB. ;ja ;ja 
3584;Mierlo-Hout;794;Helmond                    ;115;Industriegebied Helmond                 ;30;NB. ;nee;nee
3585;Mijdrecht;736;De Ronde Venen             ;48;Vechtstreek en Plassengebied in Utrecht ;26;U.  ;ja ;nee
3586;Mijnden;329;Loenen                     ;48;Vechtstreek en Plassengebied in Utrecht ;26;U.  ;nee;nee
3587;Mijnsheerenland;585;Binnenmaas                 ;90;Hoeksche Waard                          ;28;ZH. ;ja ;nee
3588;Mijzenpolder;458;Schermer                   ;56;Noordhollands Middengewest              ;27;NH. ;nee;nee
3589;Mijzerkoog;558;Wester-Koggenland          ;54;Midden- en Oostelijk West-Friesland     ;27;NH. ;nee;nee
3590;Mijzijde;632;Woerden                    ;49;Utrechts weidegebied                    ;26;U.  ;nee;nee
3591;644;74;Heerenveen                 ;9;Fries zandgebied                        ;21;F.  ;ja ;nee
3592;Mildert;946;Nederweert                 ;123;Midden-Limburg ten westen van de Maas   ;31;L.  ;nee;nee
3593;Milheeze;1652;Gemert-Bakel               ;118;Brabantse Peel                          ;30;NB. ;ja ;nee
3594;Mill;815;Mill en Sint Hubert        ;119;Land van Cuijk                          ;30;NB. ;ja ;nee
3595;Mill en Sint Hubert;815;Mill en Sint Hubert        ;119;Land van Cuijk                          ;30;NB. ;nee;ja 
3596;Millen;974;Susteren                   ;124;Westelijke Mijnstreek                   ;31;L.  ;nee;nee
3597;Millengen;148;Dalfsen                    ;20;IJssel-, Vechtdelta                     ;23;O.  ;nee;nee
3598;Millingen aan de Rijn;265;Millingen aan de Rijn      ;40;Gebied om Nijmegen                      ;25;Gld.;ja ;ja 
3599;Milsbeek;907;Gennep                     ;120;Noord-Limburg                           ;31;L.  ;ja ;nee
3600;Milschot;1652;Gemert-Bakel               ;118;Brabantse Peel                          ;30;NB. ;nee;nee
3601;Milt;237;Gendringen                 ;29;Oude-IJsselgebied (oostelijk deel)      ;25;Gld.;nee;nee
3602;Mingersberg;986;Voerendaal                 ;125;Oostelijke Mijnstreek                   ;31;L.  ;nee;nee
3603;Minkeloos;689;Giessenlanden              ;77;Overige gemeenten Alblasserwaard        ;28;ZH. ;nee;nee
3604;Minkmaat;153;Enschede                   ;23;Enschede                                ;23;O.  ;nee;nee
3605;568;63;het Bildt                  ;12;Friese bouwstreek                       ;21;F.  ;ja ;nee
3606;Mirns;653;Gaasterlân-Sleat           ;10;Fries weidegebied                       ;21;F.  ;ja ;nee
3607;Miste;294;Winterswijk                ;30;Overige gemeenten oostelijke Achterhoek ;25;Gld.;ja ;nee
3608;522;58;Dongeradeel                ;12;Friese bouwstreek                       ;21;F.  ;ja ;nee
3609;Moer, De;809;Loon op Zand               ;108;Gebied om Tilburg                       ;30;NB. ;ja ;nee
3610;Moer, Het;1701;Westerveld                 ;17;Drentse zandgronden                     ;22;D.  ;nee;nee
3611;Moerbeek;412;Niedorp                    ;53;Westelijk West-Friesland                ;27;NH. ;nee;nee
3612;Moerdijk;1709;Moerdijk                   ;101;Zeekleigebied in Noord-Brabant          ;30;NB. ;ja ;ja 
3613;Moeren, De;879;Zundert                    ;104;Gebied om Breda                         ;30;NB. ;nee;nee
3614;Moergestel;824;Oisterwijk                 ;108;Gebied om Tilburg                       ;30;NB. ;ja ;nee
3615;Moerhuizen;1666;Zevenhuizen-Moerkapelle    ;83;Midden Zuid-Holland                     ;28;ZH. ;nee;nee
3616;Moerkapelle;1666;Zevenhuizen-Moerkapelle    ;83;Midden Zuid-Holland                     ;28;ZH. ;ja ;nee
3617;Moerkerken;585;Binnenmaas                 ;90;Hoeksche Waard                          ;28;ZH. ;nee;nee
3618;Moerslag;936;Margraten                  ;127;Overige gemeenten Zuid-Limburg          ;31;L.  ;nee;nee
3619;Moerstraten;1674;Roosendaal                 ;102;Bergen op Zoom, Roosendaal en omgeving  ;30;NB. ;ja ;nee
3620;Moesdijk;988;Weert                      ;123;Midden-Limburg ten westen van de Maas   ;31;L.  ;nee;nee
3621;Moesel;988;Weert                      ;123;Midden-Limburg ten westen van de Maas   ;31;L.  ;nee;nee
3622;Moespot-Leeuwte;194;Brederwiede                ;19;Noordwest-Overijssel                    ;23;O.  ;nee;nee
3623;Molecaten;269;Oldebroek                  ;32;IJsselmeerkust                          ;25;Gld.;nee;nee
3624;Molenaarsbuurt, 's-;484;Alphen aan den Rijn        ;73;Rijnstreek Zuid-Holland                 ;28;ZH. ;nee;nee
3625;Molenaarsgraaf;693;Graafstroom                ;77;Overige gemeenten Alblasserwaard        ;28;ZH. ;ja ;nee
3626;Molenbaan;941;Meijel                     ;123;Midden-Limburg ten westen van de Maas   ;31;L.  ;nee;nee
3627;Molenbeek;202;Arnhem                     ;35;Arnhem                                  ;25;Gld.;nee;nee
3628;Molenberg;917;Heerlen                    ;125;Oostelijke Mijnstreek                   ;31;L.  ;nee;nee
3629;Moleneind;758;Breda                      ;103;Breda                                   ;30;NB. ;nee;nee
3630;Moleneind;809;Loon op Zand               ;108;Gebied om Tilburg                       ;30;NB. ;nee;nee
3631;Moleneind;390;'s-Graveland               ;65;Vechtstreek in Noord-Holland            ;27;NH. ;nee;nee
3632;Moleneind;668;West Maas en Waal          ;41;Land van Maas en Waal                   ;25;Gld.;nee;nee
3633;Moleneind;823;Oirschot                   ;114;Randgebied Eindhoven                    ;30;NB. ;nee;nee
3634;Molengat;815;Mill en Sint Hubert        ;119;Land van Cuijk                          ;30;NB. ;nee;nee
3635;Molenheide;815;Mill en Sint Hubert        ;119;Land van Cuijk                          ;30;NB. ;nee;nee
3636;Molenhoek;796;'s-Hertogenbosch           ;109;'s-Hertogenbosch en Vught               ;30;NB. ;nee;nee
3637;Molenhoek;225;Druten                     ;41;Land van Maas en Waal                   ;25;Gld.;nee;nee
3638;Molenhoek;675;Hontenisse                 ;100;Overige gem. in Oost-Zeeuwsch-Vlaanderen;29;Z.  ;nee;nee
3639;Molenhoek (ged.);944;Mook en Middelaar          ;120;Noord-Limburg                           ;31;L.  ;ja ;nee
3640;Molenhoek (ged.);252;Heumen                     ;40;Gebied om Nijmegen                      ;25;Gld.;nee;nee
3641;Molenpolder;297;Zaltbommel                 ;42;Bommelerwaard                           ;25;Gld.;nee;nee
3642;Molenrij;1663;De Marne                   ;1;Groninger Hoogeland en N. Westerkwartier;20;Gr. ;nee;nee
3643;Molenschot;784;Gilze en Rijen             ;108;Gebied om Tilburg                       ;30;NB. ;ja ;nee
3644;Molenstraat;809;Loon op Zand               ;108;Gebied om Tilburg                       ;30;NB. ;nee;nee
3645;Molenstraat;788;Haaren                     ;110;Gebied om 's-Hertogenbosch en Vught     ;30;NB. ;nee;nee
3646;Molenveld;770;Eersel                     ;116;Kempenland                              ;30;NB. ;nee;nee
3647;Molenvliet;716;Tholen                     ;94;Sint Philipsland en Tholen              ;29;Z.  ;nee;nee
3648;Molenwijk;755;Boekel                     ;112;Midden-Meijerij                         ;30;NB. ;nee;nee
3649;Molenwijk;562;Monster                    ;81;Westland                                ;28;ZH. ;nee;nee
3650;867;104;Nijefurd                   ;10;Fries weidegebied                       ;21;F.  ;ja ;nee
3651;Molsberg;965;Simpelveld                 ;125;Oostelijke Mijnstreek                   ;31;L.  ;nee;nee
3652;Monnickendam;852;Waterland                  ;57;Waterland                               ;27;NH. ;ja ;nee
3653;Monnikenhuizen;202;Arnhem                     ;35;Arnhem                                  ;25;Gld.;nee;nee
3654;Monster;562;Monster                    ;81;Westland                                ;28;ZH. ;ja ;ja 
3655;Montferland;207;Bergh                      ;27;Oude-IJsselgebied (westelijk deel)      ;25;Gld.;nee;nee
3656;Montfoort;335;Montfoort                  ;49;Utrechts weidegebied                    ;26;U.  ;ja ;ja 
3657;Montfort;1679;Ambt Montfort              ;122;Overig Midden-Limburg ten oosten v. Maas;31;L.  ;ja ;nee
3658;Mook;944;Mook en Middelaar          ;120;Noord-Limburg                           ;31;L.  ;ja ;nee
3659;Mook en Middelaar;944;Mook en Middelaar          ;120;Noord-Limburg                           ;31;L.  ;nee;ja 
3660;Mookhoek;617;Strijen                    ;90;Hoeksche Waard                          ;28;ZH. ;ja ;nee
3661;Moordhuizen;668;West Maas en Waal          ;41;Land van Maas en Waal                   ;25;Gld.;nee;nee
3662;Moordrecht;563;Moordrecht                 ;74;Gouda en omstreken                      ;28;ZH. ;ja ;ja 
3663;Moorst;351;Woudenberg                 ;43;Utrechtse Vallei en Eemgebied           ;26;U.  ;nee;nee
3664;Moorveld;938;Meerssen                   ;127;Overige gemeenten Zuid-Limburg          ;31;L.  ;ja ;nee
3665;Moosdijk;762;Deurne                     ;118;Brabantse Peel                          ;30;NB. ;nee;nee
3666;32;7;Bellingwedde               ;3;Groninger Oldambt                       ;20;Gr. ;nee;nee
3667;523;58;Dongeradeel                ;12;Friese bouwstreek                       ;21;F.  ;ja ;nee
3668;Morsche Hoef;860;Veghel                     ;112;Midden-Meijerij                         ;30;NB. ;nee;nee
3669;Mortel;1652;Gemert-Bakel               ;118;Brabantse Peel                          ;30;NB. ;ja ;nee
3670;Mortel;1670;Roggel en Neer             ;123;Midden-Limburg ten westen van de Maas   ;31;L.  ;nee;nee
3671;975;118;Hoogeveen                  ;18;Zuiddrents randgebied                   ;22;D.  ;nee;nee
3672;Mossel;286;Vorden                     ;28;Overige gemeenten westelijke Achterhoek ;25;Gld.;nee;nee
3673;Mossel;228;Ede                        ;31;Gelderse Vallei                         ;25;Gld.;nee;nee
3674;Mostheuvel;770;Eersel                     ;116;Kempenland                              ;30;NB. ;nee;nee
