ID;SectorBranchesSIC2008;Regions;Periods;OutputBasicPrices_1;IntermediateConsumption_2;GrossValueAdded_3;CompensationOfEmployees_4;GrossOperatingSurplus_5;TaxesNotProductRelated_6;SubsidiesNotProductRelated_7;TotalLabourInput_8;LabourInputOfEmployees_9
9570;C Manufacturing;Zuidwest-Gelderland (CR);2017;3544;2554;990;542;451;7;11;10.3;9.4
9571;C Manufacturing;Zuidwest-Gelderland (CR);2018;3956;2892;1064;573;494;7;10;10.6;9.7
9572;C Manufacturing;Zuidwest-Gelderland (CR);2019;4124;2990;1134;608;529;8;11;11.0;10.1
9573;C Manufacturing;Zuidwest-Gelderland (CR);2020;4147;2925;1222;653;595;9;34;11.2;10.3
9574;C Manufacturing;Zuidwest-Gelderland (CR);2021;4509;3213;1297;677;639;9;28;11.2;10.3
9575;C Manufacturing;Zuidwest-Gelderland (CR);2022;5539;4211;1328;670;661;12;16;11.2;10.2
9576;C Manufacturing;Utrecht (CR);1995;7416;5030;2386;1341;1035;24;14;40.3;38.0
9577;C Manufacturing;Utrecht (CR);1996;7742;5352;2390;1348;1036;23;17;40.0;37.5
9578;C Manufacturing;Utrecht (CR);1997;8405;5934;2471;1382;1093;19;24;40.4;37.7
9579;C Manufacturing;Utrecht (CR);1998;8619;6088;2531;1466;1076;18;29;41.1;38.3
9580;C Manufacturing;Utrecht (CR);1999;8956;6172;2784;1529;1261;23;29;40.9;38.2
9581;C Manufacturing;Utrecht (CR);2000;9709;6901;2808;1621;1193;24;30;40.7;38.0
9582;C Manufacturing;Utrecht (CR);2001;10080;7082;2998;1697;1305;29;33;41.4;38.5
9583;C Manufacturing;Utrecht (CR);2002;9453;6485;2968;1706;1271;29;37;39.5;36.8
9584;C Manufacturing;Utrecht (CR);2003;9254;6374;2880;1682;1202;24;29;37.6;34.9
9585;C Manufacturing;Utrecht (CR);2004;9253;6382;2871;1666;1212;24;31;36.2;33.3
9586;C Manufacturing;Utrecht (CR);2005;9652;6722;2930;1623;1310;26;29;35.5;32.5
9587;C Manufacturing;Utrecht (CR);2006;9870;6750;3120;1648;1478;24;29;35.6;32.6
9588;C Manufacturing;Utrecht (CR);2007;10635;7292;3343;1679;1669;24;29;35.4;32.6
9589;C Manufacturing;Utrecht (CR);2008;11055;7636;3420;1758;1666;30;35;35.7;33.2
9590;C Manufacturing;Utrecht (CR);2009;10488;7230;3258;1839;1445;37;64;35.9;33.3
9591;C Manufacturing;Utrecht (CR);2010;10673;7570;3103;1760;1353;36;45;33.7;31.2
9592;C Manufacturing;Utrecht (CR);2011;11647;8256;3391;1801;1592;39;41;33.3;30.9
9593;C Manufacturing;Utrecht (CR);2012;11382;8038;3344;1795;1543;40;33;32.4;29.9
9594;C Manufacturing;Utrecht (CR);2013;11765;8402;3363;1823;1541;30;31;32.1;29.5
9595;C Manufacturing;Utrecht (CR);2014;11963;8489;3475;1846;1624;30;26;31.6;29.0
9596;C Manufacturing;Utrecht (CR);2015;13444;9654;3790;1927;1866;29;31;33.1;30.3
9597;C Manufacturing;Utrecht (CR);2016;13919;10019;3900;2012;1899;29;40;33.6;30.9
9598;C Manufacturing;Utrecht (CR);2017;14699;10568;4131;2058;2083;30;40;34.4;31.7
9599;C Manufacturing;Utrecht (CR);2018;15661;11303;4359;2160;2203;35;39;34.9;32.3
9600;C Manufacturing;Utrecht (CR);2019;17021;12266;4755;2357;2400;39;42;37.3;34.4
9601;C Manufacturing;Utrecht (CR);2020;16392;11643;4749;2388;2433;42;114;37.1;34.1
9602;C Manufacturing;Utrecht (CR);2021;17653;12671;4982;2417;2617;45;97;36.5;33.6
9603;C Manufacturing;Utrecht (CR);2022;21264;16150;5114;2495;2622;55;59;36.9;33.8
9604;C Manufacturing;Kop van Noord-Holland (CR);1995;1142;722;420;274;145;4;2;9.8;8.6
9605;C Manufacturing;Kop van Noord-Holland (CR);1996;1185;746;439;272;165;4;3;9.5;8.4
9606;C Manufacturing;Kop van Noord-Holland (CR);1997;1301;831;470;286;185;3;4;9.7;8.6
9607;C Manufacturing;Kop van Noord-Holland (CR);1998;1433;910;523;297;227;4;5;9.9;8.7
9608;C Manufacturing;Kop van Noord-Holland (CR);1999;1577;980;597;333;264;5;5;10.7;9.5
9609;C Manufacturing;Kop van Noord-Holland (CR);2000;1705;1093;612;358;254;5;5;10.7;9.4
9610;C Manufacturing;Kop van Noord-Holland (CR);2001;2060;1312;748;400;348;7;7;11.7;10.4
9611;C Manufacturing;Kop van Noord-Holland (CR);2002;1947;1214;732;398;334;7;8;11.3;10.0
9612;C Manufacturing;Kop van Noord-Holland (CR);2003;1891;1220;671;382;289;6;6;10.7;9.5
9613;C Manufacturing;Kop van Noord-Holland (CR);2004;1916;1254;663;379;285;6;6;10.4;9.1
9614;C Manufacturing;Kop van Noord-Holland (CR);2005;2021;1312;708;379;329;6;6;10.1;8.9
9615;C Manufacturing;Kop van Noord-Holland (CR);2006;1985;1315;670;365;306;6;6;10.0;8.7
9616;C Manufacturing;Kop van Noord-Holland (CR);2007;2261;1494;767;386;381;6;6;10.1;8.8
9617;C Manufacturing;Kop van Noord-Holland (CR);2008;2278;1549;729;411;318;7;7;10.0;8.7
9618;C Manufacturing;Kop van Noord-Holland (CR);2009;2415;1647;768;455;318;10;15;9.9;8.6
9619;C Manufacturing;Kop van Noord-Holland (CR);2010;2444;1690;754;420;335;9;10;9.8;8.6
9620;C Manufacturing;Kop van Noord-Holland (CR);2011;2985;2119;865;465;401;11;11;10.4;9.2
9621;C Manufacturing;Kop van Noord-Holland (CR);2012;3166;2243;923;471;451;12;10;10.3;9.1
9622;C Manufacturing;Kop van Noord-Holland (CR);2013;3289;2377;912;512;402;8;10;10.8;9.5
9623;C Manufacturing;Kop van Noord-Holland (CR);2014;3381;2424;957;527;430;9;8;10.7;9.4
9624;C Manufacturing;Kop van Noord-Holland (CR);2015;3457;2439;1018;522;498;8;10;10.8;9.4
9625;C Manufacturing;Kop van Noord-Holland (CR);2016;3494;2429;1065;538;530;8;10;10.9;9.4
9626;C Manufacturing;Kop van Noord-Holland (CR);2017;3772;2630;1143;556;589;8;11;11.3;9.7
9627;C Manufacturing;Kop van Noord-Holland (CR);2018;3997;2775;1222;592;631;8;10;11.7;10.1
9628;C Manufacturing;Kop van Noord-Holland (CR);2019;4080;2792;1288;601;688;9;10;11.7;10.1
9629;C Manufacturing;Kop van Noord-Holland (CR);2020;4209;2872;1337;645;712;10;31;12.2;10.6
9630;C Manufacturing;Kop van Noord-Holland (CR);2021;4599;3150;1448;666;799;11;28;12.4;10.7
9631;C Manufacturing;Kop van Noord-Holland (CR);2022;5284;3721;1563;688;879;13;16;12.7;11.0
9632;C Manufacturing;Alkmaar en omgeving (CR);1995;892;575;317;185;131;3;2;7.0;6.4
9633;C Manufacturing;Alkmaar en omgeving (CR);1996;947;611;335;186;150;3;3;6.8;6.3
9634;C Manufacturing;Alkmaar en omgeving (CR);1997;959;629;330;180;151;2;3;6.6;6.0
9635;C Manufacturing;Alkmaar en omgeving (CR);1998;992;650;342;186;158;2;4;6.6;6.0
9636;C Manufacturing;Alkmaar en omgeving (CR);1999;1143;759;384;208;178;3;5;6.9;6.4
9637;C Manufacturing;Alkmaar en omgeving (CR);2000;1243;839;404;222;183;3;5;7.0;6.5
9638;C Manufacturing;Alkmaar en omgeving (CR);2001;1347;903;444;236;210;4;5;7.0;6.6
9639;C Manufacturing;Alkmaar en omgeving (CR);2002;1291;852;439;238;203;4;6;6.6;6.1
9640;C Manufacturing;Alkmaar en omgeving (CR);2003;1357;914;442;241;203;3;5;6.4;6.0
9641;C Manufacturing;Alkmaar en omgeving (CR);2004;1406;974;433;252;183;3;6;6.2;5.8
9642;C Manufacturing;Alkmaar en omgeving (CR);2005;1424;976;448;250;200;4;5;6.3;5.8
9643;C Manufacturing;Alkmaar en omgeving (CR);2006;1426;995;432;238;196;3;5;6.0;5.4
9644;C Manufacturing;Alkmaar en omgeving (CR);2007;1744;1215;529;263;268;4;6;6.4;5.9
9645;C Manufacturing;Alkmaar en omgeving (CR);2008;1751;1183;568;270;300;4;7;6.2;5.8
9646;C Manufacturing;Alkmaar en omgeving (CR);2009;1456;984;472;263;215;5;11;5.8;5.3
9647;C Manufacturing;Alkmaar en omgeving (CR);2010;1433;978;455;257;201;4;7;5.6;5.1
9648;C Manufacturing;Alkmaar en omgeving (CR);2011;1709;1190;519;274;248;5;7;5.8;5.3
9649;C Manufacturing;Alkmaar en omgeving (CR);2012;1665;1167;498;278;221;5;6;5.7;5.2
9650;C Manufacturing;Alkmaar en omgeving (CR);2013;1699;1198;501;275;228;4;5;5.6;5.1
9651;C Manufacturing;Alkmaar en omgeving (CR);2014;1708;1167;541;290;252;4;5;5.8;5.3
9652;C Manufacturing;Alkmaar en omgeving (CR);2015;1764;1231;533;292;244;3;6;5.9;5.3
9653;C Manufacturing;Alkmaar en omgeving (CR);2016;1837;1282;556;302;258;3;7;6.0;5.4
9654;C Manufacturing;Alkmaar en omgeving (CR);2017;1898;1315;583;308;278;3;7;6.0;5.4
9655;C Manufacturing;Alkmaar en omgeving (CR);2018;2092;1473;619;324;299;3;7;6.1;5.5
9656;C Manufacturing;Alkmaar en omgeving (CR);2019;2142;1502;640;337;307;3;7;6.2;5.6
9657;C Manufacturing;Alkmaar en omgeving (CR);2020;2090;1447;643;352;310;4;23;6.3;5.7
9658;C Manufacturing;Alkmaar en omgeving (CR);2021;2358;1650;708;367;355;4;18;6.4;5.8
9659;C Manufacturing;Alkmaar en omgeving (CR);2022;2720;1988;732;383;354;5;10;6.5;5.8
9660;C Manufacturing;IJmond (CR);1995;2424;938;1486;617;865;8;4;15.8;15.1
9661;C Manufacturing;IJmond (CR);1996;2355;1070;1285;603;679;7;4;15.3;14.6
9662;C Manufacturing;IJmond (CR);1997;2697;1281;1416;641;775;6;6;15.9;15.2
9663;C Manufacturing;IJmond (CR);1998;2798;1376;1422;645;779;6;8;15.6;15.0
9664;C Manufacturing;IJmond (CR);1999;2559;1442;1117;634;484;7;7;15.5;14.9
9665;C Manufacturing;IJmond (CR);2000;3064;1572;1493;683;810;7;8;15.2;14.6
9666;C Manufacturing;IJmond (CR);2001;2923;1677;1246;708;538;8;8;15.0;14.6
9667;C Manufacturing;IJmond (CR);2002;3028;1748;1280;730;550;9;10;14.3;13.9
9668;C Manufacturing;IJmond (CR);2003;3306;1837;1469;753;716;9;8;14.3;13.9
9669;C Manufacturing;IJmond (CR);2004;3966;2040;1925;789;1137;10;11;13.9;13.3
9670;C Manufacturing;IJmond (CR);2005;4477;2247;2230;824;1405;12;11;14.1;13.7
9671;C Manufacturing;IJmond (CR);2006;4572;2501;2070;842;1229;11;11;14.3;13.8
9672;C Manufacturing;IJmond (CR);2007;4919;2757;2162;927;1236;11;11;13.9;13.5
9673;C Manufacturing;IJmond (CR);2008;5246;3367;1878;968;910;14;14;14.4;14.0
9674;C Manufacturing;IJmond (CR);2009;3917;2569;1349;886;469;14;20;13.7;13.3
9675;C Manufacturing;IJmond (CR);2010;4893;3670;1223;777;448;16;17;13.1;12.7
9676;C Manufacturing;IJmond (CR);2011;5405;4201;1204;807;391;17;10;12.9;12.6
9677;C Manufacturing;IJmond (CR);2012;5235;3930;1305;822;481;11;9;13.0;12.7
9678;C Manufacturing;IJmond (CR);2013;5008;3737;1271;818;453;8;7;12.8;12.4
9679;C Manufacturing;IJmond (CR);2014;5048;3549;1499;856;643;6;5;12.7;12.4
9680;C Manufacturing;IJmond (CR);2015;4710;3388;1322;879;451;2;10;12.6;12.2
9681;C Manufacturing;IJmond (CR);2016;4724;3309;1416;859;566;-1;9;12.4;12.0
9682;C Manufacturing;IJmond (CR);2017;5658;4225;1432;927;520;-6;9;12.6;12.2
9683;C Manufacturing;IJmond (CR);2018;5814;4212;1602;944;674;-10;7;12.9;12.5
9684;C Manufacturing;IJmond (CR);2019;5679;4253;1425;1028;428;-23;7;13.3;12.9
9685;C Manufacturing;IJmond (CR);2020;4921;3723;1198;987;289;-21;56;13.0;12.6
9686;C Manufacturing;IJmond (CR);2021;7214;5406;1807;1014;841;-29;19;12.7;12.3
9687;C Manufacturing;IJmond (CR);2022;8829;6892;1938;1102;920;-75;9;13.0;12.5
9688;C Manufacturing;Agglomeratie Haarlem (CR);1995;731;293;437;173;264;2;2;5.9;5.3
9689;C Manufacturing;Agglomeratie Haarlem (CR);1996;710;288;422;173;250;2;2;5.7;5.1
9690;C Manufacturing;Agglomeratie Haarlem (CR);1997;710;295;415;180;237;1;3;5.8;5.2
9691;C Manufacturing;Agglomeratie Haarlem (CR);1998;689;266;423;187;238;1;3;5.6;5.0
9692;C Manufacturing;Agglomeratie Haarlem (CR);1999;701;254;447;198;251;2;3;5.6;5.1
9693;C Manufacturing;Agglomeratie Haarlem (CR);2000;743;294;449;202;248;2;3;5.4;4.8
9694;C Manufacturing;Agglomeratie Haarlem (CR);2001;742;289;452;187;267;2;3;4.6;4.2
9695;C Manufacturing;Agglomeratie Haarlem (CR);2002;720;312;409;181;229;2;4;4.2;3.8
9696;C Manufacturing;Agglomeratie Haarlem (CR);2003;660;282;378;181;198;2;3;3.7;3.4
9697;C Manufacturing;Agglomeratie Haarlem (CR);2004;634;284;351;174;178;1;3;3.7;3.3
9698;C Manufacturing;Agglomeratie Haarlem (CR);2005;781;434;346;179;169;2;3;3.8;3.4
9699;C Manufacturing;Agglomeratie Haarlem (CR);2006;1087;709;378;202;177;2;4;4.0;3.5
9700;C Manufacturing;Agglomeratie Haarlem (CR);2007;1069;634;435;199;237;2;4;4.2;3.8
9701;C Manufacturing;Agglomeratie Haarlem (CR);2008;1061;679;383;207;178;3;4;4.1;3.7
9702;C Manufacturing;Agglomeratie Haarlem (CR);2009;1124;704;419;226;199;3;9;4.3;3.9
9703;C Manufacturing;Agglomeratie Haarlem (CR);2010;1084;663;421;225;198;3;6;4.5;4.1
9704;C Manufacturing;Agglomeratie Haarlem (CR);2011;1179;723;456;227;231;4;5;4.3;3.9
9705;C Manufacturing;Agglomeratie Haarlem (CR);2012;1481;849;633;256;378;4;6;4.7;4.2
9706;C Manufacturing;Agglomeratie Haarlem (CR);2013;1374;836;538;255;286;3;6;4.4;4.0
9707;C Manufacturing;Agglomeratie Haarlem (CR);2014;1325;810;515;239;278;3;5;4.1;3.7
9708;C Manufacturing;Agglomeratie Haarlem (CR);2015;1483;905;578;234;348;2;6;4.1;3.6
9709;C Manufacturing;Agglomeratie Haarlem (CR);2016;1543;906;638;248;394;2;6;4.1;3.6
9710;C Manufacturing;Agglomeratie Haarlem (CR);2017;1657;971;687;241;450;2;6;4.0;3.5
9711;C Manufacturing;Agglomeratie Haarlem (CR);2018;1675;975;700;249;454;2;5;4.0;3.6
9712;C Manufacturing;Agglomeratie Haarlem (CR);2019;2012;1118;894;289;609;2;7;4.3;3.9
9713;C Manufacturing;Agglomeratie Haarlem (CR);2020;2159;1193;967;303;674;3;13;4.4;4.0
9714;C Manufacturing;Agglomeratie Haarlem (CR);2021;2355;1361;994;305;698;3;13;4.5;4.1
9715;C Manufacturing;Agglomeratie Haarlem (CR);2022;2612;1548;1064;310;759;4;8;4.4;4.0
9716;C Manufacturing;Zaanstreek (CR);1995;1193;743;451;333;116;3;2;10.3;9.8
9717;C Manufacturing;Zaanstreek (CR);1996;1270;766;504;332;171;3;2;10.1;9.6
9718;C Manufacturing;Zaanstreek (CR);1997;1420;886;534;343;191;3;3;10.1;9.6
9719;C Manufacturing;Zaanstreek (CR);1998;1537;1007;531;351;180;3;4;10.1;9.4
9720;C Manufacturing;Zaanstreek (CR);1999;1484;996;489;350;139;3;3;9.5;9.1
9721;C Manufacturing;Zaanstreek (CR);2000;1564;1066;498;371;127;3;3;9.5;9.1
9722;C Manufacturing;Zaanstreek (CR);2001;1698;1148;550;391;158;4;4;9.8;9.5
9723;C Manufacturing;Zaanstreek (CR);2002;1835;1281;554;416;138;5;5;9.7;9.4
9724;C Manufacturing;Zaanstreek (CR);2003;2108;1489;620;400;220;5;4;9.0;8.6
9725;C Manufacturing;Zaanstreek (CR);2004;1979;1363;616;391;225;4;5;8.4;8.1
9726;C Manufacturing;Zaanstreek (CR);2005;2144;1503;641;385;255;5;5;8.3;7.8
9727;C Manufacturing;Zaanstreek (CR);2006;2179;1520;659;394;265;4;4;8.7;8.2
9728;C Manufacturing;Zaanstreek (CR);2007;2397;1686;710;388;322;5;5;8.0;7.5
9729;C Manufacturing;Zaanstreek (CR);2008;2858;2034;825;471;353;7;6;9.0;8.5
9730;C Manufacturing;Zaanstreek (CR);2009;2784;2026;758;468;293;8;12;8.8;8.4
9731;C Manufacturing;Zaanstreek (CR);2010;2995;2224;771;424;348;8;9;7.7;7.2
9732;C Manufacturing;Zaanstreek (CR);2011;3232;2455;777;429;347;9;8;7.6;7.2
9733;C Manufacturing;Zaanstreek (CR);2012;3178;2420;758;420;335;9;6;7.3;6.8
9734;C Manufacturing;Zaanstreek (CR);2013;3271;2527;744;425;318;7;6;7.3;6.8
9735;C Manufacturing;Zaanstreek (CR);2014;3272;2450;822;436;384;7;5;7.2;6.7
9736;C Manufacturing;Zaanstreek (CR);2015;3510;2698;812;441;371;7;6;7.3;6.8
9737;C Manufacturing;Zaanstreek (CR);2016;3375;2548;827;438;388;6;6;7.2;6.7
9738;C Manufacturing;Zaanstreek (CR);2017;3518;2642;876;449;427;7;7;7.1;6.6
9739;C Manufacturing;Zaanstreek (CR);2018;3809;2872;937;466;470;8;6;7.1;6.7
9740;C Manufacturing;Zaanstreek (CR);2019;3726;2799;927;486;438;8;6;7.2;6.7
9741;C Manufacturing;Zaanstreek (CR);2020;3728;2803;925;498;438;8;20;7.2;6.8
9742;C Manufacturing;Zaanstreek (CR);2021;4303;3347;956;499;463;10;17;7.0;6.6
9743;C Manufacturing;Zaanstreek (CR);2022;6287;5305;982;520;459;11;8;7.1;6.6
9744;C Manufacturing;Groot-Amsterdam (CR);1995;23426;19699;3727;1534;2212;27;46;37.6;34.6
9745;C Manufacturing;Groot-Amsterdam (CR);1996;22376;18749;3627;1431;2223;22;49;35.8;32.9
9746;C Manufacturing;Groot-Amsterdam (CR);1997;22050;18437;3613;1378;2281;16;63;34.6;31.5
9747;C Manufacturing;Groot-Amsterdam (CR);1998;24052;20163;3889;1435;2518;17;81;35.2;32.0
9748;C Manufacturing;Groot-Amsterdam (CR);1999;24669;20713;3956;1471;2544;21;80;34.8;31.7
9749;C Manufacturing;Groot-Amsterdam (CR);2000;25714;21886;3829;1517;2370;21;80;34.0;30.9
9750;C Manufacturing;Groot-Amsterdam (CR);2001;23486;19874;3612;1322;2343;23;76;29.7;27.1
9751;C Manufacturing;Groot-Amsterdam (CR);2002;24396;20756;3640;1360;2350;26;96;28.5;26.2
9752;C Manufacturing;Groot-Amsterdam (CR);2003;23413;20087;3325;1301;2075;22;72;27.1;24.6
9753;C Manufacturing;Groot-Amsterdam (CR);2004;23686;20454;3233;1313;1978;21;78;26.7;24.1
9754;C Manufacturing;Groot-Amsterdam (CR);2005;23744;20575;3169;1284;1934;23;73;25.4;22.8
9755;C Manufacturing;Groot-Amsterdam (CR);2006;25148;21752;3396;1259;2190;21;74;24.9;22.5
9756;C Manufacturing;Groot-Amsterdam (CR);2007;28683;24788;3894;1368;2582;23;79;25.1;22.8
9757;C Manufacturing;Groot-Amsterdam (CR);2008;30261;26460;3801;1390;2478;28;95;24.9;22.8
9758;C Manufacturing;Groot-Amsterdam (CR);2009;27379;23683;3696;1465;2367;33;169;24.5;22.0
9759;C Manufacturing;Groot-Amsterdam (CR);2010;26899;23106;3794;1385;2493;30;114;26.4;23.7
9760;C Manufacturing;Groot-Amsterdam (CR);2011;30370;27064;3305;1409;1975;34;113;26.0;23.5
9761;C Manufacturing;Groot-Amsterdam (CR);2012;32338;28562;3776;1400;2447;32;104;25.5;22.7
9762;C Manufacturing;Groot-Amsterdam (CR);2013;32307;28511;3796;1414;2457;28;102;25.3;22.6
9763;C Manufacturing;Groot-Amsterdam (CR);2014;33263;29448;3815;1452;2431;33;101;25.2;22.3
9764;C Manufacturing;Groot-Amsterdam (CR);2015;39329;35638;3692;1512;2276;22;119;25.3;22.1
9765;C Manufacturing;Groot-Amsterdam (CR);2016;35876;32660;3217;1615;1731;23;152;26.3;23.1
9766;C Manufacturing;Groot-Amsterdam (CR);2017;35815;32037;3778;1701;2198;24;145;26.7;23.6
9767;C Manufacturing;Groot-Amsterdam (CR);2018;34298;30425;3873;1795;2180;28;130;27.4;24.4
9768;C Manufacturing;Groot-Amsterdam (CR);2019;24836;21102;3734;1877;1940;28;111;28.1;25.1
9769;C Manufacturing;Groot-Amsterdam (CR);2020;22943;19106;3837;1964;2043;27;197;28.7;25.6
9770;C Manufacturing;Groot-Amsterdam (CR);2021;17657;13697;3960;2066;1978;31;115;29.4;25.9
9771;C Manufacturing;Groot-Amsterdam (CR);2022;22072;17585;4488;2171;2341;40;65;30.4;26.8
9772;C Manufacturing;Het Gooi en Vechtstreek (CR);1995;2452;1298;1154;425;729;6;6;12.7;11.7
9773;C Manufacturing;Het Gooi en Vechtstreek (CR);1996;2560;1528;1032;433;600;6;7;12.3;11.3
9774;C Manufacturing;Het Gooi en Vechtstreek (CR);1997;2710;1539;1171;437;739;5;10;12.3;11.3
9775;C Manufacturing;Het Gooi en Vechtstreek (CR);1998;2853;1606;1247;445;809;5;12;12.7;11.7
9776;C Manufacturing;Het Gooi en Vechtstreek (CR);1999;2278;1290;988;389;603;5;9;10.0;9.2
9777;C Manufacturing;Het Gooi en Vechtstreek (CR);2000;2468;1461;1007;412;600;5;10;9.9;9.2
9778;C Manufacturing;Het Gooi en Vechtstreek (CR);2001;2677;1605;1072;432;646;6;11;9.6;9.0
9779;C Manufacturing;Het Gooi en Vechtstreek (CR);2002;2383;1476;907;434;479;6;12;9.2;8.7
9780;C Manufacturing;Het Gooi en Vechtstreek (CR);2003;2331;1501;830;404;430;5;9;7.9;7.3
9781;C Manufacturing;Het Gooi en Vechtstreek (CR);2004;2579;1655;924;383;546;5;11;7.8;7.2
9782;C Manufacturing;Het Gooi en Vechtstreek (CR);2005;2368;1601;766;363;407;5;9;7.6;7.0
9783;C Manufacturing;Het Gooi en Vechtstreek (CR);2006;2298;1475;823;345;482;4;8;7.1;6.5
9784;C Manufacturing;Het Gooi en Vechtstreek (CR);2007;2280;1426;854;362;496;4;8;6.9;6.3
9785;C Manufacturing;Het Gooi en Vechtstreek (CR);2008;2068;1357;711;341;374;4;8;6.5;5.9
9786;C Manufacturing;Het Gooi en Vechtstreek (CR);2009;1995;1235;760;355;415;6;15;6.5;6.0
9787;C Manufacturing;Het Gooi en Vechtstreek (CR);2010;2068;1365;702;343;365;5;11;6.1;5.6
9788;C Manufacturing;Het Gooi en Vechtstreek (CR);2011;2198;1510;688;326;366;5;9;5.7;5.1
9789;C Manufacturing;Het Gooi en Vechtstreek (CR);2012;2175;1478;697;335;364;5;7;5.3;4.7
9790;C Manufacturing;Het Gooi en Vechtstreek (CR);2013;1896;1323;573;310;266;4;6;5.3;4.7
9791;C Manufacturing;Het Gooi en Vechtstreek (CR);2014;2017;1387;630;327;305;4;6;5.4;4.7
9792;C Manufacturing;Het Gooi en Vechtstreek (CR);2015;2199;1509;690;339;356;4;8;5.5;4.9
9793;C Manufacturing;Het Gooi en Vechtstreek (CR);2016;2125;1396;730;339;397;3;9;5.5;4.8
9794;C Manufacturing;Het Gooi en Vechtstreek (CR);2017;2186;1454;732;326;411;3;9;5.2;4.5
9795;C Manufacturing;Het Gooi en Vechtstreek (CR);2018;2471;1711;760;333;432;3;8;5.1;4.5
9796;C Manufacturing;Het Gooi en Vechtstreek (CR);2019;2561;1774;787;352;442;2;9;5.3;4.7
9797;C Manufacturing;Het Gooi en Vechtstreek (CR);2020;2490;1731;759;354;420;2;17;5.2;4.6
9798;C Manufacturing;Het Gooi en Vechtstreek (CR);2021;3018;2212;806;357;459;3;14;5.2;4.5
9799;C Manufacturing;Het Gooi en Vechtstreek (CR);2022;3344;2545;799;373;433;3;10;5.3;4.6
9800;C Manufacturing;Agglomeratie Leiden en Bollenstreek (CR);1995;2620;1433;1187;454;727;10;5;13.6;12.7
9801;C Manufacturing;Agglomeratie Leiden en Bollenstreek (CR);1996;2796;1595;1201;474;723;10;6;13.8;12.9
9802;C Manufacturing;Agglomeratie Leiden en Bollenstreek (CR);1997;2992;1770;1222;473;749;8;8;14.2;13.2
9803;C Manufacturing;Agglomeratie Leiden en Bollenstreek (CR);1998;3091;1804;1287;500;788;8;10;14.3;13.3
9804;C Manufacturing;Agglomeratie Leiden en Bollenstreek (CR);1999;3485;2110;1374;540;833;11;10;14.6;13.6
9805;C Manufacturing;Agglomeratie Leiden en Bollenstreek (CR);2000;3775;2399;1375;580;795;11;11;14.6;13.7
9806;C Manufacturing;Agglomeratie Leiden en Bollenstreek (CR);2001;4110;2589;1522;604;916;14;12;14.7;13.8
9807;C Manufacturing;Agglomeratie Leiden en Bollenstreek (CR);2002;4035;2689;1346;631;714;15;15;14.3;13.4
9808;C Manufacturing;Agglomeratie Leiden en Bollenstreek (CR);2003;4254;2843;1411;657;753;14;12;14.2;13.3
9809;C Manufacturing;Agglomeratie Leiden en Bollenstreek (CR);2004;4225;2770;1456;662;793;13;13;13.5;12.7
9810;C Manufacturing;Agglomeratie Leiden en Bollenstreek (CR);2005;4232;2936;1297;679;615;14;12;13.2;12.3
9811;C Manufacturing;Agglomeratie Leiden en Bollenstreek (CR);2006;4655;3098;1557;665;891;13;13;13.4;12.4
9812;C Manufacturing;Agglomeratie Leiden en Bollenstreek (CR);2007;4890;3247;1643;675;967;13;12;13.1;12.3
9813;C Manufacturing;Agglomeratie Leiden en Bollenstreek (CR);2008;5080;3517;1563;720;841;17;15;12.9;12.2
9814;C Manufacturing;Agglomeratie Leiden en Bollenstreek (CR);2009;4419;3153;1266;695;576;19;25;12.0;11.2
9815;C Manufacturing;Agglomeratie Leiden en Bollenstreek (CR);2010;4601;3239;1362;689;673;19;18;12.0;11.2
9816;C Manufacturing;Agglomeratie Leiden en Bollenstreek (CR);2011;5163;3685;1477;722;752;21;17;12.0;11.2
9817;C Manufacturing;Agglomeratie Leiden en Bollenstreek (CR);2012;5375;3741;1634;744;887;20;16;12.2;11.3
9818;C Manufacturing;Agglomeratie Leiden en Bollenstreek (CR);2013;4844;3322;1522;768;757;13;15;12.4;11.4
9819;C Manufacturing;Agglomeratie Leiden en Bollenstreek (CR);2014;5124;3505;1618;798;822;13;15;12.3;11.4
9820;C Manufacturing;Agglomeratie Leiden en Bollenstreek (CR);2015;5521;3722;1799;810;997;11;19;12.4;11.5
9821;C Manufacturing;Agglomeratie Leiden en Bollenstreek (CR);2016;5534;3566;1968;836;1144;10;22;12.3;11.5
9822;C Manufacturing;Agglomeratie Leiden en Bollenstreek (CR);2017;5791;3733;2057;825;1243;11;21;12.3;11.4
9823;C Manufacturing;Agglomeratie Leiden en Bollenstreek (CR);2018;6542;4426;2116;877;1245;13;20;12.6;11.7
9824;C Manufacturing;Agglomeratie Leiden en Bollenstreek (CR);2019;6634;4526;2108;888;1225;13;18;12.5;11.6
9825;C Manufacturing;Agglomeratie Leiden en Bollenstreek (CR);2020;6618;4499;2119;923;1227;14;45;12.6;11.8
9826;C Manufacturing;Agglomeratie Leiden en Bollenstreek (CR);2021;8194;5623;2571;991;1600;19;39;13.3;12.5
9827;C Manufacturing;Agglomeratie Leiden en Bollenstreek (CR);2022;9428;6627;2801;1045;1761;22;27;13.6;12.8
9828;C Manufacturing;Agglomeratie 's-Gravenhage (CR);1995;1403;851;552;298;252;4;3;9.5;8.4
9829;C Manufacturing;Agglomeratie 's-Gravenhage (CR);1996;1292;792;500;273;225;4;3;8.9;7.8
