ID;SectorBranchesSIC2008;Margins;SeasonalAdjustment;Periods;TurnoverLast3Months_1;TurnoverNext3Months_2;SellingPricesRatesNext3Months_3;PurchaseOrdersNext3Months_4;WorkforceLast3Months_5;WorkforceNext3Months_6;InvestmentsCurrentYear_7;BusinessClimateLast3Months_8;BusinessClimateNext3Months_9;ProfitabilityLast3Months_10
9426;47 Retail trade (not in motor vehicles);Upper bound 95% confidence interval;Seasonally adjusted data;2015 October;20.2;24.9;14.3;10.3;7.3;9.6;17.7;16.9;16.8;17.0
9427;47 Retail trade (not in motor vehicles);Upper bound 95% confidence interval;Seasonally adjusted data;2015 November;43.3;31.2;9.0;15.2;;8.0;;;20.5;
9428;47 Retail trade (not in motor vehicles);Upper bound 95% confidence interval;Seasonally adjusted data;2015 December;24.9;21.6;5.5;13.8;;7.6;;;20.2;
9429;47 Retail trade (not in motor vehicles);Upper bound 95% confidence interval;Seasonally adjusted data;2016 January;26.8;20.3;5.6;17.9;13.7;7.4;13.9;15.9;12.8;11.0
9430;47 Retail trade (not in motor vehicles);Upper bound 95% confidence interval;Seasonally adjusted data;2016 February;27.4;22.3;5.5;17.2;;10.5;;;16.3;
9431;47 Retail trade (not in motor vehicles);Upper bound 95% confidence interval;Seasonally adjusted data;2016 March;23.2;21.0;5.0;13.3;;7.5;;;12.0;
9432;47 Retail trade (not in motor vehicles);Upper bound 95% confidence interval;Seasonally adjusted data;2016 April;22.3;17.2;6.7;4.5;10.9;6.6;12.6;16.2;16.5;11.8
9433;47 Retail trade (not in motor vehicles);Upper bound 95% confidence interval;Seasonally adjusted data;2016 May;23.0;19.5;5.0;10.8;;9.3;;;15.3;
9434;47 Retail trade (not in motor vehicles);Upper bound 95% confidence interval;Seasonally adjusted data;2016 June;22.0;24.9;2.9;14.5;;9.1;;;9.2;
9435;47 Retail trade (not in motor vehicles);Upper bound 95% confidence interval;Seasonally adjusted data;2016 July;10.2;30.3;5.7;21.2;9.9;4.5;12.8;11.3;10.8;12.7
9436;47 Retail trade (not in motor vehicles);Upper bound 95% confidence interval;Seasonally adjusted data;2016 August;26.2;30.2;1.9;21.7;;9.6;;;6.6;
9437;47 Retail trade (not in motor vehicles);Upper bound 95% confidence interval;Seasonally adjusted data;2016 September;27.3;13.9;4.3;12.6;;10.1;;;4.6;
9438;47 Retail trade (not in motor vehicles);Upper bound 95% confidence interval;Seasonally adjusted data;2016 October;23.3;21.2;5.5;22.5;14.4;6.5;14.2;11.1;8.9;9.1
9439;47 Retail trade (not in motor vehicles);Upper bound 95% confidence interval;Seasonally adjusted data;2016 November;27.9;23.9;11.2;20.0;;11.8;;;15.6;
9440;47 Retail trade (not in motor vehicles);Upper bound 95% confidence interval;Seasonally adjusted data;2016 December;24.7;28.8;3.4;27.9;;13.6;;;16.6;
9441;47 Retail trade (not in motor vehicles);Upper bound 95% confidence interval;Seasonally adjusted data;2017 January;35.2;21.1;2.4;16.8;13.8;10.8;17.6;22.0;20.5;18.3
9442;47 Retail trade (not in motor vehicles);Upper bound 95% confidence interval;Seasonally adjusted data;2017 February;36.4;25.6;5.6;15.9;;11.0;;;15.5;
9443;47 Retail trade (not in motor vehicles);Upper bound 95% confidence interval;Seasonally adjusted data;2017 March;32.0;24.8;4.8;14.6;;12.2;;;13.4;
9444;47 Retail trade (not in motor vehicles);Upper bound 95% confidence interval;Seasonally adjusted data;2017 April;32.0;22.4;4.3;14.4;13.9;12.6;28.6;21.0;13.8;15.8
9445;47 Retail trade (not in motor vehicles);Upper bound 95% confidence interval;Seasonally adjusted data;2017 May;25.2;33.0;8.4;21.6;;13.0;;;11.8;
9446;47 Retail trade (not in motor vehicles);Upper bound 95% confidence interval;Seasonally adjusted data;2017 June;36.1;29.4;5.8;20.9;;12.7;;;14.1;
9447;47 Retail trade (not in motor vehicles);Upper bound 95% confidence interval;Seasonally adjusted data;2017 July;27.9;29.8;6.7;20.0;17.9;13.6;21.3;13.7;13.9;13.3
9448;47 Retail trade (not in motor vehicles);Upper bound 95% confidence interval;Seasonally adjusted data;2017 August;23.1;28.7;7.3;25.0;;13.3;;;11.4;
9449;47 Retail trade (not in motor vehicles);Upper bound 95% confidence interval;Seasonally adjusted data;2017 September;24.1;27.5;6.5;22.0;;11.3;;;11.0;
9450;47 Retail trade (not in motor vehicles);Upper bound 95% confidence interval;Seasonally adjusted data;2017 October;33.0;25.2;2.3;17.8;13.6;12.0;23.0;15.9;18.7;10.2
9451;47 Retail trade (not in motor vehicles);Upper bound 95% confidence interval;Seasonally adjusted data;2017 November;26.3;18.6;1.0;20.8;;13.2;;;10.1;
9452;47 Retail trade (not in motor vehicles);Upper bound 95% confidence interval;Seasonally adjusted data;2017 December;32.1;26.2;2.4;22.9;;13.6;;;11.9;
9453;47 Retail trade (not in motor vehicles);Upper bound 95% confidence interval;Seasonally adjusted data;2018 January;24.7;34.9;4.9;24.4;23.5;16.4;22.0;18.9;12.7;12.7
9454;47 Retail trade (not in motor vehicles);Upper bound 95% confidence interval;Seasonally adjusted data;2018 February;19.8;32.6;4.3;20.1;;14.8;;;13.3;
9455;47 Retail trade (not in motor vehicles);Upper bound 95% confidence interval;Seasonally adjusted data;2018 March;29.7;24.1;1.1;19.9;;14.6;;;12.8;
9456;47 Retail trade (not in motor vehicles);Upper bound 95% confidence interval;Seasonally adjusted data;2018 April;13.5;23.7;5.1;19.9;14.1;16.4;18.5;11.5;9.3;6.7
9457;47 Retail trade (not in motor vehicles);Upper bound 95% confidence interval;Seasonally adjusted data;2018 May;21.4;20.3;6.8;16.5;;16.2;;;11.1;
9458;47 Retail trade (not in motor vehicles);Upper bound 95% confidence interval;Seasonally adjusted data;2018 June;23.5;19.0;6.1;19.7;;12.6;;;11.0;
9459;47 Retail trade (not in motor vehicles);Upper bound 95% confidence interval;Seasonally adjusted data;2018 July;14.9;22.4;6.5;15.9;19.6;16.2;20.3;13.8;8.8;5.9
9460;47 Retail trade (not in motor vehicles);Upper bound 95% confidence interval;Seasonally adjusted data;2018 August;24.7;20.7;7.2;14.3;;11.7;;;9.2;
9461;47 Retail trade (not in motor vehicles);Upper bound 95% confidence interval;Seasonally adjusted data;2018 September;26.3;25.7;6.2;13.1;;18.9;;;12.7;
9462;47 Retail trade (not in motor vehicles);Upper bound 95% confidence interval;Seasonally adjusted data;2018 October;27.4;29.5;9.1;18.1;15.4;22.7;25.3;13.5;13.6;9.3
9463;47 Retail trade (not in motor vehicles);Upper bound 95% confidence interval;Seasonally adjusted data;2018 November;20.3;26.8;12.5;18.4;;16.1;;;8.2;
9464;47 Retail trade (not in motor vehicles);Upper bound 95% confidence interval;Seasonally adjusted data;2018 December;28.5;28.3;26.5;17.7;;16.4;;;8.1;
9465;47 Retail trade (not in motor vehicles);Upper bound 95% confidence interval;Seasonally adjusted data;2019 January;18.1;35.5;32.6;19.7;12.8;12.3;12.0;4.5;3.5;2.8
9466;47 Retail trade (not in motor vehicles);Upper bound 95% confidence interval;Seasonally adjusted data;2019 February;26.9;25.6;17.7;17.8;;17.6;;;7.4;
9467;47 Retail trade (not in motor vehicles);Upper bound 95% confidence interval;Seasonally adjusted data;2019 March;25.8;29.9;12.1;19.8;;17.9;;;6.2;
9468;47 Retail trade (not in motor vehicles);Upper bound 95% confidence interval;Seasonally adjusted data;2019 April;19.1;24.9;5.3;17.9;15.0;17.4;19.9;4.9;2.8;6.4
9469;47 Retail trade (not in motor vehicles);Upper bound 95% confidence interval;Seasonally adjusted data;2019 May;36.0;13.5;5.9;13.4;;13.3;;;6.9;
9470;47 Retail trade (not in motor vehicles);Upper bound 95% confidence interval;Seasonally adjusted data;2019 June;22.9;21.5;7.3;10.7;;12.8;;;5.8;
9471;47 Retail trade (not in motor vehicles);Upper bound 95% confidence interval;Seasonally adjusted data;2019 July;25.0;20.2;8.6;14.7;14.2;13.7;17.7;8.6;6.1;7.9
9472;47 Retail trade (not in motor vehicles);Upper bound 95% confidence interval;Seasonally adjusted data;2019 August;24.2;16.0;8.2;6.9;;7.6;;;8.9;
9473;47 Retail trade (not in motor vehicles);Upper bound 95% confidence interval;Seasonally adjusted data;2019 September;20.0;18.9;7.3;16.0;;11.1;;;5.7;
9474;47 Retail trade (not in motor vehicles);Upper bound 95% confidence interval;Seasonally adjusted data;2019 October;30.1;17.2;6.2;11.1;9.7;11.7;10.0;-0.1;3.8;6.0
9475;47 Retail trade (not in motor vehicles);Upper bound 95% confidence interval;Seasonally adjusted data;2019 November;23.4;22.2;10.6;11.6;;11.8;;;6.2;
9476;47 Retail trade (not in motor vehicles);Upper bound 95% confidence interval;Seasonally adjusted data;2019 December;20.0;17.4;11.7;6.9;;13.1;;;6.8;
9477;47 Retail trade (not in motor vehicles);Upper bound 95% confidence interval;Seasonally adjusted data;2020 January;20.6;21.5;8.1;25.0;8.2;12.5;13.7;11.4;7.9;7.9
9478;47 Retail trade (not in motor vehicles);Upper bound 95% confidence interval;Seasonally adjusted data;2020 February;23.3;22.9;9.4;15.1;;19.4;;;7.4;
9479;47 Retail trade (not in motor vehicles);Upper bound 95% confidence interval;Seasonally adjusted data;2020 March;21.3;13.3;8.5;14.3;;8.5;;;-7.0;
9480;47 Retail trade (not in motor vehicles);Upper bound 95% confidence interval;Seasonally adjusted data;2020 April;28.7;-35.4;-0.8;-29.2;4.5;-10.2;-13.9;-5.8;-32.4;-8.5
9481;47 Retail trade (not in motor vehicles);Upper bound 95% confidence interval;Seasonally adjusted data;2020 May;24.3;-14.4;4.3;-9.5;;-8.6;;;-7.2;
9482;47 Retail trade (not in motor vehicles);Upper bound 95% confidence interval;Seasonally adjusted data;2020 June;11.0;27.3;7.7;15.5;;3.8;;;13.4;
9483;47 Retail trade (not in motor vehicles);Upper bound 95% confidence interval;Seasonally adjusted data;2020 July;11.1;22.3;6.3;11.4;-1.8;0.3;-6.1;9.9;8.0;-2.6
9484;47 Retail trade (not in motor vehicles);Upper bound 95% confidence interval;Seasonally adjusted data;2020 August;21.1;19.8;2.6;16.7;;6.7;;;12.2;
9485;47 Retail trade (not in motor vehicles);Upper bound 95% confidence interval;Seasonally adjusted data;2020 September;31.4;18.3;5.2;14.3;;10.7;;;3.9;
9486;47 Retail trade (not in motor vehicles);Upper bound 95% confidence interval;Seasonally adjusted data;2020 October;21.6;7.6;1.2;8.4;0.8;-0.1;3.2;14.2;-3.2;17.6
9487;47 Retail trade (not in motor vehicles);Upper bound 95% confidence interval;Seasonally adjusted data;2020 November;14.7;5.0;1.8;8.5;;7.2;;;-6.1;
9488;47 Retail trade (not in motor vehicles);Upper bound 95% confidence interval;Seasonally adjusted data;2020 December;2.3;14.7;2.3;4.7;;9.2;;;-0.1;
9489;47 Retail trade (not in motor vehicles);Upper bound 95% confidence interval;Seasonally adjusted data;2021 January;4.9;-2.0;1.6;2.1;9.0;9.7;7.2;-1.2;-5.5;-1.5
9490;47 Retail trade (not in motor vehicles);Upper bound 95% confidence interval;Seasonally adjusted data;2021 February;3.2;-4.0;1.9;-12.6;;5.7;;;-1.8;
9491;47 Retail trade (not in motor vehicles);Upper bound 95% confidence interval;Seasonally adjusted data;2021 March;2.3;5.3;2.2;4.5;;9.2;;;5.8;
9492;47 Retail trade (not in motor vehicles);Upper bound 95% confidence interval;Seasonally adjusted data;2021 April;12.1;12.0;7.1;10.9;3.3;4.4;11.3;-9.7;13.6;-13.8
9493;47 Retail trade (not in motor vehicles);Upper bound 95% confidence interval;Seasonally adjusted data;2021 May;6.7;23.0;11.0;16.8;;7.4;;;27.0;
9494;47 Retail trade (not in motor vehicles);Upper bound 95% confidence interval;Seasonally adjusted data;2021 June;13.6;45.3;15.7;33.3;;16.1;;;26.9;
9495;47 Retail trade (not in motor vehicles);Upper bound 95% confidence interval;Seasonally adjusted data;2021 July;15.7;19.6;26.9;18.4;14.2;14.9;24.2;18.2;11.3;12.1
9496;47 Retail trade (not in motor vehicles);Upper bound 95% confidence interval;Seasonally adjusted data;2021 August;0.8;20.1;17.2;16.9;;17.4;;;10.3;
9497;47 Retail trade (not in motor vehicles);Upper bound 95% confidence interval;Seasonally adjusted data;2021 September;15.8;15.2;23.7;15.2;;32.2;;;12.0;
9498;47 Retail trade (not in motor vehicles);Upper bound 95% confidence interval;Seasonally adjusted data;2021 October;13.8;15.2;37.9;24.6;16.9;18.1;15.2;10.1;10.1;11.8
9499;47 Retail trade (not in motor vehicles);Upper bound 95% confidence interval;Seasonally adjusted data;2021 November;18.2;14.4;44.2;14.6;;13.4;;;8.7;
9500;47 Retail trade (not in motor vehicles);Upper bound 95% confidence interval;Seasonally adjusted data;2021 December;26.3;17.3;39.1;16.1;;9.4;;;-0.3;
9501;47 Retail trade (not in motor vehicles);Upper bound 95% confidence interval;Seasonally adjusted data;2022 January;14.3;-4.6;37.6;15.7;14.0;5.1;6.3;9.7;-4.4;1.8
9502;47 Retail trade (not in motor vehicles);Upper bound 95% confidence interval;Seasonally adjusted data;2022 February;17.5;20.2;49.2;11.9;;13.7;;;13.0;
9503;47 Retail trade (not in motor vehicles);Upper bound 95% confidence interval;Seasonally adjusted data;2022 March;12.0;17.3;56.0;14.9;;10.5;;;-2.6;
9504;47 Retail trade (not in motor vehicles);Upper bound 95% confidence interval;Seasonally adjusted data;2022 April;7.7;25.6;63.6;27.7;6.3;16.8;9.6;-5.8;-4.4;-3.7
9505;47 Retail trade (not in motor vehicles);Upper bound 95% confidence interval;Seasonally adjusted data;2022 May;13.8;12.2;61.8;20.4;;14.6;;;-5.2;
9506;47 Retail trade (not in motor vehicles);Upper bound 95% confidence interval;Seasonally adjusted data;2022 June;15.7;9.4;43.8;6.3;;14.8;;;-7.1;
9507;47 Retail trade (not in motor vehicles);Upper bound 95% confidence interval;Seasonally adjusted data;2022 July;21.6;6.7;62.4;19.0;0.1;4.8;6.7;-10.6;-10.2;-8.9
9508;47 Retail trade (not in motor vehicles);Upper bound 95% confidence interval;Seasonally adjusted data;2022 August;33.5;13.3;60.4;19.7;;7.8;;;-10.8;
9509;47 Retail trade (not in motor vehicles);Upper bound 95% confidence interval;Seasonally adjusted data;2022 September;18.6;14.2;59.1;18.6;;4.5;;;-19.2;
9510;47 Retail trade (not in motor vehicles);Upper bound 95% confidence interval;Seasonally adjusted data;2022 October;11.8;15.1;65.6;12.6;3.4;5.5;-8.1;-18.3;-28.1;-22.9
9511;47 Retail trade (not in motor vehicles);Upper bound 95% confidence interval;Seasonally adjusted data;2022 November;23.1;18.4;57.6;18.6;;4.7;;;-15.1;
9512;47 Retail trade (not in motor vehicles);Upper bound 95% confidence interval;Seasonally adjusted data;2022 December;21.9;28.2;58.2;21.9;;2.7;;;-25.6;
9513;47 Retail trade (not in motor vehicles);Upper bound 95% confidence interval;Seasonally adjusted data;2023 January;27.0;4.6;53.8;9.7;0.3;3.3;-0.9;-20.3;-16.9;-14.8
9514;47 Retail trade (not in motor vehicles);Upper bound 95% confidence interval;Seasonally adjusted data;2023 February;17.7;16.1;48.1;26.1;;3.6;;;-2.1;
9515;47 Retail trade (not in motor vehicles);Upper bound 95% confidence interval;Seasonally adjusted data;2023 March;31.6;18.0;37.0;19.5;;3.5;;;-0.3;
9516;47 Retail trade (not in motor vehicles);Upper bound 95% confidence interval;Seasonally adjusted data;2023 April;29.0;11.6;32.8;3.7;-1.9;3.3;6.6;-4.2;-3.2;-5.0
9517;47 Retail trade (not in motor vehicles);Upper bound 95% confidence interval;Seasonally adjusted data;2023 May;25.2;16.5;34.7;9.6;;5.6;;-6.9;-1.4;
9518;47 Retail trade (not in motor vehicles);Upper bound 95% confidence interval;Seasonally adjusted data;2023 June;22.2;37.3;24.8;17.9;;3.3;;2.2;-4.4;
9519;47 Retail trade (not in motor vehicles);Upper bound 95% confidence interval;Seasonally adjusted data;2023 July;25.7;17.5;21.8;9.6;2.7;5.2;2.9;-1.0;-3.2;1.4
9520;47 Retail trade (not in motor vehicles);Upper bound 95% confidence interval;Seasonally adjusted data;2023 August;23.0;9.6;18.3;7.6;;4.4;;0.5;-3.8;
9521;47 Retail trade (not in motor vehicles);Upper bound 95% confidence interval;Seasonally adjusted data;2023 September;6.9;18.1;17.3;15.5;;1.4;;-5.8;-5.1;
9522;47 Retail trade (not in motor vehicles);Upper bound 95% confidence interval;Seasonally adjusted data;2023 October;15.2;24.9;24.2;19.6;-6.7;-1.4;35.7;-10.1;-2.0;-9.4
9523;47 Retail trade (not in motor vehicles);Upper bound 95% confidence interval;Seasonally adjusted data;2023 November;13.8;23.9;14.4;18.2;;5.4;;-7.4;1.0;
9524;47 Retail trade (not in motor vehicles);Upper bound 95% confidence interval;Seasonally adjusted data;2023 December;22.8;-4.0;16.0;-15.0;;4.0;;-7.2;-2.3;
9525;47 Retail trade (not in motor vehicles);Upper bound 95% confidence interval;Seasonally adjusted data;2024 January;22.7;0.1;12.3;3.5;3.2;6.8;15.0;-4.4;1.4;-4.5
9526;47 Retail trade (not in motor vehicles);Upper bound 95% confidence interval;Seasonally adjusted data;2024 February;27.8;18.4;9.7;6.2;;7.6;;-0.8;1.4;
9527;47 Retail trade (not in motor vehicles);Upper bound 95% confidence interval;Seasonally adjusted data;2024 March;6.5;6.6;9.4;6.7;;6.8;;-1.3;-4.2;
9528;47 Retail trade (not in motor vehicles);Upper bound 95% confidence interval;Seasonally adjusted data;2024 April;17.0;7.6;9.5;6.2;2.2;0.9;-1.3;-7.2;0.1;-14.0
9529;47 Retail trade (not in motor vehicles);Upper bound 95% confidence interval;Seasonally adjusted data;2024 May;1.9;4.8;9.3;0.9;;-1.9;;-2.0;-3.6;
9530;47 Retail trade (not in motor vehicles);Upper bound 95% confidence interval;Seasonally adjusted data;2024 June;3.1;6.9;10.2;-1.3;;0.0;;-4.1;-1.7;
9531;47 Retail trade (not in motor vehicles);Upper bound 95% confidence interval;Seasonally adjusted data;2024 July;14.1;-0.5;12.3;-8.3;-2.2;-1.2;5.8;-6.3;-4.4;-0.1
9532;47 Retail trade (not in motor vehicles);Upper bound 95% confidence interval;Seasonally adjusted data;2024 August;10.8;-5.2;12.0;-5.5;;2.5;;-7.2;-5.2;
9533;47 Retail trade (not in motor vehicles);Upper bound 95% confidence interval;Seasonally adjusted data;2024 September;-12.3;13.0;9.7;13.2;;2.7;;-6.1;-2.3;
9534;47 Retail trade (not in motor vehicles);Upper bound 95% confidence interval;Seasonally adjusted data;2024 October;-2.9;16.8;10.6;17.7;-0.6;-1.7;7.9;-5.4;3.3;-1.0
9535;47 Retail trade (not in motor vehicles);Upper bound 95% confidence interval;Seasonally adjusted data;2024 November;12.6;18.0;8.8;20.0;;-2.7;;-5.8;-1.6;
9536;47 Retail trade (not in motor vehicles);Upper bound 95% confidence interval;Seasonally adjusted data;2024 December;7.0;27.8;9.0;20.2;;5.7;;-4.3;4.2;
9537;47 Retail trade (not in motor vehicles);Upper bound 95% confidence interval;Seasonally adjusted data;2025 January;23.0;4.4;19.6;7.5;-7.7;4.0;3.5;-6.2;-1.7;4.0
9538;47 Retail trade (not in motor vehicles);Upper bound 95% confidence interval;Seasonally adjusted data;2025 February;26.7;10.4;19.7;10.9;;12.4;;-4.4;-1.2;
9539;47 Retail trade (not in motor vehicles);Upper bound 95% confidence interval;Seasonally adjusted data;2025 March;24.2;20.2;10.7;21.8;;2.6;;-2.9;-3.4;
9540;H-S Sevices;Value;Original, unadjusted data;2012 January;1.4;-7.7;21.6;-9.3;-13.4;-8.8;-10.5;-26.1;-21.7;-10.2
9541;H-S Sevices;Value;Original, unadjusted data;2012 February;-2.3;-2.1;9.3;-6.5;-14.8;-7.0;;-24.5;-14.8;
9542;H-S Sevices;Value;Original, unadjusted data;2012 March;-15.8;8.9;2.9;-1.5;-15.1;-4.5;;-25.6;-10.3;
9543;H-S Sevices;Value;Original, unadjusted data;2012 April;-10.6;10.9;2.6;0.6;-16.4;-5.4;-9.0;-24.9;-5.9;-15.8
9544;H-S Sevices;Value;Original, unadjusted data;2012 May;-6.8;8.9;1.8;-5.3;-14.5;-8.7;;-20.6;-14.8;
9545;H-S Sevices;Value;Original, unadjusted data;2012 June;-2.9;-2.4;-0.3;-9.8;-15.1;-12.3;;-24.4;-16.5;
9546;H-S Sevices;Value;Original, unadjusted data;2012 July;8.9;-3.7;0.9;-6.7;-13.4;-16.5;-10.3;-21.4;-17.7;-19.5
9547;H-S Sevices;Value;Original, unadjusted data;2012 August;5.5;-1.2;0.8;-10.3;-14.0;-17.9;;-17.1;-13.9;
