ID;CommodityFlows;OriginDestinationLoadingUnloading;ContinentsAndCountryGroups;CommodityGroups;TransportModes;Containerization;Periods;Estimate_1;LowerBound95ConfidenceInterval_2;UpperBound95ConfidenceInterval_3;ConfidenceInterval_4;ShareInCommodityFlow_5;GrowthIndication_6;Estimate_7;LowerBound95ConfidenceInterval_8;UpperBound95ConfidenceInterval_9;ConfidenceInterval_10;ShareInCommodityFlow_11;GrowthIndication_12
8847;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Air transport;Containerized goods;2014;;;;;;;;;;;;
8848;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Air transport;Containerized goods;2015;;;;;;;;;;;;
8849;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Air transport;Containerized goods;2016;;;;;;;;;;;;
8850;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Air transport;Containerized goods;2017;;;;;;;;;;;;
8851;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Air transport;Containerized goods;2018;;;;;;;;;;;;
8852;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Air transport;Containerized goods;2019;;;;;;;;;;;;
8853;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Air transport;Containerized goods;2020;;;;;;;;;;;;
8854;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Air transport;Containerized goods;2021;;;;;;;;;;;;
8855;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Air transport;Containerized goods;2022;;;;;;;;;;;;
8856;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Air transport;Containerized goods;2023;;;;;;;;;;;;
8857;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Air transport;Non-containerized goods;2007;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
8858;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Air transport;Non-containerized goods;2008;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
8859;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Air transport;Non-containerized goods;2009;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
8860;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Air transport;Non-containerized goods;2010;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
8861;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Air transport;Non-containerized goods;2011;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
8862;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Air transport;Non-containerized goods;2012;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
8863;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Air transport;Non-containerized goods;2013;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
8864;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Air transport;Non-containerized goods;2014;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
8865;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Air transport;Non-containerized goods;2015;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
8866;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Air transport;Non-containerized goods;2016;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
8867;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Air transport;Non-containerized goods;2017;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
8868;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Air transport;Non-containerized goods;2018;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
8869;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Air transport;Non-containerized goods;2019;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
8870;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Air transport;Non-containerized goods;2020;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
8871;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Air transport;Non-containerized goods;2021;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
8872;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Air transport;Non-containerized goods;2022;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
8873;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Air transport;Non-containerized goods;2023;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
8874;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Pipeline transport;Total;2007;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
8875;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Pipeline transport;Total;2008;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
8876;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Pipeline transport;Total;2009;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
8877;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Pipeline transport;Total;2010;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
8878;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Pipeline transport;Total;2011;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
8879;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Pipeline transport;Total;2012;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
8880;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Pipeline transport;Total;2013;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
8881;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Pipeline transport;Total;2014;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
8882;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Pipeline transport;Total;2015;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
8883;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Pipeline transport;Total;2016;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
8884;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Pipeline transport;Total;2017;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
8885;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Pipeline transport;Total;2018;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
8886;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Pipeline transport;Total;2019;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
8887;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Pipeline transport;Total;2020;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
8888;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Pipeline transport;Total;2021;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
8889;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Pipeline transport;Total;2022;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
8890;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Pipeline transport;Total;2023;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
8891;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Pipeline transport;Containerized goods;2007;;;;;;;;;;;;
8892;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Pipeline transport;Containerized goods;2008;;;;;;;;;;;;
8893;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Pipeline transport;Containerized goods;2009;;;;;;;;;;;;
8894;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Pipeline transport;Containerized goods;2010;;;;;;;;;;;;
8895;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Pipeline transport;Containerized goods;2011;;;;;;;;;;;;
8896;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Pipeline transport;Containerized goods;2012;;;;;;;;;;;;
8897;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Pipeline transport;Containerized goods;2013;;;;;;;;;;;;
8898;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Pipeline transport;Containerized goods;2014;;;;;;;;;;;;
8899;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Pipeline transport;Containerized goods;2015;;;;;;;;;;;;
8900;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Pipeline transport;Containerized goods;2016;;;;;;;;;;;;
8901;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Pipeline transport;Containerized goods;2017;;;;;;;;;;;;
8902;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Pipeline transport;Containerized goods;2018;;;;;;;;;;;;
8903;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Pipeline transport;Containerized goods;2019;;;;;;;;;;;;
8904;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Pipeline transport;Containerized goods;2020;;;;;;;;;;;;
8905;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Pipeline transport;Containerized goods;2021;;;;;;;;;;;;
8906;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Pipeline transport;Containerized goods;2022;;;;;;;;;;;;
8907;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Pipeline transport;Containerized goods;2023;;;;;;;;;;;;
8908;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Pipeline transport;Non-containerized goods;2007;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
8909;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Pipeline transport;Non-containerized goods;2008;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
8910;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Pipeline transport;Non-containerized goods;2009;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
8911;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Pipeline transport;Non-containerized goods;2010;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
8912;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Pipeline transport;Non-containerized goods;2011;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
8913;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Pipeline transport;Non-containerized goods;2012;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
8914;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Pipeline transport;Non-containerized goods;2013;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
8915;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Pipeline transport;Non-containerized goods;2014;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
8916;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Pipeline transport;Non-containerized goods;2015;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
8917;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Pipeline transport;Non-containerized goods;2016;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
8918;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Pipeline transport;Non-containerized goods;2017;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
8919;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Pipeline transport;Non-containerized goods;2018;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
8920;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Pipeline transport;Non-containerized goods;2019;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
8921;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Pipeline transport;Non-containerized goods;2020;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
8922;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Pipeline transport;Non-containerized goods;2021;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
8923;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Pipeline transport;Non-containerized goods;2022;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
8924;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);03 Coal and lignite;Pipeline transport;Non-containerized goods;2023;0.0;0.0;0.0;;0.0;;0.0;0.0;0.0;;0.0;
8925;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);04 Coke oven products;Total;Total;2007;118780.0;112439.0;125121.0;5.0;0.0;;489693.0;448872.0;530513.0;8.0;0.0;
8926;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);04 Coke oven products;Total;Total;2008;147385.0;134725.0;160045.0;9.0;0.0;5.0;450149.0;421189.0;479109.0;6.0;0.0;2.0
8927;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);04 Coke oven products;Total;Total;2009;80444.0;77179.0;83709.0;4.0;0.0;1.0;392729.0;383109.0;402348.0;2.0;0.0;1.0
8928;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);04 Coke oven products;Total;Total;2010;159032.0;145105.0;172959.0;9.0;0.0;5.0;791866.0;739475.0;844258.0;7.0;0.0;5.0
8929;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);04 Coke oven products;Total;Total;2011;153180.0;143278.0;163082.0;6.0;0.0;9.0;849095.0;795893.0;902296.0;6.0;0.0;4.0
8930;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);04 Coke oven products;Total;Total;2012;346851.0;332975.0;360727.0;4.0;0.0;5.0;2114852.0;1931407.0;2298297.0;9.0;0.0;5.0
8931;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);04 Coke oven products;Total;Total;2013;362608.0;341527.0;383689.0;6.0;0.0;9.0;2153380.0;1919828.0;2386933.0;11.0;0.0;9.0
8932;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);04 Coke oven products;Total;Total;2014;463585.0;433101.0;494070.0;7.0;0.0;5.0;2557824.0;2345518.0;2770131.0;8.0;0.0;5.0
8933;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);04 Coke oven products;Total;Total;2015;613986.0;574628.0;653344.0;6.0;0.0;5.0;3018919.0;2750935.0;3286903.0;9.0;0.0;5.0
8934;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);04 Coke oven products;Total;Total;2016;780239.0;712079.0;848398.0;9.0;0.0;5.0;3953113.0;3540500.0;4365726.0;10.0;1.0;5.0
8935;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);04 Coke oven products;Total;Total;2017;657097.0;576352.0;737843.0;12.0;0.0;1.0;2802240.0;2560066.0;3044413.0;9.0;0.0;1.0
8936;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);04 Coke oven products;Total;Total;2018;576222.0;345598.0;806846.0;40.0;0.0;9.0;1928070.0;1792737.0;2063403.0;7.0;0.0;1.0
8937;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);04 Coke oven products;Total;Total;2019;574194.0;550908.0;597480.0;4.0;0.0;9.0;2019030.0;1906621.0;2131440.0;6.0;0.0;9.0
8938;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);04 Coke oven products;Total;Total;2020;419487.0;402724.0;436251.0;4.0;0.0;1.0;1413489.0;1315681.0;1511297.0;7.0;0.0;1.0
8939;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);04 Coke oven products;Total;Total;2021;408709.0;337508.0;479911.0;17.0;0.0;9.0;945592.0;811641.0;1079543.0;14.0;0.0;1.0
8940;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);04 Coke oven products;Total;Total;2022;575881.0;462582.0;689179.0;20.0;0.0;5.0;1249325.0;1043278.0;1455372.0;16.0;0.0;5.0
8941;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);04 Coke oven products;Total;Total;2023;291950.0;242112.0;341788.0;17.0;0.0;1.0;1034406.0;832378.0;1236435.0;20.0;0.0;1.0
8942;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);04 Coke oven products;Total;Containerized goods;2007;637.0;570.0;704.0;11.0;0.0;;3576.0;3375.0;3776.0;6.0;0.0;
8943;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);04 Coke oven products;Total;Containerized goods;2008;1341.0;1014.0;1668.0;24.0;0.0;5.0;3701.0;3204.0;4199.0;13.0;0.0;9.0
8944;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);04 Coke oven products;Total;Containerized goods;2009;531.0;488.0;574.0;8.0;0.0;1.0;4451.0;3913.0;4988.0;12.0;0.0;5.0
8945;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);04 Coke oven products;Total;Containerized goods;2010;1003.0;933.0;1074.0;7.0;0.0;5.0;5504.0;5208.0;5800.0;5.0;0.0;5.0
8946;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);04 Coke oven products;Total;Containerized goods;2011;1066.0;973.0;1158.0;9.0;0.0;9.0;6714.0;5820.0;7609.0;13.0;0.0;5.0
8947;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);04 Coke oven products;Total;Containerized goods;2012;2224.0;2033.0;2415.0;9.0;0.0;5.0;127774.0;83469.0;172079.0;35.0;0.0;5.0
8948;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);04 Coke oven products;Total;Containerized goods;2013;10024.0;8150.0;11899.0;19.0;0.0;5.0;153821.0;108375.0;199268.0;30.0;0.0;9.0
8949;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);04 Coke oven products;Total;Containerized goods;2014;10781.0;8857.0;12705.0;18.0;0.0;9.0;160243.0;115134.0;205351.0;28.0;0.0;9.0
8950;"Inbound transport; total";Origin or destination;Europe (excl. the Netherlands);04 Coke oven products;Total;Containerized goods;2015;13062.0;10627.0;15497.0;19.0;0.0;5.0;212900.0;153049.0;272750.0;28.0;0.0;9.0
