ID;SIC2008;Regions;Periods;InvestmentsInTangibleFixedAssets_1;Land_2;CorporateBuildings_3;NetworkInfrastructure_4;MeansOfTransport_5;ComputerHardwarePeripheralEquipment_6;MachineryAndInstallations_7;OtherTangibleFixedAssets_8
9377;12 Manufacture of tobacco products;Limburg (PV);2011;;;;;;;;
9378;12 Manufacture of tobacco products;Limburg (PV);2012;;;;;;;;
9379;12 Manufacture of tobacco products;Limburg (PV);2013;;;;;;;;
9380;12 Manufacture of tobacco products;Limburg (PV);2014;;;;;;;;
9381;12 Manufacture of tobacco products;Limburg (PV);2015;;;;;;;;
9382;12 Manufacture of tobacco products;Limburg (PV);2016;;;;;;;;
9383;12 Manufacture of tobacco products;Limburg (PV);2017;;;;;;;;
9384;12 Manufacture of tobacco products;Limburg (PV);2018;;;;;;;;
9385;12 Manufacture of tobacco products;Limburg (PV);2019;;;;;;;;
9386;12 Manufacture of tobacco products;Limburg (PV);2020;;;;;;;;
9387;12 Manufacture of tobacco products;Limburg (PV);2021;;;;;;;;
9388;12 Manufacture of tobacco products;Limburg (PV);2022;;;;;;;;
9389;12 Manufacture of tobacco products;Limburg (PV);2023;;;;;;;;
9390;12 Manufacture of tobacco products;Unclassifiable (PV);2009;;;;;;;;
9391;12 Manufacture of tobacco products;Unclassifiable (PV);2010;;;;;;;;
9392;12 Manufacture of tobacco products;Unclassifiable (PV);2011;;;;;;;;
9393;12 Manufacture of tobacco products;Unclassifiable (PV);2012;;;;;;;;
9394;12 Manufacture of tobacco products;Unclassifiable (PV);2013;;;;;;;;
9395;12 Manufacture of tobacco products;Unclassifiable (PV);2014;;;;;;;;
9396;12 Manufacture of tobacco products;Unclassifiable (PV);2015;;;;;;;;
9397;12 Manufacture of tobacco products;Unclassifiable (PV);2016;;;;;;;;
9398;12 Manufacture of tobacco products;Unclassifiable (PV);2017;;;;;;;;
9399;12 Manufacture of tobacco products;Unclassifiable (PV);2018;;;;;;;;
9400;12 Manufacture of tobacco products;Unclassifiable (PV);2019;;;;;;;;
9401;12 Manufacture of tobacco products;Unclassifiable (PV);2020;;;;;;;;
9402;12 Manufacture of tobacco products;Unclassifiable (PV);2021;;;;;;;;
9403;12 Manufacture of tobacco products;Unclassifiable (PV);2022;;;;;;;;
9404;12 Manufacture of tobacco products;Unclassifiable (PV);2023;;;;;;;;
9405;120 Manufacture of tobacco products;The Netherlands;2009;43.54;0.0;1.33;0.0;0.24;1.93;34.93;5.12
9406;120 Manufacture of tobacco products;The Netherlands;2010;69.62;0.0;10.51;0.24;0.13;3.05;54.3;1.4
9407;120 Manufacture of tobacco products;The Netherlands;2011;70.17;0.7;15.38;0.0;0.25;5.03;48.41;0.41
9408;120 Manufacture of tobacco products;The Netherlands;2012;50.82;0.0;7.03;0.0;0.46;0.78;42.04;0.5
9409;120 Manufacture of tobacco products;The Netherlands;2013;66.58;0.42;3.44;0.0;0.32;2.4;59.6;0.4
9410;120 Manufacture of tobacco products;The Netherlands;2014;;;;;;;;
9411;120 Manufacture of tobacco products;The Netherlands;2015;11.34;0.0;0.27;0.01;0.01;1.33;9.25;0.47
9412;120 Manufacture of tobacco products;The Netherlands;2016;40.7;0.0;0.48;0.23;0.0;1.95;36.55;1.49
9413;120 Manufacture of tobacco products;The Netherlands;2017;17.55;0.0;0.12;0.02;0.07;0.35;16.59;0.39
9414;120 Manufacture of tobacco products;The Netherlands;2018;22.88;0.33;1.56;0.0;0.03;0.54;20.29;0.13
9415;120 Manufacture of tobacco products;The Netherlands;2019;;;;;;;;
9416;120 Manufacture of tobacco products;The Netherlands;2020;;;;;;;;
9417;120 Manufacture of tobacco products;The Netherlands;2021;;;;;;;;
9418;120 Manufacture of tobacco products;The Netherlands;2022;;;;;;;;
9419;120 Manufacture of tobacco products;The Netherlands;2023;;;;;;;;
9420;120 Manufacture of tobacco products;Noord-Nederland (LD);2009;;;;;;;;
9421;120 Manufacture of tobacco products;Noord-Nederland (LD);2010;;;;;;;;
9422;120 Manufacture of tobacco products;Noord-Nederland (LD);2011;;;;;;;;
9423;120 Manufacture of tobacco products;Noord-Nederland (LD);2012;;;;;;;;
9424;120 Manufacture of tobacco products;Noord-Nederland (LD);2013;;;;;;;;
9425;120 Manufacture of tobacco products;Noord-Nederland (LD);2014;;;;;;;;
9426;120 Manufacture of tobacco products;Noord-Nederland (LD);2015;;;;;;;;
9427;120 Manufacture of tobacco products;Noord-Nederland (LD);2016;;;;;;;;
9428;120 Manufacture of tobacco products;Noord-Nederland (LD);2017;;;;;;;;
9429;120 Manufacture of tobacco products;Noord-Nederland (LD);2018;;;;;;;;
9430;120 Manufacture of tobacco products;Noord-Nederland (LD);2019;;;;;;;;
9431;120 Manufacture of tobacco products;Noord-Nederland (LD);2020;;;;;;;;
9432;120 Manufacture of tobacco products;Noord-Nederland (LD);2021;;;;;;;;
9433;120 Manufacture of tobacco products;Noord-Nederland (LD);2022;;;;;;;;
9434;120 Manufacture of tobacco products;Noord-Nederland (LD);2023;;;;;;;;
9435;120 Manufacture of tobacco products;Oost-Nederland (LD);2009;;;;;;;;
9436;120 Manufacture of tobacco products;Oost-Nederland (LD);2010;;;;;;;;
9437;120 Manufacture of tobacco products;Oost-Nederland (LD);2011;;;;;;;;
9438;120 Manufacture of tobacco products;Oost-Nederland (LD);2012;;;;;;;;
9439;120 Manufacture of tobacco products;Oost-Nederland (LD);2013;;;;;;;;
9440;120 Manufacture of tobacco products;Oost-Nederland (LD);2014;;;;;;;;
9441;120 Manufacture of tobacco products;Oost-Nederland (LD);2015;;;;;;;;
9442;120 Manufacture of tobacco products;Oost-Nederland (LD);2016;;;;;;;;
9443;120 Manufacture of tobacco products;Oost-Nederland (LD);2017;;;;;;;;
9444;120 Manufacture of tobacco products;Oost-Nederland (LD);2018;;;;;;;;
9445;120 Manufacture of tobacco products;Oost-Nederland (LD);2019;;;;;;;;
9446;120 Manufacture of tobacco products;Oost-Nederland (LD);2020;;;;;;;;
9447;120 Manufacture of tobacco products;Oost-Nederland (LD);2021;;;;;;;;
9448;120 Manufacture of tobacco products;Oost-Nederland (LD);2022;;;;;;;;
9449;120 Manufacture of tobacco products;Oost-Nederland (LD);2023;;;;;;;;
9450;120 Manufacture of tobacco products;West-Nederland (LD);2009;;;;;;;;
9451;120 Manufacture of tobacco products;West-Nederland (LD);2010;;;;;;;;
9452;120 Manufacture of tobacco products;West-Nederland (LD);2011;;;;;;;;
9453;120 Manufacture of tobacco products;West-Nederland (LD);2012;;;;;;;;
9454;120 Manufacture of tobacco products;West-Nederland (LD);2013;;;;;;;;
9455;120 Manufacture of tobacco products;West-Nederland (LD);2014;;;;;;;;
9456;120 Manufacture of tobacco products;West-Nederland (LD);2015;;;;;;;;
9457;120 Manufacture of tobacco products;West-Nederland (LD);2016;;;;;;;;
9458;120 Manufacture of tobacco products;West-Nederland (LD);2017;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
9459;120 Manufacture of tobacco products;West-Nederland (LD);2018;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
9460;120 Manufacture of tobacco products;West-Nederland (LD);2019;;;;;;;;
9461;120 Manufacture of tobacco products;West-Nederland (LD);2020;;;;;;;;
9462;120 Manufacture of tobacco products;West-Nederland (LD);2021;;;;;;;;
9463;120 Manufacture of tobacco products;West-Nederland (LD);2022;;;;;;;;
9464;120 Manufacture of tobacco products;West-Nederland (LD);2023;;;;;;;;
9465;120 Manufacture of tobacco products;Zuid-Nederland (LD);2009;;;;;;;;
9466;120 Manufacture of tobacco products;Zuid-Nederland (LD);2010;;;;;;;;
9467;120 Manufacture of tobacco products;Zuid-Nederland (LD);2011;;;;;;;;
9468;120 Manufacture of tobacco products;Zuid-Nederland (LD);2012;37.42;0.0;6.8;;0.46;0.63;29.06;0.46
9469;120 Manufacture of tobacco products;Zuid-Nederland (LD);2013;;;;;;;;
9470;120 Manufacture of tobacco products;Zuid-Nederland (LD);2014;5.67;0.0;0.41;0.0;0.0;0.46;4.17;0.64
9471;120 Manufacture of tobacco products;Zuid-Nederland (LD);2015;;;;;;;;
9472;120 Manufacture of tobacco products;Zuid-Nederland (LD);2016;;;;;;;;
9473;120 Manufacture of tobacco products;Zuid-Nederland (LD);2017;;;;;;;;
9474;120 Manufacture of tobacco products;Zuid-Nederland (LD);2018;;;;;;;;
9475;120 Manufacture of tobacco products;Zuid-Nederland (LD);2019;;;;;;;;
9476;120 Manufacture of tobacco products;Zuid-Nederland (LD);2020;;;;;;;;
9477;120 Manufacture of tobacco products;Zuid-Nederland (LD);2021;;;;;;;;
9478;120 Manufacture of tobacco products;Zuid-Nederland (LD);2022;;;;;;;;
9479;120 Manufacture of tobacco products;Zuid-Nederland (LD);2023;;;;;;;;
9480;120 Manufacture of tobacco products;Unclassifiable (LD);2009;;;;;;;;
9481;120 Manufacture of tobacco products;Unclassifiable (LD);2010;;;;;;;;
9482;120 Manufacture of tobacco products;Unclassifiable (LD);2011;;;;;;;;
9483;120 Manufacture of tobacco products;Unclassifiable (LD);2012;;;;;;;;
9484;120 Manufacture of tobacco products;Unclassifiable (LD);2013;;;;;;;;
9485;120 Manufacture of tobacco products;Unclassifiable (LD);2014;;;;;;;;
9486;120 Manufacture of tobacco products;Unclassifiable (LD);2015;;;;;;;;
9487;120 Manufacture of tobacco products;Unclassifiable (LD);2016;;;;;;;;
9488;120 Manufacture of tobacco products;Unclassifiable (LD);2017;;;;;;;;
9489;120 Manufacture of tobacco products;Unclassifiable (LD);2018;;;;;;;;
9490;120 Manufacture of tobacco products;Unclassifiable (LD);2019;;;;;;;;
9491;120 Manufacture of tobacco products;Unclassifiable (LD);2020;;;;;;;;
9492;120 Manufacture of tobacco products;Unclassifiable (LD);2021;;;;;;;;
9493;120 Manufacture of tobacco products;Unclassifiable (LD);2022;;;;;;;;
9494;120 Manufacture of tobacco products;Unclassifiable (LD);2023;;;;;;;;
9495;120 Manufacture of tobacco products;Groningen (PV);2009;;;;;;;;
9496;120 Manufacture of tobacco products;Groningen (PV);2010;;;;;;;;
9497;120 Manufacture of tobacco products;Groningen (PV);2011;;;;;;;;
9498;120 Manufacture of tobacco products;Groningen (PV);2012;;;;;;;;
9499;120 Manufacture of tobacco products;Groningen (PV);2013;;;;;;;;
9500;120 Manufacture of tobacco products;Groningen (PV);2014;;;;;;;;
9501;120 Manufacture of tobacco products;Groningen (PV);2015;;;;;;;;
9502;120 Manufacture of tobacco products;Groningen (PV);2016;;;;;;;;
9503;120 Manufacture of tobacco products;Groningen (PV);2017;;;;;;;;
9504;120 Manufacture of tobacco products;Groningen (PV);2018;;;;;;;;
9505;120 Manufacture of tobacco products;Groningen (PV);2019;;;;;;;;
9506;120 Manufacture of tobacco products;Groningen (PV);2020;;;;;;;;
9507;120 Manufacture of tobacco products;Groningen (PV);2021;;;;;;;;
9508;120 Manufacture of tobacco products;Groningen (PV);2022;;;;;;;;
9509;120 Manufacture of tobacco products;Groningen (PV);2023;;;;;;;;
9510;120 Manufacture of tobacco products;Fryslân (PV);2009;;;;;;;;
9511;120 Manufacture of tobacco products;Fryslân (PV);2010;;;;;;;;
9512;120 Manufacture of tobacco products;Fryslân (PV);2011;;;;;;;;
9513;120 Manufacture of tobacco products;Fryslân (PV);2012;;;;;;;;
9514;120 Manufacture of tobacco products;Fryslân (PV);2013;;;;;;;;
9515;120 Manufacture of tobacco products;Fryslân (PV);2014;;;;;;;;
9516;120 Manufacture of tobacco products;Fryslân (PV);2015;;;;;;;;
9517;120 Manufacture of tobacco products;Fryslân (PV);2016;;;;;;;;
9518;120 Manufacture of tobacco products;Fryslân (PV);2017;;;;;;;;
9519;120 Manufacture of tobacco products;Fryslân (PV);2018;;;;;;;;
9520;120 Manufacture of tobacco products;Fryslân (PV);2019;;;;;;;;
9521;120 Manufacture of tobacco products;Fryslân (PV);2020;;;;;;;;
9522;120 Manufacture of tobacco products;Fryslân (PV);2021;;;;;;;;
9523;120 Manufacture of tobacco products;Fryslân (PV);2022;;;;;;;;
9524;120 Manufacture of tobacco products;Fryslân (PV);2023;;;;;;;;
9525;120 Manufacture of tobacco products;Drenthe (PV);2009;;;;;;;;
9526;120 Manufacture of tobacco products;Drenthe (PV);2010;;;;;;;;
9527;120 Manufacture of tobacco products;Drenthe (PV);2011;;;;;;;;
9528;120 Manufacture of tobacco products;Drenthe (PV);2012;;;;;;;;
9529;120 Manufacture of tobacco products;Drenthe (PV);2013;;;;;;;;
9530;120 Manufacture of tobacco products;Drenthe (PV);2014;;;;;;;;
9531;120 Manufacture of tobacco products;Drenthe (PV);2015;;;;;;;;
9532;120 Manufacture of tobacco products;Drenthe (PV);2016;;;;;;;;
9533;120 Manufacture of tobacco products;Drenthe (PV);2017;;;;;;;;
9534;120 Manufacture of tobacco products;Drenthe (PV);2018;;;;;;;;
9535;120 Manufacture of tobacco products;Drenthe (PV);2019;;;;;;;;
9536;120 Manufacture of tobacco products;Drenthe (PV);2020;;;;;;;;
9537;120 Manufacture of tobacco products;Drenthe (PV);2021;;;;;;;;
9538;120 Manufacture of tobacco products;Drenthe (PV);2022;;;;;;;;
9539;120 Manufacture of tobacco products;Drenthe (PV);2023;;;;;;;;
9540;120 Manufacture of tobacco products;Overijssel (PV);2009;;;;;;;;
9541;120 Manufacture of tobacco products;Overijssel (PV);2010;;;;;;;;
9542;120 Manufacture of tobacco products;Overijssel (PV);2011;;;;;;;;
9543;120 Manufacture of tobacco products;Overijssel (PV);2012;;;;;;;;
9544;120 Manufacture of tobacco products;Overijssel (PV);2013;;;;;;;;
9545;120 Manufacture of tobacco products;Overijssel (PV);2014;;;;;;;;
9546;120 Manufacture of tobacco products;Overijssel (PV);2015;;;;;;;;
9547;120 Manufacture of tobacco products;Overijssel (PV);2016;;;;;;;;
9548;120 Manufacture of tobacco products;Overijssel (PV);2017;;;;;;;;
9549;120 Manufacture of tobacco products;Overijssel (PV);2018;;;;;;;;
9550;120 Manufacture of tobacco products;Overijssel (PV);2019;;;;;;;;
9551;120 Manufacture of tobacco products;Overijssel (PV);2020;;;;;;;;
9552;120 Manufacture of tobacco products;Overijssel (PV);2021;;;;;;;;
9553;120 Manufacture of tobacco products;Overijssel (PV);2022;;;;;;;;
9554;120 Manufacture of tobacco products;Overijssel (PV);2023;;;;;;;;
9555;120 Manufacture of tobacco products;Flevoland (PV);2009;;;;;;;;
9556;120 Manufacture of tobacco products;Flevoland (PV);2010;;;;;;;;
9557;120 Manufacture of tobacco products;Flevoland (PV);2011;;;;;;;;
9558;120 Manufacture of tobacco products;Flevoland (PV);2012;;;;;;;;
9559;120 Manufacture of tobacco products;Flevoland (PV);2013;;;;;;;;
9560;120 Manufacture of tobacco products;Flevoland (PV);2014;;;;;;;;
9561;120 Manufacture of tobacco products;Flevoland (PV);2015;;;;;;;;
9562;120 Manufacture of tobacco products;Flevoland (PV);2016;;;;;;;;
9563;120 Manufacture of tobacco products;Flevoland (PV);2017;;;;;;;;
9564;120 Manufacture of tobacco products;Flevoland (PV);2018;;;;;;;;
9565;120 Manufacture of tobacco products;Flevoland (PV);2019;;;;;;;;
9566;120 Manufacture of tobacco products;Flevoland (PV);2020;;;;;;;;
9567;120 Manufacture of tobacco products;Flevoland (PV);2021;;;;;;;;
9568;120 Manufacture of tobacco products;Flevoland (PV);2022;;;;;;;;
9569;120 Manufacture of tobacco products;Flevoland (PV);2023;;;;;;;;
9570;120 Manufacture of tobacco products;Gelderland (PV);2009;;;;;;;;
9571;120 Manufacture of tobacco products;Gelderland (PV);2010;;;;;;;;
9572;120 Manufacture of tobacco products;Gelderland (PV);2011;;;;;;;;
9573;120 Manufacture of tobacco products;Gelderland (PV);2012;;;;;;;;
9574;120 Manufacture of tobacco products;Gelderland (PV);2013;;;;;;;;
9575;120 Manufacture of tobacco products;Gelderland (PV);2014;;;;;;;;
9576;120 Manufacture of tobacco products;Gelderland (PV);2015;;;;;;;;
9577;120 Manufacture of tobacco products;Gelderland (PV);2016;;;;;;;;
9578;120 Manufacture of tobacco products;Gelderland (PV);2017;;;;;;;;
9579;120 Manufacture of tobacco products;Gelderland (PV);2018;;;;;;;;
9580;120 Manufacture of tobacco products;Gelderland (PV);2019;;;;;;;;
9581;120 Manufacture of tobacco products;Gelderland (PV);2020;;;;;;;;
9582;120 Manufacture of tobacco products;Gelderland (PV);2021;;;;;;;;
9583;120 Manufacture of tobacco products;Gelderland (PV);2022;;;;;;;;
9584;120 Manufacture of tobacco products;Gelderland (PV);2023;;;;;;;;
9585;120 Manufacture of tobacco products;Utrecht (PV);2009;;;;;;;;
9586;120 Manufacture of tobacco products;Utrecht (PV);2010;;;;;;;;
9587;120 Manufacture of tobacco products;Utrecht (PV);2011;;;;;;;;
9588;120 Manufacture of tobacco products;Utrecht (PV);2012;;;;;;;;
9589;120 Manufacture of tobacco products;Utrecht (PV);2013;;;;;;;;
9590;120 Manufacture of tobacco products;Utrecht (PV);2014;;;;;;;;
9591;120 Manufacture of tobacco products;Utrecht (PV);2015;;;;;;;;
9592;120 Manufacture of tobacco products;Utrecht (PV);2016;;;;;;;;
9593;120 Manufacture of tobacco products;Utrecht (PV);2017;;;;;;;;
9594;120 Manufacture of tobacco products;Utrecht (PV);2018;;;;;;;;
9595;120 Manufacture of tobacco products;Utrecht (PV);2019;;;;;;;;
9596;120 Manufacture of tobacco products;Utrecht (PV);2020;;;;;;;;
9597;120 Manufacture of tobacco products;Utrecht (PV);2021;;;;;;;;
9598;120 Manufacture of tobacco products;Utrecht (PV);2022;;;;;;;;
9599;120 Manufacture of tobacco products;Utrecht (PV);2023;;;;;;;;
9600;120 Manufacture of tobacco products;Noord-Holland (PV);2009;;;;;;;;
9601;120 Manufacture of tobacco products;Noord-Holland (PV);2010;;;;;;;;
9602;120 Manufacture of tobacco products;Noord-Holland (PV);2011;;;;;;;;
9603;120 Manufacture of tobacco products;Noord-Holland (PV);2012;;;;;;;;
9604;120 Manufacture of tobacco products;Noord-Holland (PV);2013;;;;;;;;
9605;120 Manufacture of tobacco products;Noord-Holland (PV);2014;;;;;;;;
9606;120 Manufacture of tobacco products;Noord-Holland (PV);2015;;;;;;;;
9607;120 Manufacture of tobacco products;Noord-Holland (PV);2016;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
9608;120 Manufacture of tobacco products;Noord-Holland (PV);2017;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
9609;120 Manufacture of tobacco products;Noord-Holland (PV);2018;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
9610;120 Manufacture of tobacco products;Noord-Holland (PV);2019;;;;;;;;
9611;120 Manufacture of tobacco products;Noord-Holland (PV);2020;;;;;;;;
9612;120 Manufacture of tobacco products;Noord-Holland (PV);2021;;;;;;;;
9613;120 Manufacture of tobacco products;Noord-Holland (PV);2022;;;;;;;;
9614;120 Manufacture of tobacco products;Noord-Holland (PV);2023;;;;;;;;
9615;120 Manufacture of tobacco products;Zuid-Holland (PV);2009;;;;;;;;
9616;120 Manufacture of tobacco products;Zuid-Holland (PV);2010;;;;;;;;
9617;120 Manufacture of tobacco products;Zuid-Holland (PV);2011;;;;;;;;
9618;120 Manufacture of tobacco products;Zuid-Holland (PV);2012;;;;;;;;
9619;120 Manufacture of tobacco products;Zuid-Holland (PV);2013;;;;;;;;
9620;120 Manufacture of tobacco products;Zuid-Holland (PV);2014;;;;;;;;
9621;120 Manufacture of tobacco products;Zuid-Holland (PV);2015;;;;;;;;
9622;120 Manufacture of tobacco products;Zuid-Holland (PV);2016;;;;;;;;
9623;120 Manufacture of tobacco products;Zuid-Holland (PV);2017;;;;;;;;
9624;120 Manufacture of tobacco products;Zuid-Holland (PV);2018;;;;;;;;
9625;120 Manufacture of tobacco products;Zuid-Holland (PV);2019;;;;;;;;
9626;120 Manufacture of tobacco products;Zuid-Holland (PV);2020;;;;;;;;
9627;120 Manufacture of tobacco products;Zuid-Holland (PV);2021;;;;;;;;
9628;120 Manufacture of tobacco products;Zuid-Holland (PV);2022;;;;;;;;
9629;120 Manufacture of tobacco products;Zuid-Holland (PV);2023;;;;;;;;
9630;120 Manufacture of tobacco products;Zeeland (PV);2009;;;;;;;;
9631;120 Manufacture of tobacco products;Zeeland (PV);2010;;;;;;;;
9632;120 Manufacture of tobacco products;Zeeland (PV);2011;;;;;;;;
9633;120 Manufacture of tobacco products;Zeeland (PV);2012;;;;;;;;
9634;120 Manufacture of tobacco products;Zeeland (PV);2013;;;;;;;;
9635;120 Manufacture of tobacco products;Zeeland (PV);2014;;;;;;;;
9636;120 Manufacture of tobacco products;Zeeland (PV);2015;;;;;;;;
9637;120 Manufacture of tobacco products;Zeeland (PV);2016;;;;;;;;
9638;120 Manufacture of tobacco products;Zeeland (PV);2017;;;;;;;;
9639;120 Manufacture of tobacco products;Zeeland (PV);2018;;;;;;;;
9640;120 Manufacture of tobacco products;Zeeland (PV);2019;;;;;;;;
9641;120 Manufacture of tobacco products;Zeeland (PV);2020;;;;;;;;
9642;120 Manufacture of tobacco products;Zeeland (PV);2021;;;;;;;;
9643;120 Manufacture of tobacco products;Zeeland (PV);2022;;;;;;;;
9644;120 Manufacture of tobacco products;Zeeland (PV);2023;;;;;;;;
9645;120 Manufacture of tobacco products;Noord-Brabant (PV);2009;;;;;;;;
9646;120 Manufacture of tobacco products;Noord-Brabant (PV);2010;;;;;;;;
9647;120 Manufacture of tobacco products;Noord-Brabant (PV);2011;;;;;;;;
9648;120 Manufacture of tobacco products;Noord-Brabant (PV);2012;;;;;;;;
9649;120 Manufacture of tobacco products;Noord-Brabant (PV);2013;;;;;;;;
9650;120 Manufacture of tobacco products;Noord-Brabant (PV);2014;;;;;;;;
9651;120 Manufacture of tobacco products;Noord-Brabant (PV);2015;;;;;;;;
9652;120 Manufacture of tobacco products;Noord-Brabant (PV);2016;;;;;;;;
9653;120 Manufacture of tobacco products;Noord-Brabant (PV);2017;;;;;;;;
9654;120 Manufacture of tobacco products;Noord-Brabant (PV);2018;;;;;;;;
9655;120 Manufacture of tobacco products;Noord-Brabant (PV);2019;;;;;;;;
9656;120 Manufacture of tobacco products;Noord-Brabant (PV);2020;;;;;;;;
