ID;Gender;PupilCharacteristics;CaribbeanNetherlands;Periods;ParticipantsEnStudents_1
2160;Male;VO: Pre-vocational programmes;Saba;2009/'10;
2161;Male;VO: Pre-vocational programmes;Saba;2010/'11;
2162;Male;VO: Pre-vocational programmes;Saba;2011/'12;
2163;Male;VO: Pre-vocational programmes;Saba;2012/'13;
2164;Male;VO: Pre-vocational programmes;Saba;2013/'14;
2165;Male;VO: Pre-vocational programmes;Saba;2014/'15;0.0
2166;Male;VO: Pre-vocational programmes;Saba;2015/'16;7.0
2167;Male;VO: Pre-vocational programmes;Saba;2016/'17;6.0
2168;Male;VO: Pre-vocational programmes;Saba;2017/'18;2.0
2169;Male;VO: Pre-vocational programmes;Saba;2018/'19;0.0
2170;Male;VO: Pre-vocational programmes;Saba;2019/'20;
2171;Male;VO: Pre-vocational programmes;Saba;2020/'21;
2172;Male;VO: Pre-vocational programmes;Saba;2021/22;
2173;Male;VO: Pre-vocational programmes;Saba;2022/'23;
2174;Male;VO: Pre-vocational programmes;Saba;2023/'24;
2175;Male;VO: Pre-vocational programmes;Saba;2024/'25;
2176;Male;Vocational education - CVQ;Caribbean Netherlands;2009/'10;
2177;Male;Vocational education - CVQ;Caribbean Netherlands;2010/'11;
2178;Male;Vocational education - CVQ;Caribbean Netherlands;2011/'12;
2179;Male;Vocational education - CVQ;Caribbean Netherlands;2012/'13;
2180;Male;Vocational education - CVQ;Caribbean Netherlands;2013/'14;
2181;Male;Vocational education - CVQ;Caribbean Netherlands;2014/'15;
2182;Male;Vocational education - CVQ;Caribbean Netherlands;2015/'16;
2183;Male;Vocational education - CVQ;Caribbean Netherlands;2016/'17;
2184;Male;Vocational education - CVQ;Caribbean Netherlands;2017/'18;
2185;Male;Vocational education - CVQ;Caribbean Netherlands;2018/'19;
2186;Male;Vocational education - CVQ;Caribbean Netherlands;2019/'20;26.0
2187;Male;Vocational education - CVQ;Caribbean Netherlands;2020/'21;39.0
2188;Male;Vocational education - CVQ;Caribbean Netherlands;2021/22;31.0
2189;Male;Vocational education - CVQ;Caribbean Netherlands;2022/'23;35.0
2190;Male;Vocational education - CVQ;Caribbean Netherlands;2023/'24;43.0
2191;Male;Vocational education - CVQ;Caribbean Netherlands;2024/'25;36.0
2192;Male;Vocational education - CVQ;Bonaire;2009/'10;
2193;Male;Vocational education - CVQ;Bonaire;2010/'11;
2194;Male;Vocational education - CVQ;Bonaire;2011/'12;
2195;Male;Vocational education - CVQ;Bonaire;2012/'13;
2196;Male;Vocational education - CVQ;Bonaire;2013/'14;
2197;Male;Vocational education - CVQ;Bonaire;2014/'15;
2198;Male;Vocational education - CVQ;Bonaire;2015/'16;
2199;Male;Vocational education - CVQ;Bonaire;2016/'17;
2200;Male;Vocational education - CVQ;Bonaire;2017/'18;
2201;Male;Vocational education - CVQ;Bonaire;2018/'19;
2202;Male;Vocational education - CVQ;Bonaire;2019/'20;
2203;Male;Vocational education - CVQ;Bonaire;2020/'21;
2204;Male;Vocational education - CVQ;Bonaire;2021/22;
2205;Male;Vocational education - CVQ;Bonaire;2022/'23;
2206;Male;Vocational education - CVQ;Bonaire;2023/'24;
2207;Male;Vocational education - CVQ;Bonaire;2024/'25;
2208;Male;Vocational education - CVQ;St Eustatius;2009/'10;
2209;Male;Vocational education - CVQ;St Eustatius;2010/'11;
2210;Male;Vocational education - CVQ;St Eustatius;2011/'12;
2211;Male;Vocational education - CVQ;St Eustatius;2012/'13;
2212;Male;Vocational education - CVQ;St Eustatius;2013/'14;
2213;Male;Vocational education - CVQ;St Eustatius;2014/'15;
2214;Male;Vocational education - CVQ;St Eustatius;2015/'16;
2215;Male;Vocational education - CVQ;St Eustatius;2016/'17;
2216;Male;Vocational education - CVQ;St Eustatius;2017/'18;
2217;Male;Vocational education - CVQ;St Eustatius;2018/'19;
2218;Male;Vocational education - CVQ;St Eustatius;2019/'20;23.0
2219;Male;Vocational education - CVQ;St Eustatius;2020/'21;34.0
2220;Male;Vocational education - CVQ;St Eustatius;2021/22;26.0
2221;Male;Vocational education - CVQ;St Eustatius;2022/'23;28.0
2222;Male;Vocational education - CVQ;St Eustatius;2023/'24;30.0
2223;Male;Vocational education - CVQ;St Eustatius;2024/'25;24.0
2224;Male;Vocational education - CVQ;Saba;2009/'10;
2225;Male;Vocational education - CVQ;Saba;2010/'11;
2226;Male;Vocational education - CVQ;Saba;2011/'12;
2227;Male;Vocational education - CVQ;Saba;2012/'13;
2228;Male;Vocational education - CVQ;Saba;2013/'14;
2229;Male;Vocational education - CVQ;Saba;2014/'15;
2230;Male;Vocational education - CVQ;Saba;2015/'16;
2231;Male;Vocational education - CVQ;Saba;2016/'17;
2232;Male;Vocational education - CVQ;Saba;2017/'18;
2233;Male;Vocational education - CVQ;Saba;2018/'19;
2234;Male;Vocational education - CVQ;Saba;2019/'20;3.0
2235;Male;Vocational education - CVQ;Saba;2020/'21;5.0
2236;Male;Vocational education - CVQ;Saba;2021/22;5.0
2237;Male;Vocational education - CVQ;Saba;2022/'23;7.0
2238;Male;Vocational education - CVQ;Saba;2023/'24;13.0
2239;Male;Vocational education - CVQ;Saba;2024/'25;12.0
2240;Male;Vocational education - MBO;Caribbean Netherlands;2009/'10;
2241;Male;Vocational education - MBO;Caribbean Netherlands;2010/'11;
2242;Male;Vocational education - MBO;Caribbean Netherlands;2011/'12;
2243;Male;Vocational education - MBO;Caribbean Netherlands;2012/'13;
2244;Male;Vocational education - MBO;Caribbean Netherlands;2013/'14;
2245;Male;Vocational education - MBO;Caribbean Netherlands;2014/'15;
2246;Male;Vocational education - MBO;Caribbean Netherlands;2015/'16;
2247;Male;Vocational education - MBO;Caribbean Netherlands;2016/'17;
2248;Male;Vocational education - MBO;Caribbean Netherlands;2017/'18;
2249;Male;Vocational education - MBO;Caribbean Netherlands;2018/'19;
2250;Male;Vocational education - MBO;Caribbean Netherlands;2019/'20;
2251;Male;Vocational education - MBO;Caribbean Netherlands;2020/'21;
2252;Male;Vocational education - MBO;Caribbean Netherlands;2021/22;
2253;Male;Vocational education - MBO;Caribbean Netherlands;2022/'23;
2254;Male;Vocational education - MBO;Caribbean Netherlands;2023/'24;
2255;Male;Vocational education - MBO;Caribbean Netherlands;2024/'25;
2256;Male;Vocational education - MBO;Bonaire;2009/'10;
2257;Male;Vocational education - MBO;Bonaire;2010/'11;
2258;Male;Vocational education - MBO;Bonaire;2011/'12;
2259;Male;Vocational education - MBO;Bonaire;2012/'13;
2260;Male;Vocational education - MBO;Bonaire;2013/'14;
2261;Male;Vocational education - MBO;Bonaire;2014/'15;
2262;Male;Vocational education - MBO;Bonaire;2015/'16;
2263;Male;Vocational education - MBO;Bonaire;2016/'17;
2264;Male;Vocational education - MBO;Bonaire;2017/'18;
2265;Male;Vocational education - MBO;Bonaire;2018/'19;
2266;Male;Vocational education - MBO;Bonaire;2019/'20;
2267;Male;Vocational education - MBO;Bonaire;2020/'21;
2268;Male;Vocational education - MBO;Bonaire;2021/22;
2269;Male;Vocational education - MBO;Bonaire;2022/'23;
2270;Male;Vocational education - MBO;Bonaire;2023/'24;
2271;Male;Vocational education - MBO;Bonaire;2024/'25;
2272;Male;Vocational education - MBO;St Eustatius;2009/'10;
2273;Male;Vocational education - MBO;St Eustatius;2010/'11;
2274;Male;Vocational education - MBO;St Eustatius;2011/'12;
2275;Male;Vocational education - MBO;St Eustatius;2012/'13;
2276;Male;Vocational education - MBO;St Eustatius;2013/'14;
2277;Male;Vocational education - MBO;St Eustatius;2014/'15;
2278;Male;Vocational education - MBO;St Eustatius;2015/'16;
2279;Male;Vocational education - MBO;St Eustatius;2016/'17;
2280;Male;Vocational education - MBO;St Eustatius;2017/'18;
2281;Male;Vocational education - MBO;St Eustatius;2018/'19;
2282;Male;Vocational education - MBO;St Eustatius;2019/'20;
2283;Male;Vocational education - MBO;St Eustatius;2020/'21;
2284;Male;Vocational education - MBO;St Eustatius;2021/22;
2285;Male;Vocational education - MBO;St Eustatius;2022/'23;
2286;Male;Vocational education - MBO;St Eustatius;2023/'24;
2287;Male;Vocational education - MBO;St Eustatius;2024/'25;
2288;Male;Vocational education - MBO;Saba;2009/'10;
2289;Male;Vocational education - MBO;Saba;2010/'11;
2290;Male;Vocational education - MBO;Saba;2011/'12;
2291;Male;Vocational education - MBO;Saba;2012/'13;
2292;Male;Vocational education - MBO;Saba;2013/'14;
2293;Male;Vocational education - MBO;Saba;2014/'15;
2294;Male;Vocational education - MBO;Saba;2015/'16;
2295;Male;Vocational education - MBO;Saba;2016/'17;
2296;Male;Vocational education - MBO;Saba;2017/'18;
2297;Male;Vocational education - MBO;Saba;2018/'19;
2298;Male;Vocational education - MBO;Saba;2019/'20;
2299;Male;Vocational education - MBO;Saba;2020/'21;
2300;Male;Vocational education - MBO;Saba;2021/22;
2301;Male;Vocational education - MBO;Saba;2022/'23;
2302;Male;Vocational education - MBO;Saba;2023/'24;
2303;Male;Vocational education - MBO;Saba;2024/'25;
2304;Female;Total primary education;Caribbean Netherlands;2009/'10;1070.0
2305;Female;Total primary education;Caribbean Netherlands;2010/'11;1026.0
2306;Female;Total primary education;Caribbean Netherlands;2011/'12;1030.0
2307;Female;Total primary education;Caribbean Netherlands;2012/'13;1010.0
2308;Female;Total primary education;Caribbean Netherlands;2013/'14;1023.0
2309;Female;Total primary education;Caribbean Netherlands;2014/'15;1057.0
2310;Female;Total primary education;Caribbean Netherlands;2015/'16;1083.0
2311;Female;Total primary education;Caribbean Netherlands;2016/'17;1125.0
2312;Female;Total primary education;Caribbean Netherlands;2017/'18;1165.0
2313;Female;Total primary education;Caribbean Netherlands;2018/'19;1145.0
2314;Female;Total primary education;Caribbean Netherlands;2019/'20;1154.0
2315;Female;Total primary education;Caribbean Netherlands;2020/'21;1184.0
2316;Female;Total primary education;Caribbean Netherlands;2021/22;1220.0
2317;Female;Total primary education;Caribbean Netherlands;2022/'23;1188.0
2318;Female;Total primary education;Caribbean Netherlands;2023/'24;1204.0
2319;Female;Total primary education;Caribbean Netherlands;2024/'25;1252.0
2320;Female;Total primary education;Bonaire;2009/'10;805.0
2321;Female;Total primary education;Bonaire;2010/'11;787.0
2322;Female;Total primary education;Bonaire;2011/'12;801.0
2323;Female;Total primary education;Bonaire;2012/'13;782.0
2324;Female;Total primary education;Bonaire;2013/'14;806.0
2325;Female;Total primary education;Bonaire;2014/'15;828.0
2326;Female;Total primary education;Bonaire;2015/'16;853.0
2327;Female;Total primary education;Bonaire;2016/'17;899.0
2328;Female;Total primary education;Bonaire;2017/'18;918.0
2329;Female;Total primary education;Bonaire;2018/'19;905.0
2330;Female;Total primary education;Bonaire;2019/'20;912.0
2331;Female;Total primary education;Bonaire;2020/'21;936.0
2332;Female;Total primary education;Bonaire;2021/22;971.0
2333;Female;Total primary education;Bonaire;2022/'23;944.0
2334;Female;Total primary education;Bonaire;2023/'24;964.0
2335;Female;Total primary education;Bonaire;2024/'25;977.0
2336;Female;Total primary education;St Eustatius;2009/'10;186.0
2337;Female;Total primary education;St Eustatius;2010/'11;166.0
2338;Female;Total primary education;St Eustatius;2011/'12;160.0
2339;Female;Total primary education;St Eustatius;2012/'13;159.0
2340;Female;Total primary education;St Eustatius;2013/'14;152.0
2341;Female;Total primary education;St Eustatius;2014/'15;157.0
2342;Female;Total primary education;St Eustatius;2015/'16;154.0
2343;Female;Total primary education;St Eustatius;2016/'17;152.0
2344;Female;Total primary education;St Eustatius;2017/'18;172.0
2345;Female;Total primary education;St Eustatius;2018/'19;165.0
2346;Female;Total primary education;St Eustatius;2019/'20;167.0
2347;Female;Total primary education;St Eustatius;2020/'21;170.0
2348;Female;Total primary education;St Eustatius;2021/22;161.0
2349;Female;Total primary education;St Eustatius;2022/'23;164.0
2350;Female;Total primary education;St Eustatius;2023/'24;161.0
2351;Female;Total primary education;St Eustatius;2024/'25;171.0
2352;Female;Total primary education;Saba;2009/'10;79.0
2353;Female;Total primary education;Saba;2010/'11;73.0
2354;Female;Total primary education;Saba;2011/'12;69.0
2355;Female;Total primary education;Saba;2012/'13;69.0
2356;Female;Total primary education;Saba;2013/'14;65.0
2357;Female;Total primary education;Saba;2014/'15;72.0
2358;Female;Total primary education;Saba;2015/'16;76.0
2359;Female;Total primary education;Saba;2016/'17;74.0
2360;Female;Total primary education;Saba;2017/'18;75.0
2361;Female;Total primary education;Saba;2018/'19;75.0
2362;Female;Total primary education;Saba;2019/'20;75.0
2363;Female;Total primary education;Saba;2020/'21;78.0
2364;Female;Total primary education;Saba;2021/22;88.0
2365;Female;Total primary education;Saba;2022/'23;80.0
2366;Female;Total primary education;Saba;2023/'24;79.0
2367;Female;Total primary education;Saba;2024/'25;75.0
2368;Female;Younger than 5 years;Caribbean Netherlands;2009/'10;124.0
2369;Female;Younger than 5 years;Caribbean Netherlands;2010/'11;126.0
2370;Female;Younger than 5 years;Caribbean Netherlands;2011/'12;102.0
2371;Female;Younger than 5 years;Caribbean Netherlands;2012/'13;119.0
2372;Female;Younger than 5 years;Caribbean Netherlands;2013/'14;122.0
2373;Female;Younger than 5 years;Caribbean Netherlands;2014/'15;123.0
2374;Female;Younger than 5 years;Caribbean Netherlands;2015/'16;116.0
2375;Female;Younger than 5 years;Caribbean Netherlands;2016/'17;140.0
2376;Female;Younger than 5 years;Caribbean Netherlands;2017/'18;142.0
2377;Female;Younger than 5 years;Caribbean Netherlands;2018/'19;141.0
2378;Female;Younger than 5 years;Caribbean Netherlands;2019/'20;120.0
2379;Female;Younger than 5 years;Caribbean Netherlands;2020/'21;135.0
2380;Female;Younger than 5 years;Caribbean Netherlands;2021/22;136.0
2381;Female;Younger than 5 years;Caribbean Netherlands;2022/'23;118.0
2382;Female;Younger than 5 years;Caribbean Netherlands;2023/'24;138.0
2383;Female;Younger than 5 years;Caribbean Netherlands;2024/'25;153.0
2384;Female;Younger than 5 years;Bonaire;2009/'10;94.0
2385;Female;Younger than 5 years;Bonaire;2010/'11;104.0
2386;Female;Younger than 5 years;Bonaire;2011/'12;82.0
2387;Female;Younger than 5 years;Bonaire;2012/'13;98.0
2388;Female;Younger than 5 years;Bonaire;2013/'14;91.0
2389;Female;Younger than 5 years;Bonaire;2014/'15;94.0
2390;Female;Younger than 5 years;Bonaire;2015/'16;94.0
2391;Female;Younger than 5 years;Bonaire;2016/'17;113.0
2392;Female;Younger than 5 years;Bonaire;2017/'18;110.0
2393;Female;Younger than 5 years;Bonaire;2018/'19;103.0
2394;Female;Younger than 5 years;Bonaire;2019/'20;94.0
2395;Female;Younger than 5 years;Bonaire;2020/'21;108.0
2396;Female;Younger than 5 years;Bonaire;2021/22;105.0
2397;Female;Younger than 5 years;Bonaire;2022/'23;91.0
2398;Female;Younger than 5 years;Bonaire;2023/'24;107.0
2399;Female;Younger than 5 years;Bonaire;2024/'25;113.0
2400;Female;Younger than 5 years;St Eustatius;2009/'10;20.0
2401;Female;Younger than 5 years;St Eustatius;2010/'11;12.0
2402;Female;Younger than 5 years;St Eustatius;2011/'12;12.0
2403;Female;Younger than 5 years;St Eustatius;2012/'13;14.0
2404;Female;Younger than 5 years;St Eustatius;2013/'14;24.0
2405;Female;Younger than 5 years;St Eustatius;2014/'15;19.0
2406;Female;Younger than 5 years;St Eustatius;2015/'16;13.0
2407;Female;Younger than 5 years;St Eustatius;2016/'17;19.0
2408;Female;Younger than 5 years;St Eustatius;2017/'18;25.0
2409;Female;Younger than 5 years;St Eustatius;2018/'19;23.0
2410;Female;Younger than 5 years;St Eustatius;2019/'20;17.0
2411;Female;Younger than 5 years;St Eustatius;2020/'21;19.0
2412;Female;Younger than 5 years;St Eustatius;2021/22;19.0
2413;Female;Younger than 5 years;St Eustatius;2022/'23;18.0
2414;Female;Younger than 5 years;St Eustatius;2023/'24;21.0
2415;Female;Younger than 5 years;St Eustatius;2024/'25;24.0
2416;Female;Younger than 5 years;Saba;2009/'10;10.0
2417;Female;Younger than 5 years;Saba;2010/'11;10.0
2418;Female;Younger than 5 years;Saba;2011/'12;8.0
2419;Female;Younger than 5 years;Saba;2012/'13;7.0
2420;Female;Younger than 5 years;Saba;2013/'14;7.0
2421;Female;Younger than 5 years;Saba;2014/'15;10.0
2422;Female;Younger than 5 years;Saba;2015/'16;9.0
2423;Female;Younger than 5 years;Saba;2016/'17;8.0
2424;Female;Younger than 5 years;Saba;2017/'18;7.0
2425;Female;Younger than 5 years;Saba;2018/'19;15.0
2426;Female;Younger than 5 years;Saba;2019/'20;9.0
2427;Female;Younger than 5 years;Saba;2020/'21;8.0
2428;Female;Younger than 5 years;Saba;2021/22;12.0
2429;Female;Younger than 5 years;Saba;2022/'23;9.0
2430;Female;Younger than 5 years;Saba;2023/'24;10.0
2431;Female;Younger than 5 years;Saba;2024/'25;10.0
2432;Female;5 years;Caribbean Netherlands;2009/'10;120.0
2433;Female;5 years;Caribbean Netherlands;2010/'11;121.0
2434;Female;5 years;Caribbean Netherlands;2011/'12;129.0
2435;Female;5 years;Caribbean Netherlands;2012/'13;119.0
2436;Female;5 years;Caribbean Netherlands;2013/'14;128.0
2437;Female;5 years;Caribbean Netherlands;2014/'15;135.0
2438;Female;5 years;Caribbean Netherlands;2015/'16;134.0
2439;Female;5 years;Caribbean Netherlands;2016/'17;128.0
2440;Female;5 years;Caribbean Netherlands;2017/'18;138.0
2441;Female;5 years;Caribbean Netherlands;2018/'19;133.0
2442;Female;5 years;Caribbean Netherlands;2019/'20;151.0
2443;Female;5 years;Caribbean Netherlands;2020/'21;134.0
2444;Female;5 years;Caribbean Netherlands;2021/22;142.0
2445;Female;5 years;Caribbean Netherlands;2022/'23;136.0
2446;Female;5 years;Caribbean Netherlands;2023/'24;129.0
2447;Female;5 years;Caribbean Netherlands;2024/'25;150.0
2448;Female;5 years;Bonaire;2009/'10;87.0
2449;Female;5 years;Bonaire;2010/'11;90.0
2450;Female;5 years;Bonaire;2011/'12;107.0
2451;Female;5 years;Bonaire;2012/'13;93.0
2452;Female;5 years;Bonaire;2013/'14;105.0
2453;Female;5 years;Bonaire;2014/'15;101.0
2454;Female;5 years;Bonaire;2015/'16;103.0
2455;Female;5 years;Bonaire;2016/'17;103.0
2456;Female;5 years;Bonaire;2017/'18;114.0
2457;Female;5 years;Bonaire;2018/'19;108.0
2458;Female;5 years;Bonaire;2019/'20;111.0
2459;Female;5 years;Bonaire;2020/'21;105.0
2460;Female;5 years;Bonaire;2021/22;112.0
2461;Female;5 years;Bonaire;2022/'23;106.0
2462;Female;5 years;Bonaire;2023/'24;98.0
2463;Female;5 years;Bonaire;2024/'25;117.0
2464;Female;5 years;St Eustatius;2009/'10;21.0
2465;Female;5 years;St Eustatius;2010/'11;20.0
2466;Female;5 years;St Eustatius;2011/'12;11.0
2467;Female;5 years;St Eustatius;2012/'13;18.0
2468;Female;5 years;St Eustatius;2013/'14;16.0
2469;Female;5 years;St Eustatius;2014/'15;28.0
2470;Female;5 years;St Eustatius;2015/'16;21.0
2471;Female;5 years;St Eustatius;2016/'17;15.0
2472;Female;5 years;St Eustatius;2017/'18;17.0
2473;Female;5 years;St Eustatius;2018/'19;17.0
2474;Female;5 years;St Eustatius;2019/'20;26.0
2475;Female;5 years;St Eustatius;2020/'21;19.0
2476;Female;5 years;St Eustatius;2021/22;20.0
2477;Female;5 years;St Eustatius;2022/'23;17.0
