ID;Sex;Age31December;Periods;Deaths_1
8821;Total male and female;80 years or older;1971 week 25;680
8822;Total male and female;80 years or older;1971 week 26;608
8823;Total male and female;80 years or older;1971 week 27;719
8824;Total male and female;80 years or older;1971 week 28;633
8825;Total male and female;80 years or older;1971 week 29;646
8826;Total male and female;80 years or older;1971 week 30;634
8827;Total male and female;80 years or older;1971 week 31;651
8828;Total male and female;80 years or older;1971 week 32;585
8829;Total male and female;80 years or older;1971 week 33;627
8830;Total male and female;80 years or older;1971 week 34;566
8831;Total male and female;80 years or older;1971 week 35;610
8832;Total male and female;80 years or older;1971 week 36;562
8833;Total male and female;80 years or older;1971 week 37;632
8834;Total male and female;80 years or older;1971 week 38;616
8835;Total male and female;80 years or older;1971 week 39;620
8836;Total male and female;80 years or older;1971 week 40;614
8837;Total male and female;80 years or older;1971 week 41;618
8838;Total male and female;80 years or older;1971 week 42;684
8839;Total male and female;80 years or older;1971 week 43;693
8840;Total male and female;80 years or older;1971 week 44;675
8841;Total male and female;80 years or older;1971 week 45;655
8842;Total male and female;80 years or older;1971 week 46;609
8843;Total male and female;80 years or older;1971 week 47;697
8844;Total male and female;80 years or older;1971 week 48;699
8845;Total male and female;80 years or older;1971 week 49;705
8846;Total male and female;80 years or older;1971 week 50;671
8847;Total male and female;80 years or older;1971 week 51;698
8848;Total male and female;80 years or older;1971 week 52 (5 days);524
8849;Total male and female;80 years or older;1971;35420
8850;Total male and female;80 years or older;1972 week 0 (2 days);237
8851;Total male and female;80 years or older;1972 week 1;809
8852;Total male and female;80 years or older;1972 week 2;847
8853;Total male and female;80 years or older;1972 week 3;898
8854;Total male and female;80 years or older;1972 week 4;841
8855;Total male and female;80 years or older;1972 week 5;905
8856;Total male and female;80 years or older;1972 week 6;855
8857;Total male and female;80 years or older;1972 week 7;824
8858;Total male and female;80 years or older;1972 week 8;813
8859;Total male and female;80 years or older;1972 week 9;742
8860;Total male and female;80 years or older;1972 week 10;729
8861;Total male and female;80 years or older;1972 week 11;779
8862;Total male and female;80 years or older;1972 week 12;685
8863;Total male and female;80 years or older;1972 week 13;693
8864;Total male and female;80 years or older;1972 week 14;727
8865;Total male and female;80 years or older;1972 week 15;685
8866;Total male and female;80 years or older;1972 week 16;654
8867;Total male and female;80 years or older;1972 week 17;694
8868;Total male and female;80 years or older;1972 week 18;680
8869;Total male and female;80 years or older;1972 week 19;643
8870;Total male and female;80 years or older;1972 week 20;637
8871;Total male and female;80 years or older;1972 week 21;664
8872;Total male and female;80 years or older;1972 week 22;650
8873;Total male and female;80 years or older;1972 week 23;668
8874;Total male and female;80 years or older;1972 week 24;664
8875;Total male and female;80 years or older;1972 week 25;673
8876;Total male and female;80 years or older;1972 week 26;647
8877;Total male and female;80 years or older;1972 week 27;616
8878;Total male and female;80 years or older;1972 week 28;646
8879;Total male and female;80 years or older;1972 week 29;862
8880;Total male and female;80 years or older;1972 week 30;660
8881;Total male and female;80 years or older;1972 week 31;611
8882;Total male and female;80 years or older;1972 week 32;636
8883;Total male and female;80 years or older;1972 week 33;636
8884;Total male and female;80 years or older;1972 week 34;594
8885;Total male and female;80 years or older;1972 week 35;639
8886;Total male and female;80 years or older;1972 week 36;673
8887;Total male and female;80 years or older;1972 week 37;617
8888;Total male and female;80 years or older;1972 week 38;629
8889;Total male and female;80 years or older;1972 week 39;631
8890;Total male and female;80 years or older;1972 week 40;679
8891;Total male and female;80 years or older;1972 week 41;688
8892;Total male and female;80 years or older;1972 week 42;682
8893;Total male and female;80 years or older;1973 week 43;665
8894;Total male and female;80 years or older;1972 week 44;642
8895;Total male and female;80 years or older;1972 week 45;627
8896;Total male and female;80 years or older;1972 week 46;640
8897;Total male and female;80 years or older;1972 week 47;681
8898;Total male and female;80 years or older;1972 week 48;755
8899;Total male and female;80 years or older;1972 week 49;728
8900;Total male and female;80 years or older;1972 week 50;693
8901;Total male and female;80 years or older;1972 week 51;755
8902;Total male and female;80 years or older;1972 week 52;813
8903;Total male and female;80 years or older;1972;36841
8904;Total male and female;80 years or older;1973 week 1;1192
8905;Total male and female;80 years or older;1973 week 2;1057
8906;Total male and female;80 years or older;1973 week 3;940
8907;Total male and female;80 years or older;1973 week 4;872
8908;Total male and female;80 years or older;1973 week 5;823
8909;Total male and female;80 years or older;1973 week 6;741
8910;Total male and female;80 years or older;1973 week 7;727
8911;Total male and female;80 years or older;1973 week 8;753
8912;Total male and female;80 years or older;1973 week 9;725
8913;Total male and female;80 years or older;1973 week 10;659
8914;Total male and female;80 years or older;1973 week 11;645
8915;Total male and female;80 years or older;1973 week 12;705
8916;Total male and female;80 years or older;1973 week 13;674
8917;Total male and female;80 years or older;1973 week 14;670
8918;Total male and female;80 years or older;1973 week 15;682
8919;Total male and female;80 years or older;1973 week 16;713
8920;Total male and female;80 years or older;1973 week 17;662
8921;Total male and female;80 years or older;1973 week 18;705
8922;Total male and female;80 years or older;1973 week 19;637
8923;Total male and female;80 years or older;1973 week 20;683
8924;Total male and female;80 years or older;1973 week 21;669
8925;Total male and female;80 years or older;1973 week 22;688
8926;Total male and female;80 years or older;1973 week 23;634
8927;Total male and female;80 years or older;1973 week 24;612
8928;Total male and female;80 years or older;1973 week 25;703
8929;Total male and female;80 years or older;1973 week 26;797
8930;Total male and female;80 years or older;1973 week 27;707
8931;Total male and female;80 years or older;1973 week 28;626
8932;Total male and female;80 years or older;1973 week 29;562
8933;Total male and female;80 years or older;1973 week 30;599
8934;Total male and female;80 years or older;1973 week 31;679
8935;Total male and female;80 years or older;1973 week 32;638
8936;Total male and female;80 years or older;1973 week 33;728
8937;Total male and female;80 years or older;1973 week 34;615
8938;Total male and female;80 years or older;1973 week 35;598
8939;Total male and female;80 years or older;1973 week 36;601
8940;Total male and female;80 years or older;1973 week 37;582
8941;Total male and female;80 years or older;1973 week 38;630
8942;Total male and female;80 years or older;1973 week 39;673
8943;Total male and female;80 years or older;1973 week 40;656
8944;Total male and female;80 years or older;1973 week 41;620
8945;Total male and female;80 years or older;1973 week 42;696
8946;Total male and female;80 years or older;1973 week 43;619
8947;Total male and female;80 years or older;1973 week 44;662
8948;Total male and female;80 years or older;1973 week 45;648
8949;Total male and female;80 years or older;1973 week 46;637
8950;Total male and female;80 years or older;1973 week 47;676
8951;Total male and female;80 years or older;1973 week 48;619
8952;Total male and female;80 years or older;1973 week 49;716
8953;Total male and female;80 years or older;1973 week 50;697
8954;Total male and female;80 years or older;1973 week 51;703
8955;Total male and female;80 years or older;1973 week 52;714
8956;Total male and female;80 years or older;1973 week 53 (1 day);112
8957;Total male and female;80 years or older;1973;36381
8958;Total male and female;80 years or older;1974 week 1 (6 days);716
8959;Total male and female;80 years or older;1974 week 2;813
8960;Total male and female;80 years or older;1974 week 3;783
8961;Total male and female;80 years or older;1974 week 4;813
8962;Total male and female;80 years or older;1974 week 5;808
8963;Total male and female;80 years or older;1974 week 6;777
8964;Total male and female;80 years or older;1974 week 7;785
8965;Total male and female;80 years or older;1974 week 8;724
8966;Total male and female;80 years or older;1974 week 9;760
8967;Total male and female;80 years or older;1974 week 10;742
8968;Total male and female;80 years or older;1974 week 11;775
8969;Total male and female;80 years or older;1974 week 12;745
8970;Total male and female;80 years or older;1974 week 13;733
8971;Total male and female;80 years or older;1974 week 14;691
8972;Total male and female;80 years or older;1974 week 15;678
8973;Total male and female;80 years or older;1974 week 16;682
8974;Total male and female;80 years or older;1974 week 17;624
8975;Total male and female;80 years or older;1974 week 18;678
8976;Total male and female;80 years or older;1974 week 19;723
8977;Total male and female;80 years or older;1974 week 20;680
8978;Total male and female;80 years or older;1974 week 21;652
8979;Total male and female;80 years or older;1974 week 22;622
8980;Total male and female;80 years or older;1974 week 23;647
8981;Total male and female;80 years or older;1974 week 24;677
8982;Total male and female;80 years or older;1974 week 25;706
8983;Total male and female;80 years or older;1974 week 26;649
8984;Total male and female;80 years or older;1974 week 27;597
8985;Total male and female;80 years or older;1974 week 28;615
8986;Total male and female;80 years or older;1974 week 29;654
8987;Total male and female;80 years or older;1974 week 30;580
8988;Total male and female;80 years or older;1974 week 31;620
8989;Total male and female;80 years or older;1974 week 32;605
8990;Total male and female;80 years or older;1974 week 33;670
8991;Total male and female;80 years or older;1974 week 34;591
8992;Total male and female;80 years or older;1974 week 35;623
8993;Total male and female;80 years or older;1974 week 36;641
8994;Total male and female;80 years or older;1974 week 37;658
8995;Total male and female;80 years or older;1974 week 38;633
8996;Total male and female;80 years or older;1974 week 39;648
8997;Total male and female;80 years or older;1974 week 40;715
8998;Total male and female;80 years or older;1974 week 41;657
8999;Total male and female;80 years or older;1974 week 42;683
9000;Total male and female;80 years or older;1974 week 43;681
9001;Total male and female;80 years or older;1974 week 44;651
9002;Total male and female;80 years or older;1974 week 45;756
9003;Total male and female;80 years or older;1974 week 46;717
9004;Total male and female;80 years or older;1974 week 47;688
9005;Total male and female;80 years or older;1974 week 48;691
9006;Total male and female;80 years or older;1974 week 49;720
9007;Total male and female;80 years or older;1974 week 50;663
9008;Total male and female;80 years or older;1974 week 51;719
9009;Total male and female;80 years or older;1974 week 52;736
9010;Total male and female;80 years or older;1974 week 53 (2 days);190
9011;Total male and female;80 years or older;1974;36085
9012;Total male and female;80 years or older;1975 week 1 (5 days);596
9013;Total male and female;80 years or older;1975 week 2;852
9014;Total male and female;80 years or older;1975 week 3;927
9015;Total male and female;80 years or older;1975 week 4;950
9016;Total male and female;80 years or older;1975 week 5;966
9017;Total male and female;80 years or older;1975 week 6;914
9018;Total male and female;80 years or older;1975 week 7;952
9019;Total male and female;80 years or older;1975 week 8;871
9020;Total male and female;80 years or older;1975 week 9;850
9021;Total male and female;80 years or older;1975 week 10;778
9022;Total male and female;80 years or older;1975 week 11;759
9023;Total male and female;80 years or older;1975 week 12;775
9024;Total male and female;80 years or older;1975 week 13;803
9025;Total male and female;80 years or older;1975 week 14;727
9026;Total male and female;80 years or older;1975 week 15;776
9027;Total male and female;80 years or older;1975 week 16;770
9028;Total male and female;80 years or older;1975 week 17;714
9029;Total male and female;80 years or older;1975 week 18;698
9030;Total male and female;80 years or older;1975 week 19;708
9031;Total male and female;80 years or older;1975 week 20;682
9032;Total male and female;80 years or older;1975 week 21;682
9033;Total male and female;80 years or older;1975 week 22;691
9034;Total male and female;80 years or older;1975 week 23;711
9035;Total male and female;80 years or older;1975 week 24;758
9036;Total male and female;80 years or older;1975 week 25;700
9037;Total male and female;80 years or older;1975 week 26;713
