ID;Consignment;Countries;CPA2008;Periods;ImportOfGoodsAccordingToOwnership_1
7454;"Imports of goods; ownership prin.; total";China;58 Publishing services;2021;100.0
7455;"Imports of goods; ownership prin.; total";China;58 Publishing services;2022;129.0
7456;"Imports of goods; ownership prin.; total";China;581 Publishing services of books..;2015;67.0
7457;"Imports of goods; ownership prin.; total";China;581 Publishing services of books..;2016;58.0
7458;"Imports of goods; ownership prin.; total";China;581 Publishing services of books..;2017;77.0
7459;"Imports of goods; ownership prin.; total";China;581 Publishing services of books..;2018;76.0
7460;"Imports of goods; ownership prin.; total";China;581 Publishing services of books..;2019;71.0
7461;"Imports of goods; ownership prin.; total";China;581 Publishing services of books..;2020;59.0
7462;"Imports of goods; ownership prin.; total";China;581 Publishing services of books..;2021;87.0
7463;"Imports of goods; ownership prin.; total";China;581 Publishing services of books..;2022;114.0
7464;"Imports of goods; ownership prin.; total";China;582 Software publishing services;2015;2.0
7465;"Imports of goods; ownership prin.; total";China;582 Software publishing services;2016;1.0
7466;"Imports of goods; ownership prin.; total";China;582 Software publishing services;2017;2.0
7467;"Imports of goods; ownership prin.; total";China;582 Software publishing services;2018;1.0
7468;"Imports of goods; ownership prin.; total";China;582 Software publishing services;2019;3.0
7469;"Imports of goods; ownership prin.; total";China;582 Software publishing services;2020;12.0
7470;"Imports of goods; ownership prin.; total";China;582 Software publishing services;2021;13.0
7471;"Imports of goods; ownership prin.; total";China;582 Software publishing services;2022;15.0
7472;"Imports of goods; ownership prin.; total";China;59 Motion picture, video and television;2015;1.0
7473;"Imports of goods; ownership prin.; total";China;59 Motion picture, video and television;2016;1.0
7474;"Imports of goods; ownership prin.; total";China;59 Motion picture, video and television;2017;1.0
7475;"Imports of goods; ownership prin.; total";China;59 Motion picture, video and television;2018;
7476;"Imports of goods; ownership prin.; total";China;59 Motion picture, video and television;2019;
7477;"Imports of goods; ownership prin.; total";China;59 Motion picture, video and television;2020;2.0
7478;"Imports of goods; ownership prin.; total";China;59 Motion picture, video and television;2021;1.0
7479;"Imports of goods; ownership prin.; total";China;59 Motion picture, video and television;2022;1.0
7480;"Imports of goods; ownership prin.; total";China;592 Sound recording and music..;2015;
7481;"Imports of goods; ownership prin.; total";China;592 Sound recording and music..;2016;
7482;"Imports of goods; ownership prin.; total";China;592 Sound recording and music..;2017;1.0
7483;"Imports of goods; ownership prin.; total";China;592 Sound recording and music..;2018;
7484;"Imports of goods; ownership prin.; total";China;592 Sound recording and music..;2019;
7485;"Imports of goods; ownership prin.; total";China;592 Sound recording and music..;2020;1.0
7486;"Imports of goods; ownership prin.; total";China;592 Sound recording and music..;2021;
7487;"Imports of goods; ownership prin.; total";China;592 Sound recording and music..;2022;1.0
7488;"Imports of goods; ownership prin.; total";China;M Other specialised business services;2015;
7489;"Imports of goods; ownership prin.; total";China;M Other specialised business services;2016;
7490;"Imports of goods; ownership prin.; total";China;M Other specialised business services;2017;
7491;"Imports of goods; ownership prin.; total";China;M Other specialised business services;2018;
7492;"Imports of goods; ownership prin.; total";China;M Other specialised business services;2019;
7493;"Imports of goods; ownership prin.; total";China;M Other specialised business services;2020;
7494;"Imports of goods; ownership prin.; total";China;M Other specialised business services;2021;
7495;"Imports of goods; ownership prin.; total";China;M Other specialised business services;2022;
7496;"Imports of goods; ownership prin.; total";China;71 Architectural and engineering..;2015;
7497;"Imports of goods; ownership prin.; total";China;71 Architectural and engineering..;2016;
7498;"Imports of goods; ownership prin.; total";China;71 Architectural and engineering..;2017;
7499;"Imports of goods; ownership prin.; total";China;71 Architectural and engineering..;2018;
7500;"Imports of goods; ownership prin.; total";China;71 Architectural and engineering..;2019;
7501;"Imports of goods; ownership prin.; total";China;71 Architectural and engineering..;2020;
7502;"Imports of goods; ownership prin.; total";China;71 Architectural and engineering..;2021;
7503;"Imports of goods; ownership prin.; total";China;71 Architectural and engineering..;2022;
7504;"Imports of goods; ownership prin.; total";China;74 Other professional, scientific and..;2015;
7505;"Imports of goods; ownership prin.; total";China;74 Other professional, scientific and..;2016;
7506;"Imports of goods; ownership prin.; total";China;74 Other professional, scientific and..;2017;
7507;"Imports of goods; ownership prin.; total";China;74 Other professional, scientific and..;2018;
7508;"Imports of goods; ownership prin.; total";China;74 Other professional, scientific and..;2019;
7509;"Imports of goods; ownership prin.; total";China;74 Other professional, scientific and..;2020;
7510;"Imports of goods; ownership prin.; total";China;74 Other professional, scientific and..;2021;
7511;"Imports of goods; ownership prin.; total";China;74 Other professional, scientific and..;2022;
7512;"Imports of goods; ownership prin.; total";China;R Culture, sports and recreation;2015;3.0
7513;"Imports of goods; ownership prin.; total";China;R Culture, sports and recreation;2016;4.0
7514;"Imports of goods; ownership prin.; total";China;R Culture, sports and recreation;2017;3.0
7515;"Imports of goods; ownership prin.; total";China;R Culture, sports and recreation;2018;4.0
7516;"Imports of goods; ownership prin.; total";China;R Culture, sports and recreation;2019;3.0
7517;"Imports of goods; ownership prin.; total";China;R Culture, sports and recreation;2020;
7518;"Imports of goods; ownership prin.; total";China;R Culture, sports and recreation;2021;3.0
7519;"Imports of goods; ownership prin.; total";China;R Culture, sports and recreation;2022;7.0
7520;"Imports of goods; ownership prin.; total";China;90 Creative, arts and entertainment..;2015;2.0
7521;"Imports of goods; ownership prin.; total";China;90 Creative, arts and entertainment..;2016;4.0
7522;"Imports of goods; ownership prin.; total";China;90 Creative, arts and entertainment..;2017;3.0
7523;"Imports of goods; ownership prin.; total";China;90 Creative, arts and entertainment..;2018;3.0
7524;"Imports of goods; ownership prin.; total";China;90 Creative, arts and entertainment..;2019;3.0
7525;"Imports of goods; ownership prin.; total";China;90 Creative, arts and entertainment..;2020;2.0
7526;"Imports of goods; ownership prin.; total";China;90 Creative, arts and entertainment..;2021;3.0
7527;"Imports of goods; ownership prin.; total";China;90 Creative, arts and entertainment..;2022;2.0
7528;"Imports of goods; ownership prin.; total";China;900 Creative, arts and entertainment..;2015;2.0
7529;"Imports of goods; ownership prin.; total";China;900 Creative, arts and entertainment..;2016;4.0
7530;"Imports of goods; ownership prin.; total";China;900 Creative, arts and entertainment..;2017;3.0
7531;"Imports of goods; ownership prin.; total";China;900 Creative, arts and entertainment..;2018;3.0
7532;"Imports of goods; ownership prin.; total";China;900 Creative, arts and entertainment..;2019;3.0
7533;"Imports of goods; ownership prin.; total";China;900 Creative, arts and entertainment..;2020;2.0
7534;"Imports of goods; ownership prin.; total";China;900 Creative, arts and entertainment..;2021;3.0
7535;"Imports of goods; ownership prin.; total";China;900 Creative, arts and entertainment..;2022;2.0
7536;"Imports of goods; ownership prin.; total";China;91 Library, archive, museum and other..;2015;
7537;"Imports of goods; ownership prin.; total";China;91 Library, archive, museum and other..;2016;
7538;"Imports of goods; ownership prin.; total";China;91 Library, archive, museum and other..;2017;
7539;"Imports of goods; ownership prin.; total";China;91 Library, archive, museum and other..;2018;
7540;"Imports of goods; ownership prin.; total";China;91 Library, archive, museum and other..;2019;
7541;"Imports of goods; ownership prin.; total";China;91 Library, archive, museum and other..;2020;
7542;"Imports of goods; ownership prin.; total";China;91 Library, archive, museum and other..;2021;
7543;"Imports of goods; ownership prin.; total";China;91 Library, archive, museum and other..;2022;
7544;"Imports of goods; ownership prin.; total";China;910 Library, archive, museum and...;2015;
7545;"Imports of goods; ownership prin.; total";China;910 Library, archive, museum and...;2016;
7546;"Imports of goods; ownership prin.; total";China;910 Library, archive, museum and...;2017;
7547;"Imports of goods; ownership prin.; total";China;910 Library, archive, museum and...;2018;
7548;"Imports of goods; ownership prin.; total";China;910 Library, archive, museum and...;2019;
7549;"Imports of goods; ownership prin.; total";China;910 Library, archive, museum and...;2020;
7550;"Imports of goods; ownership prin.; total";China;910 Library, archive, museum and...;2021;
7551;"Imports of goods; ownership prin.; total";China;910 Library, archive, museum and...;2022;
7552;"Imports of goods; ownership prin.; total";Denmark;A-U All goods and services;2015;3596.0
7553;"Imports of goods; ownership prin.; total";Denmark;A-U All goods and services;2016;3259.0
7554;"Imports of goods; ownership prin.; total";Denmark;A-U All goods and services;2017;3754.0
7555;"Imports of goods; ownership prin.; total";Denmark;A-U All goods and services;2018;4025.0
7556;"Imports of goods; ownership prin.; total";Denmark;A-U All goods and services;2019;4737.0
7557;"Imports of goods; ownership prin.; total";Denmark;A-U All goods and services;2020;4599.0
7558;"Imports of goods; ownership prin.; total";Denmark;A-U All goods and services;2021;5031.0
7559;"Imports of goods; ownership prin.; total";Denmark;A-U All goods and services;2022;6475.0
7560;"Imports of goods; ownership prin.; total";Denmark;A Agriculture, forestry products;2015;252.0
7561;"Imports of goods; ownership prin.; total";Denmark;A Agriculture, forestry products;2016;301.0
7562;"Imports of goods; ownership prin.; total";Denmark;A Agriculture, forestry products;2017;342.0
7563;"Imports of goods; ownership prin.; total";Denmark;A Agriculture, forestry products;2018;351.0
7564;"Imports of goods; ownership prin.; total";Denmark;A Agriculture, forestry products;2019;377.0
7565;"Imports of goods; ownership prin.; total";Denmark;A Agriculture, forestry products;2020;391.0
7566;"Imports of goods; ownership prin.; total";Denmark;A Agriculture, forestry products;2021;432.0
7567;"Imports of goods; ownership prin.; total";Denmark;A Agriculture, forestry products;2022;447.0
7568;"Imports of goods; ownership prin.; total";Denmark;01 Products of agriculture, hunting..;2015;165.0
7569;"Imports of goods; ownership prin.; total";Denmark;01 Products of agriculture, hunting..;2016;175.0
7570;"Imports of goods; ownership prin.; total";Denmark;01 Products of agriculture, hunting..;2017;209.0
7571;"Imports of goods; ownership prin.; total";Denmark;01 Products of agriculture, hunting..;2018;200.0
7572;"Imports of goods; ownership prin.; total";Denmark;01 Products of agriculture, hunting..;2019;249.0
7573;"Imports of goods; ownership prin.; total";Denmark;01 Products of agriculture, hunting..;2020;269.0
7574;"Imports of goods; ownership prin.; total";Denmark;01 Products of agriculture, hunting..;2021;286.0
7575;"Imports of goods; ownership prin.; total";Denmark;01 Products of agriculture, hunting..;2022;270.0
7576;"Imports of goods; ownership prin.; total";Denmark;011 Non-perennial crops;2015;86.0
7577;"Imports of goods; ownership prin.; total";Denmark;011 Non-perennial crops;2016;83.0
